<doc id="wr_1760-05-10" attrs="word" year="1760" month="05" day="10" corpus="2">
<head id="h2_d448e2992">
Konitz	w1_d448e2996
zwar	w11_d448e21120
wegen	w1_d448e21125
an	w3_d448e21128
denen	w5_d448e21131
Frey=herrlich	w7_d448e21134
Walterskircherischen	w9_d448e21137
Herren	w1_d448e21142
Erben	w3_d448e21145
zu	w5_d448e21148
forderen	w7_d448e21151
habenden	w9_d448e21154
8000.	w11_d448e21157
fl.	w13_d448e21161
Au	w15_d448e21164
</p>
<p id="p12_d448e21170">
nen	w1_d448e21174
Vergleich	w3_d448e21177
mit	w5_d448e21180
denenselben	w7_d448e21183
pr.	w9_d448e21186
200.	w11_d448e21189
Duca	w13_d448e21193
ten	w1_d448e21198
eingegangen,	w3_d448e21201
solchen	w5_d448e21204
aber	w7_d448e21207
von	w9_d448e21210
seiner	w11_d448e21213
Be	w13_d448e21217
horde	w1_d448e21222
ehe	w3_d448e21225
nicht	w5_d448e21228
ratificiren	w7_d448e21231
lassen	w9_d448e21234
könte,	w11_d448e21237
bis	w13_d448e21241
nicht	w15_d448e21244
solcher	w1_d448e21250
von	w3_d448e21253
ihnen	w5_d448e21256
obbenannt=Gräfl.	w7_d448e21259
Herbersteini	w9_d448e21262
schen	w1_d448e21267
Creditoren	w3_d448e21270
applacidiret,	w5_d448e21273
und	w7_d448e21276
beangenehmet	w9_d448e21279
wurde,	w1_d448e21284
gleichwie	w3_d448e21287
aber	w5_d448e21290
zu	w7_d448e21293
diesem	w9_d448e21296
Ende	w11_d448e21299
eine	w13_d448e21303
Er	w15_d448e21306
forderung	w1_d448e21311
bey	w3_d448e21314
diesem	w5_d448e21317
Kaiserl.	w7_d448e21320
Königl.	w9_d448e21323
Jud.	w11_d448e21326
Del.	w13_d448e21330
Misit.	w1_d448e21336
Mixt.	w3_d448e21339
mit	w5_d448e21342
Zuziehung	w7_d448e21345
mehrermeldtHer	w9_d448e21348
bersteinischen	w1_d448e21353
Creditoren	w3_d448e21356
auf	w5_d448e21359
den	w7_d448e21362
12.	w9_d448e21365
künftigen	w11_d448e21368
Menats	w1_d448e21373
Julii	w3_d448e21376
fruhe	w5_d448e21379
um	w7_d448e21382
9.	w9_d448e21385
Uhr	w11_d448e21388
sub	w13_d448e21392
clausula	w15_d448e21395
contumiciæ	w1_d448e21400
bestimmet	w3_d448e21403
worden,	w5_d448e21406
solche	w7_d448e21409
aber	w9_d448e21412
de	w11_d448e21415
nenenselben	w1_d448e21421
ihres	w3_d448e21424
unwissenden	w5_d448e21427
Aufenthalts	w7_d448e21430
halber	w9_d448e21433
behörig	w1_d448e21438
nicht	w3_d448e21441
intimiret	w5_d448e21444
werden	w7_d448e21447
kan.	w9_d448e21450
</p>
<p id="p14_d448e21453">
Als	w1_d448e21457
wird	w3_d448e21460
demnach	w5_d448e21463
ihnen	w7_d448e21466
mehr=besagt=gräfl.	w9_d448e21469
Ernest	w1_d448e21474
Gundacker	w3_d448e21477
Herbersteinischen	w5_d448e21480
Creditoren	w7_d448e21483
obbemeldte	w1_d448e21488
Erforderung	w3_d448e21491
zu	w5_d448e21494
dem	w7_d448e21497
Ende	w9_d448e21500
per	w11_d448e21503
Edi-	w13_d448e21507
ctum	w1_d448e21513
edvalvas	w3_d448e21516
intimiret,	w5_d448e21519
auf	w7_d448e21522
daß	w9_d448e21525
dieselbe	w11_d448e21528
vor	w13_d448e21532
diesem	w1_d448e21537
Kaiserl.	w3_d448e21540
Königl.	w5_d448e21543
Jud.	w7_d448e21546
Del.	w9_d448e21549
mixt.	w11_d448e21552
in	w13_d448e21556
Mil,	w15_d448e21559
an	w1_d448e21564
obbestimmten	w3_d448e21567
Tag	w5_d448e21570
und	w7_d448e21573
Stund	w9_d448e21576
entweder	w11_d448e21579
selbst	w13_d448e21583
persönlich,	w1_d448e21588
oder	w3_d448e21591
durch	w5_d448e21594
einen	w7_d448e21597
genugsam	w9_d448e21600
instruir	w11_d448e21603
ten	w1_d448e21609
Mandatarium	w3_d448e21612
also	w5_d448e21615
gewiß	w7_d448e21618
zu	w9_d448e21621
erscheinen,	w11_d448e21624
und	w13_d448e21628
diesfalls	w1_d448e21633
ihre	w3_d448e21636
Erklärung,	w5_d448e21639
ob	w7_d448e21642
sie	w9_d448e21645
besagten	w11_d448e21648
Ver	w13_d448e21652
gleich	w1_d448e21657
einzugehen	w3_d448e21660
willens,	w5_d448e21663
beyzubringen	w7_d448e21666
wissen	w9_d448e21669
mögen,	w1_d448e21674
wie	w3_d448e21677
im	w5_d448e21680
widrigen	w7_d448e21683
dieselbe	w9_d448e21686
pro	w11_d448e21689
consen-	w13_d448e21693
tientibus	w1_d448e21699
gehalten,	w3_d448e21702
und	w5_d448e21705
dieser	w7_d448e21708
Vergleich	w9_d448e21711
ex	w11_d448e21714
Of-	w13_d448e21718
lcia	w1_d448e21723
abgeschlossen	w3_d448e21726
werden	w5_d448e21729
solle.	w7_d448e21732
Wornach	w9_d448e21735
sich	w11_d448e21738
also	w1_d448e21743
dieselbe	w3_d448e21746
zu	w5_d448e21749
richten,	w7_d448e21752
und	w9_d448e21755
ihrem	w11_d448e21758
Recht	w13_d448e21762
zu	w15_d448e21765
in	w17_d448e21768
vigiliren	w1_d448e21773
haben	w3_d448e21776
werden.	w5_d448e21779
</p>
<p id="p16_d448e21782">
Von	w1_d448e21786
des,	w3_d448e21789
von	w5_d448e21792
der	w7_d448e21795
Hochfürstl.	w9_d448e21798
Lubomirskischen	w11_d448e21801
Pupillar	w1_d448e21806
herrschaft	w3_d448e21809
neuen	w5_d448e21812
Lengbach	w7_d448e21815
alhier	w9_d448e21818
in	w11_d448e21821
Wien	w13_d448e21825
aufgestellten	w1_d448e21830
Judicii	w3_d448e21833
Delegati	w5_d448e21836
wegen,	w7_d448e21839
wird	w9_d448e21842
durch	w11_d448e21845
gegenwärtiges	w1_d448e21851
Licitations=edict	w3_d448e21854
hiemit	w5_d448e21857
jeder	w7_d448e21860
manniglich	w1_d448e21865
kund	w3_d448e21868
und	w5_d448e21871
zu	w7_d448e21874
wissen	w9_d448e21877
gemacht:	w11_d448e21880
Was	w13_d448e21884
massen	w1_d448e21889
ein	w3_d448e21892
nochmalige	w5_d448e21895
Licitirung	w7_d448e21898
derer	w9_d448e21901
bey	w11_d448e21904
dem	w13_d448e21908
Dippoltischen	w1_d448e21913
Haus	w3_d448e21916
zu	w5_d448e21919
Anzbach	w7_d448e21922
befindlichen,	w9_d448e21925
der	w11_d448e21928
Herrschaft	w1_d448e21934
neuen	w3_d448e21937
Lengbach	w5_d448e21940
und	w7_d448e21943
Plankenberg	w9_d448e21946
dienst	w11_d448e21949
bahren	w1_d448e21954
Ueberländ=grund=stücken,	w3_d448e21957
wie	w5_d448e21960
auch	w7_d448e21963
derer	w9_d448e21966
daselbst	w1_d448e21971
verhandenen	w3_d448e21974
Mobilien	w5_d448e21977
und	w7_d448e21980
Effecten	w9_d448e21983
ver	w11_d448e21986
williget,	w1_d448e21991
und	w3_d448e21994
zu	w5_d448e21997
Vornehmung	w7_d448e22000
sothaner	w9_d448e22003
Licita	w11_d448e22006
tion	w1_d448e22012
der	w3_d448e22015
23.	w5_d448e22018
Tag	w7_d448e22021
dies	w9_d448e22024
Monats	w11_d448e22027
May	w13_d448e22031
fruh	w15_d448e22034
um	w17_d448e22037
8.	w1_d448e22042
Uhr	w3_d448e22045
bestimmet	w5_d448e22048
worden	w7_d448e22051
seye.	w9_d448e22054
Solchemnach	w11_d448e22057
werden	w1_d448e22062
alle	w3_d448e22065
diejenige,	w5_d448e22068
welche	w7_d448e22071
vorberührt	w9_d448e22074
Dip	w11_d448e22077
poltische	w1_d448e22082
Ueberländ=grund=stücke,	w3_d448e22085
Mobilien	w5_d448e22088
und	w7_d448e22091
Effecten	w1_d448e22097
gegen	w3_d448e22100
baarer	w5_d448e22103
Bezahlung	w7_d448e22106
käuflichen	w9_d448e22109
an	w11_d448e22112
sich	w13_d448e22116
zu	w1_d448e22121
bringen	w3_d448e22124
gedenken,	w5_d448e22127
an	w7_d448e22130
obbemeldten	w9_d448e22133
Tag	w11_d448e22136
und	w13_d448e22140
Stund	w1_d448e22145
in	w3_d448e22148
der	w5_d448e22151
Herrschaft	w7_d448e22154
neuen	w9_d448e22157
Lengbachischen	w11_d448e22160
Amts=canzley	w1_d448e22165
ad	w3_d448e22168
licitandum,	w5_d448e22171
tractandum	w7_d448e22174
&	w9_d448e22177
concludendum	w1_d448e22183
zu	w3_d448e22186
erscheinen	w5_d448e22189
haben.	w7_d448e22192
Wien	w9_d448e22195
den	w11_d448e22198
30.	w1_d448e22203
April	w3_d448e22206
1760.	w5_d448e22209
</p>
<p id="p18_d448e22212">
Der	w1_d448e22216
N.	w3_d448e22219
Manuel,	w5_d448e22222
gewest=herrschaftlicher	w7_d448e22225
Cam	w9_d448e22228
merdiener,	w1_d448e22233
so	w3_d448e22236
sich	w5_d448e22239
dermalen	w7_d448e22242
unwissend	w9_d448e22245
wo	w11_d448e22248
aufhal	w13_d448e22252
ret,	w1_d448e22257
und	w3_d448e22260
bey	w5_d448e22263
der	w7_d448e22266
nunmehro	w9_d448e22269
verstorbenen	w11_d448e22272
burgerl.	w13_d448e22276
Peroquenmacherin	w1_d448e22282
Maria	w3_d448e22285
Magdal.	w5_d448e22288
Martinetin	w7_d448e22291
vorhin	w1_d448e22296
Bourgevis	w3_d448e22299
noch	w5_d448e22302
den	w7_d448e22305
18.	w9_d448e22308
Sept.	w11_d448e22311
1755.	w13_d448e22315
einige	w15_d448e22318
Beisse	w1_d448e22323
Wäsche	w3_d448e22326
um	w5_d448e22329
50.	w7_d448e22332
fl.	w9_d448e22335
24.	w11_d448e22338
kr.	w13_d448e22342
versetzet	w15_d448e22345
hat,	w17_d448e22348
solle	w19_d448e22351
dermög	w1_d448e22356
des	w3_d448e22359
unterm	w5_d448e22362
6.	w7_d448e22365
May	w9_d448e22368
1760.	w11_d448e22371
ausgeferrit	w13_d448e22375
</p>
<p id="p20_d448e22378">
ten	w1_d448e22382
Edicts	w3_d448e22385
vor	w5_d448e22388
diesem	w7_d448e22391
Dato	w9_d448e22394
in	w11_d448e22397
6.	w13_d448e22401
Sochen	w15_d448e22404
und	w17_d448e22407
3.	w19_d448e22410
Tägen	w1_d448e22415
solche	w3_d448e22418
versetzte	w5_d448e22421
Wäsche	w7_d448e22424
also	w9_d448e22427
gewiß	w11_d448e22430
auslösen,	w13_d448e22434
und	w1_d448e22439
das	w3_d448e22442
Geld	w5_d448e22445
zu	w7_d448e22448
der	w9_d448e22451
Pupillen	w11_d448e22454
Rait	w13_d448e22458
cammer	w15_d448e22461
erle	w17_d448e22464
gen,	w1_d448e22470
wie	w3_d448e22473
im	w5_d448e22476
widrigen	w7_d448e22479
diese	w9_d448e22482
bereits	w11_d448e22485
auf	w13_d448e22489
30	w15_d448e22492
fl.	w17_d448e22495
ge	w19_d448e22498
richtlich	w1_d448e22503
geschätzte	w3_d448e22506
Wäsche	w5_d448e22509
licitando	w7_d448e22512
plus	w9_d448e22515
offerenti	w11_d448e22518
verkauffet,	w1_d448e22523
oder	w3_d448e22526
dererlösende	w5_d448e22529
Kauf=schilling	w7_d448e22532
anstätt	w9_d448e22535
der	w1_d448e22540
Schuld	w3_d448e22543
eingezogen,	w5_d448e22546
und	w7_d448e22549
er	w9_d448e22552
Manuel	w11_d448e22555
nicht	w13_d448e22559
mehr	w15_d448e22562
gehöret	w1_d448e22568
werden	w3_d448e22571
solle.	w5_d448e22574
</p>
<p id="p22_d448e22577">
Bey	w1_d448e22581
denen	w3_d448e22584
Verlägern	w5_d448e22587
des	w7_d448e22590
Wienerischen	w9_d448e22593
Dia.	w11_d448e22596
rii	w1_d448e22601
im	w3_d448e22604
neuen	w5_d448e22607
Michaeler	w7_d448e22610
haus	w9_d448e22613
ist	w11_d448e22616
zu	w13_d448e22620
haben:	w15_d448e22623
</p>
<p id="p24_d448e22627">
Beschreibung	w1_d448e22631
und	w3_d448e22634
Erklärung	w5_d448e22637
deren	w7_d448e22640
den	w9_d448e22643
2ten	w11_d448e22646
November	w1_d448e22651
1759.	w3_d448e22654
in	w5_d448e22657
der	w7_d448e22660
Kaiserl.	w9_d448e22663
Königl.	w11_d448e22666
Residenz	w13_d448e22670
stadt	w1_d448e22675
Wien	w3_d448e22678
auf	w5_d448e22681
dem	w7_d448e22684
sogenannten	w9_d448e22687
alten	w11_d448e22690
Fleisch	w13_d448e22694
markt	w1_d448e22700
ausgegrabenen	w3_d448e22703
zweyen	w5_d448e22706
alten	w7_d448e22709
Römischen	w9_d448e22712
Särgen,	w1_d448e22717
und	w3_d448e22720
deren	w5_d448e22723
sowohl	w7_d448e22726
darinnen,	w9_d448e22729
als	w11_d448e22732
von	w13_d448e22736
aussen	w1_d448e22741
herum	w3_d448e22744
gefundenen	w5_d448e22747
andern	w7_d448e22750
Alterthümern,	w9_d448e22753
in	w1_d448e22758
einem	w3_d448e22761
Sendschreiben	w5_d448e22764
abgefasset;	w7_d448e22767
nebst	w9_d448e22770
einer	w11_d448e22773
Kupfer=platte,	w1_d448e22779
worauf	w3_d448e22782
die	w5_d448e22785
ermeldten	w7_d448e22788
Särge,	w9_d448e22791
und	w11_d448e22794
Alterthumer	w1_d448e22799
genau	w3_d448e22802
abgestochen	w5_d448e22805
sind.	w7_d448e22808
Gebunden	w9_d448e22811
per	w1_d448e22816
17.	w3_d448e22819
kr.	w5_d448e22822
</p>
<p id="p26_d448e22825">
Himmlisch=heilsame	w1_d448e22829
Seelen	w3_d448e22832
labnuß,	w5_d448e22835
oder	w7_d448e22838
geist	w9_d448e22841
liche	w1_d448e22846
Herz	w3_d448e22849
stärkung	w5_d448e22852
zu	w7_d448e22855
und	w9_d448e22858
auch	w11_d448e22861
in	w13_d448e22865
allen	w15_d448e22868
zeitlichen	w17_d448e22871
Trangsalen,	w1_d448e22876
innerlichen	w3_d448e22879
Anliegen,	w5_d448e22882
äusserlich=üblen	w7_d448e22885
Zuständen,	w1_d448e22891
schweren	w3_d448e22894
langwierigen	w5_d448e22897
Krankheiten,	w7_d448e22900
in	w1_d448e22905
Augst	w3_d448e22908
und	w5_d448e22911
Betrübnuß,	w7_d448e22914
Armut	w9_d448e22917
und	w11_d448e22920
Trostlosig	w13_d448e22924
keit,	w1_d448e22929
sowol	w3_d448e22932
denen	w5_d448e22935
Seel=sorgern,	w7_d448e22938
als	w9_d448e22941
jeden	w11_d448e22944
eines	w13_d448e22948
verdienstlichen	w1_d448e22953
Lebens	w3_d448e22956
und	w5_d448e22959
seeligen	w7_d448e22962
Todes	w9_d448e22965
begieri	w11_d448e22968
gen	w1_d448e22974
Christen	w3_d448e22977
zum	w5_d448e22980
bequemlichen	w7_d448e22983
Gebrauch	w9_d448e22986
in	w11_d448e22989
3.	w13_d448e22993
Theil	w1_d448e22998
abgetheilet.	w3_d448e23001
Samt	w5_d448e23004
einem	w7_d448e23007
Unterricht	w9_d448e23010
und	w11_d448e23013
nohtwendigsten	w1_d448e23018
Gebettern	w3_d448e23021
für	w5_d448e23024
die	w7_d448e23027
Kranke,	w9_d448e23030
im	w11_d448e23033
or	w13_d448e23037
dinari	w1_d448e23042
Band	w3_d448e23045
pr.	w5_d448e23048
17.	w7_d448e23051
Kr.	w9_d448e23054
im	w11_d448e23057
Leder=band	w13_d448e23061
pr.	w15_d448e23064
24.	w17_d448e23067
Kr.	w19_d448e23070
</p>
<p id="p28_d448e23073">
Adjumentum	w1_d448e23077
Memoriæ	w3_d448e23080
manvale	w5_d448e23083
chrenologico-	w7_d448e23086
genealogico-historicum;	w1_d448e23091
Eruditis	w3_d448e23094
omnibus	w5_d448e23097
jucun-	w7_d448e23100
dum,	w1_d448e23105
cumprimis	w3_d448e23108
vetò	w5_d448e23111
studiosæ	w7_d448e23114
Nobil.	w9_d448e23117
Juven	w11_d448e23120
tuti	w1_d448e23126
commodo	w3_d448e23129
concinnatum,	w5_d448e23132
exhibens	w7_d448e23135
Series	w9_d448e23138
omnes	w1_d448e23143
Chronologico-Goncalogico-Historicas	w3_d448e23146
pri-	w5_d448e23149
morum	w1_d448e23154
Patriarcharum,	w3_d448e23157
Sum.	w5_d448e23160
Pontific.	w7_d448e23163
Antipapa-	w9_d448e23166
rum,	w1_d448e23171
Schismatum,	w3_d448e23174
Concil.	w5_d448e23177
Univ.	w7_d448e23180
approbatorum,	w9_d448e23183
Hæresum,	w1_d448e23189
Ordinum,	w3_d448e23192
Religiosorum,	w5_d448e23195
Equestrium	w7_d448e23198
tota	w1_d448e23203
Buropa	w3_d448e23206
seu	w5_d448e23209
florentium,	w7_d448e23212
sive	w9_d448e23215
exstinctorum,	w11_d448e23218
Scriptorum	w1_d448e23223
à	w3_d448e23226
nato	w5_d448e23229
Christo	w7_d448e23232
ad	w9_d448e23235
nostra	w11_d448e23238
tempora	w13_d448e23242
ce-	w15_d448e23245
lebrium	w1_d448e23250
tam	w3_d448e23253
sacrorum,	w5_d448e23256
quam	w7_d448e23259
profanorum,	w9_d448e23262
Scri-	w11_d448e23265
ptorum,	w1_d448e23271
item	w3_d448e23274
rerum	w5_d448e23277
Ecclesiusticatum	w7_d448e23280
&	w9_d448e23283
Patrum,	w11_d448e23286
Imperator.	w1_d448e23291
Orientis	w3_d448e23294
&	w5_d448e23297
Occidentis,	w7_d448e23300
Regum,	w9_d448e23303
Prin-	w11_d448e23306
cipum,	w1_d448e23311
Archid.	w3_d448e23314
Ducum,	w5_d448e23317
&	w7_d448e23320
Elector.	w9_d448e23323
S.	w11_d448e23326
R.	w13_d448e23330
l.	w15_d448e23333
qui-	w17_d448e23336
bus	w1_d448e23341
adnexa	w3_d448e23344
sunt	w5_d448e23347
Bella	w7_d448e23350
præcipua	w9_d448e23353
&	w11_d448e23356
Paces	w13_d448e23360
ab	w15_d448e23363
An,	w17_d448e23366
1600.	w1_d448e23372
ad	w3_d448e23375
præsentem	w5_d448e23378
Annum	w7_d448e23381
1750.	w9_d448e23384
Opusculum	w11_d448e23387
non	w1_d448e23392
modo	w3_d448e23395
utiie,	w5_d448e23398
sed	w7_d448e23401
&	w9_d448e23404
historiam	w11_d448e23407
amplectent.	w13_d448e23411
necessarium,	w1_d448e23416
ungebunden	w3_d448e23419
pr.	w5_d448e23422
45.	w7_d448e23425
Kr.	w9_d448e23428
im	w11_d448e23431
Leder	w13_d448e23435
ein	w15_d448e23438
gebunden	w1_d448e23443
pr.	w3_d448e23446
51.	w5_d448e23449
Kr.,	w7_d448e23452
im	w9_d448e23455
Französischen	w11_d448e23458
Einband	w13_d448e23462
pr.	w1_d448e23468
1.	w3_d448e23471
fl.	w5_d448e23474
</p>
<p id="p30_d448e23477">
Princeps	w1_d448e23481
in	w3_d448e23484
Compendio,	w5_d448e23487
hoc	w7_d448e23490
est:	w9_d448e23493
Puncta	w11_d448e23496
ali-	w13_d448e23500
quot	w1_d448e23505
compendiosa,	w3_d448e23508
quæ	w5_d448e23511
circa	w7_d448e23514
gubernationem	w9_d448e23517
Rer-	w11_d448e23520
publicæ	w1_d448e23525
observanda	w3_d448e23528
videntur.	w5_d448e23531
Gebundener	w7_d448e23534
à	w9_d448e23537
17.	w11_d448e23540
Kr.	w1_d448e23546
ungebundener	w3_d448e23549
à	w5_d448e23552
20.	w7_d448e23555
Kr.	w9_d448e23558
</p>
<p id="p36_d448e23572">
Den	w1_d448e23576
17.	w3_d448e23579
20.	w5_d448e23582
und	w7_d448e23585
21.	w9_d448e23588
dieses	w11_d448e23591
Monats	w13_d448e23595
May	w15_d448e23598
wer	w17_d448e23601
den	w1_d448e23606
in	w3_d448e23609
der	w5_d448e23612
Leopold=stadt	w7_d448e23615
in	w9_d448e23618
dem	w11_d448e23621
daselbstigen	w13_d448e23625
Pfarr	w15_d448e23628
hof	w1_d448e23633
Vormittag	w3_d448e23636
von	w5_d448e23639
9.	w7_d448e23642
bis	w9_d448e23645
12.	w11_d448e23648
Uhr,	w13_d448e23652
und	w15_d448e23655
Nach	w17_d448e23658
mittag	w1_d448e23664
von	w3_d448e23667
3.	w5_d448e23670
bis	w7_d448e23673
6.	w9_d448e23676
Uhr	w11_d448e23679
unterschiedliche	w13_d448e23683
Verlas	w15_d448e23686
senschafts=effecten,	w1_d448e23691
als	w3_d448e23694
Kleider,	w5_d448e23697
verschiedene	w7_d448e23700
Wäsch,	w9_d448e23703
Kasten,	w1_d448e23708
Sessel,	w3_d448e23711
Zinn,	w5_d448e23714
Beht	w7_d448e23717
gewand,	w9_d448e23720
etliche	w11_d448e23723
gan	w13_d448e23727
ze,	w1_d448e23732
und	w3_d448e23735
etliche	w5_d448e23738
angeschnittene	w7_d448e23741
Stuck	w9_d448e23744
Leinwat,	w11_d448e23747
Tisch,	w1_d448e23753
Soffa,	w3_d448e23756
Porcellain,	w5_d448e23759
Meßing,	w7_d448e23762
Kupfer	w9_d448e23765
Bilder,	w1_d448e23770
Uhren,	w3_d448e23773
silberne	w5_d448e23776
Messer,	w7_d448e23779
Löffel,	w9_d448e23782
und	w11_d448e23785
Ga	w13_d448e23789
del,	w1_d448e23794
und	w3_d448e23797
anderes	w5_d448e23800
Silber,	w7_d448e23803
auch	w9_d448e23806
Wein	w11_d448e23809
in	w13_d448e23813
eisernen	w15_d448e23816
Banden,	w1_d448e23821
und	w3_d448e23824
andere	w5_d448e23827
Fahrnussen	w7_d448e23830
mehr	w9_d448e23833
dem	w11_d448e23836
Meist	w13_d448e23840
bietenden	w1_d448e23846
licitando	w3_d448e23849
verkauffet	w5_d448e23852
werden.	w7_d448e23855
</p>
<p id="p38_d448e23858">
Wir	w1_d448e23862
Burger=meister	w3_d448e23865
und	w5_d448e23868
Raht	w7_d448e23871
der	w9_d448e23874
Stadt	w11_d448e23877
Wien	w13_d448e23881
geben	w1_d448e23886
hiemit	w3_d448e23889
zu	w5_d448e23892
vernehmen,	w7_d448e23895
welchergestalten	w9_d448e23898
uns	w11_d448e23901
die	w1_d448e23906
Edle	w3_d448e23909
Frau	w5_d448e23912
Maria	w7_d448e23915
Regina	w9_d448e23918
v.	w11_d448e23921
Klerk	w13_d448e23925
angezeiget,	w15_d448e23928
wie	w1_d448e23934
daß	w3_d448e23937
derselben	w5_d448e23940
zwey	w7_d448e23943
auf	w9_d448e23946
dem	w11_d448e23949
Klerfischen,	w13_d448e23953
vor	w15_d448e23956
hin	w1_d448e23961
Dietrichischen	w3_d448e23964
Haus	w5_d448e23967
auf	w7_d448e23970
dem	w9_d448e23973
hohen	w11_d448e23976
Markt	w13_d448e23980
haftende	w1_d448e23985
Sätze,	w3_d448e23988
einer	w5_d448e23991
de	w7_d448e23994
Dato	w9_d448e23997
26.	w11_d448e24000
Junii	w13_d448e24004
1719.	w15_d448e24007
auf	w1_d448e24012
die	w3_d448e24015
Jungfrau	w5_d448e24018
Maria	w7_d448e24021
Gabriela	w9_d448e24024
von	w11_d448e24027
Eyden	w13_d448e24031
pr.	w15_d448e24034
9000.	w1_d448e24040
fl.,	w3_d448e24043
der	w5_d448e24046
andere	w7_d448e24049
de	w9_d448e24052
Dato	w11_d448e24055
5.	w13_d448e24059
Octob.	w15_d448e24062
1726.	w17_d448e24065
auf	w1_d448e24070
den	w3_d448e24073
Jgnatz	w5_d448e24076
Andre	w7_d448e24079
Dietrich	w9_d448e24082
lautend	w11_d448e24085
pr.	w13_d448e24089
2000.	w15_d448e24092
fl.	w17_d448e24095
in	w1_d448e24100
Verstoß	w3_d448e24103
gerahten,	w5_d448e24106
und	w7_d448e24109
ungehindert	w9_d448e24112
all	w11_d448e24115
mögli	w13_d448e24119
chen	w1_d448e24124
Nachforschen	w3_d448e24127
nicht	w5_d448e24130
zu	w7_d448e24133
Handen	w9_d448e24136
zu	w11_d448e24139
bringen	w13_d448e24143
seye,	w15_d448e24146
und	w1_d448e24152
dahero	w3_d448e24155
um	w5_d448e24158
Affigirung	w7_d448e24161
eines	w9_d448e24164
in	w11_d448e24167
derley	w13_d448e24171
Fällen	w15_d448e24174
gewöhnlichen	w1_d448e24179
Valval=edicts	w3_d448e24182
gebetten	w5_d448e24185
hätte,	w7_d448e24188
so	w9_d448e24191
auch	w1_d448e24196
über	w3_d448e24199
einen	w5_d448e24202
in	w7_d448e24205
Sachen	w9_d448e24208
von	w11_d448e24211
gemeiner	w13_d448e24215
Stadt	w15_d448e24218
Grund	w1_d448e24223
buch	w3_d448e24226
abgefordert	w5_d448e24229
und	w7_d448e24232
erstatteten	w9_d448e24235
Bericht	w11_d448e24238
verwilliget	w1_d448e24244
worden	w3_d448e24247
ist.	w5_d448e24250
Solchemnach	w7_d448e24253
wird	w9_d448e24256
der	w11_d448e24259
und	w13_d448e24263
die	w1_d448e24268
jenige,	w3_d448e24271
so	w5_d448e24274
von	w7_d448e24277
obermeldten	w9_d448e24280
Satz	w11_d448e24283
briefen	w13_d448e24287
resp.	w15_d448e24290
pr	w1_d448e24295
9000.	w3_d448e24298
und	w5_d448e24301
2090.	w7_d448e24304
fl.	w9_d448e24307
einige	w11_d448e24310
Wissenschaftha	w13_d448e24314
ben,	w1_d448e24319
oder	w3_d448e24322
hieran	w5_d448e24325
einige	w7_d448e24328
Sprüch	w9_d448e24331
zu	w11_d448e24334
haben	w13_d448e24338
vermei	w15_d448e24341
nen,	w1_d448e24347
vom	w3_d448e24350
heutigen	w5_d448e24353
Dato	w7_d448e24356
an,	w9_d448e24359
inner	w11_d448e24362
Jahr,	w13_d448e24366
6.	w15_d448e24369
Wo	w17_d448e24372
chen,	w1_d448e24377
und	w3_d448e24380
3.	w5_d448e24383
Täg	w7_d448e24386
bey	w9_d448e24389
gemeiner	w11_d448e24392
Stadt	w13_d448e24396
Grund=buck	w15_d448e24399
also	w1_d448e24404
gewiß	w3_d448e24407
zu	w5_d448e24410
erscheinen,	w7_d448e24413
und	w9_d448e24416
sich	w11_d448e24419
hierzu	w13_d448e24423
zu	w15_d448e24426
legi	w17_d448e24429
timiren	w1_d448e24434
haben,	w3_d448e24437
wie	w5_d448e24440
im	w7_d448e24443
widrigen,	w9_d448e24446
nach	w11_d448e24449
Verstrei	w13_d448e24453
chung	w1_d448e24459
sothanen	w3_d448e24462
Termins	w5_d448e24465
besagte	w7_d448e24468
beede	w9_d448e24471
Sätze	w11_d448e24474
gänz	w13_d448e24478
lichen	w1_d448e24483
caßiret,	w3_d448e24486
und	w5_d448e24489
hinführo	w7_d448e24492
für	w9_d448e24495
null,	w11_d448e24498
nichtig,	w13_d448e24502
und	w1_d448e24507
unkräftig	w3_d448e24510
grachtet	w5_d448e24513
werden	w7_d448e24516
sollen.	w9_d448e24519
So	w11_d448e24522
man	w13_d448e24526
männiglich	w1_d448e24531
durch	w3_d448e24534
dieses	w5_d448e24537
offene	w7_d448e24540
Edict	w9_d448e24543
hiemit	w11_d448e24546
kund	w13_d448e24550
und	w1_d448e24556
zu	w3_d448e24559
wissen	w5_d448e24562
machen	w7_d448e24565
wollen.	w9_d448e24568
Actum	w11_d448e24571
Wien	w13_d448e24575
den	w15_d448e24578
10.	w1_d448e24583
April	w3_d448e24586
1760.	w5_d448e24589
</p>
<list id="l40_d448e24592">
vielen	w1_d448e24596
anderen	w3_d448e24599
nachstehende	w5_d448e24602
Bücher	w7_d448e24605
um	w9_d448e24608
beygesetzt	w11_d448e24611
billichen	w1_d448e24616
Preis	w3_d448e24619
zu	w5_d448e24622
haben.	w7_d448e24625
Insttutiones	w1_d448e24630
Canonicæ	w3_d448e24633
Remigii	w5_d448e24636
Maschat	w7_d448e24639
à	w9_d448e24642
S.	w11_d448e24645
Erasma	w1_d448e24651
CI.	w3_d448e24654
Reg.	w5_d448e24657
Scholarum	w7_d448e24660
Piarum,	w9_d448e24663
novissimis.	w11_d448e24666
Pontificum	w1_d448e24671
