<doc id="edoc_wd_1768-02-24" attrs="word" year="1768" month="02" day="24" corpus="1">
<head id="hl1">
Amsterdam	w35
der	w8838
Margareth	w8839
Schmalzin	w8840
zu	w8841
Gumpendorf	w8842
d	w8843
<g/>
.
d	w8845
<g/>
.
20	w8847
<g/>
.
May	w8849
1761	w8850
<g/>
.
pr	w8852
<g/>
.
25	w8854
<g/>
.
fl	w8856
<g/>
.
51	w8858
<g/>
.
kr	w8860
<g/>
.
der	w8862
Elisaberh	w8863
Reßlerin	w8864
obern	w8865
Guts	w8866
d	w8867
<g/>
.
d	w8869
<g/>
.
11	w8871
<g/>
.
Sept	w8873
<g/>
.
1762	w8875
<g/>
.
pr	w8877
<g/>
.
10	w8879
<g/>
.
fl	w8881
<g/>
.
44	w8883
kr	w8884
<g/>
.
der	w8886
Maria	w8887
Anna	w8888
Gießerin	w8889
obern	w8890
Guts	w8891
d	w8892
<g/>
.
d	w8894
<g/>
.
9	w8896
<g/>
.
März	w8898
1763	w8899
<g/>
.
pr	w8901
<g/>
.
2	w8903
<g/>
.
fl	w8905
<g/>
.
43	w8907
<g/>
.
kr	w8909
der	w8910
Eva	w8911
Haußlin	w8912
obern	w8913
Guts	w8914
d	w8915
<g/>
.
d	w8917
<g/>
.
9	w8919
<g/>
.
März	w8921
1763	w8922
<g/>
.
pr	w8924
<g/>
.
18	w8926
<g/>
.
fl	w8928
<g/>
.
4	w8930
<g/>
.
kr	w8932
<g/>
.
des	w8934
Bernhard	w8935
Messerschmidt	w8936
obern	w8937
Guts	w8938
d	w8939
<g/>
.
d	w8941
<g/>
.
17	w8943
<g/>
.
August	w8945
1763	w8946
<g/>
.
pr	w8948
<g/>
.
1	w8950
<g/>
.
fl	w8952
<g/>
.
33	w8954
<g/>
.
kr	w8956
<g/>
.
der	w8958
Barbara	w8959
Hö=ferin	w8960
<g/>
=
untern	w8962
Guts	w8963
d	w8964
<g/>
.
d	w8966
<g/>
.
16	w8968
<g/>
.
April	w8970
1763	w8971
<g/>
.
pr	w8973
<g/>
.
53	w8975
<g/>
.
fl	w8977
<g/>
.
51	w8979
<g/>
.
kr	w8981
<g/>
.
der	w8983
Barbara	w8984
Zuschraderin	w8985
Neudegger=grunds	w8986
<g/>
=
d	w8988
<g/>
.
d	w8990
<g/>
.
27	w8992
<g/>
.
Febr	w8994
<g/>
.
1765	w8996
<g/>
.
pr	w8998
<g/>
.
7	w9000
<g/>
.
fl	w9002
<g/>
.
56	w9004
<g/>
.
kr	w9006
<g/>
.
der	w9008
Ursula	w9009
Zinckin	w9010
obern	w9011
Guts	w9012
d	w9013
<g/>
.
d	w9015
<g/>
.
27	w9017
<g/>
.
Febr	w9019
<g/>
.
1765	w9021
<g/>
.
pr	w9023
<g/>
.
72	w9025
<g/>
.
fl	w9027
<g/>
.
52	w9029
<g/>
.
kr	w9031
<g/>
.
der	w9033
Anna	w9034
Maria	w9035
Edmüllerin	w9036
obern	w9037
Guts	w9038
d	w9039
<g/>
.
d	w9041
<g/>
.
27	w9043
<g/>
.
Febr	w9045
<g/>
.
1765	w9047
<g/>
.
pr	w9049
<g/>
.
3	w9051
<g/>
.
fl	w9053
15	w9054
<g/>
.
kr	w9056
<g/>
.
dann	w9058
des	w9059
Joseph	w9060
Donstetter	w9061
obern	w9062
Guts	w9063
d	w9064
<g/>
.
d	w9066
<g/>
.
17	w9068
<g/>
.
April	w9070
1765	w9071
<g/>
.
pr	w9073
<g/>
.
11	w9075
<g/>
.
fl	w9077
<g/>
.
5	w9079
<g/>
.
kr	w9081
<g/>
.
Nicht	w9083
minder	w9084
zu	w9085
nachfolgenden	w9086
Depositis	w9087
<g/>
:
als	w9089
des	w9090
Lambert	w9091
<g/>
,
eines	w9093
Jngenienrs	w9094
<g/>
,
vom	w9096
Jahr	w9097
1715	w9098
<g/>
.
pr	w9100
<g/>
.
6	w9102
<g/>
.
silberne	w9104
Löf=feln	w9105
<g/>
=
<g/>
,
und	w9108
soviel	w9109
Gabeln	w9110
mit	w9111
3	w9112
Zurchen	w9113
<g/>
,
und	w9115
in	w9116
baarem	w9117
Geld	w9118
7	w9119
<g/>
.
fl	w9121
<g/>
.
52	w9123
<g/>
.
kr	w9125
<g/>
.
zu	w9127
dem	w9128
Göz	w9129
<g/>
=
oder	w9131
Vo=glischen	w9132
<g/>
=
d	w9134
<g/>
.
d	w9136
<g/>
.
13	w9138
<g/>
.
Sept	w9140
<g/>
.
1724	w9142
<g/>
.
pr	w9144
<g/>
.
33	w9146
<g/>
.
fl	w9148
<g/>
.
5	w9150
<g/>
.
kr	w9152
<g/>
.
zu	w9154
dem	w9155
Kellischen	w9156
d	w9157
<g/>
.
d	w9159
<g/>
.
14	w9161
<g/>
.
Novemb	w9163
<g/>
.
1710	w9165
<g/>
.
pr	w9167
<g/>
.
24	w9169
<g/>
.
fl	w9171
<g/>
.
wegen	w9173
des	w9174
Philipp	w9175
Priesen	w9176
pr	w9177
<g/>
.
5	w9179
fl	w9180
<g/>
.
21	w9182
<g/>
.
kr	w9184
<g/>
.
wegen	w9186
Sinico	w9187
um	w9188
10	w9189
<g/>
.
Stuck	w9191
Anhanggeld	w9192
<g/>
,
und	w9194
in	w9195
baarem	w9196
1	w9197
<g/>
.
fl	w9199
<g/>
.
31	w9201
<g/>
.
kr	w9203
<g/>
.
endlichen	w9205
wegen	w9206
dem	w9207
Klesischen	w9208
De=postio	w9209
<g/>
=
d	w9211
<g/>
.
d	w9213
<g/>
.
2	w9215
<g/>
.
Janner	w9217
1714	w9218
Kr	w9219
<g/>
.
1	w9221
<g/>
.
Stuck	w9223
unbe=kanntes	w9224
<g/>
=
Goldstückl	w9226
<g/>
,
und	w9228
in	w9229
baarem	w9230
50	w9231
<g/>
.
fl	w9233
<g/>
.
2	w9235
<g/>
.
kr	w9237
<g/>
.
rechtsbestandig	w9239
legitimiren	w9240
will	w9241
<g/>
,
und	w9243
kann	w9244
<g/>
,
der	w9246
soll	w9247
von	w9248
Kundmachung	w9249
dieses	w9250
offenen	w9251
Edicts	w9252
bin=nen	w9253
<g/>
=
1	w9255
<g/>
.
Jahr	w9257
<g/>
,
6	w9259
<g/>
.
Wochen	w9261
<g/>
,
und	w9263
3	w9264
<g/>
.
Tagen	w9266
<g/>
,
das	w9268
ist	w9269
zu	w9270
allendlicher	w9271
Frist	w9272
den	w9273
4ten	w9274
Tag	w9275
des	w9276
Monats	w9277
April	w9278
1769	w9279
<g/>
.
zu	w9281
dem	w9282
Ende	w9283
in	w9284
der	w9285
Stift	w9286
Schotti=schen	w9287
<g/>
=
Amtskanzley	w9289
von	w9290
9	w9291
<g/>
.
Uhr	w9293
Vormittag	w9294
wohl=gefaßter	w9295
<g/>
=
alsogewiß	w9297
erscheinen	w9298
<g/>
;
wie	w9300
im	w9301
widrigen	w9302
nach	w9303
Verlauf	w9304
dieses	w9305
Tags	w9306
<g/>
,
oder	w9308
bey	w9309
Ermanglung	w9310
einen	w9311
hinlänglichen	w9312
Veweises	w9313
<g/>
,
um	w9315
alle	w9316
obigen	w9317
Beträge	w9318
niemand	w9319
mehr	w9320
Rede	w9321
und	w9322
Antwort	w9323
gege=ben	w9324
<g/>
=
werden	w9326
solle	w9327
<g/>
.
Actum	w9329
Wien	w9330
im	w9331
Schottenhof	w9332
den	w9333
5	w9334
<g/>
.
Febr	w9336
<g/>
.
1768	w9338
<g/>
.
</p>
<p id="p111">
Wir	w9351
Burgermeister	w9352
und	w9353
Rath	w9354
der	w9355
Stadt	w9356
Wien	w9357
<g/>
,
geben	w9359
allen	w9360
und	w9361
jeden	w9362
<g/>
,
so	w9364
an	w9365
des	w9366
verstorbenen	w9367
Herrn	w9368
Karl	w9369
Fridrich	w9370
Weeber	w9371
gewesenen	w9372
Fürstl	w9373
<g/>
.
Taxischen	w9375
Hofraths	w9376
<g/>
,
und	w9378
kaiserl	w9379
<g/>
.
Reichspostmei=sters	w9381
<g/>
=
zu	w9383
Cannstadt	w9384
zur	w9385
Gant	w9386
gediehenen	w9387
Ver=lassenschaft	w9388
<g/>
=
einige	w9390
Sprüch	w9391
oder	w9392
Auforderungen	w9393
haben	w9394
<g/>
,
hiemit	w9396
zu	w9397
vernehmen	w9398
<g/>
.
Es	w9400
haben	w9401
uns	w9402
die	w9403
Herrn	w9404
Burgermeister	w9405
und	w9406
Gericht	w9407
zu	w9408
ermeldten	w9409
Cannstadt	w9410
mittels	w9411
eines	w9412
abermaligen	w9413
Schreibens	w9414
de	w9415
præspraes	w9416
<g/>
.
1oten	w9418
dies	w9419
angezeiget	w9420
<g/>
;
wasmassen	w9422
in	w9423
gedachter	w9424
Weeberischen	w9425
Verlassenschaft	w9426
nun	w9427
alles	w9428
so	w9429
weit	w9430
verhandlet	w9431
worden	w9432
wäre	w9433
<g/>
,
daß	w9435
man	w9436
mit	w9437
einem	w9438
Prioritätsurtheil	w9439
gefaßt	w9440
sey	w9441
<g/>
,
und	w9443
solches	w9444
bis	w9445
Donnerstag	w9446
den	w9447
17ten	w9448
März	w9449
dies	w9450
Jahrs	w9451
der	w9452
gesammten	w9453
Weeberischen	w9454
Creditorschaft	w9455
ge=richtlich	w9456
<g/>
=
zu	w9458
publiciren	w9459
gedenke	w9460
<g/>
.
Nun	w9462
wäre	w9463
zwar	w9464
in	w9465
dieser	w9466
Gantsache	w9467
zur	w9468
Einklagung	w9469
<g/>
,
und	w9471
Liqui=dation	w9472
<g/>
=
der	w9474
Forderungen	w9475
der	w9476
gesammten	w9477
Weeberi=schen	w9478
<g/>
=
Creditorschaft	w9480
bereits	w9481
den	w9482
5ten	w9483
December	w9484
1766	w9485
<g/>
.
ein	w9487
peremptorischer	w9488
Termin	w9489
auf	w9490
den	w9491
29ten	w9492
Jänner	w9493
1767	w9494
<g/>
.
durch	w9496
ein	w9497
gewöhnliches	w9498
Valvaledict	w9499
<g/>
,
und	w9501
zwar	w9502
auch	w9503
hier	w9504
zu	w9505
Wien	w9506
kund	w9507
gemacht	w9508
wor=den	w9509
<g/>
=
<g/>
,
doch	w9512
<g/>
,
und	w9514
damit	w9515
sich	w9516
niemand	w9517
wider	w9518
die	w9519
rechtliche	w9520
Präclusion	w9521
der	w9522
gar	w9523
ausgebliebenen	w9524
Schuldglaubiger	w9525
entschuldigen	w9526
möge	w9527
<g/>
,
wäre	w9529
nun	w9530
der	w9531
letzte	w9532
Termin	w9533
pro	w9534
peremptorio	w9535
<g/>
,
und	w9537
preæ-clusivopreaeclusivo	w9538
<g/>
-
auf	w9540
den	w9541
17ten	w9542
März	w9543
bestimmet	w9544
<g/>
,
bis	w9546
auf	w9547
welchen	w9548
die	w9549
Weeberische	w9550
Creditorn	w9551
das	w9552
<g/>
,
was	w9554
noch	w9555
nicht	w9556
erfüllet	w9557
ist	w9558
<g/>
,
erfüllen	w9560
<g/>
,
folglich	w9562
<g/>
,
wo	w9564
es	w9565
noch	w9566
nicht	w9567
geschehen	w9568
<g/>
,
das	w9570
Punctum	w9571
Legitimationis	w9572
sowohl	w9573
<g/>
,
als	w9575
Liquidationis	w9576
zu	w9577
Cannstadt	w9578
vor	w9579
Ge=richt	w9580
<g/>
=
in	w9582
die	w9583
Rechts	w9584
erforderliche	w9585
Richtigkeit	w9586
setzen	w9587
<g/>
,
und	w9589
die	w9590
Urtheile	w9591
gewärtigen	w9592
<g/>
,
im	w9594
Fall	w9595
einer	w9596
fer=nerer	w9597
<g/>
=
Unterlassung	w9599
dieser	w9600
ihrer	w9601
rechtlichen	w9602
Ob=liegenheit	w9603
<g/>
=
hingegen	w9605
<g/>
,
von	w9607
all	w9608
weitern	w9609
Zu	w9610
<g/>
=
und	w9612
Anspruch	w9613
an	w9614
die	w9615
Weeberische	w9616
Gantmassa	w9617
gänz=lich	w9618
<g/>
=
ausgeschlossen	w9620
seyn	w9621
sollen	w9622
<g/>
.
So	w9624
man	w9625
durch	w9626
dieses	w9627
offene	w9628
Edict	w9629
hiemit	w9630
hat	w9631
kund	w9632
<g/>
,
und	w9634
zu	w9635
wissen	w9636
machen	w9637
wollen	w9638
<g/>
.
</p>
<p id="p112">
Jn	w9640
des	w9641
Herrmann	w9642
Joseph	w9643
Krüchtens	w9644
Buchhand=lung	w9645
<g/>
=
bey	w9647
der	w9648
Weltkugel	w9649
im	w9650
Seitzerhof	w9651
ist	w9652
zu	w9653
haben	w9654
<g/>
:
</p>
<p id="p113">
de	w9656
Haen	w9657
<g/>
(
Ant	w9659
<g/>
.
<g/>
)
rationis	w9662
medendi	w9663
in	w9664
Noso-comio	w9665
<g/>
-
practico	w9667
Pars	w9668
XI	w9669
<g/>
.
ViennæViennae	w9671
<g/>
,
1767	w9673
<g/>
.
8	w9675
<g/>
.
</p>
<p id="p114">
Compendium	w9677
Biblicum	w9678
<g/>
,
in	w9680
quo	w9681
juxta	w9682
seriem	w9683
omnium	w9684
librorum	w9685
utriusque	w9686
testamenti	w9687
non	w9688
solum	w9689
historiæhistoriae	w9690
<g/>
,
sed	w9692
<g/>
&
reliqua	w9694
Bibliorum	w9695
scitu	w9696
apprime	w9697
necessaria	w9698
<g/>
,
concinne	w9700
ac	w9701
eleganter	w9702
proponuntur	w9703
<g/>
,
ViennæViennae	w9705
<g/>
,
12	w9707
<g/>
.
12	w9709
<g/>
.
kr	w9711
<g/>
.
</p>
<p id="p115">
Extrait	w9713
du	w9714
Catechisme	w9715
Romain	w9716
par	w9717
ordre	w9718
de	w9719
son	w9720
Eminence	w9721
Monseigneur	w9722
le	w9723
Cardinal	w9724
Archeveque	w9725
de	w9726
Vienne	w9727
&c	w9728
<g/>
.
fait	w9730
pour	w9731
toutes	w9732
les	w9733
Ecoles	w9734
à	w9735
l'usage	w9736
commune	w9737
des	w9738
Enfans	w9739
par	w9740
Mr	w9741
<g/>
.
l'Abbé	w9743
Jean	w9744
Frid	w9745
<g/>
.
Goll	w9747
<g/>
,
<g/>
&
traduit	w9750
de	w9751
l'Allemand	w9752
par	w9753
Mr	w9754
<g/>
.
l'Abbé	w9756
Jean	w9757
Bapt	w9758
<g/>
.
Determe	w9760
<g/>
,
Vienne	w9762
<g/>
,
1766	w9764
<g/>
.
8	w9766
<g/>
.
20	w9768
<g/>
.
kr	w9770
<g/>
.
</p>
<p id="p116">
Soufrances	w9772
<g/>
(
les	w9774
<g/>
)
de	w9776
Notre	w9777
Seigneur	w9778
Jes	w9779
Christ	w9780
<g/>
.
par	w9782
le	w9783
P	w9784
<g/>
.
Thomas	w9786
à	w9787
Jesu	w9788
<g/>
,
Lyon	w9790
<g/>
,
1760	w9792
<g/>
.
12	w9794
<g/>
.
2	w9796
<g/>
.
fl	w9798
<g/>
.
30	w9800
<g/>
.
kr	w9802
<g/>
.
</p>
<p id="p117">
Chretien	w9804
<g/>
(
le	w9806
<g/>
)
forties	w9808
dans	w9809
les	w9810
souffrances	w9811
Mons	w9812
<g/>
,
1761	w9814
<g/>
.
8	w9816
<g/>
.
1	w9818
<g/>
.
fl	w9820
<g/>
.
15	w9822
<g/>
.
kr	w9824
<g/>
.
</p>
<p id="p118">
Fleurys	w9826
<g/>
(
Claudii	w9828
<g/>
)
historiæhistoriae	w9830
EcclesiasticæEcclesiasticae	w9831
To-mus	w9832
<g/>
-
24	w9834
<g/>
.
25	w9836
<g/>
.
<g/>
&
26	w9839
<g/>
.
Aug	w9841
<g/>
.
Vind	w9843
<g/>
.
1767	w9845
<g/>
.
8	w9847
<g/>
.
3	w9849
<g/>
.
fl	w9851
<g/>
.
45	w9853
<g/>
.
kr	w9855
<g/>
.
</p>
<p id="p119">
BorangæBorangae	w9857
<g/>
(
Ant	w9859
<g/>
.
MariæMariae	w9861
<g/>
)
Institutiones	w9863
Theo-logico	w9864
<g/>
-
<g/>
-
Historico	w9867
<g/>
-
Morales	w9869
<g/>
,
Venetiis	w9871
<g/>
,
1766	w9873
<g/>
.
6	w9875
<g/>
.
Tomi	w9877
<g/>
,
4	w9879
<g/>
.
9	w9881
<g/>
.
fl	w9883
<g/>
.
</p>
<p id="p120">
Marechal	w9885
<g/>
(
Bernardi	w9887
<g/>
)
Concordantia	w9889
SS	w9890
<g/>
.
Pa-trum	w9892
<g/>
-
EcclesiæEcclesiae	w9894
GræcæGraecae	w9895
atque	w9896
LatinæLatinae	w9897
Fidei	w9898
<g/>
,
morum	w9900
<g/>
&
disciplinædisciplinae	w9902
difficultates	w9903
quæquae	w9904
in	w9905
ipso-rum	w9906
<g/>
-
scriptis	w9908
occurrunt	w9909
<g/>
,
elucidans	w9911
<g/>
,
Venetiis	w9913
<g/>
,
1767	w9915
<g/>
.
2	w9917
<g/>
.
Tomi	w9919
Fol	w9920
<g/>
.
3	w9922
<g/>
.
fl	w9924
<g/>
.
54	w9926
<g/>
.
kr	w9928
<g/>
.
</p>
<p id="p121">
Pitonii	w9930
<g/>
(
Franc	w9932
<g/>
.
MariæMariae	w9934
<g/>
)
Additiones	w9936
in	w9937
pri-mas	w9938
<g/>
-
XXIV	w9940
<g/>
.
Disceptationes	w9942
Ecclesiasticas	w9943
<g/>
,
Ve-netis	w9945
<g/>
-
<g/>
,
1767	w9948
<g/>
.
Vol	w9950
<g/>
.
1	w9952
<g/>
.
fl	w9954
<g/>
.
15	w9956
<g/>
.
kr	w9958
<g/>
.
</p>
<p id="p122">
Goll	w9960
<g/>
(
Joh	w9962
<g/>
.
Fridr	w9964
<g/>
.
<g/>
)
das	w9967
Leben	w9968
Jesu	w9969
Christi	w9970
<g/>
,
der	w9972
seeligsten	w9973
Jungfrau	w9974
und	w9975
Mutter	w9976
Gottes	w9977
Mariä	w9978
<g/>
,
und	w9980
der	w9981
heiligen	w9982
Apostel	w9983
<g/>
,
Wien	w9985
1767	w9986
<g/>
.
4to	w9988
<g/>
.
2	w9990
<g/>
.
fl	w9992
<g/>
.
42	w9994
<g/>
.
kr	w9996
<g/>
.
</p>
<p id="p123">
Der	w9998
zur	w9999
zehentägiger	w10000
geistlicher	w10001
Einsamkeit	w10002
be=zwungene	w10003
<g/>
=
Weltmensch	w10005
<g/>
,
oder	w10007
kurze	w10008
Weis	w10009
die	w10010
geist=liche	w10011
<g/>
=
Exercitien	w10013
durch	w10014
eine	w10015
halbe	w10016
Viertelstund	w10017
des	w10018
Tages	w10019
zu	w10020
machen	w10021
<g/>
,
12	w10023
<g/>
.
gebunden	w10025
<g/>
,
10	w10027
<g/>
.
kr	w10029
<g/>
.
</p>
<p id="p124">
Thomä	w10031
von	w10032
Kempen	w10033
vier	w10034
Bücher	w10035
von	w10036
der	w10037
Nachfolgung	w10038
Christi	w10039
samt	w10040
einer	w10041
Uebung	w10042
und	w10043
Ge=bet	w10044
<g/>
=
auf	w10046
jedes	w10047
Capitul	w10048
R	w10049
<g/>
.
P	w10051
<g/>
.
Gonnelieu	w10053
<g/>
,
S	w10055
<g/>
.
J	w10057
<g/>
.
mit	w10059
Kupfer	w10060
<g/>
,
Wien	w10062
8	w10063
<g/>
.
36	w10065
<g/>
.
kr	w10067
<g/>
.
</p>
<p id="p125">
Merz	w10069
<g/>
(
Aloysi	w10071
<g/>
)
Frag	w10073
<g/>
,
ob	w10075
der	w10076
lutherisch	w10077
<g/>
=
evan=gelische	w10079
<g/>
=
Glaube	w10081
älter	w10082
sey	w10083
<g/>
,
als	w10085
Luther	w10086
<g/>
,
wider	w10088
den	w10089
Herrn	w10090
M	w10091
<g/>
.
Philipp	w10093
Engelb	w10094
<g/>
.
Schade	w10096
<g/>
,
und	w10098
die	w10099
Erlangisch	w10100
<g/>
=
Theologische	w10102
Facultät	w10103
beantwortet	w10104
<g/>
,
Augsspurg	w10106
<g/>
,
1767	w10108
<g/>
.
4	w10110
<g/>
.
12	w10112
<g/>
.
kr	w10114
<g/>
.
</p>
<p id="p126">
Wagners	w10116
<g/>
(
Joh	w10118
<g/>
.
Franz	w10120
<g/>
)
Anweisung	w10122
zum	w10123
Brief=schreiben	w10124
<g/>
=
nach	w10126
dem	w10127
heutigen	w10128
Geschmacke	w10129
<g/>
,
Buzow	w10131
1767	w10132
<g/>
.
8	w10134
<g/>
.
45	w10136
<g/>
.
kr	w10138
<g/>
.
</p>
<p id="p127">
Es	w10140
ist	w10141
zu	w10142
Weinhaus	w10143
das	w10144
sogenannte	w10145
Harten=steinische	w10146
<g/>
=
Haus	w10148
worinnen	w10149
15	w10150
<g/>
.
Zimmer	w10152
<g/>
,
Haus=kapallen	w10154
<g/>
=
<g/>
,
3	w10157
<g/>
.
Kucheln	w10159
<g/>
,
4	w10161
<g/>
.
große	w10163
Keller	w10164
<g/>
,
auf	w10166
4	w10167
<g/>
.
Pferd	w10169
Stallung	w10170
<g/>
,
samt	w10172
Wagenschupfen	w10173
<g/>
,
Heu=boden	w10175
<g/>
=
<g/>
,
Holzgewölb	w10178
<g/>
,
großer	w10180
Garten	w10181
<g/>
,
worinnen	w10183
viele	w10184
Obstbäumer	w10185
<g/>
,
Kühstall	w10187
samt	w10188
aller	w10189
Zugehör	w10190
zu	w10191
verkaufen	w10192
<g/>
,
oder	w10194
allenfalls	w10195
in	w10196
Bestand	w10197
zu	w10198
ver=lassen	w10199
<g/>
=
<g/>
,
ist	w10202
sich	w10203
dieserwegen	w10204
in	w10205
der	w10206
Wollzeil	w10207
im	w10208
Niffischen	w10209
Haus	w10210
auf	w10211
der	w10212
hintern	w10213
Stiegen	w10214
im	w10215
zwey=ten	w10216
<g/>
=
Stock	w10218
zu	w10219
melden	w10220
<g/>
.
</p>
<p id="p128">
Von	w10222
des	w10223
k	w10224
<g/>
.
k	w10226
<g/>
.
Judicii	w10228
Delegati	w10229
Militaris	w10230
Mixti	w10231
im	w10232
Erzherzogthum	w10233
Oesterreich	w10234
unter	w10235
und	w10236
ob	w10237
der	w10238
Enns	w10239
wegen	w10240
wird	w10241
hiemit	w10242
durch	w10243
dieses	w10244
offentli=che	w10245
<g/>
=
Edict	w10247
jedermänniglich	w10248
deme	w10249
daran	w10250
gelegen	w10251
<g/>
,
kund	w10253
und	w10254
zu	w10255
wissen	w10256
gemacht	w10257
<g/>
:
was	w10259
gestalten	w10260
auf	w10261
des	w10262
Augustin	w10263
Böck	w10264
beeder	w10265
Rechten	w10266
Doctor	w10267
<g/>
,
auch	w10269
Hofkriegsraths	w10270
<g/>
=
und	w10272
Gerichtsadvocatens	w10273
<g/>
,
als	w10275
zu	w10276
</p>
<p id="p129">
Vertrett	w10279
<g/>
=
und	w10281
Richtigstellung	w10282
der	w10283
von	w10284
dem	w10285
den	w10286
23	w10287
<g/>
.
verflossenen	w10289
Monats	w10290
Jänner	w10291
allhier	w10292
ab	w10293
inte-stato	w10294
<g/>
-
verstorbenen	w10296
k	w10297
<g/>
.
k	w10299
<g/>
.
Generalfeldzeugmeister	w10301
Hrn	w10302
<g/>
.
Philipp	w10304
Levin	w10305
Freyherrn	w10306
v	w10307
<g/>
.
Beck	w10309
ruckge=bliebener	w10310
<g/>
=
Verlassenschaft	w10312
gerichtl	w10313
<g/>
.
verordneten	w10315
Curatoris	w10316
gehorsamstes	w10317
Anlangen	w10318
verwilliget	w10319
wor=den	w10320
<g/>
=
<g/>
,
daß	w10323
alle	w10324
diejenige	w10325
<g/>
,
welche	w10327
an	w10328
erst	w10329
gedacht	w10330
Grl	w10331
<g/>
.
Baron	w10333
Beckische	w10334
Verlassenschaft	w10335
hæredita-tishaereditatis	w10336
<g/>
-
<g/>
,
crediti	w10339
<g/>
,
aut	w10341
alio	w10342
quocunque	w10343
titulo	w10344
einige	w10345
Sprüche	w10346
und	w10347
Anforderungen	w10348
haben	w10349
<g/>
,
oder	w10351
zu	w10352
ma=chen	w10353
<g/>
=
vermeinen	w10355
<g/>
,
durch	w10357
Ausfertigung	w10358
gewöhnli=cher	w10359
<g/>
=
Convocationsedicten	w10361
einberuffen	w10362
werden	w10363
sol=len	w10364
<g/>
=
<g/>
.
Wann	w10367
nun	w10368
zu	w10369
diesem	w10370
Ende	w10371
der	w10372
13	w10373
<g/>
.
April	w10375
künftig	w10376
1769	w10377
<g/>
.
Jahrs	w10379
fruh	w10380
um	w10381
9	w10382
Uhr	w10383
in	w10384
dieses	w10385
k	w10386
<g/>
.
k	w10388
<g/>
.
Jud	w10390
<g/>
.
delegati	w10392
Milit	w10393
<g/>
.
Mixti	w10395
auf	w10396
der	w10397
Seilerstadt	w10398
in	w10399
der	w10400
sogenannten	w10401
großen	w10402
Hollerstauden	w10403
im	w10404
ersten	w10405
Stock	w10406
befindlichen	w10407
Kanzley	w10408
zu	w10409
erscheinen	w10410
bestim=met	w10411
<g/>
=
worden	w10413
ist	w10414
<g/>
.
Solchemnach	w10416
werden	w10417
alle	w10418
und	w10419
jede	w10420
etwa	w10421
vorhandener	w10422
Grl	w10423
<g/>
.
Feldzeugmeister	w10425
Ba=ron	w10426
<g/>
=
Beckischen	w10428
Erbsinteressenten	w10429
<g/>
,
und	w10431
Glaubi=gere	w10432
<g/>
=
an	w10434
obbestimmten	w10435
Tag	w10436
und	w10437
Stund	w10438
entweder	w10439
selbst	w10440
persönlich	w10441
<g/>
,
oder	w10443
durch	w10444
hierzu	w10445
genugsam	w10446
in=struirte	w10447
<g/>
=
Bevollmächtigte	w10449
also	w10450
gewiß	w10451
zu	w10452
erscheinen	w10453
<g/>
,
und	w10455
ihre	w10456
etwa	w10457
habende	w10458
Sprüche	w10459
<g/>
,
oder	w10461
ander	w10462
wie	w10463
immer	w10464
Namen	w10465
haben	w10466
mögen	w10467
<g/>
=
an	w10469
dieser	w10470
Verlassen=schaft	w10471
<g/>
=
zu	w10473
stellen	w10474
vermeinende	w10475
Prätensiones	w10476
anzu=melden	w10477
<g/>
=
<g/>
,
und	w10480
rechts	w10481
beständig	w10482
zu	w10483
liquidiren	w10484
<g/>
,
auch	w10486
respective	w10487
sich	w10488
hiezu	w10489
zu	w10490
legitimiren	w10491
haben	w10492
<g/>
,
wie	w10494
im	w10495
widrigen	w10496
auf	w10497
derenselben	w10498
Ausbleiben	w10499
des	w10500
er=öfterten	w10501
<g/>
=
Herrn	w10503
Grl	w10504
<g/>
.
Feldzeugmeister	w10506
Freyherrn	w10507
v	w10508
<g/>
.
Beck	w10510
Verlassenschaft	w10511
ex	w10512
officio	w10513
abgehandelt	w10514
<g/>
,
auch	w10516
sonsten	w10517
vorgekehret	w10518
werden	w10519
würde	w10520
<g/>
,
was	w10522
Rechtens	w10523
ist	w10524
<g/>
.
Wornach	w10526
ein	w10527
jeder	w10528
Jntereßir=ter	w10529
<g/>
=
sich	w10531
zu	w10532
richten	w10533
und	w10534
seinem	w10535
Recht	w10536
bestens	w10537
zu	w10538
invigiliren	w10539
wissen	w10540
wird	w10541
<g/>
.
So	w10543
geschehen	w10544
Wien	w10545
den	w10546
30	w10547
<g/>
.
Janner	w10549
1768	w10550
<g/>
.
</p>
<p id="p130">
Den	w10552
21	w10553
<g/>
.
Martii	w10555
dieses	w10556
1768	w10557
<g/>
.
Jahrs	w10559
wird	w10560
in	w10561
der	w10562
N	w10563
<g/>
.
Oe	w10565
<g/>
.
landesfürstl	w10567
<g/>
.
Gränizstadt	w10569
Hainburg	w10570
fruhe	w10571
von	w10572
8	w10573
<g/>
.
bis	w10575
11	w10576
<g/>
.
Uhr	w10578
<g/>
,
und	w10580
Nachmittag	w10581
von	w10582
2	w10583
<g/>
.
bis	w10585
5	w10586
<g/>
.
Uhr	w10588
des	w10589
Joh	w10590
<g/>
.
Michael	w10592
Aichinger	w10593
burgel	w10594
<g/>
.
Leinwathhandlers	w10596
daselbst	w10597
in	w10598
der	w10599
Wienergasse	w10600
li=gend	w10601
<g/>
=
mit	w10603
Wohnzimmern	w10604
<g/>
,
Leinwath	w10606
<g/>
=
und	w10608
Hand=gewölb	w10609
<g/>
=
<g/>
,
wie	w10612
auch	w10613
Keller	w10614
<g/>
,
