<doc id="wr_1757-10-26" attrs="word" year="1757" month="10" day="26" corpus="2">
<head id="h2_d190e3644">
Zarskoje=Selo	w1_d190e3648
differens	w11_d190e25155
Lieux	w13_d190e25159
qu'elles	w1_d190e25164
renferment,	w3_d190e25167
par	w5_d190e25170
Jean	w7_d190e25173
Hübner,	w9_d190e25176
nouvelle	w1_d190e25181
Edition,	w3_d190e25184
revüe	w5_d190e25187
&	w7_d190e25190
augmenteé	w9_d190e25193
de	w1_d190e25198
quantité	w3_d190e25201
d'Artieles	w5_d190e25204
nouveaux	w7_d190e25207
&	w9_d190e25210
des	w11_d190e25213
divers	w1_d190e25219
changemens	w3_d190e25222
arrivés	w5_d190e25225
jusqu'à	w7_d190e25228
la	w9_d190e25231
fin	w11_d190e25234
de	w1_d190e25239
l'Année	w3_d190e25242
1756.	w5_d190e25245
avec	w7_d190e25248
une	w9_d190e25251
Table	w11_d190e25254
polio-	w13_d190e25258
metrique	w1_d190e25263
ou	w3_d190e25266
itineraire,	w5_d190e25269
qui	w7_d190e25272
contient	w9_d190e25275
la	w11_d190e25278
Distance	w1_d190e25283
des	w3_d190e25286
principales	w5_d190e25289
VVilles	w7_d190e25292
de	w9_d190e25295
l'Eu-	w11_d190e25298
rope,	w1_d190e25304
6.	w3_d190e25307
Vol.	w5_d190e25310
8	w7_d190e25313
à	w9_d190e25316
Basle	w11_d190e25319
1757	w13_d190e25323
4	w15_d190e25326
fl.	w17_d190e25329
Oesterreich	w1_d190e25334
über	w3_d190e25337
alles,	w5_d190e25340
wenn	w7_d190e25343
es	w9_d190e25346
nur	w11_d190e25349
will;	w13_d190e25353
das	w1_d190e25358
ist:	w3_d190e25361
Wolmeynender	w5_d190e25364
Fürschlag,	w7_d190e25367
wie	w9_d190e25370
mit	w11_d190e25373
telst	w1_d190e25378
einer	w3_d190e25381
wohlbestellten	w5_d190e25384
Landes=öconomie	w7_d190e25387
die	w9_d190e25390
Kaiserl.	w1_d190e25396
Königl.	w3_d190e25399
Erb=lande	w5_d190e25402
in	w7_d190e25405
Kurzem	w9_d190e25408
über	w11_d190e25411
alle	w1_d190e25416
andere	w3_d190e25419
Staaten	w5_d190e25422
von	w7_d190e25425
Europa	w9_d190e25428
zu	w11_d190e25431
erheben,	w13_d190e25435
und	w1_d190e25440
mehr	w3_d190e25443
als	w5_d190e25446
einige	w7_d190e25449
derselben	w9_d190e25452
von	w11_d190e25455
denen	w13_d190e25459
ar	w15_d190e25462
dern	w1_d190e25467
independent	w3_d190e25470
zu	w5_d190e25473
machen;	w7_d190e25476
zu	w9_d190e25479
welchem	w11_d190e25482
noch	w13_d190e25486
ein	w1_d190e25492
Anhang	w3_d190e25495
von	w5_d190e25498
unpartheyischen	w7_d190e25501
Gedanken	w9_d190e25504
über	w1_d190e25509
die	w3_d190e25512
Oesterreichische	w5_d190e25515
Landes=öconomie	w7_d190e25518
und	w1_d190e25523
leichteste	w3_d190e25526
Vermehrung	w5_d190e25529
der	w7_d190e25532
Cammergeföh	w9_d190e25535
le	w1_d190e25540
beygefügt	w3_d190e25543
worden.	w5_d190e25546
Neueste	w7_d190e25549
Auflage	w9_d190e25552
von	w11_d190e25555
P.	w1_d190e25561
W.	w3_d190e25564
v.	w5_d190e25567
H.	w7_d190e25570
in	w9_d190e25573
8.	w11_d190e25576
Frankf.	w13_d190e25580
und	w15_d190e25583
Leipz.	w17_d190e25586
Accurater	w1_d190e25591
Plan	w3_d190e25594
von	w5_d190e25597
der	w7_d190e25600
Stadt	w9_d190e25603
und	w11_d190e25606
Festung	w13_d190e25610
Magdeburg	w1_d190e25615
an	w3_d190e25618
der	w5_d190e25621
Elbe.	w7_d190e25624
Predigen	w1_d190e25629
des	w3_d190e25632
Pater	w5_d190e25635
Bourdaloue	w7_d190e25638
aus	w9_d190e25641
der	w11_d190e25644
Ge	w13_d190e25648
sellschaft	w1_d190e25654
JEsu,	w3_d190e25657
vor	w5_d190e25660
dem	w7_d190e25663
Advent,	w9_d190e25666
aus	w11_d190e25669
dem	w13_d190e25673
französischen	w1_d190e25678
ins	w3_d190e25681
teutsche	w5_d190e25684
übersetzt	w7_d190e25687
von	w9_d190e25690
Je	w11_d190e25693
seph	w1_d190e25698
Leidenfeld.	w3_d190e25701
4to.	w5_d190e25704
</list>
<list id="l22_d190e25708">
Auf	w1_d190e25712
dem	w3_d190e25715
Dominicaner=plaz,	w5_d190e25718
in	w7_d190e25721
dem	w9_d190e25724
Ka	w11_d190e25727
liwodischen	w1_d190e25732
Buch=gewölb	w3_d190e25735
ist	w5_d190e25738
zu	w7_d190e25741
bekommen.	w9_d190e25744
Officium,	w1_d190e25749
oder	w3_d190e25752
Tag=zeiten	w5_d190e25755
für	w7_d190e25758
die	w9_d190e25761
Abge	w11_d190e25764
storbene,	w1_d190e25770
nach	w3_d190e25773
der	w5_d190e25776
Ordnung,	w7_d190e25779
ohne	w9_d190e25782
alles	w11_d190e25785
su	w13_d190e25789
chen,	w1_d190e25794
zu	w3_d190e25797
betten;	w5_d190e25800
so	w7_d190e25803
vom	w9_d190e25806
Pabst	w11_d190e25809
Pio	w13_d190e25813
V.	w15_d190e25816
ver	w17_d190e25819
ordnet,	w1_d190e25824
und	w3_d190e25827
vom	w5_d190e25830
Pabst	w7_d190e25833
Urbano	w9_d190e25836
VIII.	w11_d190e25839
be	w13_d190e25843
stättiget	w1_d190e25848
worden.	w3_d190e25851
Das	w5_d190e25854
Stück	w7_d190e25857
in	w9_d190e25860
schwarzen	w11_d190e25863
Einbund	w1_d190e25869
vergold	w3_d190e25872
am	w5_d190e25875
Schnitt	w7_d190e25878
à	w9_d190e25881
36.	w11_d190e25884
kr.	w13_d190e25888
ordinari	w1_d190e25893
gebunden	w3_d190e25896
à	w5_d190e25899
24.	w7_d190e25902
kr.	w9_d190e25905
Tägliche	w1_d190e25910
Andachts=ubungen	w3_d190e25913
zum	w5_d190e25916
Gebrauch	w7_d190e25919
Jhro	w1_d190e25924
Kaiserl.	w3_d190e25927
Königl.	w5_d190e25930
Majestät	w7_d190e25933
neuver	w9_d190e25936
mehrte	w1_d190e25942
Auflag	w3_d190e25945
in	w5_d190e25948
Octavo,	w7_d190e25951
auf	w9_d190e25954
Brevier-art,	w11_d190e25957
durchaus	w1_d190e25962
mit	w3_d190e25965
Rubricaten	w5_d190e25968
geziert;	w7_d190e25971
fein	w9_d190e25974
ge	w11_d190e25977
bunden	w1_d190e25982
à	w3_d190e25985
1.	w5_d190e25988
fl.	w7_d190e25991
42	w9_d190e25994
kr.	w11_d190e25997
</list>
<list id="l28_d190e26012">
Ausführliche	w1_d190e26016
Lebens=versaßung	w3_d190e26019
des	w5_d190e26022
glor	w7_d190e26025
würdigen	w1_d190e26030
Apostels,	w3_d190e26033
Bluts=verwandten,	w5_d190e26036
und	w7_d190e26039
Blut=zeugen	w1_d190e26044
des	w3_d190e26047
HErrn,	w5_d190e26050
Heiligen	w7_d190e26053
Judæ	w9_d190e26056
Thaddei,	w1_d190e26062
aus	w3_d190e26065
unterschiedlichen	w5_d190e26068
bewehrten	w7_d190e26071
Geschicht=schreibern	w1_d190e26076
zusamm	w3_d190e26079
getragen,	w5_d190e26082
mit	w7_d190e26085
beygehenden	w1_d190e26090
Tag=zeiten	w3_d190e26093
und	w5_d190e26096
Litaney	w7_d190e26099
denen	w9_d190e26102
Glaubigen	w1_d190e26107
zur	w3_d190e26110
Verehrung	w5_d190e26113
vorgestellet.	w7_d190e26116
Jn	w9_d190e26119
Leder	w1_d190e26125
gebunden	w3_d190e26128
das	w5_d190e26131
Stuck	w7_d190e26134
à	w9_d190e26137
15.	w11_d190e26140
kr	w13_d190e26144
ordinari	w15_d190e26147
à	w1_d190e26152
10.	w3_d190e26155
kr.	w5_d190e26158
</list>
<p id="p30_d190e26162">
Jm	w1_d190e26166
Gewürtz=gewölb	w3_d190e26169
zun	w5_d190e26172
3.	w7_d190e26175
weissen	w9_d190e26178
Lö	w11_d190e26181
wen	w1_d190e26186
in	w3_d190e26189
der	w5_d190e26192
Karntnerstrassen	w7_d190e26195
ist	w9_d190e26198
guter	w11_d190e26201
Unga	w13_d190e26205
Tischer	w1_d190e26210
Wermut	w3_d190e26213
zu	w5_d190e26216
haben.	w7_d190e26219
</p>
<p id="p32_d190e26222">
Bey	w1_d190e26226
dem	w3_d190e26229
Verleger	w5_d190e26232
des	w7_d190e26235
Wienerischen	w9_d190e26238
Dia	w11_d190e26241
rii	w1_d190e26246
ist	w3_d190e26249
zu	w5_d190e26252
haben:	w7_d190e26255
die	w9_d190e26258
neue	w11_d190e26261
Reformation	w13_d190e26265
des	w15_d190e26268
hiesigen	w1_d190e26273
Studii	w3_d190e26276
Juridici	w5_d190e26279
8vo.	w7_d190e26282
pr.	w9_d190e26285
7.	w11_d190e26288
Kr.	w13_d190e26292
</p>
<head id="h2_d190e26298">
EDICT.	w1_d190e26302
</head>
<p id="p4_d190e26305">
Von	w1_d190e26309
des	w3_d190e26312
Löbl.	w5_d190e26315
Kaiserl.	w7_d190e26318
Herren=stifts	w9_d190e26321
St.	w11_d190e26324
Dorothe	w1_d190e26329
Grund=buchs	w3_d190e26332
wegen	w5_d190e26335
wird	w7_d190e26338
hiemit	w9_d190e26341
warh.	w1_d190e26346
Reginä	w3_d190e26349
Hödlin	w5_d190e26352
gewesten	w7_d190e26355
Unterthanin	w9_d190e26358
zu	w1_d190e26364
Rauchenwart	w3_d190e26367
seel.	w5_d190e26370
hinterlassenen	w7_d190e26373
Befreund	w9_d190e26376
ten	w1_d190e26381
durch	w3_d190e26384
dieses	w5_d190e26387
offene	w7_d190e26390
Edict	w9_d190e26393
zu	w11_d190e26396
vernehmen	w13_d190e26400
ge	w15_d190e26403
geben,	w1_d190e26408
was	w3_d190e26411
gestalten	w5_d190e26414
ermeldete	w7_d190e26417
Hödlin,	w9_d190e26420
dem	w11_d190e26423
Vernehmen	w1_d190e26428
nach	w3_d190e26431
von	w5_d190e26434
Geburt	w7_d190e26437
Knablin	w9_d190e26440
bereits	w11_d190e26443
Anno	w1_d190e26449
1725.	w3_d190e26452
dieses	w5_d190e26455
Zeitliche	w7_d190e26458
gesegnet,	w9_d190e26461
und	w11_d190e26464
in	w13_d190e26468
ihrem	w1_d190e26473
hinterlassenen	w3_d190e26476
letzten	w5_d190e26479
Willen	w7_d190e26482
verordnet,	w9_d190e26485
daß	w1_d190e26490
nach	w3_d190e26493
ihres	w5_d190e26496
Manns	w7_d190e26499
Bartelme	w9_d190e26502
Hödl	w11_d190e26505
Tod	w13_d190e26509
ihren	w1_d190e26514
Befreundten	w3_d190e26517
ihre	w5_d190e26520
wenige	w7_d190e26523
Verlassenschaft	w9_d190e26526
zufallen	w1_d190e26532
solle;	w3_d190e26535
zumahlen	w5_d190e26538
nun	w7_d190e26541
ermeldter	w9_d190e26544
Hödl	w11_d190e26547
auch	w1_d190e26552
bereits	w3_d190e26555
Anno	w5_d190e26558
1729.	w7_d190e26561
gestorben,	w9_d190e26564
und	w11_d190e26567
sich	w13_d190e26571
von	w1_d190e26576
Zeit	w3_d190e26579
der	w5_d190e26582
Hödlin	w7_d190e26585
ihrem	w9_d190e26588
Absterben	w11_d190e26591
durch	w13_d190e26595
ganze	w1_d190e26600
32.	w3_d190e26603
Jahr	w5_d190e26606
von	w7_d190e26609
denen	w9_d190e26612
Befreundten	w11_d190e26615
nie	w13_d190e26619
mand	w1_d190e26625
anderer	w3_d190e26628
als	w5_d190e26631
die	w7_d190e26634
von	w9_d190e26637
der	w11_d190e26640
Ursula	w13_d190e26644
Dieslin	w15_d190e26647
seel.	w1_d190e26652
einer	w3_d190e26655
leiblichen	w5_d190e26658
Schwester	w7_d190e26661
ermeldter	w9_d190e26664
Hädlin	w1_d190e26669
hinterlassene	w3_d190e26672
Kinder,	w5_d190e26675
benanntlich	w7_d190e26678
Anna,	w1_d190e26683
verwittibte	w3_d190e26686
Eisenhietlin,	w5_d190e26689
dann	w7_d190e26692
der	w9_d190e26695
selben	w1_d190e26701
Bruder	w3_d190e26704
Caspar	w5_d190e26707
Disl,	w7_d190e26710
auch	w9_d190e26713
gewesten	w11_d190e26716
Untertban	w1_d190e26721
zu	w3_d190e26724
Ranchenwart	w5_d190e26727
seel.	w7_d190e26730
hinterlassene	w9_d190e26733
2.	w1_d190e26738
Söhn,	w3_d190e26741
Lorenz	w5_d190e26744
und	w7_d190e26747
Johann	w9_d190e26750
Michael	w11_d190e26753
Disl,	w13_d190e26757
gemeldet,	w1_d190e26762
hingegen	w3_d190e26765
vorkommet,	w5_d190e26768
daß	w7_d190e26771
gedachte	w9_d190e26774
Hödlin,	w1_d190e26780
noch	w3_d190e26783
mehrere	w5_d190e26786
Geschwistrigte,	w7_d190e26789
und	w9_d190e26792
in	w11_d190e26795
sonderheit	w1_d190e26800
einen	w3_d190e26803
Bruder,	w5_d190e26806
Nahmens	w7_d190e26809
Georg	w9_d190e26812
abl,	w1_d190e26817
und	w3_d190e26820
2.	w5_d190e26823
Schwestern,	w7_d190e26826
Barbara	w9_d190e26829
und	w11_d190e26832
Maria,	w1_d190e26837
alle	w3_d190e26840
3.	w5_d190e26843
im	w7_d190e26846
Land	w9_d190e26849
Bayern	w11_d190e26852
gehabt	w13_d190e26856
hätte	w15_d190e26859
deren	w1_d190e26865
Aufenthalt	w3_d190e26868
aber,	w5_d190e26871
und	w7_d190e26874
ob	w9_d190e26877
sie	w11_d190e26880
noch	w13_d190e26884
am	w15_d190e26887
Le	w17_d190e26890
ben,	w1_d190e26895
oder	w3_d190e26898
Kinder	w5_d190e26901
unterlassen,	w7_d190e26904
unwissend	w9_d190e26907
ist;	w11_d190e26910
Als	w1_d190e26915
hat	w3_d190e26918
man	w5_d190e26921
für	w7_d190e26924
nothwendig	w9_d190e26927
befunden,	w11_d190e26930
die	w13_d190e26934
selbe	w1_d190e26939
durch	w3_d190e26942
dieses	w5_d190e26945
Edict	w7_d190e26948
dergestalten	w9_d190e26951
fürzufor	w11_d190e26954
dern,	w1_d190e26960
daß	w3_d190e26963
sie	w5_d190e26966
innerhalb	w7_d190e26969
ein	w9_d190e26972
Jahr,	w11_d190e26975
6.	w13_d190e26979
Wochen	w15_d190e26982
und	w1_d190e26987
3.	w3_d190e26990
Täg,	w5_d190e26993
von	w7_d190e26996
unten	w9_d190e26999
gesetzten	w11_d190e27002
Dato	w13_d190e27006
an	w15_d190e27009
also	w17_d190e27012
</p>
<p id="p6_d190e27015">
gewiß	w1_d190e27019
bey	w3_d190e27022
alhiesigen	w5_d190e27025
Grund=buch	w7_d190e27028
erscheinen,	w9_d190e27031
und	w1_d190e27036
ihre	w3_d190e27039
Legitimations=nothdurften	w5_d190e27042
beybrin	w7_d190e27045
gen	w1_d190e27050
sollen,	w3_d190e27053
widrigenfals	w5_d190e27056
zwischen	w7_d190e27059
denen	w9_d190e27062
ob	w11_d190e27065
gedacht	w1_d190e27071
sich	w3_d190e27074
bereits	w5_d190e27077
gemeldten	w7_d190e27080
Befreundten	w9_d190e27083
die	w1_d190e27088
wenige	w3_d190e27091
Hödlische	w5_d190e27094
Verlassenschaft	w7_d190e27097
abge	w9_d190e27100
theilt	w1_d190e27105
werden	w3_d190e27108
solle.	w5_d190e27111
Actum	w7_d190e27114
Wien	w9_d190e27117
den	w11_d190e27120
30.	w13_d190e27124
Jun.	w15_d190e27127
1757.	w1_d190e27132
</p>
<head id="h2_d190e27138">
LDICT.	w1_d190e27142
</head>
<p id="p4_d190e27145">
Von	w1_d190e27149
des	w3_d190e27152
Judicii	w5_d190e27155
Delegati	w7_d190e27158
der	w9_d190e27161
Kaiserl.	w11_d190e27164
Herrschaft	w1_d190e27169
Mannerstorf	w3_d190e27172
wegen	w5_d190e27175
wird	w7_d190e27178
hiemit	w9_d190e27181
der	w1_d190e27186
Clarä	w3_d190e27189
Wilfflingin	w5_d190e27192
kund	w7_d190e27195
und	w9_d190e27198
zu	w11_d190e27201
wissen	w13_d190e27205
gemacht,	w1_d190e27211
welcher	w3_d190e27214
gestalten	w5_d190e27217
Rosalia	w7_d190e27220
Schren	w9_d190e27223
kin	w1_d190e27228
bey	w3_d190e27231
diesem	w5_d190e27234
Judicio	w7_d190e27237
Delegato,	w9_d190e27240
wegen	w11_d190e27243
Erfolglassung	w1_d190e27248
deren	w3_d190e27251
in	w5_d190e27254
der	w7_d190e27257
Johann	w9_d190e27260
Anton	w11_d190e27263
Wilfflingischen	w1_d190e27268
Massa	w3_d190e27271
annoch	w5_d190e27274
vorhandenen	w7_d190e27277
294.	w1_d190e27283
fl.	w3_d190e27286
salvo	w5_d190e27289
Jure	w7_d190e27292
residui	w9_d190e27295
um	w11_d190e27298
Erstreckung	w13_d190e27302
der	w1_d190e27307
den	w3_d190e27310
27.	w5_d190e27313
verflossenen	w7_d190e27316
Monats	w9_d190e27319
Augusti	w11_d190e27322
an	w13_d190e27326
geordnet	w1_d190e27331
gewesten	w3_d190e27334
Tagsatzung	w5_d190e27337
und	w7_d190e27340
Jntimi	w9_d190e27343
rung	w1_d190e27348
dessen	w3_d190e27351
wegen	w5_d190e27354
Unwissenheit	w7_d190e27357
ihr	w9_d190e27360
der	w11_d190e27363
Wilf	w13_d190e27367
lingin	w1_d190e27373
Domicilii	w3_d190e27376
um	w5_d190e27379
Ausfertigung	w7_d190e27382
eines	w9_d190e27385
Val	w11_d190e27388
val=edicts	w1_d190e27393
demütiglich	w3_d190e27396
gebetten	w5_d190e27399
haben,	w7_d190e27402
und	w9_d190e27405
gleichwie	w1_d190e27410
in	w3_d190e27413
dies	w5_d190e27416
Begehren	w7_d190e27419
in	w9_d190e27422
ein	w11_d190e27425
so	w13_d190e27429
andern	w15_d190e27432
gewilliget,	w1_d190e27437
und	w3_d190e27440
solche	w5_d190e27443
auf	w7_d190e27446
den	w9_d190e27449
12.	w11_d190e27452
nächstkom	w13_d190e27456
menden	w1_d190e27462
Monats	w3_d190e27465
Nov.	w5_d190e27468
Nachmittag	w7_d190e27471
um	w9_d190e27474
2.	w11_d190e27477
Uhr	w1_d190e27482
bey	w3_d190e27485
dem	w5_d190e27488
hierinfalls	w7_d190e27491
aufgestellten	w9_d190e27494
Judice	w11_d190e27497
Delegato	w1_d190e27502
in	w3_d190e27505
dessen	w5_d190e27508
in	w7_d190e27511
der	w9_d190e27514
obern	w11_d190e27517
Bäckerstras	w13_d190e27521
sen	w1_d190e27526
im	w3_d190e27529
Ehrenthalischen	w5_d190e27532
Haus,	w7_d190e27535
im	w9_d190e27538
1.	w11_d190e27541
Stock	w13_d190e27545
habenden	w1_d190e27551
Wohnung	w3_d190e27554
zu	w5_d190e27557
erscheinen	w7_d190e27560
erstrecket	w9_d190e27563
worden.	w1_d190e27568
</p>
<p id="p6_d190e27571">
Als	w1_d190e27575
wird	w3_d190e27578
ihr	w5_d190e27581
Mariä	w7_d190e27584
Clarä	w9_d190e27587
Wilfflingin.	w11_d190e27590
solche	w1_d190e27595
auf	w3_d190e27598
erst=bestimmten	w5_d190e27601
Tag,	w7_d190e27604
Stund	w9_d190e27607
und	w11_d190e27610
Ort	w1_d190e27615
angeordnete	w3_d190e27618
Tagsatzung	w5_d190e27621
mittels	w7_d190e27624
dieses	w9_d190e27627
Valval=edicts	w1_d190e27633
hiemit	w3_d190e27636
erinneret;	w5_d190e27639
so	w7_d190e27642
beschehen	w9_d190e27645
Wien	w1_d190e27650
den	w3_d190e27653
23.	w5_d190e27656
Sept.	w7_d190e27659
1757.	w9_d190e27662
</p>
<p id="p8_d190e27665">
Auf	w1_d190e27669
Verordnung	w3_d190e27672
einer	w5_d190e27675
Hochlöbl.	w7_d190e27678
Regie	w9_d190e27681
rung	w1_d190e27686
werden	w3_d190e27689
den	w5_d190e27692
3ten	w7_d190e27695
künftigen	w9_d190e27698
Monats	w11_d190e27701
No	w13_d190e27705
vember	w1_d190e27710
d.	w3_d190e27713
a.	w5_d190e27716
in	w7_d190e27719
dem	w9_d190e27722
Kautzanerischen	w11_d190e27725
Haus	w13_d190e27729
auf	w1_d190e27735
dem	w3_d190e27738
Graben	w5_d190e27741
hinter	w7_d190e27744
der	w9_d190e27747
Heil.	w11_d190e27750
Dreyfaltig	w13_d190e27754
keit	w1_d190e27759
im	w3_d190e27762
2ten	w5_d190e27765
Stock,	w7_d190e27768
verschiedene	w9_d190e27771
goldene	w11_d190e27774
mit	w13_d190e27778
Juwelen	w1_d190e27783
besetzte	w3_d190e27786
Ringe,	w5_d190e27789
silberne	w7_d190e27792
Uhren,Dosen.	w9_d190e27795
Schnallen,	w1_d190e27800
Degen,	w3_d190e27803
allerhand	w5_d190e27806
Manns=kleider,	w7_d190e27809
bordirte	w1_d190e27815
seidene	w3_d190e27818
Westen,	w5_d190e27821
Manns=wäsch,	w7_d190e27824
Tisch	w9_d190e27827
zeug,	w1_d190e27832
Bett=gewand,	w3_d190e27835
und	w5_d190e27838
sonstige	w7_d190e27841
Zimmer	w9_d190e27844
einrichtungen,	w1_d190e27849
als	w3_d190e27852
Spiegel,	w5_d190e27855
Kasten	w7_d190e27858
Sophie	w9_d190e27861
und	w1_d190e27866
Sessel,	w3_d190e27869
dann	w5_d190e27872
etwelche	w7_d190e27875
Bilder,	w9_d190e27878
fruhe	w11_d190e27881
von	w13_d190e27885
9	w1_d190e27891
bis	w3_d190e27894
12.	w5_d190e27897
Uhr,	w7_d190e27900
Nachmittags	w9_d190e27903
von	w11_d190e27906
3.	w13_d190e27910
bis	w15_d190e27913
6.	w17_d190e27916
Uhr,	w1_d190e27921
und	w3_d190e27924
sofort	w5_d190e27927
die	w7_d190e27930
folgende	w9_d190e27933
Tage	w11_d190e27936
plus	w13_d190e27940
offe-	w15_d190e27943
renti	w1_d190e27948
gegen	w3_d190e27951
baarer	w5_d190e27954
Bezahlung	w7_d190e27957
licitando	w9_d190e27960
ver	w11_d190e27963
kauffet	w1_d190e27968
werden.	w3_d190e27971
</p>
<head id="h2_d190e28010">
JOURNAI	w1_d190e28014
Aus	w1_d190e28019
dem	w3_d190e28022
K.	w5_d190e28025
K.	w7_d190e28028
Haupt=quartier	w9_d190e28031
Lissa	w11_d190e28034
den	w13_d190e28038
17.	w15_d190e28041
und	w17_d190e28044
18.	w19_d190e28047
Octobris	w1_d190e28052
1757.	w3_d190e28055
</head>
<p id="p4_d190e28058">
NAch	w1_d190e28062
Bemerkung	w3_d190e28065
eines	w5_d190e28068
von	w7_d190e28071
dem	w9_d190e28074
Herrn	w11_d190e28077
Generalen	w13_d190e28081
der	w15_d190e28084
Cavallerie	w17_d190e28087
Gra	w19_d190e28090
Dfen	w1_d190e28095
von	w3_d190e28098
Nadasdy	w5_d190e28101
erstatteten	w7_d190e28104
Berichts	w9_d190e28107
seynd	w11_d190e28110
gestern	w13_d190e28114
die	w15_d190e28117
Herzogl.	w17_d190e28120
Wür	w19_d190e28123
tembergische	w1_d190e28128
Trupen,	w3_d190e28131
so	w5_d190e28134
in	w7_d190e28137
auserlösener,	w9_d190e28140
wol=ontirt	w11_d190e28143
geübter,	w13_d190e28147
und	w15_d190e28150
disci-	w17_d190e28153
plinirter	w1_d190e28159
Mannschaft	w3_d190e28162
bestehen,	w5_d190e28165
in	w7_d190e28168
dem	w9_d190e28171
Bezirke	w11_d190e28174
von	w13_d190e28178
Schweidnitz	w15_d190e28181
eingetrof	w17_d190e28184
fen,	w1_d190e28189
und	w3_d190e28192
haben	w5_d190e28195
daselbst	w7_d190e28198
ihre	w9_d190e28201
Numero	w11_d190e28204
bezogen.	w13_d190e28208
Zu	w15_d190e28211
gleicher	w17_d190e28214
Zeit	w19_d190e28217
liesse	w21_d190e28220
der	w23_d190e28223
Kaiserl.	w1_d190e28228
Königl.	w3_d190e28231
General=major	w5_d190e28234
Graf	w7_d190e28237
von	w9_d190e28240
Draskowitz	w11_d190e28243
einen	w13_d190e28247
Posto	w15_d190e28250
von	w17_d190e28253
1.	w19_d190e28256
Feld=wäbel,	w1_d190e28261
und	w3_d190e28264
24.	w5_d190e28267
Mann	w7_d190e28270
näher	w9_d190e28273
an	w11_d190e28276
Schweidnitz	w13_d190e28280
anrucken,	w15_d190e28283
und	w17_d190e28286
damit	w19_d190e28289
ei	w21_d190e28292
ne	w1_d190e28298
unter	w3_d190e28301
dem	w5_d190e28304
Stuck=schuß	w7_d190e28307
der	w9_d190e28310
Stadt	w11_d190e28313
gelegene	w13_d190e28317
Mühl	w15_d190e28320
besetzen.	w17_d190e28323
Der	w19_d190e28326
Feind,	w21_d190e28329
dem	w1_d190e28334
die	w3_d190e28337
Vordringung	w5_d190e28340
allzu	w7_d190e28343
nahe	w9_d190e28346
schiene,	w11_d190e28349
setzte	w13_d190e28353
die	w15_d190e28356
Mühl	w17_d190e28359
durch	w19_d190e28362
Haubitzen	w21_d190e28365
in	w1_d190e28370
Brand,	w3_d190e28373
und	w5_d190e28376
canonirte	w7_d190e28379
darauf,	w9_d190e28382
da	w11_d190e28385
aber	w13_d190e28389
dessen	w15_d190e28392
ungeachtet	w17_d190e28395
der	w19_d190e28398
Feld	w21_d190e28401
wäbel	w1_d190e28406
darhinter	w3_d190e28409
stehen	w5_d190e28412
bliebe,	w7_d190e28415
und	w9_d190e28418
schon	w11_d190e28421
bey	w13_d190e28425
70.	w15_d190e28428
Schuß	w17_d190e28431
ausgehalten	w19_d190e28434
hat	w21_d190e28437
te,	w1_d190e28443
so	w3_d190e28446
ruckte	w5_d190e28449
endlich	w7_d190e28452
ein	w9_d190e28455
Commando	w11_d190e28458
von	w13_d190e28462
2.	w15_d190e28465
Battaillonen,	w17_d190e28468
und	w19_d190e28471
200.	w21_d190e28474
Hussa	w23_d190e28477
ren	w1_d190e28482
aus	w3_d190e28485
der	w5_d190e28488
Festung	w7_d190e28491
heraus,	w9_d190e28494
umrunge	w11_d190e28497
den	w13_d190e28501
kleinen	w15_d190e28504
Posto,	w17_d190e28507
und	w19_d190e28510
machte	w21_d190e28513
sol	w23_d190e28516
chen	w1_d190e28521
bis	w3_d190e28524
auf	w5_d190e28527
7.	w7_d190e28530
Mann,	w9_d190e28533
welche	w11_d190e28536
noch	w13_d190e28540
zu	w15_d190e28543
entkommen	w17_d190e28546
die	w19_d190e28549
Gelegenheit	w21_d190e28552
fanden	w23_d190e28555
zu	w1_d190e28560
Kriegs=gefangenen,	w3_d190e28563
ohne	w5_d190e28566
daß	w7_d190e28569
besagter	w9_d190e28572
Mannschaft,	w11_d190e28575
welche	w13_d190e28579
sich	w15_d190e28582
unter	w17_d190e28585
dem	w1_d190e28591
Stuck=schuß	w3_d190e28594
befande,	w5_d190e28597
und	w7_d190e28600
eine	w9_d190e28603
etwas	w11_d190e28606
verwegene	w13_d190e28610
Contenance	w15_d190e28613
bezeu	w17_d190e28616
get	w1_d190e28621
hatte,	w3_d190e28624
zu	w5_d190e28627
Hülf	w7_d190e28630
geeilet	w9_d190e28633
werden	w11_d190e28636
konte	w13_d190e28640
</p>
<p id="p6_d190e28643">
Der	w1_d190e28647
General=major	w3_d190e28650
Frey=herr	w5_d190e28653
von	w7_d190e28656
Beck	w9_d190e28659
ist	w11_d190e28662
jenseits	w13_d190e28666
der	w15_d190e28669
Oder	w17_d190e28672
heut	w19_d190e28675
bis	w1_d190e28680
Banwitz	w3_d190e28683
mit	w5_d190e28686
einer	w7_d190e28689
Anzahl	w9_d190e28692
Croaten	w11_d190e28695
und	w13_d190e28699
Hussaren	w15_d190e28702
recognosciren	w17_d190e28705
gewe	w19_d190e28708
sen,	w1_d190e28713
und	w3_d190e28716
hat	w5_d190e28719
seine	w7_d190e28722
Patrouillen	w9_d190e28725
bis	w11_d190e28728
Schewitz	w13_d190e28732
geschicket;	w15_d190e28735
dasiger	w17_d190e28738
Enden	w19_d190e28741
jedoch	w21_d190e28744
vom	w1_d190e28750
