<doc id="wr_1756-01-31" attrs="word" year="1756" month="01" day="31" corpus="2">
<head id="h2_d9e2606">
Belem	w1_d9e2610
verstärket,	w3_d9e20939
die	w5_d9e20942
auch	w7_d9e20945
noch	w9_d9e20948
täglich	w11_d9e20951
mehr	w13_d9e20955
durch	w1_d9e20960
die	w3_d9e20963
Recruten,	w5_d9e20966
so	w7_d9e20969
von	w9_d9e20972
dem	w11_d9e20975
platten	w13_d9e20979
Land	w15_d9e20982
ankommen,	w1_d9e20987
verstärket	w3_d9e20990
wird.	w5_d9e20993
Wann	w7_d9e20996
Se.	w9_d9e20999
Groß=brittannische	w1_d9e21005
Majestät	w3_d9e21008
gur	w5_d9e21011
finden	w7_d9e21014
sol	w9_d9e21017
ten,	w1_d9e21022
Engländische	w3_d9e21025
Truppen	w5_d9e21028
hierüber	w7_d9e21031
trans	w9_d9e21034
portiren	w1_d9e21039
zu	w3_d9e21042
lassen,	w5_d9e21045
so	w7_d9e21048
werden	w9_d9e21051
sie	w11_d9e21054
hier	w13_d9e21058
aus	w15_d9e21061
geschiffet	w1_d9e21066
werden,	w3_d9e21069
und	w5_d9e21072
wann	w7_d9e21075
es	w9_d9e21078
nöhtig,	w11_d9e21081
Hano	w13_d9e21085
nerische	w1_d9e21091
Truppen	w3_d9e21094
nach	w5_d9e21097
England	w7_d9e21100
übergehen	w9_d9e21103
zu	w11_d9e21106
lassen,	w1_d9e21111
so	w3_d9e21114
werden	w5_d9e21117
sie	w7_d9e21120
hier	w9_d9e21123
zu	w11_d9e21126
Schiffe	w13_d9e21130
gehen.	w15_d9e21133
Zu	w1_d9e21138
ein	w3_d9e21141
und	w5_d9e21144
anderer	w7_d9e21147
dieser	w9_d9e21150
Begebenheiten	w11_d9e21153
hat	w13_d9e21157
man	w1_d9e21162
schon	w3_d9e21165
die	w5_d9e21168
gehörige	w7_d9e21171
Anstalten	w9_d9e21174
gemacht.	w11_d9e21177
</p>
<head id="h2_d9e21183">
Dreßden	w1_d9e21187
15.	w3_d9e21190
Jan.	w5_d9e21193
</head>
<p id="p4_d9e21196">
Sonntags	w1_d9e21200
den	w3_d9e21203
11ten,	w5_d9e21206
Abends	w7_d9e21209
um	w9_d9e21212
8.	w11_d9e21215
Uhr,	w13_d9e21219
ist	w1_d9e21224
am	w3_d9e21227
Königl.	w5_d9e21230
Hof	w7_d9e21233
durch	w9_d9e21236
Curier	w11_d9e21239
die	w13_d9e21243
versi	w15_d9e21246
cherte	w1_d9e21251
Nachricht	w3_d9e21254
aus	w5_d9e21257
Neapel	w7_d9e21260
angekommen,	w9_d9e21263
daß	w1_d9e21269
Jhro	w3_d9e21272
Majestät	w5_d9e21275
die	w7_d9e21278
Königin	w9_d9e21281
beyder	w11_d9e21284
Si	w13_d9e21288
tilien	w1_d9e21293
mit	w3_d9e21296
einem	w5_d9e21299
jungen	w7_d9e21302
Prinzen	w9_d9e21305
glücklich	w11_d9e21308
ent	w13_d9e21312
bunden	w1_d9e21317
worden	w3_d9e21320
sey.	w5_d9e21323
Es	w7_d9e21326
wurde	w9_d9e21329
dahero	w11_d9e21332
heute	w13_d9e21336
Früh	w1_d9e21341
denen	w3_d9e21344
aus=innländischen	w5_d9e21347
hohen	w7_d9e21350
Mini	w9_d9e21353
stris	w1_d9e21359
und	w3_d9e21362
Damen	w5_d9e21365
solches	w7_d9e21368
durch	w9_d9e21371
die	w11_d9e21374
Hoffu	w13_d9e21378
niers	w1_d9e21383
notificieret,	w3_d9e21386
und	w5_d9e21389
zugleich	w7_d9e21392
drey=tägige	w9_d9e21395
Gala	w1_d9e21400
angesaget;	w3_d9e21403
bevorstehenden	w5_d9e21406
Sonntag	w7_d9e21409
aber,	w1_d9e21414
wird	w3_d9e21417
in	w5_d9e21420
allen	w7_d9e21423
hiesigen	w9_d9e21426
Kirchen	w11_d9e21429
das	w13_d9e21433
Dank=fest	w1_d9e21439
gehalten,	w3_d9e21442
wobey	w5_d9e21445
die	w7_d9e21448
Canonen	w9_d9e21451
nebst	w11_d9e21454
breymaliger	w1_d9e21459
Salve	w3_d9e21462
aus	w5_d9e21465
der	w7_d9e21468
Mousquetrie	w9_d9e21471
ab	w11_d9e21474
gefeuret	w1_d9e21479
werden;	w3_d9e21482
dergleichen	w5_d9e21485
auch	w7_d9e21488
auf	w9_d9e21491
der	w11_d9e21494
Festung	w1_d9e21499
Königstein	w3_d9e21502
jedesmal	w5_d9e21505
geschiehet.	w7_d9e21508
</p>
<head id="h2_d9e21514">
Hanau	w1_d9e21518
17.	w3_d9e21521
Jan.	w5_d9e21524
</head>
<p id="p4_d9e21527">
Durch	w1_d9e21531
den	w3_d9e21534
bisher	w5_d9e21537
gehabten	w7_d9e21540
grossen	w9_d9e21543
Regen,	w11_d9e21546
mit	w1_d9e21551
Schneevermischet,	w3_d9e21554
seynd	w5_d9e21557
der	w7_d9e21560
Mayn	w9_d9e21563
und	w11_d9e21566
die	w1_d9e21571
Kinzig	w3_d9e21574
dergestalt	w5_d9e21577
angeloffen,	w7_d9e21580
daß	w9_d9e21583
länge	w11_d9e21586
denenselben	w1_d9e21592
alle	w3_d9e21595
niedrige	w5_d9e21598
Felder,	w7_d9e21601
und	w9_d9e21604
Wiesen	w11_d9e21607
Uberschwemmet	w1_d9e21612
seynd,	w3_d9e21615
wie	w5_d9e21618
dann	w7_d9e21621
auch	w9_d9e21624
fast	w11_d9e21627
al	w13_d9e21631
le	w1_d9e21636
Gärten	w3_d9e21639
um	w5_d9e21642
diese	w7_d9e21645
Stadt	w9_d9e21648
unter	w11_d9e21651
Wasser	w13_d9e21655
ste	w15_d9e21658
hen.	w1_d9e21663
Es	w3_d9e21666
seynd	w5_d9e21669
auch	w7_d9e21672
die	w9_d9e21675
Wege	w11_d9e21678
so	w13_d9e21682
schlimm	w15_d9e21685
wor	w17_d9e21688
ben,	w1_d9e21694
daß	w3_d9e21697
die	w5_d9e21700
neueste	w7_d9e21703
Niederländische,	w9_d9e21706
und	w11_d9e21709
Sächsische	w1_d9e21714
Briefe,	w3_d9e21717
so	w5_d9e21720
diesen	w7_d9e21723
Vormittag	w9_d9e21726
hätten	w11_d9e21729
ankommen	w1_d9e21734
sollen,	w3_d9e21737
noch	w5_d9e21740
nicht	w7_d9e21743
angelangt	w9_d9e21746
seynd.	w11_d9e21749
</p>
<p id="p6_d9e21752">
Jn	w1_d9e21756
dem	w3_d9e21759
Augustin	w5_d9e21762
Bernardischen	w7_d9e21765
Buchhand	w9_d9e21768
</p>
<list id="l8_d9e21771">
Uugs=Gewölb	w1_d9e21775
bey	w3_d9e21778
der	w5_d9e21781
obern	w7_d9e21784
Jesuitin	w9_d9e21787
pforte	w1_d9e21792
gegen	w3_d9e21795
über	w5_d9e21798
seynd	w7_d9e21801
zu	w9_d9e21804
haben:	w11_d9e21807
P.	w1_d9e21812
Fintani	w3_d9e21815
Linderi	w5_d9e21818
Monachi	w7_d9e21821
Ord.	w9_d9e21824
S.	w11_d9e21827
Ba-	w13_d9e21831
nedicti,	w1_d9e21837
Opus	w3_d9e21840
grammaticum	w5_d9e21843
Ebræum,	w7_d9e21846
ad	w9_d9e21849
solidam	w1_d9e21854
S.	w3_d9e21857
linguæ	w5_d9e21860
intelligentiam	w7_d9e21863
methodo,	w9_d9e21866
analvytica	w1_d9e21871
ducens;	w3_d9e21874
cui	w5_d9e21877
accedit	w7_d9e21880
Lexicon	w9_d9e21883
Eh-	w11_d9e21886
ræo-Latinum	w1_d9e21891
ad	w3_d9e21894
genesi.	w5_d9e21897
8vo.	w7_d9e21900
1755.	w9_d9e21903
1	w11_d9e21906
fl.	w13_d9e21910
12.	w15_d9e21913
kr.	w17_d9e21916
Johann	w1_d9e21922
Ulrich	w3_d9e21925
Frey=herrn	w5_d9e21928
von	w7_d9e21931
Cramers,	w9_d9e21934
Neben=stunden	w1_d9e21939
worinnen	w3_d9e21942
auserlösene	w5_d9e21945
beym	w7_d9e21948
höchst=preislichen	w1_d9e21953
Kammer=gericht	w3_d9e21956
entschie	w5_d9e21959
dene	w1_d9e21964
Rechts=händel	w3_d9e21967
enthalten,	w5_d9e21970
8vo,	w7_d9e21973
1755.	w9_d9e21976
17.	w1_d9e21982
kr.	w3_d9e21985
Justi	w1_d9e21990
Henningii	w3_d9e21993
Boehmeri	w5_d9e21996
Exercitationes	w7_d9e21999
ad	w1_d9e22004
Pandectas,	w3_d9e22007
in	w5_d9e22010
quibus	w7_d9e22013
præcipua	w9_d9e22016
digestorum	w11_d9e22019
capita.	w1_d9e22024
explicantur.	w3_d9e22027
3.	w5_d9e22030
Tomi,	w7_d9e22033
4to,	w9_d9e22036
8.	w11_d9e22039
fl.	w13_d9e22043
30.	w1_d9e22049
x1.	w3_d9e22052
Vetus	w1_d9e22057
Testamentum	w3_d9e22060
græcum,	w5_d9e22063
ex	w7_d9e22066
versiont	w9_d9e22069
septuaginta	w1_d9e22074
interpretum	w3_d9e22077
olim	w5_d9e22080
ad	w7_d9e22083
fidem	w9_d9e22086
co-	w11_d9e22089
dicis	w1_d9e22094
manuscript.	w3_d9e22097
Alexandrini	w5_d9e22100
summo	w7_d9e22103
studio	w9_d9e22106
&	w1_d9e22112
incredibili	w3_d9e22115
diligentia	w5_d9e22118
expressum,	w7_d9e22121
emen-	w9_d9e22124
datum	w1_d9e22129
ac	w3_d9e22132
suppletum.	w5_d9e22135
Nunc	w7_d9e22138
vero	w9_d9e22141
Exem-	w11_d9e22144
plaris	w1_d9e22149
Vaticani	w3_d9e22152
aliorumque	w5_d9e22155
Manuscript.	w7_d9e22158
cod.	w9_d9e22161
Lectionibus	w1_d9e22166
var.	w3_d9e22169
nec	w5_d9e22172
non	w7_d9e22175
criticis	w9_d9e22178
Disserta-	w11_d9e22181
tionibus	w1_d9e22187
illustratum,	w3_d9e22190
insigniterque	w5_d9e22193
locupleta-	w7_d9e22196
tum,	w1_d9e22201
4.	w3_d9e22204
Tom.	w5_d9e22207
4to	w7_d9e22210
majori,	w9_d9e22213
15.	w11_d9e22216
fl.	w13_d9e22220
Olavi	w1_d9e22225
Celsii	w3_d9e22228
Hiero-botanicon	w5_d9e22231
sive	w7_d9e22234
de	w9_d9e22237
Plantis	w1_d9e22242
Sacræ	w3_d9e22245
Scripturæ	w5_d9e22248
Dissertationes	w7_d9e22251
bre-	w9_d9e22254
ves,	w1_d9e22260
8vo	w3_d9e22263
majori,	w5_d9e22266
Unsaliæ	w7_d9e22269
3.	w9_d9e22272
fl.	w11_d9e22275
Henrici	w1_d9e22280
de	w3_d9e22283
Cocceii	w5_d9e22286
grotius	w7_d9e22289
illustratus	w9_d9e22292
seu	w11_d9e22295
Commentarii	w1_d9e22300
ad	w3_d9e22303
Hugonis	w5_d9e22306
grotii	w7_d9e22309
de	w9_d9e22312
jure	w11_d9e22315
Belli	w1_d9e22320
&	w3_d9e22323
Pacislibrostres,	w5_d9e22326
3.	w7_d9e22329
Tom.	w9_d9e22332
fol.	w11_d9e22335
14.	w13_d9e22339
fl.	w15_d9e22342
Martin	w1_d9e22348
Crusti	w3_d9e22351
Schwäbische	w5_d9e22354
Chronick,	w7_d9e22357
2.	w9_d9e22360
Theil,	w1_d9e22365
fol.	w3_d9e22368
6.	w5_d9e22371
fl.	w7_d9e22374
Christiani	w1_d9e22379
Noldii	w3_d9e22382
Concordantia	w5_d9e22385
particu-	w7_d9e22388
</list>
<p id="p10_d9e22392">
Auf	w1_d9e22396
Verordnung	w3_d9e22399
einer	w5_d9e22402
Hochlöbl.	w7_d9e22405
N.	w9_d9e22408
Oe.	w11_d9e22411
Regierung	w1_d9e22416
in	w3_d9e22419
Justitz=sachen	w5_d9e22422
werden	w7_d9e22425
den	w9_d9e22428
4.	w11_d9e22431
künftigen	w1_d9e22436
Monats=tag	w3_d9e22439
Februarii	w5_d9e22442
auf	w7_d9e22445
der	w9_d9e22448
hohen	w1_d9e22454
Brucken	w3_d9e22457
in	w5_d9e22460
dem	w7_d9e22463
Grienwalderischen	w9_d9e22466
Haus	w1_d9e22471
im	w3_d9e22474
zweyten	w5_d9e22477
Stock	w7_d9e22480
verschiedene	w9_d9e22483
Effec	w11_d9e22486
ten,	w1_d9e22491
als	w3_d9e22494
Kleider,	w5_d9e22497
Stock=uhren,	w7_d9e22500
Kästen,	w9_d9e22503
Sessel,	w1_d9e22508
Canape,	w3_d9e22511
Zinn,	w5_d9e22514
Porcclan,	w7_d9e22517
Wäsch,	w9_d9e22520
Beht=gewand,	w1_d9e22526
Bücher,	w3_d9e22529
Bilder,	w5_d9e22532
dann	w7_d9e22535
auch	w9_d9e22538
ein	w11_d9e22541
paar	w1_d9e22546
Wagen=pferde	w3_d9e22549
4.	w5_d9e22552
jährig,	w7_d9e22555
17.	w9_d9e22558
Faust.	w11_d9e22561
hoch,	w13_d9e22565
und	w1_d9e22570
78.	w3_d9e22573
Stuck	w5_d9e22576
Mousquetier=baraquen	w7_d9e22579
Vor	w9_d9e22582
mittag	w1_d9e22587
von	w3_d9e22590
9.	w5_d9e22593
bis	w7_d9e22596
12.	w9_d9e22599
Nachmittag	w11_d9e22602
von	w13_d9e22606
3.	w15_d9e22609
bis	w1_d9e22615
6.	w3_d9e22618
Uhr	w5_d9e22621
dem	w7_d9e22624
Meistbiettenden	w9_d9e22627
hindann	w11_d9e22630
ge	w13_d9e22634
geben	w1_d9e22639
werden.	w3_d9e22642
</p>
</doc>
