<doc id="wr_1757-11-05" attrs="word" year="1757" month="11" day="05" corpus="2">
<head id="h2_d193e3132">
Marseille	w1_d193e3136
Freywilli	w13_d193e21164
ge;	w1_d193e21169
und	w3_d193e21172
ruckte	w5_d193e21175
bis	w7_d193e21178
vor	w9_d193e21181
das	w11_d193e21184
Fort	w13_d193e21188
Eduard,	w15_d193e21191
so	w17_d193e21194
nur	w1_d193e21200
etliche	w3_d193e21203
Meilen	w5_d193e21206
von	w7_d193e21209
dem	w9_d193e21212
Fort	w11_d193e21215
Georg	w13_d193e21219
ent	w15_d193e21222
fernet	w1_d193e21227
ist,	w3_d193e21230
ohne	w5_d193e21233
entdecket	w7_d193e21236
zu	w9_d193e21239
werden.	w11_d193e21242
Er	w13_d193e21246
mach	w15_d193e21249
te	w1_d193e21254
gleich	w3_d193e21257
eine	w5_d193e21260
feindliche	w7_d193e21263
Patrouille	w9_d193e21266
von	w11_d193e21269
10.	w13_d193e21273
Mann	w1_d193e21278
nieder,	w3_d193e21281
und	w5_d193e21284
warfe	w7_d193e21287
auch	w9_d193e21290
sohin	w11_d193e21293
eine	w13_d193e21297
Or	w15_d193e21300
dinaris	w1_d193e21306
wache	w3_d193e21309
von	w5_d193e21312
50.	w7_d193e21315
Mann,	w9_d193e21318
nebst	w11_d193e21321
vielen	w13_d193e21325
Ar	w15_d193e21328
beitern	w1_d193e21333
über	w3_d193e21336
den	w5_d193e21339
Hauffen;	w7_d193e21342
und	w9_d193e21345
da	w11_d193e21348
er	w13_d193e21352
sich	w15_d193e21355
so	w17_d193e21358
fort	w1_d193e21363
vor	w3_d193e21366
dem	w5_d193e21369
feindlichen	w7_d193e21372
Lager	w9_d193e21375
zeigte,	w11_d193e21378
ruckten	w13_d193e21382
sie	w1_d193e21387
gleich	w3_d193e21390
3000.	w5_d193e21393
Mann	w7_d193e21396
stark	w9_d193e21399
aus	w11_d193e21402
solchem	w13_d193e21406
ge	w15_d193e21409
gen	w1_d193e21415
ihn	w3_d193e21418
an,	w5_d193e21421
und	w7_d193e21424
gaben	w9_d193e21427
Feuer	w11_d193e21430
auf	w13_d193e21434
ihn.	w15_d193e21437
Er	w17_d193e21440
hielte	w1_d193e21445
solches	w3_d193e21448
gegen	w5_d193e21451
2.	w7_d193e21454
Stund	w9_d193e21457
lang	w11_d193e21460
aus,	w13_d193e21464
und	w15_d193e21467
</p>
<p id="p20_d193e21472">
er	w1_d193e21476
hatte	w3_d193e21479
sogar	w5_d193e21482
nech	w7_d193e21485
Mühe,	w9_d193e21488
die	w11_d193e21491
Wilden,	w13_d193e21495
wel	w15_d193e21498
che	w1_d193e21503
bey	w3_d193e21506
ihme	w5_d193e21509
waren,	w7_d193e21512
zuruck=gehen	w9_d193e21515
zu	w11_d193e21518
machen.	w13_d193e21522
Er	w1_d193e21527
tödtete	w3_d193e21530
in	w5_d193e21533
dieser	w7_d193e21536
Attion	w9_d193e21539
mehr	w11_d193e21542
als	w13_d193e21546
150.	w15_d193e21549
Mann,	w1_d193e21555
denen	w3_d193e21558
sohin	w5_d193e21561
von	w7_d193e21564
40.	w9_d193e21567
Köpfen	w11_d193e21570
die	w13_d193e21574
Wil	w15_d193e21577
de	w1_d193e21582
das	w3_d193e21585
Haar	w5_d193e21588
samt	w7_d193e21591
der	w9_d193e21594
Haut	w11_d193e21597
weg=nahmen.	w13_d193e21601
Er	w1_d193e21606
selbst	w3_d193e21609
verlore	w5_d193e21612
seiner	w7_d193e21615
Seits	w9_d193e21618
keinen	w11_d193e21621
einzigen	w13_d193e21625
Mann,	w1_d193e21630
und	w3_d193e21633
nur	w5_d193e21636
2.	w7_d193e21639
Wilde	w9_d193e21642
wurden	w11_d193e21645
verwundet.	w13_d193e21649
</p>
<p id="p22_d193e21652">
Das	w1_d193e21656
dritte	w3_d193e21659
Detaschement,	w5_d193e21662
welches	w7_d193e21665
von	w9_d193e21668
ei	w11_d193e21671
nem	w1_d193e21676
anderen	w3_d193e21679
Officier	w5_d193e21682
der	w7_d193e21685
Colone,	w9_d193e21688
Namens	w11_d193e21691
Cor	w13_d193e21695
biere	w1_d193e21700
commandiret	w3_d193e21703
wurde,	w5_d193e21706
hielte	w7_d193e21709
sich	w9_d193e21712
einen	w11_d193e21715
ganzen	w1_d193e21721
Tag	w3_d193e21724
hindurch	w5_d193e21727
hinter	w7_d193e21730
einem	w9_d193e21733
Gesträuche	w11_d193e21736
verborgen.	w1_d193e21741
Bey	w3_d193e21744
anruckender	w5_d193e21747
Nacht	w7_d193e21750
nahme	w9_d193e21753
er	w1_d193e21758
20.	w3_d193e21761
Kähne,	w5_d193e21764
und	w7_d193e21767
2.	w9_d193e21770
Nachen	w11_d193e21773
auf	w13_d193e21777
dem	w15_d193e21780
See	w17_d193e21783
gewahr,	w1_d193e21788
darinnen	w3_d193e21791
sich	w5_d193e21794
mehr	w7_d193e21797
als	w9_d193e21800
350.	w11_d193e21803
Englän	w13_d193e21807
der	w1_d193e21813
unter	w3_d193e21816
dem	w5_d193e21819
Commando	w7_d193e21822
des	w9_d193e21825
Obristens	w11_d193e21828
Par	w13_d193e21832
ker,	w1_d193e21837
5.	w3_d193e21840
Haupt=leuten,	w5_d193e21843
und	w7_d193e21846
6.	w9_d193e21849
anderen	w11_d193e21852
Offi	w13_d193e21856
cieren	w1_d193e21861
befanden.	w3_d193e21864
Die	w5_d193e21867
Wilden,	w7_d193e21870
welche	w9_d193e21873
bey	w11_d193e21876
ihme	w1_d193e21881
waren,	w3_d193e21884
machten	w5_d193e21887
ihr	w7_d193e21890
gewöhnliches	w9_d193e21893
Ge	w11_d193e21896
schrey,	w1_d193e21902
und	w3_d193e21905
schossen	w5_d193e21908
zugleich	w7_d193e21911
zum	w9_d193e21914
erstenmal	w11_d193e21917
ab.	w1_d193e21922
Die	w3_d193e21925
Feinde	w5_d193e21928
thaten	w7_d193e21931
einen	w9_d193e21934
sehr	w11_d193e21937
schwachen	w13_d193e21941
Widerstand.	w1_d193e21946
Zwey	w3_d193e21949
einzige	w5_d193e21952
Kähne	w7_d193e21955
erretteten	w9_d193e21958
sich	w1_d193e21963
mit	w3_d193e21966
der	w5_d193e21969
Flucht,	w7_d193e21972
die	w9_d193e21975
andere	w11_d193e21978
wurden	w13_d193e21982
weg	w15_d193e21985
genommen,	w1_d193e21991
und	w3_d193e21994
in	w5_d193e21997
den	w7_d193e22000
Grund	w9_d193e22003
versenket.	w11_d193e22006
Der	w13_d193e22010
Hr.	w1_d193e22015
Corbiere	w3_d193e22018
kame	w5_d193e22021
mit	w7_d193e22024
160.	w9_d193e22027
Gefangenen	w11_d193e22030
zu	w13_d193e22034
rücke,	w1_d193e22039
und	w3_d193e22042
mehr	w5_d193e22045
als	w7_d193e22048
150.	w9_d193e22051
Engländer	w11_d193e22054
seynd	w13_d193e22058
er	w15_d193e22061
trunken,	w1_d193e22066
oder	w3_d193e22069
sonst	w5_d193e22072
ertödtet	w7_d193e22075
worden,	w9_d193e22078
dahinge	w11_d193e22081
gen	w1_d193e22087
bey	w3_d193e22090
dem	w5_d193e22093
Franzö	w7_d193e22096
ösischen	w1_d193e22101
Detaschement	w3_d193e22104
nicht	w1_d193e22109
mehr	w3_d193e22112
als	w5_d193e22115
ein	w7_d193e22118
einziger	w9_d193e22121
Wilder,	w11_d193e22124
und	w13_d193e22128
dieser	w1_d193e22133
nur	w3_d193e22136
ganz	w5_d193e22139
gering	w7_d193e22142
bleßiret	w9_d193e22145
worden.	w11_d193e22148
</p>
<p id="p24_d193e22152">
Der	w1_d193e22156
Marquis	w3_d193e22159
de	w5_d193e22162
Montealm	w7_d193e22165
beschäftigte	w9_d193e22168
sich	w1_d193e22173
indessen	w3_d193e22176
immer	w5_d193e22179
mit	w7_d193e22182
denen	w9_d193e22185
Vorkehrungen	w11_d193e22188
seines	w1_d193e22193
Marsches.	w3_d193e22196
Er	w5_d193e22199
theilete	w7_d193e22202
die	w9_d193e22205
Landmi	w11_d193e22208
litz	w1_d193e22214
in	w3_d193e22217
verschiedene	w5_d193e22220
Battaillons	w7_d193e22223
ein,	w9_d193e22226
darüber	w11_d193e22229
er	w1_d193e22234
Officiere	w3_d193e22237
deren	w5_d193e22240
Trupen	w7_d193e22243
der	w9_d193e22246
Colonie	w11_d193e22249
zu	w13_d193e22253
Commandanten	w1_d193e22258
stellte;	w3_d193e22261
und	w5_d193e22264
aus	w7_d193e22267
detaschirten	w9_d193e22270
Compagnien	w1_d193e22275
von	w3_d193e22278
diesen	w5_d193e22281
Trupen	w7_d193e22284
formirte	w9_d193e22287
er	w11_d193e22290
ein	w1_d193e22296
Battaillon,	w3_d193e22299
um	w5_d193e22302
mit	w7_d193e22305
denen	w9_d193e22308
Land=trupen	w11_d193e22311
zu	w1_d193e22316
streiffen.	w3_d193e22319
Dem	w5_d193e22322
von	w7_d193e22325
schon	w9_d193e22328
mehreren	w11_d193e22331
die	w13_d193e22335
zen	w1_d193e22340
Krieg	w3_d193e22343
hindurch	w5_d193e22346
wol	w7_d193e22349
ausgeführten	w9_d193e22352
Expe	w11_d193e22355
ditionen	w1_d193e22360
bekannten	w3_d193e22363
Hauptmann	w5_d193e22366
bey	w7_d193e22369
denen	w9_d193e22372
Trupen	w1_d193e22378
der	w3_d193e22381
Colonie	w5_d193e22384
Hrn.	w7_d193e22387
de	w9_d193e22390
Villiers	w11_d193e22393
gabe	w13_d193e22397
er	w15_d193e22400
ein	w1_d193e22405
Corpo	w3_d193e22408
von	w5_d193e22411
300.	w7_d193e22414
freywilligen	w9_d193e22417
Canadiern	w11_d193e22420
so	w1_d193e22425
daß	w3_d193e22428
die	w5_d193e22431
Armee	w7_d193e22434
aus	w9_d193e22437
3.	w11_d193e22440
Brigaden	w13_d193e22444
regulir	w15_d193e22447
ter	w1_d193e22452
Trupen,	w3_d193e22455
nämlichen	w5_d193e22458
der	w7_d193e22461
aus	w9_d193e22464
denen	w11_d193e22467
Batail	w13_d193e22471
lons	w1_d193e22477
la	w3_d193e22480
Reine,	w5_d193e22483
Languedoc,	w7_d193e22486
und	w9_d193e22489
denen	w11_d193e22492
Colonie	w13_d193e22496
trupen	w1_d193e22501
formirten	w3_d193e22504
Brigade	w5_d193e22507
la	w7_d193e22510
Reine,	w9_d193e22513
dann	w11_d193e22516
der	w1_d193e22521
aus	w3_d193e22524
denen	w5_d193e22527
Battaillons	w7_d193e22530
la	w9_d193e22533
Sarre	w11_d193e22536
und	w13_d193e22540
Guyenne	w1_d193e22545
zusammen	w3_d193e22548
gesetzten	w5_d193e22551
Brigade	w7_d193e22554
la	w9_d193e22557
Sar	w11_d193e22560
re,	w1_d193e22566
wie	w3_d193e22569
auch	w5_d193e22572
der	w7_d193e22575
aus	w9_d193e22578
denen	w11_d193e22581
Battaillons	w13_d193e22585
von	w15_d193e22588
Roval=reusillon	w1_d193e22593
und	w3_d193e22596
Bearn	w5_d193e22599
formirten	w7_d193e22602
Briga	w9_d193e22605
</p>
<p id="p26_d193e22608">
de	w1_d193e22612
Royal=rousillon,	w3_d193e22615
dann	w5_d193e22618
aus	w7_d193e22621
6.	w9_d193e22624
Brigaden	w11_d193e22627
Militz,	w1_d193e22632
300.	w3_d193e22635
Freywilligen	w5_d193e22638
von	w7_d193e22641
Villiers,	w9_d193e22644
und	w11_d193e22647
einem	w1_d193e22652
Detaschement	w3_d193e22655
von	w5_d193e22658
Artillerie	w7_d193e22661
und	w9_d193e22664
Genie,	w11_d193e22667
(so	w1_d193e22673
aus	w3_d193e22676
7.	w5_d193e22679
Officiers	w7_d193e22682
und	w9_d193e22685
beyläuffig	w11_d193e22688
120.	w13_d193e22692
Feuer	w15_d193e22695
werkern	w1_d193e22700
und	w3_d193e22703
Arbeits=leuten	w5_d193e22706
errichtet	w7_d193e22709
ware)	w9_d193e22712
bestunde.	w1_d193e22717
</p>
<p id="p28_d193e22720">
Alle	w1_d193e22724
diese	w3_d193e22727
Corps	w5_d193e22730
zusammen	w7_d193e22733
machten	w9_d193e22736
nicht	w11_d193e22739
mehr	w1_d193e22744
als	w3_d193e22747
5500.	w5_d193e22750
Combattanten	w7_d193e22753
aus,	w9_d193e22756
ohne	w11_d193e22759
denen	w1_d193e22764
Wilden,	w3_d193e22767
deren	w5_d193e22770
Anzahl	w7_d193e22773
beyläuffig	w9_d193e22776
auf	w11_d193e22779
800.	w1_d193e22785
Mann	w3_d193e22788
sich	w5_d193e22791
erstreckte;	w7_d193e22794
dann	w9_d193e22797
der	w11_d193e22800
Mar	w13_d193e22804
quis	w1_d193e22809
de	w3_d193e22812
Montcalm	w5_d193e22815
ware	w7_d193e22818
bemüßiget,	w9_d193e22821
verschie	w11_d193e22824
dene	w1_d193e22829
Detaschementer	w3_d193e22832
daraus	w5_d193e22835
zu	w7_d193e22838
entfernen,	w9_d193e22841
und	w1_d193e22846
theils	w3_d193e22849
mit	w5_d193e22852
solchen	w7_d193e22855
das	w9_d193e22858
Fort	w11_d193e22861
Carillon,	w13_d193e22865
theils	w1_d193e22871
andere	w3_d193e22874
Posten	w5_d193e22877
zu	w7_d193e22880
besetzen.	w9_d193e22883
</p>
<p id="p30_d193e22886">
Es	w1_d193e22890
ware	w3_d193e22893
hiebey	w5_d193e22896
nohtwendig,	w7_d193e22899
von	w9_d193e22902
Carillon	w11_d193e22905
bis	w1_d193e22910
an	w3_d193e22913
den	w5_d193e22916
See	w7_d193e22919
des	w9_d193e22922
Heil.	w11_d193e22925
Saeraments,	w13_d193e22929
zu	w15_d193e22932
Land,	w1_d193e22937
und	w3_d193e22940
zwar	w5_d193e22943
auf	w7_d193e22946
Menschen=händen	w9_d193e22949
nicht	w11_d193e22952
allein	w1_d193e22958
die	w3_d193e22961
Artillerie,	w5_d193e22964
sondern	w7_d193e22967
auch	w9_d193e22970
den	w11_d193e22973
Kriegs	w13_d193e22977
und	w1_d193e22982
Mund=vorrat	w3_d193e22985
von	w5_d193e22988
aller	w7_d193e22991
Gattung,	w9_d193e22994
wie	w11_d193e22997
nicht	w1_d193e23002
minder	w3_d193e23005
mehr	w5_d193e23008
als	w7_d193e23011
400.	w9_d193e23014
Kähne	w11_d193e23017
und	w13_d193e23021
Nachen	w15_d193e23024
zu	w1_d193e23029
übertragen,	w3_d193e23032
und	w5_d193e23035
es	w7_d193e23038
ist	w9_d193e23041
diese	w11_d193e23044
Unternehmung	w13_d193e23048
mit	w1_d193e23054
solcher	w3_d193e23057
Sorgfalt	w5_d193e23060
und	w7_d193e23063
Eilfertigkeit	w9_d193e23066
bewerk	w11_d193e23069
stelliget	w1_d193e23074
worden,	w3_d193e23077
daß	w5_d193e23080
man	w7_d193e23083
in	w9_d193e23086
der	w11_d193e23089
Nacht	w13_d193e23093
zwi	w15_d193e23096
schen	w1_d193e23101
den	w3_d193e23104
31.	w5_d193e23107
Julii	w7_d193e23110
und	w9_d193e23113
1.	w11_d193e23116
Augusti	w13_d193e23120
schon	w15_d193e23123
völ	w17_d193e23126
lig	w1_d193e23131
damit	w3_d193e23134
fertig	w5_d193e23137
ware.	w7_d193e23140
</p>
<p id="p32_d193e23143">
Den	w1_d193e23147
30.	w3_d193e23150
Julii	w5_d193e23153
liesse	w7_d193e23156
der	w9_d193e23159
Marquis	w11_d193e23162
von	w13_d193e23166
Montcalm	w1_d193e23171
den	w3_d193e23174
Brigadier	w5_d193e23177
Ehev.	w7_d193e23180
de	w9_d193e23183
Levis	w11_d193e23186
an	w1_d193e23191
der	w3_d193e23194
Spitze	w5_d193e23197
eines	w7_d193e23200
Corps	w9_d193e23203
von	w11_d193e23206
2500.	w13_d193e23210
Mann	w15_d193e23213
bestehend	w1_d193e23219
aus	w3_d193e23222
6.	w5_d193e23225
Compagnien	w7_d193e23228
Grenadiers,	w9_d193e23231
8.	w11_d193e23234
Piquettern	w1_d193e23239
Freywillige	w3_d193e23242
von	w5_d193e23245
Villiers,	w7_d193e23248
beyläuf	w9_d193e23251
fig	w1_d193e23256
1000.	w3_d193e23259
Canadiern,	w5_d193e23262
und	w7_d193e23265
500.	w9_d193e23268
Wilden	w11_d193e23271
durch	w1_d193e23276
den	w3_d193e23279
Wald	w5_d193e23282
marschiren,	w7_d193e23285
um	w9_d193e23288
sodann	w11_d193e23291
die	w13_d193e23295
Einschiffung	w1_d193e23301
und	w3_d193e23304
Fahrt	w5_d193e23307
der	w7_d193e23310
Armee	w9_d193e23313
zu	w11_d193e23316
versi	w13_d193e23320
cheren,	w1_d193e23325
und	w3_d193e23328
zugleich	w5_d193e23331
die	w7_d193e23334
Gegend	w9_d193e23337
zu	w11_d193e23340
recognosci	w13_d193e23344
ren.	w1_d193e23349
Dieser	w3_d193e23352
Officier	w5_d193e23355
fassete	w7_d193e23358
ungehindert,	w9_d193e23361
de	w11_d193e23364
ren	w1_d193e23369
vielfältigen	w3_d193e23372
Beschwerlichkeiten	w5_d193e23375
solch	w7_d193e23378
mü	w9_d193e23381
hesamen	w1_d193e23387
Marsches,	w3_d193e23390
den	w5_d193e23393
folgenden	w7_d193e23396
Abend	w9_d193e23399
an	w11_d193e23402
der	w1_d193e23407
Bay	w3_d193e23410
von	w5_d193e23413
Ganaouske	w7_d193e23416
(so	w9_d193e23419
nur	w11_d193e23422
4.	w13_d193e23426
Meilen	w15_d193e23429
von	w1_d193e23434
dem	w3_d193e23437
Fort	w5_d193e23440
St.	w7_d193e23443
Georg	w9_d193e23446
entfernet	w11_d193e23449
ist)	w13_d193e23453
Posto.	w1_d193e23458
</p>
<p id="p34_d193e23461">
(ie	w1_d193e23465
fernere	w3_d193e23468
Fortsetzung	w5_d193e23471
folgt	w7_d193e23474
künftig.	w9_d193e23477
</p>
<p id="p42_d193e23528">
Aus	w1_d193e23532
dem	w3_d193e23535
K.	w5_d193e23538
K.	w7_d193e23541
Haupt=quartier	w9_d193e23544
Lissa	w11_d193e23547
den	w13_d193e23551
30.	w15_d193e23554
Octob.	w17_d193e23557
DJe	w1_d193e23562
letztere	w3_d193e23565
Nachrichten	w5_d193e23568
des	w7_d193e23571
Kaiserl.	w9_d193e23574
Königl.	w11_d193e23577
Generalfeldwachtmei	w13_d193e23581
Esters	w1_d193e23586
Frey=herrn	w3_d193e23589
von	w5_d193e23592
Beck	w7_d193e23595
enthielten,	w9_d193e23598
daß	w11_d193e23601
die	w13_d193e23605
feindliche	w15_d193e23608
Natural-zu	w17_d193e23611
fuhren	w1_d193e23617
jenseits	w3_d193e23620
der	w5_d193e23623
Oder	w7_d193e23626
sehr	w9_d193e23629
stark	w11_d193e23632
betrieben	w13_d193e23636
würden;	w15_d193e23639
ein	w17_d193e23642
seiniges	w19_d193e23645
Com	w21_d193e23648
mando	w1_d193e23653
aber	w3_d193e23656
15.	w5_d193e23659
Wägen	w7_d193e23662
mit	w9_d193e23665
Fourage,	w11_d193e23668
so	w13_d193e23672
theils	w15_d193e23675
von	w17_d193e23678
Pannwitz,	w19_d193e23681
theils	w21_d193e23684
aus	w23_d193e23687
dem	w1_d193e23692
Wohlauischen	w3_d193e23695
dem	w5_d193e23698
Feind	w7_d193e23701
hätten	w9_d193e23704
zugeführet	w11_d193e23707
werden	w13_d193e23711
sollen,	w15_d193e23714
in	w17_d193e23717
das	w19_d193e23720
La	w21_d193e23723
ger	w1_d193e23728
eingebracht,	w3_d193e23731
und	w5_d193e23734
1.	w7_d193e23737
Officier	w9_d193e23740
nebst	w11_d193e23743
1.	w13_d193e23747
Gemeinem	w15_d193e23750
von	w17_d193e23753
den	w19_d193e23756
feindlichen	w21_d193e23759
Hussaren,	w1_d193e23765
so	w3_d193e23768
sich	w5_d193e23771
præsentirt,	w7_d193e23774
niedergeschossen	w9_d193e23777
hätte.	w11_d193e23780
Und	w13_d193e23784
besag	w15_d193e23787
anderer	w17_d193e23790
Ra-	w19_d193e23793
porten,	w1_d193e23798
soll	w3_d193e23801
die	w5_d193e23804
Preußische	w7_d193e23807
Armée	w9_d193e23810
gestern	w11_d193e23813
unter	w13_d193e23817
dem	w15_d193e23820
angegebenen,	w17_d193e23823
jedoch	w19_d193e23826
nicht	w1_d193e23831
bewerkthätigten	w3_d193e23834
Vorwand,	w5_d193e23837
die	w7_d193e23840
Flügeln	w9_d193e23843
verwechseln	w11_d193e23846
zu	w13_d193e23850
wollen,	w15_d193e23853
aus	w17_d193e23856
gerucket	w1_d193e23861
gewesen	w3_d193e23864
seyn,	w5_d193e23867
auch	w7_d193e23870
alle	w9_d193e23873
nur	w11_d193e23876
etwas	w13_d193e23880
reconvalescirte	w15_d193e23883
Mannschaft	w17_d193e23886
aus	w19_d193e23889
Breßlau	w1_d193e23895
an	w3_d193e23898
sich	w5_d193e23901
gezogen	w7_d193e23904
haben	w9_d193e23907
im	w11_d193e23910
übrigen	w13_d193e23914
aber	w15_d193e23917
der	w17_d193e23920
gemeine	w19_d193e23923
Mann	w21_d193e23926
beständig	w23_d193e23929
in	w1_d193e23934
dem	w3_d193e23937
Wahn	w5_d193e23940
erhalten	w7_d193e23943
werden,	w9_d193e23946
daß	w11_d193e23949
der	w13_d193e23953
König	w15_d193e23956
von	w17_d193e23959
Preussen,	w19_d193e23962
nebst	w21_d193e23965
dem	w23_d193e23968
Prinz	w25_d193e23972
Moritz	w1_d193e23977
von	w3_d193e23980
Dessau	w5_d193e23983
zum	w7_d193e23986
Succurs	w9_d193e23989
und	w11_d193e23992
Verstärkung	w13_d193e23996
im	w15_d193e23999
Anzug	w17_d193e24002
begriffen	w19_d193e24005
wäre.	w21_d193e24008
</p>
<head id="h2_d193e24014">
JOURNAI	w1_d193e24018
</head>
<p id="p4_d193e24021">
Bey	w1_d193e24025
der	w3_d193e24028
Belagerung	w5_d193e24031
von	w7_d193e24034
Schweidnitz	w9_d193e24037
wird	w11_d193e24040
die	w13_d193e24044
Arbeit	w15_d193e24047
gegen	w17_d193e24050
die	w19_d193e24053
Fe	w21_d193e24056
stung	w1_d193e24061
mit	w3_d193e24064
vieler	w5_d193e24067
Emsigkeit	w7_d193e24070
betrieben,	w9_d193e24073
und	w11_d193e24076
ist	w13_d193e24080
vermög	w15_d193e24083
der	w17_d193e24086
eingegangenen	w19_d193e24089
Be	w21_d193e24092
richte	w1_d193e24097
in	w3_d193e24100
der	w5_d193e24103
Nacht	w7_d193e24106
vom	w9_d193e24109
28.	w11_d193e24112
bis	w13_d193e24116
29.	w15_d193e24119
dieses,	w17_d193e24122
die	w19_d193e24125
Paralelle	w21_d193e24128
ziemlich	w23_d193e24131
weit	w25_d193e24135
fort	w27_d193e24138
gesetzet,	w1_d193e24144
auch	w3_d193e24147
dabey	w5_d193e24150
währender	w7_d193e24153
Nacht	w9_d193e24156
nicht	w11_d193e24159
mehr	w13_d193e24163
als	w15_d193e24166
ein	w17_d193e24169
Mann	w19_d193e24172
durch	w21_d193e24175
eine	w23_d193e24178
Bombe	w1_d193e24183
getödtet,	w3_d193e24186
und	w5_d193e24189
ein	w7_d193e24192
anderer	w9_d193e24195
verwundet	w11_d193e24198
worden.	w13_d193e24202
Dahingegen	w15_d193e24205
hat	w17_d193e24208
ein	w19_d193e24211
Leutenant,	w1_d193e24216
so	w3_d193e24219
mit	w5_d193e24222
40.	w7_d193e24225
Pferden	w9_d193e24228
aus	w11_d193e24231
dem	w13_d193e24235
Lager	w15_d193e24238
von	w17_d193e24241
Schweidnitz	w19_d193e24244
gegen	w21_d193e24247
Streh	w23_d193e24250
len	w1_d193e24255
detachiret	w3_d193e24258
war,	w5_d193e24261
das	w7_d193e24264
Unglück	w9_d193e24267
gehabt,	w11_d193e24270
von	w13_d193e24274
einem	w15_d193e24277
starken	w17_d193e24280
Preußischen	w19_d193e24283
Commando,	w1_d193e24289
so	w3_d193e24292
eben	w5_d193e24295
unter	w7_d193e24298
dem	w9_d193e24301
Obristen	w11_d193e24304
Werner	w13_d193e24308
von	w15_d193e24311
Breßlau	w17_d193e24314
dahinge	w19_d193e24317
kommen,	w1_d193e24322
meisten	w3_d193e24325
Theils	w5_d193e24328
aufgehoben	w7_d193e24331
zu	w9_d193e24334
werden;	w11_d193e24337
gestalten	w13_d193e24341
so	w15_d193e24344
viel	w17_d193e24347
noch	w19_d193e24350
dermalen	w21_d193e24353
wissend	w1_d193e24358
ist	w3_d193e24361
nur	w5_d193e24364
8.	w7_d193e24367
Mann	w9_d193e24370
und	w11_d193e24373
7.	w13_d193e24377
Pferd	w15_d193e24380
sich	w17_d193e24383
davon	w19_d193e24386
haben	w21_d193e24389
zuruck	w23_d193e24392
ziehen	w25_d193e24396
können	w27_d193e24399
Jn	w1_d193e24404
dem	w3_d193e24407
Glatzischen	w5_d193e24410
befindet	w7_d193e24413
sich	w9_d193e24416
der	w11_d193e24419
General=feld=wacht=meister	w13_d193e24423
Frey	w15_d193e24426
herr	w1_d193e24432
von	w3_d193e24435
Jahnus	w5_d193e24438
noch	w7_d193e24441
immer	w9_d193e24444
in	w11_d193e24447
seiner	w13_d193e24451
genommenen	w15_d193e24454
Position	w17_d193e24457
bey	w19_d193e24460
Habel	w21_d193e24463
</p>
<head id="h2_d193e24469">
Eben	w1_d193e24473
alda	w3_d193e24476
den	w5_d193e24479
31.	w7_d193e24482
October.	w9_d193e24485
</head>
<p id="p4_d193e24488">
ES	w1_d193e24492
hat	w3_d193e24495
das	w5_d193e24498
Journal	w7_d193e24501
vom	w9_d193e24504
22.	w11_d193e24507
dieses	w13_d193e24511
bemerket/	w15_d193e24514
was	w17_d193e24517
gestalten	w19_d193e24520
in	w21_d193e24523
dem	w23_d193e24526
Be	w25_d193e24530
zirk	w1_d193e24535
von	w3_d193e24538
Klettendorf	w5_d193e24541
und	w7_d193e24544
Hartlieb	w9_d193e24547
an	w11_d193e24550
der	w13_d193e24554
Loh	w15_d193e24557
ein	w17_d193e24560
Commando	w19_d193e24563
von	w21_d193e24566
Gränzern	w1_d193e24571
und	w3_d193e24574
Hussaren	w5_d193e24577
angestellet	w7_d193e24580
worden,	w9_d193e24583
welches	w11_d193e24586
aus	w13_d193e24590
300.	w15_d193e24593
Mann	w17_d193e24596
zu	w19_d193e24599
Fuß	w1_d193e24605
von	w3_d193e24608
dem	w5_d193e24611
Gradiscaner=dann	w7_d193e24614
dem	w9_d193e24617
Desoffischen	w11_d193e24620
Hussaren=reginient	w13_d193e24624
zu	w15_d193e24627
sammen	w1_d193e24632
gesetzet	w3_d193e24635
ware.	w5_d193e24638
Deme	w7_d193e24641
entgegen	w9_d193e24644
befanden	w11_d193e24647
sich	w13_d193e24651
zeithero	w15_d193e24654
die	w17_d193e24657
Preußi	w19_d193e24660
sche	w1_d193e24665
Posten	w3_d193e24668
in	w5_d193e24671
denen	w7_d193e24674
Gegenden	w9_d193e24677
von	w11_d193e24680
Woyschwitz,	w13_d193e24684
Oltaschin,	w15_d193e24687
und	w17_d193e24690
Rotten	w19_d193e24693
zieben;	w1_d193e24698
und	w3_d193e24701
diese	w5_d193e24704
wurden	w7_d193e24707
in	w9_d193e24710
ihren	w11_d193e24713
Fourage-eintreibungen	w13_d193e24717
durch	w15_d193e24720
ermeldetes	w17_d193e24723
Commando	w1_d193e24729
von	w3_d193e24732
Zeit	w5_d193e24735
zu	w7_d193e24738
Zeit	w9_d193e24741
eingeschränket.	w11_d193e24744
Um	w13_d193e24748
sich	w15_d193e24751
dahero	w17_d193e24754
mehrers	w19_d193e24757
Luft	w21_d193e24760
zu	w1_d193e24765
machen,	w3_d193e24768
so	w5_d193e24771
ruckte	w7_d193e24774
den	w9_d193e24777
29.	w11_d193e24780
dieses	w13_d193e24784
ein	w15_d193e24787
gesammelt=feindliches	w17_d193e24790
Corpetto	w19_d193e24793
so	w1_d193e24798
besag	w3_d193e24801
der	w5_d193e24804
Raporten,	w7_d193e24807
als	w9_d193e24810
einem	w11_d193e24813
Battaillon-grenadieren,	w13_d193e24817
300.	w15_d193e24820
