<doc id="wr_1760-01-02" attrs="word" year="1760" month="01" day="02" corpus="2">
<head id="h2_d411e2925">
Erfurt	w1_d411e2929
peremptorie	w5_d411e21173
cum	w7_d411e21176
clausula	w9_d411e21179
angeordneten	w1_d411e21185
Convocations	w3_d411e21188
und	w5_d411e21191
Liquidations=tag	w7_d411e21194
satzung	w1_d411e21199
sich	w3_d411e21202
alsogewiß	w5_d411e21205
anzumelden,	w7_d411e21208
zu	w9_d411e21211
legitimiren,	w11_d411e21214
und	w1_d411e21219
Erb=sprüche	w3_d411e21222
zu	w5_d411e21225
liquidiren,	w7_d411e21228
sub	w9_d411e21231
1mo,	w11_d411e21234
2do,	w13_d411e21238
&	w15_d411e21241
tertio	w1_d411e21246
termino	w3_d411e21249
hiemit	w5_d411e21252
dergestalten	w7_d411e21255
citiret	w9_d411e21258
wer	w11_d411e21261
den;	w1_d411e21267
daß	w3_d411e21270
in	w5_d411e21273
nicht	w7_d411e21276
Erscheinungs=fall	w9_d411e21279
jedannoch	w11_d411e21282
er	w13_d411e21286
holte	w1_d411e21291
Verlassenschafts=abhandlung	w3_d411e21294
geschlossen,	w5_d411e21297
und	w7_d411e21300
was	w1_d411e21305
Rechtens,	w3_d411e21308
ist	w5_d411e21311
erkennet,	w7_d411e21314
auch	w9_d411e21317
darüberhin	w11_d411e21320
nie	w13_d411e21324
mand	w1_d411e21329
mehr	w3_d411e21332
angehöret,	w5_d411e21335
sondern	w7_d411e21338
denen	w9_d411e21341
Ausbleiben	w11_d411e21344
den	w1_d411e21350
das	w3_d411e21353
ewige	w5_d411e21356
Stillschweigen	w7_d411e21359
auferleget	w9_d411e21362
werden	w11_d411e21365
solle.	w1_d411e21370
Actum	w3_d411e21373
Wien	w5_d411e21376
den	w7_d411e21379
24.	w9_d411e21382
Novemb.	w11_d411e21385
1759.	w13_d411e21389
</p>
<p id="p30_d411e21392">
Von	w1_d411e21396
N.	w3_d411e21399
Burger=meister,	w5_d411e21402
Richter,	w7_d411e21405
und	w9_d411e21408
Raht	w11_d411e21411
zur	w1_d411e21416
Wienerischen	w3_d411e21419
Neu=stadt	w5_d411e21422
wird	w7_d411e21425
hiemit	w9_d411e21428
kund,	w11_d411e21431
und	w1_d411e21436
zu	w3_d411e21439
wissen	w5_d411e21442
gemacht:	w7_d411e21445
was	w9_d411e21448
gestalten	w11_d411e21451
den	w13_d411e21455
17.	w15_d411e21458
Januarii	w1_d411e21464
1760.	w3_d411e21467
in	w5_d411e21470
besagter	w7_d411e21473
Neu=stadt	w9_d411e21476
in	w11_d411e21479
dem	w13_d411e21483
Maximilianischen	w1_d411e21488
Haus,	w3_d411e21491
in	w5_d411e21494
der	w7_d411e21497
sogenannten	w9_d411e21500
Neun=kirchner=gassen	w1_d411e21505
Vormittag	w3_d411e21508
um	w5_d411e21511
9.	w7_d411e21514
Uhr	w9_d411e21517
zer	w11_d411e21520
schiedene	w1_d411e21525
deren	w3_d411e21528
besten	w5_d411e21531
Hungarischen	w7_d411e21534
Weinen	w9_d411e21537
als:	w11_d411e21540
1748,	w1_d411e21546
1750,	w3_d411e21549
1752,	w5_d411e21552
1754,	w7_d411e21555
1756,	w9_d411e21558
1757,	w11_d411e21561
1758.	w13_d411e21565
und	w1_d411e21570
1759	w3_d411e21573
dem	w5_d411e21576
Meist=bietenden	w7_d411e21579
licitando	w9_d411e21582
zu	w11_d411e21585
ver	w13_d411e21589
kauffen	w1_d411e21594
seyen.	w3_d411e21597
Wer	w5_d411e21600
also	w7_d411e21603
hierzu	w9_d411e21606
ein	w11_d411e21609
Verlangen	w13_d411e21613
traget,	w1_d411e21618
der	w3_d411e21621
kan	w5_d411e21624
sich	w7_d411e21627
in	w9_d411e21630
gedachter	w11_d411e21633
Wienerischen	w13_d411e21637
Neu	w15_d411e21640
stadt	w1_d411e21646
in	w3_d411e21649
der	w5_d411e21652
Maximilianischen	w7_d411e21655
Behausung	w9_d411e21658
allda	w11_d411e21661
an	w1_d411e21666
obbestimmten	w3_d411e21669
Tag	w5_d411e21672
und	w7_d411e21675
Stund	w9_d411e21678
einfinden.	w11_d411e21681
</p>
<p id="p32_d411e21684">
Es	w1_d411e21688
wird	w3_d411e21691
hiemit	w5_d411e21694
jedermänniglich	w7_d411e21697
kund	w9_d411e21700
und	w11_d411e21703
zu	w13_d411e21707
wissen	w1_d411e21712
gemacht,	w3_d411e21715
was	w5_d411e21718
gestalten	w7_d411e21721
den	w9_d411e21724
10.	w11_d411e21727
künftigen	w13_d411e21731
Monats	w1_d411e21736
Januarii	w3_d411e21739
1760.	w5_d411e21742
und	w7_d411e21745
die	w9_d411e21748
darauf	w11_d411e21751
folgende	w13_d411e21755
Täge	w1_d411e21761
in	w3_d411e21764
den	w5_d411e21767
Markt	w7_d411e21770
Stockerau	w9_d411e21773
in	w11_d411e21776
des	w13_d411e21780
Herrn	w15_d411e21783
Franz	w17_d411e21786
Xaveri	w1_d411e21791
Petrasch	w3_d411e21794
N.	w5_d411e21797
Oe.	w7_d411e21800
Landschaftlichee	w9_d411e21803
Apothe	w11_d411e21806
ckers,	w1_d411e21811
alda	w3_d411e21814
inhabenden	w5_d411e21817
Behausung	w7_d411e21820
die	w9_d411e21823
von	w11_d411e21826
weyl.	w13_d411e21830
Frauen	w1_d411e21835
Catharina	w3_d411e21838
Aschenbacherin	w5_d411e21841
seel.	w7_d411e21844
ruckgelas	w9_d411e21847
sene	w1_d411e21853
Verlassenschafts=effecten	w3_d411e21856
unh	w5_d411e21859
Mobilien,	w7_d411e21862
so	w9_d411e21865
in	w1_d411e21870
silbernen	w3_d411e21873
Messern,	w5_d411e21876
Gabeln,	w7_d411e21879
und	w9_d411e21882
Löffeln,	w11_d411e21885
auch	w13_d411e21889
anderen	w1_d411e21894
Silber=geschmeid,	w3_d411e21897
Frauen=geschmuck	w5_d411e21900
Frauen=kleidungen,	w1_d411e21905
Lein=wasch,	w3_d411e21908
Zinn,	w5_d411e21911
Meßing,	w7_d411e21914
Kupfer,	w1_d411e21920
und	w3_d411e21923
anderen	w5_d411e21926
Fahrnussen	w7_d411e21929
bestehen,	w9_d411e21932
dem	w11_d411e21935
Meist=bietenden	w1_d411e21940
werden	w3_d411e21943
verkauffet	w5_d411e21946
werden	w7_d411e21949
wer	w9_d411e21952
demnach	w1_d411e21957
von	w3_d411e21960
solchen	w5_d411e21963
etwas	w7_d411e21966
zu	w9_d411e21969
erkauffen	w11_d411e21972
gesinnet	w13_d411e21976
</p>
<p id="p34_d411e21979">
ist,	w1_d411e21983
derselbe	w3_d411e21986
ken	w5_d411e21989
sich	w7_d411e21992
an	w9_d411e21995
obgemeldten	w11_d411e21998
Ort,	w13_d411e22002
und	w15_d411e22005
Tag,	w1_d411e22010
fruhe	w3_d411e22013
um	w5_d411e22016
9.	w7_d411e22019
Uhr	w9_d411e22022
behörig	w11_d411e22025
anmelden.	w13_d411e22029
</p>
<p id="p36_d411e22033">
Von	w1_d411e22037
der	w3_d411e22040
N.	w5_d411e22043
Oe.	w7_d411e22046
Regierung	w9_d411e22049
wegen,	w11_d411e22052
ward	w13_d411e22056
mit	w15_d411e22059
gegenwartig=offenen	w1_d411e22064
Edict	w3_d411e22067
jedermänniglich	w5_d411e22070
sowol	w7_d411e22073
An=als	w1_d411e22078
Abwesenden	w3_d411e22081
kund	w5_d411e22084
und	w7_d411e22087
zu	w9_d411e22090
wissen	w11_d411e22093
gemacht,	w13_d411e22097
welcher	w1_d411e22103
gestalten	w3_d411e22106
über	w5_d411e22109
des	w7_d411e22112
verstorbenen	w9_d411e22115
Johann	w11_d411e22118
Garzeroll	w1_d411e22123
gewest	w3_d411e22126
Kaiserl.	w5_d411e22129
Königl.	w7_d411e22132
Hof=muner	w9_d411e22135
in	w11_d411e22138
verfall	w1_d411e22143
geratenes	w3_d411e22146
Vermögen,	w5_d411e22149
ein	w7_d411e22152
ordentlicher	w9_d411e22155
Concurs	w1_d411e22160
angeordnet,	w3_d411e22163
und	w5_d411e22166
desselben	w7_d411e22169
sammentliche	w9_d411e22172
Glaubigere	w1_d411e22178
zu	w3_d411e22181
Anmelo	w5_d411e22184
und	w7_d411e22187
Liquivirung	w9_d411e22190
ihrer	w11_d411e22193
an	w13_d411e22197
erst=bemeldten	w1_d411e22202
Johann	w3_d411e22205
Garzeroll	w5_d411e22208
zustellen	w7_d411e22211
haben	w9_d411e22214
der	w1_d411e22219
Sprüch	w3_d411e22222
und	w5_d411e22225
Forderungen	w7_d411e22228
auf	w9_d411e22231
den	w11_d411e22234
9	w13_d411e22238
Januarii	w15_d411e22241
1760.	w1_d411e22246
Nachmittag	w3_d411e22249
um	w5_d411e22252
3.	w7_d411e22255
Uhr	w9_d411e22258
vor	w11_d411e22261
Regierung	w13_d411e22265
zur	w15_d411e22268
gewöhnlichen	w1_d411e22274
Tagsatzung,	w3_d411e22277
für	w5_d411e22280
die	w7_d411e22283
erst	w9_d411e22286
andert	w11_d411e22289
und	w1_d411e22294
dritte,	w3_d411e22297
auch	w5_d411e22300
all=endliche	w7_d411e22303
Frist	w9_d411e22306
sub	w11_d411e22309
clausula	w13_d411e22313
præclusi	w1_d411e22318
zu	w3_d411e22321
erscheinen	w5_d411e22324
anberaumet	w7_d411e22327
worden;	w9_d411e22330
als	w11_d411e22333
werden	w1_d411e22338
all	w3_d411e22341
und	w5_d411e22344
jede	w7_d411e22347
Glaubigere	w9_d411e22350
entweder	w11_d411e22353
selbst	w13_d411e22357
persönlich,	w1_d411e22363
oder	w3_d411e22366
durch	w5_d411e22369
hierzu	w7_d411e22372
genugsam	w9_d411e22375
gevoll	w11_d411e22378
mächtigte	w1_d411e22383
Gewalts=tragere	w3_d411e22386
erscheinen,	w5_d411e22389
und	w7_d411e22392
ihre	w9_d411e22395
anmeldente	w1_d411e22400
Anforderungen	w3_d411e22403
in	w5_d411e22406
beglaubten	w7_d411e22409
Abschrif	w9_d411e22412
ten	w1_d411e22417
alsogewiß	w3_d411e22420
einlegen,	w5_d411e22423
wie	w7_d411e22426
im	w9_d411e22429
wiedrigen	w11_d411e22432
der	w13_d411e22436
Ausbleibende	w1_d411e22442
von	w3_d411e22445
gegenwärtiger	w5_d411e22448
Concurs-massa	w7_d411e22451
ganzlich	w1_d411e22456
ausgeschlossen	w3_d411e22459
seyn,	w5_d411e22462
und	w7_d411e22465
ihme	w9_d411e22468
diesfalls	w11_d411e22471
das	w1_d411e22476
ewige	w3_d411e22479
Stillschweigen	w5_d411e22482
auferleget	w7_d411e22485
werden	w9_d411e22488
solle,	w11_d411e22491
wornach	w1_d411e22496
sich	w3_d411e22499
ein	w5_d411e22502
jeder	w7_d411e22505
zu	w9_d411e22508
richten,	w11_d411e22511
und	w13_d411e22515
für	w15_d411e22518
Scha	w17_d411e22521
den	w1_d411e22527
zu	w3_d411e22530
hütten	w5_d411e22533
wissen	w7_d411e22536
wird,	w9_d411e22539
so	w11_d411e22542
beschehen	w13_d411e22546
Wien	w15_d411e22549
den	w1_d411e22554
10.	w3_d411e22557
November	w5_d411e22560
1759.	w7_d411e22563
</p>
<p id="p38_d411e22566">
Von	w1_d411e22570
N.	w3_d411e22573
Richter	w5_d411e22576
und	w7_d411e22579
Raht	w9_d411e22582
des	w11_d411e22585
Markts	w13_d411e22589
Him	w15_d411e22592
berg	w1_d411e22597
wegen,	w3_d411e22600
wird	w5_d411e22603
hiemit	w7_d411e22606
durch	w9_d411e22609
dieses	w11_d411e22612
offentli	w13_d411e22616
che	w1_d411e22621
Edict	w3_d411e22624
jedermänniglich	w5_d411e22627
kund	w7_d411e22630
und	w9_d411e22633
zu	w11_d411e22636
wissen	w13_d411e22640
ge	w15_d411e22643
macht;	w1_d411e22649
welcher=gestalten	w3_d411e22652
des	w5_d411e22655
Johann	w7_d411e22658
Schusters,	w9_d411e22661
gewest=burgerl.	w1_d411e22666
Fleischhacker=meisters	w3_d411e22669
und	w5_d411e22672
behau	w7_d411e22675
sten	w1_d411e22680
Unterthans	w3_d411e22683
in	w5_d411e22686
dem	w7_d411e22689
Markt	w9_d411e22692
Himberg	w11_d411e22695
seel.	w13_d411e22699
hin	w15_d411e22702
terlassenes	w1_d411e22707
Vermögen	w3_d411e22710
ad	w5_d411e22713
Cridam	w7_d411e22716
gediehen,	w9_d411e22719
die	w11_d411e22722
in	w1_d411e22728
dem	w3_d411e22731
Markt	w5_d411e22734
Himberg	w7_d411e22737
gelegen	w9_d411e22740
Schusterische	w11_d411e22743
Behausung,	w1_d411e22748
worauf	w3_d411e22751
auch	w5_d411e22754
das	w7_d411e22757
Fleischhackerge	w9_d411e22760
werb	w1_d411e22765
gegen	w3_d411e22768
den	w5_d411e22771
gewöhnlich	w7_d411e22774
jährlichen	w9_d411e22777
Bestand	w11_d411e22780
verliehen	w1_d411e22785
wird,	w3_d411e22788
samt	w5_d411e22791
denen	w7_d411e22794
hierzu	w9_d411e22797
gehörigen	w11_d411e22800
vier	w13_d411e22804
Haus=gründen,	w1_d411e22810
24.	w3_d411e22813
ein	w5_d411e22816
Viertel	w7_d411e22819
Joch	w9_d411e22822
überländ	w11_d411e22825
äckern,	w1_d411e22830
und	w3_d411e22833
ein	w5_d411e22836
Viertel	w7_d411e22839
Wein=garten	w9_d411e22842
bey	w11_d411e22845
einer	w13_d411e22849
noch	w1_d411e22854
und	w3_d411e22857
letzt=maligen	w5_d411e22860
Licitation	w7_d411e22863
offentlich	w9_d411e22866
wer	w11_d411e22869
den	w1_d411e22874
ausgefeilet,	w3_d411e22877
und	w5_d411e22880
dem	w7_d411e22883
Meist=bietenden	w9_d411e22886
ver	w11_d411e22889
kauffet	w1_d411e22895
werden;	w3_d411e22898
da	w5_d411e22901
nun	w7_d411e22904
hierzu	w9_d411e22907
der	w11_d411e22910
11.	w13_d411e22914
künfti	w15_d411e22917
gen	w1_d411e22922
Monats	w3_d411e22925
Januarii	w5_d411e22928
1760.	w7_d411e22931
bestimmet	w9_d411e22934
worden.	w11_d411e22937
Als	w1_d411e22942
wird	w3_d411e22945
ein	w5_d411e22948
solches	w7_d411e22951
jedermänniglich,	w9_d411e22954
wer	w11_d411e22957
et	w13_d411e22961
wann	w1_d411e22966
vorbemeldete	w3_d411e22969
Behausung,	w5_d411e22972
samt	w7_d411e22975
zugehöri	w9_d411e22978
gen	w1_d411e22984
Aeckern	w3_d411e22987
und	w5_d411e22990
Grund=stücken	w7_d411e22993
käuflichen	w9_d411e22996
an	w11_d411e22999
sich	w13_d411e23003
zu	w1_d411e23008
bringen	w3_d411e23011
gesinnet	w5_d411e23014
ist,	w7_d411e23017
mit	w9_d411e23020
diesem	w11_d411e23023
offentlichen	w13_d411e23027
Edict	w1_d411e23032
zu	w3_d411e23035
dem	w5_d411e23038
Ende	w7_d411e23041
kund	w9_d411e23044
und	w11_d411e23047
zu	w13_d411e23051
wissen	w15_d411e23054
gemacht,	w17_d411e23057
damit	w1_d411e23062
ein	w3_d411e23065
sich	w5_d411e23068
hervorthuender	w7_d411e23071
Kauffer	w9_d411e23074
bey	w11_d411e23077
obbe	w13_d411e23081
meld=auf	w1_d411e23087
dem	w3_d411e23090
11.	w5_d411e23093
künftigen	w7_d411e23096
Monats	w9_d411e23099
Januarii	w11_d411e23102
1760	w1_d411e23107
fruh	w3_d411e23110
um	w5_d411e23113
9.	w7_d411e23116
Uhr	w9_d411e23119
auf	w11_d411e23122
dem	w13_d411e23126
Markt	w15_d411e23129
Himber	w17_d411e23132
gischen	w1_d411e23137
Raht	w3_d411e23140
haus	w5_d411e23143
erscheinen,	w7_d411e23146
und	w9_d411e23149
sich	w11_d411e23152
alda	w13_d411e23156
an	w15_d411e23159
melden	w1_d411e23164
lassen	w3_d411e23167
mögen.	w5_d411e23170
Actum	w7_d411e23173
Markt	w9_d411e23176
Himtberg	w11_d411e23179
den	w1_d411e23185
22.	w3_d411e23188
Dec.	w5_d411e23191
1759.	w7_d411e23194
</p>
<p id="p44_d411e23207">
Von	w1_d411e23211
Sr.	w3_d411e23214
Hochwürden	w5_d411e23217
und	w7_d411e23220
Hunden	w9_d411e23223
Herrn	w11_d411e23226
22.	w13_d411e23230
cialen,	w1_d411e23235
unv	w3_d411e23238
Veucrabilis	w5_d411e23241
Connsturii	w7_d411e23244
Archi-Epi-	w9_d411e23247
scopelis	w1_d411e23252
wegen,	w3_d411e23255
wird	w5_d411e23258
durch	w7_d411e23261
gegenwärtiges	w9_d411e23264
Val	w11_d411e23267
val=edict	w1_d411e23273
nachfolgenden	w3_d411e23276
Partheyen,	w5_d411e23279
benanntlich:	w7_d411e23282
dem	w1_d411e23287
Jgnatz	w3_d411e23290
Wolf	w5_d411e23293
burgerl.	w7_d411e23296
Schneider=meister,	w9_d411e23299
dem	w1_d411e23304
Anton	w3_d411e23307
Blumer,	w5_d411e23310
ingleichen	w7_d411e23313
burgerl.	w9_d411e23316
Schnei	w11_d411e23319
der=meister,	w1_d411e23324
dem	w3_d411e23327
Carl	w5_d411e23330
Wernerty	w7_d411e23333
herrschaftl.	w9_d411e23336
Pfleger	w1_d411e23342
zu,	w3_d411e23345
Traun,	w5_d411e23348
dem	w7_d411e23351
Fr.	w9_d411e23354
Michael	w11_d411e23357
Ord.	w13_d411e23361
S.	w15_d411e23364
Augustini	w1_d411e23369
zu	w3_d411e23372
Bruck,	w5_d411e23375
dem	w7_d411e23378
Herrn	w9_d411e23381
Alexander	w11_d411e23384
Mayer	w13_d411e23388
Philosophiæ	w1_d411e23393
&	w3_d411e23396
Meuicinæ	w5_d411e23399
Doctori,	w7_d411e23402
dem	w9_d411e23405
Josey	w11_d411e23408
Ruep	w1_d411e23413
Schneider=meister,	w3_d411e23416
dem	w5_d411e23419
Michael	w7_d411e23422
Buf	w9_d411e23425
hauer	w1_d411e23431
Maurer=meistern	w3_d411e23434
zu	w5_d411e23437
Höflein,	w7_d411e23440
dem	w9_d411e23443
Jo	w11_d411e23446
seph	w1_d411e23451
Carl	w3_d411e23454
Kollmann	w5_d411e23457
Handels=mann	w7_d411e23460
zu	w9_d411e23463
Bruck,	w11_d411e23466
dem	w1_d411e23471
Caspar	w3_d411e23474
Kubatsch	w5_d411e23477
Schneider=meister	w7_d411e23480
zu	w9_d411e23483
Rohrau,	w1_d411e23488
dem	w3_d411e23491
Martin	w5_d411e23494
Hapel	w7_d411e23497
Fleischhackermei	w9_d411e23500
stern	w1_d411e23506
zu	w3_d411e23509
Höflein,	w5_d411e23512
dem	w7_d411e23515
Adam	w9_d411e23518
Zwickelstorfer,	w11_d411e23521
dem	w13_d411e23525
Johann	w1_d411e23530
Zwickelstorfer,	w3_d411e23533
und	w5_d411e23536
endlich	w7_d411e23539
dem	w9_d411e23542
Johann	w11_d411e23545
Georg	w1_d411e23550
Eygelsperger,	w3_d411e23553
hiemit	w5_d411e23556
kund	w7_d411e23559
und	w9_d411e23562
zu	w11_d411e23565
wissen	w13_d411e23569
gemacht:	w1_d411e23574
Es	w3_d411e23577
habe	w5_d411e23580
untern	w7_d411e23583
9.	w9_d411e23586
Novembris	w11_d411e23589
dies	w13_d411e23593
Jahrs	w1_d411e23599
1759.	w3_d411e23602
der	w5_d411e23605
gerichtl.	w7_d411e23608
aufgestellte	w9_d411e23611
Hofmannisch	w11_d411e23614
Curator	w1_d411e23619
ad	w3_d411e23622
lites	w5_d411e23625
Herr	w7_d411e23628
Augustin	w9_d411e23631
Böck,	w11_d411e23634
J.	w13_d411e23638
U.	w15_d411e23641
Doctor,	w1_d411e23646
auch	w3_d411e23649
Hof	w5_d411e23652
Kriegs=raht	w7_d411e23655
und	w9_d411e23658
Gerichts	w11_d411e23661
advocat,	w1_d411e23666
bey	w3_d411e23669
diesem	w5_d411e23672
Venerabisi	w7_d411e23675
Foro	w9_d411e23678
beygebracht,	w11_d411e23681
welcher=gestalten	w1_d411e23687
vorgesetzte	w3_d411e23690
Hofmannische	w5_d411e23693
Credi	w7_d411e23696
tores	w1_d411e23701
ihnen	w3_d411e23704
durch	w5_d411e23707
den	w7_d411e23710
untern	w9_d411e23713
7.	w11_d411e23716
Septembris	w13_d411e23720
hu-	w15_d411e23723
jus	w1_d411e23728
Anni	w3_d411e23731
ergangenen	w5_d411e23734
Cridä=relations=ausschlag	w7_d411e23737
zu	w1_d411e23742
prästiren	w3_d411e23745
aufgetragene	w5_d411e23748
respeck.	w7_d411e23751
ve	w9_d411e23754
Legitimir	w11_d411e23757
Produeir	w1_d411e23763
und	w3_d411e23766
Einlegung	w5_d411e23769
deren	w7_d411e23772
Documenten,	w9_d411e23775
wie	w1_d411e23780
auch	w3_d411e23783
ihre	w5_d411e23786
Juramenta	w7_d411e23789
am	w9_d411e23792
füglichsten	w11_d411e23795
zusammen	w13_d411e23799
auf	w1_d411e23804
einmal	w3_d411e23807
bey	w5_d411e23810
einer	w7_d411e23813
gnädig	w9_d411e23816
anordnenden	w11_d411e23819
Tag	w13_d411e23823
satzung	w1_d411e23828
prästiren	w3_d411e23831
könnten,	w5_d411e23834
dahingegen	w7_d411e23837
ihm	w9_d411e23840
ein	w11_d411e23843
und	w1_d411e23849
anderer	w3_d411e23852
derenselben	w5_d411e23855
Aufenthalt	w7_d411e23858
nicht	w9_d411e23861
eigent	w11_d411e23864
lich	w1_d411e23869
bekannt,	w3_d411e23872
folglichen	w5_d411e23875
dann	w7_d411e23878
obenbenannte	w9_d411e23881
sam	w11_d411e23884
mentliche	w1_d411e23889
Glaubigere	w3_d411e23892
per	w5_d411e23895
Auictum	w7_d411e23898
ad	w9_d411e23901
Vaivas	w11_d411e23904
hierzu	w1_d411e23909
vorzuforderen,	w3_d411e23912
das	w5_d411e23915
nächste	w7_d411e23918
und	w9_d411e23921
kürzeste	w11_d411e23924
Mittel	w1_d411e23930
wäre;	w3_d411e23933
dahero	w5_d411e23936
hat	w7_d411e23939
selber	w9_d411e23942
gebetten,	w11_d411e23945
1mo.	w13_d411e23949
eine	w1_d411e23954
hinlänglich,	w3_d411e23957
jedoch	w5_d411e23960
dergestalten	w7_d411e23963
clansulirte	w9_d411e23966
Tagsatzung	w1_d411e23971
anzuordnen,	w3_d411e23974
daß	w5_d411e23977
hiebey	w7_d411e23980
all	w9_d411e23983
und	w11_d411e23986
je	w13_d411e23990
de	w1_d411e23995
obbesagte	w3_d411e23998
Hofmannische	w5_d411e24001
Creditores	w7_d411e24004
tertiæ	w9_d411e24007
clas	w11_d411e24010
sis	w1_d411e24016
also	w3_d411e24019
gewiß	w5_d411e24022
erscheinen,	w7_d411e24025
und	w9_d411e24028
zugleich	w11_d411e24031
die	w13_d411e24035
ihnen	w15_d411e24038
auferlegte	w1_d411e24043
respective	w3_d411e24046
LegirimirProducir	w5_d411e24049
und	w7_d411e24052
Einlegungen	w1_d411e24057
deren	w3_d411e24060
Documenten,	w5_d411e24063
wie	w7_d411e24066
auch	w9_d411e24069
Ju	w11_d411e24072
ramienta	w1_d411e24077
prästiren,	w3_d411e24080
wie	w5_d411e24083
im	w7_d411e24086
widtigen	w9_d411e24089
dieselbe	w11_d411e24092
nicht	w1_d411e24098
mehr	w3_d411e24101
angehöret,	w5_d411e24104
sondern	w7_d411e24107
das	w9_d411e24110
vorhandene	w11_d411e24113
Hofmannische	w1_d411e24118
Vermögen	w3_d411e24121
unter	w5_d411e24124
hie	w7_d411e24127
liquidirende	w9_d411e24130
Creditores	w1_d411e24135
ohne	w3_d411e24138
weiterem	w5_d411e24141
vertheilet,	w7_d411e24144
die	w9_d411e24147
Aus	w11_d411e24150
bleibend	w1_d411e24155
und	w3_d411e24158
nicht	w5_d411e24161
Liquidireube	w7_d411e24164
aber	w9_d411e24167
nicht	w11_d411e24170
mehr	w13_d411e24174
gehöret,	w1_d411e24180
sondern	w3_d411e24183
von	w5_d411e24186
der	w7_d411e24189
Hofmannischen	w9_d411e24192
Con	w11_d411e24195
gurs=massa	w1_d411e24200
gänzlichen	w3_d411e24203
ausgeschlossen,	w5_d411e24206
und	w7_d411e24209
ihnen	w9_d411e24212
das	w1_d411e24217
ewige	w3_d411e24220
Stillschweigen	w5_d411e24223
auferleget	w7_d411e24226
werden	w9_d411e24229
solte,	w11_d411e24232
dann	w1_d411e24237
2do	w3_d411e24240
hierzu	w5_d411e24243
das	w7_d411e24246
behörige	w9_d411e24249
Valval=edict	w11_d411e24252
bey	w13_d411e24256
der	w1_d411e24262
Canzley	w3_d411e24265
ausfertigen	w5_d411e24268
zu	w7_d411e24271
lassen.	w9_d411e24274
Wann	w11_d411e24277
nun	w13_d411e24281
in	w1_d411e24286
dieses	w3_d411e24289
billige	w5_d411e24292
Begehren	w7_d411e24295
sub	w9_d411e24298
eodem	w11_d411e24301
Dato	w13_d411e24305
ge	w15_d411e24308
williget	w1_d411e24313
worden;	w3_d411e24316
als	w5_d411e24319
wird	w7_d411e24322
ihnen	w9_d411e24325
Eingangs	w11_d411e24328
er	w13_d411e24332
nannten	w1_d411e24337
Hofmannischen	w3_d411e24340
Credits=partheyen	w5_d411e24343
hie	w7_d411e24346
mit	w1_d411e24352
anbefohlen,	w3_d411e24355
daß	w5_d411e24358
selbe	w7_d411e24361
auf	w9_d411e24364
den	w11_d411e24367
8.	w13_d411e24371
kommen	w15_d411e24374
den	w1_d411e24379
Monats	w3_d411e24382
Januarii	w5_d411e24385
1760.	w7_d411e24388
fruh	w9_d411e24391
um	w11_d411e24394
9.	w13_d411e24398
Uhr	w15_d411e24401
vor	w1_d411e24406
diesem	w3_d411e24409
Venerabili	w5_d411e24412
Consistorio	w7_d411e24415
persolllich,	w9_d411e24418
</p>
<p id="p46_d411e24421">
de	w1_d411e24425
der	w3_d411e24428
Eaeden	w5_d411e24431
as	w7_d411e24434
Seden	w9_d411e24437
dailte	w11_d411e24440
dor	w13_d411e24444
42.	w15_d411e24447
Termino	w1_d411e24452
mo.	w3_d411e24455
2do.	w5_d411e24458
&	w7_d411e24461
3tio.	w9_d411e24464
also	w11_d411e24467
gewiß	w13_d411e24471
zu	w15_d411e24474
er	w17_d411e24477
scheinen,	w1_d411e24482
und	w3_d411e24485
zugleich	w5_d411e24488
die	w7_d411e24491
ihnen	w9_d411e24494
anferlegte	w11_d411e24497
re-	w13_d411e24501
spective	w1_d411e24507
Legitimir=Producir	w3_d411e24510
und	w5_d411e24513
Einlegungen	w7_d411e24516
deren	w1_d411e24521
Documenten,	w3_d411e24524
wie	w5_d411e24527
auch	w7_d411e24530
die	w9_d411e24533
Juramenta	w11_d411e24536
prästiren	w1_d411e24541
sollen,	w3_d411e24544
als	w5_d411e24547
im	w7_d411e24550
widrigen	w9_d411e24553
dieselbe	w11_d411e24556
nicht	w13_d411e24560
mehr	w1_d411e24565
angehöret,	w3_d411e24568
sondern	w5_d411e24571
das	w7_d411e24574
vorhandene	w9_d411e24577
Hof	w11_d411e24580
mannische	w1_d411e24586
Vermögen	w3_d411e24589
unter	w5_d411e24592
die	w7_d411e24595
liquidirende	w9_d411e24598
Glau	w11_d411e24601
bigere	w1_d411e24606
rechtmäßig	w3_d411e24609
vertheilet,	w5_d411e24612
die	w7_d411e24615
Ausbleibend	w9_d411e24618
und	w1_d411e24623
nicht	w3_d411e24626
Liquidirende	w5_d411e24629
aber	w7_d411e24632
von	w9_d411e24635
der	w11_d411e24638
Hofmanni	w13_d411e24642
sche	w1_d411e24647
Concurs=massa	w3_d411e24650
gänzlich	w5_d411e24653
ausgeschlossen,	w7_d411e24656
und	w9_d411e24659
ihnen	w1_d411e24665
das	w3_d411e24668
ewige	w5_d411e24671
Stillschweigen	w7_d411e24674
auferleget	w9_d411e24677
seyn	w11_d411e24680
solle.	w1_d411e24685
So	w3_d411e24688
allen	w5_d411e24691
Eingangs	w7_d411e24694
benannten	w9_d411e24697
Credits	w11_d411e24700
partheyen	w1_d411e24705
hiemit	w3_d411e24708
zu	w5_d411e24711
