<doc id="wr_1761-09-26" attrs="word" year="1761" month="09" day="26" corpus="2">
<head id="h2_d590e2570">
St.	w1_d590e2574
tertio	w7_d590e20650
termino	w9_d590e20653
hiemit	w11_d590e20656
dergestal	w13_d590e20660
ten	w1_d590e20665
citiret,	w3_d590e20668
daß	w5_d590e20671
in	w7_d590e20674
nicht	w9_d590e20677
Erscheinungs=fall	w11_d590e20680
jedan	w13_d590e20684
noch	w1_d590e20690
erholte	w3_d590e20693
Verlassenschafts=abhandlung	w5_d590e20696
ge	w7_d590e20699
schlossen,	w1_d590e20704
und	w3_d590e20707
was	w5_d590e20710
Rechtens	w7_d590e20713
ist,	w9_d590e20716
erkennet,	w11_d590e20719
auch	w13_d590e20723
darüberhin	w1_d590e20728
niemand	w3_d590e20731
mehr	w5_d590e20734
angehöret,	w7_d590e20737
sondern	w9_d590e20740
denen	w1_d590e20745
Ausbleibenden	w3_d590e20748
das	w5_d590e20751
ewige	w7_d590e20754
Stillschweigen	w9_d590e20757
auferleget	w1_d590e20763
werden	w3_d590e20766
solle.	w5_d590e20769
</p>
<p id="p28_d590e20772">
Es	w1_d590e20776
sind	w3_d590e20779
zwey	w5_d590e20782
Keller	w7_d590e20785
Gebürg	w9_d590e20788
weine	w11_d590e20791
von	w13_d590e20795
1746.	w15_d590e20798
1747.	w1_d590e20803
und	w3_d590e20806
17503er	w5_d590e20809
Jahr	w7_d590e20812
zu	w9_d590e20815
verkauffen,	w11_d590e20818
und	w13_d590e20822
ist	w15_d590e20825
sich	w1_d590e20830
anzumelden	w3_d590e20833
in	w5_d590e20836
dem	w7_d590e20839
Salzbäurischen	w9_d590e20842
Haus	w11_d590e20845
auf	w1_d590e20851
dem	w3_d590e20854
obern	w5_d590e20857
Jesuiten=plätzel	w7_d590e20860
im	w9_d590e20863
ersten	w11_d590e20866
Stock.	w13_d590e20870
</p>
<p id="p30_d590e20873">
Donnerstags	w1_d590e20877
den	w3_d590e20880
1.	w5_d590e20883
Octob.	w7_d590e20886
werden	w9_d590e20889
in	w11_d590e20892
dem	w13_d590e20896
so	w15_d590e20899
genannten	w1_d590e20904
Gundelischen,	w3_d590e20907
nunmehro	w5_d590e20910
Sellierischen	w7_d590e20913
Hause	w1_d590e20918
unter	w3_d590e20921
denen	w5_d590e20924
Tuchlauben	w7_d590e20927
am	w9_d590e20930
Schönbrunn	w11_d590e20933
im	w1_d590e20939
dritten	w3_d590e20942
Stock	w5_d590e20945
Vormittags	w7_d590e20948
von	w9_d590e20951
9.	w11_d590e20954
bis	w13_d590e20958
12.	w15_d590e20961
und	w17_d590e20964
Nachmittags	w1_d590e20969
von	w3_d590e20972
3.	w5_d590e20975
bis	w7_d590e20978
6.	w9_d590e20981
Uhr	w11_d590e20984
unterschiedliche	w13_d590e20988
Einrichtungs=effecten,	w1_d590e20993
als:	w3_d590e20996
Kästen,	w5_d590e20999
Tisch,	w7_d590e21002
Soffa,	w1_d590e21007
Sessel,	w3_d590e21010
Behtstellen,	w5_d590e21013
und	w7_d590e21016
etwas	w9_d590e21019
Bebt	w11_d590e21022
zeug,	w1_d590e21028
einige	w3_d590e21031
Kupfer=stich	w5_d590e21034
von	w7_d590e21037
Piazzella,	w9_d590e21040
Spal	w11_d590e21043
lier,	w1_d590e21048
Zinn	w3_d590e21051
und	w5_d590e21054
anderes	w7_d590e21057
Haus=gerähte,	w9_d590e21060
inglei	w11_d590e21063
chen	w1_d590e21068
ein	w3_d590e21071
zweysitziger	w5_d590e21074
Stadt=schwimmer,	w7_d590e21077
zwey	w9_d590e21080
grosse	w1_d590e21085
wol	w3_d590e21088
conservirte	w5_d590e21091
Bärn=häutene	w7_d590e21094
Pferdde	w9_d590e21097
cken,	w1_d590e21103
und	w3_d590e21106
ein	w5_d590e21109
kleiner	w7_d590e21112
Laiter=wagen	w9_d590e21115
samt	w11_d590e21118
ein	w13_d590e21122
paar	w15_d590e21125
Pferd=geschirr	w1_d590e21130
licitando	w3_d590e21133
an	w5_d590e21136
den	w7_d590e21139
Meistbietenden	w9_d590e21142
hindanngegeben	w1_d590e21147
werden.	w3_d590e21150
</p>
<list id="l32_d590e21153">
</list>
<p id="p34_d590e21158">
handlern,	w1_d590e21162
der	w3_d590e21165
obern	w5_d590e21168
Jesuiten=pforte	w7_d590e21171
gegen	w9_d590e21174
über,	w11_d590e21177
ist	w13_d590e21181
zu	w1_d590e21186
haben:	w3_d590e21189
Triudiph	w1_d590e21194
und	w3_d590e21197
Ehren=pforte,	w5_d590e21200
welche	w7_d590e21203
bey	w9_d590e21206
Ge	w11_d590e21209
legenheit	w1_d590e21215
der	w3_d590e21218
höchst	w5_d590e21221
beglückten	w7_d590e21224
Vermählung	w9_d590e21227
Jh	w11_d590e21230
rer	w1_d590e21235
Königl.	w3_d590e21238
Hoheiten	w5_d590e21241
des	w7_d590e21244
Cron=prinzens	w9_d590e21247
und	w11_d590e21250
Erzherzogs	w1_d590e21255
Joseph,	w3_d590e21258
und	w5_d590e21261
der	w7_d590e21264
Jnfantin	w9_d590e21267
Jsabella	w11_d590e21270
von	w1_d590e21275
Bourbon	w3_d590e21278
re,	w5_d590e21281
und	w7_d590e21284
des	w9_d590e21287
den	w11_d590e21290
6.	w13_d590e21294
Oetob.	w15_d590e21297
1760.	w17_d590e21300
in	w1_d590e21306
Wien	w3_d590e21309
erfolgten	w5_d590e21312
allerfreulichsten	w7_d590e21315
und	w9_d590e21318
glorreiche	w11_d590e21321
sten	w1_d590e21326
Einzug	w3_d590e21329
der	w5_d590e21332
Durchl.	w7_d590e21335
Braut	w9_d590e21338
Königl.	w11_d590e21341
Hoheit	w13_d590e21345
rc.	w15_d590e21348
von	w1_d590e21353
denen	w3_d590e21356
Kaiserl.	w5_d590e21359
Königl.	w7_d590e21362
privilegirten	w9_d590e21365
Nieder	w11_d590e21368
lags=verwandten,	w1_d590e21373
auch	w3_d590e21376
Hof=befreyten	w5_d590e21379
zu	w7_d590e21382
Be	w9_d590e21385
zeigung	w1_d590e21391
ihrer	w3_d590e21394
allerunterthänigsten	w5_d590e21397
Devotion	w7_d590e21400
und	w9_d590e21403
Mitfreude	w1_d590e21408
auf	w3_d590e21411
dem	w5_d590e21414
Kohlmarkt	w7_d590e21417
am	w9_d590e21420
Michaeler	w11_d590e21423
platz,	w1_d590e21428
auf	w3_d590e21431
das	w5_d590e21434
prächtigste	w7_d590e21437
erbauet	w9_d590e21440
und	w11_d590e21443
aufgerich	w13_d590e21447
tet	w1_d590e21452
worden;	w3_d590e21455
fein	w5_d590e21458
im	w7_d590e21461
Kupfer	w9_d590e21464
gestochen	w11_d590e21467
auf	w13_d590e21471
Sub	w15_d590e21474
regal,	w1_d590e21480
das	w3_d590e21483
Stuck	w5_d590e21486
auf	w7_d590e21489
Holländischen	w9_d590e21492
Pappier	w11_d590e21495
pr.	w13_d590e21499
1.	w1_d590e21504
fl.	w3_d590e21507
auf	w5_d590e21510
fein	w7_d590e21513
ordinari	w9_d590e21516
Pappier	w11_d590e21519
aber	w13_d590e21523
pr.	w15_d590e21526
51.	w17_d590e21529
kr.	w19_d590e21532
</p>
<list id="l36_d590e21536">
Sei	w1_d590e21540
Divertimenti	w3_d590e21543
da	w5_d590e21546
Cimbalo,	w7_d590e21549
scritti	w9_d590e21552
e	w11_d590e21555
dedi-	w13_d590e21559
cati	w1_d590e21564
alla	w3_d590e21567
Serenissima	w5_d590e21570
Arciducessa	w7_d590e21573
Marianna	w9_d590e21576
d'Au-	w11_d590e21579
stria	w1_d590e21584
da	w3_d590e21587
Cristoforo	w5_d590e21590
Wagenseil,	w7_d590e21593
Opera	w9_d590e21596
prima,	w11_d590e21599
fol.	w1_d590e21605
transv.	w3_d590e21608
à	w5_d590e21611
1.	w7_d590e21614
fl.	w9_d590e21617
30.	w11_d590e21620
xr.	w13_d590e21624
gebunden	w15_d590e21627
à	w17_d590e21630
1.	w19_d590e21633
fl.	w21_d590e21636
42.	w1_d590e21641
xr.	w3_d590e21644
Sei	w1_d590e21649
Divertimenti	w3_d590e21652
dedicati	w5_d590e21655
alla	w7_d590e21658
Serenissima	w9_d590e21661
Atciduchessa	w1_d590e21666
Maria	w3_d590e21669
Christina	w5_d590e21672
d'Austiia	w7_d590e21675
Oper-	w9_d590e21678
seconda,	w1_d590e21684
sol.	w3_d590e21687
transv.	w5_d590e21690
à	w7_d590e21693
1.	w9_d590e21696
fl.	w11_d590e21699
30.	w13_d590e21703
xr.	w15_d590e21706
gebunden	w17_d590e21709
à	w1_d590e21714
1.	w3_d590e21717
fl.	w5_d590e21720
42.	w7_d590e21723
xr.	w9_d590e21726
Sei	w1_d590e21731
Divertimenti,	w3_d590e21734
dedicati	w5_d590e21737
all'Attezza	w7_d590e21740
Reale	w9_d590e21743
Arciduchessa	w1_d590e21748
Elisabetta	w3_d590e21751
d'Austria,	w5_d590e21754
da	w7_d590e21757
medesimo,	w9_d590e21760
Opera	w1_d590e21766
terza,	w3_d590e21769
fol.	w5_d590e21772
transv.	w7_d590e21775
à	w9_d590e21778
2.	w11_d590e21781
fl.	w13_d590e21785
46.	w15_d590e21788
xr.	w17_d590e21791
geban	w19_d590e21794
den	w1_d590e21799
à	w3_d590e21802
2.	w5_d590e21805
fl.	w7_d590e21808
52.	w9_d590e21811
xr.	w11_d590e21814
Tre	w1_d590e21819
Divertimenti	w3_d590e21822
per	w5_d590e21825
Cimbalo	w7_d590e21828
publicati	w9_d590e21831
per	w11_d590e21834
commodo	w1_d590e21839
Dei	w3_d590e21842
Principianti	w5_d590e21845
da	w7_d590e21848
Cristotoro	w9_d590e21851
Wa-	w11_d590e21854
genseil,	w1_d590e21860
fol.	w3_d590e21863
transv.	w5_d590e21866
1761.	w7_d590e21869
à.	w9_d590e21872
36.	w11_d590e21875
xr.	w13_d590e21879
gebunden.	w15_d590e21882
à	w1_d590e21887
48.	w3_d590e21890
xr.	w5_d590e21893
</list>
<p id="p38_d590e21897">
Es	w1_d590e21901
werden	w3_d590e21904
von	w5_d590e21907
einer	w7_d590e21910
Hochlöbl.	w9_d590e21913
N.	w11_d590e21916
Oe.	w13_d590e21920
Re	w15_d590e21923
gierung	w1_d590e21928
den	w3_d590e21931
28.	w5_d590e21934
und	w7_d590e21937
20.	w9_d590e21940
dies	w11_d590e21943
Monats	w13_d590e21947
Septemb.	w15_d590e21950
von	w1_d590e21955
9,	w3_d590e21958
bis	w5_d590e21961
12.	w7_d590e21964
und	w9_d590e21967
Nachmittags	w11_d590e21970
von	w13_d590e21974
3.	w15_d590e21977
bis	w17_d590e21980
6	w19_d590e21983
Uhr	w1_d590e21989
auf	w3_d590e21992
der	w5_d590e21995
Wieden	w7_d590e21998
bey	w9_d590e22001
der	w11_d590e22004
Sonn	w13_d590e22008
verschiedene	w15_d590e22011
Verlassenschafts=effecten	w1_d590e22016
als	w3_d590e22019
etwas	w5_d590e22022
Geschmuck,	w7_d590e22025
Gold,	w1_d590e22030
und	w3_d590e22033
Silber	w5_d590e22036
gefaste	w7_d590e22039
Tosen,	w9_d590e22042
ein	w11_d590e22045
goldene	w13_d590e22049
Repetier=uhr,	w1_d590e22054
silberner	w3_d590e22057
Aufsatz,	w5_d590e22060
Caffee=kandel,	w7_d590e22063
und	w1_d590e22069
vergoldter	w3_d590e22072
Chocolade=aufsatz,	w5_d590e22075
Wäsch,	w7_d590e22078
und	w9_d590e22081
Frauen=kleider	w1_d590e22086
samt	w3_d590e22089
Einrichtung	w5_d590e22092
denen	w7_d590e22095
Meist	w9_d590e22098
bietenden	w1_d590e22103
hindann	w3_d590e22106
gelassen	w5_d590e22109
werden.	w7_d590e22112
</p>
<p id="p40_d590e22115">
Wir	w1_d590e22119
Burgermeister	w3_d590e22122
und	w5_d590e22125
Raht	w7_d590e22128
der	w9_d590e22131
Stadt	w11_d590e22134
Wien,	w13_d590e22138
geben	w1_d590e22143
hiemit	w3_d590e22146
denen,	w5_d590e22149
so	w7_d590e22152
es	w9_d590e22155
zu	w11_d590e22158
wissen	w13_d590e22162
nöhtig,	w15_d590e22165
zu	w17_d590e22168
vernehmen:	w1_d590e22173
Es	w3_d590e22176
habe	w5_d590e22179
uns	w7_d590e22182
Herr	w9_d590e22185
Nicolaus	w11_d590e22188
Graf	w13_d590e22192
Salvarori	w1_d590e22198
de	w3_d590e22201
S.	w5_d590e22204
Nazaro	w7_d590e22207
Tetelingo	w9_d590e22210
angezeiget:	w11_d590e22213
welchergestalten,	w1_d590e22218
nachdeme	w3_d590e22221
das	w5_d590e22224
in	w7_d590e22227
der	w9_d590e22230
Alster	w11_d590e22233
gas	w13_d590e22237
sen	w1_d590e22242
Jnächst	w3_d590e22245
dem	w5_d590e22248
grossen	w7_d590e22251
Armen=haus	w9_d590e22254
ligendTer	w11_d590e22257
lingoische	w1_d590e22262
Haus	w3_d590e22265
erblich	w5_d590e22268
an	w7_d590e22271
ihne	w9_d590e22274
gediehen,	w11_d590e22277
ve.	w13_d590e22281
gekommen	w1_d590e22287
seye,	w3_d590e22290
daß	w5_d590e22293
ein	w7_d590e22296
wegen	w9_d590e22299
Hrn.	w11_d590e22302
Joseph	w13_d590e22306
Terlings	w15_d590e22309
von	w1_d590e22314
Guzmann	w3_d590e22317
pro	w5_d590e22320
titulo	w7_d590e22323
Mensæ	w9_d590e22326
auf	w11_d590e22329
sothane	w13_d590e22333
Behausung	w1_d590e22338
vorgemerkter	w3_d590e22341
Satz=brief	w5_d590e22344
de	w7_d590e22347
Daro	w9_d590e22350
8.	w11_d590e22353
Septemb.	w1_d590e22358
1724.	w3_d590e22361
in	w5_d590e22364
Verstoß	w7_d590e22367
gerahten,	w9_d590e22370
und	w11_d590e22373
uner	w13_d590e22377
achtet	w1_d590e22383
all	w3_d590e22386
fleißigen	w5_d590e22389
Nachforschen	w7_d590e22392
nicht	w9_d590e22395
zu	w11_d590e22398
Handen	w13_d590e22402
zu	w1_d590e22407
bringen	w3_d590e22410
wäre,	w5_d590e22413
dahero	w7_d590e22416
um	w9_d590e22419
Affigirung	w11_d590e22422
eines	w13_d590e22426
in	w15_d590e22429
dergleichen	w1_d590e22434
Fällen	w3_d590e22437
gewöhnlichen	w5_d590e22440
Valval=edicts	w7_d590e22443
bey	w1_d590e22448
uns	w3_d590e22451
angelanget	w5_d590e22454
hat,	w7_d590e22457
so	w9_d590e22460
ihme	w11_d590e22463
auch	w13_d590e22467
über	w15_d590e22470
er	w17_d590e22473
statteten	w1_d590e22479
Grund=buchs=handler=bericht	w3_d590e22482
unterm	w5_d590e22485
10.	w1_d590e22490
Julii	w3_d590e22493
verwilliget	w5_d590e22496
worden	w7_d590e22499
ist.	w9_d590e22502
Solchemnach	w11_d590e22505
wird	w1_d590e22510
der	w3_d590e22513
oder	w5_d590e22516
diejenige,	w7_d590e22519
so	w9_d590e22522
von	w11_d590e22525
obermeldtem	w13_d590e22529
Satz=brief	w1_d590e22534
einige	w3_d590e22537
Wissenschaft	w5_d590e22540
haben,	w7_d590e22543
oder	w9_d590e22546
hiekan	w11_d590e22549
einige	w1_d590e22555
Sprüch	w3_d590e22558
zu	w5_d590e22561
haben	w7_d590e22564
vermeinen,	w9_d590e22567
von	w11_d590e22570
heut	w13_d590e22574
gesetztem	w1_d590e22579
Dato	w3_d590e22582
an	w5_d590e22585
inner	w7_d590e22588
Jahr,	w9_d590e22591
6	w11_d590e22594
Wochen	w13_d590e22598
und	w15_d590e22601
3.	w1_d590e22606
Tagen	w3_d590e22609
bey	w5_d590e22612
unser	w7_d590e22615
und	w9_d590e22618
gemeiner	w11_d590e22621
Stadt	w13_d590e22625
Grund	w15_d590e22628
buch	w1_d590e22633
also	w3_d590e22636
gewiß	w5_d590e22639
zu	w7_d590e22642
erscheinen,	w9_d590e22645
und	w11_d590e22648
das	w13_d590e22652
Behörtge	w15_d590e22655
vorzukehren	w1_d590e22661
haben,	w3_d590e22664
wie	w5_d590e22667
im	w7_d590e22670
widrigen	w9_d590e22673
nach	w11_d590e22676
Ver	w13_d590e22680
streichung	w1_d590e22685
sothanen	w3_d590e22688
Termins	w5_d590e22691
dieselbe	w7_d590e22694
nicht	w9_d590e22697
mehr	w11_d590e22700
gehöret,	w1_d590e22705
sondern	w3_d590e22708
ihnen	w5_d590e22711
das	w7_d590e22714
ewige	w9_d590e22717
Stillschweigin	w11_d590e22720
auferleget	w1_d590e22725
seyn	w3_d590e22728
solle.	w5_d590e22731
</p>
</doc>
