<doc id="wr_1762-01-06" attrs="word" year="1762" month="01" day="06" corpus="2">
<head id="h2_d619e3497">
Lißbon	w1_d619e3501
„sehnliches	w1_d619e21639
Corps	w3_d619e21642
von	w5_d619e21645
National=trupen	w7_d619e21648
„in	w1_d619e21653
Teutschland	w3_d619e21656
zu	w5_d619e21659
erhalten,	w7_d619e21662
die	w9_d619e21665
wegen	w11_d619e21668
„des	w1_d619e21673
Friedens	w3_d619e21676
in	w5_d619e21679
einer	w7_d619e21682
vollkommenen	w9_d619e21685
Jn	w11_d619e21688
„action,	w1_d619e21694
und	w3_d619e21697
in	w5_d619e21700
allen	w7_d619e21703
Fällen	w9_d619e21706
denen	w11_d619e21709
Bun	w13_d619e21713
„des=genossenen	w1_d619e21718
von	w3_d619e21721
Frankreich	w5_d619e21724
und	w7_d619e21727
Eng	w9_d619e21730
„land	w1_d619e21735
unnütz	w3_d619e21738
seyn	w5_d619e21741
würden;	w7_d619e21744
so	w9_d619e21747
verbindet	w11_d619e21750
sich	w1_d619e21755
der	w3_d619e21758
König,	w5_d619e21761
daß,	w7_d619e21764
sobald	w9_d619e21767
als	w11_d619e21770
Seine	w13_d619e21774
„Großbrittanische	w1_d619e21780
Majestät	w3_d619e21783
es	w5_d619e21786
für	w7_d619e21789
bequem	w9_d619e21792
„trachten	w1_d619e21797
werden,	w3_d619e21800
die	w5_d619e21803
Engländer,	w7_d619e21806
die	w9_d619e21809
Sie	w11_d619e21812
„zu	w1_d619e21817
Dero	w3_d619e21820
Armee	w5_d619e21823
in	w7_d619e21826
Teutschland	w9_d619e21829
ge	w11_d619e21832
„sendet	w1_d619e21837
haben,	w3_d619e21840
wieder	w5_d619e21843
nach	w7_d619e21846
England	w9_d619e21849
zu	w11_d619e21852
„rück	w1_d619e21858
kommen	w3_d619e21861
zu	w5_d619e21864
lassen;	w7_d619e21867
eine	w9_d619e21870
gedoppelte	w11_d619e21873
„Anzahl	w1_d619e21878
der	w3_d619e21881
Französischen	w5_d619e21884
Trupen,	w7_d619e21887
die	w9_d619e21890
sich	w11_d619e21893
„bey	w1_d619e21898
denen	w3_d619e21901
Armeen	w5_d619e21904
Seiner	w7_d619e21907
Majestät	w9_d619e21910
am	w11_d619e21913
„Ober	w1_d619e21918
und	w3_d619e21921
Nieder=theine	w5_d619e21924
befinden	w7_d619e21927
wer	w9_d619e21930
„den,	w1_d619e21936
wieder	w3_d619e21939
nach	w5_d619e21942
Frankreich	w7_d619e21945
zurück	w9_d619e21948
marschi	w11_d619e21951
„en	w1_d619e21956
sollen,	w3_d619e21959
so,	w5_d619e21962
daß	w7_d619e21965
in	w9_d619e21968
diesen	w11_d619e21971
Gegenden	w13_d619e21975
„nicht	w1_d619e21980
mehr	w3_d619e21983
an	w5_d619e21986
Frankreich	w7_d619e21989
gehörige	w9_d619e21992
Tru	w11_d619e21995
„pen	w1_d619e22000
bleiben	w3_d619e22003
werden,	w5_d619e22006
als	w7_d619e22009
Verhältnüß	w9_d619e22012
„weise	w1_d619e22018
auf	w3_d619e22021
die,	w5_d619e22024
welche	w7_d619e22027
der	w9_d619e22030
König	w11_d619e22033
von	w13_d619e22037
„	w1_d619e22042
England	w3_d619e22045
daselbst	w5_d619e22048
unterhalten	w7_d619e22051
wird.	w9_d619e22054
</p>
<p id="p26_d619e22057">
„Art.	w1_d619e22061
XI.	w3_d619e22064
Wenn	w5_d619e22067
vor	w7_d619e22070
der	w9_d619e22073
Schliessung	w11_d619e22076
„eines	w1_d619e22081
Tractats,	w3_d619e22084
eine	w5_d619e22087
von	w7_d619e22090
beyden	w9_d619e22093
Mäch	w11_d619e22096
„ten,	w1_d619e22101
in	w3_d619e22104
einem	w5_d619e22107
Welt=theile,	w7_d619e22110
welcher	w9_d619e22113
es	w11_d619e22116
„auch	w1_d619e22122
wäre,	w3_d619e22125
Eroberungen	w5_d619e22128
machte;	w7_d619e22131
so	w9_d619e22134
„sollen	w1_d619e22139
sie	w3_d619e22142
ohne	w5_d619e22145
Schwierigkeit,	w7_d619e22148
und	w9_d619e22151
ohne	w11_d619e22154
„eine	w1_d619e22159
Vergütung	w3_d619e22162
dafür	w5_d619e22165
zu	w7_d619e22168
verlangen,	w9_d619e22171
wie	w11_d619e22174
„der	w1_d619e22179
zurück	w3_d619e22182
gestellet	w5_d619e22185
werden.	w7_d619e22188
.	w1_d619e22196
</p>
<p id="p28_d619e22199">
(Die	w1_d619e22203
Fortsetzung	w3_d619e22206
folgt	w5_d619e22209
künftig.,	w7_d619e22212
</p>
<list id="l32_d619e22217">
</list>
<p id="p34_d619e22222">
Von	w1_d619e22226
der	w3_d619e22229
verordnet=K.	w5_d619e22232
K.	w7_d619e22235
Landesadministra	w9_d619e22238
wird	w1_d619e22243
tion	w1_d619e22248
in	w3_d619e22251
dem	w5_d619e22254
Temesvarer=baunat	w7_d619e22257
wegen,	w9_d619e22260
mit	w1_d619e22266
gegenwärtig=offenem	w3_d619e22269
Edict	w5_d619e22272
jedermänniglich,	w7_d619e22275
sowol	w1_d619e22280
An	w3_d619e22283
als	w5_d619e22286
Abwesenden,	w7_d619e22289
deme	w9_d619e22292
daran	w11_d619e22295
gelegen,	w13_d619e22299
kund	w1_d619e22304
und	w3_d619e22307
zu	w5_d619e22310
wissen	w7_d619e22313
gemacht:	w9_d619e22316
welchergestalten	w11_d619e22319
Eleonora	w1_d619e22324
Hermannin,	w3_d619e22327
verwittibt	w5_d619e22330
geweste	w7_d619e22333
Mauth	w9_d619e22336
ober	w1_d619e22342
einnehmerin	w3_d619e22345
ohne	w5_d619e22348
Hinterlassung	w7_d619e22351
eines	w9_d619e22354
letzt	w11_d619e22357
willigen	w1_d619e22362
Geschäfts	w3_d619e22365
mit	w5_d619e22368
Tod	w7_d619e22371
abgegangen	w9_d619e22374
seye,	w11_d619e22377
und	w1_d619e22382
sich	w3_d619e22385
um	w5_d619e22388
derselben	w7_d619e22391
ab	w9_d619e22394
intestato	w11_d619e22397
ruckgebliebene	w13_d619e22401
Verlassenschaft	w1_d619e22406
der	w3_d619e22409
Zeit	w5_d619e22412
noch	w7_d619e22415
niemand	w9_d619e22418
an	w11_d619e22421
gemeldet	w1_d619e22427
habe.	w3_d619e22430
Wann	w5_d619e22433
demnach,	w7_d619e22436
um	w9_d619e22439
die	w11_d619e22442
etwa	w13_d619e22446
ein	w1_d619e22451
oder	w3_d619e22454
anderen	w5_d619e22457
bey	w7_d619e22460
dieser	w9_d619e22463
Verlassenschaft	w11_d619e22466
von	w13_d619e22470
Rechts=wegen	w1_d619e22475
gebührend=nähere	w3_d619e22478
Erb=sprüch	w5_d619e22481
in	w7_d619e22484
Erfahrenheit	w1_d619e22489
zu	w3_d619e22492
bringen,	w5_d619e22495
folgsam	w7_d619e22498
zur	w9_d619e22501
sicheren	w11_d619e22504
Abhandlung	w1_d619e22510
schreiten	w3_d619e22513
zu	w5_d619e22516
können,	w7_d619e22519
der	w9_d619e22522
Nohtdurft	w11_d619e22525
zu	w1_d619e22530
seyn	w3_d619e22533
befunden	w5_d619e22536
worden,	w7_d619e22539
alle	w9_d619e22542
hieran	w11_d619e22545
Theilneh	w13_d619e22549
mende,	w1_d619e22554
sowol	w3_d619e22557
in	w5_d619e22560
als	w7_d619e22563
ausser	w9_d619e22566
Land	w11_d619e22569
befindliche	w13_d619e22573
Par	w15_d619e22576
theyen	w1_d619e22581
durch	w3_d619e22584
dieses	w5_d619e22587
öffentliche	w7_d619e22590
Edict	w9_d619e22593
zur	w11_d619e22596
Anmeld	w13_d619e22600
und	w1_d619e22606
Legitimirung	w3_d619e22609
ihrer	w5_d619e22612
an	w7_d619e22615
obbemeldte	w9_d619e22618
Verlassen	w11_d619e22621
schaft	w1_d619e22626
habenden	w3_d619e22629
Erb=sprüchen	w5_d619e22632
gerichtlich	w7_d619e22635
einzube	w9_d619e22638
ruffen,	w1_d619e22643
und	w3_d619e22646
zu	w5_d619e22649
dem	w7_d619e22652
Ende	w9_d619e22655
denenselben	w11_d619e22658
den	w13_d619e22662
31.	w15_d619e22665
Decemb.	w1_d619e22670
dies	w3_d619e22673
1762sten	w5_d619e22676
Jahrs	w7_d619e22679
fruh	w9_d619e22682
um	w11_d619e22685
9.	w13_d619e22689
Uhr	w15_d619e22692
zur	w1_d619e22698
gewöhnlichen	w3_d619e22701
Convocations	w5_d619e22704
und	w7_d619e22707
Anmeldungs	w9_d619e22710
tagsatzung	w1_d619e22715
pro	w3_d619e22718
1mo.	w5_d619e22721
2do.	w7_d619e22724
&	w9_d619e22727
3tio.	w11_d619e22730
Termino	w13_d619e22734
su-	w15_d619e22737
perperemptorie	w1_d619e22742
zu	w3_d619e22745
bestimmen.	w5_d619e22748
Als	w1_d619e22753
werden	w3_d619e22756
alle	w5_d619e22759
und	w7_d619e22762
jede,	w9_d619e22765
welche	w11_d619e22768
bey	w13_d619e22772
ermeldt	w15_d619e22775
</p>
<p id="p36_d619e22779">
Eleonorä	w1_d619e22783
Hermannischen	w3_d619e22786
Verlassenschaft	w5_d619e22789
rechtmäs	w7_d619e22792
siger	w1_d619e22797
Erbs=forderung	w3_d619e22800
halber	w5_d619e22803
einige	w7_d619e22806
Sprüch	w9_d619e22809
ha	w11_d619e22812
ben,	w1_d619e22817
oder	w3_d619e22820
zu	w5_d619e22823
haben	w7_d619e22826
vermeinen,	w9_d619e22829
an	w11_d619e22832
obbestimm	w13_d619e22836
ten	w1_d619e22842
Tag	w3_d619e22845
und	w5_d619e22848
Stund	w7_d619e22851
vor	w9_d619e22854
die	w11_d619e22857
auch	w13_d619e22861
verordnet	w15_d619e22864
K.	w1_d619e22869
K.	w3_d619e22872
Commißion	w5_d619e22875
in	w7_d619e22878
Justitz=sachen	w9_d619e22881
entweder	w11_d619e22884
selbst	w1_d619e22889
persönlich,	w3_d619e22892
oder	w5_d619e22895
durch	w7_d619e22898
hierzu	w9_d619e22901
genugsam	w11_d619e22904
in	w13_d619e22908
struirte	w1_d619e22913
Gevollmächtigte	w3_d619e22916
also	w5_d619e22919
gewiß	w7_d619e22922
zu	w9_d619e22925
erscheinen,	w11_d619e22928
und	w1_d619e22934
ihre	w3_d619e22937
an	w5_d619e22940
sothane	w7_d619e22943
Verlassenschaft	w9_d619e22946
habende	w11_d619e22949
Erbs	w13_d619e22953
anforderung	w1_d619e22958
anzumelden,	w3_d619e22961
rechtlich	w5_d619e22964
zu	w7_d619e22967
legitimi	w9_d619e22970
ren	w1_d619e22975
haben;	w3_d619e22978
wie	w5_d619e22981
im	w7_d619e22984
widrigen	w9_d619e22987
die	w11_d619e22990
Abhandlung	w13_d619e22994
je	w15_d619e22997
dannoch	w1_d619e23002
vorgenommen,	w3_d619e23005
und	w5_d619e23008
ungehindert	w7_d619e23011
deren	w9_d619e23014
etwa	w1_d619e23020
vorhandenen	w3_d619e23023
Erbs=prätendenten,	w5_d619e23026
so	w1_d619e23031
sich	w3_d619e23034
mit	w1_d619e23039
ihren	w3_d619e23042
Erbs=forderungen	w5_d619e23045
in	w7_d619e23048
bestimmter	w9_d619e23051
Zeit	w11_d619e23054
nicht	w1_d619e23059
angemeldet,	w3_d619e23062
solche	w5_d619e23065
Verlassenschaft	w7_d619e23068
dem	w9_d619e23071
K.	w11_d619e23074
K.	w13_d619e23078
Fisco	w1_d619e23084
zuerkennet,	w3_d619e23087
auch	w5_d619e23090
ansonsten	w7_d619e23093
ex	w9_d619e23096
officio	w11_d619e23099
vor	w13_d619e23103
gekehret	w1_d619e23108
werden	w3_d619e23111
solle,	w5_d619e23114
was	w7_d619e23117
Rechtens	w9_d619e23120
ist.	w11_d619e23123
Wor	w1_d619e23128
nach	w1_d619e23133
sich	w3_d619e23136
also	w5_d619e23139
ein	w7_d619e23142
jeder	w9_d619e23145
zu	w11_d619e23148
richten	w13_d619e23152
wissen	w15_d619e23155
wird.	w17_d619e23158
Actum	w1_d619e23164
Temesvar	w3_d619e23167
11.	w5_d619e23170
Decemb.	w7_d619e23173
1761.	w9_d619e23176
</p>
<p id="p38_d619e23181">
Bey	w1_d619e23185
denen	w3_d619e23188
Schilgischen	w5_d619e23191
Erben	w7_d619e23194
auf	w9_d619e23197
dem	w11_d619e23200
Fran	w13_d619e23204
ciscaner=platz	w1_d619e23209
im	w3_d619e23212
Graf	w5_d619e23215
Sonauischen	w7_d619e23218
Haus	w9_d619e23221
seynd	w11_d619e23224
zu	w1_d619e23229
bekommen:	w3_d619e23232
die	w5_d619e23235
K.	w7_d619e23238
K.	w9_d619e23241
Hof	w11_d619e23244
und	w13_d619e23248
Ehrenca	w15_d619e23251
lender	w1_d619e23257
auf	w3_d619e23260
das	w5_d619e23263
1762.	w7_d619e23266
Jahr	w9_d619e23269
zum	w11_d619e23272
Gebrauch	w13_d619e23276
des	w15_d619e23279
K.	w1_d619e23284
K.	w3_d619e23287
Hofes;	w5_d619e23290
worinnen	w7_d619e23293
die	w9_d619e23296
ToisonKirchen	w11_d619e23299
und	w1_d619e23304
Hof=feste,	w3_d619e23307
nebst	w5_d619e23310
denen	w7_d619e23313
Galatägen,	w9_d619e23316
wie	w11_d619e23319
auch	w1_d619e23324
die	w3_d619e23327
K.	w5_d619e23330
K.	w7_d619e23333
Hof,	w9_d619e23336
staat,	w11_d619e23339
dann	w13_d619e23343
sammentliche	w15_d619e23346
in	w1_d619e23352
denen	w3_d619e23355
Königreich	w5_d619e23358
und	w7_d619e23361
Landen	w9_d619e23364
befindliche	w11_d619e23367
Erb	w13_d619e23371
ämter	w1_d619e23376
enthalten	w3_d619e23379
sind,	w5_d619e23382
in	w7_d619e23385
4to.	w9_d619e23388
das	w11_d619e23391
Exemplar	w13_d619e23395
un	w15_d619e23398
gebunden	w1_d619e23403
à	w3_d619e23406
24.	w5_d619e23409
kr.	w7_d619e23412
Jm	w9_d619e23415
Gold=papier	w11_d619e23418
mit	w13_d619e23422
Deckel	w15_d619e23425
34.	w1_d619e23430
kr.	w3_d619e23433
Jm	w5_d619e23436
roten	w7_d619e23439
Leder	w9_d619e23442
1.	w11_d619e23445
fl.	w13_d619e23449
8.	w15_d619e23452
kr.	w17_d619e23455
</p>
<p id="p40_d619e23458">
Deto	w1_d619e23462
die	w3_d619e23465
kleinen	w5_d619e23468
in	w7_d619e23471
16.	w9_d619e23474
mit	w11_d619e23477
Küpferl;	w13_d619e23481
worin	w15_d619e23484
nen	w1_d619e23489
ebenfalls	w3_d619e23492
die	w5_d619e23495
Hof=fest,	w7_d619e23498
und	w9_d619e23501
Gala=täg,	w11_d619e23504
nebst	w13_d619e23508
dem	w1_d619e23513
Verzeichnuß	w3_d619e23516
der	w5_d619e23519
Apost.	w7_d619e23522
Versammlung	w9_d619e23525
des	w11_d619e23528
</p>
<p id="p42_d619e23531">
Ritter=ordens	w1_d619e23535
vom	w3_d619e23538
goldenen	w5_d619e23541
Vlleß,	w7_d619e23544
wie	w9_d619e23547
auch	w11_d619e23550
des	w13_d619e23554
militarischen	w1_d619e23559
Mariä	w3_d619e23562
Theresiä=ordens,	w5_d619e23565
dann	w7_d619e23568
die	w9_d619e23571
Geburts	w1_d619e23576
und	w3_d619e23579
Namens	w5_d619e23582
feste	w7_d619e23585
der	w9_d619e23588
Könige,	w11_d619e23591
Für	w13_d619e23595
sten,	w1_d619e23601
und	w3_d619e23604
anderer	w5_d619e23607
Hech=adelichen	w7_d619e23610
Standesper	w9_d619e23613
sonen	w1_d619e23618
rc.	w3_d619e23621
enthalten	w5_d619e23624
sind,	w7_d619e23627
das	w9_d619e23630
Exemplar	w11_d619e23633
ungeb.	w13_d619e23637
24.	w1_d619e23642
kr.	w3_d619e23645
Jm	w5_d619e23648
Pergament	w7_d619e23651
34	w9_d619e23654
kr.	w11_d619e23657
Jm	w13_d619e23661
roten	w15_d619e23664
Per	w17_d619e23667
gament	w1_d619e23672
mit	w3_d619e23675
Gold	w5_d619e23678
und	w7_d619e23681
Spörl.	w9_d619e23684
51.	w11_d619e23687
kr.	w13_d619e23691
</p>
<p id="p44_d619e23697">
Von	w1_d619e23701
der	w3_d619e23704
Röm.	w5_d619e23707
K.	w7_d619e23710
K.	w9_d619e23713
Majest	w11_d619e23716
N.	w13_d619e23720
Oe.	w15_d619e23723
Regie	w17_d619e23726
rung	w1_d619e23731
wegen	w3_d619e23734
wird	w5_d619e23737
dem	w7_d619e23740
Johann	w9_d619e23743
Georg	w11_d619e23746
Kistler	w13_d619e23750
kund	w15_d619e23753
und	w1_d619e23758
zu	w3_d619e23761
wissen	w5_d619e23764
gemacht:	w7_d619e23767
Es	w9_d619e23770
habe	w11_d619e23773
bey	w13_d619e23777
ihr	w15_d619e23780
Regie	w17_d619e23783
rung,	w1_d619e23789
dero	w3_d619e23792
Mittels=raht	w5_d619e23795
Herr	w7_d619e23798
Bartholowäus	w9_d619e23801
Frey=herr	w1_d619e23806
von	w3_d619e23809
Tinti,	w5_d619e23812
proprio	w7_d619e23815
&	w9_d619e23818
tutono	w11_d619e23821
no-	w13_d619e23825
mine	w1_d619e23830
gewest	w3_d619e23833
K.	w5_d619e23836
K.	w7_d619e23839
Hof=cammer=raht	w9_d619e23842
seel.	w11_d619e23845
in	w13_d619e23849
stituirter	w1_d619e23854
Universal=erb	w3_d619e23857
wider	w5_d619e23860
erst=ermeldten	w7_d619e23863
Jo	w9_d619e23866
hann	w1_d619e23872
Georg	w3_d619e23875
Kistler,	w5_d619e23878
unterm	w7_d619e23881
20.	w9_d619e23884
Novemb.	w11_d619e23887
letzt	w13_d619e23891
hin	w1_d619e23896
um	w3_d619e23899
eine	w5_d619e23902
andere	w7_d619e23905
clausulirte	w9_d619e23908
Tagsatzung	w11_d619e23911
und	w13_d619e23915
Moderirung	w1_d619e23920
deren	w3_d619e23923
Expensen	w5_d619e23926
angelanget,	w7_d619e23929
und	w9_d619e23932
des	w11_d619e23935
sentwegen	w1_d619e23940
nicht	w3_d619e23943
allein	w5_d619e23946
um	w7_d619e23949
die	w9_d619e23952
Auflag	w11_d619e23955
an	w13_d619e23959
Jhro	w15_d619e23962
Regierungs=secretarium	w1_d619e23968
Franz	w3_d619e23971
Adolph	w5_d619e23974
Croyer	w7_d619e23977
von	w1_d619e23982
Kirchenfels,	w3_d619e23985
sondern	w5_d619e23988
auch	w7_d619e23991
um	w9_d619e23994
die	w11_d619e23997
Ausferti	w13_d619e24001
gung	w1_d619e24006
des	w3_d619e24009
gewöhnlichen	w5_d619e24012
Valval	w7_d619e24015
edicts	w9_d619e24018
von	w11_d619e24021
daru	w13_d619e24025
men	w1_d619e24030
gebetten,	w3_d619e24033
weilen	w5_d619e24036
ihme	w7_d619e24039
Herrn	w9_d619e24042
Bartholomäs	w11_d619e24045
Frey=herrn	w1_d619e24051
von	w3_d619e24054
Tinti,	w5_d619e24057
der	w7_d619e24060
dermalige	w9_d619e24063
Aufenthalt	w11_d619e24066
des	w1_d619e24071
Johann	w3_d619e24074
Georg	w5_d619e24077
Kistler	w7_d619e24080
nicht	w9_d619e24083
bekannt	w11_d619e24086
wäre.	w13_d619e24090
Wann	w1_d619e24095
nun	w3_d619e24098
Regierung	w5_d619e24101
in	w7_d619e24104
dieses	w9_d619e24107
so	w11_d619e24110
ein	w13_d619e24114
als	w15_d619e24117
an	w17_d619e24120
deres	w1_d619e24125
Petitum	w3_d619e24128
der	w5_d619e24131
Justitz=gemäß	w7_d619e24134
zu	w9_d619e24137
gewilligen	w11_d619e24140
keinen	w1_d619e24146
Anstand	w3_d619e24149
genommen	w5_d619e24152
hat,	w7_d619e24155
und	w9_d619e24158
zu	w11_d619e24161
dem	w13_d619e24165
Ende	w15_d619e24168
die	w1_d619e24173
gobettene	w3_d619e24176
Moderirungs=tagsatzung	w5_d619e24179
auf	w7_d619e24182
den	w9_d619e24185
29.	w1_d619e24190
dies	w3_d619e24193
Monats	w5_d619e24196
Januarii	w7_d619e24199
bey	w9_d619e24202
vorermeldtem	w11_d619e24205
Franz	w13_d619e24209
Adolph	w1_d619e24214
Croyer	w3_d619e24217
von	w5_d619e24220
Kirchenfels,	w7_d619e24223
N.	w9_d619e24226
Oe.	w11_d619e24229
Regie	w13_d619e24233
rungs=mittels=secretario	w1_d619e24239
in	w3_d619e24242
seinem	w5_d619e24245
in	w7_d619e24248
dem	w9_d619e24251
Roß	w11_d619e24254
marin=gässel	w1_d619e24259
im	w3_d619e24262
Schwarzbeckischen	w5_d619e24265
Haus	w7_d619e24268
im	w9_d619e24271
zwey	w11_d619e24274
ten	w1_d619e24279
Stock	w3_d619e24282
habenden	w5_d619e24285
Hof=quartier	w7_d619e24288
Nachmittags	w9_d619e24291
um	w1_d619e24296
2.	w3_d619e24299
Uhr	w5_d619e24302
bestimmet	w7_d619e24305
worden.	w9_d619e24308
Als	w11_d619e24311
wird	w13_d619e24315
er	w15_d619e24318
Jo	w17_d619e24321
hann	w1_d619e24327
Georg	w3_d619e24330
Kistler	w5_d619e24333
bey	w7_d619e24336
dieser	w9_d619e24339
anberaumten	w11_d619e24342
Mo	w13_d619e24346
derirungs=tagsatzung	w1_d619e24351
also	w3_d619e24354
gewiß	w5_d619e24357
zu	w7_d619e24360
erscheinen	w9_d619e24363
ha	w11_d619e24366
ben,	w1_d619e24371
wie	w3_d619e24374
im	w5_d619e24377
widrigen	w7_d619e24380
auf	w9_d619e24383
dessen	w11_d619e24386
Ausbleiben	w13_d619e24390
die	w15_d619e24393
einzulegen	w1_d619e24398
benannte	w3_d619e24401
ex	w5_d619e24404
offidio	w7_d619e24407
&	w9_d619e24410
condumaciam	w11_d619e24413
moderiret	w1_d619e24419
werden	w3_d619e24422
sollen.	w5_d619e24425
</p>
<p id="p46_d619e24428">
Von	w1_d619e24432
N.	w3_d619e24435
Burgermeister,	w5_d619e24438
Richter	w7_d619e24441
und	w9_d619e24444
Raht	w11_d619e24447
der	w1_d619e24452
Landes=fürstl.	w3_d619e24455
Stadt	w5_d619e24458
Rötz	w7_d619e24461
wegen,	w9_d619e24464
wird	w11_d619e24467
hie	w13_d619e24471
mit	w1_d619e24476
jedermänniglich	w3_d619e24479
kund	w5_d619e24482
und	w7_d619e24485
zu	w9_d619e24488
wissen	w11_d619e24491
gemacht:	w13_d619e24495
welchergestalten	w1_d619e24501
verschiedene	w3_d619e24504
Credits=partheyen	w5_d619e24507
an	w1_d619e24512
des	w3_d619e24515
Herrn	w5_d619e24518
Jgnatz	w7_d619e24521
Dominici	w9_d619e24524
Teyber,	w11_d619e24527
Burgerl.	w13_d619e24531
Saiffensieder=meisters,	w1_d619e24536
und	w3_d619e24539
dessen	w5_d619e24542
Frauen	w7_d619e24545
Ehe	w9_d619e24548
wirtin	w1_d619e24553
gemeinschaftlich	w3_d619e24556
besitzendes	w5_d619e24559
Vermögen	w7_d619e24562
al	w9_d619e24565
hier	w1_d619e24571
einige	w3_d619e24574
Schulden=forderungen	w5_d619e24577
gemacht,	w7_d619e24580
auch	w9_d619e24583
sie	w1_d619e24588
Frau	w3_d619e24591
Teyberin	w5_d619e24594
ihrer	w7_d619e24597
weiblichen	w9_d619e24600
Sprüchen	w11_d619e24603
hal	w13_d619e24607
ber	w1_d619e24612
pnotocollando	w3_d619e24615
zu	w5_d619e24618
gedenken	w7_d619e24621
gebetten	w9_d619e24624
habe.	w11_d619e24627
Wann	w1_d619e24632
nun	w3_d619e24635
zu	w5_d619e24638
Ausfindigmachung	w7_d619e24641
dieses	w9_d619e24644
samment	w11_d619e24647
lichen	w1_d619e24653
Schulden=standes	w3_d619e24656
eine	w5_d619e24659
Convocatio	w7_d619e24662
Credi-	w9_d619e24665
torum	w1_d619e24670
nöhtig	w3_d619e24673
ist;	w5_d619e24676
als	w7_d619e24679
wird	w9_d619e24682
hiemit	w11_d619e24685
zur	w13_d619e24689
Convoca	w15_d619e24692
tions	w1_d619e24697
tagsatzung	w3_d619e24700
der	w5_d619e24703
5.	w7_d619e24706
künftigen	w9_d619e24709
Monats	w11_d619e24712
Febr.	w13_d619e24716
1762.	w1_d619e24721
pro	w3_d619e24724
1mo.	w5_d619e24727
2do.	w7_d619e24730
&	w9_d619e24733
3tio.	w11_d619e24736
Termino	w13_d619e24740
bestim	w15_d619e24743
met,	w1_d619e24749
an	w3_d619e24752
welchem	w5_d619e24755
Tage	w7_d619e24758
alle	w9_d619e24761
und	w11_d619e24764
jede,	w13_d619e24768
so	w15_d619e24771
an	w17_d619e24774
be	w19_d619e24777
sagt=Teyberischen	w1_d619e24782
Vermögen	w3_d619e24785
einige	w5_d619e24788
Sprüch	w7_d619e24791
und	w9_d619e24794
Apforderung	w1_d619e24799
zu	w3_d619e24802
haben	w5_d619e24805
vermeinen,	w7_d619e24808
um	w9_d619e24811
9.	w11_d619e24814
Uhr	w13_d619e24818
</p>
<p id="p52_d619e24832">
fruh	w1_d619e24836
auf	w3_d619e24839
dem	w5_d619e24842
Raht=haus	w7_d619e24845
alhier	w9_d619e24848
sub	w11_d619e24851
poena	w13_d619e24855
præ-	w15_d619e24858
clusi	w1_d619e24863
&	w3_d619e24866
perpetui	w5_d619e24869
silentii	w7_d619e24872
zu	w9_d619e24875
erscheinen,	w11_d619e24878
und	w13_d619e24882
ihre	w15_d619e24885
Anforderungen	w1_d619e24890
zu	w3_d619e24893
liquidiren	w5_d619e24896
haben	w7_d619e24899
werden.	w9_d619e24902
</p>
<p id="p54_d619e24907">
Es	w1_d619e24911
wird	w3_d619e24914
denen	w5_d619e24917
Herren	w7_d619e24920
Passaschiers	w9_d619e24923
und	w11_d619e24926
ande	w13_d619e24930
ren	w1_d619e24935
reisenden	w3_d619e24938
Personen	w5_d619e24941
hiemit	w7_d619e24944
kund	w9_d619e24947
und	w11_d619e24950
zu	w13_d619e24954
wis	w15_d619e24957
sen	w1_d619e24962
gemacht,	w3_d619e24965
dan	w5_d619e24968
in	w7_d619e24971
der	w9_d619e24974
Königl.	w11_d619e24977
freyen	w13_d619e24981
Stadt	w15_d619e24984
Pest	w1_d619e24990
im	w3_d619e24993
Königreich	w5_d619e24996
Hungarn	w7_d619e24999
mit	w9_d619e25002
Erlaubnuß,	w11_d619e25005
und	w1_d619e25010
darüber	w3_d619e25013
ertheilten	w5_d619e25016
obrigkeitlichen	w7_d619e25019
Freyheit	w9_d619e25022
ein	w1_d619e25027
Schild=wirts=haus	w3_d619e25030
zun	w5_d619e25033
sieben	w7_d619e25036
Chur	w9_d619e25039
fürsten	w11_d619e25042
genannt,	w1_d619e25047
eröfnet	w3_d619e25050
worden,	w5_d619e25053
alwo	w7_d619e25056
jedermann,	w9_d619e25059
nicht	w11_d619e25062
nur	w1_d619e25068
allein	w3_d619e25071
mit	w5_d619e25074
hinlänglicher	w7_d619e25077
Logir	w9_d619e25080
und	w11_d619e25083
Stallun	w13_d619e25087
gen,	w1_d619e25092
sondern	w3_d619e25095
auch	w5_d619e25098
nöhtigster	w7_d619e25101
Kost,	w9_d619e25104
und	w11_d619e25107
zerschie	w13_d619e25111
denen	w1_d619e25116
Jn	w3_d619e25119
und	w5_d619e25122
Ausländer=weinen	w7_d619e25125
nach	w9_d619e25128
Belieben	w11_d619e25131
wird	w1_d619e25136
bedienet	w3_d619e25139
werden.	w5_d619e25142
</p>
<p id="p56_d619e25145">
Von	w1_d619e25149
der	w3_d619e25152
Verwalter=amts=danzley	w5_d619e25155
der	w7_d619e25158
Hoch	w9_d619e25161
gräfl.	w1_d619e25166
Rudolph	w3_d619e25169
Colloredischen	w5_d619e25172
Herrschaft	w7_d619e25175
Staatz	w9_d619e25178
in	w1_d619e25183
Unter=österreich	w3_d619e25186
wird	w5_d619e25189
hiemit	w7_d619e25192
jebermänniglich	w9_d619e25195
zu	w1_d619e25201
wissen	w3_d619e25204
gemacht:	w5_d619e25207
Es	w7_d619e25210
seye	w9_d619e25213
Anno	w11_d619e25216
1728.	w13_d619e25220
