<doc id="wr_1757-02-12" attrs="word" year="1757" month="02" day="12" corpus="2">
<head id="h2_d117e3051">
Port=louis	w1_d117e3055
und	w7_d117e21200
See=dienst	w9_d117e21203
anwerben,	w11_d117e21206
und	w1_d117e21211
nach	w3_d117e21214
Verfliessung	w5_d117e21217
dieser	w7_d117e21220
Zeit,	w9_d117e21223
solle	w11_d117e21226
ei	w13_d117e21230
nem	w1_d117e21235
jeden	w3_d117e21238
erlaubt	w5_d117e21241
seyn,	w7_d117e21244
sich	w9_d117e21247
mit	w11_d117e21250
einer	w13_d117e21254
klei	w15_d117e21257
nen	w1_d117e21262
Pension	w3_d117e21265
wegzubegeben,	w5_d117e21268
wogegen	w7_d117e21271
er	w9_d117e21274
aber	w11_d117e21277
gehalten	w1_d117e21283
seyn	w3_d117e21286
solle,	w5_d117e21289
in	w7_d117e21292
benöhtigtem	w9_d117e21295
Fall	w11_d117e21298
wie	w13_d117e21302
der	w1_d117e21307
in	w3_d117e21310
Dienste	w5_d117e21313
zu	w7_d117e21316
tretten.	w9_d117e21319
</p>
<p id="p12_d117e21323">
Den	w1_d117e21327
12.	w3_d117e21330
dieses	w5_d117e21333
hat	w7_d117e21336
die	w9_d117e21339
Untere	w11_d117e21342
Parlaments	w13_d117e21346
kammer	w1_d117e21351
beschlossen,	w3_d117e21354
die	w5_d117e21357
Einfuhr	w7_d117e21360
aller	w9_d117e21363
Gat	w11_d117e21366
tung	w1_d117e21371
Früchten,	w3_d117e21374
Mehl,	w5_d117e21377
rc.	w7_d117e21380
zu	w9_d117e21383
erlauben,	w11_d117e21386
oh	w13_d117e21390
ne	w1_d117e21396
während	w3_d117e21399
einer	w5_d117e21402
gewissen	w7_d117e21405
Zeit	w9_d117e21408
die	w11_d117e21411
geringste	w13_d117e21415
Auflage	w1_d117e21420
davon	w3_d117e21423
zu	w5_d117e21426
bezahlen,	w7_d117e21429
auch	w9_d117e21432
solle	w11_d117e21435
er	w13_d117e21439
laubt	w1_d117e21444
seyn,	w3_d117e21447
alle	w5_d117e21450
Früchten,	w7_d117e21453
Mehl,	w9_d117e21456
Brod,	w11_d117e21459
Zweyback,	w1_d117e21464
und	w3_d117e21467
andere	w5_d117e21470
Lebens=mittel,	w7_d117e21473
welche	w9_d117e21476
dem	w1_d117e21482
Feind	w3_d117e21485
bereits	w5_d117e21488
abgenommen	w7_d117e21491
worden	w9_d117e21494
oder	w1_d117e21499
abgenommen	w3_d117e21502
werden	w5_d117e21505
dörften,	w7_d117e21508
eben	w9_d117e21511
falls	w1_d117e21516
ganz	w3_d117e21519
frey	w5_d117e21522
in	w7_d117e21525
das	w9_d117e21528
Königreich	w11_d117e21531
zu	w13_d117e21535
brin	w15_d117e21538
gen.	w1_d117e21543
Die	w3_d117e21546
neue	w5_d117e21549
Aufläge	w7_d117e21552
auf	w9_d117e21555
das	w11_d117e21558
Silber	w13_d117e21562
geschirr,	w1_d117e21568
hat	w3_d117e21571
während	w5_d117e21574
abgewichenem	w7_d117e21577
Jahr	w9_d117e21580
eine	w1_d117e21585
Summe	w3_d117e21588
von	w5_d117e21591
22000.	w7_d117e21594
Pfund	w9_d117e21597
Sterlings	w11_d117e21600
abgeworfen.	w1_d117e21605
Unter	w3_d117e21608
andern	w5_d117e21611
Mitteln	w7_d117e21614
die	w9_d117e21617
Hülfs=gelder	w1_d117e21622
zu	w3_d117e21625
entheben,	w5_d117e21628
wird	w7_d117e21631
von	w9_d117e21634
Aufrich	w11_d117e21637
tung	w1_d117e21643
jährlicher	w3_d117e21646
Renten	w5_d117e21649
zu	w7_d117e21652
3.	w9_d117e21655
und	w11_d117e21658
ein	w13_d117e21662
hal	w15_d117e21665
ben	w1_d117e21670
vom	w3_d117e21673
hundert,	w5_d117e21676
auf	w7_d117e21679
10.	w9_d117e21682
Jahr	w11_d117e21685
lang,	w13_d117e21689
nebst	w1_d117e21694
einer	w3_d117e21697
Gratification	w5_d117e21700
für	w7_d117e21703
die	w9_d117e21706
Subseri	w11_d117e21709
benten,	w1_d117e21714
gesprechen.	w3_d117e21717
Die	w5_d117e21720
Anlagen	w7_d117e21723
auf	w9_d117e21726
das	w11_d117e21729
Salz,	w1_d117e21735
welches	w3_d117e21738
bis	w5_d117e21741
den	w7_d117e21744
25.	w9_d117e21747
Merz	w11_d117e21750
zu	w13_d117e21754
Ende	w15_d117e21757
ge	w17_d117e21760
hen,	w1_d117e21765
werden	w3_d117e21768
dem	w5_d117e21771
Vernehmen	w7_d117e21774
nach,	w9_d117e21777
noch	w11_d117e21780
10.	w1_d117e21785
Jahr	w3_d117e21788
lang	w5_d117e21791
fortdauren,	w7_d117e21794
und	w9_d117e21797
auf	w11_d117e21800
ihren	w13_d117e21804
Abtrag	w1_d117e21809
wird	w3_d117e21812
man	w5_d117e21815
eine	w7_d117e21818
gewisse	w9_d117e21821
Summe	w11_d117e21824
Geld	w13_d117e21828
zu	w1_d117e21834
3.	w3_d117e21837
und	w5_d117e21840
ein	w7_d117e21843
halben	w9_d117e21846
vom	w11_d117e21849
hundert,	w13_d117e21853
um	w15_d117e21856
auf	w1_d117e21861
eine	w3_d117e21864
gewisse	w5_d117e21867
Zeit	w7_d117e21870
wieder	w9_d117e21873
abzuzahlen,	w11_d117e21876
aufnehmen;	w1_d117e21881
auch	w3_d117e21884
dörfte	w5_d117e21887
man	w7_d117e21890
wol	w9_d117e21893
ordent	w11_d117e21896
liche	w1_d117e21901
jährliche	w3_d117e21904
Renten	w5_d117e21907
zu	w7_d117e21910
3.	w9_d117e21913
vom	w11_d117e21916
hundert,	w13_d117e21920
nebst	w1_d117e21926
einem	w3_d117e21929
vom	w5_d117e21932
hundert	w7_d117e21935
als	w9_d117e21938
eine	w11_d117e21941
Rente	w13_d117e21945
via	w15_d117e21948
gere,	w1_d117e21953
aufnehmen.	w3_d117e21956
Dieser	w5_d117e21959
Tagen	w7_d117e21962
hat	w9_d117e21965
der	w11_d117e21968
Rußisch=Kaiserliche	w1_d117e21973
Minister,	w3_d117e21976
Prinz	w5_d117e21979
von	w7_d117e21982
Galli	w9_d117e21985
tzin,	w1_d117e21990
dem	w3_d117e21993
Staatesecretario	w5_d117e21996
Grafen	w7_d117e21999
von	w9_d117e22002
Hol	w11_d117e22005
derneß	w1_d117e22011
eine	w3_d117e22014
Erkklärung	w5_d117e22017
wegen	w7_d117e22020
denen	w9_d117e22023
Ursa	w11_d117e22026
chen/	w1_d117e22031
welche	w3_d117e22034
die	w5_d117e22037
Rusischel	w7_d117e22040
Kaiserin	w9_d117e22043
bewogen	w11_d117e22046
/	w13_d117e22050
</p>
<p id="p14_d117e22053">
ein	w1_d117e22057
Corpo	w3_d117e22060
Dero	w5_d117e22063
Völker	w7_d117e22066
Jhrer	w9_d117e22069
Majestät	w11_d117e22072
der	w13_d117e22076
Kaiserin,	w1_d117e22081
Königin	w3_d117e22084
zu	w5_d117e22087
Hülfe	w7_d117e22090
in	w9_d117e22093
Tellischland	w11_d117e22096
marschieren	w1_d117e22101
zu	w3_d117e22104
lassen,	w5_d117e22107
zugestellet.	w7_d117e22110
Dar	w9_d117e22113
Proceß	w1_d117e22119
des	w3_d117e22122
Admirals	w5_d117e22125
Byng,	w7_d117e22128
hat	w9_d117e22131
seinen	w11_d117e22134
un	w13_d117e22138
gehinderten	w1_d117e22143
Fortgang,	w3_d117e22146
und	w5_d117e22149
es	w7_d117e22152
seynd	w9_d117e22155
schon	w11_d117e22158
23.	w1_d117e22163
Admiralen,	w3_d117e22166
Capitans,	w5_d117e22169
und	w7_d117e22172
andere	w9_d117e22175
See	w11_d117e22178
officiers	w1_d117e22183
abgehöret	w3_d117e22186
worden.	w5_d117e22189
Wann	w7_d117e22192
es	w9_d117e22195
dem	w11_d117e22198
General	w1_d117e22204
Blackeney,	w3_d117e22207
und	w5_d117e22210
seinen	w7_d117e22213
Aussagen	w9_d117e22216
nachgienge,	w1_d117e22221
so	w3_d117e22224
würde	w5_d117e22227
dieser	w7_d117e22230
Admiral	w9_d117e22233
wenig	w11_d117e22236
Hofnung	w1_d117e22241
haben,	w3_d117e22244
aus	w5_d117e22247
seinem	w7_d117e22250
Handel	w9_d117e22253
zu	w11_d117e22256
kom	w13_d117e22260
men,	w1_d117e22265
so	w3_d117e22268
aber	w5_d117e22271
sprechen	w7_d117e22274
auch	w9_d117e22277
die	w11_d117e22280
andere	w13_d117e22284
für	w15_d117e22287
ihn,	w1_d117e22293
und	w3_d117e22296
behaupten,	w5_d117e22299
daß	w7_d117e22302
er	w9_d117e22305
an	w11_d117e22308
dem	w13_d117e22312
widrigen	w15_d117e22315
Erfolg	w1_d117e22320
derer	w3_d117e22323
Engländischen	w5_d117e22326
Waffen	w7_d117e22329
ncht	w9_d117e22332
Schuld	w1_d117e22337
seye.	w3_d117e22340
Der	w5_d117e22343
Admiral	w7_d117e22346
West	w9_d117e22349
ist	w11_d117e22352
einen	w13_d117e22356
seiner	w1_d117e22361
vornehmsten	w3_d117e22364
Vertheidiger,	w5_d117e22367
und	w7_d117e22370
er	w9_d117e22373
selbst	w11_d117e22376
suchet	w1_d117e22382
sich	w3_d117e22385
gleichfalls	w5_d117e22388
aufs	w7_d117e22391
beste	w9_d117e22394
zu	w11_d117e22397
rechtfer	w13_d117e22401
tigen,	w1_d117e22406
und	w3_d117e22409
er	w5_d117e22412
bringet	w7_d117e22415
solche	w9_d117e22418
Klagen	w11_d117e22421
gegen	w13_d117e22425
das	w1_d117e22430
alte	w3_d117e22433
Ministerium	w5_d117e22436
vor,	w7_d117e22439
welche	w9_d117e22442
verschie	w11_d117e22445
denen	w1_d117e22450
von	w3_d117e22453
demselben	w5_d117e22456
grosses	w7_d117e22459
Nachdenken	w9_d117e22462
verursachen.	w1_d117e22468
Kurz,	w3_d117e22471
man	w5_d117e22474
glaubt,	w7_d117e22477
daß	w9_d117e22480
der	w11_d117e22483
Admiral	w1_d117e22488
Byng	w3_d117e22491
sich	w5_d117e22494
mit	w7_d117e22497
Ehre	w9_d117e22500
von	w11_d117e22503
seinen	w13_d117e22507
Beschuldigungen	w1_d117e22512
frey	w3_d117e22515
machen	w5_d117e22518
werde.	w7_d117e22521
Jn	w9_d117e22524
dessen	w1_d117e22529
ist	w3_d117e22532
der	w5_d117e22535
Admiral	w7_d117e22538
West	w9_d117e22541
wieder	w11_d117e22544
nach	w13_d117e22548
Portsmout	w1_d117e22554
zuruck	w3_d117e22557
gekehret,	w5_d117e22560
von	w7_d117e22563
wannen	w9_d117e22566
er	w1_d117e22571
mit	w3_d117e22574
der	w5_d117e22577
Flotte,	w7_d117e22580
so	w9_d117e22583
er	w11_d117e22586
commandiren	w13_d117e22590
solle,	w15_d117e22593
nächstens	w1_d117e22598
unter	w3_d117e22601
Seegel	w5_d117e22604
gehen	w7_d117e22607
wird.	w9_d117e22610
Man	w11_d117e22613
sagt,	w1_d117e22618
daß	w3_d117e22621
der	w5_d117e22624
admiral	w7_d117e22627
Boßcaven	w9_d117e22630
ebenfalls	w11_d117e22633
ehestens	w1_d117e22639
mit	w3_d117e22642
einer	w5_d117e22645
mächtigen	w7_d117e22648
Flotte	w9_d117e22651
von	w11_d117e22654
gedachtem	w1_d117e22659
Portsmout	w3_d117e22662
abgehen	w5_d117e22665
werde.	w7_d117e22668
</p>
<head id="h2_d117e22674">
Altona	w1_d117e22678
19.	w3_d117e22681
Jan.	w5_d117e22684
</head>
<p id="p4_d117e22687">
Was	w1_d117e22691
man	w3_d117e22694
in	w5_d117e22697
auswärtigen	w7_d117e22700
Blättern	w9_d117e22703
von	w11_d117e22706
denen	w1_d117e22711
Anstalten	w3_d117e22714
schreibet,	w5_d117e22717
welche	w7_d117e22720
in	w9_d117e22723
etlichen	w11_d117e22726
Gegenden	w1_d117e22731
des	w3_d117e22734
Hollsteinischen	w5_d117e22737
bey	w7_d117e22740
denen	w9_d117e22743
Kö	w11_d117e22746
nigl.	w1_d117e22752
Dähnischen	w3_d117e22755
Trupen	w5_d117e22758
gemacht	w7_d117e22761
würden,	w9_d117e22764
und	w1_d117e22769
dergestalt	w3_d117e22772
beschaffen	w5_d117e22775
wären,	w7_d117e22778
als	w9_d117e22781
ob	w11_d117e22784
die	w13_d117e22788
selbe	w1_d117e22793
alle	w3_d117e22796
Tage	w5_d117e22799
marschiren	w7_d117e22802
solten,	w9_d117e22805
solches	w11_d117e22808
gründet	w1_d117e22813
sich	w3_d117e22816
vermutlich	w5_d117e22819
bloß	w7_d117e22822
darauf,	w9_d117e22825
daß	w11_d117e22828
in	w13_d117e22832
der	w1_d117e22838
Verlegung	w3_d117e22841
der	w5_d117e22844
Cavallerie	w7_d117e22847
einige	w9_d117e22850
Verän	w11_d117e22853
derung	w1_d117e22858
geschehen	w3_d117e22861
ist;	w5_d117e22864
dann	w7_d117e22867
sonst	w9_d117e22870
ist	w11_d117e22873
allent	w13_d117e22877
halben	w1_d117e22882
im	w3_d117e22885
Hollstein	w5_d117e22888
sowol,	w7_d117e22891
als	w9_d117e22894
im	w11_d117e22897
Herzog	w13_d117e22901
tum	w1_d117e22906
Schleßwig,	w3_d117e22909
alles	w5_d117e22912
so	w7_d117e22915
still	w9_d117e22918
und	w11_d117e22921
gerubig,	w13_d117e22925
als	w1_d117e22931
es	w3_d117e22934
jemals	w5_d117e22937
gewesen	w7_d117e22940
ist.	w9_d117e22943
</p>
<head id="h2_d117e22994">
Circilar=schreiben	w1_d117e22998
des	w3_d117e23001
Groß=kanzlers	w5_d117e23004
Grafene	w7_d117e23007
von	w1_d117e23012
Bestuchef,	w3_d117e23015
an	w5_d117e23018
den	w7_d117e23021
Primas,	w9_d117e23024
Senatoren,	w11_d117e23027
und	w13_d117e23031
Ministere	w1_d117e23036
der	w3_d117e23039
Krone	w5_d117e23042
Pohlen.	w7_d117e23045
</head>
<head id="h2_d117e23051">
Monseigneur.	w1_d117e23055
</head>
<p id="p4_d117e23058">
AUre	w1_d117e23062
Excellenz	w3_d117e23065
seynd	w5_d117e23068
ohne	w7_d117e23071
Zweifel	w9_d117e23074
bereits	w11_d117e23077
von	w13_d117e23081
allen	w15_d117e23084
Umständen	w17_d117e23087
/	w1_d117e23092
der	w3_d117e23095
feindlichen	w5_d117e23098
/	w7_d117e23101
und	w9_d117e23104
unvermuteten	w11_d117e23107
Jnvasion	w13_d117e23111
des	w15_d117e23114
Königs	w17_d117e23117
von	w19_d117e23120
Preussen	w1_d117e23125
in	w3_d117e23128
Sachsen	w5_d117e23131
/	w7_d117e23134
von	w9_d117e23137
denen	w11_d117e23140
unerhörten	w13_d117e23144
Gewaltthätigkeiten	w15_d117e23147
/	w17_d117e23150
und	w1_d117e23156
denen	w3_d117e23159
unbeschreiblichen	w5_d117e23162
Excessen	w7_d117e23165
/	w9_d117e23168
welche	w11_d117e23171
darinn	w13_d117e23175
sowol	w15_d117e23178
gegen	w17_d117e23181
die	w1_d117e23186
arme	w3_d117e23189
Unterthanen	w5_d117e23192
/	w7_d117e23195
als	w9_d117e23198
auch	w11_d117e23201
selbst	w13_d117e23205
gegen	w15_d117e23208
die	w17_d117e23211
Person	w19_d117e23214
des	w21_d117e23217
Kö	w23_d117e23220
nigs	w1_d117e23225
/	w3_d117e23228
Jhres	w5_d117e23231
Herrn	w7_d117e23234
/	w9_d117e23237
und	w11_d117e23240
seine	w13_d117e23244
Königliche	w15_d117e23247
Famille	w17_d117e23250
/	w19_d117e23253
ausgeübet	w21_d117e23256
worden	w1_d117e23261
/	w3_d117e23264
imgleichen	w5_d117e23267
von	w7_d117e23270
der	w9_d117e23273
äussersten	w11_d117e23276
Nohtwendigkeit	w13_d117e23280
/	w15_d117e23283
wozu	w17_d117e23286
Se.	w19_d117e23289
Majestät	w1_d117e23295
sich	w3_d117e23298
genöhtiget	w5_d117e23301
gesehen	w7_d117e23304
/	w9_d117e23307
sich	w11_d117e23310
nach	w13_d117e23314
Pohlen	w15_d117e23317
zu	w17_d117e23320
retiriren	w19_d117e23323
/	w21_d117e23326
und	w1_d117e23331
seine	w3_d117e23334
Erb=staaten	w5_d117e23337
/	w7_d117e23340
und	w9_d117e23343
seine	w11_d117e23346
ganze	w13_d117e23350
Armee	w15_d117e23353
aufzuopfern;	w17_d117e23356
end	w19_d117e23359
lich	w1_d117e23364
auch	w3_d117e23367
von	w5_d117e23370
dem	w7_d117e23373
Einfalle	w9_d117e23376
des	w11_d117e23379
Königs	w13_d117e23383
von	w15_d117e23386
Preusen	w17_d117e23389
in	w19_d117e23392
Böhmen	w21_d117e23395
un	w23_d117e23398
terrichtet	w1_d117e23403
worden.	w3_d117e23406
</p>
<p id="p6_d117e23409">
Das	w1_d117e23413
beklagens=würdige	w3_d117e23416
Schicksal	w5_d117e23419
des	w7_d117e23422
Königs	w9_d117e23425
von	w11_d117e23428
Pohlen	w13_d117e23432
/	w15_d117e23435
wozu	w1_d117e23440
dieser	w3_d117e23443
Herr	w5_d117e23446
niemals	w7_d117e23449
die	w9_d117e23452
geringste	w11_d117e23455
Ursache	w13_d117e23459
gegeben	w15_d117e23462
/	w17_d117e23465
verdienet	w19_d117e23468
in	w1_d117e23473
der	w3_d117e23476
That	w5_d117e23479
ein	w7_d117e23482
Mitleiden	w9_d117e23485
/	w11_d117e23488
welches	w13_d117e23492
dem	w15_d117e23495
unsterblichen	w17_d117e23498
Ruhme	w19_d117e23501
ge	w21_d117e23504
mäß	w1_d117e23510
ist	w3_d117e23513
/	w5_d117e23516
den	w7_d117e23519
ihm	w9_d117e23522
die	w11_d117e23525
edle	w13_d117e23529
/	w15_d117e23532
und	w17_d117e23535
feste	w19_d117e23538
Standhaftigkeit	w21_d117e23541
/	w23_d117e23544
die	w25_d117e23548
er	w27_d117e23551
bey	w1_d117e23556
so	w3_d117e23559
betrübten	w5_d117e23562
Umständen	w7_d117e23565
an	w9_d117e23568
den	w11_d117e23571
Tag	w13_d117e23575
geleget	w15_d117e23578
/	w17_d117e23581
bey	w19_d117e23584
der	w21_d117e23587
Nach	w23_d117e23590
kommenschaft	w1_d117e23595
erworben	w3_d117e23598
hat	w5_d117e23601
/	w7_d117e23604
und	w9_d117e23607
muß	w11_d117e23610
zugleich	w13_d117e23614
alle	w15_d117e23617
Mächten	w17_d117e23620
/	w19_d117e23623
und	w21_d117e23626
vor	w1_d117e23631
allen	w3_d117e23634
seine	w5_d117e23637
Allirten	w7_d117e23640
bewegen	w9_d117e23643
/	w11_d117e23646
an	w13_d117e23650
einer	w15_d117e23653
solchen	w17_d117e23656
Begebenheit	w19_d117e23659
einen	w21_d117e23662
empfindlichen	w1_d117e23668
Antheil	w3_d117e23671
zu	w5_d117e23674
nehmen.	w7_d117e23677
</p>
<p id="p8_d117e23680">
Die	w1_d117e23684
kläglichen	w3_d117e23687
Folgen	w5_d117e23690
/	w7_d117e23693
so	w9_d117e23696
dieses	w11_d117e23699
ungewöhnliche	w13_d117e23703
/	w15_d117e23706
und	w17_d117e23709
kühne	w19_d117e23712
Verfahren	w1_d117e23717
des	w3_d117e23720
Königs	w5_d117e23723
von	w7_d117e23726
Preussen	w9_d117e23729
sowol	w11_d117e23732
für	w13_d117e23736
die	w15_d117e23739
gemeinschaft	w17_d117e23742
liche	w1_d117e23747
Ruhe	w3_d117e23750
von	w5_d117e23753
Europa	w7_d117e23756
/	w9_d117e23759
als	w11_d117e23762
auch	w13_d117e23766
für	w15_d117e23769
jede	w17_d117e23772
Macht	w19_d117e23775
ins	w21_d117e23778
besondere,	w23_d117e23781
hauptsächlich	w1_d117e23787
aber	w3_d117e23790
für	w5_d117e23793
die	w7_d117e23796
benachbarten	w9_d117e23799
Länder	w11_d117e23802
haben	w13_d117e23806
könnte	w15_d117e23809
/	w17_d117e23812
seynd	w19_d117e23815
so	w1_d117e23820
augenscheinlich	w3_d117e23823
/	w5_d117e23826
daß	w7_d117e23829
das	w9_d117e23832
Jnteresse	w11_d117e23835
/	w13_d117e23839
und	w15_d117e23842
die	w17_d117e23845
Sicherheit	w19_d117e23848
eines	w21_d117e23851
jeden	w1_d117e23856
Souverains	w3_d117e23859
schlechter=dings	w5_d117e23862
erfordert	w7_d117e23865
/	w9_d117e23868
auf	w11_d117e23871
seiner	w13_d117e23875
Hut	w15_d117e23878
zu	w17_d117e23881
seyn	w1_d117e23886
/	w3_d117e23889
mit	w5_d117e23892
denen	w7_d117e23895
Mächten	w9_d117e23898
/	w11_d117e23901
die	w13_d117e23905
in	w15_d117e23908
eben	w17_d117e23911
derselben	w19_d117e23914
Unruhe	w21_d117e23917
mit	w23_d117e23920
ver	w25_d117e23924
</p>
<p id="p14_d117e23938">
wickelt	w1_d117e23942
seynd	w3_d117e23945
/	w5_d117e23948
gemeinschaftliche	w7_d117e23951
Sache	w9_d117e23954
zu	w11_d117e23957
machen	w13_d117e23961
/	w15_d117e23964
und	w17_d117e23967
die	w19_d117e23970
zu	w21_d117e23973
träglichsten	w1_d117e23978
Maaß=reguln	w3_d117e23981
zu	w5_d117e23984
ergreiffen	w7_d117e23987
/	w9_d117e23990
nicht	w11_d117e23993
nur	w13_d117e23997
denen	w15_d117e24000
so	w17_d117e24003
un	w19_d117e24006
rechtmäßig	w1_d117e24011
angegriffenen	w3_d117e24014
Höfen	w5_d117e24017
die	w7_d117e24020
Satisfaction	w9_d117e24023
zu	w11_d117e24026
verschaffen,	w13_d117e24030
die	w1_d117e24036
ihnen	w3_d117e24039
gebühret	w5_d117e24042
/	w7_d117e24045
sondern	w9_d117e24048
auch	w11_d117e24051
der	w13_d117e24055
gar	w15_d117e24058
zu	w17_d117e24061
weit	w19_d117e24064
sich	w21_d117e24067
erstrecken.	w23_d117e24070
den	w1_d117e24075
Macht	w3_d117e24078
des	w5_d117e24081
Königs	w7_d117e24084
von	w9_d117e24087
Preussen	w11_d117e24090
solche	w13_d117e24094
Gränzen	w15_d117e24097
zu	w17_d117e24100
setzen	w19_d117e24103
die	w1_d117e24108
ins	w3_d117e24111
künftige	w5_d117e24114
zum	w7_d117e24117
Schutz	w9_d117e24120
wider	w11_d117e24123
alle	w13_d117e24127
Angriffe	w15_d117e24130
dieses	w17_d117e24133
unterneh	w19_d117e24136
menden	w1_d117e24141
/	w3_d117e24144
und	w5_d117e24147
unruhigen	w7_d117e24150
Nachbars	w9_d117e24153
dienen	w11_d117e24156
können	w13_d117e24160
/	w15_d117e24163
welcher	w17_d117e24166
die	w19_d117e24169
feyerlichsten	w1_d117e24175
/	w3_d117e24178
und	w5_d117e24181
heiligsten	w7_d117e24184
Tractate	w9_d117e24187
bey	w11_d117e24190
Seite	w13_d117e24194
setzet	w15_d117e24197
/	w17_d117e24200
und	w19_d117e24203
bloß	w21_d117e24206
auf	w1_d117e24211
die	w3_d117e24214
Vergrösserung	w5_d117e24217
seiner	w7_d117e24220
Staaten	w9_d117e24223
bedacht	w11_d117e24226
ist.	w13_d117e24230
</p>
<p id="p16_d117e24233">
Die	w1_d117e24237
Kaiserin	w3_d117e24240
/	w5_d117e24243
meine	w7_d117e24246
sehr	w9_d117e24249
gnädige	w11_d117e24252
Souveraine	w13_d117e24256
/	w15_d117e24259
welche	w17_d117e24262
die	w19_d117e24265
Wichtigkeit	w1_d117e24270
einer	w3_d117e24273
so	w5_d117e24276
unangenehmen	w7_d117e24279
Begebenheit	w9_d117e24282
/	w11_d117e24285
und	w13_d117e24289
die	w15_d117e24292
gefährlichen	w17_d117e24295
Folgen	w1_d117e24300
/	w3_d117e24303
die	w5_d117e24306
daraus	w7_d117e24309
entstehen	w9_d117e24312
können	w11_d117e24315
/	w13_d117e24319
einsiehet	w15_d117e24322
/	w17_d117e24325
und	w19_d117e24328
sich	w21_d117e24331
das	w23_d117e24334
Wolseyn	w1_d117e24340
/	w3_d117e24343
und	w5_d117e24346
das	w7_d117e24349
Jnteresse	w9_d117e24352
ihrer	w11_d117e24355
Alliirten	w13_d117e24359
/	w15_d117e24362
und	w17_d117e24365
insonderheit	w19_d117e24368
Sr.	w21_d117e24371
Majestät	w1_d117e24376
/	w3_d117e24379
des	w5_d117e24382
Königs	w7_d117e24385
von	w9_d117e24388
Pohlen	w11_d117e24391
zu	w13_d117e24395
Herzen	w15_d117e24398
gehen	w17_d117e24401
läst	w19_d117e24404
/	w21_d117e24407
ist	w23_d117e24410
sehr	w25_d117e24414
lebhaft	w1_d117e24419
über	w3_d117e24422
das	w5_d117e24425
Unglück	w7_d117e24428
dieses	w9_d117e24431
Fürstens	w11_d117e24434
gerühret	w13_d117e24438
/	w15_d117e24441
der	w17_d117e24444
von	w19_d117e24447
seiner	w21_d117e24450
Seite	w1_d117e24455
nicht	w3_d117e24458
die	w5_d117e24461
geringste	w7_d117e24464
Gelegenheit	w9_d117e24467
dazu	w11_d117e24470
gegeben;	w13_d117e24474
und	w15_d117e24477
da	w17_d117e24480
Jhre	w19_d117e24483
Majestät	w1_d117e24489
die	w3_d117e24492
so	w5_d117e24495
betrübten	w7_d117e24498
/	w9_d117e24501
als	w11_d117e24504
kühnen	w13_d117e24508
Unternehmungen	w15_d117e24511
des	w17_d117e24514
Kö	w19_d117e24517
nigs	w1_d117e24522
von	w3_d117e24525
Preussen	w5_d117e24528
nicht	w7_d117e24531
mit	w9_d117e24534
Gleichgültigkeit	w11_d117e24537
ansehen	w13_d117e24541
kann	w15_d117e24544
/	w17_d117e24547
so	w19_d117e24550
hat	w21_d117e24553
Sie	w1_d117e24558
den	w3_d117e24561
großmütigen	w5_d117e24564
Entschluß	w7_d117e24567
gefast	w9_d117e24570
/	w11_d117e24573
Monseigneur	w13_d117e24577
/	w15_d117e24580
dem	w17_d117e24583
Könige	w19_d117e24586
/	w21_d117e24589
Dero	w1_d117e24594
Herrn	w3_d117e24597
/	w5_d117e24600
eiligst	w7_d117e24603
und	w9_d117e24606
kräftigst	w11_d117e24609
beyzustehen	w13_d117e24613
/	w15_d117e24616
und	w17_d117e24619
demselben	w19_d117e24622
ein	w21_d117e24625
ansehnliches	w1_d117e24631
Corpo	w3_d117e24634
Trupen	w5_d117e24637
zu	w7_d117e24640
Hülfe	w9_d117e24643
zu	w11_d117e24646
senden.	w13_d117e24650
</p>
<p id="p18_d117e24653">
Dieses	w1_d117e24657
Corpo	w3_d117e24660
ist	w5_d117e24663
würklich	w7_d117e24666
unter	w9_d117e24669
dem	w11_d117e24672
Commando	w13_d117e24676
Sr.	w15_d117e24679
Excel	w17_d117e24682
</p>
<p id="p20_d117e24685">
lenz	w1_d117e24689
/	w3_d117e24692
des	w5_d117e24695
Herrn	w7_d117e24698
Marschalls	w9_d117e24701
/	w11_d117e24704
Grafens	w13_d117e24708
von	w15_d117e24711
Apraxin	w17_d117e24714
/	w19_d117e24717
auf	w21_d117e24720
dem	w23_d117e24723
6	w1_d117e24728
Marsche	w1_d117e24733
begriffen;	w3_d117e24736
und	w5_d117e24739
es	w7_d117e24742
wird	w9_d117e24745
selbiges	w11_d117e24748
unumgänglich	w13_d117e24752
genöhtiget	w15_d117e24755
seyn	w1_d117e24761
/	w3_d117e24764
durch	w5_d117e24767
einen	w7_d117e24770
Theil	w9_d117e24773
des	w11_d117e24776
Pohlnischen	w13_d117e24780
Gebietes	w15_d117e24783
zu	w17_d117e24786
gehen	w19_d117e24789
/	w21_d117e24792
wie	w23_d117e24795
solches	w1_d117e24800
Eurer	w3_d117e24803
Excellenz	w5_d117e24806
vermütlich	w7_d117e24809
schon	w9_d117e24812
bekannt	w11_d117e24815
seynd	w13_d117e24819
wird.	w15_d117e24822
Alle	w1_d117e24827
diejenigen	w3_d117e24830
/	w5_d117e24833
welche	w7_d117e24836
von	w9_d117e24839
keinen	w11_d117e24842
Vorurtheilen	w13_d117e24846
eingenommen	w15_d117e24849
seynd	w1_d117e24854
/	w3_d117e24857
werden	w5_d117e24860
dieses	w7_d117e24863
so	w9_d117e24866
harte	w11_d117e24869
