<doc id="wr_1760-05-03" attrs="word" year="1760" month="05" day="03" corpus="2">
<head id="h2_d446e3161">
Neu=pork	w1_d446e3165
und	w3_d446e21297
endlich	w5_d446e21300
das	w7_d446e21303
Philipp	w9_d446e21306
Parederische	w11_d446e21309
Haus	w13_d446e21313
im	w1_d446e21318
obern	w3_d446e21321
Wöhrt	w5_d446e21324
mit	w7_d446e21327
oder	w9_d446e21330
ohne	w11_d446e21333
Drechslerge	w13_d446e21337
werb,	w1_d446e21342
sowol	w3_d446e21345
wegen	w5_d446e21348
gemeiner	w7_d446e21351
Stadt	w9_d446e21354
darauf	w11_d446e21357
ha	w13_d446e21361
benden	w1_d446e21366
Anforderungen,	w3_d446e21369
als	w5_d446e21372
anderen	w7_d446e21375
vorkomme	w9_d446e21378
nen	w1_d446e21384
Paßiv=schulden	w3_d446e21387
noch	w5_d446e21390
und	w7_d446e21393
zwar	w9_d446e21396
schon	w11_d446e21399
das	w13_d446e21403
dritt	w15_d446e21406
und	w1_d446e21411
respective	w3_d446e21414
viertemal	w5_d446e21417
feil	w7_d446e21420
zu	w9_d446e21423
bieten,	w11_d446e21426
und	w13_d446e21430
bey	w15_d446e21433
einer	w1_d446e21438
offentlichen	w3_d446e21441
Licitation	w5_d446e21444
denen	w7_d446e21447
plus	w9_d446e21450
offeren-	w11_d446e21453
tibus	w1_d446e21458
&	w3_d446e21461
melius	w5_d446e21464
solventibus	w7_d446e21467
ex	w9_d446e21470
officio	w11_d446e21473
zu	w13_d446e21477
verkauf	w15_d446e21480
fen,	w1_d446e21486
zu	w3_d446e21489
welchem	w5_d446e21492
Ende	w7_d446e21495
wir	w9_d446e21498
den	w11_d446e21501
7.	w13_d446e21505
nächst	w15_d446e21508
einge	w17_d446e21511
henden	w1_d446e21516
Monats	w3_d446e21519
Junii	w5_d446e21522
inlebenden	w7_d446e21525
Jahrs	w9_d446e21528
hierzu	w11_d446e21531
bestimmet	w1_d446e21536
haben,	w3_d446e21539
Wer	w5_d446e21542
nun	w7_d446e21545
ein	w9_d446e21548
oder	w11_d446e21551
das	w13_d446e21555
andere	w15_d446e21558
aus	w1_d446e21563
obernannten	w3_d446e21566
5.	w5_d446e21569
Burgerl.	w7_d446e21572
Häusern	w9_d446e21575
samt	w11_d446e21578
denen	w13_d446e21582
darauf	w1_d446e21588
berechtigten	w3_d446e21591
Burgerl.	w5_d446e21594
Gewerbern	w7_d446e21597
käuflich	w9_d446e21600
an	w1_d446e21605
sich	w3_d446e21608
zu	w5_d446e21611
bringen	w7_d446e21614
Lust	w9_d446e21617
hat,	w11_d446e21620
der	w13_d446e21624
wird	w15_d446e21627
sich	w17_d446e21630
an	w19_d446e21633
obermeldtem	w1_d446e21638
Tag	w3_d446e21641
fruh	w5_d446e21644
um	w7_d446e21647
9	w9_d446e21650
Uhr	w11_d446e21653
am	w13_d446e21657
Raht=haus	w15_d446e21660
alhier	w1_d446e21665
zu	w3_d446e21668
Baden	w5_d446e21671
einzufinden,	w7_d446e21674
und	w9_d446e21677
als	w11_d446e21680
ein	w13_d446e21684
Lici	w15_d446e21687
tant	w1_d446e21693
dabey	w3_d446e21696
zu	w5_d446e21699
erscheinen	w7_d446e21702
sich	w9_d446e21705
belieben	w11_d446e21708
lassen	w13_d446e21712
Da	w15_d446e21715
tum	w1_d446e21720
Stadt	w3_d446e21723
Baden	w5_d446e21726
den	w7_d446e21729
26.	w9_d446e21732
April	w11_d446e21735
1760.	w13_d446e21739
</p>
<p id="p26_d446e21744">
Unter	w1_d446e21748
der	w3_d446e21751
Stift	w5_d446e21754
Mölkerischen	w7_d446e21757
Herrschaft	w9_d446e21760
und	w11_d446e21763
Markt	w1_d446e21768
zu	w3_d446e21771
Traiskirchen	w5_d446e21774
wird	w7_d446e21777
ein	w9_d446e21780
wol	w11_d446e21783
erbaute	w13_d446e21787
Be	w15_d446e21790
hausung	w1_d446e21795
und	w3_d446e21798
Mühl	w5_d446e21801
offentlich	w7_d446e21804
feil	w9_d446e21807
gebotten;	w11_d446e21810
wer	w13_d446e21814
nun	w1_d446e21820
diese	w3_d446e21823
käuflich	w5_d446e21826
an	w7_d446e21829
sich	w9_d446e21832
bringen	w11_d446e21835
will,	w13_d446e21839
hat	w15_d446e21842
sich	w17_d446e21845
in	w1_d446e21850
dem	w3_d446e21853
sogenannten	w5_d446e21856
grossen	w7_d446e21859
Mölker=hof	w9_d446e21862
in	w11_d446e21865
Wiell,	w13_d446e21869
und	w1_d446e21874
alda	w3_d446e21877
befindlichen	w5_d446e21880
Amts=canzley	w7_d446e21883
anzumelden,	w9_d446e21886
worüber	w1_d446e21891
jedermann	w3_d446e21894
die	w5_d446e21897
weitere	w7_d446e21900
Auskuuft	w9_d446e21903
wird	w11_d446e21906
ertheilet	w1_d446e21912
werden.	w3_d446e21915
</p>
<p id="p28_d446e21918">
Auf	w1_d446e21922
Verordnung	w3_d446e21925
einer	w5_d446e21928
Hochlöbl.	w7_d446e21931
N.	w9_d446e21934
Oe.	w11_d446e21937
Re	w13_d446e21941
gierung	w1_d446e21946
sollen	w3_d446e21949
all	w5_d446e21952
diejenige,	w7_d446e21955
so	w9_d446e21958
an	w11_d446e21961
weil.	w13_d446e21965
Herrn	w15_d446e21968
Joseph	w1_d446e21973
Techterl	w3_d446e21976
von	w5_d446e21979
Hochenthall,	w7_d446e21982
gewest	w9_d446e21985
Kais	w11_d446e21988
Königl.	w1_d446e21994
Hof=agenten	w3_d446e21997
seel	w5_d446e22000
Verlassenschaft	w7_d446e22003
einige	w9_d446e22006
Forderung,	w1_d446e22011
oder	w3_d446e22014
ex	w5_d446e22017
quacunque	w7_d446e22020
alia	w9_d446e22023
cansa	w11_d446e22026
Sprüch	w13_d446e22030
zu	w1_d446e22035
erlassen	w3_d446e22038
vermeinen,	w5_d446e22041
auf	w7_d446e22044
den	w9_d446e22047
19.	w11_d446e22050
May	w13_d446e22054
Nach	w15_d446e22057
mittags	w1_d446e22062
um	w3_d446e22065
4.	w5_d446e22068
Uhr	w7_d446e22071
vor	w9_d446e22074
hochgedachter	w11_d446e22077
Regierung	w13_d446e22081
in	w1_d446e22087
der	w3_d446e22090
alda	w5_d446e22093
zu	w7_d446e22096
dem	w9_d446e22099
Ende	w11_d446e22102
offen	w13_d446e22106
stehenden	w15_d446e22109
Commis	w17_d446e22112
sions=stuben	w1_d446e22117
selbst	w3_d446e22120
persönlich,	w5_d446e22123
oder	w7_d446e22126
durch	w9_d446e22129
hierzu	w11_d446e22132
genugsam	w1_d446e22137
Gevollmächtigte	w3_d446e22140
sub	w5_d446e22143
clausula	w7_d446e22146
præclun	w9_d446e22149
ac	w1_d446e22154
perpetui	w3_d446e22157
silentii	w5_d446e22160
erscheinen,	w7_d446e22163
und	w9_d446e22166
ihre	w11_d446e22169
Forde	w13_d446e22173
rung	w1_d446e22179
der	w3_d446e22182
Ordnung	w5_d446e22185
nach	w7_d446e22188
anmelden.	w9_d446e22191
</p>
<p id="p30_d446e22194">
Von	w1_d446e22198
der	w3_d446e22201
Kaiserl.	w5_d446e22204
Königl.	w7_d446e22207
Herrschaft	w9_d446e22210
Eberstorf	w11_d446e22213
an	w1_d446e22218
der	w3_d446e22221
Donau	w5_d446e22224
wegen,	w7_d446e22227
wird	w9_d446e22230
hiemit	w11_d446e22233
jedermänni	w13_d446e22237
glich	w1_d446e22242
kund	w3_d446e22245
und	w5_d446e22248
zu	w7_d446e22251
wissen	w9_d446e22254
gemacht,	w11_d446e22257
welchergestal	w13_d446e22261
ten	w1_d446e22267
des	w3_d446e22270
Benedict	w5_d446e22273
Haus,	w7_d446e22276
Burgerl.	w9_d446e22279
Hafner=meiz	w11_d446e22282
sters	w1_d446e22287
</p>
<p id="p34_d446e22292">
sters	w1_d446e22296
zu	w3_d446e22299
Schwechar	w5_d446e22302
Klein=haus,	w7_d446e22305
samt	w9_d446e22308
dem	w11_d446e22311
Haf	w13_d446e22315
ner=gewerb	w1_d446e22320
plus	w3_d446e22323
offerenti	w5_d446e22326
zu	w7_d446e22329
verkauffen	w9_d446e22332
stehet;	w11_d446e22335
mer	w1_d446e22340
demnach	w3_d446e22343
sothane	w5_d446e22346
Behausung	w7_d446e22349
käuflich	w9_d446e22352
an	w11_d446e22355
sich	w13_d446e22359
zu	w1_d446e22365
bringen	w3_d446e22368
gedenket,	w5_d446e22371
hat	w7_d446e22374
sich	w9_d446e22377
den	w11_d446e22380
31.	w13_d446e22384
dies	w15_d446e22387
Mo	w17_d446e22390
nats	w1_d446e22395
May	w3_d446e22398
in	w5_d446e22401
der	w7_d446e22404
Kaiserl.	w9_d446e22407
Amts=canzley	w11_d446e22410
zu	w13_d446e22414
be	w15_d446e22417
sagtem	w1_d446e22422
Eberstorf	w3_d446e22425
an	w5_d446e22428
der	w7_d446e22431
Donau	w9_d446e22434
fruh	w11_d446e22437
um	w13_d446e22441
9.	w15_d446e22444
Uhr	w17_d446e22447
bey	w1_d446e22452
der	w3_d446e22455
diesfalls	w5_d446e22458
anberaumten	w7_d446e22461
Licitationstag	w9_d446e22464
satzung	w1_d446e22470
anzumelden.	w3_d446e22473
Schloß	w5_d446e22476
Eberstorf	w7_d446e22479
den	w9_d446e22482
2.	w11_d446e22485
May	w1_d446e22490
1760.	w3_d446e22493
</p>
<p id="p36_d446e22497">
Von	w1_d446e22501
Jhro	w3_d446e22504
Hoch	w5_d446e22507
würden	w7_d446e22510
und	w9_d446e22513
Gnaden	w11_d446e22516
Herrn	w13_d446e22520
Officialen	w1_d446e22525
und	w3_d446e22528
eines	w5_d446e22531
Venerabilis	w7_d446e22534
Consistorii	w9_d446e22537
Vien-	w11_d446e22540
nensis	w1_d446e22545
wegen,	w3_d446e22548
wird	w5_d446e22551
durch	w7_d446e22554
gegenwärtiges	w9_d446e22557
Edict	w11_d446e22560
kund	w1_d446e22566
und	w3_d446e22569
zu	w5_d446e22572
wissen	w7_d446e22575
gemacht,	w9_d446e22578
es	w11_d446e22581
habe	w13_d446e22585
ein	w15_d446e22588
Vene-	w17_d446e22591
rabile	w1_d446e22596
Consistorium,	w3_d446e22599
nachdem	w5_d446e22602
verschiedene	w7_d446e22605
Glau	w9_d446e22608
bigere	w1_d446e22613
wegen	w3_d446e22616
des	w5_d446e22619
weltl.	w7_d446e22622
Priesters	w9_d446e22625
Johann	w11_d446e22628
Baptist	w13_d446e22632
Büller	w1_d446e22637
hervorgekommen,	w3_d446e22640
für	w5_d446e22643
nöhtig	w7_d446e22646
erachtet,	w9_d446e22649
daß	w11_d446e22652
ein	w1_d446e22658
ordentliches	w3_d446e22661
Convocations=edict	w5_d446e22664
ausgeferti	w7_d446e22667
get,	w1_d446e22672
die	w3_d446e22675
Glaubigere	w5_d446e22678
fürgefordert,	w7_d446e22681
und	w9_d446e22684
mit	w11_d446e22687
selben	w13_d446e22691
der	w1_d446e22696
Ordnung	w3_d446e22699
nach	w5_d446e22702
liquidiret	w7_d446e22705
werden	w9_d446e22708
solle;	w11_d446e22711
zu	w13_d446e22715
malen	w1_d446e22720
nun	w3_d446e22723
hierzu	w5_d446e22726
der	w7_d446e22729
14.	w9_d446e22732
dies	w11_d446e22735
Monats	w13_d446e22739
May	w15_d446e22742
Nachmittag	w1_d446e22748
um	w3_d446e22751
2.	w5_d446e22754
Uhr	w7_d446e22757
in	w9_d446e22760
der	w11_d446e22763
Erz=bischöfl.	w13_d446e22767
Con	w15_d446e22770
listortal=canzley	w1_d446e22775
zu	w3_d446e22778
erscheinen,	w5_d446e22781
der	w7_d446e22784
Tag	w9_d446e22787
und	w11_d446e22790
Stund	w13_d446e22794
benennet	w1_d446e22799
worden.	w3_d446e22802
</p>
<p id="p38_d446e22805">
Solchemnach	w1_d446e22809
werden	w3_d446e22812
alle	w5_d446e22815
diejenige,	w7_d446e22818
die	w9_d446e22821
Ein	w11_d446e22824
gungs	w1_d446e22829
ermeldter	w3_d446e22832
massen	w5_d446e22835
sub	w7_d446e22838
quacunque	w9_d446e22841
causa	w11_d446e22844
vel	w13_d446e22848
citulo,	w1_d446e22853
aut	w3_d446e22856
jure	w5_d446e22859
Sprüche	w7_d446e22862
haben,	w9_d446e22865
oder	w11_d446e22868
zu	w13_d446e22872
haben	w15_d446e22875
ver	w17_d446e22878
meinen,	w1_d446e22884
mit	w3_d446e22887
denenselben	w5_d446e22890
an	w7_d446e22893
bestimmtem	w9_d446e22896
Tag	w11_d446e22899
und	w13_d446e22903
Stund	w1_d446e22908
peremptorie	w3_d446e22911
&	w5_d446e22914
cum	w7_d446e22917
clausula	w9_d446e22920
præclusi	w11_d446e22923
sub	w13_d446e22927
primo,	w1_d446e22932
secundo,	w3_d446e22935
&	w5_d446e22938
tertio	w7_d446e22941
sich	w9_d446e22944
alsogewiß	w11_d446e22947
anmelden,	w13_d446e22951
als	w1_d446e22956
die	w3_d446e22959
Ausbleibende	w5_d446e22962
nicht	w7_d446e22965
mehr	w9_d446e22968
gehöret,	w11_d446e22971
sondern	w13_d446e22975
en	w1_d446e22981
splo	w3_d446e22984
mit	w5_d446e22987
ihren	w7_d446e22990
Sprüchen	w9_d446e22993
ausgeschlossen,	w11_d446e22996
&	w13_d446e23000
cum	w15_d446e23003
perpetuo	w1_d446e23008
hlentio	w3_d446e23011
abgewiesen,	w5_d446e23014
und	w7_d446e23017
das	w9_d446e23020
Behörige	w11_d446e23023
ex	w1_d446e23028
oficio	w3_d446e23031
fürgekehret	w5_d446e23034
werden	w7_d446e23037
solle.	w9_d446e23040
Ex	w11_d446e23043
Consi-	w13_d446e23047
Rorio	w1_d446e23052
Archi-Episcopali	w3_d446e23055
Viennensi	w5_d446e23058
den	w7_d446e23061
28.	w9_d446e23064
Märzen	w11_d446e23067
1760.	w1_d446e23073
</p>
<p id="p40_d446e23076">
Von	w1_d446e23080
N.	w3_d446e23083
Richter	w5_d446e23086
und	w7_d446e23089
Raht	w9_d446e23092
des	w11_d446e23095
Kaiserl.	w13_d446e23099
Markts	w15_d446e23102
Stockerau,	w1_d446e23107
wird	w3_d446e23110
hiermit	w5_d446e23113
allen	w7_d446e23116
und	w9_d446e23119
jeden	w11_d446e23122
kund	w13_d446e23126
und	w15_d446e23129
zu	w1_d446e23134
wissen	w3_d446e23137
gemacht,	w5_d446e23140
welcher	w7_d446e23143
gestalten	w9_d446e23146
die	w11_d446e23149
allda	w13_d446e23153
ge	w15_d446e23156
legene	w1_d446e23162
in	w3_d446e23165
die	w5_d446e23168
Elisabeth	w7_d446e23171
Schlaugische	w9_d446e23174
Maslam	w11_d446e23177
ange	w13_d446e23181
hörige	w1_d446e23186
Behausung,	w3_d446e23189
samt	w5_d446e23192
dem	w7_d446e23195
darauf	w9_d446e23198
haftenden	w11_d446e23201
Sailler=gewerb,	w1_d446e23206
dann	w3_d446e23209
5.	w5_d446e23212
ein	w7_d446e23215
halb	w9_d446e23218
Joch	w11_d446e23221
Ueber	w13_d446e23225
tand=acker,	w1_d446e23230
und	w3_d446e23233
ein	w5_d446e23236
achtel	w7_d446e23239
Holz	w9_d446e23242
in	w11_d446e23245
der	w13_d446e23249
Au,	w15_d446e23252
wie	w17_d446e23255
auch	w1_d446e23261
ein	w3_d446e23264
Jnnleut=häusel	w5_d446e23267
und	w7_d446e23270
Garten,	w9_d446e23273
licitando	w11_d446e23276
hrus	w1_d446e23281
offerenti	w3_d446e23284
verkauffet	w5_d446e23287
werden	w7_d446e23290
wird,	w9_d446e23293
wer	w11_d446e23296
dem	w13_d446e23300
nach	w1_d446e23305
solches	w3_d446e23308
zu	w5_d446e23311
erkauffen	w7_d446e23314
gedenket,	w9_d446e23317
hat	w11_d446e23320
sich	w13_d446e23324
den	w15_d446e23327
2	w1_d446e23332
künftigen	w3_d446e23335
Monats	w5_d446e23338
May	w7_d446e23341
fruh	w9_d446e23344
um	w11_d446e23347
8	w13_d446e23351
Uhr	w15_d446e23354
auf	w17_d446e23357
dem	w1_d446e23363
Raht	w3_d446e23366
haus	w5_d446e23369
zu	w7_d446e23372
Stockerau	w9_d446e23375
behörig	w11_d446e23378
anzumelden.	w13_d446e23382
</p>
<p id="p42_d446e23385">
Die	w1_d446e23389
auf	w3_d446e23392
den	w5_d446e23395
28.	w7_d446e23398
Aprilis	w9_d446e23401
in	w11_d446e23404
dem	w13_d446e23408
neuen	w15_d446e23411
Michae	w17_d446e23414
ler=haus	w1_d446e23419
im	w3_d446e23422
dritten	w5_d446e23425
Stock	w7_d446e23428
angeordnete	w9_d446e23431
Bücher	w11_d446e23434
neitanon,	w1_d446e23439
wovon	w3_d446e23442
die	w5_d446e23445
Catalogi	w7_d446e23448
allschon	w9_d446e23451
ausge	w11_d446e23454
cheilck	w1_d446e23460
worden,	w3_d446e23463
ist	w5_d446e23466
wegen	w7_d446e23469
erheblichen	w9_d446e23472
Ursachen	w11_d446e23475
auf	w1_d446e23480
den	w3_d446e23483
5.	w5_d446e23486
künftigen	w7_d446e23489
Monats	w9_d446e23492
May	w11_d446e23495
überleget	w13_d446e23499
worden.	w1_d446e23504
</p>
<p id="p44_d446e23507">
No.	w1_d446e23511
Es	w3_d446e23514
werden	w5_d446e23517
auch	w7_d446e23520
eine	w9_d446e23523
Anzahl	w11_d446e23526
deren	w13_d446e23530
schön	w15_d446e23533
den	w1_d446e23538
Mahlereyen	w3_d446e23541
von	w5_d446e23544
denen	w7_d446e23547
besten	w9_d446e23550
Meistern	w11_d446e23553
samt	w13_d446e23557
</p>
<p id="p46_d446e23560">
zweyen	w1_d446e23564
Antie=kästen	w3_d446e23567
und	w5_d446e23570
einem	w7_d446e23573
schönen	w9_d446e23576
Haus	w11_d446e23579
altar	w1_d446e23584
licitando	w3_d446e23587
hindann	w5_d446e23590
gegeben	w7_d446e23593
werden.	w9_d446e23596
</p>
<p id="p48_d446e23600">
Es	w1_d446e23604
ist	w3_d446e23607
zu	w5_d446e23610
Gumpendorf	w7_d446e23613
das	w9_d446e23616
Herzog	w11_d446e23619
Arembergi	w13_d446e23623
sche	w1_d446e23628
Haus	w3_d446e23631
samt	w5_d446e23634
Garten,	w7_d446e23637
nebst	w9_d446e23640
Tappeten,	w11_d446e23643
so	w13_d446e23647
an	w15_d446e23650
der	w1_d446e23655
Wand	w3_d446e23658
angemacht,	w5_d446e23661
Canapets,	w7_d446e23664
Tisch,	w9_d446e23667
Sessol	w11_d446e23670
alltäglich	w1_d446e23676
zu	w3_d446e23679
verkauffen;	w5_d446e23682
wer	w7_d446e23685
hierzu	w9_d446e23688
Lust	w11_d446e23691
hat,	w13_d446e23695
der	w15_d446e23698
beliebe	w1_d446e23703
sich	w3_d446e23706
bey	w5_d446e23709
dem	w7_d446e23712
Kais.	w9_d446e23715
Königl	w11_d446e23718
Herrn	w13_d446e23722
Cam	w15_d446e23725
mer=diener	w1_d446e23730
Godfried	w3_d446e23733
Gheyne,	w5_d446e23736
in	w7_d446e23739
der	w9_d446e23742
untern	w11_d446e23745
Be	w13_d446e23749
cker=strassen	w1_d446e23754
bey	w3_d446e23757
der	w5_d446e23760
weissen	w7_d446e23763
Rosen	w9_d446e23766
im	w11_d446e23769
zweyten	w13_d446e23773
Stock	w1_d446e23779
hierumen	w3_d446e23782
anmelden.	w5_d446e23785
</p>
<p id="p50_d446e23788">
Von	w1_d446e23792
der	w3_d446e23795
N.	w5_d446e23798
Oe.	w7_d446e23801
Regierung	w9_d446e23804
wegen,	w11_d446e23807
wird	w13_d446e23811
mit	w15_d446e23814
gegenwärtig=offenem	w1_d446e23819
Edict	w3_d446e23822
jedermänniglich	w5_d446e23825
sowol	w7_d446e23828
An	w1_d446e23833
als	w3_d446e23836
Abwesenden,	w5_d446e23839
deme	w7_d446e23842
daran	w9_d446e23845
gelegen,	w11_d446e23848
kund	w13_d446e23852
und	w1_d446e23858
zu	w3_d446e23861
wissen	w5_d446e23864
gemacht:	w7_d446e23867
Es	w9_d446e23870
habe	w11_d446e23873
Regierung	w13_d446e23877
eine	w15_d446e23880
Nohtdurft	w1_d446e23885
zu	w3_d446e23888
seyn	w5_d446e23891
befunden,	w7_d446e23894
über	w9_d446e23897
den	w11_d446e23900
zeitlichen	w13_d446e23904
Hintritt	w1_d446e23909
des	w3_d446e23912
Wolfgang	w5_d446e23915
Sigmund	w7_d446e23918
Schöningers,	w9_d446e23921
gewest	w1_d446e23926
jubillirten	w3_d446e23929
N.	w5_d446e23932
Oe.	w7_d446e23935
Regierungs=concipistens	w9_d446e23938
einen	w1_d446e23944
ordentlichen	w3_d446e23947
Concurs	w5_d446e23950
anzuordnen,	w7_d446e23953
und	w9_d446e23956
des	w11_d446e23959
selben	w1_d446e23964
sammentliche,	w3_d446e23967
sowol	w5_d446e23970
in	w7_d446e23973
als	w9_d446e23976
ausser	w11_d446e23979
Land	w13_d446e23983
befindliche	w1_d446e23988
Glaubigere	w3_d446e23991
zu	w5_d446e23994
Anmeld	w7_d446e23997
und	w9_d446e24000
Liquidi	w11_d446e24003
rung	w1_d446e24008
ihrer	w3_d446e24011
an	w5_d446e24014
erst=bemeldten	w7_d446e24017
Wolfgang	w9_d446e24020
Sigmund	w11_d446e24023
Schöniuger	w1_d446e24029
zu	w3_d446e24032
stellen	w5_d446e24035
habender	w7_d446e24038
Sprüch,	w9_d446e24041
und	w11_d446e24044
For	w13_d446e24048
derung	w1_d446e24053
einzuberuffen:	w3_d446e24056
zu	w5_d446e24059
welchem	w7_d446e24062
Ende	w9_d446e24065
denen	w11_d446e24068
selben	w1_d446e24073
der	w3_d446e24076
21.	w5_d446e24079
Tag	w7_d446e24082
des	w9_d446e24085
künftigen	w11_d446e24088
Monats	w13_d446e24092
May	w15_d446e24095
Nachmittags	w1_d446e24100
um	w3_d446e24103
3.	w5_d446e24106
Uhr	w7_d446e24109
zur	w9_d446e24112
gewöhnlichen	w11_d446e24115
Tag	w13_d446e24119
satzung	w1_d446e24125
für	w3_d446e24128
die	w5_d446e24131
erstandert	w7_d446e24134
und	w9_d446e24137
dritte,	w11_d446e24140
auch	w13_d446e24144
all	w15_d446e24147
endliche	w1_d446e24152
Frist	w3_d446e24155
sub	w5_d446e24158
clausula	w7_d446e24161
præclusi	w9_d446e24164
anberaumet	w11_d446e24167
worden.	w1_d446e24172
Solchemnach	w3_d446e24175
werden	w5_d446e24178
alle	w7_d446e24181
und	w9_d446e24184
jede,	w11_d446e24187
welche	w1_d446e24192
an	w3_d446e24195
gedachtem	w5_d446e24198
Wolf	w7_d446e24201
Sigmund	w9_d446e24204
Schö	w11_d446e24207
ningers	w1_d446e24213
ruckgebliebenes,	w3_d446e24216
und	w5_d446e24219
in	w7_d446e24222
Verfall	w9_d446e24225
gerah	w11_d446e24228
thenes	w1_d446e24233
Vermögen	w3_d446e24236
ex	w5_d446e24239
quacunque	w7_d446e24242
causa	w9_d446e24245
vel	w11_d446e24248
titulo	w13_d446e24252
Sprüch	w1_d446e24257
und	w3_d446e24260
Anforderungen	w5_d446e24263
haben,	w7_d446e24266
oder	w9_d446e24269
zu	w11_d446e24272
ha	w13_d446e24276
ben	w1_d446e24281
vermeinen,	w3_d446e24284
an	w5_d446e24287
obbestimmten	w7_d446e24290
Tag	w9_d446e24293
und	w11_d446e24296
Stund	w13_d446e24300
vor	w1_d446e24306
Regierung	w3_d446e24309
in	w5_d446e24312
der	w7_d446e24315
daselbst	w9_d446e24318
zu	w11_d446e24321
solchem	w13_d446e24325
Ende	w15_d446e24328
offen	w1_d446e24333
haltenden	w3_d446e24336
Commißions=stuben	w5_d446e24339
entweder	w7_d446e24342
selbst	w1_d446e24347
persönlich,	w3_d446e24350
oder	w5_d446e24353
durch	w7_d446e24356
hierzu	w9_d446e24359
genugsam	w11_d446e24362
ge	w13_d446e24366
vollmächtigte	w1_d446e24371
Gewalt=tragere	w3_d446e24374
also	w5_d446e24377
gewiß	w7_d446e24380
zu	w9_d446e24383
er	w11_d446e24386
scheinen,	w1_d446e24392
und	w3_d446e24395
ihre	w5_d446e24398
an	w7_d446e24401
solche	w9_d446e24404
Crida=massa	w11_d446e24407
ha	w13_d446e24411
bende	w1_d446e24416
Anforderungen	w3_d446e24419
anzumelden,	w5_d446e24422
auch	w7_d446e24425
zu	w9_d446e24428
Her	w11_d446e24431
stellung	w1_d446e24436
des	w3_d446e24439
erforderlich=rechtlichen	w5_d446e24442
Beweistums	w7_d446e24445
ihre	w1_d446e24450
Schuld	w3_d446e24453
und	w5_d446e24456
Satz=brief,	w7_d446e24459
oder	w9_d446e24462
ansonsten	w11_d446e24465
habende	w1_d446e24471
Liquidations=urkunden,	w3_d446e24474
und	w5_d446e24477
rechtliche	w7_d446e24480
Behelf	w1_d446e24485
in	w3_d446e24488
beglaubten	w5_d446e24491
Abschriften	w7_d446e24494
einzulegen	w9_d446e24497
ha	w11_d446e24500
ben,	w1_d446e24505
wie	w3_d446e24508
im	w5_d446e24511
widrigen	w7_d446e24514
der	w9_d446e24517
Ausbleibende	w11_d446e24520
von	w13_d446e24524
ge	w15_d446e24527
genwärtiger	w1_d446e24532
Concurs=massa	w3_d446e24535
gänzlich	w5_d446e24538
ausgeschlos	w7_d446e24541
sen	w1_d446e24547
seyn,	w3_d446e24550
und	w5_d446e24553
ihme	w7_d446e24556
diesfalls	w9_d446e24559
das	w11_d446e24562
ewige	w13_d446e24566
Still	w15_d446e24569
schweigen	w1_d446e24574
auferleget;	w3_d446e24577
der	w5_d446e24580
nicht	w7_d446e24583
Liquidirende	w9_d446e24586
aber	w11_d446e24589
in	w1_d446e24594
der	w3_d446e24597
künftigen	w5_d446e24600
Claßification	w7_d446e24603
mit	w9_d446e24606
seiner	w11_d446e24609
uner	w13_d446e24613
wiesenen	w1_d446e24618
Anforderung	w3_d446e24621
abgewiesen	w5_d446e24624
werden	w7_d446e24627
solle.	w9_d446e24630
Wornach	w1_d446e24636
sich	w3_d446e24639
ein	w5_d446e24642
jeder	w7_d446e24645
zu	w9_d446e24648
richten,	w11_d446e24651
und	w13_d446e24655
vor	w15_d446e24658
Scha	w17_d446e24661
den	w1_d446e24666
zu	w3_d446e24669
hüten	w5_d446e24672
wissen	w7_d446e24675
wird.	w9_d446e24678
So	w11_d446e24681
beschehen	w13_d446e24685
Wien	w15_d446e24688
den	w1_d446e24693
29.	w3_d446e24696
Martii.	w5_d446e24699
1760.	w7_d446e24702
</p>
<p id="p52_d446e24705">
Von	w1_d446e24709
des	w3_d446e24712
Kaiserl.	w5_d446e24715
Königl.	w7_d446e24718
im	w9_d446e24721
Erz=herzogtum	w11_d446e24724
Oesterreich	w1_d446e24729
unter	w3_d446e24732
und	w5_d446e24735
ob	w7_d446e24738
der	w9_d446e24741
Enns	w11_d446e24744
aufgestelten	w13_d446e24748
Judicii	w1_d446e24753
Delegati	w3_d446e24756
Militaris	w5_d446e24759
mixti	w7_d446e24762
wegen,	w9_d446e24765
wird	w11_d446e24768
hie	w13_d446e24772
</p>
<p id="p58_d446e24785">
mit	w1_d446e24789
durch	w3_d446e24792
dieses	w5_d446e24795
offentliche	w7_d446e24798
Edict	w9_d446e24801
jedermänniglich,	w11_d446e24804
deme	w1_d446e24809
daran	w3_d446e24812
gelegen,	w5_d446e24815
kund	w7_d446e24818
und	w9_d446e24821
zu	w11_d446e24824
wissen	w13_d446e24828
gemacht.	w15_d446e24831
Was	w1_d446e24836
gestalten	w3_d446e24839
auf	w5_d446e24842
des	w7_d446e24845
zu	w9_d446e24848
Vertrettung	w11_d446e24851
des	w13_d446e24855
jüngst	w15_d446e24858
hin	w1_d446e24864
alhier	w3_d446e24867
verstorbenen	w5_d446e24870
Kaiserl.	w7_d446e24873
Königl.	w9_d446e24876
Haupt	w11_d446e24879
mann	w1_d446e24884
Herrn	w3_d446e24887
Gottlieb	w5_d446e24890
Freyherrn	w7_d446e24893
von	w9_d446e24896
Schwarze	w11_d446e24899
