<doc id="wr_1759-06-06" attrs="word" year="1759" month="06" day="06" corpus="2">
<head id="h2_d354e3045">
Petersburg	w1_d354e3049
bey	w5_d354e21118
Grissau	w7_d354e21121
von	w9_d354e21124
neuen	w11_d354e21127
verhauet	w13_d354e21131
wurde.	w15_d354e21134
</p>
<p id="p6_d354e21137">
Den	w1_d354e21141
29sten	w3_d354e21144
verfügten	w5_d354e21147
sich	w7_d354e21150
des	w9_d354e21153
commandirenden	w11_d354e21156
Generalfeldmar	w13_d354e21160
schall	w1_d354e21165
Grafens	w3_d354e21168
von	w5_d354e21171
Daun	w7_d354e21174
Excellenz	w9_d354e21177
nacher	w11_d354e21180
Neustadt,	w13_d354e21184
um	w15_d354e21187
die	w17_d354e21190
dasiger	w19_d354e21193
Enden	w1_d354e21198
befindliche	w3_d354e21201
Trupen	w5_d354e21204
in	w7_d354e21207
Augenschein	w9_d354e21210
zu	w11_d354e21213
nehmen,	w13_d354e21217
bey	w15_d354e21220
welcher	w17_d354e21223
Gele	w19_d354e21226
genheit	w1_d354e21232
sie	w3_d354e21235
auch	w5_d354e21238
einem	w7_d354e21241
Exercitio	w9_d354e21244
von	w11_d354e21247
der	w13_d354e21251
Artillerie	w15_d354e21254
beywohneten.	w17_d354e21257
</p>
<p id="p8_d354e21260">
Da	w1_d354e21264
ansonsten	w3_d354e21267
des	w5_d354e21270
Warasdiner=regiments	w7_d354e21273
Obrist=wacht=meister	w9_d354e21276
von	w1_d354e21281
Guttenberg,	w3_d354e21284
so	w5_d354e21287
zu	w7_d354e21290
Culm,	w9_d354e21293
unweit	w11_d354e21296
Töplitz,	w13_d354e21300
mit	w15_d354e21303
einem	w17_d354e21306
Bataillon	w19_d354e21309
so	w21_d354e21312
thanen	w1_d354e21317
Regiments	w3_d354e21320
commandiret	w5_d354e21323
stehet,	w7_d354e21326
in	w9_d354e21329
Erfahrung	w11_d354e21332
gebracht,	w13_d354e21336
daß	w15_d354e21339
bey	w17_d354e21342
Zehist	w1_d354e21348
in	w3_d354e21351
Sachsen	w5_d354e21354
in	w7_d354e21357
einem	w9_d354e21360
holen	w11_d354e21363
Weeg	w13_d354e21367
der	w15_d354e21370
Feind	w17_d354e21373
von	w19_d354e21376
Dreßden	w21_d354e21379
aus	w23_d354e21382
auf	w25_d354e21386
eine	w1_d354e21391
unserer	w3_d354e21394
Patrouillen	w5_d354e21397
laure,	w7_d354e21400
und	w9_d354e21403
solche	w11_d354e21406
weg=kapern	w13_d354e21410
wolte,	w15_d354e21413
so	w17_d354e21416
besetzte	w19_d354e21419
er	w1_d354e21424
alsobald	w3_d354e21427
gedachten	w5_d354e21430
holen	w7_d354e21433
Weeg	w9_d354e21436
in	w11_d354e21439
der	w13_d354e21443
Stille,	w15_d354e21446
und	w17_d354e21449
als	w19_d354e21452
die	w21_d354e21455
feindliche	w23_d354e21458
Patrouille	w1_d354e21463
Nachts=zeit	w3_d354e21466
dahin	w5_d354e21469
kame,	w7_d354e21472
liesse	w9_d354e21475
er	w11_d354e21478
selbige	w13_d354e21482
attaquiren,	w15_d354e21485
und	w17_d354e21488
machte	w1_d354e21494
dabey,	w3_d354e21497
ohne	w5_d354e21500
mindest	w7_d354e21503
gehabten	w9_d354e21506
Verlust,	w11_d354e21509
4.	w13_d354e21513
Hussaren	w15_d354e21516
vom	w17_d354e21519
Puttkam	w19_d354e21522
merischen	w1_d354e21527
Regiment	w3_d354e21530
zu	w5_d354e21533
Kriegs=gefangenen.	w7_d354e21536
Vermög	w9_d354e21539
des	w11_d354e21542
</p>
<p id="p10_d354e21545">
Den	w1_d354e21549
30sten	w3_d354e21552
von	w5_d354e21555
dem	w7_d354e21558
General=feld=marschall=leutenant	w9_d354e21561
Baron	w11_d354e21564
von	w13_d354e21568
Gemingen	w1_d354e21573
eingeloffenen	w3_d354e21576
Berichts	w5_d354e21579
ist	w7_d354e21582
der	w9_d354e21585
General=feld=wacht=meister	w11_d354e21588
von	w13_d354e21592
Brentano	w1_d354e21597
den	w3_d354e21600
27sten	w5_d354e21603
Vormittags	w7_d354e21606
in	w9_d354e21609
seiner	w11_d354e21612
Tags	w13_d354e21616
zuvor	w15_d354e21619
genommenen	w17_d354e21622
Position	w1_d354e21628
bey	w3_d354e21631
Buchau	w5_d354e21634
zwischen	w7_d354e21637
9.	w9_d354e21640
und	w11_d354e21643
10.	w13_d354e21647
Uhr	w15_d354e21650
von	w17_d354e21653
dem	w19_d354e21656
Feind	w21_d354e21659
attaqui	w23_d354e21662
ret	w1_d354e21667
worden.	w3_d354e21670
Das	w5_d354e21673
Feuer	w7_d354e21676
solle	w9_d354e21679
von	w11_d354e21682
beyden	w13_d354e21686
Seiten	w15_d354e21689
bis	w17_d354e21692
5.	w19_d354e21695
Uhr	w21_d354e21698
Abends	w23_d354e21701
ge	w25_d354e21705
bauret,	w1_d354e21710
und	w3_d354e21713
des	w5_d354e21716
Feindes	w7_d354e21719
ganzes	w9_d354e21722
Absehen	w11_d354e21725
(da	w13_d354e21729
derselbe	w15_d354e21732
in	w17_d354e21735
2.	w19_d354e21738
verschiedenen	w21_d354e21741
</p>
<p id="p16_d354e21755">
Colonnen	w1_d354e21759
mit	w3_d354e21762
einer	w5_d354e21765
Force	w7_d354e21768
von	w9_d354e21771
beyläuffig	w11_d354e21774
7000.	w13_d354e21778
Mann	w15_d354e21781
über	w17_d354e21784
Aue,	w19_d354e21787
und	w21_d354e21790
Eibenstock	w1_d354e21795
auf	w3_d354e21798
ihn	w5_d354e21801
losgegangen)	w7_d354e21804
dahin	w9_d354e21807
gerichtet	w11_d354e21810
gewesen	w13_d354e21814
seyn,	w15_d354e21817
den	w17_d354e21820
Ge	w19_d354e21823
neral	w1_d354e21828
Brentano	w3_d354e21831
von	w5_d354e21834
dannen	w7_d354e21837
zu	w9_d354e21840
delogiren,	w11_d354e21843
und	w13_d354e21847
sich	w15_d354e21850
in	w17_d354e21853
die	w19_d354e21856
Gegend	w21_d354e21859
Anna	w23_d354e21862
und	w1_d354e21868
Marienberg	w3_d354e21871
zu	w5_d354e21874
ziehen.	w7_d354e21877
Die	w9_d354e21880
Trupen,	w11_d354e21883
so	w13_d354e21887
unter	w15_d354e21890
Commando	w17_d354e21893
des	w19_d354e21896
vor	w21_d354e21899
bemeldeten	w1_d354e21904
Generalen	w3_d354e21907
stehen,	w5_d354e21910
hätten	w7_d354e21913
sich	w9_d354e21916
jedoch,	w11_d354e21919
ungeachtet	w13_d354e21923
des	w15_d354e21926
beständig	w17_d354e21929
gegenseitigen	w1_d354e21934
Cartatschen=feuers,	w3_d354e21937
so	w5_d354e21940
standhaft	w7_d354e21943
bezeiget,	w9_d354e21946
daß	w11_d354e21949
sie	w13_d354e21953
nicht	w15_d354e21956
einen	w1_d354e21961
Schritt	w3_d354e21964
von	w5_d354e21967
Buchau	w7_d354e21970
gewichen	w9_d354e21973
wären.	w11_d354e21976
Bey	w13_d354e21980
dieser	w15_d354e21983
Gelegenheit	w17_d354e21986
solle	w1_d354e21992
der	w3_d354e21995
Obrist=leutenant	w5_d354e21998
Graf	w7_d354e22001
von	w9_d354e22004
Herberstein,	w11_d354e22007
der	w13_d354e22011
Obriste	w15_d354e22014
Tör	w17_d354e22017
röck,	w1_d354e22022
und	w3_d354e22025
der	w5_d354e22028
Obrist=leutenant	w7_d354e22031
von	w9_d354e22034
Plettrich	w11_d354e22037
(welche	w13_d354e22041
beyde	w15_d354e22044
letztere	w17_d354e22047
den	w19_d354e22050
Feind	w1_d354e22055
mit	w3_d354e22058
einig	w5_d354e22061
wenigen	w7_d354e22064
Hussaren	w9_d354e22067
ruckwärts	w11_d354e22070
attaquiret)	w13_d354e22074
dann	w15_d354e22077
der	w17_d354e22080
Haupt=mann	w1_d354e22085
Adam	w3_d354e22088
Vinkowitsch	w5_d354e22091
von	w7_d354e22094
denen	w9_d354e22097
Bannalisten	w11_d354e22100
sich	w13_d354e22104
vorzüglich	w15_d354e22107
distinguiret,	w1_d354e22113
überhaupt	w3_d354e22116
aber	w5_d354e22119
die	w7_d354e22122
Warasdiner	w9_d354e22125
sich	w11_d354e22128
vieles	w13_d354e22132
Lob	w15_d354e22135
erworben	w17_d354e22138
haben,	w1_d354e22143
da	w3_d354e22146
nämlich	w5_d354e22149
eröfteter	w7_d354e22152
General	w9_d354e22155
Brentano	w11_d354e22158
mit	w13_d354e22162
selben	w15_d354e22165
den	w17_d354e22168
Feind	w19_d354e22171
in	w1_d354e22176
die	w3_d354e22179
rechte	w5_d354e22182
Flanque	w7_d354e22185
gefallen,	w9_d354e22188
und	w11_d354e22191
dadurch	w13_d354e22195
demselben	w15_d354e22198
einen	w17_d354e22201
grossen	w19_d354e22204
Verlust	w1_d354e22209
zugefüget,	w3_d354e22212
ja	w5_d354e22215
sogar	w7_d354e22218
bemüßiget,	w9_d354e22221
ungeacht	w11_d354e22224
dessen	w13_d354e22228
Ubermacht,	w15_d354e22231
sich	w1_d354e22237
nach	w3_d354e22240
Schneeberg	w5_d354e22243
zuruck	w7_d354e22246
zu	w9_d354e22249
ziehen.	w11_d354e22252
Der	w13_d354e22256
diesseitige	w15_d354e22259
Verlust	w17_d354e22262
bestehet	w19_d354e22265
in	w1_d354e22270
24.	w3_d354e22273
Todt	w5_d354e22276
und	w7_d354e22279
63.	w9_d354e22282
Bleßirten,	w11_d354e22285
unter	w13_d354e22289
welch=letzteren	w15_d354e22292
ein	w17_d354e22295
Leutenant	w19_d354e22298
von	w1_d354e22303
denen	w3_d354e22306
Bannalisten	w5_d354e22309
begriffen;	w7_d354e22312
wohingegen	w9_d354e22315
der	w11_d354e22318
vom	w13_d354e22322
Feind	w15_d354e22325
wenigstens	w1_d354e22330
noch	w3_d354e22333
zweymal	w5_d354e22336
höher	w7_d354e22339
geschätzet	w9_d354e22342
wird.	w11_d354e22345
</p>
<list id="l24_d354e22391">
</list>
<head id="h2_d354e22400">
L	w1_d354e22404
OURNA	w1_d354e22409
Von	w1_d354e22414
der	w3_d354e22417
combinirt=Kaiserl.	w5_d354e22420
Königl.	w7_d354e22423
und	w9_d354e22426
Reichsexecu	w11_d354e22429
tions=armee	w1_d354e22435
vom	w3_d354e22438
29.	w5_d354e22441
May.	w7_d354e22444
bis	w9_d354e22447
2.	w11_d354e22450
Junii.	w13_d354e22454
1759.	w15_d354e22457
Haupt=quartier	w17_d354e22460
Forcheim	w19_d354e22463
</head>
<p id="p4_d354e22466">
DEn	w1_d354e22470
29.	w3_d354e22473
lieffe	w5_d354e22476
die	w7_d354e22479
Nachricht	w9_d354e22482
ein,	w11_d354e22485
daß	w13_d354e22489
sich	w15_d354e22492
der	w17_d354e22495
Feind	w19_d354e22498
gleich	w21_d354e22501
von	w23_d354e22504
Bayreut	w25_d354e22508
in	w1_d354e22513
3.	w3_d354e22516
Colonnen	w5_d354e22519
zertheilet	w7_d354e22522
habe,	w9_d354e22525
wovon	w11_d354e22528
Prinz	w13_d354e22532
Heinrich	w15_d354e22535
mit	w17_d354e22538
einer	w19_d354e22541
nach	w21_d354e22544
Gefreß,	w1_d354e22549
der	w3_d354e22552
Fürst	w5_d354e22555
von	w7_d354e22558
Anhalt	w9_d354e22561
Beruburg	w11_d354e22564
mit	w13_d354e22568
der	w15_d354e22571
zweyten	w17_d354e22574
über	w19_d354e22577
Weissen	w21_d354e22580
stadt,	w1_d354e22586
und	w3_d354e22589
der	w5_d354e22592
General	w7_d354e22595
Jtzenblitz	w9_d354e22598
mit	w11_d354e22601
der	w13_d354e22605
dritten	w15_d354e22608
gegen	w17_d354e22611
Culmbach	w19_d354e22614
mar	w21_d354e22617
schiret	w1_d354e22622
seye;	w3_d354e22625
Prinz	w5_d354e22628
Heinrich	w7_d354e22631
hingegen	w9_d354e22634
sein	w11_d354e22637
Haupt=quartier	w13_d354e22641
zu	w15_d354e22644
Hof	w17_d354e22647
genom	w19_d354e22650
men	w1_d354e22655
hätte.	w3_d354e22658
Die	w5_d354e22661
feindliche	w7_d354e22664
Arriere=garde	w9_d354e22667
von	w11_d354e22670
4000.	w13_d354e22674
Mann	w15_d354e22677
meistens	w17_d354e22680
Gre	w19_d354e22683
nadiers,	w1_d354e22688
dann	w3_d354e22691
500.	w5_d354e22694
Küraßiers	w7_d354e22697
und	w9_d354e22700
Hussaren	w11_d354e22703
stunde	w13_d354e22707
zu	w15_d354e22710
Benk,	w17_d354e22713
das	w19_d354e22716
gegen	w21_d354e22719
theilige	w1_d354e22725
Haupt=corps	w3_d354e22728
hielte	w5_d354e22731
aber	w7_d354e22734
zu	w9_d354e22737
Mönchsberg	w11_d354e22740
Rast	w13_d354e22744
tag,	w15_d354e22747
welche	w17_d354e22750
sich	w19_d354e22753
be	w21_d354e22756
reits	w1_d354e22761
zum	w3_d354e22764
weiteren	w5_d354e22767
Zuruck=zug	w7_d354e22770
anschickete;	w9_d354e22773
weswegen	w11_d354e22776
dann	w13_d354e22780
auch	w15_d354e22783
diesseiti	w17_d354e22786
ge	w1_d354e22791
Vor=posten	w3_d354e22794
sich	w5_d354e22797
in	w7_d354e22800
voller	w9_d354e22803
Bereitschaft	w11_d354e22806
hielten,	w13_d354e22810
um	w15_d354e22813
den	w17_d354e22816
Feind	w19_d354e22819
weiters	w21_d354e22822
auf	w1_d354e22827
den	w3_d354e22830
Fuß	w5_d354e22833
zu	w7_d354e22836
folgen,	w9_d354e22839
und	w11_d354e22842
selbem	w13_d354e22846
all	w15_d354e22849
möglichen	w17_d354e22852
Abbruch	w19_d354e22855
zuzufügen.	w21_d354e22858
</p>
<p id="p6_d354e22861">
Den	w1_d354e22865
30.	w3_d354e22868
fruhe	w5_d354e22871
wurde	w7_d354e22874
raportiret,	w9_d354e22877
daß	w11_d354e22880
sich	w13_d354e22884
der	w15_d354e22887
Feind	w17_d354e22890
noch	w19_d354e22893
vorigen	w21_d354e22896
Tags	w1_d354e22901
in	w3_d354e22904
Bewegung	w5_d354e22907
gesetzet,	w7_d354e22910
und	w9_d354e22913
den	w11_d354e22916
Marsch	w13_d354e22920
bis	w15_d354e22923
über	w17_d354e22926
Hof,	w19_d354e22929
alwo	w21_d354e22932
er	w23_d354e22935
sich	w25_d354e22939
auf	w1_d354e22944
der	w3_d354e22947
Anhöhe	w5_d354e22950
jenseits	w7_d354e22953
des	w9_d354e22956
Wassers	w11_d354e22959
lagerte,	w13_d354e22963
genommen	w15_d354e22966
habe,	w17_d354e22969
ein	w19_d354e22972
Corps	w21_d354e22975
hingegen	w1_d354e22981
liesse	w3_d354e22984
selber	w5_d354e22987
bey	w7_d354e22990
Bürk,	w9_d354e22993
und	w11_d354e22996
die	w13_d354e23000
Arriere=garde	w15_d354e23003
bey	w17_d354e23006
Conradsreut	w19_d354e23009
stehen.	w1_d354e23014
Den	w3_d354e23017
nämlichen	w5_d354e23020
Tag	w7_d354e23023
traffe	w9_d354e23026
auch	w11_d354e23029
die	w13_d354e23033
über	w15_d354e23036
Kirchlamnitz	w17_d354e23039
rechts	w19_d354e23042
ge	w21_d354e23045
gangene	w1_d354e23050
feindliche	w3_d354e23053
Colonne	w5_d354e23056
bey	w7_d354e23059
Hof	w9_d354e23062
ein,	w11_d354e23065
welche	w13_d354e23069
hingegen	w15_d354e23072
diesseits	w17_d354e23075
der	w19_d354e23078
Stadt	w21_d354e23081
sich	w1_d354e23086
lagerte,	w3_d354e23089
hiernächst	w5_d354e23092
aber	w7_d354e23095
ein	w9_d354e23098
anderes	w11_d354e23101
Corps	w13_d354e23105
von	w15_d354e23108
4000.	w17_d354e23111
Mann	w19_d354e23114
bey	w21_d354e23117
Reau	w23_d354e23120
einruckete.	w1_d354e23126
Es	w3_d354e23129
stellete	w5_d354e23132
sich	w7_d354e23135
dahero	w9_d354e23138
General	w11_d354e23141
Kleefeld	w13_d354e23145
mit	w15_d354e23148
seinen	w17_d354e23151
Croaten	w19_d354e23154
bey	w1_d354e23159
Monchsberg,	w3_d354e23162
mit	w5_d354e23165
denen	w7_d354e23168
Hussaren	w9_d354e23171
aber	w11_d354e23174
bey	w13_d354e23178
Slegel,	w15_d354e23181
und	w17_d354e23184
erbreitete	w19_d354e23187
sei	w21_d354e23190
ne	w1_d354e23195
Vor=posten	w3_d354e23198
über	w5_d354e23201
Weislareut,	w7_d354e23204
wohingegen	w9_d354e23207
General	w11_d354e23210
Palfy	w13_d354e23214
sich	w15_d354e23217
bey	w17_d354e23220
Ber	w19_d354e23223
neck	w1_d354e23228
setzte,	w3_d354e23231
und	w5_d354e23234
General	w7_d354e23237
Luzinsky	w9_d354e23240
von	w11_d354e23243
Schirnding	w13_d354e23247
sich	w15_d354e23250
näher	w17_d354e23253
gegen	w19_d354e23256
Asch	w21_d354e23259
zege,	w1_d354e23265
um	w3_d354e23268
sich	w5_d354e23271
sofort	w7_d354e23274
bey	w9_d354e23277
Himmelreut	w11_d354e23280
postiren	w13_d354e23284
zu	w15_d354e23287
können.	w17_d354e23290
</p>
<p id="p8_d354e23293">
Eben	w1_d354e23297
diesen	w3_d354e23300
Tag	w5_d354e23303
Abends	w7_d354e23306
gienge	w9_d354e23309
noch	w11_d354e23312
die	w13_d354e23316
weitere	w15_d354e23319
Nachricht	w17_d354e23322
ein,	w19_d354e23325
wond	w1_d354e23330
massen	w3_d354e23333
der	w5_d354e23336
Feind	w7_d354e23339
sich	w9_d354e23342
mit	w11_d354e23345
einer	w13_d354e23349
zahlreichen	w15_d354e23352
Jnfanterie,	w17_d354e23355
schwerer	w19_d354e23358
Saballerie,	w1_d354e23363
und	w3_d354e23366
Hussaren,	w5_d354e23369
um	w7_d354e23372
die	w9_d354e23375
ihnen	w11_d354e23378
beständig	w13_d354e23382
mit	w15_d354e23385
Vortheil	w17_d354e23388
auf	w19_d354e23391
den	w21_d354e23394
Huß	w1_d354e23400
gefolgte	w3_d354e23403
diesseitige	w5_d354e23406
leichte	w7_d354e23409
Trupen	w9_d354e23412
hindann	w11_d354e23415
zu	w13_d354e23419
halten,	w15_d354e23422
und	w17_d354e23425
seinen	w19_d354e23428
Muck	w1_d354e23433
märsch	w3_d354e23436
desto	w5_d354e23439
ungehinderter	w7_d354e23442
fortsetzen	w9_d354e23445
zu	w11_d354e23448
können,	w13_d354e23452
sich	w15_d354e23455
gählings	w17_d354e23458
ge	w19_d354e23461
euder,	w1_d354e23466
und	w3_d354e23469
solche	w5_d354e23472
in	w7_d354e23475
zwey	w9_d354e23478
Strassen,	w11_d354e23481
nämlichen	w13_d354e23485
die	w15_d354e23488
erste	w17_d354e23491
Colonne	w19_d354e23494
gegen	w21_d354e23497
Brbachsberg,	w1_d354e23502
die	w3_d354e23505
anderte	w5_d354e23508
aber	w7_d354e23511
über	w9_d354e23514
Albrautz,	w11_d354e23517
Ahornberg,	w13_d354e23521
und	w15_d354e23524
Gössen	w17_d354e23527
reut	w1_d354e23533
abgeschicket	w3_d354e23536
habe.	w5_d354e23539
</p>
<p id="p10_d354e23542">
Herr	w1_d354e23546
General	w3_d354e23549
Kleefeld,	w5_d354e23552
dessen	w7_d354e23555
Wachtsamkeit	w9_d354e23558
der	w11_d354e23561
Feindlichen	w13_d354e23565
alle	w15_d354e23568
die	w1_d354e23573
zavor	w3_d354e23576
kommet,	w5_d354e23579
liese	w7_d354e23582
auf	w9_d354e23585
die	w11_d354e23588
hiervon	w13_d354e23592
erlangte	w15_d354e23595
Nachricht	w17_d354e23598
nicht	w19_d354e23601
al	w21_d354e23604
</p>
<p id="p14_d354e23610">
ein	w1_d354e23614
die	w3_d354e23617
gesamte	w5_d354e23620
Bagage	w7_d354e23623
sogleich	w9_d354e23626
zuruck	w11_d354e23629
abgehen,	w13_d354e23633
sondern	w15_d354e23636
schickte	w17_d354e23639
auch	w19_d354e23642
bey	w1_d354e23647
Warnehmung	w3_d354e23650
der	w5_d354e23653
so	w7_d354e23656
grossen	w9_d354e23659
feindlichen	w11_d354e23662
Ubermacht	w13_d354e23666
die	w15_d354e23669
Stuck	w17_d354e23672
unter	w19_d354e23675
gehöriger	w1_d354e23680
Bedeckung	w3_d354e23683
voraus,	w5_d354e23686
um	w7_d354e23689
alles	w9_d354e23692
aus	w11_d354e23695
dem	w13_d354e23699
Weeg	w15_d354e23702
zu	w17_d354e23705
raumen,	w19_d354e23708
was	w21_d354e23711
in	w1_d354e23717
einer	w3_d354e23720
erforderlichen	w5_d354e23723
Retraite	w7_d354e23726
nur	w9_d354e23729
immer	w11_d354e23732
eine	w13_d354e23736
Verhindernuß	w15_d354e23739
verursa	w17_d354e23742
chen	w1_d354e23747
könte.	w3_d354e23750
Dessen	w5_d354e23753
Vor=posten	w7_d354e23756
fiengen	w9_d354e23759
auch	w11_d354e23762
um	w13_d354e23766
3.	w15_d354e23769
Uhr	w17_d354e23772
fruhe	w19_d354e23775
mit	w21_d354e23778
denen	w23_d354e23781
Feindlichen	w1_d354e23786
bereits	w3_d354e23789
zu	w5_d354e23792
scharmutzieren	w7_d354e23795
an,	w9_d354e23798
wo	w11_d354e23801
zu	w13_d354e23805
gleicher	w15_d354e23808
Zeit	w17_d354e23811
er	w19_d354e23814
in	w21_d354e23817
bester	w23_d354e23820
Ordnung	w1_d354e23825
die	w3_d354e23828
Retraite	w5_d354e23831
genommen,	w7_d354e23834
bey	w9_d354e23837
Guerrebach	w11_d354e23840
aber,	w13_d354e23844
da	w15_d354e23847
eben	w17_d354e23850
der	w19_d354e23853
Feind	w21_d354e23856
mit	w1_d354e23862
der	w3_d354e23865
zweyten	w5_d354e23868
Colonne	w7_d354e23871
dahin	w9_d354e23874
im	w11_d354e23877
Anzug	w13_d354e23881
begriffen	w15_d354e23884
ware,	w17_d354e23887
es	w19_d354e23890
zu	w21_d354e23893
einem	w23_d354e23896
hitzigen	w1_d354e23901
Gefecht	w3_d354e23904
kame,	w5_d354e23907
wo	w7_d354e23910
von	w9_d354e23913
dem	w11_d354e23916
Feind	w13_d354e23920
sehr	w15_d354e23923
viele	w17_d354e23926
geblieben,	w19_d354e23929
dagegen	w21_d354e23932
aber	w23_d354e23935
wegen	w1_d354e23940
mehrers	w3_d354e23943
nachgefolgten	w5_d354e23946
gegentheiligen	w7_d354e23949
Völkern	w9_d354e23952
Hr.	w11_d354e23955
General	w13_d354e23959
Klee	w15_d354e23962
feld	w1_d354e23967
sich	w3_d354e23970
seitwärts	w5_d354e23973
zu	w7_d354e23976
ziehen	w9_d354e23979
erachtete.	w11_d354e23982
Jn	w13_d354e23986
wenig	w15_d354e23989
darauf	w17_d354e23992
gefolgten	w19_d354e23995
Stun	w21_d354e23998
den	w1_d354e24004
wurde	w3_d354e24007
Hr.	w5_d354e24010
General	w7_d354e24013
GrafRudolph	w9_d354e24016
Palfy	w11_d354e24019
von	w13_d354e24023
ob=erwehnt	w15_d354e24026
sich	w17_d354e24029
unmittelst	w19_d354e24032
vereinbarten	w1_d354e24037
feindlichen	w3_d354e24040
Colonnen	w5_d354e24043
angegriffen,	w7_d354e24046
und	w9_d354e24049
ob	w11_d354e24052
zwar	w13_d354e24056
anfänglich	w15_d354e24059
von	w1_d354e24064
dem	w3_d354e24067
Feind	w5_d354e24070
viele	w7_d354e24073
niedergehauen,	w9_d354e24076
auch	w11_d354e24079
verschiedene	w13_d354e24083
Gefangene	w15_d354e24086
einge	w17_d354e24089
bracht	w1_d354e24094
worden;	w3_d354e24097
so	w5_d354e24100
fande	w7_d354e24103
doch	w9_d354e24106
ernannter	w11_d354e24109
Herr	w13_d354e24113
General	w15_d354e24116
nicht	w17_d354e24119
für	w19_d354e24122
raht	w21_d354e24125
sam,	w1_d354e24131
sich	w3_d354e24134
mit	w5_d354e24137
einer	w7_d354e24140
so	w9_d354e24143
grossen	w11_d354e24146
Ueberlegenheit	w13_d354e24150
vollends	w15_d354e24153
zu	w17_d354e24156
engagiren,	w19_d354e24159
son	w21_d354e24162
dern	w1_d354e24167
nahme	w3_d354e24170
seine	w5_d354e24173
Retraite	w7_d354e24176
hinter	w9_d354e24179
Berneck,	w11_d354e24182
allwo	w13_d354e24186
er	w15_d354e24189
sich	w17_d354e24192
formirte,	w19_d354e24195
und	w21_d354e24198
den	w1_d354e24203
Feind	w3_d354e24206
in	w5_d354e24209
solchen	w7_d354e24212
Respect	w9_d354e24215
hielte,	w11_d354e24218
daß	w13_d354e24222
selber	w15_d354e24225
über	w17_d354e24228
dieses	w19_d354e24231
Ort	w21_d354e24234
nicht	w23_d354e24237
wei	w25_d354e24241
ters	w1_d354e24246
vorgedrungen	w3_d354e24249
ware.	w5_d354e24252
</p>
<p id="p16_d354e24255">
Jn	w1_d354e24259
beed=obigen	w3_d354e24262
Vortheilen	w5_d354e24265
wird	w7_d354e24268
der	w9_d354e24271
diesseitige	w11_d354e24274
Verlust	w13_d354e24278
an	w15_d354e24281
Todt	w17_d354e24284
Verwundt	w1_d354e24289
und	w3_d354e24292
Verlornen	w5_d354e24295
gegen	w7_d354e24298
200.	w9_d354e24301
Köpfe	w11_d354e24304
gerechnet,	w13_d354e24308
wo	w15_d354e24311
im	w17_d354e24314
Gegen	w19_d354e24317
theil	w1_d354e24322
jener	w3_d354e24325
des	w5_d354e24328
Feindes	w7_d354e24331
nach	w9_d354e24334
Aussage	w11_d354e24337
deren	w13_d354e24341
in	w15_d354e24344
diesen	w17_d354e24347
Vorfällen	w19_d354e24350
herüber	w21_d354e24353
ge	w23_d354e24356
trettenen	w1_d354e24362
Ausreisseren	w3_d354e24365
sich	w5_d354e24368
ganz	w7_d354e24371
sicher	w9_d354e24374
auf	w11_d354e24377
eine	w13_d354e24381
gleiche,	w15_d354e24384
wo	w17_d354e24387
nicht	w19_d354e24390
grössere	w21_d354e24393
Anzahl	w1_d354e24398
belauffet.	w3_d354e24401
Bey	w5_d354e24404
diesen	w7_d354e24407
Umständen,	w9_d354e24410
und	w11_d354e24413
um	w13_d354e24417
dem	w15_d354e24420
Feind	w17_d354e24423
nachdruck	w19_d354e24426
samen	w1_d354e24431
Widerstand	w3_d354e24434
zu	w5_d354e24437
thun,	w7_d354e24440
liessen	w9_d354e24443
des	w11_d354e24446
commandirenden	w13_d354e24450
Herrn	w15_d354e24453
Generals	w17_d354e24456
Prinzens	w1_d354e24461
von	w3_d354e24464
Zweybrücken	w5_d354e24467
Hoch=fürstl.	w7_d354e24470
Durchleucht	w9_d354e24473
die	w11_d354e24476
bis	w13_d354e24480
anhero	w15_d354e24483
zu	w17_d354e24486
Forchheim	w1_d354e24492
unter	w3_d354e24495
Befehls=habung	w5_d354e24498
des	w7_d354e24501
Herrn	w9_d354e24504
Generalen	w11_d354e24507
der	w13_d354e24511
Cavallerie	w15_d354e24514
von	w1_d354e24519
Haddick	w3_d354e24522
gestandene	w5_d354e24525
Avant=garde	w7_d354e24528
</p>
<p id="p18_d354e24531">
Den	w1_d354e24535
34sten	w3_d354e24538
nach	w5_d354e24541
Wiesenfeld	w7_d354e24544
vorrucken,	w9_d354e24547
welchem	w11_d354e24550
auch	w13_d354e24554
nämlichen	w15_d354e24557
Tags	w1_d354e24562
Se.	w3_d354e24565
Durchleucht	w5_d354e24568
mit	w7_d354e24571
der	w9_d354e24574
Armee	w11_d354e24577
nach	w13_d354e24581
Forchheim	w15_d354e24584
folgten,	w17_d354e24587
und	w19_d354e24590
das	w21_d354e24593
Haupt=quartier	w1_d354e24598
in	w3_d354e24601
dieser	w5_d354e24604
Stadt	w7_d354e24607
nahmen,	w9_d354e24610
und	w11_d354e24613
da	w13_d354e24617
die	w15_d354e24620
diesen	w17_d354e24623
Tag	w19_d354e24626
hindurch	w21_d354e24629
eingelangte	w1_d354e24635
Raports	w3_d354e24638
keine	w5_d354e24641
weitere	w7_d354e24644
Vordringung	w9_d354e24647
des	w11_d354e24650
Feindes,	w13_d354e24654
jene	w15_d354e24657
aber	w1_d354e24662
von	w3_d354e24665
</p>
