<doc id="wr_1760-01-19" attrs="word" year="1760" month="01" day="19" corpus="2">
<head id="h2_d416e2465">
Friedberg	w1_d416e2469
hierüber	w5_d416e20509
von	w7_d416e20512
dem	w9_d416e20515
Herrn	w11_d416e20518
Cura	w13_d416e20522
tore	w1_d416e20527
verfasset,	w3_d416e20530
sodann	w5_d416e20533
die	w7_d416e20536
veranlaste	w9_d416e20539
Relation	w11_d416e20542
erstattet,	w1_d416e20547
und	w3_d416e20550
endlichen	w5_d416e20553
die	w7_d416e20556
Liquidirende	w9_d416e20559
Credi	w11_d416e20562
tores	w1_d416e20568
mit	w3_d416e20571
ihren	w5_d416e20574
Forderungen	w7_d416e20577
hindann	w9_d416e20580
gefertiget	w11_d416e20583
werden	w1_d416e20588
sollen.	w3_d416e20591
Wornach	w5_d416e20594
sich	w7_d416e20597
dann	w9_d416e20600
ein	w11_d416e20603
jeder	w13_d416e20607
zu	w15_d416e20610
richten,	w1_d416e20615
und	w3_d416e20618
sein	w5_d416e20621
Recht	w7_d416e20624
zu	w9_d416e20627
beobachten	w11_d416e20630
haben	w13_d416e20634
wird.	w1_d416e20639
</p>
<p id="p22_d416e20642">
Auf	w1_d416e20646
künftigen	w3_d416e20649
St.	w5_d416e20652
Georgi	w7_d416e20655
ist	w9_d416e20658
im	w11_d416e20661
Saltzerischen	w13_d416e20665
zum	w1_d416e20670
7.	w3_d416e20673
Körben	w5_d416e20676
genannten	w7_d416e20679
Haus,	w9_d416e20682
unweit	w11_d416e20685
des	w13_d416e20689
Kraut	w15_d416e20692
gassels,	w1_d416e20697
im	w3_d416e20700
ersten	w5_d416e20703
Stock	w7_d416e20706
eine	w9_d416e20709
Wohnung	w11_d416e20712
mit	w13_d416e20716
3.	w15_d416e20719
Zim	w17_d416e20722
mern	w1_d416e20728
auf	w3_d416e20731
die	w5_d416e20734
Gassen,	w7_d416e20737
und	w9_d416e20740
2.	w11_d416e20743
Zimmern	w13_d416e20747
in	w15_d416e20750
Hof	w17_d416e20753
hinein,	w1_d416e20758
samt	w3_d416e20761
Keller,	w5_d416e20764
Holz	w7_d416e20767
gewölb,	w9_d416e20770
und	w11_d416e20773
Boden	w13_d416e20777
zu	w15_d416e20780
verlassen,	w1_d416e20785
wer	w3_d416e20788
solche	w5_d416e20791
bestehen	w7_d416e20794
will,	w9_d416e20797
kan	w11_d416e20800
sich	w13_d416e20804
wegen	w15_d416e20807
fernerer	w1_d416e20812
Auskunft	w3_d416e20815
bey	w5_d416e20818
dem	w7_d416e20821
Haus=meister	w9_d416e20824
allda	w11_d416e20827
vemedten.	w1_d416e20833
</p>
</doc>
