<doc id="wr_1757-01-12" attrs="word" year="1757" month="01" day="12" corpus="2">
<head id="h2_d108e2817">
Malta	w1_d108e2821
dem	w11_d108e20754
Werb=officier	w13_d108e20758
gar	w15_d108e20761
ausge	w17_d108e20764
stossenen	w1_d108e20769
Drohung,	w3_d108e20772
denselben	w5_d108e20775
samt	w7_d108e20778
denen	w9_d108e20781
Gemeinen	w11_d108e20784
und	w13_d108e20788
Angeworbe	w15_d108e20791
nen	w1_d108e20796
arretiren,	w3_d108e20799
sofort	w5_d108e20802
bis	w7_d108e20805
auf	w9_d108e20808
fernere	w11_d108e20811
Kaiserl.	w13_d108e20815
Verordnung	w15_d108e20818
verwahr	w17_d108e20821
lich	w1_d108e20827
aufbehalten,	w3_d108e20830
und	w5_d108e20833
insonderheit	w7_d108e20836
wegen	w9_d108e20839
des	w11_d108e20842
am	w13_d108e20846
meisten	w15_d108e20849
grabirten	w17_d108e20852
Werb=officiers,	w1_d108e20857
le	w3_d108e20860
Noble,	w5_d108e20863
alle	w7_d108e20866
nöhtige	w9_d108e20869
Vorsehung	w11_d108e20872
dahin	w13_d108e20876
machen	w15_d108e20879
solle,	w17_d108e20882
damit	w1_d108e20887
er	w3_d108e20890
vor	w5_d108e20893
dem	w7_d108e20896
Vollzug	w9_d108e20899
dieses	w11_d108e20902
Kaiserl.	w13_d108e20906
Befehls	w15_d108e20909
aus	w17_d108e20912
der	w19_d108e20915
Stadt	w21_d108e20918
nicht	w1_d108e20923
entweichen	w3_d108e20926
könne,	w5_d108e20929
allermassen	w7_d108e20932
Seine	w9_d108e20935
Kaiserl.	w11_d108e20938
Majestät	w13_d108e20942
anson	w15_d108e20945
sten	w1_d108e20951
diesfalls	w3_d108e20954
sich	w5_d108e20957
an	w7_d108e20960
ihm	w9_d108e20963
Magistrat,	w11_d108e20966
halten	w13_d108e20970
würden,	w15_d108e20973
alles	w17_d108e20976
mit	w19_d108e20979
dem	w21_d108e20982
weitern	w1_d108e20987
Anhang,	w3_d108e20990
daß	w5_d108e20993
er	w7_d108e20996
Magistrat	w9_d108e20999
bey	w11_d108e21002
dieser	w13_d108e21006
keinen	w15_d108e21009
Verzug	w17_d108e21012
leiden	w19_d108e21015
den	w1_d108e21020
Vorkommenheit	w3_d108e21023
von	w5_d108e21026
der	w7_d108e21029
würklich	w9_d108e21032
also	w11_d108e21035
befolgten	w13_d108e21039
Gelebung	w15_d108e21042
dieses	w17_d108e21045
Kaiserl.	w1_d108e21050
geschärften	w3_d108e21053
Befehls,	w5_d108e21056
denen	w7_d108e21059
ausschreibenden	w9_d108e21062
Herren	w11_d108e21065
Fürsten	w13_d108e21069
des	w1_d108e21075
Ober=theinischen	w3_d108e21078
Kreises	w5_d108e21081
die	w7_d108e21084
Anzeige	w9_d108e21087
sogleich	w11_d108e21090
thun,	w13_d108e21094
oder	w15_d108e21097
aber,	w17_d108e21100
</p>
<p id="p20_d108e21113">
wann	w1_d108e21117
er	w3_d108e21120
Magistrat	w5_d108e21123
vermeinen	w7_d108e21126
solte,	w9_d108e21129
für	w11_d108e21132
sich,	w13_d108e21136
und	w15_d108e21139
aus	w17_d108e21142
eigenen	w19_d108e21145
Kräften	w21_d108e21148
nicht	w1_d108e21153
im	w3_d108e21156
Stande	w5_d108e21159
zu	w7_d108e21162
seyn,	w9_d108e21165
diesen	w11_d108e21168
Kaiserl.	w13_d108e21172
Befehl	w15_d108e21175
vollziehen	w17_d108e21178
zu	w19_d108e21181
kön	w21_d108e21184
nen,	w1_d108e21189
in	w3_d108e21192
nachgesetzter	w5_d108e21195
Zeit	w7_d108e21198
die	w9_d108e21201
ausschreibende	w11_d108e21204
Herren	w13_d108e21208
Fürsten	w15_d108e21211
um	w17_d108e21214
die	w19_d108e21217
nöhtige	w1_d108e21223
Hülfe	w3_d108e21226
nach	w5_d108e21229
diesfälliger	w7_d108e21232
Maasgebung	w9_d108e21235
der	w11_d108e21238
unterm	w13_d108e21242
29.	w15_d108e21245
Octob.	w17_d108e21248
nup.	w1_d108e21253
ergangenen	w3_d108e21256
Kaiserl.	w5_d108e21259
Resolution	w7_d108e21262
ersuchen,	w9_d108e21265
und	w11_d108e21268
annebst	w13_d108e21272
das	w15_d108e21275
wei	w17_d108e21278
tere	w1_d108e21283
zum	w3_d108e21286
werkthätigen	w5_d108e21289
Vollzug	w7_d108e21292
deren	w9_d108e21295
Kaiserl.	w11_d108e21298
Verordnungen	w13_d108e21302
alsbal	w15_d108e21305
den,	w1_d108e21310
und	w3_d108e21313
also	w5_d108e21316
gewiß	w7_d108e21319
veranstalten	w9_d108e21322
solte,	w11_d108e21325
als	w13_d108e21329
ansonsten	w15_d108e21332
nach	w17_d108e21335
Verlauf	w19_d108e21338
so	w21_d108e21341
thaner	w1_d108e21347
Frist	w3_d108e21350
die	w5_d108e21353
Execution	w7_d108e21356
durch	w9_d108e21359
die	w11_d108e21362
Kreis=ausschreibende	w13_d108e21366
Herren	w15_d108e21369
Fürsten,	w1_d108e21374
nach	w3_d108e21377
dem	w5_d108e21380
ihnen	w7_d108e21383
unterm	w9_d108e21386
heutigen	w11_d108e21389
Dato	w13_d108e21393
diesfalls	w15_d108e21396
ertheilten	w17_d108e21399
Kaiserl.	w1_d108e21404
Auftrag,	w3_d108e21407
auf	w5_d108e21410
sein,	w7_d108e21413
des	w9_d108e21416
Magistrats	w11_d108e21419
Kosten,	w13_d108e21423
werde	w15_d108e21426
verfügt	w17_d108e21429
werden.	w19_d108e21432
Damit	w1_d108e21437
auch	w3_d108e21440
bey	w5_d108e21443
dem	w7_d108e21446
Vollzug	w9_d108e21449
alles	w11_d108e21452
dessen	w13_d108e21456
da	w15_d108e21459
zumalen	w17_d108e21462
der	w19_d108e21465
Königl.	w21_d108e21468
Preußische	w1_d108e21474
Werb=officier,	w3_d108e21477
le	w5_d108e21480
Noble,	w7_d108e21483
die	w9_d108e21486
Gewalt	w11_d108e21489
zu	w13_d108e21493
erwarten,	w15_d108e21496
und	w17_d108e21499
sich	w19_d108e21502
</p>
<p id="p22_d108e21505">
bis	w1_d108e21509
auf	w3_d108e21512
den	w5_d108e21515
letzten	w7_d108e21518
Bluts=tropfen,	w9_d108e21521
mit	w11_d108e21524
denen	w13_d108e21528
Seinigen	w15_d108e21531
zu	w17_d108e21534
wehren,	w19_d108e21537
vermessentlich	w1_d108e21542
gedrohet	w3_d108e21545
habe)	w5_d108e21548
die	w7_d108e21551
dasige	w9_d108e21554
Bürgere,	w11_d108e21557
Beysassen,	w13_d108e21561
und	w15_d108e21564
sonstige	w1_d108e21569
Jnwohnere	w3_d108e21572
sich	w5_d108e21575
geziemend	w7_d108e21578
betragen,	w9_d108e21581
und	w11_d108e21584
ihre	w13_d108e21588
Schuldigkeit	w15_d108e21591
hierunter,	w1_d108e21597
als	w3_d108e21600
getreue	w5_d108e21603
Unterthanen	w7_d108e21606
und	w9_d108e21609
Angehörige	w11_d108e21612
des	w13_d108e21616
Reichs	w15_d108e21619
ge	w17_d108e21622
bührend	w1_d108e21627
handeln,	w3_d108e21630
und	w5_d108e21633
vollziehen	w7_d108e21636
möchten;	w9_d108e21639
so	w11_d108e21642
hätten	w13_d108e21646
Seine	w15_d108e21649
Kaiserl.	w17_d108e21652
Majestät	w1_d108e21657
weiter	w3_d108e21660
allergnädigst	w5_d108e21663
entschlossen,	w7_d108e21666
an	w9_d108e21669
diese	w11_d108e21672
hierwegen	w13_d108e21676
beson	w15_d108e21679
dere	w1_d108e21684
Patenten	w3_d108e21687
zuerkennen,	w5_d108e21690
welche	w7_d108e21693
dem	w9_d108e21696
Magistrat	w11_d108e21699
zu	w13_d108e21703
dem	w15_d108e21706
Ende	w17_d108e21709
hier	w19_d108e21712
bey	w1_d108e21718
verwahrt	w3_d108e21721
zugefertiget	w5_d108e21724
würden,	w7_d108e21727
auf	w9_d108e21730
daß	w11_d108e21733
er	w13_d108e21737
solche	w15_d108e21740
gewöhnlicher	w17_d108e21743
Ordnung	w1_d108e21748
nach,	w3_d108e21751
publiciren	w5_d108e21754
und	w7_d108e21757
affigiren,	w9_d108e21760
auch	w11_d108e21763
auf	w13_d108e21767
allen	w15_d108e21770
wider	w17_d108e21773
besse	w19_d108e21776
res	w1_d108e21781
Vermuten	w3_d108e21784
sich	w5_d108e21787
ergebenden	w7_d108e21790
Fall,	w9_d108e21793
nach	w11_d108e21796
solchen	w13_d108e21800
alles	w15_d108e21803
Ernstes	w17_d108e21806
ver	w19_d108e21809
fahren,	w1_d108e21814
und	w3_d108e21817
die	w5_d108e21820
Ubertretere	w7_d108e21823
dieses	w9_d108e21826
Kaiserl.	w11_d108e21829
Gebotts	w13_d108e21833
mit	w15_d108e21836
allen	w17_d108e21839
nach	w19_d108e21842
drucksamen	w1_d108e21848
Mitteln,	w3_d108e21851
auch	w5_d108e21854
würklichen	w7_d108e21857
Zwang	w9_d108e21860
davon	w11_d108e21863
abhalten,	w13_d108e21867
sofort	w15_d108e21870
dieselbe	w1_d108e21875
zu	w3_d108e21878
gefänglichen	w5_d108e21881
Haften	w7_d108e21884
bringen,	w9_d108e21887
und	w11_d108e21890
wie	w13_d108e21894
darüber	w15_d108e21897
sowol,	w17_d108e21900
als	w19_d108e21903
überhaupt	w1_d108e21908
und	w3_d108e21911
in	w5_d108e21914
allen	w7_d108e21917
Stücken	w9_d108e21920
diesem	w11_d108e21923
ernst=gemeßenen	w13_d108e21927
Kaiserl.	w15_d108e21930
Be	w17_d108e21933
fehl	w1_d108e21938
die	w3_d108e21941
allerunterthänigste	w5_d108e21944
Folge	w7_d108e21947
geleistet	w9_d108e21950
worden,	w11_d108e21953
schleunig	w13_d108e21957
allergehor	w15_d108e21960
samst	w1_d108e21966
arzeigen	w3_d108e21969
solle.	w5_d108e21972
</p>
<p id="p24_d108e21976">
Der	w1_d108e21980
Jnhalt	w3_d108e21983
der	w5_d108e21986
in	w7_d108e21989
vorstehendem	w9_d108e21992
Rescript	w11_d108e21995
angeführten	w13_d108e21999
Patenten	w15_d108e22002
an	w17_d108e22005
die	w1_d108e22010
sammentlichen	w3_d108e22013
Bürger,	w5_d108e22016
Beysassen	w7_d108e22019
und	w9_d108e22022
Einwohner	w11_d108e22025
zu	w13_d108e22029
Frankfort	w15_d108e22032
am	w1_d108e22037
Mayn,	w3_d108e22040
gehet	w5_d108e22043
nach	w7_d108e22046
einem	w9_d108e22049
kurzen	w11_d108e22052
zu	w13_d108e22056
dieser	w15_d108e22059
Sache	w17_d108e22062
gehörigem	w19_d108e22065
Eingange	w1_d108e22071
wörtlich	w3_d108e22074
dahin:	w5_d108e22077
</p>
<p id="p26_d108e22080">
Seine	w1_d108e22084
Kaiserl.	w3_d108e22087
Majestät	w5_d108e22090
versähen	w7_d108e22093
sich	w9_d108e22096
zu	w11_d108e22099
ihnen,	w13_d108e22103
Bürgern,	w15_d108e22106
Bey	w17_d108e22109
sassen,	w1_d108e22114
und	w3_d108e22117
übrigen	w5_d108e22120
Jnwohnern	w7_d108e22123
zwar	w9_d108e22126
allergnädigst,	w11_d108e22129
daß	w13_d108e22133
sie	w15_d108e22136
ihrer	w17_d108e22139
gegen	w19_d108e22142
Allerhöchst=dieselben,	w1_d108e22147
und	w3_d108e22150
das	w5_d108e22153
H.	w7_d108e22156
R.	w9_d108e22159
Reich	w11_d108e22162
obhabenden	w13_d108e22166
schweren	w15_d108e22169
Pflicht	w17_d108e22172
sich	w1_d108e22178
von	w3_d108e22181
selbst	w5_d108e22184
erinnern,	w7_d108e22187
und	w9_d108e22190
hiernach	w11_d108e22193
den	w13_d108e22197
Vollzug	w15_d108e22200
Dero	w17_d108e22203
Kaiserl.	w19_d108e22206
aller	w21_d108e22209
höchsten	w1_d108e22214
Befehls	w3_d108e22217
auch	w5_d108e22220
ihres	w7_d108e22223
Orts	w9_d108e22226
mit	w11_d108e22229
fördern	w13_d108e22233
und	w15_d108e22236
diesem	w17_d108e22239
sich	w19_d108e22242
aller	w21_d108e22245
</p>
<p id="p32_d108e22258">
gehorfamst	w1_d108e22262
mit	w3_d108e22265
fügen	w5_d108e22268
würden;	w7_d108e22271
Sie	w9_d108e22274
gebieten	w11_d108e22277
jedoch	w13_d108e22281
anbey	w15_d108e22284
noch	w17_d108e22287
beson	w19_d108e22290
ders,	w1_d108e22295
und	w3_d108e22298
zwar	w5_d108e22301
alles	w7_d108e22304
Ernstes,	w9_d108e22307
unter	w11_d108e22310
ausdrücklicher	w13_d108e22314
Straffe	w15_d108e22317
auf	w17_d108e22320
Ehre,	w19_d108e22323
Leib,	w1_d108e22328
und	w3_d108e22331
Leben,	w5_d108e22334
auch	w7_d108e22337
aller	w9_d108e22340
andern	w11_d108e22343
denen	w13_d108e22347
Reichs=abschieden	w15_d108e22350
einver	w17_d108e22353
leibten	w1_d108e22359
Pönen,	w3_d108e22362
daß	w5_d108e22365
sie,	w7_d108e22368
Bürgere,	w9_d108e22371
Beysassen,	w11_d108e22374
und	w13_d108e22378
Jnwohnere	w15_d108e22381
dem,	w17_d108e22384
was	w1_d108e22389
der	w3_d108e22392
Magistrat,	w5_d108e22395
dem	w7_d108e22398
Kaiserl.	w9_d108e22401
Auftrage	w11_d108e22404
gemäß,	w13_d108e22408
zu	w15_d108e22411
vollziehen	w17_d108e22414
hat,	w19_d108e22417
sich	w1_d108e22422
nicht	w3_d108e22425
allein	w5_d108e22428
nicht	w7_d108e22431
widersetzen,	w9_d108e22434
noch	w11_d108e22437
weniger	w13_d108e22441
aber	w15_d108e22444
denen	w17_d108e22447
Preußi	w19_d108e22450
schen	w1_d108e22455
Werbungen	w3_d108e22458
Beystand,	w5_d108e22461
Hülfe,	w7_d108e22464
oder	w9_d108e22467
Unterschleif	w11_d108e22470
geben,	w13_d108e22474
sondern	w15_d108e22477
auch	w1_d108e22483
zu	w3_d108e22486
deren	w5_d108e22489
Abschaffung	w7_d108e22492
und	w9_d108e22495
Trennung,	w11_d108e22498
als	w13_d108e22502
Getreue,	w15_d108e22505
des	w17_d108e22508
Reichs	w19_d108e22511
Unterthanen	w1_d108e22516
und	w3_d108e22519
Angehörige,	w5_d108e22522
in	w7_d108e22525
würklicher	w9_d108e22528
Befolg=Leistung	w11_d108e22531
des	w13_d108e22535
sen,	w1_d108e22540
was	w3_d108e22543
der	w5_d108e22546
Magistrat	w7_d108e22549
ihnen	w9_d108e22552
diesfalls	w11_d108e22555
aufgeben	w13_d108e22559
wird,	w15_d108e22562
gehorsam	w17_d108e22565
lich	w1_d108e22570
und	w3_d108e22573
willig	w5_d108e22576
sich	w7_d108e22579
erzeigen,	w9_d108e22582
nicht	w11_d108e22585
minder	w13_d108e22589
sonsten	w15_d108e22592
ruhig	w17_d108e22595
verhalten,	w19_d108e22598
und	w21_d108e22601
von	w1_d108e22607
aller	w3_d108e22610
Empörung,	w5_d108e22613
Auflauf,	w7_d108e22616
Widersetzlichkeit	w9_d108e22619
und	w11_d108e22622
Ungehorsam,	w13_d108e22626
auch	w1_d108e22631
ungebührlicher	w3_d108e22634
Theil=nehmung,	w5_d108e22637
und	w7_d108e22640
überhaupt	w9_d108e22643
von	w11_d108e22646
allen	w13_d108e22650
zu	w15_d108e22653
einem	w17_d108e22656
sträflichen	w1_d108e22661
Widersetzen	w3_d108e22664
leitenden	w5_d108e22667
Weegen,	w7_d108e22670
Reitzungen,	w9_d108e22673
Reden,	w11_d108e22676
und	w13_d108e22680
Handlungen	w1_d108e22685
so	w3_d108e22688
gewiß	w5_d108e22691
abstehen	w7_d108e22694
sollen,	w9_d108e22697
als	w11_d108e22700
einem	w13_d108e22704
jeden	w15_d108e22707
deren	w17_d108e22710
lieb	w19_d108e22713
ist,	w21_d108e22716
die	w1_d108e22722
Kaiserl.	w3_d108e22725
Ungnade	w5_d108e22728
und	w7_d108e22731
obbemeldete	w9_d108e22734
Pön	w11_d108e22737
zu	w13_d108e22741
vermeiden.	w15_d108e22744
Endlich	w1_d108e22749
ist	w3_d108e22752
mit	w5_d108e22755
Communicirung	w7_d108e22758
des	w9_d108e22761
Vorstehenden,	w11_d108e22764
unter	w13_d108e22768
demselben	w15_d108e22771
</p>
<p id="p34_d108e22774">
Dato	w1_d108e22778
an	w3_d108e22781
die	w5_d108e22784
Herren	w7_d108e22787
ausschreibenden	w9_d108e22790
Fürsten	w11_d108e22793
des	w13_d108e22797
Ober=rheinischen	w15_d108e22800
Kreises	w1_d108e22805
der	w3_d108e22808
Kaiserl	w5_d108e22811
Auftrag	w7_d108e22814
ergangen,	w9_d108e22817
daß	w11_d108e22820
wann	w13_d108e22824
</p>
<p id="p36_d108e22828">
Die	w1_d108e22832
Stadt	w3_d108e22835
Frankfort	w5_d108e22838
(wie	w7_d108e22841
die	w9_d108e22844
Worte	w11_d108e22847
lauten)	w13_d108e22851
dem	w15_d108e22854
Kaiserl.	w17_d108e22857
Befehle	w19_d108e22860
in	w1_d108e22865
der	w3_d108e22868
gesetzten	w5_d108e22871
Frist	w7_d108e22874
allergehorsamst	w9_d108e22877
sich	w11_d108e22880
nicht	w13_d108e22884
fügen,	w15_d108e22887
sondern	w17_d108e22890
in	w19_d108e22893
ihrem	w21_d108e22896
frechen	w1_d108e22901
Ungehorsam	w3_d108e22904
weiters	w5_d108e22907
beharren	w7_d108e22910
solte,	w9_d108e22913
Seine	w11_d108e22916
Kaiserl.	w13_d108e22920
Majestät	w15_d108e22923
ihnen,	w1_d108e22929
ausschreibenden	w3_d108e22932
Herren	w5_d108e22935
Fürsten,	w7_d108e22938
auf	w9_d108e22941
solchen	w11_d108e22944
Fall	w13_d108e22948
hiermit	w15_d108e22951
allergnä	w17_d108e22954
digst	w1_d108e22959
auftragen,	w3_d108e22962
mit	w5_d108e22965
Zuziehung	w7_d108e22968
des	w9_d108e22971
Herrn	w11_d108e22974
Land=grafens	w13_d108e22978
zu	w15_d108e22981
Hessendarm	w17_d108e22984
stadt,	w1_d108e22989
als	w3_d108e22992
Kreis=obersten,	w5_d108e22995
sogleich	w7_d108e22998
nach	w9_d108e23001
verloffener	w11_d108e23004
Frist,	w13_d108e23008
ohne	w15_d108e23011
allem	w17_d108e23014
weiteren	w1_d108e23019
Zuwarten,	w3_d108e23022
oder	w5_d108e23025
sonstigen	w7_d108e23028
Rück=fragen,	w9_d108e23031
die	w11_d108e23034
der	w13_d108e23038
Stadt	w15_d108e23041
aufgege	w17_d108e23044
bene	w1_d108e23050
Abschaffung	w3_d108e23053
und	w5_d108e23056
Trennung	w7_d108e23059
der	w9_d108e23062
dasig	w11_d108e23065
Königl.	w13_d108e23069
Preußischen	w15_d108e23072
Chur	w17_d108e23075
brandenburgischen	w1_d108e23080
Werbung	w3_d108e23083
und	w5_d108e23086
deren	w7_d108e23089
Arretirung	w9_d108e23092
durch	w11_d108e23095
genugsame	w13_d108e23099
Mann	w15_d108e23102
schaft,	w1_d108e23107
auf	w3_d108e23110
Kosten	w5_d108e23113
der	w7_d108e23116
Stadt	w9_d108e23119
vollziehen,	w11_d108e23122
von	w13_d108e23126
nun	w15_d108e23129
an	w17_d108e23132
auch	w19_d108e23135
allschon	w21_d108e23138
dar	w23_d108e23141
auf	w1_d108e23146
sehen	w3_d108e23149
solten,	w5_d108e23152
damit	w7_d108e23155
von	w9_d108e23158
diesem	w11_d108e23161
zur	w13_d108e23165
Ungebühr	w15_d108e23168
und	w17_d108e23171
gemeinen	w19_d108e23174
Aerger	w21_d108e23177
nuß	w1_d108e23183
bis	w3_d108e23186
anhero	w5_d108e23189
straf=mäßig	w7_d108e23192
geduldeten	w9_d108e23195
Werb	w11_d108e23198
und	w13_d108e23202
Muster=platze	w15_d108e23205
aus,	w17_d108e23208
einige	w1_d108e23213
Mannschaft	w3_d108e23216
nicht	w5_d108e23219
abgeführet,	w7_d108e23222
sondern	w9_d108e23225
solche,	w11_d108e23228
wo	w13_d108e23232
sie	w15_d108e23235
in	w17_d108e23238
denen	w19_d108e23241
Kreis	w21_d108e23244
landen	w1_d108e23249
betretten	w3_d108e23252
werden	w5_d108e23255
solte,	w7_d108e23258
alsbald	w9_d108e23261
getrennet,	w11_d108e23264
und	w13_d108e23268
angehalten	w15_d108e23271
werde	w17_d108e23274
Wie	w1_d108e23279
nun	w3_d108e23282
dem	w5_d108e23285
also	w7_d108e23288
allergehorsamst	w9_d108e23291
seye	w11_d108e23294
nachgelebt	w13_d108e23298
worden,	w15_d108e23301
davon	w17_d108e23304
erwar	w19_d108e23307
teten	w1_d108e23313
Seine	w3_d108e23316
Kaiserl.	w5_d108e23319
Majestät	w7_d108e23322
hiernächst	w9_d108e23325
den	w11_d108e23328
fördersamsten	w13_d108e23332
Bericht	w15_d108e23335
und	w17_d108e23338
schleunige	w1_d108e23343
Anzeige	w3_d108e23346
</p>
<p id="p38_d108e23349">
Diese	w1_d108e23353
Kaiserl.	w3_d108e23356
Verfügungen	w5_d108e23359
seynd	w7_d108e23362
von	w9_d108e23365
der	w11_d108e23368
Würkung	w13_d108e23372
gewesen,	w15_d108e23375
daß	w17_d108e23378
die	w1_d108e23383
Königl.	w3_d108e23386
Preußische	w5_d108e23389
Werb=officiere	w7_d108e23392
die	w9_d108e23395
Stadt	w11_d108e23398
Frankfort	w13_d108e23402
solcherge	w15_d108e23405
stalt	w1_d108e23410
haben	w3_d108e23413
raumen	w5_d108e23416
müssen,	w7_d108e23419
daß	w9_d108e23422
sie	w11_d108e23425
mit	w13_d108e23429
ihrer	w15_d108e23432
angeworbenen	w17_d108e23435
Mann	w19_d108e23438
schaft	w1_d108e23444
von	w3_d108e23447
dannen	w5_d108e23450
ausmarschiret	w7_d108e23453
seynd.	w9_d108e23456
</p>
<p id="p44_d108e23536">
ac	w1_d108e23540
iok	w3_d108e23543
INSCRIPTICI.	w1_d108e23548
OPT.	w1_d108e23553
MAX.	w3_d108e23556
SACR.	w5_d108e23559
DIVAE.	w1_d108e23565
MARIAE.	w1_d108e23570
AMALIAE.	w3_d108e23573
IMP.	w1_d108e23578
CAR.	w3_d108e23581
VII.	w5_d108e23584
AUG.	w7_d108e23587
VIDUAB.	w1_d108e23592
5	w1_d108e23598
1	w1_d108e23603
R.	w1_d108e23608
D.	w1_d108e23613
4	w1_d108e23619
ARCEI	w1_d108e23624
CESARUM.	w1_d108e23629
NEPTI.	w3_d108e23632
FILIAE.	w5_d108e23635
UXORI.	w7_d108e23638
RANCISCUS.	w1_d108e23643
&.	w3_d108e23646
THERESIA.	w5_d108e23649
F	w1_d108e23655
VIRTUTIS.	w1_d108e23660
ET	w3_d108e23663
HONORIS.	w5_d108e23666
CAUSSA.	w7_d108e23669
PARENTANT.	w9_d108e23672
ET.	w1_d108e23677
DUM.	w1_d108e23682
TOT.	w3_d108e23685
ALIIS.	w5_d108e23688
BENE.	w7_d108e23691
MERITIS.	w9_d108e23694
SATUAS.	w1_d108e23700
ERICUNT.	w3_d108e23703
SUAS.	w5_d108e23706
ATTOLLUNT.	w7_d108e23709
</p>
<p id="p46_d108e23712">
.	w1_d108e23716
.	w3_d108e23719
A	w5_d108e23722
N	w1_d108e23727
N.	w1_d108e23732
CCS	w3_d108e23735
</p>
<head id="h4_d108e23743">
INSCRIPTIO	w1_d108e23747
II.	w3_d108e23750
NATA.	w1_d108e23755
EST.	w3_d108e23758
D.	w5_d108e23761
XXII.	w7_d108e23764
OCT.	w9_d108e23767
MDCCI.	w11_d108e23770
AB.	w1_d108e23775
INVICTISSIMO.	w3_d108e23778
JOSEPHO.	w5_d108e23781
PRIMO.	w7_d108e23784
PROHL	w1_d108e23790
QUANTO.	w3_d108e23793
HEROE.	w5_d108e23796
ET.	w1_d108e23801
</head>
<head id="h2_d108e23807">
AM	w1_d108e23811
ALIA	w3_d108e23814
MATRONARUM.	w5_d108e23817
GLORIA.	w7_d108e23820
ONNIUMQUE.	w1_d108e23825
VIRTUTUM.	w3_d108e23828
QUIBUS.	w5_d108e23831
AETERNUM.	w7_d108e23834
NOMEN.	w1_d108e23839
AUSTRIACUM.	w3_d108e23842
ABUNDAT.	w5_d108e23845
CORONA.	w7_d108e23848
SAPIENTIA.	w1_d108e23854
MAGNANIMITATE.	w3_d108e23857
CLEMENTIA.	w5_d108e23860
CETERISQUE.	w1_d108e23865
VIRTUTIBUS.	w3_d108e23868
REGIIS.	w5_d108e23871
HEROICIS.	w7_d108e23874
CHRISTIANIS.	w9_d108e23877
SEXUM.	w1_d108e23882
AC.	w3_d108e23885
SECULUM.	w5_d108e23888
NOBILITAVIT.	w7_d108e23891
SE.	w1_d108e23896
IPSAM.	w3_d108e23899
CONSECRAVIT.	w5_d108e23902
ALIOS.	w7_d108e23905
EMENDAVIT.	w9_d108e23908
IPSOS.	w1_d108e23914
HONORES.	w3_d108e23917
HONESTAVIT.	w5_d108e23920
INSCRIPTIOIII.	w1_d108e23925
ANNO.	w1_d108e23930
CHRISTI.	w3_d108e23933
JESU.	w5_d108e23936
MDCCXXII.	w7_d108e23939
D.	w9_d108e23942
V.	w11_d108e23945
OCT.	w13_d108e23949
CAROLO.	w1_d108e23954
MAXIMILIANI.	w3_d108e23957
FILIO.	w5_d108e23960
ET.	w7_d108e23963
HEREDI.	w9_d108e23966
DESPONSATA.	w11_d108e23969
PIETATE.	w1_d108e23975
ET.	w3_d108e23978
INNOCENTIA.	w5_d108e23981
MATREM.	w1_d108e23986
VERIUS.	w3_d108e23989
QUAM.	w5_d108e23992
PRINCIPEM.	w7_d108e23995
EGIT.	w9_d108e23998
AMARI.	w1_d108e24003
COLI.	w3_d108e24006
DILIGI.	w5_d108e24009
MAJUS.	w7_d108e24012
IMPERIO.	w9_d108e24015
EST.	w11_d108e24018
RES.	w1_d108e24023
SUAS.	w3_d108e24026
AEQUITATE.	w5_d108e24029
TRANOUILLA.	w7_d108e24032
COMPOSUIT.	w9_d108e24035
ET.	w1_d108e24041
SORTEM.	w3_d108e24044
MATRIMONII.	w5_d108e24047
IN.	w7_d108e24050
GLORIAM.	w9_d108e24053
PERSEVERANTIAE.	w11_d108e24056
CONVERTIT.	w1_d108e24061
</head>
<list id="l4_d108e24064">
DISCIPLINA.	w1_d108e24068
VIVENDI.	w3_d108e24071
FAMA.	w5_d108e24074
REGNANDI.	w7_d108e24077
GRATIA	w9_d108e24080
CONSUMMANDI.	w11_d108e24083
DENIOUE	w1_d108e24088
PRO.	w3_d108e24091
SALUTE	w5_d108e24094
DONUS.	w7_d108e24097
AUGUSTAE.	w9_d108e24100
IPSIS.	w1_d108e24105
IN.	w3_d108e24108
AERUMNIS.	w5_d108e24111
IN.	w7_d108e24114
QUIBUS.	w9_d108e24117
NOS.	w11_d108e24120
DEUS.	w13_d108e24124
DUM.	w1_d108e24130
IN.	w3_d108e24133
HOC.	w5_d108e24136
PULVERE.	w7_d108e24139
GRADIMUR.	w9_d108e24142
ERUDIT.	w11_d108e24145
CONSTANTIA.	w1_d108e24150
PHILOSOPHIS.	w3_d108e24153
ET.	w5_d108e24156
HEROIBUS.	w7_d108e24159
IMITANDA.	w9_d108e24162
COLLABORAVIT.	w1_d108e24167
DANNANTUR.	w1_d108e24172
AD.	w3_d108e24175
CURAS.	w5_d108e24178
OHI.	w7_d108e24181
FI	w9_d108e24184
EVANTUR.	w11_d108e24187
AD.	w13_d108e24191
CORONAS.	w15_d108e24194
INSCRIPTIO	w1_d108e24200
IV.	w3_d108e24203
RUB.	w1_d108e24208
FINEM.	w3_d108e24211
VERTENTIS	w5_d108e24214
ANNI	w7_d108e24217
DCCLVI.	w9_d108e24220
D.	w11_d108e24223
XI.	w13_d108e24227
DEC.	w15_d108e24230
HOC.	w1_d108e24235
CORONATUM.	w3_d108e24238
PATIENTIAE.	w5_d108e24241
SPECULUM.	w7_d108e24244
A.	w1_d108e24249
SALUTIFICATORE	w3_d108e24252
SUO.	w5_d108e24255
QUI	w1_d108e24261
