<doc id="wr_1756-10-02" attrs="word" year="1756" month="10" day="02" corpus="2">
<head id="h2_d79e3406">
Neu=Yorck	w1_d79e3410
ganze	w7_d79e21584
Anschlag,	w9_d79e21587
wofern	w11_d79e21590
einiger	w1_d79e21596
wäre,	w3_d79e21599
verstöhrt	w5_d79e21602
sey;	w7_d79e21605
daß	w9_d79e21608
die	w11_d79e21611
Pagen	w13_d79e21615
von	w1_d79e21620
Schewen,	w3_d79e21623
und	w5_d79e21626
Hägerfiykt	w7_d79e21629
am	w9_d79e21632
Monta	w11_d79e21635
ge	w1_d79e21640
des	w3_d79e21643
Abends,	w5_d79e21646
da	w7_d79e21649
sie	w9_d79e21652
erzehlet,	w11_d79e21655
daß	w13_d79e21659
Ernst	w15_d79e21662
einen	w1_d79e21667
Auflauf	w3_d79e21670
anfangen	w5_d79e21673
wolte,	w7_d79e21676
von	w9_d79e21679
ihm	w11_d79e21682
die	w13_d79e21686
Ermahnung	w1_d79e21692
empfangen,	w3_d79e21695
GOtt	w5_d79e21698
zu	w7_d79e21701
bitten,	w9_d79e21704
daß	w1_d79e21709
er	w3_d79e21712
sie	w5_d79e21715
dafür	w7_d79e21718
bewahren	w9_d79e21721
wolle,	w11_d79e21724
und	w13_d79e21728
sie	w15_d79e21731
sich	w1_d79e21736
nicht	w3_d79e21739
darein	w5_d79e21742
mischen	w7_d79e21745
möchten;	w9_d79e21748
auf	w11_d79e21751
wel	w13_d79e21755
che	w1_d79e21760
Weise	w3_d79e21763
er	w5_d79e21766
auch	w7_d79e21769
denselben	w9_d79e21772
Abend	w11_d79e21775
Escolin	w13_d79e21779
gewarnet	w1_d79e21785
hätte,	w3_d79e21788
und	w5_d79e21791
endlich,	w7_d79e21794
daß	w9_d79e21797
er	w11_d79e21800
auf	w13_d79e21804
alle	w1_d79e21809
Weise,	w3_d79e21812
dem	w5_d79e21815
Auflaufe	w7_d79e21818
und	w9_d79e21821
denen	w11_d79e21824
Anstal	w13_d79e21828
ten	w1_d79e21833
dazu	w3_d79e21836
habe	w5_d79e21839
vorbauen	w7_d79e21842
wollen,	w9_d79e21845
der	w11_d79e21848
damals	w13_d79e21852
unter	w1_d79e21857
der	w3_d79e21860
Hand	w5_d79e21863
zu	w7_d79e21866
seyn	w9_d79e21869
berichtet	w11_d79e21872
wurde.	w13_d79e21876
Jn	w1_d79e21882
Ansehung	w3_d79e21885
dessen	w5_d79e21888
allen,	w7_d79e21891
überlasset	w9_d79e21894
der	w11_d79e21897
Herr	w1_d79e21902
Baron	w3_d79e21905
und	w5_d79e21908
Hof=marschall	w7_d79e21911
der	w9_d79e21914
Unter	w11_d79e21917
suchung	w1_d79e21922
der	w3_d79e21925
Commißion,	w5_d79e21928
ob	w7_d79e21931
nicht	w9_d79e21934
dieses	w11_d79e21937
von	w13_d79e21941
ihm	w1_d79e21946
begangene	w3_d79e21949
Verbrechen,	w5_d79e21952
mit	w7_d79e21955
gelinderer	w9_d79e21958
Straffe,	w1_d79e21964
als	w3_d79e21967
der	w5_d79e21970
Actor	w7_d79e21973
fordert,	w9_d79e21976
könnte	w11_d79e21979
ver	w13_d79e21983
söhnet,	w1_d79e21988
und	w3_d79e21991
ob	w5_d79e21994
nicht,	w7_d79e21997
nach	w9_d79e22000
dem	w11_d79e22003
4.	w13_d79e22007
§.	w15_d79e22010
im	w17_d79e22013
4.	w1_d79e22018
Capittul	w3_d79e22021
des	w5_d79e22024
Absatzes	w7_d79e22027
von	w9_d79e22030
Missethaten,	w11_d79e22033
für	w1_d79e22038
diesmal	w3_d79e22041
leidentlicher	w5_d79e22044
verfahren	w7_d79e22047
werden	w9_d79e22050
möchte.	w1_d79e22056
</p>
<p id="p18_d79e22059">
Der	w1_d79e22063
Kapitan	w3_d79e22066
Magnus	w5_d79e22069
Stälswärd,	w7_d79e22072
hat	w9_d79e22075
in	w1_d79e22080
seiner	w3_d79e22083
abgegeb	w5_d79e22086
nen	w7_d79e22089
Erklärung,	w9_d79e22092
für	w11_d79e22095
die	w13_d79e22099
Mil	w15_d79e22102
derung	w1_d79e22107
der	w3_d79e22110
Straffe	w5_d79e22113
angeführet:	w7_d79e22116
1)	w9_d79e22119
Daß	w11_d79e22122
die	w1_d79e22128
Untersuchung	w3_d79e22131
zeigen	w5_d79e22134
würde,	w7_d79e22137
daß	w9_d79e22140
er	w11_d79e22143
von	w13_d79e22147
denen	w1_d79e22152
erschrecklichen	w3_d79e22155
Anschlägen	w5_d79e22158
nichts	w7_d79e22161
ge	w9_d79e22164
wust;	w1_d79e22169
welche	w3_d79e22172
er,	w5_d79e22175
nach	w7_d79e22178
des	w9_d79e22181
Actors	w11_d79e22184
Behaup	w13_d79e22188
ten,	w1_d79e22193
unter	w3_d79e22196
Handen	w5_d79e22199
zu	w7_d79e22202
seyn	w9_d79e22205
gehöret	w11_d79e22208
haben	w13_d79e22212
solte,	w1_d79e22218
sondern	w3_d79e22221
daß	w5_d79e22224
ihm	w7_d79e22227
im	w9_d79e22230
Gegentheil	w11_d79e22233
versi	w13_d79e22237
chert	w1_d79e22242
worden,	w3_d79e22245
daß	w5_d79e22248
alles	w7_d79e22251
ordentlich	w9_d79e22254
und	w11_d79e22257
ohne	w13_d79e22261
jemands	w1_d79e22266
Schaden	w3_d79e22269
am	w5_d79e22272
Leben,	w7_d79e22275
Gut,	w9_d79e22278
oder	w11_d79e22281
Re	w13_d79e22285
gierungs=forme	w1_d79e22290
zugehen	w3_d79e22293
solte;	w5_d79e22296
2.)	w7_d79e22299
Daß,	w9_d79e22302
ob	w11_d79e22305
es	w1_d79e22311
zwar	w3_d79e22314
wahrscheinlich	w5_d79e22317
wäre,	w7_d79e22320
daß	w9_d79e22323
die	w11_d79e22326
bey	w13_d79e22330
der	w1_d79e22335
Sache	w3_d79e22338
Jntereßirten,	w5_d79e22341
sich	w7_d79e22344
in	w9_d79e22347
dieses	w11_d79e22350
Com	w13_d79e22354
plot	w1_d79e22359
eingelassen,	w3_d79e22362
um	w5_d79e22365
die	w7_d79e22368
Unter=officiere	w9_d79e22371
von	w11_d79e22374
der	w1_d79e22379
Garde	w3_d79e22382
zu	w5_d79e22385
gewinnen,	w7_d79e22388
die	w9_d79e22391
sie	w11_d79e22394
davon	w13_d79e22398
un	w15_d79e22401
terrichtet,	w1_d79e22407
er	w3_d79e22410
doch	w5_d79e22413
mit	w7_d79e22416
keinen	w9_d79e22419
einzigen	w11_d79e22422
dies	w13_d79e22426
falls	w1_d79e22431
gesprochen	w3_d79e22434
hätte,	w5_d79e22437
sondern,	w7_d79e22440
an	w9_d79e22443
dessen	w11_d79e22446
statt	w1_d79e22451
diejenigen,	w3_d79e22454
die	w5_d79e22457
er	w7_d79e22460
am	w9_d79e22463
Montage	w11_d79e22466
Abends	w13_d79e22470
auf	w1_d79e22475
dem	w3_d79e22478
Caffee=hause	w5_d79e22481
angetroffen,	w7_d79e22484
gewarnet,	w9_d79e22487
daß	w1_d79e22493
sie	w3_d79e22496
sich	w5_d79e22499
mit	w7_d79e22502
dem	w9_d79e22505
Ernste	w11_d79e22508
nicht	w13_d79e22512
einlassen,	w15_d79e22515
oder	w1_d79e22520
sich	w3_d79e22523
mit	w5_d79e22526
dem	w7_d79e22529
von	w9_d79e22532
ihm	w11_d79e22535
angezettelenden	w13_d79e22539
Aufruhr	w1_d79e22544
befassen	w3_d79e22547
solten.	w5_d79e22550
3.)	w7_d79e22553
Daß	w9_d79e22556
er	w11_d79e22559
nicht	w13_d79e22563
mit	w15_d79e22566
in	w1_d79e22571
dem	w3_d79e22574
Raht	w5_d79e22577
wegen	w7_d79e22580
des	w9_d79e22583
Anschlages	w11_d79e22586
gewe	w13_d79e22590
sen,	w1_d79e22596
oder	w3_d79e22599
denselben	w5_d79e22602
gut	w7_d79e22605
geheissen,	w9_d79e22608
sondern	w11_d79e22611
in	w1_d79e22616
Gegentheil	w3_d79e22619
die	w5_d79e22622
Schwürigkeiten	w7_d79e22625
davon	w9_d79e22628
vor	w11_d79e22631
gestellet;	w1_d79e22636
desgleichen	w3_d79e22639
daß	w5_d79e22642
er	w7_d79e22645
von	w9_d79e22648
dem	w11_d79e22651
Pla	w13_d79e22655
ne	w1_d79e22660
keine	w3_d79e22663
vollkommene	w5_d79e22666
Kundschaft	w7_d79e22669
gehabt,	w9_d79e22672
auch	w1_d79e22678
am	w3_d79e22681
Montage	w5_d79e22684
Abends	w7_d79e22687
zugleich,	w9_d79e22690
nebst	w11_d79e22693
dem	w1_d79e22698
Grafen	w3_d79e22701
Brahe,	w5_d79e22704
den	w7_d79e22707
andern	w9_d79e22710
vorgesteilet,	w11_d79e22713
daß	w1_d79e22718
sie	w3_d79e22721
sich	w5_d79e22724
keinesweges	w7_d79e22727
mehr	w9_d79e22730
damit	w11_d79e22733
befas	w13_d79e22737
sen	w1_d79e22742
wolten;	w3_d79e22745
welcher	w5_d79e22748
ihr	w7_d79e22751
ernstlicher	w9_d79e22754
Vorsat	w11_d79e22757
daraus	w1_d79e22763
gesehen	w3_d79e22766
werden	w5_d79e22769
könnte,	w7_d79e22772
daß	w9_d79e22775
er	w11_d79e22778
(Ca	w13_d79e22782
pitan)	w1_d79e22787
nach	w3_d79e22790
Hause	w5_d79e22793
gegangen,	w7_d79e22796
und	w9_d79e22799
sich	w11_d79e22802
zu	w13_d79e22806
Behte	w1_d79e22811
geleget,	w3_d79e22814
auch	w5_d79e22817
den	w7_d79e22820
Tag	w9_d79e22823
darauf	w11_d79e22826
sich	w13_d79e22830
ge	w15_d79e22833
äussert	w1_d79e22838
hätte,	w3_d79e22841
daß	w5_d79e22844
er	w7_d79e22847
niemalen	w9_d79e22850
Theil	w11_d79e22853
an	w13_d79e22857
so	w15_d79e22860
etwas	w1_d79e22866
nehmen	w3_d79e22869
wolde.	w5_d79e22872
Jns	w7_d79e22875
besondere	w9_d79e22878
habe	w11_d79e22881
ihn	w1_d79e22886
bloß	w3_d79e22889
eine	w5_d79e22892
falsche,	w7_d79e22895
und	w9_d79e22898
eingebildete	w11_d79e22901
Ho	w13_d79e22905
nettete	w1_d79e22910
verhindert,	w3_d79e22913
dasjenige	w5_d79e22916
zu	w7_d79e22919
entdecken,	w9_d79e22922
was	w1_d79e22927
ihm	w3_d79e22930
im	w5_d79e22933
Vertrauen	w7_d79e22936
gesagt	w9_d79e22939
worden;	w11_d79e22942
wie	w13_d79e22946
wol	w1_d79e22952
er	w3_d79e22955
auch	w5_d79e22958
nicht	w7_d79e22961
geglaubet,	w9_d79e22964
daß	w11_d79e22967
die	w13_d79e22971
Voll	w15_d79e22974
ziehung	w1_d79e22979
desselben	w3_d79e22982
so	w5_d79e22985
nahe	w7_d79e22988
wäre.	w9_d79e22991
Jn	w11_d79e22994
Anje	w13_d79e22998
hung	w1_d79e23003
dessen	w3_d79e23006
hielte	w5_d79e23009
er,	w7_d79e23012
unter	w9_d79e23015
Versicherung	w11_d79e23018
der	w13_d79e23022
aufrichtigsten	w1_d79e23027
Reue,	w3_d79e23030
um	w5_d79e23033
Verschonung	w7_d79e23036
an.	w9_d79e23039
</p>
<p id="p20_d79e23042">
Die	w1_d79e23046
IX.	w3_d79e23049
Fortsetzung	w5_d79e23052
folget	w7_d79e23055
künftigen	w9_d79e23058
Mittwochs	w11_d79e23061
Num.	w13_d79e23065
80.	w15_d79e23068
</p>
<head id="h2_d79e23108">
Haupt=quartier	w1_d79e23112
der	w3_d79e23115
unter	w5_d79e23118
Commando	w7_d79e23121
des	w9_d79e23124
Herren	w1_d79e23129
Feld=marschallens	w3_d79e23132
Grafens	w5_d79e23135
von	w7_d79e23138
Broun	w9_d79e23141
in	w11_d79e23144
Bö	w13_d79e23148
heim	w1_d79e23153
stehenden	w3_d79e23156
Armée,	w5_d79e23159
Budyn,	w7_d79e23162
den	w9_d79e23165
26.	w11_d79e23168
September.	w13_d79e23172
1756.	w1_d79e23178
</head>
<p id="p4_d79e23181">
DEn	w1_d79e23185
24.	w3_d79e23188
dieses	w5_d79e23191
ist	w7_d79e23194
der	w9_d79e23197
Hr.	w11_d79e23200
General=feldzeug=meister	w13_d79e23204
von	w15_d79e23207
Feuerstein	w17_d79e23210
mit	w19_d79e23213
der	w21_d79e23216
zur	w23_d79e23219
Armee	w25_d79e23223
gehörigen	w1_d79e23228
Artillerie	w3_d79e23231
alhier	w5_d79e23234
im	w7_d79e23237
Lager	w9_d79e23240
angelanget.	w11_d79e23243
So	w1_d79e23248
viel	w3_d79e23251
die	w5_d79e23254
alhiesige	w7_d79e23257
Situation	w9_d79e23260
betrift,	w11_d79e23263
ist	w13_d79e23267
dermalen	w15_d79e23270
nichtes	w17_d79e23273
anderes	w19_d79e23276
zu	w21_d79e23279
erinne	w23_d79e23282
ren,	w1_d79e23288
als	w3_d79e23291
daß	w5_d79e23294
das	w7_d79e23297
unter	w9_d79e23300
Commando	w11_d79e23303
des	w13_d79e23307
Hrn.	w15_d79e23310
Herzogens	w17_d79e23313
von	w19_d79e23316
Braunschweig	w21_d79e23319
sich	w23_d79e23322
befindliche,	w25_d79e23326
in	w27_d79e23329
beyläuffig	w1_d79e23334
15000.	w3_d79e23337
Mann	w5_d79e23340
bestehende	w7_d79e23343
Preußische	w9_d79e23346
Corpo	w11_d79e23349
sich	w13_d79e23353
nicht	w15_d79e23356
weiter	w17_d79e23359
moviret,	w19_d79e23362
sondern	w21_d79e23365
noch	w1_d79e23370
in	w3_d79e23373
und	w5_d79e23376
um	w7_d79e23379
Außig	w9_d79e23382
stehe.	w11_d79e23385
</p>
<p id="p6_d79e23388">
geschicket,	w1_d79e23392
welches	w3_d79e23395
versicheret,	w5_d79e23398
nicht	w7_d79e23401
das	w9_d79e23404
mindeste	w11_d79e23407
von	w13_d79e23411
dem	w15_d79e23414
Feind	w17_d79e23417
angetroffen	w19_d79e23420
zu	w21_d79e23423
haben.	w23_d79e23426
Einigen	w1_d79e23431
Nachrichten	w3_d79e23434
zufolge,	w5_d79e23437
ware	w7_d79e23440
vorbesagtes	w9_d79e23443
feindliche	w11_d79e23446
Corpo	w13_d79e23450
vor	w15_d79e23453
2.	w17_d79e23456
Tägen	w19_d79e23459
schon	w21_d79e23462
in	w23_d79e23465
würklicher	w1_d79e23470
Bewegung,	w3_d79e23473
und	w5_d79e23476
solle	w7_d79e23479
auch	w9_d79e23482
der	w11_d79e23485
König	w13_d79e23489
aus	w15_d79e23492
Preußen	w17_d79e23495
selbst	w19_d79e23498
mit	w21_d79e23501
mehr	w23_d79e23504
als	w25_d79e23508
20000.	w27_d79e23511
Mann	w1_d79e23517
im	w3_d79e23520
Anzug	w5_d79e23523
gewesen	w7_d79e23526
seyn,	w9_d79e23529
Willens,	w11_d79e23532
mit	w13_d79e23536
solchem	w15_d79e23539
über	w17_d79e23542
den	w19_d79e23545
Geyers=berg	w21_d79e23548
herein	w23_d79e23551
zu	w25_d79e23555
dringen;	w1_d79e23560
jedoch	w3_d79e23563
hätte	w5_d79e23566
Er	w7_d79e23569
in	w9_d79e23572
einem	w11_d79e23575
Augenblick,	w13_d79e23579
und	w15_d79e23582
zwar	w17_d79e23585
währendem	w19_d79e23588
Marsch	w21_d79e23591
seine	w23_d79e23594
Resolu	w25_d79e23598
lution	w1_d79e23603
geänderet,	w3_d79e23606
und	w5_d79e23609
sich	w7_d79e23612
wiederum	w9_d79e23615
zuruck=gezogen;	w11_d79e23618
aus	w13_d79e23622
was	w15_d79e23625
Ursachen	w17_d79e23628
aber	w19_d79e23631
solches	w21_d79e23634
besche	w23_d79e23637
hen,	w1_d79e23642
ist	w3_d79e23645
dato	w5_d79e23648
unbekannt.	w7_d79e23651
</p>
<p id="p8_d79e23654">
Gestern	w1_d79e23658
wurde	w3_d79e23661
von	w5_d79e23664
der	w7_d79e23667
Armee	w9_d79e23670
über	w11_d79e23673
Loboschitz	w13_d79e23677
hinaus	w15_d79e23680
ein	w17_d79e23683
Commando	w19_d79e23686
recognosciren	w21_d79e23689
</p>
<p id="p10_d79e23692">
Das	w1_d79e23696
gesicherte	w3_d79e23699
aber	w5_d79e23702
ist,	w7_d79e23705
daß	w9_d79e23708
von	w11_d79e23711
mehr=gedacht=Braunschweigischem	w13_d79e23715
Corpo	w15_d79e23718
ein	w17_d79e23721
gan	w19_d79e23724
zer	w1_d79e23729
Cordon,	w3_d79e23732
von	w5_d79e23735
Außig	w7_d79e23738
angefangen,	w9_d79e23741
bis	w11_d79e23744
über	w13_d79e23748
Peterswald	w15_d79e23751
gezogen	w17_d79e23754
seye,	w19_d79e23757
wo	w21_d79e23760
alsdann	w23_d79e23763
weiters	w25_d79e23767
zu	w1_d79e23772
Zest	w3_d79e23775
ein	w5_d79e23778
starkes	w7_d79e23781
Commando	w9_d79e23784
versammelt	w11_d79e23787
seyn	w13_d79e23791
solle.	w15_d79e23794
</p>
<p id="p12_d79e23798">
Von	w1_d79e23802
einem	w3_d79e23805
Commando	w5_d79e23808
obgedacht=Braunschweigischen	w7_d79e23811
Corps	w9_d79e23814
ist	w11_d79e23817
vorgestern	w13_d79e23821
Tetschen,	w15_d79e23824
worin	w17_d79e23827
nen	w1_d79e23832
mit	w3_d79e23835
einem	w5_d79e23838
Haupt=mann	w7_d79e23841
55.	w9_d79e23844
freywellige	w11_d79e23847
Gemeine,	w13_d79e23851
nebst	w15_d79e23854
20.	w17_d79e23857
freywilligen	w19_d79e23860
Pragerinva	w21_d79e23863
liden,	w1_d79e23868
sich	w3_d79e23871
befunden,	w5_d79e23874
sich	w7_d79e23877
zu	w9_d79e23880
ergeben	w11_d79e23883
forciret	w13_d79e23887
worden;	w15_d79e23890
wie,	w17_d79e23893
und	w19_d79e23896
auf	w21_d79e23899
was	w23_d79e23902
Art	w25_d79e23906
aber	w27_d79e23909
solches	w29_d79e23912
er	w31_d79e23915
folget,	w1_d79e23921
und	w3_d79e23924
ob	w5_d79e23927
diese	w7_d79e23930
Leute	w9_d79e23933
zu	w11_d79e23936
Kriegs=gefangenen	w13_d79e23940
gemachet,	w15_d79e23943
oder	w17_d79e23946
ob	w19_d79e23949
sich	w21_d79e23952
selbe	w23_d79e23955
zum	w25_d79e23959
Theil	w27_d79e23962
durch	w29_d79e23965
die	w1_d79e23970
Waldungen	w3_d79e23973
etwann	w5_d79e23976
geflüchit	w7_d79e23979
haben,	w9_d79e23982
kan	w11_d79e23985
dato	w13_d79e23989
nicht	w15_d79e23992
verläßlich	w17_d79e23995
gemeldet	w19_d79e23998
werden,	w21_d79e24001
in	w23_d79e24004
deme	w1_d79e24009
hierüber	w3_d79e24012
noch	w5_d79e24015
kein	w7_d79e24018
Bericht	w9_d79e24021
eingeloffen	w11_d79e24024
ist.	w13_d79e24028
Alles	w15_d79e24031
was	w17_d79e24034
zu	w19_d79e24037
vernemmen	w21_d79e24040
ware,	w23_d79e24043
bestehet	w25_d79e24047
darin	w27_d79e24050
nen,	w1_d79e24055
daß	w3_d79e24058
der	w5_d79e24061
Feind	w7_d79e24064
mit	w9_d79e24067
Stücken	w11_d79e24070
davor	w13_d79e24074
gekommen	w15_d79e24077
seye,	w17_d79e24080
und	w19_d79e24083
Tetschen	w21_d79e24086
beschossen	w23_d79e24089
habe.	w25_d79e24093
</p>
<p id="p14_d79e24096">
Und	w1_d79e24100
zumalen	w3_d79e24103
der	w5_d79e24106
Feind	w7_d79e24109
eine	w9_d79e24112
Brücke	w11_d79e24115
bey	w13_d79e24119
Außig	w15_d79e24122
geschlagen,	w17_d79e24125
wo	w19_d79e24128
eben	w21_d79e24131
das	w23_d79e24134
jenige	w25_d79e24138
Com	w27_d79e24141
mando	w1_d79e24146
paßiret,	w3_d79e24149
welches	w5_d79e24152
ersagter=massen	w7_d79e24155
sich	w9_d79e24158
Meister	w11_d79e24161
von	w13_d79e24165
Tetschen	w15_d79e24168
gemachet;	w17_d79e24171
so	w19_d79e24174
ist	w21_d79e24177
bereits	w23_d79e24180
die	w1_d79e24185
Veranstaltung	w3_d79e24188
getroffen	w5_d79e24191
worden,	w7_d79e24194
das	w9_d79e24197
zu	w11_d79e24200
Leutmeritz	w13_d79e24204
befindliche	w15_d79e24207
Commando	w17_d79e24210
merklich	w19_d79e24213
zu	w21_d79e24216
verstärken,	w1_d79e24222
um	w3_d79e24225
andurch	w5_d79e24228
den	w7_d79e24231
Leutmeritzer=kreis	w9_d79e24234
von	w11_d79e24237
all=weiteren	w13_d79e24241
Beunruhigungen,	w15_d79e24244
und	w17_d79e24247
Ex	w19_d79e24250
torsionen	w1_d79e24255
zu	w3_d79e24258
schützen,	w5_d79e24261
massen	w7_d79e24264
der	w9_d79e24267
Feind	w11_d79e24270
andurch	w13_d79e24274
ohnedeme	w15_d79e24277
nichtes	w17_d79e24280
anderes	w19_d79e24283
gesuchet,	w21_d79e24286
als	w23_d79e24289
Contributionen,	w1_d79e24294
und	w3_d79e24297
Fourage	w5_d79e24300
von	w7_d79e24303
dannen	w9_d79e24306
einzutreiben.	w11_d79e24309
</p>
<p id="p16_d79e24312">
Sonsten	w1_d79e24316
lassen	w3_d79e24319
sich	w5_d79e24322
auf	w7_d79e24325
der	w9_d79e24328
anderen	w11_d79e24331
Seiten	w13_d79e24335
von	w15_d79e24338
Außig	w17_d79e24341
immerzu	w19_d79e24344
feindliche	w21_d79e24347
Com	w23_d79e24350
mandi	w1_d79e24355
zu	w3_d79e24358
Eintreibung	w5_d79e24361
Fourage,	w7_d79e24364
Bier	w9_d79e24367
und	w11_d79e24370
Wein,	w13_d79e24374
auch	w15_d79e24377
Geld=erpressungen	w17_d79e24380
sehen,	w19_d79e24383
wie	w21_d79e24386
dann	w23_d79e24389
deren	w1_d79e24394
einige	w3_d79e24397
sich	w5_d79e24400
gat	w7_d79e24403
bis	w9_d79e24406
Brix	w11_d79e24409
gewaget.	w13_d79e24413
Um	w15_d79e24416
nun	w17_d79e24419
solche	w19_d79e24422
zu	w21_d79e24425
vertreiben,	w23_d79e24428
seynd	w25_d79e24432
einige	w27_d79e24435
Commandi	w29_d79e24438
Huffaren	w1_d79e24444
abgeschicket	w3_d79e24447
worden,	w5_d79e24450
welche	w7_d79e24453
auch	w9_d79e24456
von	w11_d79e24459
denen	w13_d79e24463
Feindlichen	w15_d79e24466
verschiedene	w17_d79e24469
niedergehauen,	w19_d79e24472
und	w1_d79e24477
20.	w3_d79e24480
Mann	w5_d79e24483
gefangen	w7_d79e24486
genommen	w9_d79e24489
haben.	w11_d79e24492
</p>
<p id="p18_d79e24495">
Der	w1_d79e24499
ganze	w3_d79e24502
Verlust	w5_d79e24505
in	w7_d79e24508
denen	w9_d79e24511
zerschiedenen	w11_d79e24514
Gelegenheiten	w13_d79e24518
ist	w15_d79e24521
bishero	w17_d79e24524
unserer	w19_d79e24527
Seits	w21_d79e24530
nicht	w1_d79e24535
stärker	w3_d79e24538
gewesen,	w5_d79e24541
als	w7_d79e24544
in	w9_d79e24547
2.	w11_d79e24550
todten	w13_d79e24554
Gemeinen,	w15_d79e24557
1.	w17_d79e24560
Leutenant,	w19_d79e24563
nebst	w21_d79e24566
3.	w23_d79e24569
Mann	w25_d79e24573
Bleßirten,	w27_d79e24576
dann	w1_d79e24581
5.	w3_d79e24584
bis	w5_d79e24587
6.	w7_d79e24590
Pferden	w9_d79e24593
zwischen	w11_d79e24596
todt,	w13_d79e24600
und	w15_d79e24603
bleßirten.	w17_d79e24606
Gefangen	w19_d79e24609
ist	w21_d79e24612
ein	w23_d79e24615
Caporal	w25_d79e24619
mit	w27_d79e24622
5.	w29_d79e24625
Grenadiers	w1_d79e24631
von	w3_d79e24634
der	w5_d79e24637
Garnison	w7_d79e24640
zu	w9_d79e24643
Tetschen	w11_d79e24646
zur	w13_d79e24650
Zeit,	w15_d79e24653
da	w17_d79e24656
noch	w19_d79e24659
die	w21_d79e24662
Grenadiers	w23_d79e24665
aldorten	w25_d79e24669
com	w27_d79e24672
mandiert	w1_d79e24677
gestanden,	w3_d79e24680
und	w5_d79e24683
dieses	w7_d79e24686
ist	w9_d79e24689
aus	w11_d79e24692
eigener	w13_d79e24696
Schuld	w15_d79e24699
des	w17_d79e24702
Caporalens	w19_d79e24705
erfolget,	w21_d79e24708
indeme	w23_d79e24711
derselbe	w1_d79e24716
mit	w3_d79e24719
sothanen	w5_d79e24722
5.	w7_d79e24725
Mann	w9_d79e24728
im	w11_d79e24731
Wirts=haus	w13_d79e24735
sich	w15_d79e24738
gut	w17_d79e24741
seyn	w19_d79e24744
lassen,	w21_d79e24747
währender	w23_d79e24750
Zeit	w25_d79e24754
aber	w27_d79e24757
verrahten,	w1_d79e24762
und	w3_d79e24765
sofort	w5_d79e24768
umrungen	w7_d79e24771
worden	w9_d79e24774
ist.	w11_d79e24777
</p>
<head id="h4_d79e24794">
Haupt=quartier	w1_d79e24798
des	w3_d79e24801
unter	w5_d79e24804
Commando	w7_d79e24807
des	w9_d79e24810
Herrn	w1_d79e24815
General=Feld=zeug=meisters	w3_d79e24818
Fürstens	w5_d79e24821
von	w7_d79e24824
Piccolomini,	w1_d79e24829
in	w3_d79e24832
dem	w5_d79e24835
Königgrätzer=kreis	w7_d79e24838
im	w9_d79e24841
König=reich	w11_d79e24844
Bö	w13_d79e24848
heim	w1_d79e24854
stehenden	w3_d79e24857
Corps	w5_d79e24860
der	w7_d79e24863
Armée,	w9_d79e24866
Spalena	w11_d79e24869
Lhotka,	w13_d79e24873
den	w1_d79e24878
27.	w3_d79e24881
September,	w5_d79e24884
1756.	w7_d79e24887
</head>
<p id="p6_d79e24890">
Estern	w1_d79e24894
ist	w3_d79e24897
der	w5_d79e24900
Herr	w7_d79e24903
General	w9_d79e24906
der	w11_d79e24909
Cavallerie	w13_d79e24913
Graf	w15_d79e24916
von	w17_d79e24919
Serbelloni	w19_d79e24922
zur	w21_d79e24925
Dienst=leistung	w23_d79e24928
ein	w25_d79e24932
getroffen.	w1_d79e24937
</p>
<p id="p8_d79e24940">
Sonsten	w1_d79e24944
ist	w3_d79e24947
der	w5_d79e24950
Feind	w7_d79e24953
gestern	w9_d79e24956
und	w11_d79e24959
heute	w13_d79e24963
in	w15_d79e24966
seinem	w17_d79e24969
Lager	w19_d79e24972
ganz	w21_d79e24975
ruhig	w23_d79e24978
verblieben.	w25_d79e24982
</p>
<head id="h2_d79e24988">
Den	w1_d79e24992
28.	w3_d79e24995
Dito.	w5_d79e24998
</head>
<p id="p4_d79e25001">
Nachdeme	w1_d79e25005
der	w3_d79e25008
Hr.	w5_d79e25011
Feld=marschall=leutenant	w7_d79e25014
Baron	w9_d79e25017
von	w11_d79e25020
Bucco	w13_d79e25024
mit	w15_d79e25027
seinem	w17_d79e25030
unterge	w19_d79e25033
habten	w1_d79e25038
Corpo	w3_d79e25041
aus	w5_d79e25044
Ueberlegenheit	w7_d79e25047
der	w9_d79e25050
feindlichen	w11_d79e25053
in	w13_d79e25057
5000.	w15_d79e25060
Mann	w17_d79e25063
bestandenen	w19_d79e25066
Tet	w21_d79e25069
d'Armée	w1_d79e25074
anfänglich	w3_d79e25077
von	w5_d79e25080
Slavietin,	w7_d79e25083
sodann	w9_d79e25086
aus	w11_d79e25089
der	w13_d79e25093
Gegend	w15_d79e25096
von	w17_d79e25099
Ober=bleß	w19_d79e25102
sich	w21_d79e25105
zu	w23_d79e25108
ruck	w1_d79e25114
zu	w3_d79e25117
ziehen	w5_d79e25120
rahtsam	w7_d79e25123
befunden,	w9_d79e25126
hatte	w11_d79e25129
sich	w13_d79e25133
derselbe	w15_d79e25136
noch	w17_d79e25139
den	w19_d79e25142
21.	w21_d79e25145
Septemb.	w23_d79e25148
bey	w25_d79e25152
Schmr	w27_d79e25155
sitz	w1_d79e25160
hinter	w3_d79e25163
dasige	w5_d79e25166
Brücke	w7_d79e25169
gesetzet,	w9_d79e25172
da	w11_d79e25175
hingegen	w13_d79e25179
