<doc id="wr_1760-10-11" attrs="word" year="1760" month="10" day="11" corpus="2">
<head id="h2_d492e3019">
Falda=strom	w1_d492e3023
6.	w15_d492e20874
Pferden	w17_d492e20877
bespannet,	w19_d492e20880
in	w21_d492e20883
welchen	w23_d492e20886
die	w25_d492e20890
Dienstcam	w27_d492e20893
mer=herren	w1_d492e20898
sassen.	w3_d492e20901
</p>
<p id="p14_d492e20904">
Der	w1_d492e20908
6=spännige	w3_d492e20911
Kais	w5_d492e20914
Obrist=stall=meister	w7_d492e20917
wagen,	w9_d492e20920
in	w11_d492e20923
welchem	w13_d492e20927
Se.	w15_d492e20930
Fürstl.	w17_d492e20933
Gnaden	w19_d492e20936
der	w21_d492e20939
K.	w1_d492e20944
K.	w3_d492e20947
Obrist=stall=meister	w5_d492e20950
Hr.	w7_d492e20953
Fürst	w9_d492e20956
von	w11_d492e20959
Auersperg	w13_d492e20963
oben	w15_d492e20966
an	w17_d492e20969
zur	w19_d492e20972
rechten,	w21_d492e20975
und	w23_d492e20978
zu	w25_d492e20982
dessen	w27_d492e20985
linken	w29_d492e20988
Hand	w1_d492e20993
der	w3_d492e20996
Obrist=hof=meister	w5_d492e20999
von	w7_d492e21002
der	w9_d492e21005
Durchl.	w11_d492e21008
Prinzeßin	w13_d492e21012
Braut	w15_d492e21015
Se.	w17_d492e21018
Excell.	w19_d492e21021
Hr.	w21_d492e21024
Anton	w23_d492e21027
Graf	w25_d492e21031
v.	w1_d492e21037
Salm,	w3_d492e21040
so	w5_d492e21043
Höchst=deroselben	w7_d492e21046
bis	w9_d492e21049
Casalmaggiore	w11_d492e21052
mit	w13_d492e21056
der	w15_d492e21059
Hof=staat	w17_d492e21062
entgegen	w19_d492e21065
geschicket	w21_d492e21068
wor	w23_d492e21071
den,	w1_d492e21076
sassen.	w3_d492e21079
Diesem	w5_d492e21082
Wagen	w7_d492e21085
ritten	w9_d492e21088
verschiedene	w11_d492e21091
gleich	w13_d492e21095
gekleidete	w15_d492e21098
Hof=bediente	w17_d492e21101
von	w19_d492e21104
dem	w21_d492e21107
Oo	w23_d492e21110
risten	w1_d492e21115
Stall=meister=stab	w3_d492e21118
nach.	w5_d492e21121
</p>
<p id="p16_d492e21124">
Die	w1_d492e21128
K.	w3_d492e21131
K.	w5_d492e21134
Trompetere	w7_d492e21137
und	w9_d492e21140
Paucker	w11_d492e21143
zu	w13_d492e21147
Pferde,	w15_d492e21150
die	w17_d492e21153
sich	w19_d492e21156
ebenfalls	w21_d492e21159
durchaus	w23_d492e21162
hören	w25_d492e21166
lassen.	w27_d492e21169
</p>
<p id="p18_d492e21172">
Cquipage	w1_d492e21176
des	w3_d492e21179
K.	w5_d492e21182
und	w7_d492e21185
K.	w9_d492e21188
gevollmächtigten	w11_d492e21191
Hrn.	w13_d492e21195
Commissarii	w15_d492e21198
Fürstens	w17_d492e21201
=.	w19_d492e21204
Die	w1_d492e21209
prächtige	w3_d492e21212
Lichtenstein	w1_d492e21217
Fürstl.	w3_d492e21220
Gnaden,	w5_d492e21223
in	w7_d492e21226
welcher	w9_d492e21229
Sie	w11_d492e21232
alleine	w13_d492e21236
sich	w15_d492e21239
oben	w17_d492e21242
an	w19_d492e21245
befanden,	w21_d492e21248
von	w23_d492e21251
einer	w25_d492e21255
sehr	w27_d492e21258
zahiret	w29_d492e21261
chen	w1_d492e21267
Menge	w3_d492e21270
auf	w5_d492e21273
das	w7_d492e21276
kostbareste	w9_d492e21279
gekleideten,	w11_d492e21282
nicht	w13_d492e21286
nur	w15_d492e21289
Livree=bedienten	w17_d492e21292
und	w19_d492e21295
Bages,	w21_d492e21298
sondenn	w23_d492e21301
auch	w25_d492e21305
Haus=officiers	w1_d492e21310
begleitet	w3_d492e21313
fuhre	w5_d492e21316
unmittelbar	w7_d492e21319
vor	w9_d492e21322
der	w11_d492e21325
Durchl.	w13_d492e21329
Prinzeßin	w15_d492e21332
Braut,	w17_d492e21335
welche	w19_d492e21338
in	w21_d492e21341
einem	w23_d492e21344
sowol	w1_d492e21349
aus	w3_d492e21352
als	w5_d492e21355
inwendig	w7_d492e21358
auf	w9_d492e21361
das	w11_d492e21364
reicheste	w13_d492e21368
mit	w15_d492e21371
Silber	w17_d492e21374
gestickten	w19_d492e21377
blau=sammetenen	w21_d492e21380
Prücht	w23_d492e21383
wagen	w1_d492e21388
nachfolgte,	w3_d492e21391
deme	w5_d492e21394
6.	w7_d492e21397
K.	w9_d492e21400
K.	w11_d492e21403
Edel=knaben,	w13_d492e21407
und	w15_d492e21410
viele	w17_d492e21413
K.	w19_d492e21416
K.	w21_d492e21419
sogenannte	w23_d492e21422
Sattelknechte	w25_d492e21426
nebst	w1_d492e21432
noch	w3_d492e21435
anderen	w5_d492e21438
Obertofficiers	w7_d492e21441
von	w9_d492e21444
dem	w11_d492e21447
Obristen	w13_d492e21451
Stall	w15_d492e21454
meister=stab,	w17_d492e21457
alle	w19_d492e21460
gleich	w21_d492e21463
in	w23_d492e21466
seinem	w25_d492e21470
roten	w1_d492e21475
Tuch	w3_d492e21478
mit	w5_d492e21481
Gold	w7_d492e21484
reich	w9_d492e21487
galoniret	w11_d492e21490
nachritten,	w13_d492e21494
neben	w15_d492e21497
dem	w17_d492e21500
Wagen	w19_d492e21503
giengen	w21_d492e21506
4.	w23_d492e21509
Kaiserl.	w25_d492e21513
Leib	w27_d492e21516
jaqueyen	w1_d492e21521
zu	w3_d492e21524
Fuß,	w5_d492e21527
und	w7_d492e21530
vor	w9_d492e21533
demselben	w11_d492e21536
eine	w13_d492e21540
sehr	w15_d492e21543
beträchtliche	w17_d492e21546
Anzahl	w19_d492e21549
von	w21_d492e21552
Kaiserl.	w23_d492e21555
Lauffern,	w25_d492e21559
geib=laqueyen,	w1_d492e21564
und	w3_d492e21567
Heyducken.	w5_d492e21570
</p>
<p id="p20_d492e21573">
Jhre	w1_d492e21577
Königl.	w3_d492e21580
Hoheit	w5_d492e21583
sassen	w7_d492e21586
alleine	w9_d492e21589
oben	w11_d492e21592
an,	w13_d492e21596
und	w15_d492e21599
gegen	w17_d492e21602
höchst	w19_d492e21605
dieselbe	w21_d492e21608
über	w23_d492e21611
Dero	w25_d492e21615
Oo	w27_d492e21618
riste	w1_d492e21623
Hof=meisterin,	w3_d492e21626
Jhre	w5_d492e21629
Excellenz	w7_d492e21632
die	w9_d492e21635
verwittibte	w11_d492e21638
Frau	w13_d492e21642
Gräfin	w15_d492e21645
Antonia	w17_d492e21648
von	w19_d492e21651
Erdod,	w21_d492e21654
gewt	w23_d492e21657
ne	w1_d492e21662
Gräfin	w3_d492e21665
v.	w5_d492e21668
Battbyan,	w7_d492e21671
und	w9_d492e21674
begleitete	w11_d492e21677
den	w13_d492e21681
Wagen	w15_d492e21684
zu	w17_d492e21687
beyden	w19_d492e21690
Seiten	w21_d492e21693
die	w23_d492e21696
Kaiserl.	w25_d492e21700
Schwei	w27_d492e21703
tzer=garde	w1_d492e21709
mit	w3_d492e21712
ihrem	w5_d492e21715
Fahn,	w7_d492e21718
und	w9_d492e21721
klingendem	w11_d492e21724
Spiel	w13_d492e21728
in	w15_d492e21731
ihren	w17_d492e21734
Parada=kleidern.	w19_d492e21737
</p>
<p id="p26_d492e21751">
Ferners	w1_d492e21755
folgte	w3_d492e21758
ein	w5_d492e21761
Oetaschement	w7_d492e21764
der	w9_d492e21767
Kaiserl.	w11_d492e21770
Hartschieren=leib=garde	w13_d492e21774
mit	w15_d492e21777
ihren	w17_d492e21780
Trompeten	w1_d492e21785
und	w3_d492e21788
Paucken	w5_d492e21791
zu	w7_d492e21794
Pferde,	w9_d492e21797
unter	w11_d492e21800
Anführung	w13_d492e21804
ihres	w15_d492e21807
Ober	w17_d492e21810
leutenants,	w19_d492e21813
Frey=herrns	w21_d492e21816
von	w23_d492e21819
Pettasch.	w1_d492e21824
K.	w3_d492e21827
K.	w5_d492e21830
Majors,	w7_d492e21833
und	w9_d492e21836
noch	w11_d492e21839
ihnen	w13_d492e21843
die	w15_d492e21846
neue	w17_d492e21849
Königl.	w19_d492e21852
Hungarische	w21_d492e21855
Adeliche	w23_d492e21858
Leib=garde,	w25_d492e21862
ebenfalls	w1_d492e21868
mit	w3_d492e21871
ihren	w5_d492e21874
Trompeten	w7_d492e21877
und	w9_d492e21880
Paucken,	w11_d492e21883
unter	w13_d492e21887
gleichmäßiger	w15_d492e21890
Aufführung	w17_d492e21893
ihres	w19_d492e21896
Capitain	w21_d492e21899
leutenants,	w1_d492e21904
Hrn.	w3_d492e21907
Grafens	w5_d492e21910
Johann	w7_d492e21913
von	w9_d492e21916
Palfy,	w11_d492e21919
wornach	w13_d492e21923
noch	w15_d492e21926
4.	w17_d492e21929
Kaiserl.	w19_d492e21932
6=spännige	w21_d492e21935
Wägen	w23_d492e21938
kamen,	w1_d492e21943
worinnen	w3_d492e21946
die	w5_d492e21949
Hof=dames	w7_d492e21952
sich	w9_d492e21955
befanden;	w11_d492e21958
Endlichen	w13_d492e21962
aber	w15_d492e21965
machte	w17_d492e21968
den	w19_d492e21971
Schluß	w21_d492e21974
ein	w23_d492e21977
Deaschement	w1_d492e21982
Dragoner	w3_d492e21985
von	w5_d492e21988
Sr.	w7_d492e21991
Königl.	w9_d492e21994
Hoheit	w11_d492e21997
des	w13_d492e22001
Durchl.	w15_d492e22004
Bräutigams	w17_d492e22007
Dragonerre	w19_d492e22010
giment	w1_d492e22016
mit	w3_d492e22019
ihrem	w5_d492e22022
Estandart,	w7_d492e22025
und	w9_d492e22028
rührenden	w11_d492e22031
Trommmel	w13_d492e22035
zu	w15_d492e22038
Pferde.	w17_d492e22041
</p>
<p id="p28_d492e22044">
Jhre	w1_d492e22048
Königl.	w3_d492e22051
Hoheit	w5_d492e22054
die	w7_d492e22057
Durchleuchtigste	w9_d492e22060
Prinzeßin	w11_d492e22063
Braut	w13_d492e22067
brache	w15_d492e22070
von	w17_d492e22073
dem	w19_d492e22076
K.	w21_d492e22079
K.	w23_d492e22082
Lust=schloß	w1_d492e22087
Belvedere	w3_d492e22090
gegen	w5_d492e22093
2.	w7_d492e22096
Uhr	w9_d492e22099
Nachmittags	w11_d492e22102
auf;	w13_d492e22106
der	w15_d492e22109
Zug	w17_d492e22112
gienge	w19_d492e22115
über	w21_d492e22118
die	w23_d492e22121
Wieden	w25_d492e22125
verstadt	w1_d492e22130
durch	w3_d492e22133
das	w5_d492e22136
Kärntner=thor,	w7_d492e22139
und	w9_d492e22142
die	w11_d492e22145
Kärntner	w13_d492e22149
strassen,	w15_d492e22152
über	w17_d492e22155
den	w19_d492e22158
Stock=am	w21_d492e22161
Eisen=platz,	w23_d492e22164
alwo	w1_d492e22170
die	w3_d492e22173
biesige	w5_d492e22176
Burgerschaft	w7_d492e22179
eine	w9_d492e22182
ungemein	w11_d492e22185
prächtige	w13_d492e22189
Triumpfeporten,	w15_d492e22192
auf	w17_d492e22195
welche	w19_d492e22198
eine	w21_d492e22201
vor	w23_d492e22204
trefliche	w1_d492e22209
Jnstrumental=music,	w3_d492e22212
mit	w5_d492e22215
Trompeten	w7_d492e22218
und	w9_d492e22221
Paucken	w11_d492e22224
gehalten	w13_d492e22228
wurde,	w15_d492e22231
und	w17_d492e22234
bey	w19_d492e22237
der	w21_d492e22240
der	w23_d492e22243
hiesige	w1_d492e22248
Stadt=magistrat	w3_d492e22251
versammelt,	w5_d492e22254
seine	w7_d492e22257
unterthänigste	w9_d492e22260
Aufwartung	w11_d492e22263
machte,	w13_d492e22267
weiters	w15_d492e22270
über	w17_d492e22273
den	w1_d492e22278
Graben	w3_d492e22281
und	w5_d492e22284
Kollmarkt,	w7_d492e22287
sodann	w9_d492e22290
über	w11_d492e22293
das	w13_d492e22297
Michaeler=plätzel,	w15_d492e22300
woselbst	w17_d492e22303
auch	w19_d492e22306
eine	w21_d492e22309
unge	w23_d492e22312
meine	w1_d492e22318
herrliche	w3_d492e22321
Triumpf=porten	w5_d492e22324
von	w7_d492e22327
denen	w9_d492e22330
hiesigen	w11_d492e22333
Hof=befreyten,	w13_d492e22337
und	w15_d492e22340
Niederlagsver	w17_d492e22343
wandten,	w1_d492e22348
die	w3_d492e22351
auch	w5_d492e22354
sich	w7_d492e22357
in	w9_d492e22360
Corpore	w11_d492e22363
dabey	w13_d492e22367
eingefunden	w15_d492e22370
hatten,	w17_d492e22373
und	w19_d492e22376
da	w21_d492e22379
sich	w23_d492e22382
ingleichen	w25_d492e22386
eine	w27_d492e22389
sehr	w29_d492e22392
schöne	w1_d492e22397
Musique	w3_d492e22400
mit	w5_d492e22403
Trompeten	w7_d492e22406
und	w9_d492e22409
Paucken	w11_d492e22412
hören	w13_d492e22416
lassen;	w15_d492e22419
Jhre	w17_d492e22422
Königl.	w19_d492e22425
Hoheit	w21_d492e22428
traffen	w23_d492e22431
sodann	w1_d492e22436
um	w3_d492e22439
5.	w5_d492e22442
Uhr	w7_d492e22445
bey	w9_d492e22448
der	w11_d492e22451
Augustiner=hof=kirchen	w13_d492e22455
ein.	w15_d492e22458
</p>
<p id="p30_d492e22461">
Die	w1_d492e22465
Burgerschaft	w3_d492e22468
stunde	w5_d492e22471
von	w7_d492e22474
besagtem	w9_d492e22477
Cärntner=thor	w11_d492e22480
an,	w13_d492e22484
bis	w15_d492e22487
zu	w17_d492e22490
erst=berührter	w19_d492e22493
Augustiner=hof=kirchen	w1_d492e22498
in	w3_d492e22501
Waffen,	w5_d492e22504
und	w7_d492e22507
machte	w9_d492e22510
beederseits	w11_d492e22513
Spallier	w13_d492e22517
mit	w15_d492e22520
Feld=music,	w17_d492e22523
dann	w1_d492e22528
unter	w3_d492e22531
Rührung	w5_d492e22534
des	w7_d492e22537
Spiels,	w9_d492e22540
salutirte	w11_d492e22543
auch	w13_d492e22547
Jhre	w15_d492e22550
Königl.	w17_d492e22553
Hoheit	w19_d492e22556
mit	w21_d492e22559
den	w23_d492e22562
Spontons,	w25_d492e22566
und	w1_d492e22572
sinkenden	w3_d492e22575
Fahnen.	w5_d492e22578
</p>
<p id="p32_d492e22581">
Die	w1_d492e22585
Kaiserl.	w3_d492e22588
und	w5_d492e22591
Königl.	w7_d492e22594
Majestäten	w9_d492e22597
von	w11_d492e22600
Jhren	w13_d492e22604
Garde=haupt=leuten	w15_d492e22607
begleitet,	w17_d492e22610
erhuben	w1_d492e22615
sich	w3_d492e22618
kurz	w5_d492e22621
vorhero,	w7_d492e22624
ehe	w9_d492e22627
die	w11_d492e22630
Durchl.	w13_d492e22634
Prinzeßin	w15_d492e22637
Braut	w17_d492e22640
noch	w19_d492e22643
zur	w21_d492e22646
Kirchen	w23_d492e22649
kame,	w25_d492e22653
mit	w27_d492e22656
denen	w1_d492e22661
sammentlichen	w3_d492e22664
Durchleuchtigsten	w5_d492e22667
Herrschaften,	w7_d492e22670
Sr.	w9_d492e22673
Königl.	w11_d492e22676
Hoheit	w13_d492e22680
dem	w15_d492e22683
Durchl.	w17_d492e22686
Herzogen	w1_d492e22692
Carl,	w3_d492e22695
und	w5_d492e22698
der	w7_d492e22701
Durchl.	w9_d492e22704
Prinzeßin	w11_d492e22707
von	w13_d492e22711
Lothringen	w15_d492e22714
unter	w17_d492e22717
Vortrettung	w19_d492e22720
einer	w21_d492e22723
sehr	w23_d492e22726
grossen	w1_d492e22731
Anzahl	w3_d492e22734
von	w5_d492e22737
der	w7_d492e22740
Hof=staat,	w9_d492e22743
Cammer=herren,	w11_d492e22746
Herren	w13_d492e22750
geheimen	w15_d492e22753
Rähten,	w17_d492e22756
und	w19_d492e22759
Obrist=hof=ämter,	w1_d492e22764
dann	w3_d492e22767
in	w5_d492e22770
Gefolge	w7_d492e22773
einer	w9_d492e22776
ungemeinen	w11_d492e22779
Menge	w13_d492e22783
der	w15_d492e22786
Hof	w17_d492e22789
und	w19_d492e22792
Staats	w21_d492e22795
danes	w1_d492e22800
nach	w3_d492e22803
besagter	w5_d492e22806
Augustiner=hof=kirchen,	w7_d492e22809
die	w9_d492e22812
mit	w11_d492e22815
denen	w13_d492e22819
kostbaresten	w15_d492e22822
Niederländischen	w17_d492e22825
Tapetten,	w1_d492e22831
und	w3_d492e22834
vortreflicher	w5_d492e22837
Beleuchtung	w7_d492e22840
ausgezieret	w9_d492e22843
ware;	w11_d492e22846
und	w13_d492e22850
als	w15_d492e22853
die	w17_d492e22856
Durchl.	w19_d492e22859
Braut	w21_d492e22862
daselbst	w1_d492e22867
eintraffe,	w3_d492e22870
kamen	w5_d492e22873
Se.	w7_d492e22876
Königl.	w9_d492e22879
Hoheit	w11_d492e22882
der	w13_d492e22886
Durchl.	w15_d492e22889
Bräutigam	w17_d492e22892
entgegen,	w19_d492e22895
halfen	w21_d492e22898
Höchst=deroselben	w1_d492e22903
aus	w3_d492e22906
dem	w5_d492e22909
Wagen	w7_d492e22912
absteigen,	w9_d492e22915
und	w11_d492e22918
führten	w13_d492e22922
Sie	w15_d492e22925
zur	w17_d492e22928
Kirchen=thür	w19_d492e22931
hinein	w21_d492e22934
auf	w1_d492e22939
einen	w3_d492e22942
daselbst	w5_d492e22945
aufgebreiten	w7_d492e22948
Tepich,	w9_d492e22951
wohin	w11_d492e22954
zwey	w13_d492e22958
Carmesin	w15_d492e22961
sammete,	w17_d492e22964
reich	w19_d492e22967
mit	w21_d492e22970
Gold	w23_d492e22973
gallonirte	w1_d492e22979
Pölstere	w3_d492e22982
von	w5_d492e22985
dem	w7_d492e22988
Kaiserl.	w9_d492e22991
Königl.	w11_d492e22994
Ceremoniario	w13_d492e22998
sofort	w15_d492e23001
geleget	w17_d492e23004
wurden,	w19_d492e23007
über	w21_d492e23010
welche	w1_d492e23015
das	w3_d492e23018
Durchleuchtigste	w5_d492e23021
Braut=Paar	w7_d492e23024
sich	w9_d492e23027
auf	w11_d492e23030
die	w13_d492e23034
Knie	w15_d492e23037
niederliesse,	w17_d492e23040
folglich	w19_d492e23043
Höchst	w21_d492e23046
denenselben	w1_d492e23051
von	w3_d492e23054
dem	w5_d492e23057
in	w7_d492e23060
Pontificalibus	w9_d492e23063
allda	w11_d492e23066
mit	w13_d492e23070
vielen	w15_d492e23073
Jnfulirten	w17_d492e23076
Bischöffen,	w19_d492e23079
Prälaten,	w21_d492e23082
und	w1_d492e23087
dem	w3_d492e23090
Clero	w5_d492e23093
Assistenti	w7_d492e23096
gestandenen	w9_d492e23099
Päpstl.	w11_d492e23102
Nuntio	w13_d492e23106
Monsignore	w15_d492e23109
Borromeo	w17_d492e23112
das	w19_d492e23115
Creutz	w21_d492e23118
oder	w1_d492e23124
Pacem	w3_d492e23127
zu	w5_d492e23130
küssen,	w7_d492e23133
und	w9_d492e23136
das	w11_d492e23139
Weih=wasser	w13_d492e23143
dargereichet	w15_d492e23146
wurde.	w17_d492e23149
</p>
<p id="p34_d492e23152">
Beede	w1_d492e23156
Königl.	w3_d492e23159
Hoheiten	w5_d492e23162
erhuben	w7_d492e23165
sich	w9_d492e23168
sofort	w11_d492e23171
wiederumen.	w13_d492e23175
Jhre	w15_d492e23178
Majestät	w17_d492e23181
die	w19_d492e23184
Kai	w21_d492e23187
serin	w1_d492e23192
Königin	w3_d492e23195
führten	w5_d492e23198
alsdann	w7_d492e23201
die	w9_d492e23204
Durchl.	w11_d492e23207
Prinzeßin	w13_d492e23211
Braut	w15_d492e23214
mit	w17_d492e23217
Dero	w19_d492e23220
rechten	w21_d492e23223
Hand	w23_d492e23226
nach	w25_d492e23230
dir	w1_d492e23235
Laurcta=kapellen,	w3_d492e23238
und	w5_d492e23241
es	w7_d492e23244
wurde	w9_d492e23247
der	w11_d492e23250
Schley	w13_d492e23254
des	w15_d492e23257
Hof=kleides	w17_d492e23260
von	w19_d492e23263
Dero	w21_d492e23266
obristen	w23_d492e23269
Hof	w25_d492e23273
meisterin	w1_d492e23279
heute	w3_d492e23282
durchaus	w5_d492e23285
getragen.	w7_d492e23288
Ge	w1_d492e23293
</p>
<p id="p38_d492e23299">
Se.	w1_d492e23303
Majestät	w3_d492e23306
der	w5_d492e23309
Kaiser	w7_d492e23312
verfügten	w9_d492e23315
sich	w11_d492e23318
gleichmäßig,	w13_d492e23322
nebst	w15_d492e23325
dem	w17_d492e23328
Durchl.	w19_d492e23331
Bräutl	w21_d492e23334
am	w1_d492e23339
noch	w3_d492e23342
besagter	w5_d492e23345
Kapellen,	w7_d492e23348
allwo	w9_d492e23351
Jhre	w11_d492e23354
Kaiserl.	w13_d492e23358
und	w15_d492e23361
Königl.	w17_d492e23364
Majestäten,	w19_d492e23367
nebst	w21_d492e23370
dem	w23_d492e23373
Durchleuchtigsten	w1_d492e23378
Braut=paar	w3_d492e23381
der	w5_d492e23384
von	w7_d492e23387
dem	w9_d492e23390
Päpstlichen	w11_d492e23393
Herrn	w13_d492e23397
Nuntio	w15_d492e23400
gehaltenen,	w17_d492e23403
und	w19_d492e23406
von	w1_d492e23412
der	w3_d492e23415
Hof=kapellen=music	w5_d492e23418
abgesungenen	w7_d492e23421
Litaney	w9_d492e23424
beywohneten.	w11_d492e23427
Da	w13_d492e23431
inzwischen	w15_d492e23434
die	w17_d492e23437
übrige	w1_d492e23442
Durchl.	w3_d492e23445
Herrschaften,	w5_d492e23448
und	w7_d492e23451
die	w9_d492e23454
mehreste	w11_d492e23457
derer	w13_d492e23461
Dames	w15_d492e23464
sich	w17_d492e23467
in	w19_d492e23470
dem	w21_d492e23473
vorderen	w23_d492e23476
Chor	w25_d492e23480
deshohen	w1_d492e23485
Altars	w3_d492e23488
begaben.	w5_d492e23491
</p>
<p id="p40_d492e23494">
Noch	w1_d492e23498
geendigter	w3_d492e23501
Litaney	w5_d492e23504
erhuben	w7_d492e23507
sich	w9_d492e23510
Se.	w11_d492e23513
Königl.	w13_d492e23517
Hoheit	w15_d492e23520
der	w17_d492e23523
Durchl.	w19_d492e23526
Bräutigam,	w21_d492e23529
sodann	w1_d492e23534
Se.	w3_d492e23537
Majestät	w5_d492e23540
der	w7_d492e23543
Kaiser,	w9_d492e23546
und	w11_d492e23549
hierauf	w13_d492e23553
Jhre	w15_d492e23556
Majestät	w17_d492e23559
die	w19_d492e23562
Kaiserin	w21_d492e23565
Königin	w23_d492e23568
die	w25_d492e23572
Durchl.	w1_d492e23577
Braut	w3_d492e23580
wie	w5_d492e23583
derum	w7_d492e23586
an	w9_d492e23589
Dero	w11_d492e23592
rechten	w13_d492e23596
Hand	w15_d492e23599
führend,	w17_d492e23602
unter	w19_d492e23605
voriger	w21_d492e23608
Corteggirung	w23_d492e23611
nach	w1_d492e23617
den	w3_d492e23620
vorderen	w5_d492e23623
Chor.	w7_d492e23626
</p>
<p id="p42_d492e23629">
Jhre	w1_d492e23633
Kaiserl.	w3_d492e23636
und	w5_d492e23639
Königl.	w7_d492e23642
Majestäten	w9_d492e23645
nahmen	w11_d492e23648
ihren	w13_d492e23652
Platz	w15_d492e23655
auf	w17_d492e23658
der	w19_d492e23661
Breiten	w21_d492e23664
zur	w23_d492e23667
Evange	w25_d492e23671
gelii=seiten	w1_d492e23676
zubereiteten	w3_d492e23679
Bühne	w5_d492e23682
oder	w7_d492e23685
Staffel,	w9_d492e23688
unterm	w11_d492e23691
reichen	w13_d492e23695
Baldachin	w15_d492e23698
in	w17_d492e23701
ihrem	w19_d492e23704
mit	w21_d492e23707
glei	w23_d492e23710
chem	w1_d492e23715
Gold=stuck	w3_d492e23718
bedeckten	w5_d492e23721
Bett=schammel,	w7_d492e23724
und	w9_d492e23727
abwärts	w11_d492e23730
die	w13_d492e23734
sammentliche	w15_d492e23737
Durchleuchtigste	w17_d492e23740
Herrschaften;	w1_d492e23746
Jhre	w3_d492e23749
Königl.	w5_d492e23752
Hoheiten	w7_d492e23755
das	w9_d492e23758
Durchleuchtigste	w11_d492e23761
Braut=paar	w13_d492e23765
aber,	w15_d492e23768
welches	w17_d492e23771
in	w19_d492e23774
gleichem	w1_d492e23779
Drap	w3_d492e23782
d'Argent	w5_d492e23785
mit	w7_d492e23788
kostbarestem	w9_d492e23791
Geschmuck	w11_d492e23794
angekleidet	w13_d492e23798
gewesen,	w15_d492e23801
der	w17_d492e23804
für	w19_d492e23807
Höchst	w21_d492e23810
dieselben	w1_d492e23815
auf	w3_d492e23818
einem	w5_d492e23821
Teppich	w7_d492e23824
gerade	w9_d492e23827
gegen	w11_d492e23830
dem	w13_d492e23834
hohen	w15_d492e23837
Altar	w17_d492e23840
über	w19_d492e23843
gestellet,	w21_d492e23846
und	w23_d492e23849
mit	w25_d492e23853
Carmesin	w27_d492e23856
sammet	w1_d492e23861
bedecket,	w3_d492e23864
auch	w5_d492e23867
mit	w7_d492e23870
goldenen	w9_d492e23873
Borden	w11_d492e23876
galloniret	w13_d492e23880
gewesen.	w15_d492e23883
</p>
<p id="p44_d492e23886">
Nach	w1_d492e23890
einem	w3_d492e23893
kurz=verrichteten	w5_d492e23896
Gebett	w7_d492e23899
erhuben	w9_d492e23902
Sie	w11_d492e23905
sich	w13_d492e23909
aus	w15_d492e23912
demselbem	w17_d492e23915
zum	w19_d492e23918
hohen	w21_d492e23921
Al	w23_d492e23924
tar,	w1_d492e23929
da	w3_d492e23932
sodann	w5_d492e23935
der	w7_d492e23938
Päpstliche	w9_d492e23941
Herr	w11_d492e23944
Nuntius	w13_d492e23948
die	w15_d492e23951
eheliche	w17_d492e23954
Einseegnung	w19_d492e23957
mit	w21_d492e23960
denen	w23_d492e23963
gewohn	w25_d492e23967
lichen	w1_d492e23972
Ceremonien	w3_d492e23975
vollzoge;	w5_d492e23978
worauf	w7_d492e23981
beede	w9_d492e23984
Königl.	w11_d492e23987
Hoheiten	w13_d492e23991
wiederumen	w15_d492e23994
sich	w17_d492e23997
in	w19_d492e24000
Dero	w21_d492e24003
Bett	w23_d492e24006
stuhl	w1_d492e24012
verfügten,	w3_d492e24015
und	w5_d492e24018
der	w7_d492e24021
Päpstliche	w9_d492e24024
Herr	w11_d492e24027
Nuntius	w13_d492e24031
stimmte	w15_d492e24034
sodann	w17_d492e24037
das	w19_d492e24040
Ambrosianische	w21_d492e24043
Lob	w23_d492e24046
gesang	w1_d492e24051
an,	w3_d492e24054
welches	w5_d492e24057
von	w7_d492e24060
der	w9_d492e24063
Hof=capellen=music	w11_d492e24066
weiters	w13_d492e24070
abgesungen	w15_d492e24073
wurde.	w17_d492e24076
Und	w19_d492e24079
nachbt	w21_d492e24082
me	w1_d492e24087
das	w3_d492e24090
erste	w5_d492e24093
Salve	w7_d492e24096
mit	w9_d492e24099
denen	w11_d492e24102
Canonen	w13_d492e24106
gegeben	w15_d492e24109
wurde,	w17_d492e24112
bevor	w19_d492e24115
die	w21_d492e24118
Durchleuchtigste	w23_d492e24121
Braue	w25_d492e24125
sich	w1_d492e24130
im	w3_d492e24133
Königl.	w5_d492e24136
Schloß	w7_d492e24139
Belvedere	w9_d492e24142
in	w11_d492e24145
Dero	w13_d492e24149
Leib=wagen	w15_d492e24152
setzte;	w17_d492e24155
so	w19_d492e24158
wurde	w21_d492e24161
nunmehro	w23_d492e24164
das	w25_d492e24168
zweyte	w1_d492e24174
gelöset;	w3_d492e24177
da	w5_d492e24180
vorhero	w7_d492e24183
eine	w9_d492e24186
Bataillon	w11_d492e24189
Jnfanterie,	w13_d492e24193
die	w15_d492e24196
nächst	w17_d492e24199
dem	w19_d492e24202
Burger=spitat	w21_d492e24205
auf	w23_d492e24208
dem	w1_d492e24213
dasigen	w3_d492e24216
Platz	w5_d492e24219
paradirte,	w7_d492e24222
das	w9_d492e24225
kleine	w11_d492e24228
Gewehr	w13_d492e24232
abgefeuret	w15_d492e24235
hatte.	w17_d492e24238
</p>
<p id="p46_d492e24241">
Wie	w1_d492e24245
nun	w3_d492e24248
nach	w5_d492e24251
der	w7_d492e24254
Hand	w9_d492e24257
von	w11_d492e24260
