<doc id="wr_1763-01-12" attrs="word" year="1763" month="01" day="12" corpus="2">
<head id="h2_d725e2954">
Mädrd	w1_d725e2958
meinen	w13_d725e21021
respe	w15_d725e21024
ctive	w1_d725e21029
Dienst	w3_d725e21032
im	w5_d725e21035
guten	w7_d725e21038
Willen	w9_d725e21041
zuvor,	w11_d725e21044
und	w13_d725e21048
füge	w15_d725e21051
hie	w17_d725e21054
mit	w1_d725e21060
zu	w3_d725e21063
vernehmen:	w5_d725e21066
</p>
<p id="p6_d725e21069">
Es	w1_d725e21073
habe	w3_d725e21076
bey	w5_d725e21079
dem	w7_d725e21082
mir	w9_d725e21085
allergnädigst	w11_d725e21088
anvertrau	w13_d725e21092
ten	w1_d725e21097
N.	w3_d725e21100
Oe.	w5_d725e21103
Landmarschallischen	w7_d725e21106
Gericht	w9_d725e21109
N.	w11_d725e21112
Prior	w13_d725e21116
&	w1_d725e21121
Conventus	w3_d725e21124
Ord.	w5_d725e21127
Erem.	w7_d725e21130
S.	w9_d725e21133
Augustini	w11_d725e21136
auf	w13_d725e21140
der	w15_d725e21143
Landstrassen	w1_d725e21149
allhier	w3_d725e21152
angezeiget,	w5_d725e21155
welchergestalten	w7_d725e21158
auf	w1_d725e21163
besagtem	w3_d725e21166
ihrem	w5_d725e21169
Kloster	w7_d725e21172
und	w9_d725e21175
dem	w11_d725e21178
dahin	w13_d725e21182
gehö	w15_d725e21185
rigen	w1_d725e21190
Guth	w3_d725e21193
Altmannstorf,	w5_d725e21196
lant	w7_d725e21199
producirten	w9_d725e21202
Ta	w11_d725e21205
bular=Extract	w1_d725e21210
sub	w3_d725e21213
Nro	w5_d725e21216
1.	w7_d725e21219
den	w9_d725e21222
2ten	w11_d725e21225
Dec.	w13_d725e21229
1656.	w15_d725e21232
Abraham	w1_d725e21238
Eyzinger,	w3_d725e21241
und	w5_d725e21244
Mathias	w7_d725e21247
Blumbauer	w9_d725e21250
mit	w11_d725e21253
Ansatz	w1_d725e21258
wegen	w3_d725e21261
214.	w5_d725e21264
fl.	w7_d725e21267
6.	w9_d725e21270
1.	w11_d725e21273
halben	w13_d725e21277
kr.	w15_d725e21280
sub	w17_d725e21283
Nro.	w19_d725e21286
2.	w1_d725e21291
den	w3_d725e21294
19.	w5_d725e21297
Junii	w7_d725e21300
1666.	w9_d725e21303
Simon	w11_d725e21306
Platz	w13_d725e21310
mit	w15_d725e21313
dem	w17_d725e21316
Ansatz	w1_d725e21321
wegen	w3_d725e21324
2560.	w5_d725e21327
fl.	w7_d725e21330
sub	w9_d725e21333
Nro	w11_d725e21336
3.	w13_d725e21340
den	w15_d725e21343
27.	w17_d725e21346
Nov.	w19_d725e21349
1662.	w1_d725e21355
Michael	w3_d725e21358
Seitz	w5_d725e21361
wegen	w7_d725e21364
6000.	w9_d725e21367
fl	w11_d725e21370
und	w13_d725e21374
sub	w15_d725e21377
Nro.	w1_d725e21382
4.	w3_d725e21385
den	w5_d725e21388
21.	w7_d725e21391
Nov.	w9_d725e21394
1675.	w11_d725e21397
Herr	w13_d725e21401
Joh.	w15_d725e21404
Max	w17_d725e21407
Georg	w1_d725e21412
Grafen	w3_d725e21415
von	w5_d725e21418
Clary	w7_d725e21421
und	w9_d725e21424
Altringen	w11_d725e21427
auf	w13_d725e21431
die	w15_d725e21434
Schwarz=mühl	w1_d725e21439
bey	w3_d725e21442
der	w5_d725e21445
Schwechat	w7_d725e21448
wegen	w9_d725e21451
ver	w11_d725e21454
schriebener	w1_d725e21460
Schermung	w3_d725e21463
und	w5_d725e21466
cedirten	w7_d725e21469
4650.	w9_d725e21472
fl.	w11_d725e21475
für	w13_d725e21479
gemerkter	w1_d725e21484
sich	w3_d725e21487
befinden,	w5_d725e21490
welche	w7_d725e21493
Schuld=posten	w9_d725e21496
aber	w1_d725e21501
würklich	w3_d725e21504
abgethan	w5_d725e21507
seynd,	w7_d725e21510
und	w9_d725e21513
dermalen	w11_d725e21516
in	w13_d725e21520
debite	w1_d725e21525
&	w3_d725e21528
fine	w5_d725e21531
causa	w7_d725e21534
haften	w9_d725e21537
sollen.	w11_d725e21540
Diesemnach	w13_d725e21544
gebetten,	w1_d725e21550
ich	w3_d725e21553
geruhete	w5_d725e21556
wegen	w7_d725e21559
Caßir	w9_d725e21562
und	w11_d725e21565
Exta	w13_d725e21569
bulirung	w1_d725e21574
erstgedachten	w3_d725e21577
Schuld=posten	w5_d725e21580
ein	w7_d725e21583
ordent	w9_d725e21586
liches	w1_d725e21591
Amortizations=edict	w3_d725e21594
bey	w5_d725e21597
der	w7_d725e21600
Canzley	w9_d725e21603
aus	w11_d725e21606
fertigen	w1_d725e21611
zu	w3_d725e21614
lassen,	w5_d725e21617
und	w7_d725e21620
wann	w9_d725e21623
hierinnfalls	w11_d725e21626
in	w13_d725e21630
Fol	w15_d725e21633
ge	w1_d725e21639
der	w3_d725e21642
allergnädigst	w5_d725e21645
K.	w7_d725e21648
K.	w9_d725e21651
Hof=resolutien	w11_d725e21654
gewil	w13_d725e21658
liget	w1_d725e21663
worden;	w3_d725e21666
Als	w5_d725e21669
ist	w7_d725e21672
im	w9_d725e21675
Namen	w11_d725e21678
Jhro	w13_d725e21682
Kais.	w15_d725e21685
K.	w17_d725e21688
Majestät	w1_d725e21693
rc.	w3_d725e21696
unserer	w5_d725e21699
allergnädigsten	w7_d725e21702
Frauen,	w9_d725e21705
mein	w11_d725e21708
Befehl	w1_d725e21713
hiemit,	w3_d725e21716
daß	w5_d725e21719
der,	w7_d725e21722
oder	w9_d725e21725
diejenige,	w11_d725e21728
so	w13_d725e21732
von	w15_d725e21735
obermeldten	w1_d725e21741
Tabular=posten	w3_d725e21744
entweder	w5_d725e21747
einige	w7_d725e21750
schrift	w9_d725e21753
liche	w1_d725e21758
Documenta	w3_d725e21761
in	w5_d725e21764
Händen	w7_d725e21767
haben,	w9_d725e21770
oder	w11_d725e21773
annoch	w13_d725e21777
überkommen	w1_d725e21782
mochten,	w3_d725e21785
wie	w5_d725e21788
auch	w7_d725e21791
diejenige,	w9_d725e21794
welche	w11_d725e21797
ansonsten	w1_d725e21802
an	w3_d725e21805
diesen	w5_d725e21808
einige	w7_d725e21811
Sprüch	w9_d725e21814
und	w11_d725e21817
Anforde	w13_d725e21821
rung	w1_d725e21827
haben,	w3_d725e21830
oder	w5_d725e21833
zu	w7_d725e21836
haben	w9_d725e21839
vermeinen,	w11_d725e21842
solche	w13_d725e21846
in	w15_d725e21849
nerhalb	w1_d725e21854
1.	w3_d725e21857
Jahr,	w5_d725e21860
6.	w7_d725e21863
Wochen	w9_d725e21866
und	w11_d725e21869
3	w13_d725e21873
Tagen	w15_d725e21876
also	w17_d725e21879
gewiß	w1_d725e21884
bey	w3_d725e21887
diesem	w5_d725e21890
Gericht	w7_d725e21893
produciren,	w9_d725e21896
für	w11_d725e21899
und	w13_d725e21903
anbringen,	w1_d725e21908
wie	w3_d725e21911
im	w5_d725e21914
widrigen	w7_d725e21917
nach	w9_d725e21920
Verfliessung	w11_d725e21923
die	w13_d725e21927
ses	w1_d725e21933
Termins	w3_d725e21936
keiner	w5_d725e21939
mehr	w7_d725e21942
gehöret,	w9_d725e21945
sondern	w11_d725e21948
sothane	w13_d725e21952
Posten	w1_d725e21957
eo	w3_d725e21960
ipso	w5_d725e21963
amortisirt,	w7_d725e21966
annulirt,	w9_d725e21969
extabulirt,	w11_d725e21972
und	w1_d725e21977
cassiret	w3_d725e21980
werden	w5_d725e21983
sollen.	w7_d725e21986
Hieran	w9_d725e21989
beschiehet	w11_d725e21992
allerhöchst	w1_d725e21997
besagt	w3_d725e22000
Jhrer	w5_d725e22003
Kais.	w7_d725e22006
Kön.	w9_d725e22009
Majestät	w11_d725e22012
rc.	w13_d725e22016
unserer	w1_d725e22022
allergnädigsten	w3_d725e22025
Frauen	w5_d725e22028
gefälligster	w7_d725e22031
Willen	w9_d725e22034
und	w1_d725e22039
Meinung.	w3_d725e22042
</p>
<list id="l8_d725e22045">
Von	w1_d725e22049
dem	w3_d725e22052
Kaiserl.	w5_d725e22055
Hütteldorf	w7_d725e22058
Grund	w9_d725e22061
buchs	w11_d725e22064
Ju-	w13_d725e22068
</list>
<p id="p10_d725e22072">
Von	w1_d725e22076
dem	w3_d725e22079
Kaiserl.	w5_d725e22082
Hütteldorf	w7_d725e22085
Grund	w9_d725e22088
buchs	w11_d725e22091
Ju-	w13_d725e22095
dic.	w1_d725e22100
deleg.	w3_d725e22103
wegen	w5_d725e22106
wird	w7_d725e22109
mit	w9_d725e22112
gegenwärtig	w11_d725e22115
offenem	w13_d725e22119
Edict	w1_d725e22124
jedermänniglich	w3_d725e22127
kund	w5_d725e22130
und	w7_d725e22133
zu	w9_d725e22136
wissen	w11_d725e22139
gemacht,	w13_d725e22143
wasgestalten	w1_d725e22149
über	w3_d725e22152
schriftlich	w5_d725e22155
beschehenes	w7_d725e22158
Anlangen	w9_d725e22161
und	w1_d725e22166
gehorsames	w3_d725e22169
Bitten	w5_d725e22172
Anton	w7_d725e22175
Schmidt	w9_d725e22178
Burgerl.	w11_d725e22181
Schustermeisters	w1_d725e22186
contra	w3_d725e22189
Johann	w5_d725e22192
Pichler,	w7_d725e22195
Nach	w9_d725e22198
barn	w1_d725e22203
zu	w3_d725e22206
Weinhaus	w5_d725e22209
proprio	w7_d725e22212
&	w9_d725e22215
uxorio	w11_d725e22218
nomine	w13_d725e22222
un	w15_d725e22225
term	w1_d725e22231
1.	w3_d725e22234
Decemb.	w5_d725e22237
vorigen	w7_d725e22240
Jahrs	w9_d725e22243
in	w11_d725e22246
ein	w13_d725e22250
abermali	w15_d725e22253
ges	w1_d725e22258
Licitations	w3_d725e22261
edict	w5_d725e22264
gewilliget	w7_d725e22267
und	w9_d725e22270
verordnet	w11_d725e22273
wor	w13_d725e22277
den,	w1_d725e22282
daß	w3_d725e22285
die	w5_d725e22288
Johann	w7_d725e22291
Pichlerische	w9_d725e22294
zu	w11_d725e22297
Weinhaus	w13_d725e22301
li	w15_d725e22304
gende	w1_d725e22309
Behausung	w3_d725e22312
samt	w5_d725e22315
Haus=garten	w7_d725e22318
offentlich	w9_d725e22321
aus	w11_d725e22324
gefeilet,	w1_d725e22330
und	w3_d725e22333
dem	w5_d725e22336
Meistbietenden	w7_d725e22339
verkauffet	w9_d725e22342
wer	w11_d725e22345
</p>
<p id="p12_d725e22349">
den	w1_d725e22353
solle.	w3_d725e22356
Da	w5_d725e22359
nun	w7_d725e22362
hierzu	w9_d725e22365
der	w11_d725e22368
21.	w13_d725e22372
Tag	w15_d725e22375
dies	w17_d725e22378
lauf	w19_d725e22381
fenden	w1_d725e22386
Monats	w3_d725e22389
Januarii	w5_d725e22392
zur	w7_d725e22395
Tagsatzung	w9_d725e22398
bey	w11_d725e22401
mir	w13_d725e22405
Judicio	w1_d725e22410
Deleg.	w3_d725e22413
in	w5_d725e22416
meiner	w7_d725e22419
auf	w9_d725e22422
dem	w11_d725e22425
obern	w13_d725e22429
Jesuiten	w15_d725e22432
plätzel	w1_d725e22438
im	w3_d725e22441
von	w5_d725e22444
Streckerischen	w7_d725e22447
Haus	w9_d725e22450
im	w11_d725e22453
ersten	w13_d725e22457
Stock	w15_d725e22460
habenden	w1_d725e22465
Wohnung	w3_d725e22468
fruhe	w5_d725e22471
um	w7_d725e22474
8.	w9_d725e22477
Uhr	w11_d725e22480
zu	w13_d725e22484
erscheinen	w15_d725e22487
bestimmet	w1_d725e22492
worden;	w3_d725e22495
als	w5_d725e22498
werden	w7_d725e22501
all	w9_d725e22504
diejenige,	w11_d725e22507
so	w13_d725e22511
obgedacht=Pichlerische	w1_d725e22516
Behausung	w3_d725e22519
samt	w5_d725e22522
Haus	w7_d725e22525
garten	w1_d725e22531
zu	w3_d725e22534
erkauffen	w5_d725e22537
gesinnet	w7_d725e22540
seynd,	w9_d725e22543
bey	w11_d725e22546
obbestimm	w13_d725e22550
ter	w1_d725e22555
Licitations=tagsatzung	w3_d725e22558
zu	w5_d725e22561
erscheinen,	w7_d725e22564
und	w9_d725e22567
sich	w11_d725e22570
allda	w1_d725e22575
anzumelden	w3_d725e22578
haben,	w5_d725e22581
wo	w7_d725e22584
sodann	w9_d725e22587
mit	w11_d725e22590
dem	w13_d725e22594
Meist	w15_d725e22597
bietenden	w1_d725e22602
der	w3_d725e22605
Kauf	w5_d725e22608
geschlossen,	w7_d725e22611
und	w9_d725e22614
hierüber	w11_d725e22617
das	w13_d725e22621
Weitere	w1_d725e22627
vorgekehret	w3_d725e22630
werden	w5_d725e22633
solle.	w7_d725e22636
</p>
<list id="l14_d725e22639">
Von	w1_d725e22643
dem	w3_d725e22646
Hochgeäfl.	w5_d725e22649
Bathyanischen	w7_d725e22652
Judicio	w9_d725e22655
</list>
<p id="p16_d725e22659">
Von	w1_d725e22663
dem	w3_d725e22666
Hochgeäfl.	w5_d725e22669
Bathyanischen	w7_d725e22672
Judicio	w9_d725e22675
Deleg.	w1_d725e22680
der	w3_d725e22683
Herrschaft	w5_d725e22686
Vischament	w7_d725e22689
wird	w9_d725e22692
hiemit	w11_d725e22695
je	w13_d725e22699
dermänniglich	w1_d725e22704
kund	w3_d725e22707
und	w5_d725e22710
zu	w7_d725e22713
wissen	w9_d725e22716
gemacht;	w11_d725e22719
Es	w13_d725e22723
seye	w1_d725e22729
auf	w3_d725e22732
Anlangen	w5_d725e22735
Hrn.	w7_d725e22738
Johann	w9_d725e22741
von	w11_d725e22744
Ghelln,	w13_d725e22748
K.	w15_d725e22751
K.	w17_d725e22754
Hauptmanns	w1_d725e22759
mandatario	w3_d725e22762
nomine	w5_d725e22765
des	w7_d725e22768
Joseph	w9_d725e22771
Maurer	w1_d725e22776
wider	w3_d725e22779
den	w5_d725e22782
Mathias	w7_d725e22785
Maurer,	w9_d725e22788
Burgern	w11_d725e22791
und	w13_d725e22795
Leinwand=handlern	w1_d725e22800
zu	w3_d725e22803
Vischament	w5_d725e22806
in	w7_d725e22809
puncto	w9_d725e22812
ver	w11_d725e22815
mög	w1_d725e22821
Vertrag	w3_d725e22824
von	w5_d725e22827
20.	w7_d725e22830
Augusti	w9_d725e22833
1742.	w11_d725e22836
pr.	w13_d725e22840
500.	w15_d725e22843
fl.	w17_d725e22846
cum	w1_d725e22851
sua	w3_d725e22854
causa	w5_d725e22857
prätendirenden	w7_d725e22860
mütterlichen	w9_d725e22863
Erbs	w11_d725e22866
portion	w1_d725e22871
über	w3_d725e22874
die	w5_d725e22877
unterm	w7_d725e22880
4.	w9_d725e22883
und	w11_d725e22886
13.	w13_d725e22890
elapfi	w15_d725e22893
ergan	w17_d725e22896
genen	w1_d725e22901
Vorwissens	w3_d725e22904
verordnungen	w5_d725e22907
den	w7_d725e22910
27.	w9_d725e22913
Septemb.	w11_d725e22916
dies	w1_d725e22922
Jahrs	w3_d725e22925
geschätzten	w5_d725e22928
Hauses	w7_d725e22931
samt	w9_d725e22934
Leinwat	w11_d725e22937
handlungs=gewerb	w1_d725e22942
gewilliget	w3_d725e22945
worden.	w5_d725e22948
Wann	w7_d725e22951
nun	w9_d725e22954
zu	w11_d725e22957
Vornehmung	w1_d725e22962
sothener	w3_d725e22965
Licitation	w5_d725e22968
der	w7_d725e22971
22.	w9_d725e22974
Febr.	w11_d725e22977
des	w1_d725e22982
1763.	w3_d725e22985
Jahrs	w5_d725e22988
fruhe	w7_d725e22991
um	w9_d725e22994
9.	w11_d725e22997
Uhr	w13_d725e23001
in	w15_d725e23004
der	w17_d725e23007
Herrschaft	w19_d725e23010
Vischamenterischen	w1_d725e23016
Amts	w3_d725e23019
canzley	w5_d725e23022
zu	w7_d725e23025
erscheinen	w9_d725e23028
zur	w11_d725e23031
Tagsatzung	w1_d725e23036
anberaumet	w3_d725e23039
worden.	w5_d725e23042
Als	w7_d725e23045
werden	w9_d725e23048
all	w11_d725e23051
und	w1_d725e23056
jede,	w3_d725e23059
so	w5_d725e23062
obbemelte	w7_d725e23065
Behausung	w9_d725e23068
samr	w11_d725e23071
Handlungs	w13_d725e23075
gewerb	w1_d725e23080
als	w3_d725e23083
Meistbietende	w5_d725e23086
käuflichen	w7_d725e23089
an	w9_d725e23092
sich	w11_d725e23095
zu	w13_d725e23099
brin	w15_d725e23102
gen	w1_d725e23108
gedenken,	w3_d725e23111
am	w5_d725e23114
obbestimmten	w7_d725e23117
Tag,	w9_d725e23120
Stund	w11_d725e23123
und	w13_d725e23127
Ort	w1_d725e23132
ad	w3_d725e23135
tractandum	w5_d725e23138
&	w7_d725e23141
concludendum	w9_d725e23144
zu	w11_d725e23147
erschei	w13_d725e23151
nen	w1_d725e23156
wissen.	w3_d725e23159
Wien	w5_d725e23162
den	w7_d725e23165
14.	w9_d725e23168
Decemb.	w11_d725e23171
1762.	w13_d725e23175
</p>
<list id="l18_d725e23178">
Von	w1_d725e23182
N.	w3_d725e23185
Fichter	w5_d725e23188
umd	w7_d725e23191
Raht	w9_d725e23194
der	w11_d725e23197
Siadt	w13_d725e23201
Want	w15_d725e23204
</list>
<p id="p20_d725e23208">
Von	w1_d725e23212
N.	w3_d725e23215
Fichter	w5_d725e23218
umd	w7_d725e23221
Raht	w9_d725e23224
der	w11_d725e23227
Siadt	w13_d725e23231
Want	w15_d725e23234
hofen	w1_d725e23239
an	w3_d725e23242
der	w5_d725e23245
Ybbs	w7_d725e23248
wegen,	w9_d725e23251
wird	w11_d725e23254
hiermit	w13_d725e23258
jeder	w15_d725e23261
männiglich	w1_d725e23266
kund	w3_d725e23269
und	w5_d725e23272
zu	w7_d725e23275
wissen	w9_d725e23278
gemacht,	w11_d725e23281
es	w13_d725e23285
seye	w15_d725e23288
zu	w1_d725e23294
Licitirung	w3_d725e23297
des	w5_d725e23300
sich	w7_d725e23303
entfernten	w9_d725e23306
Franz	w11_d725e23309
Michael	w13_d725e23313
Hochhausers,	w1_d725e23318
Burgerl.	w3_d725e23321
Eisengeschmeidhand	w5_d725e23324
lers	w1_d725e23329
Behausung	w3_d725e23332
samt	w5_d725e23335
der	w7_d725e23338
hierauf	w9_d725e23341
haftenden	w11_d725e23344
Ei	w13_d725e23348
sen=geschmeid=handlungs=gerechtigkeit	w1_d725e23353
eine	w3_d725e23356
noch	w5_d725e23359
malige	w1_d725e23365
Tagsatzung	w3_d725e23368
auf	w5_d725e23371
den	w7_d725e23374
21.	w9_d725e23377
des	w11_d725e23380
zukünftigen	w13_d725e23384
Monats	w1_d725e23389
Febr.	w3_d725e23392
angeordnet	w5_d725e23395
worden.	w7_d725e23398
Wer	w9_d725e23401
dem	w11_d725e23404
nach	w1_d725e23409
solche	w3_d725e23412
käuflichen	w5_d725e23415
an	w7_d725e23418
sich	w9_d725e23421
zu	w11_d725e23424
bringen	w13_d725e23428
gedenket,	w15_d725e23431
derselbe	w1_d725e23436
hat	w3_d725e23439
sich	w5_d725e23442
entweder	w7_d725e23445
persönlich,	w9_d725e23448
oder	w11_d725e23451
aber	w13_d725e23455
durch	w1_d725e23461
einen	w3_d725e23464
genugsam	w5_d725e23467
Bevollmächtigten	w7_d725e23470
auf	w9_d725e23473
ob	w11_d725e23476
besagten	w1_d725e23481
Tag	w3_d725e23484
Vormittag	w5_d725e23487
von	w7_d725e23490
8.	w9_d725e23493
bis	w11_d725e23496
11.	w13_d725e23500
Uhr	w15_d725e23503
auf	w17_d725e23506
dem	w1_d725e23511
Rahthaus	w3_d725e23514
daselbst	w5_d725e23517
anzumelden.	w7_d725e23520
</p>
<head id="h2_d725e23526">
AVERTISSEMENT	w1_d725e23530
</head>
<p id="p4_d725e23533">
Dem	w1_d725e23537
Publico	w3_d725e23540
wird	w5_d725e23543
hiemit	w7_d725e23546
Nachricht	w9_d725e23549
gegeben,	w11_d725e23552
wie	w1_d725e23557
daß	w3_d725e23560
bey	w5_d725e23563
Leopold	w7_d725e23566
Milbacher,	w9_d725e23569
Burgerl.	w11_d725e23572
Stadt	w13_d725e23576
traiteur,	w1_d725e23581
in	w3_d725e23584
dem	w5_d725e23587
Anton	w7_d725e23590
Kollmayrischen	w9_d725e23593
Haus	w11_d725e23596
beym	w13_d725e23600
roten	w1_d725e23606
Krebsen	w3_d725e23609
auf	w5_d725e23612
dem	w7_d725e23615
hohen	w9_d725e23618
Markt	w11_d725e23621
alltäglich	w13_d725e23625
für	w15_d725e23628
Cavaliers,	w1_d725e23633
Officiers,	w3_d725e23636
Passagiers,	w5_d725e23639
sowol	w7_d725e23642
in	w9_d725e23645
als	w11_d725e23648
aus	w13_d725e23652
ser	w1_d725e23657
dem	w3_d725e23660
Haus	w5_d725e23663
die	w7_d725e23666
Tafel	w9_d725e23669
nach	w11_d725e23672
Belieben	w13_d725e23676
zu	w15_d725e23679
haben	w17_d725e23682
seye,	w1_d725e23687
jedoch	w3_d725e23690
müssen	w5_d725e23693
die	w7_d725e23696
Gäste	w9_d725e23699
Tags	w11_d725e23702
zuvor	w13_d725e23706
sich	w15_d725e23709
ansagen	w1_d725e23715
lassen.	w3_d725e23718
</p>
<p id="p8_d725e23723">
Bey	w1_d725e23727
Joseph	w3_d725e23730
Kurtzböcken	w5_d725e23733
Universitäts	w7_d725e23736
Buchdruckern	w9_d725e23739
in	w11_d725e23742
der	w13_d725e23746
Bognergasse	w1_d725e23751
im	w3_d725e23754
Hofglaserischen	w5_d725e23757
Hause	w7_d725e23760
sind	w9_d725e23763
folgende	w11_d725e23766
Bücher	w13_d725e23770
zu	w1_d725e23775
haben.	w3_d725e23778
</p>
<list id="l10_d725e23781">
er	w1_d725e23785
am	w3_d725e23788
neuen	w5_d725e23791
Jahrstage	w7_d725e23794
sich	w9_d725e23797
zu	w11_d725e23800
GOtt	w13_d725e23804
bekehrende	w15_d725e23807
Sünder	w17_d725e23810
in	w19_d725e23813
Versen.	w21_d725e23816
8v.	w23_d725e23819
	w25_d725e23823
7.	w27_d725e23826
kr.	w29_d725e23829
Neuer	w1_d725e23834
Kalender	w3_d725e23837
um	w5_d725e23840
Erlangung	w7_d725e23843
einer	w9_d725e23846
seeligen	w11_d725e23849
Sterbstund,	w13_d725e23853
zur	w15_d725e23856
alltäglichen	w17_d725e23859
An	w19_d725e23862
bettung	w1_d725e23867
GOttes	w3_d725e23870
und	w5_d725e23873
Verehrung	w7_d725e23876
deren	w9_d725e23879
Heiligen.	w11_d725e23882
12.	w13_d725e23886
in	w15_d725e23889
Leder	w17_d725e23892
36.	w1_d725e23898
kr.	w3_d725e23901
Lob	w1_d725e23906
und	w3_d725e23909
Ehren	w5_d725e23912
Predigen,	w7_d725e23915
von	w9_d725e23918
verschiedenen	w11_d725e23921
berühmten	w13_d725e23925
Rednern.	w15_d725e23928
20.	w17_d725e23931
Stücke	w19_d725e23934
zusam	w21_d725e23937
gebunden.	w1_d725e23942
4to.	w3_d725e23945
in	w5_d725e23948
Leder	w7_d725e23951
2.	w1_d725e23956
fl.	w3_d725e23959
12.	w5_d725e23962
kr.	w7_d725e23965
30.	w1_d725e23971
Gedichte	w3_d725e23974
vom	w5_d725e23977
Kriege	w7_d725e23980
von	w9_d725e23983
1757.	w11_d725e23986
bis	w13_d725e23990
1762.	w15_d725e23993
in	w17_d725e23996
4to	w19_d725e23999
zu	w21_d725e24002
sam	w23_d725e24005
gebunden	w25_d725e24009
2.	w27_d725e24012
fl.	w29_d725e24015
15.	w31_d725e24018
kr	w33_d725e24021
NB.	w1_d725e24026
Diese	w3_d725e24029
Stücke	w5_d725e24032
werden	w7_d725e24035
auch	w9_d725e24038
einzeln	w11_d725e24041
jedes	w13_d725e24045
für	w15_d725e24048
7.	w17_d725e24051
kr.	w19_d725e24054
verkauft	w21_d725e24057
Formulæ	w1_d725e24062
in	w3_d725e24065
materiam	w5_d725e24068
medic.	w7_d725e24071
&	w9_d725e24074
chirurg.	w11_d725e24077
celeber.	w13_d725e24081
instit.	w15_d725e24084
&	w17_d725e24087
Mater.	w19_d725e24090
Med.	w21_d725e24093
Profefl.	w23_d725e24096
Domini	w1_d725e24101
Cranz.	w3_d725e24104
Auth.	w5_d725e24107
D.	w7_d725e24110
Laurentio	w9_d725e24113
Hoffman.	w11_d725e24116
Tom.	w13_d725e24120
I.	w15_d725e24123
groß	w17_d725e24126
8v.	w19_d725e24129
gbu.	w21_d725e24132
24.	w1_d725e24138
kr	w3_d725e24141
Pars	w1_d725e24146
altera	w3_d725e24149
Form.	w5_d725e24152
Auth.	w7_d725e24155
D.	w9_d725e24158
Anton.	w11_d725e24161
Kramer	w13_d725e24165
24.	w1_d725e24170
kr	w3_d725e24173
Pars	w1_d725e24178
tertia	w3_d725e24181
Auth.	w5_d725e24184
D.	w7_d725e24187
Andr.	w9_d725e24190
Adami	w11_d725e24193
24.	w1_d725e24199
kr	w3_d725e24202
Der	w1_d725e24207
verlohrne	w3_d725e24210
Hut	w5_d725e24213
in	w7_d725e24216
Wien,	w9_d725e24219
einkomisches	w11_d725e24222
Helden	w13_d725e24226
Gedicht	w15_d725e24229
in	w17_d725e24232
fünf	w19_d725e24235
Gesängern	w21_d725e24238
von	w23_d725e24241
Jo	w25_d725e24245
hann	w1_d725e24250
Joseph	w3_d725e24253
Eberlen	w5_d725e24256
K.	w7_d725e24259
K.	w9_d725e24262
Repræsentations	w11_d725e24265
und	w13_d725e24269
Cammerrath	w15_d725e24272
zu	w17_d725e24275
Prag	w19_d725e24278
Conci	w21_d725e24281
pisten	w1_d725e24286
8vo	w3_d725e24289
abn.	w5_d725e24292
14.	w1_d725e24298
kr.	w3_d725e24301
Poetische	w1_d725e24306
Phanthaseyen	w3_d725e24309
und	w5_d725e24312
Possen	w7_d725e24315
dielange	w9_d725e24318
Weile	w11_d725e24321
zu	w13_d725e24325
verkürzen,	w15_d725e24328
von	w17_d725e24331
Ludwig	w19_d725e24334
Reimen	w21_d725e24337
schmied	w1_d725e24342
8vo	w3_d725e24345
gbn.	w5_d725e24348
14.	w1_d725e24353
kr.	w3_d725e24356
Kurzer	w1_d725e24362
Jnnhalt	w3_d725e24365
der	w5_d725e24368
Mechanischen	w7_d725e24371
Collegien	w9_d725e24374
/	w11_d725e24377
welche	w13_d725e24381
auf	w15_d725e24384
der	w17_d725e24387
Universität	w19_d725e24390
zu	w21_d725e24393
Wien	w23_d725e24396
öfent	w25_d725e24400
lich	w1_d725e24405
gehalten	w3_d725e24408
werden	w5_d725e24411
von	w7_d725e24414
A.	w9_d725e24417
R.	w11_d725e24420
P.	w13_d725e24424
Jos.	w15_d725e24427
Walcher	w17_d725e24430
S.	w19_d725e24433
J.	w21_d725e24436
8vo	w23_d725e24439
mit	w25_d725e24443
Kupf.	w27_d725e24446
Frzb.	w29_d725e24449
45	w31_d725e24452
kr	w33_d725e24455
Christliches	w1_d725e24460
bedenket	w3_d725e24463
es	w5_d725e24466
wohl,	w7_d725e24469
oder	w9_d725e24472
gründliche	w11_d725e24475
Weisheit	w13_d725e24479
eines	w15_d725e24482
wahren	w17_d725e24485
Christen,	w19_d725e24488
welcher	w21_d725e24491
durch	w23_d725e24494
dieses	w1_d725e24499
so	w3_d725e24502
leicht	w5_d725e24505
als	w7_d725e24508
sichere	w9_d725e24511
Mittel	w11_d725e24514
sein	w13_d725e24518
ewiges	w15_d725e24521
Heil	w17_d725e24524
würken	w19_d725e24527
kan	w21_d725e24530
12.	w23_d725e24533
in	w25_d725e24537
Leder	w27_d725e24540
24	w1_d725e24546
kr	w3_d725e24549
A.	w1_d725e24554
R.	w3_d725e24557
P.	w5_d725e24560
Grill	w7_d725e24563
S.	w9_d725e24566
J.	w11_d725e24569
3.	w13_d725e24573
Theile	w15_d725e24576
Fasten	w17_d725e24579
Predigen,	w19_d725e24582
in	w21_d725e24585
4to	w23_d725e24588
Frih.	w25_d725e24592
7.	w1_d725e24597
fl.	w3_d725e24600
12.	w5_d725e24603
kr	w7_d725e24606
