<doc id="wr_1758-06-03" attrs="word" year="1758" month="06" day="03" corpus="2">
<head id="h2_d249e4298">
Hamburg	w1_d249e4302
auf	w3_d249e22397
den	w5_d249e22400
9.	w7_d249e22403
künftigen	w9_d249e22406
Monats	w11_d249e22409
Jumii	w13_d249e22413
um	w15_d249e22416
11.	w1_d249e22421
Uhr	w3_d249e22424
eine	w5_d249e22427
Anmeldungs=tagsatzung	w7_d249e22430
anbe	w9_d249e22433
raumet	w1_d249e22438
worden	w3_d249e22441
seye,	w5_d249e22444
bey	w7_d249e22447
welcher,	w9_d249e22450
um	w11_d249e22453
mit	w13_d249e22457
Ab	w15_d249e22460
handlung	w1_d249e22466
de	w3_d249e22469
Verlassenschaft	w5_d249e22472
vorschreiten	w7_d249e22475
zu	w9_d249e22478
können,	w1_d249e22483
alle	w3_d249e22486
hieran	w5_d249e22489
Theil=nehmende	w7_d249e22492
an	w9_d249e22495
obbe	w11_d249e22498
rührten	w1_d249e22503
Tag	w3_d249e22506
und	w5_d249e22509
Stund	w7_d249e22512
vor	w9_d249e22515
einer	w11_d249e22518
Hochlöbl.	w13_d249e22522
N	w15_d249e22525
Oe.	w1_d249e22530
Repräsentation	w3_d249e22533
und	w5_d249e22536
Cammer	w7_d249e22539
entweden	w9_d249e22542
selbst	w1_d249e22548
oder	w3_d249e22551
durch	w5_d249e22554
genugsam	w7_d249e22557
Bevollmächtig	w9_d249e22560
te	w1_d249e22565
erscheinen,	w3_d249e22568
und	w5_d249e22571
ihre	w7_d249e22574
ex	w9_d249e22577
quacunque	w11_d249e22580
causa	w13_d249e22584
vel	w1_d249e22589
titulo	w3_d249e22592
habende	w5_d249e22595
Sprüche	w7_d249e22598
und	w9_d249e22601
Forderungen	w11_d249e22604
also	w1_d249e22609
gewiß	w3_d249e22612
melden,	w5_d249e22615
legitimiren,	w7_d249e22618
und	w9_d249e22621
so	w11_d249e22624
viel	w13_d249e22628
möglich	w1_d249e22634
liquidiren	w3_d249e22637
sollen,	w5_d249e22640
als	w7_d249e22643
im	w9_d249e22646
widrigen	w11_d249e22649
die	w13_d249e22653
Abhandlung	w1_d249e22658
gleichwolen	w3_d249e22661
vorgenommen,	w5_d249e22664
die	w7_d249e22667
Verlassenschaft	w1_d249e22672
der	w3_d249e22675
ex	w5_d249e22678
testamento	w7_d249e22681
erklärten	w9_d249e22684
Universal=erbin	w1_d249e22689
Luciä	w3_d249e22692
Simavonin	w5_d249e22695
eingeant	w7_d249e22698
wortet,	w1_d249e22704
und	w3_d249e22707
denen	w5_d249e22710
an	w7_d249e22713
obigen	w9_d249e22716
Tag	w11_d249e22719
und	w13_d249e22723
Stund	w15_d249e22726
Ausbleibenden	w1_d249e22731
das	w3_d249e22734
ewige	w5_d249e22737
Stillschweigen	w7_d249e22740
auf	w9_d249e22743
erleget	w1_d249e22748
werden	w3_d249e22751
wurde,	w5_d249e22754
den	w7_d249e22757
31.	w9_d249e22760
Januarii	w11_d249e22763
1758.	w1_d249e22768
</p>
<head id="h2_d249e22774">
EDICT.	w1_d249e22778
</head>
<p id="p4_d249e22781">
Von	w1_d249e22785
des	w3_d249e22788
Kaiserl.	w5_d249e22791
Königl.	w7_d249e22794
Judicii	w9_d249e22797
Dele	w11_d249e22800
gati	w1_d249e22805
Militaris	w3_d249e22808
mixti	w5_d249e22811
im	w7_d249e22814
Erz=herzogtum	w9_d249e22817
Oesterreich	w1_d249e22822
unter	w3_d249e22825
und	w5_d249e22828
ob	w7_d249e22831
der	w9_d249e22834
Enns	w11_d249e22837
wegen,	w13_d249e22841
wird	w1_d249e22847
hiemit	w3_d249e22850
durch	w5_d249e22853
dieses	w7_d249e22856
offentliche	w9_d249e22859
Edict	w11_d249e22862
jedermänniglich,	w1_d249e22867
deme	w3_d249e22870
daran	w5_d249e22873
gelegen,	w7_d249e22876
kund	w9_d249e22879
und	w11_d249e22882
zu	w1_d249e22887
wissen	w3_d249e22890
gemacht:	w5_d249e22893
</p>
<p id="p6_d249e22896">
Was	w1_d249e22900
gestalten	w3_d249e22903
auf	w5_d249e22906
des	w7_d249e22909
zu	w9_d249e22912
Vertrettung	w11_d249e22915
des	w13_d249e22919
jüngsthin	w1_d249e22924
alhier	w3_d249e22927
verstorbenen	w5_d249e22930
Kaiser.	w7_d249e22933
Königl.	w9_d249e22936
Kriegs=agenten	w1_d249e22941
Franz	w3_d249e22944
Anton	w5_d249e22947
Pierre	w7_d249e22950
seel	w9_d249e22953
Verlassenschaft	w1_d249e22959
Gerichtl.	w3_d249e22962
verordneten	w5_d249e22965
Cura	w7_d249e22968
toris	w1_d249e22973
Johann	w3_d249e22976
Jacob	w5_d249e22979
Derenschek	w7_d249e22982
J.	w9_d249e22985
U.	w11_d249e22988
Do-	w13_d249e22992
ctoris,	w1_d249e22997
auch	w3_d249e23000
Hofkriegsrahts	w5_d249e23003
und	w7_d249e23006
Gerichts	w9_d249e23009
advocaten	w1_d249e23014
gehorsamstes	w3_d249e23017
Anlangen	w5_d249e23020
verwilli	w7_d249e23023
get	w1_d249e23029
worden,	w3_d249e23032
daß	w5_d249e23035
alle	w7_d249e23038
diejenige,	w9_d249e23041
welche	w11_d249e23044
an	w13_d249e23048
erst=ersagt=Kriegs=agent=Picere	w1_d249e23053
seel.	w3_d249e23056
Verlas	w5_d249e23059
senschaft	w1_d249e23064
titulo	w3_d249e23067
Crediti	w5_d249e23070
aut	w7_d249e23073
alio	w9_d249e23076
quocun	w11_d249e23079
que	w1_d249e23084
Sprüch	w3_d249e23087
und	w5_d249e23090
Anforderungen	w7_d249e23093
haben,	w9_d249e23096
oder	w11_d249e23099
zu	w1_d249e23105
machen	w3_d249e23108
vermeinen,	w5_d249e23111
durch	w7_d249e23114
Ausfertigung	w9_d249e23117
deren	w1_d249e23122
gewöhnlichen	w3_d249e23125
Convocations=edicten,	w5_d249e23128
einberuffen	w1_d249e23133
werden	w3_d249e23136
sollen.	w5_d249e23139
</p>
<p id="p8_d249e23142">
Wann	w1_d249e23146
nun	w3_d249e23149
zu	w5_d249e23152
diesem	w7_d249e23155
Ende	w9_d249e23158
der	w11_d249e23161
5.	w13_d249e23165
Septem	w15_d249e23168
ber	w1_d249e23173
dies	w3_d249e23176
Jahrs	w5_d249e23179
fruhe	w7_d249e23182
um	w9_d249e23185
9	w11_d249e23188
Uhr	w13_d249e23192
bey	w15_d249e23195
dieses	w17_d249e23198
Kaiserl.	w1_d249e23203
Königl.	w3_d249e23206
Judici	w5_d249e23209
Delegati	w7_d249e23212
Militaris	w9_d249e23215
mixti	w1_d249e23221
auf	w3_d249e23224
der	w5_d249e23227
Seiler=stadt	w7_d249e23230
in	w9_d249e23233
der	w11_d249e23236
sogenann	w13_d249e23240
ten	w1_d249e23245
Hollerstauden	w3_d249e23248
in	w5_d249e23251
ersten	w7_d249e23254
Stock	w9_d249e23257
befindlichen	w11_d249e23260
Canzley	w1_d249e23265
sub	w3_d249e23268
clausula	w5_d249e23271
perpetui	w7_d249e23274
Silentii,	w9_d249e23277
pro	w1_d249e23282
1mo,	w3_d249e23285
2do	w5_d249e23288
&	w7_d249e23291
3tio	w9_d249e23294
Termino	w11_d249e23297
zu	w13_d249e23301
er	w15_d249e23304
scheinen	w1_d249e23310
bestimmet	w3_d249e23313
worden	w5_d249e23316
ist.	w7_d249e23319
</p>
<p id="p10_d249e23322">
Solchemnach	w1_d249e23326
werden	w3_d249e23329
alle	w5_d249e23332
und	w7_d249e23335
jede	w9_d249e23338
Kriegs	w11_d249e23341
agent=pierrische	w1_d249e23346
Gläubigere	w3_d249e23349
an	w5_d249e23352
obbestimmten	w7_d249e23355
Tag	w1_d249e23360
und	w3_d249e23363
Stund	w5_d249e23366
zu	w7_d249e23369
erscheinen,	w9_d249e23372
und	w11_d249e23375
ihre	w13_d249e23379
etwann	w15_d249e23382
habende	w1_d249e23388
Sprüche	w3_d249e23391
und	w5_d249e23394
Anforderungen	w7_d249e23397
entwe	w9_d249e23400
ders	w1_d249e23405
selbst,	w3_d249e23408
oder	w5_d249e23411
durch	w7_d249e23414
genugsam	w9_d249e23417
instruirte	w11_d249e23420
Be	w13_d249e23424
vollmächtigte	w1_d249e23429
alsogewiß	w3_d249e23432
anzumelden,	w5_d249e23435
und	w7_d249e23438
Rechts=erforderlich	w1_d249e23443
zu	w3_d249e23446
liquidiren	w5_d249e23449
wissen,	w7_d249e23452
als	w9_d249e23455
im	w1_d249e23461
widrigen	w3_d249e23464
die	w5_d249e23467
Ausbleibende	w7_d249e23470
nicht	w9_d249e23473
mehr	w11_d249e23476
ge	w13_d249e23480
höret,	w1_d249e23485
sondern	w3_d249e23488
von	w5_d249e23491
dieser	w7_d249e23494
Kriegs=agent=piet	w9_d249e23497
rischen	w1_d249e23502
Verlassenschafts=massa	w3_d249e23505
gänzlich	w5_d249e23508
aus	w7_d249e23511
geschlossen,	w1_d249e23516
denenselben	w3_d249e23519
das	w5_d249e23522
ewige	w7_d249e23525
Stillschwer	w9_d249e23528
gen	w1_d249e23534
auferleget,	w3_d249e23537
die	w5_d249e23540
nicht	w7_d249e23543
Liquidirende	w9_d249e23546
abere	w11_d249e23549
Officio	w1_d249e23554
abgewiesen	w3_d249e23557
werden	w5_d249e23560
sollen.	w7_d249e23563
Wornach	w9_d249e23566
sich	w1_d249e23571
ein	w3_d249e23574
jeder	w5_d249e23577
Jntereßirter	w7_d249e23580
zu	w9_d249e23583
richten,	w11_d249e23586
und	w13_d249e23590
sei	w15_d249e23593
nem	w1_d249e23598
Recht	w3_d249e23601
zu	w5_d249e23604
invigiliren	w7_d249e23607
wissen	w9_d249e23610
wird.	w11_d249e23613
</p>
<p id="p12_d249e23617">
Den	w1_d249e23621
16ten	w3_d249e23624
Junii	w5_d249e23627
werden	w7_d249e23630
in	w9_d249e23633
dem	w11_d249e23636
Hoch	w13_d249e23640
gräfl.	w1_d249e23645
Ernest	w3_d249e23648
Starhembergischen	w5_d249e23651
Frey=haus	w7_d249e23654
auf	w1_d249e23659
der	w3_d249e23662
Wieden	w5_d249e23665
Fruhe	w7_d249e23668
von	w9_d249e23671
9.	w11_d249e23674
bis	w13_d249e23678
12.	w15_d249e23681
und	w17_d249e23684
Nachmittag	w1_d249e23690
von	w3_d249e23693
3.	w5_d249e23696
bis	w7_d249e23699
6.	w9_d249e23702
Uhr	w11_d249e23705
verschiedem	w13_d249e23709
Weine	w1_d249e23714
samt	w3_d249e23717
Fässer,	w5_d249e23720
als	w7_d249e23723
Grinziger	w9_d249e23726
und	w11_d249e23729
Klo	w13_d249e23733
ster=neuburger	w1_d249e23738
7	w3_d249e23741
und	w5_d249e23744
48ger,	w7_d249e23747
Birawarter	w9_d249e23750
23	w11_d249e23753
und	w1_d249e23758
54ger,	w3_d249e23761
Vorspruner	w5_d249e23764
heuriger,	w7_d249e23767
und	w9_d249e23770
verschie	w11_d249e23773
dene	w1_d249e23779
andere	w3_d249e23782
Gewächs	w5_d249e23785
dem	w7_d249e23788
Meist=bietenden	w9_d249e23791
licitando	w1_d249e23796
verkauffet	w3_d249e23799
werden,	w5_d249e23802
wem	w7_d249e23805
nun	w9_d249e23808
belie	w11_d249e23811
bet	w1_d249e23816
diese	w3_d249e23819
Weine	w5_d249e23822
käuflich	w7_d249e23825
an	w9_d249e23828
sich	w11_d249e23831
zu	w13_d249e23835
bringen,	w15_d249e23838
hat	w1_d249e23843
sich	w3_d249e23846
im	w5_d249e23849
besagten	w7_d249e23852
Frey=haus	w9_d249e23855
in	w11_d249e23858
dem	w13_d249e23862
vorde	w15_d249e23865
ten	w1_d249e23871
Wirts=haus	w3_d249e23874
anzumelden.	w5_d249e23877
</p>
<head id="h2_d249e23918">
OURNAL	w1_d249e23922
Aus	w1_d249e23927
dem	w3_d249e23930
Kaiserl.	w5_d249e23933
Königl.	w7_d249e23936
Haupt=quartier	w9_d249e23939
Gewitz,	w11_d249e23942
vom	w1_d249e23947
27.	w3_d249e23950
bis	w5_d249e23953
31.	w7_d249e23956
May	w9_d249e23959
1758.	w11_d249e23962
</head>
<p id="p4_d249e23965">
DEn	w1_d249e23969
27.	w3_d249e23972
beschäftigte	w5_d249e23975
sich	w7_d249e23978
der	w9_d249e23981
commandirende	w11_d249e23984
General	w13_d249e23988
feld=marschall	w15_d249e23991
Graf	w17_d249e23994
von	w1_d249e23999
Daun	w3_d249e24002
sowol	w5_d249e24005
Vor	w7_d249e24008
als	w9_d249e24011
Nachmittags	w11_d249e24014
mehrmalen	w13_d249e24018
mit	w15_d249e24021
Recognosci	w17_d249e24024
rung	w1_d249e24029
derer	w3_d249e24032
daherum	w5_d249e24035
gelegenen	w7_d249e24038
Gegenden,	w9_d249e24041
wornächst	w11_d249e24044
derselbe	w13_d249e24048
jedesmalen	w15_d249e24051
ver	w17_d249e24054
schiedene	w1_d249e24060
Theile	w3_d249e24063
des	w5_d249e24066
hiesigen	w7_d249e24069
Lagers	w9_d249e24072
untereinstens	w11_d249e24075
besichtigte.	w13_d249e24079
Bey	w15_d249e24082
Littau	w17_d249e24085
beobachtet	w1_d249e24090
der	w3_d249e24093
Feind	w5_d249e24096
annoch	w7_d249e24099
seine	w9_d249e24102
vorige	w11_d249e24105
Position,	w13_d249e24109
ohne	w15_d249e24112
etwas	w17_d249e24115
bis	w19_d249e24118
nun	w21_d249e24121
zu	w23_d249e24124
hieran	w1_d249e24129
verändert	w3_d249e24132
zu	w5_d249e24135
haben;	w7_d249e24138
lediglich	w9_d249e24141
sollen	w11_d249e24144
die	w13_d249e24148
in	w15_d249e24151
Littau	w17_d249e24154
selbsten	w19_d249e24157
gelegene	w21_d249e24160
Ba	w23_d249e24163
taillons	w1_d249e24168
von	w3_d249e24171
dannen	w5_d249e24174
ab=marschiret,	w7_d249e24177
und	w9_d249e24180
an	w11_d249e24183
deren	w13_d249e24187
Statt	w15_d249e24190
andere	w17_d249e24193
von	w19_d249e24196
Neustadt	w21_d249e24199
dahin	w1_d249e24205
eingerucket	w3_d249e24208
seyn,	w5_d249e24211
welch=letzterer	w7_d249e24214
Ort	w9_d249e24217
dargegen	w11_d249e24220
ebenfals	w13_d249e24224
anwiederum	w15_d249e24227
besetzet	w1_d249e24232
worden	w3_d249e24235
wäre,	w5_d249e24238
alwo	w7_d249e24241
nunmehro	w9_d249e24244
auch	w11_d249e24247
mit	w13_d249e24251
einigen	w15_d249e24254
100.	w17_d249e24257
Mann	w19_d249e24260
zu	w21_d249e24263
schan	w23_d249e24266
zen	w1_d249e24271
angefangen,	w3_d249e24274
und	w5_d249e24277
Canonen	w7_d249e24280
aufgeführet	w9_d249e24283
würden.	w11_d249e24286
Bey	w13_d249e24290
Ollmütz	w15_d249e24293
wird	w17_d249e24296
feindlicher	w1_d249e24301
Seits	w3_d249e24304
mit	w5_d249e24307
Verfertigung	w7_d249e24310
deren	w9_d249e24313
Schanz=körben,	w11_d249e24316
und	w13_d249e24320
Faschinen	w15_d249e24323
eifrig	w1_d249e24329
fortgefahren.	w3_d249e24332
Anfangs	w5_d249e24335
wolte	w7_d249e24338
der	w9_d249e24341
Feind	w11_d249e24344
diese	w13_d249e24348
Arbeit	w15_d249e24351
etwas	w17_d249e24354
nahe	w19_d249e24357
bey	w1_d249e24362
der	w3_d249e24365
Festung	w5_d249e24368
unternehmen,	w7_d249e24371
woran	w9_d249e24374
ihn	w11_d249e24377
aber	w13_d249e24381
die	w15_d249e24384
Croaten	w17_d249e24387
nicht	w19_d249e24390
nur	w21_d249e24393
behin	w23_d249e24396
dert,	w1_d249e24401
sondern	w3_d249e24404
auch	w5_d249e24407
gegen	w7_d249e24410
denselben	w9_d249e24413
ihre	w11_d249e24416
Posten	w13_d249e24420
ausser	w15_d249e24423
denen	w17_d249e24426
Festungswer	w19_d249e24429
kern	w1_d249e24434
bis	w3_d249e24437
anhero	w5_d249e24440
behauptet	w7_d249e24443
haben;	w9_d249e24446
deme	w11_d249e24449
ungeachtet	w13_d249e24453
wollen	w15_d249e24456
einige	w17_d249e24459
eingelangte	w19_d249e24462
Kundschaften	w1_d249e24468
versicheren,	w3_d249e24471
daß	w5_d249e24474
an	w7_d249e24477
denen	w9_d249e24480
Circum	w11_d249e24483
und	w13_d249e24487
Contravaliationsli	w15_d249e24490
nien,	w1_d249e24495
auf	w3_d249e24498
das	w5_d249e24501
fleißigste	w7_d249e24504
gearbeitet	w9_d249e24507
werde.	w11_d249e24510
Unweit	w13_d249e24514
Ptin,	w15_d249e24517
wo	w17_d249e24520
der	w19_d249e24523
Zeit	w21_d249e24526
der	w23_d249e24529
General=feld=wacht=meister	w1_d249e24534
Graf	w3_d249e24537
Esterhazy	w5_d249e24540
mit	w7_d249e24543
einem	w9_d249e24546
Detaschement	w11_d249e24549
Hussa	w13_d249e24553
ren,	w1_d249e24558
und	w3_d249e24561
Croaten	w5_d249e24564
postiret	w7_d249e24567
ist,	w9_d249e24570
zeigte	w11_d249e24573
sich	w13_d249e24577
abermalen,	w15_d249e24580
und	w17_d249e24583
zwar	w19_d249e24586
auf	w21_d249e24589
denen	w23_d249e24592
An	w25_d249e24596
höhen	w1_d249e24602
bey	w3_d249e24605
Blumenau	w5_d249e24608
ein	w7_d249e24611
starkes	w9_d249e24614
feindliches	w11_d249e24617
Hussaren=commando,	w13_d249e24621
welches	w15_d249e24624
nebstbey	w1_d249e24629
von	w3_d249e24632
etwas	w5_d249e24635
Jnfanterie,	w7_d249e24638
und	w9_d249e24641
einigen	w11_d249e24644
Stücken	w13_d249e24648
unterstützet	w15_d249e24651
war;	w17_d249e24654
sol	w19_d249e24657
ches	w1_d249e24662
zoge	w3_d249e24665
sich	w5_d249e24668
aber	w7_d249e24671
nach	w9_d249e24674
einem	w11_d249e24677
mit	w13_d249e24681
unseren	w15_d249e24684
Hussaren	w17_d249e24687
gehabten	w19_d249e24690
k	w21_d249e24693
einen	w23_d249e24696
Schar	w25_d249e24700
mützel,	w1_d249e24705
so	w3_d249e24708
jedoch	w5_d249e24711
ohne	w7_d249e24714
mindester	w9_d249e24717
Folge	w11_d249e24720
gewesen,	w13_d249e24724
anwieder	w15_d249e24727
zuruck,	w17_d249e24730
und	w19_d249e24733
hat	w21_d249e24736
der	w23_d249e24739
Feind	w1_d249e24745
hierdurch	w3_d249e24748
nur	w5_d249e24751
eine	w7_d249e24754
abermal	w9_d249e24757
vorgenommene	w11_d249e24760
Fouragirung	w13_d249e24764
zu	w15_d249e24767
bedecken	w17_d249e24770
gesuchet.	w1_d249e24775
</p>
<p id="p6_d249e24778">
Den	w1_d249e24782
28.	w3_d249e24785
langte	w5_d249e24788
von	w7_d249e24791
dem	w9_d249e24794
General=feld=wacht=meister	w11_d249e24797
Frey=herrn	w13_d249e24801
von	w15_d249e24804
Jahn.	w1_d249e24809
s	w1_d249e24814
der	w3_d249e24817
Raport	w5_d249e24820
ein,	w7_d249e24823
daß	w9_d249e24826
der	w11_d249e24829
von	w13_d249e24833
ihme	w15_d249e24836
detaschirte	w17_d249e24839
Obrist=leutenant	w19_d249e24842
von	w21_d249e24845
Lanius	w1_d249e24851
des	w3_d249e24854
Peterwardeiner=regiments	w5_d249e24857
einen	w7_d249e24860
feindlichen	w9_d249e24863
Transport,	w11_d249e24866
welcher	w13_d249e24870
zu	w1_d249e24875
Abholung	w3_d249e24878
des	w5_d249e24881
Proviants,	w7_d249e24884
und	w9_d249e24887
der	w11_d249e24890
Fourage	w13_d249e24894
von	w15_d249e24897
der	w17_d249e24900
Preußischen	w19_d249e24903
Armee	w21_d249e24906
nacher	w1_d249e24911
Tropau	w3_d249e24914
abzugehen	w5_d249e24917
im	w7_d249e24920
Begrif	w9_d249e24923
ware,	w11_d249e24926
bey	w13_d249e24930
Heyderpiltsch	w15_d249e24933
attaquiret;	w17_d249e24936
die	w1_d249e24941
dabey	w3_d249e24944
befindliche	w5_d249e24947
Convoy,	w7_d249e24950
so	w9_d249e24953
aus	w11_d249e24956
einem	w13_d249e24960
Commando	w15_d249e24963
Hussaren,	w17_d249e24966
einigen	w19_d249e24969
Dragonern,	w1_d249e24975
und	w3_d249e24978
2.	w5_d249e24981
Bataillons	w7_d249e24984
Jnfanterie	w9_d249e24987
bestanden	w11_d249e24990
seyn	w13_d249e24994
solle,	w15_d249e24997
und	w17_d249e25000
von	w19_d249e25003
dem	w21_d249e25006
Fürsten	w1_d249e25011
Lubomirsky	w3_d249e25014
commandiret	w5_d249e25017
wurde,	w7_d249e25020
begabe	w9_d249e25023
sich	w11_d249e25026
bey	w13_d249e25030
Erblickung	w15_d249e25033
deren	w17_d249e25036
Ubserigen	w1_d249e25041
sogleich	w3_d249e25044
in	w5_d249e25047
die	w7_d249e25050
Flucht;	w9_d249e25053
man	w11_d249e25056
überkame	w13_d249e25060
dahero	w15_d249e25063
nur	w17_d249e25066
einige	w19_d249e25069
Kriegs	w21_d249e25072
gefangene,	w1_d249e25077
dagegen	w3_d249e25080
fielen	w5_d249e25083
314.	w7_d249e25086
Wägen	w9_d249e25089
mit	w11_d249e25092
dem	w13_d249e25096
meisten	w15_d249e25099
Theil	w17_d249e25102
ihrer	w19_d249e25105
Bespan	w21_d249e25108
nung	w1_d249e25114
erwähntem	w3_d249e25117
Obrist=leutenant	w5_d249e25120
in	w7_d249e25123
die	w9_d249e25126
Hände,	w11_d249e25129
welcher	w13_d249e25133
solche	w15_d249e25136
auch	w17_d249e25139
würk	w19_d249e25142
</p>
<p id="p12_d249e25156">
lichen	w1_d249e25160
behauptete	w3_d249e25163
und	w5_d249e25166
in	w7_d249e25169
Sicherheit	w9_d249e25172
brachte.	w11_d249e25175
Gedachte	w13_d249e25179
Wägen	w15_d249e25182
sowol,	w17_d249e25185
als	w19_d249e25188
die	w1_d249e25193
Bespannung	w3_d249e25196
seynd	w5_d249e25199
meistens	w7_d249e25202
aus	w9_d249e25205
dem	w11_d249e25208
Glogauischen,	w13_d249e25212
und	w15_d249e25215
zu	w17_d249e25218
Transpor	w19_d249e25221
tirung	w1_d249e25226
deren	w3_d249e25229
Magazinen	w5_d249e25232
zusammen	w7_d249e25235
getrieben	w9_d249e25238
worden.	w11_d249e25241
Die	w13_d249e25245
Trenscheen	w15_d249e25248
seynd	w1_d249e25254
vor	w3_d249e25257
Ollmütz	w5_d249e25260
zwar	w7_d249e25263
noch	w9_d249e25266
zur	w11_d249e25269
Zeit	w13_d249e25273
nicht	w15_d249e25276
eröfnet,	w17_d249e25279
jedoch	w19_d249e25282
solle	w21_d249e25285
mit	w23_d249e25288
denen	w25_d249e25292
dazu	w1_d249e25297
erforderlichen	w3_d249e25300
Vorbereitungen	w5_d249e25303
fortgefahren	w7_d249e25306
werden.	w9_d249e25309
Jn	w1_d249e25314
der	w3_d249e25317
Fe	w5_d249e25320
stung,	w1_d249e25325
welche	w3_d249e25328
mit	w5_d249e25331
allen	w7_d249e25334
zu	w9_d249e25337
Aushaltung	w11_d249e25340
einer	w13_d249e25344
Belagerung	w15_d249e25347
gehörigen	w17_d249e25350
Erfor	w19_d249e25353
dernüssen,	w1_d249e25359
dann	w3_d249e25362
einer	w5_d249e25365
zahl=reichen	w7_d249e25368
Garnison	w9_d249e25371
versehen	w11_d249e25374
ist,	w13_d249e25378
und	w15_d249e25381
woselbst	w17_d249e25384
der	w19_d249e25387
darin	w1_d249e25392
commandirende	w3_d249e25395
General	w5_d249e25398
feld	w7_d249e25401
zeug=meister	w9_d249e25404
Frey=herr	w11_d249e25407
von	w13_d249e25411
Marschall	w15_d249e25414
alle	w1_d249e25419
kluge	w3_d249e25422
Veranstaltungen	w5_d249e25425
albereits	w7_d249e25428
getroffen,	w9_d249e25431
wird	w11_d249e25434
der	w13_d249e25438
Anfaug	w15_d249e25441
der	w17_d249e25444
Bela	w19_d249e25447
gerung	w1_d249e25452
in	w3_d249e25455
der	w5_d249e25458
besten	w7_d249e25461
Gegen=verfassung	w9_d249e25464
abgewartet.	w11_d249e25467
Das	w13_d249e25471
feindliche	w15_d249e25474
Deta	w17_d249e25477
schement,	w1_d249e25483
so	w3_d249e25486
jüngsthin	w5_d249e25489
auf	w7_d249e25492
die	w9_d249e25495
Anhöhen	w11_d249e25498
von	w13_d249e25502
Laskow	w15_d249e25505
gegenüber	w17_d249e25508
vorgerucket,	w19_d249e25511
und	w1_d249e25516
in	w3_d249e25519
4000.	w5_d249e25522
Mann	w7_d249e25525
Jnfanterie,	w9_d249e25528
einem	w11_d249e25531
Regiment	w13_d249e25535
Hussaren,	w15_d249e25538
dann	w17_d249e25541
100	w19_d249e25544
Scharf=schützen	w1_d249e25549
bestehen,	w3_d249e25552
auch	w5_d249e25555
eine	w7_d249e25558
Batterie	w9_d249e25561
zu	w11_d249e25564
seiner	w13_d249e25568
Vertheidigung	w15_d249e25571
vor	w17_d249e25574
der	w19_d249e25577
Fronte	w1_d249e25582
aufgeworfen	w3_d249e25585
haben	w5_d249e25588
solle,	w7_d249e25591
wie	w9_d249e25594
nicht	w11_d249e25597
minder	w13_d249e25601
die	w15_d249e25604
Läger	w17_d249e25607
bey	w19_d249e25610
Littau,	w21_d249e25613
und	w23_d249e25616
Czelechowitz	w1_d249e25622
befinden	w3_d249e25625
sich	w5_d249e25628
noch	w7_d249e25631
in	w9_d249e25634
der	w11_d249e25637
vorhinigen	w13_d249e25641
Stellung,	w15_d249e25644
aus	w17_d249e25647
welchletzte	w19_d249e25650
rem	w1_d249e25655
heute	w3_d249e25658
wiederholt	w5_d249e25661
fouragiret	w7_d249e25664
worden,	w9_d249e25667
wobey	w11_d249e25670
abermal	w13_d249e25674
ein	w15_d249e25677
Dragoner	w17_d249e25680
und	w19_d249e25683
Hussaren=regiment	w1_d249e25688
zur	w3_d249e25691
Bedeckung	w5_d249e25694
commandiret	w7_d249e25697
waren.	w9_d249e25700
Der	w11_d249e25703
General	w13_d249e25707
Graf	w1_d249e25712
Esterhazy,	w3_d249e25715
so	w5_d249e25718
mittlerweile	w7_d249e25721
auch	w9_d249e25724
zu	w11_d249e25727
Blumenau	w13_d249e25731
Posto	w15_d249e25734
gefasset,	w17_d249e25737
hat	w19_d249e25740
diese	w21_d249e25743
Fouragirung	w1_d249e25749
zwar	w3_d249e25752
beobachtet,	w5_d249e25755
obig=beyhabend=zahl=reicher	w7_d249e25758
Bedeckung	w9_d249e25761
hal	w11_d249e25764
ber	w1_d249e25769
jedoch	w3_d249e25772
solche	w5_d249e25775
nicht	w7_d249e25778
zu	w9_d249e25781
verhinderen	w11_d249e25784
permocht.	w13_d249e25788
</p>
<p id="p14_d249e25791">
Den	w1_d249e25795
29.	w3_d249e25798
bemerkte	w5_d249e25801
man	w7_d249e25804
in	w9_d249e25807
der	w11_d249e25810
Gegend,	w13_d249e25814
und	w15_d249e25817
ganz	w17_d249e25820
nahe	w19_d249e25823
um	w21_d249e25826
Ollmüt	w23_d249e25829
einen	w1_d249e25834
allenthalben	w3_d249e25837
sehr	w5_d249e25840
dicken	w7_d249e25843
Rauch	w9_d249e25846
mit	w11_d249e25849
vermischten	w13_d249e25853
Flammen	w15_d249e25856
aufsteigen,	w17_d249e25859
worauf	w1_d249e25864
durch	w3_d249e25867
die	w5_d249e25870
ausgeschickte	w7_d249e25873
Kundschafter	w9_d249e25876
die	w11_d249e25879
Nachricht	w13_d249e25883
einlieffe,	w15_d249e25886
daß	w17_d249e25889
die	w19_d249e25892
beyde	w1_d249e25898
Ortschaften	w3_d249e25901
Repschein,	w5_d249e25904
und	w7_d249e25907
Hatschein,	w9_d249e25910
die	w11_d249e25913
da	w13_d249e25917
nicht	w15_d249e25920
weit	w17_d249e25923
von	w19_d249e25926
erwähn	w21_d249e25929
tem	w1_d249e25934
Ollmütz	w3_d249e25937
gelegen	w5_d249e25940
seynd,	w7_d249e25943
annoch	w9_d249e25946
unwissend,	w11_d249e25949
wordurch,	w13_d249e25953
