<doc id="wr_1757-01-29" attrs="word" year="1757" month="01" day="29" corpus="2">
<head id="h2_d113e2714">
Tripoli	w1_d113e2718
Sr.	w1_d113e20891
Ertell	w3_d113e20894
des	w5_d113e20897
Hrn.	w7_d113e20900
Feld=marschallens	w9_d113e20903
Grafens	w11_d113e20906
von	w13_d113e20910
Broune	w1_d113e20915
in	w3_d113e20918
Böheim	w5_d113e20921
stehenden	w7_d113e20924
Kaiserl.	w9_d113e20927
Königl.	w11_d113e20930
Armée,	w13_d113e20934
</head>
<head id="h2_d113e20940">
Wes	w1_d113e20944
den	w3_d113e20947
2len	w5_d113e20950
Jaenoen	w7_d113e20953
177.	w9_d113e20956
</head>
<p id="p4_d113e20959">
DJe	w1_d113e20963
erste	w3_d113e20966
Colonne	w5_d113e20969
derer	w7_d113e20972
aus	w9_d113e20975
Niederland	w11_d113e20978
kommenden	w13_d113e20982
Trupen	w1_d113e20987
bestehend	w3_d113e20990
in	w5_d113e20993
6.	w7_d113e20996
Battaillons,	w9_d113e20999
und	w11_d113e21002
4.	w13_d113e21006
Gre	w15_d113e21009
nadiers=compagnien	w1_d113e21014
von	w3_d113e21017
denen	w5_d113e21020
Regimentern	w7_d113e21023
Carl	w9_d113e21026
Loth	w11_d113e21029
ringen,	w1_d113e21035
und	w3_d113e21038
Salm	w5_d113e21041
ist	w7_d113e21044
alhier	w9_d113e21047
in	w11_d113e21050
Böhmen	w13_d113e21054
eingerucket,	w15_d113e21057
und	w1_d113e21062
hat	w3_d113e21065
jede	w5_d113e21068
Colonne	w7_d113e21071
einen	w9_d113e21074
Train	w11_d113e21077
Artillerie	w13_d113e21081
bey	w15_d113e21084
sich	w17_d113e21087
eingetheilet.	w1_d113e21092
Die	w3_d113e21095
Generalen	w5_d113e21098
Sprecher,	w7_d113e21101
und	w9_d113e21104
Campi	w11_d113e21107
telli	w1_d113e21112
seynd	w3_d113e21115
mit	w5_d113e21118
denen	w7_d113e21121
unter	w9_d113e21124
ihrer	w11_d113e21127
Brigade	w13_d113e21131
stehenden	w15_d113e21134
Re	w17_d113e21137
gimentern	w1_d113e21143
Mercy,	w3_d113e21146
Palavicini,	w5_d113e21149
Hagenbach,	w7_d113e21152
und	w9_d113e21155
And	w11_d113e21158
lau	w1_d113e21163
in	w3_d113e21166
den	w5_d113e21169
Buntzlauer	w7_d113e21172
und	w9_d113e21175
Leitmeritzer=Kreis	w11_d113e21178
vorgeru	w13_d113e21182
cket;	w1_d113e21187
und	w3_d113e21190
da	w5_d113e21193
der	w7_d113e21196
General	w9_d113e21199
Lascy,	w11_d113e21202
so	w13_d113e21206
den	w15_d113e21209
Cordon	w17_d113e21212
bey	w19_d113e21215
Reichenberg	w1_d113e21220
gegen	w3_d113e21223
Zittau	w5_d113e21226
commandiret,	w7_d113e21229
erkranket	w9_d113e21232
ist,	w11_d113e21235
so	w1_d113e21241
haben	w3_d113e21244
Se.	w5_d113e21247
Excellenz	w7_d113e21250
der	w9_d113e21253
commandirende	w11_d113e21256
Hr.	w13_d113e21260
Feld	w15_d113e21263
marschall	w1_d113e21268
Graf	w3_d113e21271
von	w5_d113e21274
Broune	w7_d113e21277
den	w9_d113e21280
Generalen	w11_d113e21283
Fürsten	w13_d113e21287
von	w15_d113e21290
Löwenstein	w1_d113e21295
dahin	w3_d113e21298
abgeschicket,	w5_d113e21301
um	w7_d113e21304
alda	w9_d113e21307
das	w11_d113e21310
Comman	w13_d113e21314
do	w1_d113e21319
zu	w3_d113e21322
übernehmen.	w5_d113e21325
Es	w7_d113e21328
ist	w9_d113e21331
auch	w11_d113e21334
der	w13_d113e21338
General	w15_d113e21341
Major	w17_d113e21344
Seczeni	w1_d113e21350
aus	w3_d113e21353
Hungarn	w5_d113e21356
alhier	w7_d113e21359
angekommen,	w9_d113e21362
und	w11_d113e21365
so	w13_d113e21369
fort	w15_d113e21372
bey	w1_d113e21377
denen	w3_d113e21380
Hußaren=regimentern	w5_d113e21383
zur	w7_d113e21386
Dienst=leistung	w9_d113e21389
an	w11_d113e21392
gestellet	w1_d113e21397
worden.	w3_d113e21400
Von	w5_d113e21403
feindlichen	w7_d113e21406
Bewegungen	w9_d113e21409
ist	w11_d113e21412
der	w13_d113e21416
malen	w1_d113e21421
alles	w3_d113e21424
still,	w5_d113e21427
nur	w7_d113e21430
verlautet	w9_d113e21433
für	w11_d113e21436
gewiß,	w13_d113e21440
das	w15_d113e21443
der	w17_d113e21446
Kö	w19_d113e21449
nig	w1_d113e21455
von	w3_d113e21458
Preussen	w5_d113e21461
von	w7_d113e21464
Berlin	w9_d113e21467
wiederum	w11_d113e21470
zuruck	w13_d113e21474
in	w15_d113e21477
Dreß	w17_d113e21480
den	w1_d113e21485
angelanget	w3_d113e21488
seye.	w5_d113e21491
Da	w7_d113e21494
auch	w9_d113e21497
das	w11_d113e21500
ganze	w13_d113e21504
Auswechs	w15_d113e21507
</p>
<p id="p10_d113e21520">
geschäft	w1_d113e21524
zu	w3_d113e21527
Peterswalde	w5_d113e21530
geendiget	w7_d113e21533
worden,	w9_d113e21536
so	w11_d113e21539
seynd	w13_d113e21543
beyderseitige	w1_d113e21548
aldahin	w3_d113e21551
commandirt	w5_d113e21554
geweste	w7_d113e21557
Officiers	w9_d113e21560
un	w11_d113e21563
ter	w1_d113e21568
gestrigen	w3_d113e21571
Dato	w5_d113e21574
von	w7_d113e21577
dannen	w9_d113e21580
abgegangen.	w11_d113e21583
</p>
<p id="p12_d113e21587">
Zufolge	w1_d113e21591
denen	w3_d113e21594
Berichten	w5_d113e21597
aus	w7_d113e21600
dem	w9_d113e21603
Oesterreichischen	w11_d113e21606
Schlesien	w1_d113e21611
seynd	w3_d113e21614
die	w5_d113e21617
2.	w7_d113e21620
Regimenter	w9_d113e21623
PohlnischerKreis	w11_d113e21626
Uhlanen	w1_d113e21631
in	w3_d113e21634
Fulneck,	w5_d113e21637
Odran,	w7_d113e21640
Wickstadel,	w9_d113e21643
und	w11_d113e21646
dasigen	w13_d113e21650
Dörfern	w1_d113e21656
eingeruckt.	w3_d113e21659
Die	w5_d113e21662
Preussen	w7_d113e21665
ziehen	w9_d113e21668
sich	w11_d113e21671
in	w13_d113e21675
die	w15_d113e21678
Can	w17_d113e21681
tonirungs=quartiere	w1_d113e21686
bey	w3_d113e21689
Lozka,	w5_d113e21692
wo	w7_d113e21695
sie	w9_d113e21698
vorher	w11_d113e21701
gestanden,	w13_d113e21705
zusammen,	w1_d113e21710
bis	w3_d113e21713
auf	w5_d113e21716
einige	w7_d113e21719
wenige	w9_d113e21722
Regimenter,	w11_d113e21725
die	w13_d113e21729
hier	w15_d113e21732
und	w1_d113e21737
da	w3_d113e21740
in	w5_d113e21743
Postirung	w7_d113e21746
stehen.	w9_d113e21749
Der	w11_d113e21752
Mangel	w13_d113e21756
an	w15_d113e21759
Lebens	w17_d113e21762
mitteln	w1_d113e21768
soll	w3_d113e21771
bey	w5_d113e21774
ihnen	w7_d113e21777
sehr	w9_d113e21780
groß	w11_d113e21783
seyn,	w13_d113e21787
und	w15_d113e21790
an	w17_d113e21793
der	w19_d113e21796
Grän	w21_d113e21799
ze	w1_d113e21804
setzet	w3_d113e21807
es	w5_d113e21810
immer	w7_d113e21813
zwischen	w9_d113e21816
denen	w11_d113e21819
Vorposten	w13_d113e21823
scharfe	w1_d113e21828
Scharmützel.	w3_d113e21831
</p>
</doc>
