<doc id="wr_1761-10-10" attrs="word" year="1761" month="10" day="10" corpus="2">
<head id="h2_d594e3279">
Schwedischer	w1_d594e3283
dessentwe	w13_d594e21260
gen	w1_d594e21266
an	w3_d594e21269
dem	w5_d594e21272
gemeldeten	w7_d594e21275
27.	w9_d594e21278
Novemb.	w11_d594e21281
Vormittag	w13_d594e21285
um	w1_d594e21290
9.	w3_d594e21293
Uhr	w5_d594e21296
auf	w7_d594e21299
dem	w9_d594e21302
aldortigen	w11_d594e21305
Raht=haus	w13_d594e21309
entwe	w15_d594e21312
der	w1_d594e21317
persönlich,	w3_d594e21320
oder	w5_d594e21323
durch	w7_d594e21326
einen	w9_d594e21329
genugsam	w11_d594e21332
Gevoll	w13_d594e21336
mächtigten	w1_d594e21341
anzumelden,	w3_d594e21344
wo	w5_d594e21347
sodann	w7_d594e21350
das	w9_d594e21353
weitere	w11_d594e21356
tractiret	w1_d594e21362
werden	w3_d594e21365
solle.	w5_d594e21368
</p>
<p id="p10_d594e21371">
Von	w1_d594e21375
des	w3_d594e21378
Kaiserl.	w5_d594e21381
Herren=stifts	w7_d594e21384
St	w9_d594e21387
Dorotheä	w11_d594e21390
grund=buchs	w1_d594e21395
wegen,	w3_d594e21398
wird	w5_d594e21401
hiemit	w7_d594e21404
jedermänniglich	w9_d594e21407
zu	w1_d594e21412
vernehmen	w3_d594e21415
gegeben:	w5_d594e21418
wasmassen	w7_d594e21421
Hr.	w9_d594e21424
Franz	w11_d594e21427
Edier	w13_d594e21431
von	w1_d594e21437
Tasser,	w3_d594e21440
J.	w5_d594e21443
U.	w7_d594e21446
Dr.	w9_d594e21449
auch	w11_d594e21452
Hof	w13_d594e21456
und	w15_d594e21459
Gerichtsad	w17_d594e21462
vocat,	w1_d594e21467
wider	w3_d594e21470
den	w5_d594e21473
Mathias	w7_d594e21476
Lahner,	w9_d594e21479
behausten	w11_d594e21482
Nach	w13_d594e21486
barn	w1_d594e21491
am	w3_d594e21494
Frey=grund	w5_d594e21497
Thury	w7_d594e21500
in	w9_d594e21503
puncto	w11_d594e21506
schuldigen	w13_d594e21510
Satz=capital	w1_d594e21515
pr.	w3_d594e21518
600.	w5_d594e21521
fl.	w7_d594e21524
cum	w9_d594e21527
sua	w11_d594e21530
cansa	w13_d594e21534
über	w15_d594e21537
die	w17_d594e21540
bereits	w1_d594e21546
vorgenommene	w3_d594e21549
Schätz	w5_d594e21552
und	w7_d594e21555
Ueberschätzung	w9_d594e21558
der	w1_d594e21563
verhypothecirt=bey	w3_d594e21566
den	w5_d594e21569
7.	w7_d594e21572
Churfürsten	w9_d594e21575
ge	w11_d594e21578
nannten	w1_d594e21583
Behausung	w3_d594e21586
am	w5_d594e21589
ermeldeten	w7_d594e21592
Thury	w9_d594e21595
die	w11_d594e21598
Ausfertigung	w1_d594e21603
des	w3_d594e21606
Licitationsedicts	w5_d594e21609
unterm	w7_d594e21612
18.	w9_d594e21615
dies	w1_d594e21621
Monats	w3_d594e21624
Septemb.	w5_d594e21627
der	w7_d594e21630
Ordnung	w9_d594e21633
nach	w11_d594e21636
erhat	w13_d594e21640
ten;	w1_d594e21645
Zumalen	w3_d594e21648
nun	w5_d594e21651
zur	w7_d594e21654
Licitations	w9_d594e21657
tagsatzung	w11_d594e21660
der	w13_d594e21664
16.	w1_d594e21669
Monats	w3_d594e21672
tag	w5_d594e21675
Decemb	w7_d594e21678
fruhe	w9_d594e21681
um	w11_d594e21684
9.	w13_d594e21688
Uhr	w15_d594e21691
in	w17_d594e21694
al	w19_d594e21697
hiesiger	w1_d594e21702
Grund=stuben	w3_d594e21705
zu	w5_d594e21708
erscheinen	w7_d594e21711
bestimmet	w9_d594e21714
worden.	w1_d594e21720
Als	w3_d594e21723
werden	w5_d594e21726
all=diejenige,	w7_d594e21729
welche	w9_d594e21732
gedacht	w11_d594e21735
Mathias	w1_d594e21740
Lahnerische,	w3_d594e21743
bey	w5_d594e21746
den	w7_d594e21749
7	w9_d594e21752
Chur	w11_d594e21755
fürsten	w13_d594e21759
ge	w15_d594e21762
nant	w1_d594e21767
am	w3_d594e21770
Frey=grund	w5_d594e21773
Thury	w7_d594e21776
an	w9_d594e21779
der	w11_d594e21782
oberen	w13_d594e21786
Strassen	w15_d594e21789
ligende	w1_d594e21794
Behausung	w3_d594e21797
zu	w5_d594e21800
erkauffen	w7_d594e21803
willens	w9_d594e21806
seynd,	w11_d594e21809
an	w13_d594e21813
ob	w1_d594e21819
bemeldeten	w3_d594e21822
Tag,	w5_d594e21825
Stund	w7_d594e21828
und	w9_d594e21831
Ort	w11_d594e21834
zu	w13_d594e21838
erscheinen	w15_d594e21841
haben,	w1_d594e21846
allwo	w3_d594e21849
sodann	w5_d594e21852
mit	w7_d594e21855
denenselben	w9_d594e21858
das	w11_d594e21861
weitere	w13_d594e21865
tractiret	w1_d594e21870
werden	w3_d594e21873
solle.	w5_d594e21876
Actum	w7_d594e21879
Wien	w9_d594e21882
26.	w11_d594e21885
Sept	w13_d594e21889
1761.	w1_d594e21894
</p>
<p id="p12_d594e21898">
Es	w1_d594e21902
wird	w3_d594e21905
hiemit	w5_d594e21908
jedermänniglich	w7_d594e21911
kund	w9_d594e21914
und	w11_d594e21917
zu	w13_d594e21921
wissen	w1_d594e21926
gemacht,	w3_d594e21929
welchergestalten	w5_d594e21932
den	w7_d594e21935
16.	w9_d594e21938
künfti	w11_d594e21941
gen	w1_d594e21946
</p>
<p id="p16_d594e21951">
gen	w1_d594e21955
Monats	w3_d594e21958
Novemb.	w5_d594e21961
die	w7_d594e21964
von	w9_d594e21967
Poigerische	w11_d594e21970
Herr	w13_d594e21974
schaft	w1_d594e21979
Dietmanns	w3_d594e21982
offentlich	w5_d594e21985
wird	w7_d594e21988
feil	w9_d594e21991
geboten	w11_d594e21994
wer	w13_d594e21998
den,	w1_d594e22003
wer	w3_d594e22006
nun	w5_d594e22009
sothane	w7_d594e22012
Herrschaft	w9_d594e22015
Dietmanns	w11_d594e22018
käuf	w13_d594e22022
lichen	w1_d594e22028
an	w3_d594e22031
sich	w5_d594e22034
zu	w7_d594e22037
bringen	w9_d594e22040
gedenket,	w11_d594e22043
derselbe	w13_d594e22047
beliebe	w15_d594e22050
sich	w1_d594e22055
an	w3_d594e22058
obbestimmten	w5_d594e22061
Tag	w7_d594e22064
fruhe	w9_d594e22067
um	w11_d594e22070
8.	w13_d594e22074
Uhr	w15_d594e22077
bey	w17_d594e22080
dem	w1_d594e22085
Löbl.	w3_d594e22088
Land=marschallischen	w5_d594e22091
Gericht	w7_d594e22094
ad	w9_d594e22097
lici-	w11_d594e22100
tandum	w1_d594e22105
anzumelden	w3_d594e22108
</p>
<p id="p18_d594e22111">
Es	w1_d594e22115
wird	w3_d594e22118
hiemit	w5_d594e22121
jedermänniglich	w7_d594e22124
kund	w9_d594e22127
und	w11_d594e22130
zu	w13_d594e22134
wis	w15_d594e22137
sen	w1_d594e22142
gemacht,	w3_d594e22145
welchergestalten	w5_d594e22148
den	w7_d594e22151
9.	w9_d594e22154
künftigen	w11_d594e22157
Monais	w1_d594e22162
Novemb.	w3_d594e22165
die	w5_d594e22168
auf	w7_d594e22171
der	w9_d594e22174
alten	w11_d594e22177
Burgermu	w13_d594e22181
sterung	w1_d594e22187
gelegene,	w3_d594e22190
zu	w5_d594e22193
denen	w7_d594e22196
12.	w9_d594e22199
Aposteln	w11_d594e22202
sogenannte	w13_d594e22206
Behausung	w1_d594e22211
offentlich	w3_d594e22214
wird	w5_d594e22217
feil	w7_d594e22220
geboten	w9_d594e22223
werden,	w11_d594e22226
wer	w1_d594e22231
nun	w3_d594e22234
sothane	w5_d594e22237
Behausung	w7_d594e22240
käuflichen	w9_d594e22243
an	w11_d594e22246
sich	w13_d594e22250
zu	w15_d594e22253
bringen	w1_d594e22258
gedenket,	w3_d594e22261
derselbe	w5_d594e22264
beliebe	w7_d594e22267
sich	w9_d594e22270
an	w11_d594e22273
obbestim	w13_d594e22277
ten	w1_d594e22283
Tag	w3_d594e22286
auf	w5_d594e22289
dem	w7_d594e22292
alhiesigen	w9_d594e22295
Raht=haus	w11_d594e22298
fruhe	w13_d594e22302
um	w15_d594e22305
8.	w1_d594e22310
Uhr	w3_d594e22313
anzumelden.	w5_d594e22316
</p>
<p id="p20_d594e22319">
Jn	w1_d594e22323
der	w3_d594e22326
oberen	w5_d594e22329
Bäcken=strassen	w7_d594e22332
im	w9_d594e22335
Seiterischen	w11_d594e22338
Haus	w1_d594e22343
seynd	w3_d594e22346
bey	w5_d594e22349
400.	w7_d594e22352
Emer	w9_d594e22355
alte,	w11_d594e22358
theils	w13_d594e22362
Kloster	w15_d594e22365
neuburger,	w1_d594e22370
theils	w3_d594e22373
Maurer=weine	w5_d594e22376
samt	w7_d594e22379
eisenen	w9_d594e22382
Banden	w1_d594e22388
alltäglich	w3_d594e22391
zu	w5_d594e22394
verkauffen.	w7_d594e22397
Der	w9_d594e22400
Liebhaber	w11_d594e22403
davon	w1_d594e22408
kau	w3_d594e22411
sich	w5_d594e22414
im	w7_d594e22417
Pistrichischen	w9_d594e22420
Haus	w11_d594e22423
in	w13_d594e22427
der	w15_d594e22430
un	w17_d594e22433
tern	w1_d594e22438
Bäcken=strassen	w3_d594e22441
anmelden	w5_d594e22444
lassen	w7_d594e22447
</p>
<p id="p22_d594e22450">
Bey	w1_d594e22454
den	w3_d594e22457
Verlegern	w5_d594e22460
des	w7_d594e22463
Wienerischen	w9_d594e22466
Diarii,	w11_d594e22469
und	w1_d594e22474
in	w3_d594e22477
allen	w5_d594e22480
hiesigen	w7_d594e22483
Buchhandlungen	w9_d594e22486
ist	w11_d594e22489
zu	w13_d594e22493
haben:	w15_d594e22496
Schreiben	w1_d594e22501
an	w3_d594e22504
den	w5_d594e22507
Verfasser	w7_d594e22510
des	w9_d594e22513
Decretes	w11_d594e22516
für	w13_d594e22520
den	w1_d594e22526
Vicepräsidenten	w3_d594e22529
der	w5_d594e22532
Gesellschaft	w7_d594e22535
der	w9_d594e22538
Wissen	w11_d594e22541
schaften	w1_d594e22546
zu	w3_d594e22549
Wißburg,	w5_d594e22552
Grafen	w7_d594e22555
von	w9_d594e22558
Haubenstock.	w11_d594e22561
Das	w1_d594e22566
Stuck	w3_d594e22569
pr.	w5_d594e22572
7	w7_d594e22575
Kr.	w9_d594e22578
</p>
<p id="p24_d594e22582">
Bey	w1_d594e22586
Emerich	w3_d594e22589
Felix	w5_d594e22592
Bader	w7_d594e22595
in	w9_d594e22598
der	w11_d594e22601
Bogner=gasse	w13_d594e22605
nächst	w1_d594e22610
dem	w3_d594e22613
Todren=kopf	w5_d594e22616
ist	w7_d594e22619
zu	w9_d594e22622
haben:	w11_d594e22625
Hübners	w1_d594e22630
Johann	w3_d594e22633
neu=vermehrtes	w5_d594e22636
und	w7_d594e22639
verbes	w9_d594e22642
sertes	w1_d594e22648
reales	w3_d594e22651
Staars	w5_d594e22654
Zeitungs	w7_d594e22657
und	w9_d594e22660
Canversations	w11_d594e22663
lexicon,	w1_d594e22668
darinnen	w3_d594e22671
sowol	w5_d594e22674
die	w7_d594e22677
Religionen	w9_d594e22680
und	w11_d594e22683
geist	w13_d594e22687
lichen	w1_d594e22692
Orden,	w3_d594e22695
die	w5_d594e22698
Reiche	w7_d594e22701
und	w9_d594e22704
Staaten,	w11_d594e22707
Meere,	w13_d594e22711
Seen,	w1_d594e22716
Flüsse	w3_d594e22719
rc.	w5_d594e22722
die	w7_d594e22725
Linien	w9_d594e22728
Teutscher	w11_d594e22731
hohen	w13_d594e22735
Häu	w15_d594e22738
ser,	w1_d594e22744
die	w3_d594e22747
in	w5_d594e22750
verschiedenen	w7_d594e22753
Ländern	w9_d594e22756
übliche,	w11_d594e22759
so	w13_d594e22763
geist	w15_d594e22766
lich=als	w1_d594e22771
weltliche	w3_d594e22774
Ritter	w5_d594e22777
orden,	w7_d594e22780
Wappen,	w9_d594e22783
Reichs	w11_d594e22786
tage,	w1_d594e22791
gelehrte	w3_d594e22794
Societäten	w5_d594e22797
rc.	w7_d594e22800
als	w9_d594e22803
auch	w11_d594e22806
andere	w13_d594e22810
in	w15_d594e22813
Zeitungen	w1_d594e22818
und	w3_d594e22821
täglicher	w5_d594e22824
Conversation	w7_d594e22827
vorkom	w9_d594e22830
mende,	w1_d594e22836
aus	w3_d594e22839
fremden	w5_d594e22842
Sprachen	w7_d594e22845
entlehnte	w9_d594e22848
Wörter,	w11_d594e22851
klar	w1_d594e22856
und	w3_d594e22859
deutlich	w5_d594e22862
beschrieben	w7_d594e22865
werden.	w9_d594e22868
Die	w11_d594e22871
al	w13_d594e22875
lerneueste	w1_d594e22880
Auflage,	w3_d594e22883
darinnen	w5_d594e22886
alles,	w7_d594e22889
was	w9_d594e22892
sich	w11_d594e22895
in	w13_d594e22899
publicis	w1_d594e22904
verändert,	w3_d594e22907
bis	w5_d594e22910
auf	w7_d594e22913
gegenwärtige	w9_d594e22916
Zeit	w11_d594e22919
fleißig	w1_d594e22925
angewerkt	w3_d594e22928
zu	w5_d594e22931
finden.	w7_d594e22934
Mit	w9_d594e22937
Kupf.	w11_d594e22940
8vo.	w13_d594e22944
Re	w15_d594e22947
genwv.	w1_d594e22952
und	w3_d594e22955
Wien	w5_d594e22958
1761.	w7_d594e22961
3.	w9_d594e22964
fl.	w11_d594e22967
30.	w13_d594e22971
kr.	w15_d594e22974
dasselbe	w17_d594e22977
Buch	w1_d594e22982
gebunden	w3_d594e22985
4.	w5_d594e22988
fl.	w7_d594e22991
Des	w1_d594e22996
Hochwürdigen	w3_d594e22999
Hrn.	w5_d594e23002
Ludov.	w7_d594e23005
Ant.	w9_d594e23008
Mura	w11_d594e23011
tori	w1_d594e23017
gründliche	w3_d594e23020
Auslegung	w5_d594e23023
des	w7_d594e23026
grossen	w9_d594e23029
Gebots	w11_d594e23032
von	w1_d594e23037
der	w3_d594e23040
Liebe	w5_d594e23043
des	w7_d594e23046
Nächsten.	w9_d594e23049
Mit	w11_d594e23052
Theoretisch	w13_d594e23056
Historisch	w1_d594e23061
und	w3_d594e23064
Critischen	w5_d594e23067
Anmerkungen,	w7_d594e23070
Nach	w9_d594e23073
der	w1_d594e23078
zwölften	w3_d594e23081
theils	w5_d594e23084
Jtaliänisch=theils	w7_d594e23087
Französi	w9_d594e23090
schen	w1_d594e23096
Ausgabe,	w3_d594e23099
zum	w5_d594e23102
Nutzen	w7_d594e23105
eines	w9_d594e23108
jeden	w11_d594e23111
wahren	w13_d594e23115
Cheisten	w1_d594e23120
in	w3_d594e23123
das	w5_d594e23126
Teutsche	w7_d594e23129
übersetzt	w9_d594e23132
von	w11_d594e23135
Petro	w13_d594e23139
Obladen,	w1_d594e23144
2.	w3_d594e23147
Theile	w5_d594e23150
8vo.	w7_d594e23153
Augsp.	w9_d594e23156
1761.	w11_d594e23159
1.	w13_d594e23163
fl.	w15_d594e23166
42	w17_d594e23169
kr.	w19_d594e23172
Dictionaite	w1_d594e23177
Apostolique,	w3_d594e23180
a	w5_d594e23183
l'usage	w7_d594e23186
de	w9_d594e23189
Meffieurs	w11_d594e23192
les	w1_d594e23198
Cures	w3_d594e23201
des	w5_d594e23204
Villes	w7_d594e23207
&	w9_d594e23210
de	w11_d594e23213
la	w13_d594e23217
Campagne,	w15_d594e23220
&	w17_d594e23223
de	w19_d594e23226
</p>
<list id="l26_d594e23229">
tous	w1_d594e23233
ceux	w3_d594e23236
qui	w5_d594e23239
se	w7_d594e23242
destinent	w9_d594e23245
à	w11_d594e23248
la	w13_d594e23252
Chaire,	w15_d594e23255
par	w17_d594e23258
le	w19_d594e23261
P.	w1_d594e23266
Hyaciathe	w3_d594e23269
de	w5_d594e23272
Montargon	w7_d594e23275
XIII.	w9_d594e23278
Vol.	w11_d594e23281
8vo.	w13_d594e23285
Patis	w1_d594e23290
1755.	w3_d594e23293
36.	w5_d594e23296
fl.	w7_d594e23299
Schillingers,	w1_d594e23305
Georg	w3_d594e23308
Peter.	w5_d594e23311
Architectura	w7_d594e23314
civilis,	w9_d594e23317
oder	w1_d594e23322
Beschreibung	w3_d594e23325
und	w5_d594e23328
Vorrisse	w7_d594e23331
von	w9_d594e23334
mancherley	w11_d594e23337
Dach	w1_d594e23342
werkern	w3_d594e23345
und	w5_d594e23348
winkel	w7_d594e23351
rechten	w9_d594e23354
Gebäuden,	w11_d594e23357
von	w13_d594e23361
Teutscher,	w1_d594e23366
Französischer	w3_d594e23369
und	w5_d594e23372
Jtaliänischer	w7_d594e23375
Facon,	w9_d594e23378
mit	w1_d594e23384
Aufrissen,	w3_d594e23387
Grundrissen	w5_d594e23390
Werk	w7_d594e23393
sätzen	w9_d594e23396
oder	w11_d594e23399
Zu	w13_d594e23403
lagen	w1_d594e23408
von	w3_d594e23411
unterschiedlichen	w5_d594e23414
Methoden	w7_d594e23417
rc.	w9_d594e23420
Deß	w11_d594e23423
gleichen,	w1_d594e23428
wie	w3_d594e23431
die	w5_d594e23434
angewendeten	w7_d594e23437
Proportionen	w9_d594e23440
und	w11_d594e23443
Verhältnisse	w1_d594e23448
nach	w3_d594e23451
richtigen	w5_d594e23454
Zeichnungen	w7_d594e23457
deutlich	w9_d594e23460
vor	w1_d594e23466
Augen	w3_d594e23469
zu	w5_d594e23472
legen	w7_d594e23475
rc.	w9_d594e23478
1ster	w11_d594e23481
Theil	w13_d594e23485
bestehend	w15_d594e23488
in	w17_d594e23491
26.	w1_d594e23496
Kupfer=blättern	w3_d594e23499
in	w5_d594e23502
Land=karten	w7_d594e23505
Grösse,	w9_d594e23508
und	w11_d594e23511
einer	w1_d594e23516
gedruckten	w3_d594e23519
Erläuterung,	w5_d594e23522
4to.	w7_d594e23525
Nürnberg	w9_d594e23528
1760.	w1_d594e23533
7.	w3_d594e23536
fl.	w5_d594e23539
</list>
<list id="l28_d594e23543">
Jn	w1_d594e23547
des	w3_d594e23550
Joseph	w5_d594e23553
Krüchtens	w7_d594e23556
Buchhandlung	w9_d594e23559
bey	w11_d594e23562
der	w1_d594e23567
Welt=kugel	w3_d594e23570
im	w5_d594e23573
Seitzer=hof	w7_d594e23576
ist	w9_d594e23579
zu	w11_d594e23582
haben:	w13_d594e23586
Muratori	w1_d594e23591
Lud.	w3_d594e23594
Ant.	w5_d594e23597
gründliche	w7_d594e23600
Auslegung	w9_d594e23603
des	w11_d594e23606
grossen	w1_d594e23612
Gebots	w3_d594e23615
von	w5_d594e23618
der	w7_d594e23621
Liebe	w9_d594e23624
des	w11_d594e23627
Nächsten	w13_d594e23631
mit	w15_d594e23634
TheologischHistorisch	w1_d594e23639
und	w3_d594e23642
Critischen	w5_d594e23645
Anmerkun	w7_d594e23648
gen,	w1_d594e23653
2.	w3_d594e23656
Theite	w5_d594e23659
8vo.	w7_d594e23662
Augsp.	w9_d594e23665
1761.	w11_d594e23668
à	w13_d594e23672
1.	w15_d594e23675
fl.	w17_d594e23678
15.	w19_d594e23681
kr.	w21_d594e23684
Gespräch	w1_d594e23689
im	w3_d594e23692
Reich	w5_d594e23695
der	w7_d594e23698
Todten	w9_d594e23701
42stes	w11_d594e23704
Stück	w13_d594e23708
nebst	w1_d594e23714
einem	w3_d594e23717
illuminirten	w5_d594e23720
Plan	w7_d594e23723
von	w9_d594e23726
der	w11_d594e23729
den	w13_d594e23733
21.	w15_d594e23736
Martii	w1_d594e23741
zwischen	w3_d594e23744
dem	w5_d594e23747
Französisch=Stainwillischen,	w7_d594e23750
und	w1_d594e23755
dem	w3_d594e23758
Erb	w5_d594e23761
prinzen	w7_d594e23764
von	w9_d594e23767
Braunschweigischen	w11_d594e23770
Corps	w13_d594e23774
bey	w1_d594e23779
Grünberg	w3_d594e23782
vorgefallenen	w5_d594e23785
Action	w7_d594e23788
1761.	w9_d594e23791
4.	w11_d594e23794
à15.	w13_d594e23798
kr.	w15_d594e23801
Geistes	w1_d594e23807
Unterhaltungen	w3_d594e23810
vor	w5_d594e23813
alle	w7_d594e23816
1.	w9_d594e23819
sich	w11_d594e23822
von	w13_d594e23826
</list>
<list id="l30_d594e23830">
Sünden	w1_d594e23834
zu	w3_d594e23837
GOtt	w5_d594e23840
in	w7_d594e23843
Wahrheit	w9_d594e23846
bekehren	w11_d594e23849
wollen	w13_d594e23853
de.	w1_d594e23858
2.	w3_d594e23861
sich	w5_d594e23864
der	w7_d594e23867
recht	w9_d594e23870
Christlichen	w11_d594e23873
Tugenden	w13_d594e23877
zu	w15_d594e23880
be	w17_d594e23883
fleissen	w1_d594e23888
begierige.	w3_d594e23891
3	w5_d594e23894
sich	w7_d594e23897
in	w9_d594e23900
bey	w11_d594e23903
und	w13_d594e23907
mit	w15_d594e23910
GOtt	w17_d594e23913
in	w1_d594e23919
dem	w3_d594e23922
Jnnersten	w5_d594e23925
ihres	w7_d594e23928
Herzen	w9_d594e23931
aufzuhalten	w11_d594e23934
ver	w13_d594e23938
langende	w1_d594e23943
Christliche	w3_d594e23946
Seelen.	w5_d594e23949
Erstlich	w7_d594e23952
von	w9_d594e23955
R.	w11_d594e23958
P.	w13_d594e23962
Joanne	w1_d594e23967
Michaele	w3_d594e23970
Constantiensi,	w5_d594e23973
der	w7_d594e23976
grossen	w9_d594e23979
Car	w11_d594e23982
thaus	w1_d594e23987
Priore,	w3_d594e23990
und	w5_d594e23993
Ministro	w7_d594e23996
Generali	w9_d594e23999
in	w11_d594e24002
Lateini	w13_d594e24006
scher	w1_d594e24012
Sprach	w3_d594e24015
beschrieben,	w5_d594e24018
anjetzo	w7_d594e24021
in	w9_d594e24024
die	w11_d594e24027
reine	w13_d594e24031
Hoch	w1_d594e24036
teutsche	w3_d594e24039
Sprach	w5_d594e24042
übersetzet,	w7_d594e24045
von	w9_d594e24048
R	w11_d594e24051
P.	w13_d594e24055
Gui-	w15_d594e24058
lielmo	w1_d594e24063
Maria	w3_d594e24066
Löhter,	w5_d594e24069
aus	w7_d594e24072
dem	w9_d594e24075
Orden	w11_d594e24078
der	w13_d594e24082
Orden	w15_d594e24085
der	w1_d594e24090
Diener	w3_d594e24093
Mariä,	w5_d594e24096
3.	w7_d594e24099
Theile	w9_d594e24102
8vo.	w11_d594e24105
Cölln	w13_d594e24109
1748.	w15_d594e24112
à	w1_d594e24118
1.	w3_d594e24121
fl.	w5_d594e24124
25.	w7_d594e24127
kr.	w9_d594e24130
Gründliche	w1_d594e24135
Nachricht	w3_d594e24138
von	w5_d594e24141
dem	w7_d594e24144
inner	w9_d594e24147
Crain	w11_d594e24150
gelegenen	w1_d594e24155
Czirknitzer	w3_d594e24158
See,	w5_d594e24161
worinnen	w7_d594e24164
alle	w9_d594e24167
Selten	w11_d594e24170
heiten	w1_d594e24175
desselben	w3_d594e24178
durch	w5_d594e24181
15.	w7_d594e24184
jährige	w9_d594e24187
Experienz	w11_d594e24190
auf	w13_d594e24194
das	w1_d594e24200
genaueste	w3_d594e24203
beschrieben,	w5_d594e24206
und	w7_d594e24209
zu	w9_d594e24212
mehrerer	w11_d594e24215
Deut	w13_d594e24219
lichkeit	w1_d594e24224
mit	w3_d594e24227
34.	w5_d594e24230
Kupfern	w7_d594e24233
erkläret	w9_d594e24236
worden,	w11_d594e24239
wie	w13_d594e24243
nämlich	w1_d594e24248
in	w3_d594e24251
einem	w5_d594e24254
Jahre	w7_d594e24257
der	w9_d594e24260
An	w11_d594e24263
und	w13_d594e24267
Ablauf	w15_d594e24270
des	w17_d594e24273
Wassers	w1_d594e24278
in	w3_d594e24281
diesem	w5_d594e24284
See	w7_d594e24287
geschiehet,	w9_d594e24290
auch	w11_d594e24293
jährlich	w13_d594e24297
in	w1_d594e24303
selben	w3_d594e24306
gesischet,	w5_d594e24309
gejaget,	w7_d594e24312
gesäet,	w9_d594e24315
und	w11_d594e24318
eingeern	w13_d594e24322
det,	w1_d594e24327
Heu	w3_d594e24330
und	w5_d594e24333
Streu	w7_d594e24336
eingebracht,	w9_d594e24339
wie	w11_d594e24342
auch	w13_d594e24346
von	w15_d594e24349
denen	w1_d594e24354
darauf	w3_d594e24357
Wohnenden	w5_d594e24360
die	w7_d594e24363
Oeconomie	w9_d594e24366
besor	w11_d594e24369
get	w1_d594e24374
werden	w3_d594e24377
könne.	w5_d594e24380
Allen	w7_d594e24383
und	w9_d594e24386
jeden	w11_d594e24389
der	w13_d594e24393
Natux	w15_d594e24396
würkung	w1_d594e24402
Kündigen	w3_d594e24405
mitgetheilet,	w5_d594e24408
von	w7_d594e24411
Franz	w9_d594e24414
An	w11_d594e24417
ton	w1_d594e24422
von	w3_d594e24425
Steinberg,	w5_d594e24428
J.	w7_d594e24431
Oe.	w9_d594e24434
Hof=cammer=raht,	w11_d594e24437
4to.	w13_d594e24441
</list>
<p id="p32_d594e24445">
Laybach	w1_d594e24449
1758.	w3_d594e24452
à	w5_d594e24455
1.	w7_d594e24458
fl.	w9_d594e24461
30	w11_d594e24464
kr.	w13_d594e24468
</p>
<p id="p34_d594e24471">
Von	w1_d594e24475
der	w3_d594e24478
K.	w5_d594e24481
K.	w7_d594e24484
N.	w9_d594e24487
Oe.	w11_d594e24490
Regierung	w13_d594e24494
wegen,	w15_d594e24497
wird	w1_d594e24502
mit	w3_d594e24505
gegenwärtig	w5_d594e24508
offenem	w7_d594e24511
Edict	w9_d594e24514
jedermän	w11_d594e24517
niglich,	w1_d594e24522
sowol	w3_d594e24525
An	w5_d594e24528
als	w7_d594e24531
Abwesenden,	w9_d594e24534
denen	w11_d594e24537
daran	w13_d594e24541
gelegen,	w1_d594e24547
kund	w3_d594e24550
und	w5_d594e24553
zu	w7_d594e24556
wissen	w9_d594e24559
gemacht:	w11_d594e24562
Es	w13_d594e24566
habe	w15_d594e24569
</p>
<p id="p40_d594e24583">
bey	w1_d594e24587
ihr	w3_d594e24590
Regierung	w5_d594e24593
der	w7_d594e24596
Landes=fürstl.	w9_d594e24599
Pfarrer	w11_d594e24602
zu	w1_d594e24607
Alten=Pölla,	w3_d594e24610
und	w5_d594e24613
Fürstl.	w7_d594e24616
Passauerische	w9_d594e24619
Con	w11_d594e24622
sistorial=raht,	w1_d594e24627
Ludwig	w3_d594e24630
von	w5_d594e24633
Parquenfeld,	w7_d594e24636
um	w9_d594e24639
die	w11_d594e24642
Untersuchung	w1_d594e24648
seines	w3_d594e24651
Status	w5_d594e24654
activi	w7_d594e24657
&	w9_d594e24660
passivi	w11_d594e24663
de	w13_d594e24667
mütigst	w1_d594e24672
angelanget,	w3_d594e24675
und	w5_d594e24678
gebetten.	w7_d594e24681
Da	w9_d594e24684
nun	w11_d594e24687
über	w13_d594e24691
die	w1_d594e24696
gepflogene	w3_d594e24699
Untersuchung	w5_d594e24702
dieses	w7_d594e24705
seines	w9_d594e24708
Anbrin	w11_d594e24711
gens	w1_d594e24716
von	w3_d594e24719
ihr	w5_d594e24722
Regierung	w7_d594e24725
veranlasset	w9_d594e24728
worden,	w11_d594e24731
eine	w13_d594e24735
Convocation	w1_d594e24741
desselben	w3_d594e24744
sammentlicher	w5_d594e24747
Creditoren	w7_d594e24750
vorzunehmen,	w1_d594e24755
und	w3_d594e24758
zu	w5_d594e24761
solchem	w7_d594e24764
Ende	w9_d594e24767
der	w11_d594e24770
Franz	w13_d594e24774
Bernhard	w1_d594e24779
Edler	w3_d594e24782
von	w5_d594e24785
Tassern	w7_d594e24788
J.	w9_d594e24791
U.	w11_d594e24794
Doctor,	w13_d594e24798
auch	w15_d594e24801
Hof	w1_d594e24806
und	w3_d594e24809
Gerichts=advocat,	w5_d594e24812
als	w7_d594e24815
unter	w9_d594e24818
einstens	w11_d594e24821
gerichtl.	w1_d594e24827
aufgestellter	w3_d594e24830
Curator	w5_d594e24833
ad	w7_d594e24836
lites	w9_d594e24839
zu	w11_d594e24842
verläßi	w13_d594e24846
ger	w1_d594e24851
