<doc id="wr_1757-07-27" attrs="word" year="1757" month="07" day="27" corpus="2">
<head id="h2_d164e3680">
London	w4_d164e3683
erschlagen	w9_d164e15061
und	w1_d164e15066
bey	w3_d164e15069
der	w5_d164e15072
gold.	w7_d164e15075
Kron	w9_d164e15078
zu	w11_d164e15081
Mätzleinstorf	w13_d164e15085
vom8	w15_d164e15088
K.	w1_d164e15094
Stadt=gericht	w3_d164e15097
beschauet	w5_d164e15100
worden,	w7_d164e15103
alt	w9_d164e15106
6.	w11_d164e15109
J.	w13_d164e15113
Ant.	w1_d164e15118
Santorn,	w3_d164e15121
alt	w5_d164e15124
56.	w7_d164e15127
J.,	w9_d164e15130
bey	w11_d164e15133
denen	w13_d164e15137
FF.	w15_d164e15140
Mis.	w17_d164e15143
</list>
<head id="h2_d164e15150">
Summa	w1_d164e15154
15.	w3_d164e15157
Person.,	w5_d164e15160
darunter	w7_d164e15163
11.	w9_d164e15166
Kind.	w11_d164e15169
Den	w1_d164e15174
26.	w3_d164e15177
Julii.	w5_d164e15180
Jn	w1_d164e15185
der	w3_d164e15188
Stadt.	w5_d164e15191
</head>
<list id="l4_d164e15194">
Dem	w1_d164e15198
Jos.	w3_d164e15201
Marinelli,	w5_d164e15204
Musico,	w7_d164e15207
s.	w9_d164e15210
K.	w11_d164e15213
Franz,	w13_d164e15217
in	w15_d164e15220
den	w17_d164e15223
Landweris.	w1_d164e15228
H.	w3_d164e15231
in	w5_d164e15234
der	w7_d164e15237
Wolzeil,	w9_d164e15240
alt	w11_d164e15243
6	w13_d164e15247
J.	w15_d164e15250
Vor	w1_d164e15255
der	w3_d164e15258
Stadt.	w5_d164e15261
Der	w1_d164e15267
Wol=edle	w3_d164e15270
Jüngling	w5_d164e15273
Hr.	w7_d164e15276
Franz	w9_d164e15279
Heinrich	w11_d164e15282
von	w13_d164e15286
Schwabergs,,	w1_d164e15291
Cadet	w3_d164e15294
in	w5_d164e15297
der	w7_d164e15300
K.	w9_d164e15303
K.	w11_d164e15306
adel.	w13_d164e15310
Mili	w15_d164e15313
tar-academie,	w1_d164e15318
alt	w3_d164e15321
11.	w5_d164e15324
J.	w7_d164e15327
Dem	w1_d164e15332
Hrn.	w3_d164e15335
Joh.	w5_d164e15338
Georg	w7_d164e15341
Pfundheller,	w9_d164e15344
gew.	w11_d164e15347
Burgerl.	w13_d164e15351
Chyrurg.,	w1_d164e15357
s.	w3_d164e15360
K.	w5_d164e15363
Theres.,	w7_d164e15366
in	w9_d164e15369
s.	w11_d164e15372
H.	w13_d164e15376
auf	w15_d164e15379
der	w17_d164e15382
Wied.,	w19_d164e15385
alt	w1_d164e15390
1.	w3_d164e15393
J.	w5_d164e15396
Dem	w1_d164e15401
Joh.	w3_d164e15404
Jungeman,	w5_d164e15407
Schuh=mach.,	w7_d164e15410
s.	w9_d164e15413
W.	w11_d164e15416
Eva,	w13_d164e15420
beym	w1_d164e15425
gold	w3_d164e15428
Straus.	w5_d164e15431
bey	w7_d164e15434
Maria=hülf,	w9_d164e15437
alt	w11_d164e15440
49.	w13_d164e15444
J.	w15_d164e15447
Dem	w1_d164e15453
Joh.	w3_d164e15456
Slabnlick,	w5_d164e15459
Molkis.	w7_d164e15462
Sold.,	w9_d164e15465
s.	w11_d164e15468
K.	w13_d164e15472
Magdal.	w15_d164e15475
im	w1_d164e15480
Walteris.	w3_d164e15483
H.	w5_d164e15486
auf	w7_d164e15489
der	w9_d164e15492
Landstr.,	w11_d164e15495
alt	w13_d164e15499
2.	w15_d164e15502
J	w17_d164e15505
Dem	w1_d164e15510
Jos.	w3_d164e15513
Mohr,	w5_d164e15516
Lack.,	w7_d164e15519
s.	w9_d164e15522
K.	w11_d164e15525
Joh.	w13_d164e15529
im	w15_d164e15532
Lederisch.	w17_d164e15535
H.	w19_d164e15538
auf	w1_d164e15543
der	w3_d164e15546
Wied.,	w5_d164e15549
alt	w7_d164e15552
6.	w9_d164e15555
J.	w11_d164e15558
Cathar.	w1_d164e15564
Reitzin,	w3_d164e15567
in	w5_d164e15570
U.	w7_d164e15573
L.	w9_d164e15576
Frauen=spit.,	w11_d164e15579
alt	w13_d164e15583
9.	w15_d164e15586
J.	w17_d164e15589
Dem	w1_d164e15594
Wenzel	w3_d164e15597
Tendler,	w5_d164e15600
Lehen=kutsch.,	w7_d164e15603
s.	w9_d164e15606
K.	w11_d164e15609
Anna,	w13_d164e15613
beyn	w1_d164e15618
6.	w3_d164e15621
Schim.	w5_d164e15624
auf	w7_d164e15627
der	w9_d164e15630
Wied.,	w11_d164e15633
alt	w13_d164e15637
3.	w15_d164e15640
J.	w17_d164e15643
Anna	w1_d164e15648
Schauerin,	w3_d164e15651
in	w5_d164e15654
St	w7_d164e15657
Joh.	w9_d164e15660
Nep.	w11_d164e15663
Spit.,	w13_d164e15667
alt	w15_d164e15670
98.	w17_d164e15673
J.	w19_d164e15676
Dem	w1_d164e15682
Steph.	w3_d164e15685
Werlein.	w5_d164e15688
Sag=feil.,	w7_d164e15691
s.	w9_d164e15694
K.	w11_d164e15697
Mich.,	w13_d164e15701
bey	w15_d164e15704
der	w1_d164e15709
gold.	w3_d164e15712
Kanne	w5_d164e15715
oderm	w7_d164e15718
Neustift	w9_d164e15721
alt	w11_d164e15724
2.	w13_d164e15728
J.	w15_d164e15731
Dem	w1_d164e15736
Jos.	w3_d164e15739
Waitzenbäck.	w5_d164e15742
Tagw.,	w7_d164e15745
s.	w9_d164e15748
T.	w11_d164e15751
Theres.,	w13_d164e15755
bey	w15_d164e15758
dem	w1_d164e15763
rot.	w3_d164e15766
Rös.	w5_d164e15769
oberm	w7_d164e15772
Neustift,	w9_d164e15775
alt	w11_d164e15778
16.	w13_d164e15782
J	w15_d164e15785
</list>
<head id="h2_d164e15793">
Summa	w1_d164e15797
11.	w3_d164e15800
Person.	w5_d164e15803
darunter	w7_d164e15806
7.	w9_d164e15809
Kinder.	w11_d164e15812
</head>
<head id="h2_d164e15818">
EDICT.	w1_d164e15822
</head>
<p id="p4_d164e15825">
Von	w1_d164e15829
des	w3_d164e15832
Hochgräfl.	w5_d164e15835
Leopold	w7_d164e15838
Maria	w9_d164e15841
Diet	w11_d164e15844
richsteinischen	w1_d164e15849
Judicii	w3_d164e15852
delegati	w5_d164e15855
wegen	w7_d164e15858
dem	w9_d164e15861
Joseph	w1_d164e15866
Weiß,	w3_d164e15869
Herrschaftlichen	w5_d164e15872
Untertha	w7_d164e15875
von	w1_d164e15881
Bottenstein	w3_d164e15884
gebürtig,	w5_d164e15887
und	w7_d164e15890
Baaderge	w9_d164e15893
sellen	w1_d164e15898
hiemit	w3_d164e15901
anzuzeigen:	w5_d164e15904
Es	w7_d164e15907
seye	w9_d164e15910
auf	w11_d164e15913
An	w13_d164e15917
langen	w1_d164e15922
Hrn.	w3_d164e15925
Johann	w5_d164e15928
Ferdinand	w7_d164e15931
v.	w9_d164e15934
Schmied	w11_d164e15937
berg	w1_d164e15942
in	w3_d164e15945
puncto	w5_d164e15948
Erfolglassung	w7_d164e15951
seines	w9_d164e15954
Wei	w11_d164e15957
ßens	w1_d164e15963
bey	w3_d164e15966
der	w5_d164e15969
Herrschaft	w7_d164e15972
Gainfahren	w9_d164e15975
annoch	w11_d164e15978
ligenden	w1_d164e15983
Erb=guts	w3_d164e15986
eine	w5_d164e15989
Tagsatzung	w7_d164e15992
auf	w9_d164e15995
den	w11_d164e15998
31.	w1_d164e16003
künftigen	w3_d164e16006
Monats	w5_d164e16009
Augusti	w7_d164e16012
Nachmittags	w9_d164e16015
præcisé	w1_d164e16020
um	w3_d164e16023
3.	w5_d164e16026
Uhr	w7_d164e16029
bey	w9_d164e16032
mir	w11_d164e16035
Judice	w13_d164e16039
Dele-	w15_d164e16042
gato	w1_d164e16048
in	w3_d164e16051
meinem	w5_d164e16054
auf	w7_d164e16057
dem	w9_d164e16060
alten	w11_d164e16063
Fleisch=markt	w13_d164e16067
im	w1_d164e16072
Streitfortischen	w3_d164e16075
Haus	w5_d164e16078
im	w7_d164e16081
2ten	w9_d164e16084
Stock	w11_d164e16087
habenden	w1_d164e16092
Hof=quartier	w3_d164e16095
entweders	w5_d164e16098
für	w7_d164e16101
sich	w9_d164e16104
persönlich,	w1_d164e16109
oder	w3_d164e16112
durch	w5_d164e16115
einen	w7_d164e16118
genugsam	w9_d164e16121
Gevollmächtigten	w1_d164e16127
also	w3_d164e16130
gewiß	w5_d164e16133
zu	w7_d164e16136
erscheinen	w9_d164e16139
</p>
<list id="l8_d164e16150">
Jnd	w1_d164e16154
Löw,	w3_d164e16157
in	w5_d164e16160
der	w7_d164e16163
Juden=begräbnus,	w9_d164e16166
alt	w11_d164e16169
32.	w13_d164e16173
J.	w15_d164e16176
</list>
<p id="p12_d164e16183">
unkräftig	w1_d164e16187
geachtet	w3_d164e16190
werden	w5_d164e16193
sollen.	w7_d164e16196
Actum	w9_d164e16199
Wien	w1_d164e16204
den	w3_d164e16207
6.	w5_d164e16210
Aprilis	w7_d164e16213
1757.	w9_d164e16216
</p>
<head id="h2_d164e16222">
EDICT.	w1_d164e16226
</head>
<p id="p4_d164e16229">
angeordnet	w1_d164e16233
worden,	w3_d164e16236
als	w5_d164e16239
in	w7_d164e16242
dem	w9_d164e16245
Widrigen	w11_d164e16248
die	w1_d164e16253
Nohtdurft	w3_d164e16256
in	w5_d164e16259
contumaciam	w7_d164e16262
angehöret,	w9_d164e16265
und	w1_d164e16270
was	w3_d164e16273
Rechtens	w5_d164e16276
ist,	w7_d164e16279
vorgekehret	w9_d164e16282
werden	w11_d164e16285
solle.	w1_d164e16291
Wornach	w3_d164e16294
er	w5_d164e16297
sich	w7_d164e16300
zu	w9_d164e16303
richten,	w11_d164e16306
und	w13_d164e16310
vor	w15_d164e16313
Schaden	w1_d164e16318
zu	w3_d164e16321
hüten	w5_d164e16324
wissen	w7_d164e16327
wird.	w9_d164e16330
Den	w11_d164e16333
27.	w13_d164e16337
Junii	w1_d164e16342
1757.	w3_d164e16345
</p>
<p id="p8_d164e16387">
Jch	w1_d164e16391
Johann	w3_d164e16394
Wilhelm	w5_d164e16397
des	w7_d164e16400
Heil.	w9_d164e16403
Röm.	w11_d164e16406
Reichs	w1_d164e16411
Fürst	w3_d164e16414
Trautson,	w5_d164e16417
Freyherr	w7_d164e16420
zu	w9_d164e16423
Spre	w11_d164e16426
chen	w1_d164e16431
und	w3_d164e16434
Schroffenstein,	w5_d164e16437
Ritter	w7_d164e16440
des	w9_d164e16443
golde	w11_d164e16446
nen	w1_d164e16452
Vliesses,	w3_d164e16455
Jhrer	w5_d164e16458
Kaiserl.	w7_d164e16461
Königl.	w9_d164e16464
Maj.	w11_d164e16467
würkl.	w1_d164e16472
geheimer	w3_d164e16475
Raht,	w5_d164e16478
obrister	w7_d164e16481
Hof=meister,	w9_d164e16484
und	w1_d164e16489
Land=marschall	w3_d164e16492
in	w5_d164e16495
Oesterreich	w7_d164e16498
unter	w9_d164e16501
der	w11_d164e16504
Enus,	w1_d164e16509
entbiete	w3_d164e16512
N.	w5_d164e16515
allen	w7_d164e16518
und	w9_d164e16521
jeden,	w11_d164e16524
welche	w13_d164e16528
bey	w1_d164e16534
dem	w3_d164e16537
in	w5_d164e16540
V.	w7_d164e16543
O.	w9_d164e16546
W.	w11_d164e16549
W.	w13_d164e16553
gelegenen	w15_d164e16556
Fiali	w17_d164e16559
schen	w1_d164e16564
Gut	w3_d164e16567
Rittersfeld,	w5_d164e16570
entweder	w7_d164e16573
in	w9_d164e16576
petito-	w11_d164e16579
rio	w1_d164e16584
vel	w3_d164e16587
possessorio,	w5_d164e16590
aut	w7_d164e16593
quocunque	w9_d164e16596
de-	w11_d164e16599
mum	w1_d164e16604
alio	w3_d164e16607
titulo	w5_d164e16610
intereßiret,	w7_d164e16613
und	w9_d164e16616
darzu	w11_d164e16619
Sprüch	w1_d164e16625
und	w3_d164e16628
Auforderungen	w5_d164e16631
haben,	w7_d164e16634
oder	w9_d164e16637
zu	w1_d164e16642
haben	w3_d164e16645
vermeinen,	w5_d164e16648
meinen	w7_d164e16651
respective	w9_d164e16654
Dienst	w11_d164e16657
in	w1_d164e16662
guten	w3_d164e16665
Willen	w5_d164e16668
zuvor,	w7_d164e16671
und	w9_d164e16674
füge	w11_d164e16677
euch	w13_d164e16681
hie	w15_d164e16684
mit	w1_d164e16689
zu	w3_d164e16692
vernehmen;	w5_d164e16695
</p>
<p id="p10_d164e16698">
Wir	w1_d164e16702
Burgermeister,	w3_d164e16705
Amts=verwalter	w5_d164e16708
und	w7_d164e16711
Raht	w1_d164e16716
der	w3_d164e16719
Kaiserl.	w5_d164e16722
Königl.	w7_d164e16725
Haupt	w9_d164e16728
und	w11_d164e16731
Resi	w13_d164e16735
denz=stadt	w1_d164e16740
Wien,	w3_d164e16743
geben	w5_d164e16746
hiemit	w7_d164e16749
denen,	w9_d164e16752
so	w11_d164e16755
es	w1_d164e16761
zu	w3_d164e16764
wissen	w5_d164e16767
nöhtig,	w7_d164e16770
zu	w9_d164e16773
vernehmen:	w11_d164e16776
Es	w13_d164e16780
habe	w15_d164e16783
uns	w1_d164e16788
Weyl.	w3_d164e16791
Hrn.	w5_d164e16794
Johann	w7_d164e16797
Schreibers,	w9_d164e16800
einer	w11_d164e16803
Hochlöbl.	w1_d164e16808
N.	w3_d164e16811
Oe.	w5_d164e16814
Regierung	w7_d164e16817
gewesten	w9_d164e16820
Secre	w11_d164e16823
tarii	w1_d164e16828
seel.	w3_d164e16831
hinterlassene	w5_d164e16834
Ehe=consortin	w7_d164e16837
Frau	w9_d164e16840
Francisca	w1_d164e16846
Maria,	w3_d164e16849
nunmehro	w5_d164e16852
verehlichte	w7_d164e16855
Erndlin	w1_d164e16860
Administratorio	w3_d164e16863
Nomine	w5_d164e16866
und	w7_d164e16869
Sa=e	w9_d164e16872
tzes=innhaberin	w1_d164e16877
auf	w3_d164e16880
der	w5_d164e16883
nächst	w7_d164e16886
dem	w9_d164e16889
hohen	w11_d164e16892
Markt	w1_d164e16897
/	w3_d164e16900
zum	w5_d164e16903
blauen	w7_d164e16906
Krebsen	w9_d164e16909
benamsten	w11_d164e16912
Jude	w13_d164e16916
mutischen	w1_d164e16922
Behausung	w3_d164e16925
angezeiget,	w5_d164e16928
was	w7_d164e16931
gestalteni	w9_d164e16934
auf	w1_d164e16939
erst	w3_d164e16942
berührter	w5_d164e16945
Behausung	w7_d164e16948
nachfolgend	w9_d164e16951
5.	w1_d164e16956
Satz=posten,	w3_d164e16959
als	w5_d164e16962
de	w7_d164e16965
dato	w9_d164e16968
20sten	w11_d164e16971
August.	w13_d164e16975
1726.	w1_d164e16980
pr.	w3_d164e16983
76.	w5_d164e16986
fl.	w7_d164e16989
auf	w9_d164e16992
weyl.	w11_d164e16995
Jacob	w13_d164e16999
Kriegsla	w15_d164e17002
chers	w1_d164e17008
seel.	w3_d164e17011
Erben,	w5_d164e17014
de	w7_d164e17017
dato	w9_d164e17020
10ten	w11_d164e17023
Julii	w13_d164e17027
172.	w15_d164e17030
pr.	w1_d164e17035
500.	w3_d164e17038
fl.	w5_d164e17041
auf	w7_d164e17044
Paul	w9_d164e17047
Lechner,	w11_d164e17050
de	w13_d164e17054
dato	w15_d164e17057
17ten	w17_d164e17060
Decembr.	w1_d164e17065
1727.	w3_d164e17068
pr.	w5_d164e17071
200.	w7_d164e17074
fl.	w9_d164e17077
auf	w11_d164e17080
Georg	w13_d164e17084
Mayr;	w1_d164e17089
de	w3_d164e17092
dato	w5_d164e17095
15ten	w7_d164e17098
Julii	w9_d164e17101
1728.	w11_d164e17104
pr.	w13_d164e17108
178.	w15_d164e17111
fl.	w1_d164e17117
49.	w3_d164e17120
ein	w5_d164e17123
halben	w7_d164e17126
kr.	w9_d164e17129
auf	w11_d164e17132
Adam	w13_d164e17136
Goldhann,	w15_d164e17139
und	w1_d164e17144
endlich	w3_d164e17147
de	w5_d164e17150
dato	w7_d164e17153
4ten	w9_d164e17156
Augusti	w11_d164e17159
1730.	w13_d164e17163
pr.	w15_d164e17166
184.	w1_d164e17171
fl.	w3_d164e17174
44.	w5_d164e17177
kr.	w7_d164e17180
auf	w9_d164e17183
Heinrich	w11_d164e17186
Schlappen	w13_d164e17190
lau	w15_d164e17193
tend	w1_d164e17198
in	w3_d164e17201
debité	w5_d164e17204
&	w7_d164e17207
sinè	w9_d164e17210
causa	w11_d164e17213
hafteten,	w13_d164e17217
und	w15_d164e17220
dahero	w1_d164e17226
um	w3_d164e17229
derenselben	w5_d164e17232
Caßirung	w7_d164e17235
bey	w9_d164e17238
uns	w11_d164e17241
angelanget.	w1_d164e17246
</p>
<p id="p12_d164e17250">
Es	w1_d164e17254
habe	w3_d164e17257
bey	w5_d164e17260
dem	w7_d164e17263
mir	w9_d164e17266
allergnädigst	w11_d164e17269
an	w13_d164e17273
vertrauten	w1_d164e17278
Land=marschallischen	w3_d164e17281
Gericht	w5_d164e17284
der	w7_d164e17287
gerichtlich	w1_d164e17292
verordnete	w3_d164e17295
Joseph	w5_d164e17298
Fialische	w7_d164e17301
Cu	w9_d164e17304
rator	w1_d164e17310
ad	w3_d164e17313
lites	w5_d164e17316
Martin	w7_d164e17319
Clementschitz	w9_d164e17322
J.	w11_d164e17325
U.	w13_d164e17329
D.	w15_d164e17332
auch	w1_d164e17337
Hof	w3_d164e17340
und	w5_d164e17343
Gerichts=advocat	w7_d164e17346
schriftlich	w9_d164e17349
angebracht,	w1_d164e17354
welcher	w3_d164e17357
gestalten	w5_d164e17360
er	w7_d164e17363
bemeldetes	w9_d164e17366
Gut	w1_d164e17371
Rittersfeld,	w3_d164e17374
samt	w5_d164e17377
allen	w7_d164e17380
An	w9_d164e17383
und	w11_d164e17386
Zu	w13_d164e17390
gehörungen	w1_d164e17396
dem	w3_d164e17399
Hrn.	w5_d164e17402
Bartholomäo	w7_d164e17405
Frey	w9_d164e17408
herrn	w1_d164e17413
von	w3_d164e17416
Tinti	w5_d164e17419
käuflich	w7_d164e17422
überlassen,	w9_d164e17425
und	w11_d164e17428
dem	w13_d164e17432
selben	w1_d164e17437
die	w3_d164e17440
Lands=bräuchige	w5_d164e17443
Schirmung	w7_d164e17446
stipu	w9_d164e17449
liret	w1_d164e17454
hätte,	w3_d164e17457
diesemnach	w5_d164e17460
gehorsamlich	w7_d164e17463
gebet	w9_d164e17466
ten,	w1_d164e17472
ich	w3_d164e17475
geruhete	w5_d164e17478
das	w7_d164e17481
gewöhnliche	w9_d164e17484
Schir	w11_d164e17487
mungs=edict	w1_d164e17492
bey	w3_d164e17495
der	w5_d164e17498
Canzley	w7_d164e17501
ausfertigen	w9_d164e17504
zu	w1_d164e17509
lassen.	w3_d164e17512
Als	w5_d164e17515
ist	w7_d164e17518
im	w9_d164e17521
Namen	w11_d164e17524
Jhrer	w13_d164e17528
Kaiserl.	w15_d164e17531
Königl.	w1_d164e17536
Maj.	w3_d164e17539
unserer	w5_d164e17542
Allergnädigsten	w7_d164e17545
Frauen	w9_d164e17548
mein	w1_d164e17554
Befehl,	w3_d164e17557
daß	w5_d164e17560
der	w7_d164e17563
oder	w9_d164e17566
die	w11_d164e17569
jenige,	w13_d164e17573
welche	w15_d164e17576
an	w1_d164e17581
mehr	w3_d164e17584
bemeldeten	w5_d164e17587
Gut	w7_d164e17590
Rittersfeld	w9_d164e17593
samt	w11_d164e17596
allen	w1_d164e17601
Appertinentien,	w3_d164e17604
Sprüch	w5_d164e17607
und	w7_d164e17610
Anfor	w9_d164e17613
derungen	w1_d164e17618
haben,	w3_d164e17621
oder	w5_d164e17624
zu	w7_d164e17627
haben	w9_d164e17630
vermeinen	w11_d164e17633
solche	w1_d164e17639
in	w3_d164e17642
dem	w5_d164e17645
vermög	w7_d164e17648
der	w9_d164e17651
ergangenen	w11_d164e17654
aller	w13_d164e17658
gnädigsten	w1_d164e17663
Kaiserl.	w3_d164e17666
Resolution	w5_d164e17669
nach	w7_d164e17672
Affigi	w9_d164e17675
rung	w1_d164e17680
dieses	w3_d164e17683
Edicts	w5_d164e17686
peremptorie	w7_d164e17689
angesetzten	w9_d164e17692
Termin	w1_d164e17697
pr.	w3_d164e17700
3.	w5_d164e17703
Jahr	w7_d164e17706
18.	w9_d164e17709
Wochen,	w11_d164e17712
gewiß	w13_d164e17716
bey	w1_d164e17722
diesem	w3_d164e17725
Gericht	w5_d164e17728
vor	w7_d164e17731
und	w9_d164e17734
anbringen,	w11_d164e17737
wi	w13_d164e17741
drigen	w1_d164e17746
falls	w3_d164e17749
nach	w5_d164e17752
dessen	w7_d164e17755
Verfliessung	w9_d164e17758
keiner	w11_d164e17761
mehr	w1_d164e17766
gehöret,	w3_d164e17769
sondern	w5_d164e17772
all	w7_d164e17775
und	w9_d164e17778
jeden	w11_d164e17781
das	w13_d164e17785
ewige	w1_d164e17790
Stillschweigen	w3_d164e17793
auferlegt	w5_d164e17796
seyn	w7_d164e17799
solle.	w9_d164e17802
An	w1_d164e17808
deme	w3_d164e17811
beschihet	w5_d164e17814
allerhöchst=besagt=Jhrer	w7_d164e17817
Kaiserl.	w1_d164e17822
Königl.	w3_d164e17825
Maj.	w5_d164e17828
gnädigster	w7_d164e17831
Willen	w9_d164e17834
und	w11_d164e17837
Meinung.	w1_d164e17842
Wien	w3_d164e17845
den	w5_d164e17848
18.	w7_d164e17851
Junii	w9_d164e17854
1757.	w11_d164e17857
</p>
<p id="p14_d164e17860">
Wann	w1_d164e17864
nun	w3_d164e17867
wir	w5_d164e17870
über	w7_d164e17873
die	w9_d164e17876
bey	w11_d164e17879
Gemeiner	w13_d164e17883
Stadt	w1_d164e17888
Grund=buch	w3_d164e17891
vorläuffig	w5_d164e17894
gepflogene	w7_d164e17897
Untersuchung,	w1_d164e17902
in	w3_d164e17905
dieses	w5_d164e17908
Gesuch	w7_d164e17911
untern	w9_d164e17914
30ten	w11_d164e17917
Martii	w1_d164e17923
letzthin	w3_d164e17926
auch	w5_d164e17929
gewilliget;	w7_d164e17932
Als	w9_d164e17935
wer	w11_d164e17938
ben	w1_d164e17943
obermeldete	w3_d164e17946
Satz=innhabere,	w5_d164e17949
derensel	w7_d164e17952
ben	w1_d164e17957
Erben,	w3_d164e17960
oder	w5_d164e17963
auch	w7_d164e17966
jene,	w9_d164e17969
so	w11_d164e17972
zu	w13_d164e17976
gedachten	w15_d164e17979
Sätzen	w1_d164e17984
einiges	w3_d164e17987
Recht	w5_d164e17990
haben,	w7_d164e17993
oder	w9_d164e17996
zu	w11_d164e17999
haben	w13_d164e18003
vermeinen,	w1_d164e18009
von	w3_d164e18012
heut	w5_d164e18015
gesetztem	w7_d164e18018
Dato	w9_d164e18021
an,	w11_d164e18024
in	w13_d164e18028
ner	w1_d164e18033
Jahr,	w3_d164e18036
6.	w5_d164e18039
Wochen,	w7_d164e18042
und	w9_d164e18045
3.	w11_d164e18048
Tägen	w13_d164e18052
bey	w15_d164e18055
un	w17_d164e18058
ser,	w1_d164e18063
und	w3_d164e18066
Gemeiner	w5_d164e18069
Stadt	w7_d164e18072
Grund=buch	w9_d164e18075
also	w11_d164e18078
gewiß	w1_d164e18083
zu	w3_d164e18086
erscheinen,	w5_d164e18089
und	w7_d164e18092
sich	w9_d164e18095
zu	w11_d164e18098
legitimiren	w13_d164e18102
ha	w15_d164e18105
ben,	w1_d164e18111
wie	w3_d164e18114
im	w5_d164e18117
widrigen	w7_d164e18120
nach	w9_d164e18123
Verstreichung	w11_d164e18126
sotha	w13_d164e18130
nen	w1_d164e18135
Termins,	w3_d164e18138
niem	w5_d164e18141
und	w7_d164e18144
mehr	w9_d164e18147
angehöret,	w11_d164e18150
besag	w13_d164e18154
te	w1_d164e18159
Sätzecaßiret,	w3_d164e18162
und	w5_d164e18165
für	w7_d164e18168
null,	w9_d164e18171
nichtig,	w11_d164e18174
und	w13_d164e18178
</p>
<head id="h4_d164e18194">
ED10T.	w1_d164e18198
</head>
<p id="p6_d164e18201">
Unter	w1_d164e18205
der	w3_d164e18208
Hoch=gräflichen	w5_d164e18211
Aichpichlischen	w7_d164e18214
Herrschaft	w1_d164e18219
Sitzenberg	w3_d164e18222
im	w5_d164e18225
Viertel	w7_d164e18228
Ober	w9_d164e18231
Wiener=wald	w1_d164e18236
in	w3_d164e18239
Tulner=boden,	w5_d164e18242
ist	w7_d164e18245
ein	w9_d164e18248
gutes	w11_d164e18251
Bräu=haus	w1_d164e18257
samt	w3_d164e18260
aller	w5_d164e18263
Zugehör	w7_d164e18266
und	w9_d164e18269
Gerech	w11_d164e18272
tigkeit,	w1_d164e18277
mit	w3_d164e18280
oder	w5_d164e18283
ohne	w7_d164e18286
Grund=stücken	w9_d164e18289
zu	w11_d164e18292
ver	w13_d164e18296
lassen,	w1_d164e18301
oder	w3_d164e18304
zu	w5_d164e18307
verkauffen;	w7_d164e18310
wer	w9_d164e18313
dieses	w11_d164e18316
Ge	w13_d164e18320
werb	w1_d164e18325
an	w3_d164e18328
sich	w5_d164e18331
bringen	w7_d164e18334
wollte,	w9_d164e18337
der	w11_d164e18340
hat	w13_d164e18344
von	w15_d164e18347
An	w17_d164e18350
fangs	w1_d164e18356
Julii	w3_d164e18359
gegenwärtigen	w5_d164e18362
Jahrs	w7_d164e18365
bey	w9_d164e18368
dasi	w11_d164e18371
ger	w1_d164e18376
Herrschafts=canzley	w3_d164e18379
das	w5_d164e18382
weitere	w7_d164e18385
einzu	w9_d164e18388
holen,	w1_d164e18393
und	w3_d164e18396
in	w5_d164e18399
Richtigkeit	w7_d164e18402
zu	w9_d164e18405
bringen.	w11_d164e18408
</p>
<head id="h2_d164e18414">
EDICT.	w1_d164e18418
</head>
<p id="p4_d164e18421">
Jch	w1_d164e18425
Johann	w3_d164e18428
Wilhelm	w5_d164e18431
des	w7_d164e18434
Heil.	w9_d164e18437
Röm.	w11_d164e18440
Reichs	w1_d164e18445
Fürst	w3_d164e18448
Trautsohn	w5_d164e18451
zu	w7_d164e18454
Falkenstein	w9_d164e18457
Frey	w11_d164e18460
herr	w1_d164e18465
zu	w3_d164e18468
Sprechen	w5_d164e18471
und	w7_d164e18474
Schrofenstein,	w9_d164e18477
Riter	w11_d164e18480
des	w1_d164e18486
goldenen	w3_d164e18489
Vliesses,	w5_d164e18492
Jhrer	w7_d164e18495
Kaiserl.	w9_d164e18498
Königl.	w11_d164e18501
Maj.	w1_d164e18506
würklich	w3_d164e18509
geheimer	w5_d164e18512
Raht,	w7_d164e18515
obrister	w9_d164e18518
Hof	w11_d164e18521
meister,	w1_d164e18526
und	w3_d164e18529
Land=marschall	w5_d164e18532
in	w7_d164e18535
Oesterreich	w9_d164e18538
unter	w1_d164e18543
der	w3_d164e18546
Ens	w5_d164e18549
entbiete	w7_d164e18552
N.	w9_d164e18555
allen	w11_d164e18558
denen,	w13_d164e18562
welche	w15_d164e18565
entweder	w1_d164e18571
in	w3_d164e18574
petitorio	w5_d164e18577
aut	w7_d164e18580
possessorio,	w9_d164e18583
vel	w11_d164e18586
quocunque	w1_d164e18591
demum	w3_d164e18594
titulo	w5_d164e18597
bey	w7_d164e18600
der	w9_d164e18603
in	w11_d164e18606
V.	w13_d164e18610
O.	w1_d164e18615
W.	w3_d164e18618
W.	w5_d164e18621
gelegenen	w7_d164e18624
Gräfl.	w9_d164e18627
St.	w11_d164e18630
Julien.	w13_d164e18634
Herrschafts	w1_d164e18639
Niederwalsee,	w3_d164e18642
intereßiret,	w5_d164e18645
und	w7_d164e18648
darzu	w1_d164e18654
Sprüch	w3_d164e18657
und	w5_d164e18660
Anforderungen	w7_d164e18663
haben	w9_d164e18666
oder	w11_d164e18669
zu	w1_d164e18674
haben	w3_d164e18677
vermeinen,	w5_d164e18680
meinen	w7_d164e18683
respectlve	w9_d164e18686
Dienst	w11_d164e18689
