<doc id="wr_1758-03-22" attrs="word" year="1758" month="03" day="22" corpus="2">
<head id="h2_d228e3161">
Aleppo	w1_d228e3165
bedürftig	w9_d228e21323
seynd.	w11_d228e21326
Auch	w1_d228e21331
machet	w3_d228e21334
er	w5_d228e21337
die	w7_d228e21340
besten	w9_d228e21343
Anstalten,	w11_d228e21346
die	w13_d228e21350
un	w15_d228e21353
seren	w1_d228e21358
Trupen	w3_d228e21361
in	w5_d228e21364
Freundes=landen	w7_d228e21367
geleistete	w9_d228e21370
Dienste	w1_d228e21376
wiederum	w3_d228e21379
gut	w5_d228e21382
zu	w7_d228e21385
thun,	w9_d228e21388
und	w11_d228e21391
bey	w13_d228e21395
allem,	w15_d228e21398
was	w1_d228e21403
wir	w3_d228e21406
aus	w5_d228e21409
denen	w7_d228e21412
eroberten	w9_d228e21415
Landen	w11_d228e21418
ziehen,	w13_d228e21422
eine	w1_d228e21427
vollständige	w3_d228e21430
Oeconomie	w5_d228e21433
einzuführen.	w7_d228e21436
Ausserdem	w1_d228e21441
wird	w3_d228e21444
sich	w5_d228e21447
dieser	w7_d228e21450
Herr	w9_d228e21453
auf	w11_d228e21456
das	w13_d228e21460
äus	w15_d228e21463
serste	w1_d228e21469
angelegen	w3_d228e21472
seyn	w5_d228e21475
lassen,	w7_d228e21478
unsere	w9_d228e21481
Armeen	w11_d228e21484
mit	w1_d228e21489
allem	w3_d228e21492
Benöhtigten	w5_d228e21495
zu	w7_d228e21498
versehen,	w9_d228e21501
um	w11_d228e21504
die	w13_d228e21508
</p>
<p id="p10_d228e21521">
Ehre	w1_d228e21525
der	w3_d228e21528
Nation	w5_d228e21531
zu	w7_d228e21534
behaupten.	w9_d228e21537
Zu	w11_d228e21540
eben	w13_d228e21544
der	w15_d228e21547
Aufmerks	w1_d228e21552
amkeit	w3_d228e21555
auf	w5_d228e21558
das	w7_d228e21561
Kriehö=deparktem	w9_d228e21564
it	w11_d228e21567
gerichtet	w1_d228e21572
haben,	w3_d228e21575
seynd	w5_d228e21578
Selbe	w7_d228e21581
nicht	w9_d228e21584
weniger	w11_d228e21587
mit	w1_d228e21593
denen	w3_d228e21596
auswärtigen	w5_d228e21599
Affairen	w7_d228e21602
beschäfti	w9_d228e21605
get.	w1_d228e21610
Bey	w3_d228e21613
allem	w5_d228e21616
diesen	w7_d228e21619
wird	w9_d228e21622
der	w11_d228e21625
Krieg	w13_d228e21629
zur	w15_d228e21632
See	w1_d228e21637
mit	w3_d228e21640
denen	w5_d228e21643
Engländern	w7_d228e21646
nicht	w9_d228e21649
aus	w11_d228e21652
denen	w13_d228e21656
Augen	w1_d228e21661
gesetzet;	w3_d228e21664
und	w5_d228e21667
so	w7_d228e21670
gewaltig	w9_d228e21673
auch	w11_d228e21676
die	w13_d228e21680
Engländer	w1_d228e21686
ihre	w3_d228e21689
Zurüstungen	w5_d228e21692
ausschreyen,	w7_d228e21695
so	w9_d228e21698
hoffen	w1_d228e21703
wir	w3_d228e21706
doch,	w5_d228e21709
sie	w7_d228e21712
werde	w9_d228e21715
vielleicht	w11_d228e21718
ein	w13_d228e21722
und	w15_d228e21725
anderer	w1_d228e21730
unserer	w3_d228e21733
Zurüstung	w5_d228e21736
wider	w7_d228e21739
sie	w9_d228e21742
nicht	w11_d228e21745
gleich	w1_d228e21750
kommen.	w3_d228e21753
Der	w5_d228e21756
Hr.	w7_d228e21759
Marquis	w9_d228e21762
von	w11_d228e21765
Paul	w13_d228e21769
my,	w1_d228e21775
Minister	w3_d228e21778
bey	w5_d228e21781
dem	w7_d228e21784
Departement	w9_d228e21787
deren	w11_d228e21790
Kriegs=affairen,	w1_d228e21795
hat	w3_d228e21798
wegen	w5_d228e21801
der	w7_d228e21804
Schwäche	w9_d228e21807
seiner	w1_d228e21812
Gesundheit,	w3_d228e21815
die	w5_d228e21818
ihm	w7_d228e21821
nicht	w9_d228e21824
mehr	w11_d228e21827
erlau	w13_d228e21831
ben	w1_d228e21836
will,	w3_d228e21839
die	w5_d228e21842
Last	w7_d228e21845
eines	w9_d228e21848
so	w11_d228e21851
wichtigen	w13_d228e21855
Posten	w15_d228e21858
zu	w1_d228e21864
tragen,	w3_d228e21867
um	w5_d228e21870
seine	w7_d228e21873
Erlassung	w9_d228e21876
gebetten:	w11_d228e21879
und	w13_d228e21883
Se	w1_d228e21888
Majest.	w3_d228e21891
haben	w5_d228e21894
zwar	w7_d228e21897
gewilliget,	w9_d228e21900
jedoch	w11_d228e21903
ih	w13_d228e21907
me	w1_d228e21912
zugleich	w3_d228e21915
zu	w5_d228e21918
verstehen	w7_d228e21921
gegeben,	w9_d228e21924
daß	w11_d228e21927
sie	w13_d228e21931
der	w15_d228e21934
me	w1_d228e21939
ungeachtet	w3_d228e21942
fortfahren	w5_d228e21945
würden,	w7_d228e21948
sich	w9_d228e21951
seine	w11_d228e21954
Talenten	w1_d228e21960
und	w3_d228e21963
Einsichten	w5_d228e21966
zu	w7_d228e21969
Nutze	w9_d228e21972
zu	w11_d228e21975
machen.	w13_d228e21979
</p>
<p id="p12_d228e21983">
Jn	w1_d228e21987
dem	w3_d228e21990
privil.	w5_d228e21993
allhiesigen	w7_d228e21996
Zeitungs=verlag,	w9_d228e21999
und	w1_d228e22004
in	w3_d228e22007
der	w5_d228e22010
Monatischen	w7_d228e22013
Buchhandlung	w9_d228e22016
ist	w11_d228e22019
das	w13_d228e22023
vierte	w1_d228e22028
Stuck	w3_d228e22031
der	w5_d228e22034
vollständigen	w7_d228e22037
Beantwortung	w9_d228e22040
Preußischer	w1_d228e22046
Schriften	w3_d228e22049
unter	w5_d228e22052
dem	w7_d228e22055
Titul	w9_d228e22058
zu	w11_d228e22061
ha	w13_d228e22065
ben:	w1_d228e22070
Ausführliche	w3_d228e22073
Beantwortung	w5_d228e22076
des	w1_d228e22081
Send=schreibens	w3_d228e22084
eines	w5_d228e22087
Reisen	w7_d228e22090
den,	w1_d228e22095
der	w3_d228e22098
sich	w5_d228e22101
jetzo	w7_d228e22104
in	w9_d228e22107
Danzig	w11_d228e22110
auf	w13_d228e22114
hält,	w1_d228e22120
welches	w3_d228e22123
kurz	w5_d228e22126
nach	w7_d228e22129
dem	w9_d228e22132
kund	w11_d228e22135
gemachten	w1_d228e22140
Memoire	w3_d228e22143
raisonné,	w5_d228e22146
als	w7_d228e22149
dessen	w9_d228e22152
weitere	w1_d228e22157
Fortsetzung	w3_d228e22160
zu	w5_d228e22163
Gunsten	w7_d228e22166
des	w9_d228e22169
Berliner=hofes,	w1_d228e22174
wegen	w3_d228e22177
der	w5_d228e22180
Recht	w7_d228e22183
fertigung	w1_d228e22189
des	w3_d228e22192
angefangenen	w5_d228e22195
gegen	w7_d228e22198
wärtigen	w1_d228e22203
Krieges	w3_d228e22206
gegen	w5_d228e22209
das	w7_d228e22212
Erz	w9_d228e22215
haus,	w1_d228e22220
und	w3_d228e22223
des	w5_d228e22226
Betragens	w7_d228e22229
gegen	w9_d228e22232
das	w1_d228e22237
Chur=haus	w3_d228e22240
Sachsen,	w5_d228e22243
unter	w7_d228e22246
dem	w1_d228e22252
Original=titul:	w3_d228e22255
Leitre	w5_d228e22258
d'un	w7_d228e22261
Voya	w9_d228e22264
getr	w1_d228e22269
actuellement	w3_d228e22272
à	w5_d228e22275
Dauzig,	w7_d228e22278
à	w9_d228e22281
un	w11_d228e22284
ami	w13_d228e22288
de	w15_d228e22291
Stral-	w17_d228e22294
sund	w1_d228e22299
sur	w3_d228e22302
la	w5_d228e22305
guerre,	w7_d228e22308
qui	w9_d228e22311
vient	w11_d228e22314
des	w13_d228e22318
allumer	w15_d228e22321
dans	w17_d228e22324
l'empire,	w1_d228e22329
erschienen.	w3_d228e22332
Der	w5_d228e22335
Preiß	w7_d228e22338
auf	w9_d228e22341
Druck	w11_d228e22344
papier	w1_d228e22350
ist	w3_d228e22353
34.	w5_d228e22356
Kr.	w7_d228e22359
auf	w9_d228e22362
Schreib=papier	w11_d228e22365
40.	w13_d228e22369
Kr.	w15_d228e22372
Eben	w1_d228e22377
daselbst	w3_d228e22380
sind	w5_d228e22383
auch	w7_d228e22386
noch	w9_d228e22389
die	w11_d228e22392
vorher	w13_d228e22396
</p>
<p id="p14_d228e22399">
gehende	w1_d228e22403
Beantwortungs=stücke,	w3_d228e22406
und	w5_d228e22409
ein	w7_d228e22412
je	w9_d228e22415
des	w1_d228e22420
sowol	w3_d228e22423
einz	w5_d228e22426
in	w7_d228e22429
als	w9_d228e22432
auch	w11_d228e22435
zusammen,	w13_d228e22439
zu	w15_d228e22442
bekommen.	w1_d228e22447
Alles	w3_d228e22450
ist	w5_d228e22453
nunmehro	w7_d228e22456
in	w9_d228e22459
denen	w11_d228e22462
4.	w13_d228e22466
Widerlegungs=stücken	w1_d228e22472
völlig	w3_d228e22475
ausgefertiget,	w5_d228e22478
davon	w1_d228e22483
der	w3_d228e22486
General=titul	w5_d228e22489
ist:	w7_d228e22492
Vollstän	w9_d228e22495
dige	w1_d228e22500
Beantwortung	w3_d228e22503
der	w5_d228e22506
Preußische	w7_d228e22509
</p>
<p id="p16_d228e22512">
Haupt=staats=schriften,	w1_d228e22516
welche	w3_d228e22519
bey	w1_d228e22524
gegenwärtigen	w3_d228e22527
Kriege	w5_d228e22530
unter	w7_d228e22533
denen	w1_d228e22538
bekannten	w3_d228e22541
Original=tituln:	w5_d228e22544
Exposé	w1_d228e22550
des	w3_d228e22553
Motils	w5_d228e22556
&c.	w7_d228e22559
Pemoire	w9_d228e22562
raisonne	w11_d228e22565
Ge.	w13_d228e22569
und	w1_d228e22574
Lettre	w3_d228e22577
d'unl'oyagen	w5_d228e22580
actuellemen	w7_d228e22583
à	w9_d228e22586
Danxi	w11_d228e22589
6e	w1_d228e22594
erschienen,	w3_d228e22597
deren	w5_d228e22600
Ungrund	w7_d228e22603
aus	w9_d228e22606
unumstoßlichen	w1_d228e22611
Gründen	w3_d228e22614
des	w5_d228e22617
alge	w7_d228e22620
meinen	w1_d228e22626
Völker	w3_d228e22629
und	w5_d228e22632
aus	w7_d228e22635
Tractaten	w9_d228e22638
gezogenen	w1_d228e22643
Europäischen	w3_d228e22646
Staats	w5_d228e22649
rechts	w1_d228e22654
überzeugend	w3_d228e22657
vor	w5_d228e22660
Augen	w7_d228e22663
ge	w9_d228e22666
leget	w1_d228e22671
wird,	w3_d228e22674
nebst	w5_d228e22677
zweyen	w7_d228e22680
besondern	w9_d228e22683
kurz	w1_d228e22689
zusammen=gefasten	w3_d228e22692
Abhand	w5_d228e22695
lungen,	w1_d228e22700
davon	w3_d228e22703
die	w5_d228e22706
erste	w7_d228e22709
die	w9_d228e22712
wesent	w11_d228e22715
liche	w1_d228e22720
Beschaffenheit	w3_d228e22723
des	w5_d228e22726
geheimen	w7_d228e22729
vierten	w1_d228e22734
Artickels	w3_d228e22737
des	w5_d228e22740
zu	w7_d228e22743
Petersburg	w9_d228e22746
im	w1_d228e22752
Jahr	w3_d228e22755
1746.	w5_d228e22758
zwischen	w7_d228e22761
Oesterreich	w9_d228e22764
und	w1_d228e22769
Rußland	w3_d228e22772
geschloßenen	w5_d228e22775
Ver	w7_d228e22778
theidigungs	w1_d228e22783
und	w3_d228e22786
Freundschafts	w5_d228e22789
bundnißes,	w1_d228e22794
die	w3_d228e22797
zweyte	w5_d228e22800
aber	w7_d228e22803
die	w9_d228e22806
Grund=lehre	w1_d228e22812
vom	w3_d228e22815
Convenienzrech	w5_d228e22818
te	w1_d228e22823
und	w3_d228e22826
Kriegs=raison	w5_d228e22829
enthält.	w7_d228e22832
Der	w1_d228e22837
Preiß	w3_d228e22840
des	w5_d228e22843
ganzen	w7_d228e22846
Werks	w9_d228e22849
ist	w11_d228e22852
1.	w13_d228e22856
fl	w15_d228e22859
30.	w17_d228e22862
Kr.	w19_d228e22865
Leben	w1_d228e22870
und	w3_d228e22873
Wunderthaten	w5_d228e22876
des	w7_d228e22879
wundersamen	w9_d228e22882
H.	w1_d228e22888
Johannis	w3_d228e22891
von	w5_d228e22894
GOtt,	w7_d228e22897
Stifters	w9_d228e22900
und	w11_d228e22903
Pa	w13_d228e22907
triarchens	w1_d228e22912
des	w3_d228e22915
H.	w5_d228e22918
Ordens	w7_d228e22921
der	w9_d228e22924
Hospitalität,	w11_d228e22927
oder	w1_d228e22932
sogenannten	w3_d228e22935
Barmherzigen	w5_d228e22938
Brüder,	w7_d228e22941
un	w9_d228e22944
gebunden	w1_d228e22949
pr.	w3_d228e22952
34.	w5_d228e22955
Kr.	w7_d228e22958
</p>
<p id="p18_d228e22961">
Es	w1_d228e22965
wird	w3_d228e22968
hiermit	w5_d228e22971
jedermänniglich	w7_d228e22974
kund	w9_d228e22977
und	w11_d228e22980
zu	w1_d228e22985
wissen	w3_d228e22988
gemacht,	w5_d228e22991
daß	w7_d228e22994
auf	w9_d228e22997
den	w11_d228e23000
4.	w13_d228e23004
künftigen	w15_d228e23007
Monats=tag	w1_d228e23012
Aprilis	w3_d228e23015
Fruhe	w5_d228e23018
um	w7_d228e23021
9.	w9_d228e23024
Uhr	w11_d228e23027
in	w13_d228e23031
dem	w1_d228e23037
Hoch=gr	w3_d228e23040
fl.	w5_d228e23043
Wallseggischen	w7_d228e23046
Markt	w9_d228e23049
Schott	w11_d228e23052
wien	w1_d228e23057
an	w3_d228e23060
der	w5_d228e23063
Steyrischen	w7_d228e23066
Gränze	w9_d228e23069
im	w11_d228e23072
V.	w13_d228e23076
U.	w15_d228e23079
W.	w17_d228e23082
W.	w1_d228e23087
gelegen,	w3_d228e23090
das	w5_d228e23093
Weil.	w7_d228e23096
Andreag	w9_d228e23099
Schumannische	w11_d228e23102
Burgerl.	w1_d228e23107
Gast	w3_d228e23110
und	w5_d228e23113
Wirtshaus	w7_d228e23116
nachgelassene	w1_d228e23122
zum	w1_d228e23127
schwarzen	w3_d228e23130
Adler	w5_d228e23133
genannt,	w7_d228e23136
nebst	w9_d228e23139
dem	w11_d228e23142
im	w13_d228e23146
Kreiß=amt	w1_d228e23151
ligenden,	w3_d228e23154
und	w5_d228e23157
zur	w7_d228e23160
Herrschaft	w9_d228e23163
Clam	w11_d228e23166
unterthänigen	w1_d228e23171
Mayer	w3_d228e23174
hof,	w5_d228e23177
samt	w7_d228e23180
allen	w9_d228e23183
Mobi	w11_d228e23186
lien	w1_d228e23192
und	w3_d228e23195
Effecten,	w5_d228e23198
dann	w7_d228e23201
Wein,	w9_d228e23204
Körner,	w11_d228e23207
Pfer	w13_d228e23211
de,	w1_d228e23216
Rind=viehe,	w3_d228e23219
Fuhr=wägen	w5_d228e23222
und	w7_d228e23225
übrigen	w9_d228e23228
Fahrnussen	w1_d228e23233
plus	w3_d228e23236
offerenti	w5_d228e23239
licitando	w7_d228e23242
ver	w9_d228e23245
kauffet	w1_d228e23250
werde.	w3_d228e23253
Wer	w5_d228e23256
also	w7_d228e23259
dieses	w9_d228e23262
cum	w11_d228e23265
ab	w13_d228e23269
gertinentiis	w1_d228e23275
zu	w3_d228e23278
erkauffen	w5_d228e23281
gedenket,	w7_d228e23284
der	w9_d228e23287
kau	w11_d228e23290
sich	w1_d228e23295
an	w3_d228e23298
ob=bestimmten	w5_d228e23301
Tag	w7_d228e23304
und	w9_d228e23307
Stund	w11_d228e23310
bey	w13_d228e23314
der	w1_d228e23319
dortigen	w3_d228e23322
Herrschafts=canzley	w5_d228e23325
anmelden.	w7_d228e23328
</p>
<list id="l20_d228e23331">
Jch	w1_d228e23335
Johann	w3_d228e23338
Wilhelm	w5_d228e23341
des	w7_d228e23344
heiligen	w9_d228e23347
Röm.	w11_d228e23350
</list>
<p id="p24_d228e23357">
Freyherr	w1_d228e23361
zu	w3_d228e23364
Sprechen,	w5_d228e23367
und	w7_d228e23370
Schroffenstein,	w9_d228e23373
Ritter	w1_d228e23378
des	w3_d228e23381
goldenen	w5_d228e23384
Vlieses,	w7_d228e23387
ihrer	w9_d228e23390
Kaiserl.	w11_d228e23393
Königl.	w1_d228e23398
Majestät	w3_d228e23401
würklich=geheimer	w5_d228e23404
Raht,	w7_d228e23407
Obrister=hof=meister,	w1_d228e23413
und	w3_d228e23416
Land	w5_d228e23419
marschall	w7_d228e23422
in	w9_d228e23425
Oesterreich	w1_d228e23430
unter	w3_d228e23433
der	w5_d228e23436
Ens,	w7_d228e23439
entbiete	w9_d228e23442
dem	w11_d228e23445
Franz	w13_d228e23449
Joseph	w1_d228e23454
Piringer	w3_d228e23457
gewesten	w5_d228e23460
Verwaltern	w7_d228e23463
der	w9_d228e23466
Herrschaft	w1_d228e23471
Schönpichel	w3_d228e23474
meinen	w5_d228e23477
guten	w7_d228e23480
Willen	w9_d228e23483
zuvor,	w1_d228e23489
und	w3_d228e23492
füge	w5_d228e23495
euch	w7_d228e23498
hiemit	w9_d228e23501
zu	w11_d228e23504
vernehmen;	w13_d228e23508
</p>
<p id="p26_d228e23511">
Es	w1_d228e23515
habe	w3_d228e23518
bey	w5_d228e23521
dem	w7_d228e23524
mir	w9_d228e23527
allergnädigst	w11_d228e23530
an	w13_d228e23534
vertrauten	w1_d228e23539
Nieder=Oestreichischen	w3_d228e23542
Landmar	w5_d228e23545
schallischen	w1_d228e23550
Gericht	w3_d228e23553
der	w5_d228e23556
Hoch	w7_d228e23559
und	w9_d228e23562
Wolge	w11_d228e23565
borne	w1_d228e23571
Herr	w3_d228e23574
Johann	w5_d228e23577
Ernst,	w7_d228e23580
Graf	w9_d228e23583
und	w11_d228e23586
Herr	w13_d228e23590
von	w1_d228e23595
Starhemberg	w3_d228e23598
wider	w5_d228e23601
auch	w7_d228e23604
abermahlen	w9_d228e23607
schriftlich	w1_d228e23612
vorgestellet,	w3_d228e23615
welcher	w5_d228e23618
gestalten	w7_d228e23621
ihr	w9_d228e23624
als	w1_d228e23629
auf	w3_d228e23632
seiner	w5_d228e23635
Fidei-commis-herrschaft	w7_d228e23638
Schönpichl	w1_d228e23644
gewester	w3_d228e23647
Verwalter	w5_d228e23650
über	w7_d228e23653
die	w9_d228e23656
euch	w11_d228e23659
bereits	w1_d228e23664
per	w3_d228e23667
Edictum	w5_d228e23670
ad	w7_d228e23673
valvas	w9_d228e23676
intimirte	w11_d228e23679
zweymalige	w1_d228e23684
Collationirungsvorwissensver	w3_d228e23687
ordnungen	w1_d228e23692
auf	w3_d228e23695
die	w5_d228e23698
aus	w7_d228e23701
eurer	w9_d228e23704
pro	w11_d228e23707
Anno	w13_d228e23711
1747.	w15_d228e23714
1748	w1_d228e23720
und	w3_d228e23723
1749.	w5_d228e23726
gelegt	w7_d228e23729
und	w9_d228e23732
von	w11_d228e23735
der	w13_d228e23739
Regentia	w15_d228e23742
revidirten	w1_d228e23747
Rechnungen	w3_d228e23750
hervor	w5_d228e23753
gekommene	w7_d228e23756
Super-mängel,	w1_d228e23761
und	w3_d228e23764
Ausstellungs=posten,	w5_d228e23767
als	w7_d228e23770
auch	w1_d228e23775
über	w3_d228e23778
die	w5_d228e23781
aus	w7_d228e23784
der	w9_d228e23787
vom	w11_d228e23790
1.	w13_d228e23794
Jenner	w15_d228e23797
bis	w17_d228e23800
letzten	w1_d228e23806
Augusti	w3_d228e23809
1750.	w5_d228e23812
gelegten	w7_d228e23815
Rechnung	w9_d228e23818
ausgestelte	w1_d228e23823
Mängel,	w3_d228e23826
cure	w5_d228e23829
Super	w7_d228e23832
und	w9_d228e23835
Er	w11_d228e23838
läuterungen	w1_d228e23843
bis	w3_d228e23846
anhero	w5_d228e23849
nicht	w7_d228e23852
erstattet,	w9_d228e23855
noch	w11_d228e23858
sonsten	w1_d228e23863
etwas	w3_d228e23866
vorgekehret	w5_d228e23869
hättet;	w7_d228e23872
diesemnach	w9_d228e23875
wiederholt	w1_d228e23881
gebetten,	w3_d228e23884
ich	w5_d228e23887
geruhete	w7_d228e23890
nunmehre	w9_d228e23893
in	w1_d228e23898
die	w3_d228e23901
Collationirung	w5_d228e23904
ex	w7_d228e23907
officio	w9_d228e23910
dessen	w11_d228e23913
was	w13_d228e23917
eingekommen,	w1_d228e23922
mit	w3_d228e23925
hernachgehender	w5_d228e23928
Erinnerun	w7_d228e23931
absolute	w1_d228e23936
zu	w3_d228e23939
gewilligen;	w5_d228e23942
und	w7_d228e23945
wie	w9_d228e23948
nun	w11_d228e23951
in	w13_d228e23955
die	w15_d228e23958
ses	w1_d228e23964
Begehren	w3_d228e23967
mit	w5_d228e23970
vorhergehender	w7_d228e23973
nochmali	w9_d228e23976
ger	w1_d228e23981
Erinnerung	w3_d228e23984
verwilliget	w5_d228e23987
worden,	w7_d228e23990
euet	w9_d228e23993
Auffenthalt	w1_d228e23998
aber	w3_d228e24001
dato	w5_d228e24004
unwissend	w7_d228e24007
ist,	w9_d228e24010
mithin	w11_d228e24013
euch	w1_d228e24018
diese	w3_d228e24021
Verordnung	w5_d228e24024
ansonst	w7_d228e24027
üblichermas	w9_d228e24030
sen	w1_d228e24036
nicht	w3_d228e24039
exequiret	w5_d228e24042
werden	w7_d228e24045
kan;	w9_d228e24048
als	w11_d228e24051
wird	w13_d228e24055
auch	w1_d228e24060
solche	w3_d228e24063
mit	w5_d228e24066
hernachgehender	w7_d228e24069
Erinnerung	w9_d228e24072
ex	w1_d228e24077
officio	w3_d228e24080
ergangene	w5_d228e24083
Collationirungsverord	w7_d228e24086
nung	w1_d228e24091
hiemit	w3_d228e24094
durch	w5_d228e24097
dieses	w7_d228e24100
offentliche	w9_d228e24103
Edict	w11_d228e24106
zum	w13_d228e24110
Wissen,	w1_d228e24116
und	w3_d228e24119
Nachricht	w5_d228e24122
intimiret.	w7_d228e24125
Wien	w9_d228e24128
den	w11_d228e24131
13.	w1_d228e24136
Februarii	w3_d228e24139
17	w5_d228e24142
8.	w7_d228e24145
</p>
<p id="p28_d228e24148">
Von	w1_d228e24152
dem	w3_d228e24155
vorhin	w5_d228e24158
Nieder=walserisch	w7_d228e24161
anje	w9_d228e24164
tzo	w1_d228e24169
Slift=closter	w3_d228e24172
Neuburgischen	w5_d228e24175
Grund=buch	w7_d228e24178
über	w1_d228e24183
Kritzendorf	w3_d228e24186
wird	w5_d228e24189
hiemit	w7_d228e24192
jjedermännig	w9_d228e24195
lich	w1_d228e24201
zu	w3_d228e24204
wissen	w5_d228e24207
gemacht.	w7_d228e24210
Nachdeme	w9_d228e24213
auf	w11_d228e24216
der	w13_d228e24220
in	w1_d228e24225
besagten	w3_d228e24228
Keitzendorf	w5_d228e24231
gelegenen	w7_d228e24234
vormals	w9_d228e24237
dem	w1_d228e24242
Herrn	w3_d228e24245
Johann	w5_d228e24248
Joseph	w7_d228e24251
von	w9_d228e24254
Kaimb,	w11_d228e24257
K.	w13_d228e24261
Bancalitäts=secretario,	w1_d228e24266
und	w3_d228e24269
dessen	w5_d228e24272
Ehe	w7_d228e24275
frauen	w1_d228e24281
Annä	w3_d228e24284
Mariä	w5_d228e24287
Nachin,	w7_d228e24290
dem	w9_d228e24293
Josepl	w11_d228e24296
Roßenhauer	w1_d228e24301
Burgerl.	w3_d228e24304
Gastgeb	w5_d228e24307
in	w7_d228e24310
Wienn	w9_d228e24313
und	w1_d228e24318
Wagdalenä	w3_d228e24321
dessen	w5_d228e24324
Ehe=würtin,	w7_d228e24327
der	w9_d228e24330
Zei	w11_d228e24333
</p>
<p id="p30_d228e24336">
aber	w1_d228e24340
dem	w3_d228e24343
Bartholomäo	w5_d228e24346
Kopp	w7_d228e24349
Burgerl.	w9_d228e24352
Chee	w11_d228e24355
colada=macher	w1_d228e24360
in	w3_d228e24363
Wien,	w5_d228e24366
und	w7_d228e24369
Catharinäsdes	w9_d228e24372
sen	w1_d228e24377
Ehe=würtin	w3_d228e24380
zugehöriger	w5_d228e24383
Behausung	w7_d228e24386
in	w9_d228e24389
dem	w1_d228e24395
Grund=buch	w3_d228e24398
378.	w5_d228e24401
fl.	w7_d228e24404
14	w9_d228e24407
Kr.	w11_d228e24410
Satz	w13_d228e24414
mäßig	w1_d228e24419
vorgemerket	w3_d228e24422
worden;	w5_d228e24425
ungeacht	w7_d228e24428
aber	w9_d228e24431
alles	w1_d228e24436
bisher	w3_d228e24439
angewendeten	w5_d228e24442
Fleisses	w7_d228e24445
nicht	w9_d228e24448
ausfündig	w1_d228e24453
zu	w3_d228e24456
machen	w5_d228e24459
gewesen,	w7_d228e24462
zu	w9_d228e24465
was	w11_d228e24468
Zeit,	w13_d228e24472
oder	w1_d228e24478
wem	w3_d228e24481
zu	w5_d228e24484
gutten	w7_d228e24487
solches	w9_d228e24490
mag	w11_d228e24493
geschehen	w13_d228e24497
seyn;	w1_d228e24502
So	w1_d228e24507
haben	w3_d228e24510
die	w5_d228e24513
dermalige	w7_d228e24516
Hausbesitze	w9_d228e24519
re	w1_d228e24524
gebetten,	w3_d228e24527
um	w5_d228e24530
von	w7_d228e24533
derley	w9_d228e24536
ohnehin	w11_d228e24539
ihnen	w13_d228e24543
unb	w1_d228e24549
wuster	w3_d228e24552
Sätz	w5_d228e24555
vormerkung	w7_d228e24558
ledig	w9_d228e24561
und	w11_d228e24564
müs	w13_d228e24568
sig	w1_d228e24573
zu	w3_d228e24576
werden,	w5_d228e24579
diesen	w7_d228e24582
Satz=creditorem	w9_d228e24585
per	w11_d228e24588
Edictum	w1_d228e24593
ad	w3_d228e24596
Valvas	w5_d228e24599
fürzuforderen.	w7_d228e24602
Wann	w9_d228e24605
nun	w1_d228e24610
in	w3_d228e24613
deren	w5_d228e24616
Sapplicanten	w7_d228e24619
geziemendes	w9_d228e24622
An	w11_d228e24625
suchen	w1_d228e24631
gewilliget	w3_d228e24634
worden.	w5_d228e24637
Also	w7_d228e24640
haben	w9_d228e24643
alle	w11_d228e24646
und	w1_d228e24651
jede	w3_d228e24654
(welche,	w5_d228e24657
oder	w7_d228e24660
dieses	w9_d228e24663
Satzes	w11_d228e24666
ein	w13_d228e24670
von	w15_d228e24673
vormals	w1_d228e24678
Nieder=walseischen	w3_d228e24681
Grund=buch	w5_d228e24684
ordentliches	w1_d228e24689
Jnstrument	w3_d228e24692
in	w5_d228e24695
Handen,	w7_d228e24698
oder	w9_d228e24701
sonst	w1_d228e24707
hierzu	w3_d228e24710
ein	w5_d228e24713
Recht	w7_d228e24716
haben,	w9_d228e24719
oder	w11_d228e24722
zu	w13_d228e24726
haben	w15_d228e24729
vermeinen)	w1_d228e24734
von	w3_d228e24737
End	w5_d228e24740
gesetztem	w7_d228e24743
Dato	w9_d228e24746
inner	w11_d228e24749
halb	w1_d228e24754
1.	w3_d228e24757
Jahr,	w5_d228e24760
6.	w7_d228e24763
Wochen,	w9_d228e24766
3.	w11_d228e24769
Täg	w13_d228e24773
bey	w15_d228e24776
Ein	w17_d228e24779
gangs	w1_d228e24784
benannten	w3_d228e24787
Grund=buch	w5_d228e24790
zu	w7_d228e24793
erscheinen,	w9_d228e24796
und	w1_d228e24802
diese	w3_d228e24805
halben	w5_d228e24808
sich	w7_d228e24811
zu	w9_d228e24814
legitimiren:	w11_d228e24817
widri	w13_d228e24821
gen	w1_d228e24826
Falls,	w3_d228e24829
und	w5_d228e24832
sohin	w7_d228e24835
dieser	w9_d228e24838
Satz	w11_d228e24841
ex	w13_d228e24845
Officio	w15_d228e24848
solle	w1_d228e24853
cassiret,	w3_d228e24856
und	w5_d228e24859
darüber	w7_d228e24862
hin	w9_d228e24865
niemand	w11_d228e24868
mehr	w1_d228e24873
angehöret	w3_d228e24876
werden.	w5_d228e24879
Den	w7_d228e24882
23.	w9_d228e24885
Febru	w11_d228e24888
arii	w1_d228e24894
1758.	w3_d228e24897
</p>
<p id="p32_d228e24900">
Es	w1_d228e24904
wird	w3_d228e24907
den	w5_d228e24910
29.	w7_d228e24913
Martii	w9_d228e24916
dies	w11_d228e24919
Jahr	w13_d228e24923
zu	w15_d228e24926
