<doc id="edoc_wd_1772-05-20" attrs="word" year="1772" month="05" day="20" corpus="1">
<head id="hl1">
Stockholm	w29
feine	w6632
holländische	w6633
Leinwand	w6634
<g/>
,
rothes	w6636
Tuch	w6637
<g/>
,
Manns	w6639
<g/>
=
dann	w6641
Frauenkleider	w6642
<g/>
,
detto	w6644
Wäsch	w6645
früh	w6646
von	w6647
9	w6648
<g/>
.
bis	w6650
12	w6651
<g/>
.
und	w6653
Nachmittag	w6654
von	w6655
3	w6656
<g/>
.
bis	w6658
6	w6659
<g/>
.
Uhr	w6661
<g/>
,
und	w6663
so	w6664
die	w6665
folgende	w6666
Tage	w6667
licitando	w6668
ver=kaufet	w6669
<g/>
=
werden	w6671
<g/>
.
</p>
<p id="p58">
Von	w6673
Jhrer	w6674
röm	w6675
<g/>
.
kais	w6677
<g/>
.
kön	w6679
<g/>
.
apost	w6681
<g/>
.
Majest	w6683
<g/>
.
nied	w6685
<g/>
.
österr	w6687
<g/>
.
Landrecht	w6689
wegen	w6690
<g/>
,
wird	w6692
hiemit	w6693
jedermännig=lich	w6694
<g/>
=
kund	w6696
gemacht	w6697
<g/>
,
welchergestalten	w6699
über	w6700
die	w6701
un=term	w6702
<g/>
=
11	w6704
<g/>
.
April	w6706
fürgeweste	w6707
Tagsatzung	w6708
<g/>
,
und	w6710
hiebey	w6711
von	w6712
denen	w6713
Andre	w6714
v	w6715
<g/>
.
Dornfeldischen	w6717
resp	w6718
<g/>
.
Hrn	w6720
<g/>
.
und	w6722
Frauen	w6723
Creditoribus	w6724
beschehene	w6725
Einwilligung	w6726
ver=anlaßt	w6727
<g/>
=
worden	w6729
seye	w6730
<g/>
,
daß	w6732
die	w6733
Herrschaft	w6734
Oberranna	w6735
<g/>
,
und	w6737
die	w6738
Aumühl	w6739
cum	w6740
appertinentiis	w6741
licitando	w6742
</p>
<p id="p59">
plus	w6743
offerenti	w6744
verkaufet	w6745
<g/>
,
und	w6747
hiebey	w6748
die	w6749
Herr=schaft	w6750
<g/>
=
Oberranna	w6752
nebst	w6753
denen	w6754
dabey	w6755
befindlichen	w6756
Mo=bilien	w6757
<g/>
=
<g/>
,
Vieh	w6760
<g/>
,
und	w6762
Unterthannsausständen	w6763
<g/>
,
dann	w6765
Wein	w6766
<g/>
=
und	w6768
Körnervorrath	w6769
um	w6770
27918	w6771
<g/>
.
fl	w6773
<g/>
.
57	w6775
<g/>
.
kr	w6777
<g/>
.
dann	w6779
die	w6780
Aumühl	w6781
nebst	w6782
denen	w6783
dabey	w6784
befindlichen	w6785
Mobilien	w6786
<g/>
,
dann	w6788
Vieh	w6789
<g/>
,
und	w6791
Unterthannsausstän=den	w6792
<g/>
=
um	w6794
19148	w6795
<g/>
.
fl	w6797
<g/>
.
45	w6799
<g/>
.
kr	w6801
<g/>
.
ausgefeilet	w6803
<g/>
,
sofort	w6805
hierwe=gen	w6806
<g/>
=
die	w6808
behörige	w6809
Licitationsedicta	w6810
ausgefertiget	w6811
werden	w6812
sollen	w6813
<g/>
.
Wann	w6815
nun	w6816
zu	w6817
diesem	w6818
Ende	w6819
der	w6820
30	w6821
<g/>
.
May	w6823
früh	w6824
um	w6825
9	w6826
<g/>
.
Uhr	w6828
bey	w6829
dem	w6830
kais	w6831
<g/>
.
kön	w6833
<g/>
.
nied	w6835
<g/>
.
österr	w6837
<g/>
.
Landrechte	w6839
bestimmet	w6840
worden	w6841
ist	w6842
<g/>
;
Als	w6844
werden	w6845
alle	w6846
und	w6847
jede	w6848
<g/>
,
welche	w6850
ersagte	w6851
Herrschaft	w6852
Oberranna	w6853
<g/>
,
und	w6855
Aumühl	w6856
cum	w6857
appertinentiis	w6858
zusammen	w6859
<g/>
,
oder	w6861
besonders	w6862
käuflichen	w6863
an	w6864
sich	w6865
zu	w6866
bringen	w6867
willens	w6868
sind	w6869
<g/>
,
an	w6871
obbestimmten	w6872
Tag	w6873
<g/>
,
und	w6875
Stund	w6876
für	w6877
dieses	w6878
kais	w6879
<g/>
.
kön	w6881
<g/>
.
nied	w6883
<g/>
.
österr	w6885
<g/>
.
Landrechte	w6887
ad	w6888
licitandum	w6889
<g/>
,
tra-ctandum	w6891
<g/>
-
<g/>
,
<g/>
&
concludendum	w6895
bey	w6896
dem	w6897
kais	w6898
königl	w6899
<g/>
.
nied	w6901
<g/>
.
österr	w6903
<g/>
.
Landrecht	w6905
zu	w6906
erscheinen	w6907
<g/>
,
diejenige	w6909
aber	w6910
<g/>
,
welche	w6912
die	w6913
gerichtl	w6914
<g/>
.
Schätzungen	w6916
vorhero	w6917
einzuse=hen	w6918
<g/>
=
verlangen	w6920
<g/>
,
sich	w6922
hierwegen	w6923
bey	w6924
dem	w6925
Doct	w6926
<g/>
.
Le=fevre	w6928
<g/>
=
in	w6930
dem	w6931
Burgerspital	w6932
gegen	w6933
der	w6934
Kärntnerstras=sen	w6935
<g/>
=
im	w6937
2	w6938
<g/>
.
Stock	w6940
anzumelden	w6941
haben	w6942
<g/>
.
</p>
<p id="p60">
Von	w6944
der	w6945
röm	w6946
<g/>
.
kais	w6948
<g/>
.
kön	w6950
Majest	w6951
<g/>
.
nied	w6953
<g/>
.
österr	w6955
<g/>
.
Landrechte	w6957
wegen	w6958
denen	w6959
sammentlichen	w6960
nächsten	w6961
Befreundten	w6962
des	w6963
Franz	w6964
Anton	w6965
Haiters	w6966
von	w6967
Schon=wet	w6968
<g/>
=
hiemit	w6970
anzufügen	w6971
<g/>
.
Nachdeme	w6973
hievor	w6974
der	w6975
Jo=seph	w6976
<g/>
=
Striseck	w6978
obgedacht	w6979
Franz	w6980
Anton	w6981
Haiter	w6982
von	w6983
Schonwet	w6984
<g/>
,
als	w6986
dermaligen	w6987
Jnnhaber	w6988
des	w6989
Guts	w6990
Haidersfeld	w6991
wegen	w6992
über	w6993
Abzug	w6994
des	w6995
Schermungska=pital	w6996
<g/>
=
pr	w6998
<g/>
.
2000	w7000
<g/>
.
fl	w7002
<g/>
.
annoch	w7004
restirenden	w7005
Kaufschilings	w7006
pr	w7007
<g/>
.
13660	w7009
<g/>
.
fl	w7011
45	w7012
<g/>
.
kr	w7014
<g/>
.
cum	w7016
sua	w7017
Causa	w7018
vor	w7019
diesem	w7020
kais	w7021
<g/>
.
kön	w7023
<g/>
.
nied	w7025
<g/>
.
österr	w7027
<g/>
.
Landrechte	w7029
geklaget	w7030
<g/>
,
den	w7032
An=satz	w7033
<g/>
=
erhalten	w7035
<g/>
,
und	w7037
sich	w7038
durch	w7039
den	w7040
Hrn	w7041
<g/>
.
Franz	w7043
Xav	w7044
<g/>
.
Wittmann	w7046
kais	w7047
<g/>
.
kön	w7049
<g/>
.
nied	w7051
<g/>
.
österr	w7053
<g/>
.
Landtafel	w7055
vice	w7056
Registratorem	w7057
und	w7058
ExecutionsExecutionsFührer	w7059
<g/>
-
Führer	w7061
in	w7062
specie	w7063
auf	w7064
das	w7065
von	w7066
dem	w7067
Beklagten	w7068
der	w7069
Zeit	w7070
innhabende	w7071
Guth	w7072
Haidersfeld	w7073
samt	w7074
allen	w7075
An	w7076
<g/>
=
und	w7078
Zugehörun=gen	w7079
<g/>
=
<g/>
,
Recht	w7082
<g/>
=
und	w7084
Gerechtigkeiten	w7085
solang	w7086
<g/>
=
und	w7088
viel	w7089
<g/>
,
bis	w7091
ihme	w7092
Kläger	w7093
das	w7094
libellirte	w7095
Kapital	w7096
samt	w7097
Jnte=resse	w7098
<g/>
=
<g/>
,
Expensschaden	w7101
<g/>
,
und	w7103
Unkösten	w7104
<g/>
,
so	w7106
viel	w7107
hie=rüber	w7108
<g/>
=
geloffen	w7110
<g/>
,
oder	w7112
annoch	w7113
ferners	w7114
lauffen	w7115
möch=ten	w7116
<g/>
=
<g/>
,
allerdings	w7119
entrichtet	w7120
<g/>
,
und	w7122
bezahlet	w7123
worden	w7124
<g/>
,
jedoch	w7126
über	w7127
die	w7128
darauf	w7129
vorhin	w7130
haftende	w7131
onera	w7132
auf	w7133
die	w7134
Uebermaß	w7135
der	w7136
Gerichtsordnung	w7137
gemäß	w7138
ansetzen	w7139
<g/>
,
und	w7141
inhibiren	w7142
<g/>
,
soweiters	w7144
auch	w7145
gerichtl	w7146
<g/>
.
schätzen	w7148
<g/>
,
und	w7150
licitiren	w7151
lassen	w7152
<g/>
;
hierumen	w7154
aber	w7155
kein	w7156
Kaufer	w7157
<g/>
,
welcher	w7159
das	w7160
Schätzungsquantum	w7161
angebotten	w7162
hätte	w7163
<g/>
,
vorgekommen	w7165
ist	w7166
<g/>
,
und	w7168
der	w7169
Beklagte	w7170
die	w7171
ersagte	w7172
Stück	w7173
<g/>
,
und	w7175
Gülten	w7176
bis	w7177
anhero	w7178
nicht	w7179
aus	w7180
dem	w7181
An=satz	w7182
<g/>
=
gelediget	w7184
<g/>
,
einfolglichen	w7186
der	w7187
Kläger	w7188
um	w7189
Ausfer=tigung	w7190
<g/>
=
dieses	w7192
Edikts	w7193
gebeten	w7194
hat	w7195
<g/>
,
auch	w7197
hierinnfalls	w7198
verwilliget	w7199
worden	w7200
<g/>
.
Als	w7202
wird	w7203
in	w7204
Namen	w7205
Jhro	w7206
kais	w7207
<g/>
.
kön	w7209
<g/>
.
Majest	w7211
<g/>
.
unser	w7213
allergnädigsten	w7214
Frauen	w7215
hiemit	w7216
anbefohlen	w7217
<g/>
,
daß	w7219
im	w7220
Fall	w7221
jemand	w7222
aus	w7223
euch	w7224
nächsten	w7225
Befreundten	w7226
das	w7227
obbemeldte	w7228
Gut	w7229
Haidersfeld	w7230
</p>
<p id="p61">
cum	w7232
Appertinentiis	w7233
<g/>
,
wann	w7235
dasselbe	w7236
von	w7237
dem	w7238
Be=klagten	w7239
<g/>
=
in	w7241
dem	w7242
bey	w7243
dem	w7244
Anbothbrief	w7245
enthaltenen	w7246
Termin	w7247
deren	w7248
6	w7249
<g/>
.
Wochen	w7251
nicht	w7252
ausgelöset	w7253
würde	w7254
<g/>
,
an	w7256
sich	w7257
zu	w7258
lösen	w7259
willens	w7260
wäre	w7261
<g/>
,
ihr	w7263
solches	w7264
in	w7265
erstbe=meldten	w7266
<g/>
=
Termin	w7268
gewißlich	w7269
thuen	w7270
<g/>
,
wie	w7272
im	w7273
widri=gen	w7274
<g/>
=
nach	w7276
Verfließung	w7277
dieses	w7278
Termins	w7279
von	w7280
euch	w7281
kei=ner	w7282
<g/>
=
mehr	w7284
gehöret	w7285
<g/>
,
sondern	w7287
der	w7288
Kläger	w7289
bey	w7290
seiner	w7291
behebten	w7292
Execution	w7293
allerdings	w7294
geschützet	w7295
werden	w7296
solle	w7297
<g/>
.
Demnach	w7299
wisset	w7300
euch	w7301
hiemit	w7302
zu	w7303
richten	w7304
<g/>
,
und	w7306
vor	w7307
Schaden	w7308
zu	w7309
hütten	w7310
<g/>
.
Wien	w7312
den	w7313
28	w7314
<g/>
.
April	w7316
1772	w7317
<g/>
.
</p>
<p id="p62">
Es	w7319
wird	w7320
hiemit	w7321
jedermann	w7322
kund	w7323
gemacht	w7324
<g/>
,
daß	w7326
der	w7327
schwere	w7328
und	w7329
geringe	w7330
Körnerzehend	w7331
zu	w7332
Straß	w7333
und	w7334
L	w7335
omanstorf	w7336
<g/>
,
für	w7338
das	w7339
laufende	w7340
1772	w7341
Jahr	w7342
<g/>
,
am	w7344
4	w7345
<g/>
.
Junius	w7347
auf	w7348
der	w7349
Gräfl	w7350
<g/>
.
Traunischen	w7352
Amts=kanzley	w7353
<g/>
=
zu	w7355
Peckflüß	w7356
<g/>
,
wie	w7358
gewöhnlich	w7359
licitirt	w7360
wird	w7361
<g/>
.
</p>
<p id="p63">
Auf	w7363
der	w7364
Mauer	w7365
unweit	w7366
Schönbrunn	w7367
<g/>
,
und	w7369
nicht	w7370
weit	w7371
von	w7372
Laxenburg	w7373
<g/>
,
ist	w7375
ein	w7376
schön	w7377
gebautes	w7378
Haus	w7379
mit	w7380
2	w7381
<g/>
.
wohlangelegten	w7383
Gärten	w7384
<g/>
,
auch	w7386
bequemer	w7387
Woh=nung	w7388
<g/>
=
<g/>
,
für	w7391
eine	w7392
Herrschaft	w7393
<g/>
,
und	w7395
zwar	w7396
in	w7397
der	w7398
obern	w7399
Etage	w7400
1	w7401
<g/>
.
großer	w7403
Saal	w7404
<g/>
,
14	w7406
<g/>
.
an	w7408
einander	w7409
liegende	w7410
Zimmer	w7411
jedes	w7412
mit	w7413
besonderem	w7414
Ausgang	w7415
<g/>
,
auch	w7417
mit	w7418
schönen	w7419
Oefen	w7420
versehen	w7421
<g/>
,
1	w7423
<g/>
.
Hauskapelle	w7425
<g/>
,
1	w7427
<g/>
.
Alta=ne	w7429
<g/>
=
<g/>
,
zwischen	w7432
4	w7433
<g/>
.
Bäumen	w7435
ein	w7436
Billard	w7437
<g/>
,
alles	w7439
mit	w7440
fei=nen	w7441
<g/>
=
Betten	w7443
<g/>
,
Tromon	w7445
<g/>
,
Luster	w7447
<g/>
,
Sophen	w7449
<g/>
,
Sesseln	w7451
<g/>
,
und	w7453
dergleiche	w7454
schöne	w7455
meublirte	w7456
Zimmer	w7457
<g/>
,
wie	w7459
auch	w7460
zu	w7461
ebner	w7462
Erde	w7463
7	w7464
<g/>
.
Zimmer	w7466
für	w7467
Domestiquen	w7468
unter=schiedlicher	w7469
<g/>
=
Condition	w7471
<g/>
,
2	w7473
<g/>
.
wohleingerichtete	w7475
Ku=cheln	w7476
<g/>
=
<g/>
,
nebst	w7479
einer	w7480
Conditorey	w7481
<g/>
,
2	w7483
<g/>
.
Keller	w7485
<g/>
,
Stallung	w7487
auf	w7488
20	w7489
<g/>
.
Pferd	w7491
<g/>
,
8	w7493
<g/>
.
Wagen	w7495
Remisen	w7496
und	w7497
2	w7498
<g/>
.
Höfe	w7500
täglich	w7501
um	w7502
einen	w7503
billigen	w7504
Preiß	w7505
zu	w7506
lassen	w7507
<g/>
.
Wer	w7509
sol=ches	w7510
<g/>
=
in	w7512
Bestand	w7513
nehmen	w7514
will	w7515
<g/>
,
hat	w7517
sich	w7518
bey	w7519
Hrn	w7520
Du=cati	w7521
<g/>
=
Kaffeesieder	w7523
zu	w7524
Schönbrunn	w7525
anzumelden	w7526
<g/>
.
</p>
<p id="p64">
Den	w7528
22sten	w7529
May	w7530
werden	w7531
auf	w7532
Verordnung	w7533
einer	w7534
hochlöbl	w7535
<g/>
.
k	w7537
<g/>
.
k	w7539
<g/>
.
ni	w7541
<g/>
.
öst	w7543
<g/>
.
Regierung	w7545
in	w7546
der	w7547
Renngassen	w7548
im	w7549
baaderischen	w7550
Haus	w7551
im	w7552
2ten	w7553
Stock	w7554
verschiedene	w7555
Verlassenschaftssachen	w7556
<g/>
,
als	w7558
gute	w7559
Perl	w7560
<g/>
,
zwey	w7562
Ringl	w7563
mit	w7564
guten	w7565
Steinern	w7566
<g/>
,
erwas	w7568
Silber	w7569
<g/>
,
Frauenkleider	w7571
<g/>
,
detto	w7573
Weißzeug	w7574
<g/>
,
Bilder	w7576
<g/>
,
Kästen	w7578
<g/>
,
Sophen	w7580
<g/>
,
Ses=seln	w7582
<g/>
=
<g/>
,
Tisch	w7585
<g/>
,
Bethgewand	w7587
<g/>
,
und	w7589
andere	w7590
Geräthschaf=ten	w7591
<g/>
=
um	w7593
die	w7594
gewöhnl	w7595
<g/>
.
Stunden	w7597
licitando	w7598
verkaufet	w7599
werden	w7600
<g/>
.
</p>
<p id="p65">
Auf	w7602
Verordnung	w7603
eines	w7604
hochlöbl	w7605
<g/>
.
k	w7607
<g/>
.
k	w7609
<g/>
.
nied	w7611
<g/>
.
öster	w7613
<g/>
.
Landrechts	w7615
werden	w7616
den	w7617
25sten	w7618
May	w7619
frühe	w7620
um	w7621
9	w7622
<g/>
.
Uhr	w7624
<g/>
,
und	w7626
Nachmittag	w7627
um	w7628
3	w7629
<g/>
.
Uhr	w7631
auf	w7632
dem	w7633
Salzgrieß	w7634
beym	w7635
weißen	w7636
Löwen	w7637
im	w7638
2ten	w7639
Stock	w7640
verschiedene	w7641
Ge=räthschaften	w7642
<g/>
=
<g/>
,
als	w7645
fournirte	w7646
Aufsatz	w7647
<g/>
=
und	w7649
Schublad=kästen	w7650
<g/>
=
<g/>
,
verschiedene	w7653
bordirte	w7654
und	w7655
glatte	w7656
Mannsklei=der	w7657
<g/>
=
<g/>
,
und	w7660
Wäsch	w7661
<g/>
,
etwas	w7663
Geschmuck	w7664
und	w7665
Silber	w7666
<g/>
,
Zinn	w7668
<g/>
,
Bilder	w7670
ꝛc	w7671
<g/>
.
licitando	w7673
plus	w7674
offerenti	w7675
verkau=fet	w7676
<g/>
=
werden	w7678
<g/>
.
</p>
<head id="hl24">
Nachricht	w7680
<g/>
.
</head>
<p id="p66">
Es	w7682
ist	w7683
zwar	w7684
in	w7685
Folge	w7686
allerhöchster	w7687
Verordnung	w7688
zu	w7689
Verbeständigung	w7690
des	w7691
dem	w7692
Theresianischen	w7693
Waisenhaus	w7694
zu	w7695
Linz	w7696
in	w7697
Oberöster	w7698
<g/>
.
ob	w7700
der	w7701
Enns	w7702
</p>
<p id="p67">
pro	w7703
fondo	w7704
überlassens	w7705
Armenleutauf	w7706
schlag	w7707
von	w7708
dem	w7709
im	w7710
Land	w7711
ob	w7712
der	w7713
Enns	w7714
consumirt	w7715
werdenden	w7716
Caffee	w7717
<g/>
,
Cioccolo	w7719
de	w7720
Caccao	w7721
u	w7722
<g/>
.
Thee	w7724
in	w7725
Anbetracht	w7726
<g/>
,
daß	w7728
der	w7729
dermalige	w7730
Pachtungscontract	w7731
mit	w7732
ult	w7733
<g/>
.
Junii	w7735
dieß	w7736
Jahrs	w7737
zu	w7738
Ende	w7739
gehet	w7740
<g/>
,
eine	w7742
Licitationstagsatzung	w7743
auf	w7744
den	w7745
6	w7746
<g/>
.
dieses	w7748
anberaumet	w7749
gewesen	w7750
<g/>
;
da	w7752
aber	w7753
hie=bey	w7754
<g/>
=
keine	w7756
Pachter	w7757
erschienen	w7758
<g/>
,
somit	w7760
die	w7761
erwähnte	w7762
Tagsatzung	w7763
fruchtlos	w7764
abgeloffen	w7765
ist	w7766
<g/>
;
als	w7768
wird	w7769
auf	w7770
Veranlassung	w7771
der	w7772
K	w7773
<g/>
.
K	w7775
<g/>
.
Landeshauptmannschaft	w7777
in	w7778
Oesterreich	w7779
ob	w7780
der	w7781
Enns	w7782
hiezu	w7783
eine	w7784
anderweite	w7785
Lici=tationstagsatzung	w7786
<g/>
=
auf	w7788
den	w7789
4	w7790
<g/>
.
nächstkommenden	w7792
Mo=nats	w7793
<g/>
=
Junii	w7795
frühe	w7796
von	w7797
9	w7798
<g/>
.
bis	w7800
11	w7801
Uhr	w7802
in	w7803
dem	w7804
ersagten	w7805
Theresianischen	w7806
Waisenhaus	w7807
zu	w7808
Linz	w7809
bestimmet	w7810
<g/>
.
Welche	w7812
demnach	w7813
obgedachtes	w7814
Gefäll	w7815
gegen	w7816
hinläng=licher	w7817
<g/>
=
Versicherung	w7819
des	w7820
Pachtschilling	w7821
in	w7822
Bestand	w7823
zu	w7824
nehmen	w7825
Belieben	w7826
tragen	w7827
<g/>
,
können	w7829
sich	w7830
an	w7831
obbe=stimmten	w7832
<g/>
=
Tag	w7834
<g/>
,
Stund	w7836
uud	w7837
Ort	w7838
einfinden	w7839
<g/>
.
Linz	w7841
<g/>
,
den	w7843
8	w7844
<g/>
.
May	w7846
<g/>
,
1772	w7848
<g/>
.
</p>
<p id="p68">
Von	w7850
Richter	w7851
<g/>
,
und	w7853
Rath	w7854
des	w7855
landesfürslichen	w7856
Markt	w7857
Mödling	w7858
wegen	w7859
wird	w7860
hiemit	w7861
jedermän=niglich	w7862
<g/>
=
kund	w7864
<g/>
,
und	w7866
zu	w7867
wissen	w7868
gemacht	w7869
<g/>
,
welcher	w7871
gestalten	w7872
die	w7873
Bestandzeit	w7874
der	w7875
Spitalmühl	w7876
in	w7877
Mödling	w7878
den	w7879
20	w7880
<g/>
.
August	w7882
dieß	w7883
Jahrs	w7884
seine	w7885
End=schaft	w7886
<g/>
=
erreiche	w7888
<g/>
,
da	w7890
nun	w7891
sothane	w7892
Mühl	w7893
ferners	w7894
auf	w7895
3	w7896
<g/>
.
Jahre	w7898
licitando	w7899
in	w7900
Bestand	w7901
zu	w7902
verlassen	w7903
ist	w7904
<g/>
,
als	w7906
wird	w7907
der	w7908
10	w7909
<g/>
.
Juny	w7911
zur	w7912
Licitationstag=sazung	w7913
<g/>
=
bestimmet	w7915
<g/>
,
an	w7917
welchen	w7918
Tag	w7919
jene	w7920
<g/>
,
so	w7922
berührte	w7923
Mühl	w7924
in	w7925
Bestand	w7926
zu	w7927
nehmen	w7928
gedenken	w7929
<g/>
,
frühe	w7931
um	w7932
8	w7933
<g/>
.
Uhr	w7935
auf	w7936
der	w7937
k	w7938
<g/>
.
k	w7940
<g/>
.
Schranen	w7942
in	w7943
dem	w7944
Markt	w7945
Mödling	w7946
zu	w7947
erscheinen	w7948
<g/>
,
und	w7950
sich	w7951
allda	w7952
anmelden	w7953
zu	w7954
lassen	w7955
haben	w7956
wird	w7957
<g/>
.
</p>
<p id="p69">
Bey	w7959
dem	w7960
allhiesig	w7961
k	w7962
<g/>
.
k	w7964
<g/>
.
Stadt	w7966
<g/>
.
und	w7968
Landgericht	w7969
ist	w7970
ein	w7971
gerichtl	w7972
<g/>
.
bekannter	w7974
schlechter	w7975
Pursch	w7976
in	w7977
Ver=haft	w7978
<g/>
=
gerathen	w7980
<g/>
,
bey	w7982
welchem	w7983
eine	w7984
längliche	w7985
vierekig=te	w7986
<g/>
=
goldene	w7988
Tabakier	w7989
<g/>
,
eine	w7991
dergleichen	w7992
Tombackver=goldte	w7993
<g/>
=
<g/>
,
eine	w7996
Violetfarb	w7997
lakirte	w7998
runde	w7999
in	w8000
Silberge=faßte	w8001
<g/>
=
<g/>
,
auf	w8004
deren	w8005
Deckel	w8006
ein	w8007
besonders	w8008
gefaßtes	w8009
klei=nes	w8010
<g/>
=
Bildl	w8012
befindlich	w8013
<g/>
,
und	w8015
eine	w8016
zerschlagene	w8017
goldene	w8018
Fassung	w8019
von	w8020
einer	w8021
anderen	w8022
Tabatier	w8023
gefunden	w8024
wor=den	w8025
<g/>
=
<g/>
;
wem	w8028
demnach	w8029
ein	w8030
<g/>
=
oder	w8032
anderes	w8033
dieser	w8034
Stü=cke	w8035
<g/>
=
in	w8037
Verlohr	w8038
gerathen	w8039
<g/>
,
der	w8041
hat	w8042
wegen	w8043
dessen	w8044
Zurück=empfang	w8045
<g/>
=
bey	w8047
ersagt	w8048
k	w8049
<g/>
.
k	w8051
<g/>
.
Stadt	w8053
<g/>
=
und	w8055
Landgericht	w8056
sich	w8057
anzumelden	w8058
<g/>
.
</p>
<p id="p70">
Von	w8060
des	w8061
löbl	w8062
<g/>
.
Stifts	w8064
<g/>
,
und	w8066
würdigen	w8067
Gotteshau=ses	w8068
<g/>
=
unser	w8070
lieben	w8071
Frauen	w8072
zun	w8073
Schotten	w8074
in	w8075
Wien	w8076
<g/>
,
Grundgerichts	w8078
wegen	w8079
<g/>
,
wird	w8081
hiemit	w8082
nochmalen	w8083
zu	w8084
vernehmen	w8085
gegeben	w8086
<g/>
.
Die	w8088
zu	w8089
öffentlichem	w8090
Verkaufe	w8091
des	w8092
gräfl	w8093
<g/>
.
Sonnauischen	w8095
wichtigen	w8096
Hauses	w8097
am	w8098
Fran=ciskanerplatze	w8099
<g/>
=
allhier	w8101
bestimmt	w8102
geweste	w8103
Tagsatzung	w8104
seye	w8105
vermög	w8106
gerichtl	w8107
<g/>
.
Verordnung	w8109
auf	w8110
einen	w8111
wei=tern	w8112
<g/>
=
Tag	w8114
übersetzt	w8115
<g/>
,
und	w8117
hierzu	w8118
der	w8119
30	w8120
<g/>
.
May	w8122
früh	w8123
um	w8124
9	w8125
<g/>
.
Uhr	w8127
bey	w8128
dem	w8129
Stiftsgrundbuche	w8130
zu	w8131
erscheinen	w8132
an=beraumet	w8133
<g/>
=
worden	w8135
<g/>
,
welchen	w8137
Tags	w8138
um	w8139
gedachten	w8140
Ver=kauf	w8141
<g/>
=
mit	w8143
den	w8144
meistbietenden	w8145
Licitanten	w8146
das	w8147
Wei=tere	w8148
<g/>
=
behandlet	w8150
werden	w8151
solle	w8152
<g/>
.
</p>
<p id="p71">
Wir	w8155
Bürgermeister	w8156
<g/>
,
und	w8158
Rath	w8159
der	w8160
Stadt	w8161
Wien	w8162
geben	w8163
hiemit	w8164
jedermänniglich	w8165
zu	w8166
vernehmen	w8167
<g/>
.
Es	w8169
seye	w8170
auf	w8171
Anlangen	w8172
der	w8173
Maria	w8174
Anna	w8175
Kleinin	w8176
<g/>
,
bur=gerl	w8178
<g/>
=
<g/>
.
Steck	w8181
<g/>
=
und	w8183
Glockengießerinn	w8184
<g/>
,
wider	w8186
Johann	w8187
Georg	w8188
Mayr	w8189
burgerl	w8190
<g/>
.
Erbsenhandlern	w8192
<g/>
,
und	w8194
Susan=na	w8195
<g/>
=
dessen	w8197
Ehewirthin	w8198
verwilliget	w8199
worden	w8200
den	w8201
May=risch	w8202
<g/>
=
burgerl	w8204
<g/>
.
Erbsenhandl	w8206
öffentlich	w8207
auszufeilen	w8208
<g/>
,
und	w8210
an	w8211
den	w8212
Meistbietenden	w8213
zu	w8214
verkaufen	w8215
<g/>
.
Da	w8217
nun	w8218
zu	w8219
diesem	w8220
Ende	w8221
der	w8222
17	w8223
<g/>
.
Juny	w8225
dies	w8226
Jahrs	w8227
bestimmet	w8228
ist	w8229
<g/>
.
So	w8231
haben	w8232
diejenigen	w8233
<g/>
,
welche	w8235
den	w8236
gedachten	w8237
Erb=senhandl	w8238
<g/>
=
zu	w8240
kaufen	w8241
willens	w8242
sind	w8243
<g/>
,
an	w8245
dem	w8246
bestimmten	w8247
Tage	w8248
<g/>
,
oder	w8250
da	w8251
wir	w8252
anderer	w8253
Verhindernissen	w8254
halber	w8255
diesen	w8256
Tag	w8257
nicht	w8258
zu	w8259
Rath	w8260
sässen	w8261
<g/>
,
den	w8263
nächstdarauf=folgenden	w8264
<g/>
=
Rathstag	w8266
früh	w8267
um	w8268
8	w8269
<g/>
.
Uhr	w8271
vor	w8272
uns	w8273
zu	w8274
er=scheinen	w8275
<g/>
=
<g/>
,
und	w8278
sich	w8279
durch	w8280
unseren	w8281
<g/>
,
und	w8283
gemr	w8284
<g/>
.
Stadt	w8286
geschwornen	w8287
Rathsdiener	w8288
anmelden	w8289
zu	w8290
lassen	w8291
<g/>
,
folg=lich	w8293
<g/>
=
der	w8295
weiteren	w8296
Behandlung	w8297
abzuwarten	w8298
<g/>
.
</p>
<p id="p72">
Von	w8300
der	w8301
kais	w8302
<g/>
.
kön	w8304
<g/>
.
nied	w8306
österr	w8307
<g/>
.
Regierung	w8309
wegen	w8310
<g/>
,
wird	w8312
den	w8313
sämmtlichen	w8314
in	w8315
dem	w8316
bereits	w8317
unterm	w8318
19	w8319
<g/>
.
Decemb	w8321
<g/>
.
1746	w8323
<g/>
.
ergangenen	w8325
Cridäclaßifications=Repationsausschlag	w8326
<g/>
=
<g/>
,
über	w8329
die	w8330
nach	w8331
weyl	w8332
<g/>
.
Bernhard	w8334
Adam	w8335
hiesigen	w8336
Niederlagsverwandten	w8337
gepflogene	w8338
Cridäabhandlung	w8339
einkommenden	w8340
<g/>
,
und	w8342
allenfalls	w8343
bisher	w8344
noch	w8345
nicht	w8346
gänzlich	w8347
befriedigten	w8348
Creditspar=theyen	w8349
<g/>
=
<g/>
,
wie	w8352
auch	w8353
derselben	w8354
Erben	w8355
<g/>
,
Ceßionarien	w8357
<g/>
,
oder	w8359
sonst	w8360
Theilnehmenden	w8361
durch	w8362
dieses	w8363
gegenwärtig	w8364
offene	w8365
Edikt	w8366
