<doc id="wr_1758-01-11" attrs="word" year="1758" month="01" day="11" corpus="2">
<head id="h2_d209e2714">
Paderborn,	w1_d209e2718
Reichs	w9_d209e20860
Jch	w1_d209e20865
Johann	w3_d209e20868
Fürst	w1_d209e20873
Trauzson,	w3_d209e20876
Graf	w5_d209e20879
zu	w7_d209e20882
Falkenstein,	w9_d209e20885
Ritter	w11_d209e20888
des	w1_d209e20894
goldenen	w3_d209e20897
Vliesses,	w5_d209e20900
Jhrer	w7_d209e20903
Röm.	w9_d209e20906
Kaiserl.	w11_d209e20909
Königl.	w1_d209e20914
Majest.	w3_d209e20917
würklich	w5_d209e20920
geheimer	w7_d209e20923
Raht,	w9_d209e20926
Obrist=Hof=meister,	w1_d209e20931
und	w3_d209e20934
Land=marschall	w5_d209e20937
in	w7_d209e20940
Oesterreich	w1_d209e20945
unter	w3_d209e20948
der	w5_d209e20951
Enns,	w7_d209e20954
entbiete	w9_d209e20957
N.	w11_d209e20960
al	w13_d209e20964
len	w1_d209e20970
und	w3_d209e20973
jeden,	w5_d209e20976
was	w7_d209e20979
Standes	w9_d209e20982
und	w11_d209e20985
Würden	w13_d209e20989
die	w1_d209e20994
seynd,	w3_d209e20997
der	w5_d209e21000
Gebühr	w7_d209e21003
nach	w9_d209e21006
meinen	w11_d209e21009
respective	w13_d209e21013
Dienst	w1_d209e21018
in	w3_d209e21021
guten	w5_d209e21024
Willen	w7_d209e21027
zuvor,	w9_d209e21030
und	w11_d209e21033
füge	w13_d209e21037
hie	w15_d209e21040
mit	w1_d209e21045
zu	w3_d209e21048
vernehmen.	w5_d209e21051
</p>
<p id="p6_d209e21054">
Es	w1_d209e21058
habe	w3_d209e21061
bey	w5_d209e21064
dem	w7_d209e21067
mir	w9_d209e21070
allergnädigst	w11_d209e21073
anver	w13_d209e21077
trauten	w1_d209e21082
N.	w3_d209e21085
Oe.	w5_d209e21088
Land=marschallischen	w7_d209e21091
Gericht	w9_d209e21094
der	w1_d209e21099
Benedict	w3_d209e21102
Praxmayr,	w5_d209e21105
als	w7_d209e21108
der	w9_d209e21111
von	w11_d209e21114
Stock	w13_d209e21118
hamerischen	w1_d209e21124
Massä	w3_d209e21127
verordnete	w5_d209e21130
Administrator	w7_d209e21133
schriftlich	w1_d209e21138
vorgestellet,	w3_d209e21141
welcher	w5_d209e21144
gestalten	w7_d209e21147
bey	w9_d209e21150
einer	w1_d209e21155
in	w3_d209e21158
Sachen	w5_d209e21161
angeordnet	w7_d209e21164
gewesten	w9_d209e21167
Erfor	w11_d209e21170
derung	w1_d209e21175
unterm	w3_d209e21178
14.	w5_d209e21181
Novemb.	w7_d209e21184
jüngsthin	w9_d209e21187
veran	w11_d209e21190
lasset	w1_d209e21196
worden	w3_d209e21199
wäre,	w5_d209e21202
daß	w7_d209e21205
das	w9_d209e21208
in	w11_d209e21211
der	w13_d209e21215
Joseph	w15_d209e21218
stadt	w1_d209e21223
allhier	w3_d209e21226
gelegenRadelmayerisch	w5_d209e21229
nun	w7_d209e21232
mehro	w1_d209e21237
Stockhammerische	w3_d209e21240
Haus	w5_d209e21243
offentlich	w7_d209e21246
feil	w1_d209e21251
geboten,	w3_d209e21254
und	w5_d209e21257
an	w7_d209e21260
den	w9_d209e21263
Meist=bietenden	w11_d209e21266
käuflichen	w1_d209e21272
hindann	w3_d209e21275
gelassen	w5_d209e21278
werden	w7_d209e21281
solle,	w9_d209e21284
die	w11_d209e21287
semnach	w1_d209e21292
gehorsamst	w3_d209e21295
gebetten,	w5_d209e21298
ich	w7_d209e21301
geruhete	w9_d209e21304
ein	w11_d209e21307
ordentliches	w1_d209e21312
Licitations=edict	w3_d209e21315
bey	w5_d209e21318
der	w7_d209e21321
Canzley	w9_d209e21324
ausfertigen	w1_d209e21329
zu	w3_d209e21332
lassen.	w5_d209e21335
Wann	w7_d209e21338
nun	w9_d209e21341
hierinfalls	w11_d209e21344
verwilliget,	w1_d209e21350
und	w3_d209e21353
zur	w5_d209e21356
Licitationstagsa	w7_d209e21359
tzung	w1_d209e21364
der	w3_d209e21367
16.	w5_d209e21370
des	w7_d209e21373
Monats	w9_d209e21376
Januarii	w11_d209e21379
1758.	w13_d209e21383
bestimmet	w1_d209e21388
worden	w3_d209e21391
ist.	w5_d209e21394
</p>
<p id="p8_d209e21397">
Als	w1_d209e21401
hat	w3_d209e21404
man	w5_d209e21407
ein	w7_d209e21410
solches	w9_d209e21413
zu	w11_d209e21416
dem	w13_d209e21420
Ende	w15_d209e21423
hie	w17_d209e21426
mit	w1_d209e21431
jedermänniglichen	w3_d209e21434
kund	w5_d209e21437
machen	w7_d209e21440
wollen	w9_d209e21443
damit	w1_d209e21448
der	w3_d209e21451
oder	w5_d209e21454
diejenige,	w7_d209e21457
so	w9_d209e21460
ob=bemeldete	w11_d209e21463
Ra	w13_d209e21467
delmayerisch=dermalen	w1_d209e21473
Stockhammerische	w3_d209e21476
in	w1_d209e21481
der	w3_d209e21484
Joseph=stadt	w5_d209e21487
allhier	w7_d209e21490
gelegene	w9_d209e21493
Behau	w11_d209e21496
sung	w1_d209e21501
zum	w3_d209e21504
schönen	w5_d209e21507
Garten	w7_d209e21510
genannt	w9_d209e21513
käuflichen	w11_d209e21516
an	w1_d209e21521
sich	w3_d209e21524
zu	w5_d209e21527
bringen	w7_d209e21530
Willens	w9_d209e21533
seynd,	w11_d209e21536
an	w13_d209e21540
obhe	w15_d209e21543
stimmten	w1_d209e21549
Tag	w3_d209e21552
Fruhe	w5_d209e21555
um	w7_d209e21558
8.	w9_d209e21561
Uhr	w11_d209e21564
ad	w13_d209e21568
licitan-	w15_d209e21571
dum	w1_d209e21576
vor	w3_d209e21579
Gericht	w5_d209e21582
zu	w7_d209e21585
erscheinen	w9_d209e21588
wissen	w11_d209e21591
mögen.	w13_d209e21595
Wien	w1_d209e21600
den	w3_d209e21603
12.	w5_d209e21606
Decemb.	w7_d209e21609
1757.	w9_d209e21612
</p>
<head id="h2_d209e21619">
RDICT.	w1_d209e21623
</head>
<p id="p4_d209e21626">
Von	w1_d209e21630
dem	w3_d209e21633
zu	w5_d209e21636
Erörterung	w7_d209e21639
deren	w9_d209e21642
zwischen	w11_d209e21645
erl.	w1_d209e21650
Königl.	w3_d209e21653
Ærarzo,	w5_d209e21656
dann	w7_d209e21659
der	w9_d209e21662
Sa	w11_d209e21665
dem	w1_d209e21670
Kaise	w3_d209e21673
</p>
<p id="p6_d209e21676">
muel	w1_d209e21680
und	w3_d209e21683
Emanuel	w5_d209e21686
Oppenheimischen	w7_d209e21689
Verlass	w9_d209e21692
senschafts=massa	w1_d209e21697
ekwaltenden	w3_d209e21700
Rechnungs	w5_d209e21703
	w7_d209e21706
Difsereuiren	w1_d209e21711
verordneten	w3_d209e21714
Kaiserl.	w5_d209e21717
Königl.	w7_d209e21720
Judicio	w1_d209e21726
Delegato	w3_d209e21729
wird	w5_d209e21732
hiemit	w7_d209e21735
jedermäniglich	w9_d209e21738
kund	w1_d209e21743
und	w3_d209e21746
zu	w5_d209e21749
wissen	w7_d209e21752
gemacht,	w9_d209e21755
welcher	w11_d209e21758
gestal	w13_d209e21762
ten	w1_d209e21767
der	w3_d209e21770
Samuel	w5_d209e21773
und	w7_d209e21776
Emanuel	w9_d209e21779
Oppenheimi	w11_d209e21782
scher	w1_d209e21787
Curator	w3_d209e21790
ad	w5_d209e21793
lites	w7_d209e21796
zufolge	w9_d209e21799
dem	w11_d209e21802
zwischen	w13_d209e21806
ihnen	w1_d209e21812
und	w3_d209e21815
dem	w5_d209e21818
Kaiserl.	w7_d209e21821
Königl.	w9_d209e21824
Hof	w11_d209e21827
und	w13_d209e21831
N.	w15_d209e21834
Oe.	w1_d209e21839
Herrn	w3_d209e21842
Camser=procuratore	w5_d209e21845
in	w7_d209e21848
puncto	w9_d209e21851
zweyer	w1_d209e21856
in	w3_d209e21859
Verstoß	w5_d209e21862
gerahtenen	w7_d209e21865
Kriegs=zahl=amts	w9_d209e21868
quittungen	w1_d209e21873
pr.	w3_d209e21876
21000.	w5_d209e21879
Fl.	w7_d209e21882
und	w9_d209e21885
25000.	w11_d209e21888
Fl.	w13_d209e21892
untern	w1_d209e21898
18.	w3_d209e21901
November	w5_d209e21904
letzthin	w7_d209e21907
ergangenen	w9_d209e21910
Ver	w11_d209e21913
laß	w1_d209e21918
um	w3_d209e21921
die	w5_d209e21924
Ausfertigung	w7_d209e21927
des	w9_d209e21930
valval	w11_d209e21933
Edicts	w13_d209e21937
dahin,	w1_d209e21942
daß	w3_d209e21945
die	w5_d209e21948
Jnnhabere	w7_d209e21951
sowol	w9_d209e21954
der	w11_d209e21957
von	w13_d209e21961
denen	w1_d209e21966
der	w3_d209e21969
Sanzuel	w5_d209e21972
Oppenheim	w7_d209e21975
untern	w9_d209e21978
31.	w11_d209e21981
Je	w13_d209e21985
ner	w1_d209e21991
1696.	w3_d209e21994
nacher	w5_d209e21997
Ober=österreich	w7_d209e22000
assignir-	w9_d209e22003
ten	w1_d209e22008
100000.	w3_d209e22011
verstossenen	w5_d209e22014
Kriegs=zahl=amts	w7_d209e22017
Quittung	w1_d209e22022
per.	w3_d209e22025
21000.	w5_d209e22028
Fl.	w7_d209e22031
als	w9_d209e22034
auch	w11_d209e22037
der	w13_d209e22041
von	w15_d209e22044
denen	w1_d209e22049
im	w3_d209e22052
Königreich	w5_d209e22055
Böheim	w7_d209e22058
den	w9_d209e22061
29.	w11_d209e22064
Jener	w13_d209e22068
1700.	w1_d209e22074
angewiesenen	w3_d209e22077
150000.	w5_d209e22080
Fl.	w7_d209e22083
gleichfalls	w9_d209e22086
in	w1_d209e22091
Verstoß	w3_d209e22094
gerahtenen	w5_d209e22097
ebenmäßigen	w7_d209e22100
Kriegs	w9_d209e22103
zahl=amts=quittung	w1_d209e22108
pr.	w3_d209e22111
25000.	w5_d209e22114
Fl.	w7_d209e22117
inner	w9_d209e22120
Jahr	w1_d209e22125
6.	w3_d209e22128
Wochen,	w5_d209e22131
und	w7_d209e22134
3.	w9_d209e22137
Tagen,	w11_d209e22140
sich	w13_d209e22144
also	w15_d209e22147
gewis	w17_d209e22150
anmelden,	w1_d209e22156
und	w3_d209e22159
zu	w5_d209e22162
vorberührten	w7_d209e22165
beyden	w9_d209e22168
Quit	w11_d209e22171
tungen	w1_d209e22176
mittelst	w3_d209e22179
Producirung	w5_d209e22182
deren	w7_d209e22185
Origina	w9_d209e22188
lien	w1_d209e22193
rechtlich	w3_d209e22196
legitimiren,	w5_d209e22199
als	w7_d209e22202
im	w9_d209e22205
widrigen	w11_d209e22208
nach	w1_d209e22213
Exspirirung	w3_d209e22216
sothannen	w5_d209e22219
Termins	w7_d209e22222
selbe	w9_d209e22225
gänzlichen	w1_d209e22231
cassiret,	w3_d209e22234
und	w5_d209e22237
annulliret	w7_d209e22240
seyn	w9_d209e22243
sollen,	w11_d209e22246
bey	w1_d209e22251
diesem	w3_d209e22254
Kaiserl.	w5_d209e22257
Königl.	w7_d209e22260
Judicio	w9_d209e22263
Delcgato	w11_d209e22266
gehorsamst	w1_d209e22271
angelanget	w3_d209e22274
habe;	w5_d209e22277
da	w7_d209e22280
nun	w9_d209e22283
in	w11_d209e22286
die	w13_d209e22290
ses	w1_d209e22295
des	w3_d209e22298
Herrn	w5_d209e22301
Curatoris	w7_d209e22304
Gesuch	w9_d209e22307
von	w11_d209e22310
Rechts	w13_d209e22314
wegen	w1_d209e22320
gewilliget	w3_d209e22323
worden,	w5_d209e22326
als	w7_d209e22329
wird	w9_d209e22332
denen	w11_d209e22335
et	w13_d209e22339
wannigen	w1_d209e22344
Jnnhabern	w3_d209e22347
vor=erwehnt=zweyer	w5_d209e22350
Kriegs=zahl=amts=quittungen	w1_d209e22355
per.	w3_d209e22358
21000.	w5_d209e22361
und	w1_d209e22366
25000.	w3_d209e22369
Fl.	w5_d209e22372
durch	w7_d209e22375
gegenwärtiges	w9_d209e22378
Edict	w11_d209e22381
anbefohlen,	w1_d209e22387
daß	w3_d209e22390
selbe	w5_d209e22393
längstens	w7_d209e22396
bis	w9_d209e22399
1.	w11_d209e22402
April	w13_d209e22406
dieses	w1_d209e22411
1758.	w3_d209e22414
Jahrs	w5_d209e22417
bey	w7_d209e22420
diesem	w9_d209e22423
sub	w11_d209e22426
præsidio	w13_d209e22430
ihrer	w1_d209e22435
Kaiserl.	w3_d209e22438
Königl.	w5_d209e22441
Majestät	w7_d209e22444
würcklichen	w9_d209e22447
geheimen	w1_d209e22452
Rahts	w3_d209e22455
Cammerern,	w5_d209e22458
und	w7_d209e22461
N.	w9_d209e22464
Oe.	w11_d209e22467
Regierung	w1_d209e22473
in	w3_d209e22476
Justiz=sachen	w5_d209e22479
vice-præsiden-	w7_d209e22482
tens	w1_d209e22487
Herrn	w3_d209e22490
Ferdinand	w5_d209e22493
Grafens	w7_d209e22496
v.	w9_d209e22499
Pergen	w11_d209e22502
ver	w13_d209e22506
ordneten	w1_d209e22511
Kaiserl.	w3_d209e22514
Königl.	w5_d209e22517
Jud.	w7_d209e22520
Deleg.	w9_d209e22523
sich	w11_d209e22526
also	w1_d209e22531
gewiß	w3_d209e22534
anmelden,	w5_d209e22537
und	w7_d209e22540
zu	w9_d209e22543
mehr	w11_d209e22546
erwehnten	w13_d209e22550
Kriegs=zahl=amts=quittungen	w1_d209e22556
mittels	w3_d209e22559
ro-	w5_d209e22562
ducirung	w1_d209e22567
deren	w3_d209e22570
Originalien	w5_d209e22573
rechtlichen	w7_d209e22576
legi	w9_d209e22579
timiren,	w1_d209e22584
als	w3_d209e22587
im	w5_d209e22590
widrigen	w7_d209e22593
nach	w9_d209e22596
Exspirirung	w11_d209e22599
besagten	w1_d209e22604
Termins	w3_d209e22607
sothane	w5_d209e22610
Quittungen	w7_d209e22613
gänz	w9_d209e22616
lichen	w1_d209e22622
cassiret	w3_d209e22625
und	w5_d209e22628
annulliret	w7_d209e22631
seyn	w9_d209e22634
sollen.	w11_d209e22637
Wienn	w1_d209e22642
den	w3_d209e22645
17.	w5_d209e22648
December	w7_d209e22651
1756.	w9_d209e22654
</p>
</doc>
