<doc id="wr_1758-01-21" attrs="word" year="1758" month="01" day="21" corpus="2">
<head id="h2_d212e3556">
Lüneburg,	w1_d212e3560
unter	w7_d212e21718
denen	w9_d212e21721
Befehlen	w11_d212e21724
des	w13_d212e21728
Her	w15_d212e21731
zogs	w1_d212e21737
von	w3_d212e21740
Ayen,	w5_d212e21743
der	w7_d212e21746
Hr.	w9_d212e21749
von	w11_d212e21752
Segur,	w13_d212e21756
und	w15_d212e21759
die	w17_d212e21762
Brigadiers	w1_d212e21767
von	w3_d212e21770
la	w5_d212e21773
Marine,	w7_d212e21776
Vaubecourt	w9_d212e21779
und	w11_d212e21782
Orlcans	w1_d212e21787
Jnfanterie,	w3_d212e21790
die	w5_d212e21793
von	w7_d212e21796
der	w9_d212e21799
Cavallerie	w11_d212e21802
von	w1_d212e21807
Cravattes,	w3_d212e21810
4	w5_d212e21813
Escadrons	w7_d212e21816
von	w9_d212e21819
den	w11_d212e21822
Gens	w13_d212e21826
d'Armees	w1_d212e21832
und	w3_d212e21835
8.	w5_d212e21838
Canonen.	w7_d212e21841
Mit	w9_d212e21844
diesen	w11_d212e21847
soll	w13_d212e21851
te	w1_d212e21856
er	w3_d212e21859
über	w5_d212e21862
die	w7_d212e21865
Brücke	w9_d212e21868
bey	w11_d212e21871
Alten=zell	w13_d212e21875
auf	w15_d212e21878
brechen,	w1_d212e21883
welche	w3_d212e21886
wieder	w5_d212e21889
hergestellet	w7_d212e21892
war,	w9_d212e21895
um	w11_d212e21898
alles	w1_d212e21903
dasjenige	w3_d212e21906
zu	w5_d212e21909
beobachten,	w7_d212e21912
was	w9_d212e21915
die	w11_d212e21918
Al	w13_d212e21922
ler	w1_d212e21928
herunter	w3_d212e21931
kommen	w5_d212e21934
könnte,	w7_d212e21937
und	w9_d212e21940
mit	w11_d212e21943
dem	w13_d212e21947
Corps	w1_d212e21952
der	w3_d212e21955
Armee	w5_d212e21958
de	w7_d212e21961
Concert	w9_d212e21964
zu	w11_d212e21967
agiren.	w13_d212e21971
Die	w15_d212e21974
Brigade	w1_d212e21979
von	w3_d212e21982
Orlcans	w5_d212e21985
wurde	w7_d212e21988
vom	w9_d212e21991
Corps	w11_d212e21994
be	w13_d212e21998
orderet	w1_d212e22003
und	w3_d212e22006
bestimmet,	w5_d212e22009
unter	w7_d212e22012
dem	w9_d212e22015
Comman	w11_d212e22018
do	w1_d212e22024
des	w3_d212e22027
Hrn.	w5_d212e22030
von	w7_d212e22033
Meaupeau,	w9_d212e22036
eine	w11_d212e22039
andere	w13_d212e22043
Operation	w1_d212e22048
unweit	w3_d212e22051
Lachtenhausen	w5_d212e22054
vorzuneh	w7_d212e22057
men,	w1_d212e22062
und	w3_d212e22065
der	w5_d212e22068
Rest	w7_d212e22071
der	w9_d212e22074
Armee	w11_d212e22077
sollte	w13_d212e22081
nach	w15_d212e22084
Offensee	w1_d212e22089
und	w3_d212e22092
Schwachenhausen	w5_d212e22095
gehen,	w7_d212e22098
und	w9_d212e22101
daselbst	w1_d212e22107
2.	w3_d212e22110
Linien	w5_d212e22113
formiren.	w7_d212e22116
Die	w9_d212e22119
erste	w11_d212e22122
bestun	w13_d212e22126
de	w1_d212e22131
aus	w3_d212e22134
denen	w5_d212e22137
Brigaden	w7_d212e22140
von	w9_d212e22143
Picardie,	w11_d212e22146
Na	w13_d212e22150
varre,	w1_d212e22155
Auvergne,	w3_d212e22158
Belsunce,	w5_d212e22161
la	w7_d212e22164
Tour	w9_d212e22167
du	w11_d212e22170
Pin,	w13_d212e22174
und	w1_d212e22179
Lionnois	w3_d212e22182
Jnfanterie;	w5_d212e22185
aus	w7_d212e22188
denen	w9_d212e22191
von	w11_d212e22194
der	w13_d212e22198
Cavallerie	w1_d212e22204
Küraßiers,	w3_d212e22207
Commissaire	w5_d212e22210
General	w7_d212e22213
Royal	w1_d212e22218
Allemand,	w3_d212e22221
Royal	w5_d212e22224
Roußillon,	w7_d212e22227
und	w9_d212e22230
aus	w11_d212e22233
24	w1_d212e22238
Canonen,	w3_d212e22241
unter	w5_d212e22244
dem	w7_d212e22247
Commando	w9_d212e22250
des	w11_d212e22253
Mar	w13_d212e22257
quis	w1_d212e22262
von	w3_d212e22265
Armentieres.	w5_d212e22268
Die	w7_d212e22271
zweyte	w9_d212e22274
bestand	w11_d212e22277
aus	w1_d212e22283
denen	w3_d212e22286
Brigaden	w5_d212e22289
von	w7_d212e22292
Champagne,	w9_d212e22295
Dau	w11_d212e22298
phin	w1_d212e22303
und	w3_d212e22306
Aquitaine	w5_d212e22309
Jnfanterie,	w7_d212e22312
denen	w9_d212e22315
Ca	w11_d212e22318
rabiniers,	w1_d212e22323
dem	w3_d212e22326
Regiment	w5_d212e22329
Harcourt	w7_d212e22332
Cavalle	w9_d212e22335
rie,	w1_d212e22340
und	w3_d212e22343
aus	w5_d212e22346
14.	w7_d212e22349
Canonen.	w9_d212e22352
Die	w11_d212e22355
Trupen	w13_d212e22359
der	w15_d212e22362
2ten	w1_d212e22368
Linie,	w3_d212e22371
unter	w5_d212e22374
dem	w7_d212e22377
Commando	w9_d212e22380
des	w11_d212e22383
Gene	w13_d212e22387
ral=leutenants,	w1_d212e22392
Grafen	w3_d212e22395
von	w5_d212e22398
Noailles,	w7_d212e22401
und	w9_d212e22404
des	w1_d212e22409
Marschalls	w3_d212e22412
de	w5_d212e22415
Camp,	w7_d212e22418
Hrn.	w9_d212e22421
von	w11_d212e22424
Monty	w13_d212e22428
waren	w1_d212e22433
beorderet,	w3_d212e22436
die	w5_d212e22439
Brücken	w7_d212e22442
zu	w9_d212e22445
schlagen,	w11_d212e22448
deren	w1_d212e22454
Verfertigung	w3_d212e22457
der	w5_d212e22460
Marquis	w7_d212e22463
von	w9_d212e22466
Ville	w11_d212e22469
mur	w1_d212e22474
mit	w3_d212e22477
seinem	w5_d212e22480
Corps	w7_d212e22483
bedecken	w9_d212e22486
sollte,	w11_d212e22489
unter	w13_d212e22493
dessen,	w1_d212e22498
daß	w3_d212e22501
die	w5_d212e22504
erste	w7_d212e22507
Linie	w9_d212e22510
am	w11_d212e22513
Ufer	w13_d212e22517
der	w15_d212e22520
Al	w17_d212e22523
</p>
<p id="p14_d212e22526">
ler	w1_d212e22530
in	w3_d212e22533
Bataille	w5_d212e22536
zwischen	w7_d212e22539
Offensee	w9_d212e22542
und	w11_d212e22545
Schwa	w13_d212e22549
chenhausen	w1_d212e22554
stehen	w3_d212e22557
bleiben	w5_d212e22560
sollte.	w7_d212e22563
Da	w9_d212e22566
alle	w11_d212e22569
Dispositionen	w1_d212e22574
den	w3_d212e22577
Ausgang	w5_d212e22580
hatten,	w7_d212e22583
den	w9_d212e22586
man	w1_d212e22592
von	w3_d212e22595
einer	w5_d212e22598
solchen	w7_d212e22601
sowol	w9_d212e22604
vereinigten	w11_d212e22607
Operationen	w1_d212e22612
erwarten	w3_d212e22615
konnte;	w5_d212e22618
so	w7_d212e22621
ware	w9_d212e22624
die	w11_d212e22627
Armee	w1_d212e22632
im	w3_d212e22635
Stande,	w5_d212e22638
des	w7_d212e22641
Morgens	w9_d212e22644
um	w11_d212e22647
8.	w13_d212e22651
Uhr	w1_d212e22656
aufzubrechen.	w3_d212e22659
Um	w5_d212e22662
Mitternacht	w7_d212e22665
brach	w9_d212e22668
der	w1_d212e22674
Marschall	w3_d212e22677
von	w5_d212e22680
Richelizu	w7_d212e22683
mit,	w9_d212e22686
dem	w11_d212e22689
Elat=major	w1_d212e22694
nach	w3_d212e22697
Schwachenhausen	w5_d212e22700
auf,	w7_d212e22703
und	w1_d212e22708
erfuhr	w3_d212e22711
bey	w5_d212e22714
dem	w7_d212e22717
Anbeuch	w9_d212e22720
des	w11_d212e22723
Tages,	w13_d212e22727
daß	w15_d212e22730
die	w1_d212e22735
Attaquen	w3_d212e22738
des	w5_d212e22741
linken	w7_d212e22744
Flügels	w9_d212e22747
nur	w11_d212e22750
sehr	w13_d212e22754
we	w15_d212e22757
nig	w1_d212e22763
Widerstand	w3_d212e22766
bey	w5_d212e22769
ihrem	w7_d212e22772
Aufbruch	w9_d212e22775
gefunden	w11_d212e22778
hatten,	w1_d212e22783
und	w3_d212e22786
bis	w5_d212e22789
in	w7_d212e22792
das	w9_d212e22795
feindliche	w11_d212e22798
Lager	w13_d212e22802
ge	w15_d212e22805
drungen	w1_d212e22810
waren,	w3_d212e22813
welches	w5_d212e22816
man	w7_d212e22819
verlassen	w9_d212e22822
ge	w11_d212e22825
funden:	w1_d212e22830
dann	w3_d212e22833
der	w5_d212e22836
Feind	w7_d212e22839
hatte	w9_d212e22842
es	w11_d212e22845
während	w13_d212e22849
der	w1_d212e22855
Nacht	w3_d212e22858
verlassen,	w5_d212e22861
und	w7_d212e22864
seinen	w9_d212e22867
Zurück=zug	w11_d212e22870
durch	w1_d212e22875
verschiedene	w3_d212e22878
Bewegungen	w5_d212e22881
angezeiget,	w7_d212e22884
die	w1_d212e22889
man	w3_d212e22892
ihn	w5_d212e22895
von	w7_d212e22898
der	w9_d212e22901
Seite	w11_d212e22904
von	w13_d212e22908
Winsen	w15_d212e22911
hat	w17_d212e22914
te	w1_d212e22919
machen	w3_d212e22922
sehen.	w5_d212e22925
Sobald	w7_d212e22928
der	w9_d212e22931
Marschall	w11_d212e22934
die	w13_d212e22938
se	w1_d212e22944
Nachricht	w3_d212e22947
erhalten	w5_d212e22950
hatte,	w7_d212e22953
so	w9_d212e22956
befahl	w11_d212e22959
er,	w13_d212e22963
daß	w1_d212e22968
alle	w3_d212e22971
Detaschements,	w5_d212e22974
soviel	w7_d212e22977
die	w9_d212e22980
starken	w11_d212e22983
Stren	w1_d212e22988
Strapazen	w1_d212e22993
des	w3_d212e22996
vorigen	w5_d212e22999
TLages	w7_d212e23002
und	w9_d212e23005
die	w11_d212e23008
S	w13_d212e23012
ge	w1_d212e23018
des	w3_d212e23021
Wetters	w5_d212e23024
erlaubeten,	w7_d212e23027
marschiren,	w9_d212e23030
und	w11_d212e23033
den	w1_d212e23038
Feind	w3_d212e23041
verfolgen	w5_d212e23044
sollten.	w7_d212e23047
Wir	w9_d212e23050
haben	w11_d212e23053
bis	w13_d212e23057
jetzo	w1_d212e23062
590.	w3_d212e23065
Gefangene	w5_d212e23068
gemacht,	w7_d212e23071
und	w9_d212e23074
alle	w11_d212e23077
die	w13_d212e23081
man	w1_d212e23086
auf	w3_d212e23089
ihrer	w5_d212e23092
übereilten	w7_d212e23095
Flucht	w9_d212e23098
erreichen	w11_d212e23101
könn	w13_d212e23105
te.	w1_d212e23111
Wir	w3_d212e23114
haben	w5_d212e23117
nicht	w7_d212e23120
mehr,	w9_d212e23123
als	w11_d212e23126
ungefähr	w13_d212e23130
22.	w15_d212e23133
Mann,	w1_d212e23138
verloren.	w3_d212e23141
Ueber	w5_d212e23144
dem	w7_d212e23147
seynd	w9_d212e23150
uns	w11_d212e23153
auch	w13_d212e23157
viele	w1_d212e23162
Proviant	w3_d212e23165
und	w5_d212e23168
Bagage=wägen	w7_d212e23171
in	w9_d212e23174
die	w11_d212e23177
Hände	w1_d212e23182
gefallen.	w3_d212e23185
Die	w5_d212e23188
Feinde	w7_d212e23191
setzen	w9_d212e23194
ihren	w11_d212e23197
Ruck=marsch	w1_d212e23203
nach	w3_d212e23206
Lüneburg	w5_d212e23209
auf	w7_d212e23212
dem	w9_d212e23215
Weege	w11_d212e23218
fort,	w1_d212e23223
den	w3_d212e23226
sie	w5_d212e23229
nahmen,	w7_d212e23232
als	w9_d212e23235
sie	w11_d212e23238
nach	w13_d212e23242
Zelle	w15_d212e23245
giengen.	w1_d212e23250
Den	w3_d212e23253
25sten	w5_d212e23256
gegen	w7_d212e23259
Abend,	w9_d212e23262
ist	w11_d212e23265
der	w13_d212e23269
Marschall	w1_d212e23274
wieder	w3_d212e23277
nach	w5_d212e23280
Zelle	w7_d212e23283
gekehret,	w9_d212e23286
wo	w11_d212e23289
er	w1_d212e23295
sein	w3_d212e23298
Haupt=quartier	w5_d212e23301
errichtet	w7_d212e23304
hat.	w9_d212e23307
Sein	w11_d212e23310
Lager	w1_d212e23315
hat	w3_d212e23318
er	w5_d212e23321
an	w7_d212e23324
eben	w9_d212e23327
dem	w11_d212e23330
Ort	w13_d212e23334
aufgeschlagen,	w15_d212e23337
welchen	w1_d212e23342
noch	w3_d212e23345
die	w5_d212e23348
Armee	w7_d212e23351
des	w9_d212e23354
Prinzens	w11_d212e23357
Ferdi	w13_d212e23361
nand	w1_d212e23366
inne	w3_d212e23369
hatte.	w5_d212e23372
Die	w7_d212e23375
Volontairs	w9_d212e23378
von	w11_d212e23381
Flan	w13_d212e23385
dern,	w1_d212e23391
welche	w3_d212e23394
rechter	w5_d212e23397
Hand	w7_d212e23400
den	w9_d212e23403
Feind	w11_d212e23406
verfol	w13_d212e23410
get	w1_d212e23415
hatten,	w3_d212e23418
haben	w5_d212e23421
250.	w7_d212e23424
Pferde,	w9_d212e23427
und	w11_d212e23430
viele	w13_d212e23434
mit	w1_d212e23439
Equipage,	w3_d212e23442
Provision	w5_d212e23445
und	w7_d212e23448
Gerrätschaft	w9_d212e23451
zu	w1_d212e23456
Pontons	w3_d212e23459
beladene	w5_d212e23462
Wägen	w7_d212e23465
bekommen.	w9_d212e23468
</p>
<head id="h2_d212e23474">
Wien	w1_d212e23478
21.	w3_d212e23481
Januar.	w5_d212e23484
</head>
<p id="p4_d212e23487">
Dieser	w1_d212e23491
Tagen	w3_d212e23494
ist	w5_d212e23497
allhier	w7_d212e23500
folgende	w9_d212e23503
Publica	w11_d212e23506
tion	w1_d212e23511
sowol	w3_d212e23514
an	w5_d212e23517
denen	w7_d212e23520
Stadt=thören,	w9_d212e23523
als	w11_d212e23526
allen	w13_d212e23530
sonst	w1_d212e23535
gewöhnlichen	w3_d212e23538
Orten	w5_d212e23541
offentlich	w7_d212e23544
ange	w9_d212e23547
schlagen	w1_d212e23553
worden.	w3_d212e23556
</p>
<p id="p10_d212e23569">
Von	w1_d212e23573
der	w3_d212e23576
Kaiserl.	w5_d212e23579
Königl.	w7_d212e23582
N.	w9_d212e23585
Oe.	w11_d212e23588
Repräsen	w13_d212e23592
tation	w1_d212e23597
und	w3_d212e23600
Cammer	w5_d212e23603
wegen	w7_d212e23606
denen	w9_d212e23609
hierländi	w11_d212e23612
gen	w1_d212e23617
Kaiserl.	w3_d212e23620
Königl.	w5_d212e23623
Kreiß=ämtern,	w7_d212e23626
Stadt	w9_d212e23629
MarktDorf	w1_d212e23635
und	w3_d212e23638
Grund=obrigkeiten,	w5_d212e23641
wie	w7_d212e23644
auch	w1_d212e23649
sonsten	w3_d212e23652
jedermänniglich,	w5_d212e23655
besonders	w7_d212e23658
aber	w9_d212e23661
jenen	w1_d212e23666
Landes=inwohnern,	w3_d212e23669
welche	w5_d212e23672
Kaiserl.	w7_d212e23675
Königl.	w1_d212e23680
Kriegs=dienste	w3_d212e23683
anzunehmen	w5_d212e23686
sich	w7_d212e23689
ent	w9_d212e23692
schliessen	w1_d212e23698
wollen,	w3_d212e23701
hiemit	w5_d212e23704
anzufügen:	w7_d212e23707
</p>
<p id="p12_d212e23711">
Es	w1_d212e23715
haben	w3_d212e23718
Jhre	w5_d212e23721
Kaiserl.	w7_d212e23724
Königl.	w9_d212e23727
Majestät	w11_d212e23730
Unsere	w1_d212e23735
aller=gnädigste	w3_d212e23738
Erb=landes=fürstin	w5_d212e23741
und	w7_d212e23744
Frau	w1_d212e23749
vermög	w3_d212e23752
der	w5_d212e23755
unterm	w7_d212e23758
11.	w9_d212e23761
dieses	w11_d212e23764
Monats	w13_d212e23768
Jenner	w1_d212e23774
geschöpften	w3_d212e23777
aller=höchsten	w5_d212e23780
Resolution	w7_d212e23783
aller	w1_d212e23788
mildest	w3_d212e23791
zu	w5_d212e23794
bewilligen	w7_d212e23797
geruhet,	w9_d212e23800
daß	w11_d212e23803
Dero	w13_d212e23807
sammentliche	w1_d212e23812
sowol	w3_d212e23815
Jnfanterie	w5_d212e23818
als	w7_d212e23821
Cavalle	w9_d212e23824
rie=regimenter	w1_d212e23829
in	w3_d212e23832
denen	w5_d212e23835
Oesterreichisch	w7_d212e23838
wie	w9_d212e23841
auch	w1_d212e23847
Böheimisch	w3_d212e23850
und	w5_d212e23853
Mährischen	w7_d212e23856
Erblan	w9_d212e23859
den	w1_d212e23864
die	w3_d212e23867
sich	w5_d212e23870
anmeldende	w7_d212e23873
taugliche	w9_d212e23876
Leute	w11_d212e23879
mit	w13_d212e23883
telst	w1_d212e23888
Capitulation	w3_d212e23891
auf	w5_d212e23894
die	w7_d212e23897
Zeit	w9_d212e23900
des	w11_d212e23903
vordauren	w13_d212e23907
den	w1_d212e23912
Kriegs,	w3_d212e23915
jedoch	w5_d212e23918
in	w7_d212e23921
letzteren	w9_d212e23924
beeden	w11_d212e23927
Landen	w13_d212e23931
keine	w1_d212e23937
andere,	w3_d212e23940
als	w5_d212e23943
welche	w7_d212e23946
Teutsche,	w9_d212e23949
oder	w11_d212e23952
doch	w13_d212e23956
dieser	w1_d212e23961
Sprach	w3_d212e23964
wol	w5_d212e23967
kündig	w7_d212e23970
seynd,	w9_d212e23973
zu	w11_d212e23976
Diensten	w13_d212e23980
anwerben	w1_d212e23985
können,	w3_d212e23988
und	w5_d212e23991
ihnen	w7_d212e23994
hiebey	w9_d212e23997
die	w11_d212e24000
Hof	w13_d212e24004
nung	w1_d212e24009
zu	w3_d212e24012
geben	w5_d212e24015
seye,	w7_d212e24018
daß	w9_d212e24021
sie,	w11_d212e24024
nach	w13_d212e24028
Maaß	w15_d212e24031
ihrer	w17_d212e24034
Anlassung	w1_d212e24040
in	w3_d212e24043
dem	w5_d212e24046
Kriegs=dienst,	w7_d212e24049
und	w9_d212e24052
deren	w11_d212e24055
sonst	w1_d212e24060
habenden	w3_d212e24063
Eigenschaften	w5_d212e24066
zu	w7_d212e24069
Unteroffi	w9_d212e24072
ciers,	w1_d212e24077
oder	w3_d212e24080
auch	w5_d212e24083
noch	w7_d212e24086
weiters	w9_d212e24089
mit	w11_d212e24092
der	w13_d212e24096
Zeit	w15_d212e24099
wur	w17_d212e24102
den	w1_d212e24107
avanciret	w3_d212e24110
werden.	w5_d212e24113
</p>
<p id="p14_d212e24116">
Und	w1_d212e24120
gleichwie	w3_d212e24123
durch	w5_d212e24126
den	w7_d212e24129
Kaiserl.	w9_d212e24132
Königl.	w11_d212e24135
Hof=kriegstraht	w1_d212e24140
hierwegen	w3_d212e24143
an	w5_d212e24146
seine	w7_d212e24149
Behörde	w9_d212e24152
das	w1_d212e24157
Erforderliche	w3_d212e24160
bereits	w5_d212e24163
verfüget	w7_d212e24166
worden	w9_d212e24169
ist	w11_d212e24172
also	w1_d212e24178
haben	w3_d212e24181
Allerhöchst=gedacht	w5_d212e24184
Jhre	w7_d212e24187
Kaiserl	w9_d212e24190
Königl.	w1_d212e24195
Majestät	w3_d212e24198
weiters	w5_d212e24201
aller=gnädigst	w7_d212e24204
an.	w9_d212e24207
befohlen,	w1_d212e24212
daß	w3_d212e24215
auch	w5_d212e24218
von	w7_d212e24221
Seiten	w9_d212e24224
des	w11_d212e24227
Civilis	w13_d212e24231
auf	w15_d212e24234
derley	w1_d212e24239
Capitulanten,	w3_d212e24242
wann	w5_d212e24245
solche	w7_d212e24248
nach	w9_d212e24251
geen	w11_d212e24254
digtem	w1_d212e24260
Krieg	w3_d212e24263
nicht	w5_d212e24266
mehr	w7_d212e24269
in	w9_d212e24272
Militar=diensten	w11_d212e24275
verbleiben,	w1_d212e24280
sondern	w3_d212e24283
sich	w5_d212e24286
irgendswo	w7_d212e24289
ansäßig	w9_d212e24292
machen	w1_d212e24297
wolten,	w3_d212e24300
vor	w5_d212e24303
anderen	w7_d212e24306
reflectiret	w9_d212e24309
und	w1_d212e24314
dieselbe	w3_d212e24317
nach	w5_d212e24320
Maß	w7_d212e24323
ihrer	w9_d212e24326
besitzenden	w11_d212e24329
senschaft,	w1_d212e24335
oder	w3_d212e24338
erlernten	w5_d212e24341
Kunst,	w7_d212e24344
Profeßion,	w9_d212e24347
oder	w11_d212e24350
Hand=werk	w1_d212e24355
auf	w3_d212e24358
ihr	w5_d212e24361
allmaliges	w7_d212e24364
Ansuchen	w9_d212e24367
bey	w11_d212e24370
sich	w1_d212e24375
ereignenden	w3_d212e24378
Aperturen	w5_d212e24381
vorzüglichen	w7_d212e24384
unter	w9_d212e24387
gebracht,	w1_d212e24392
oder	w3_d212e24395
zum	w5_d212e24398
Burger=recht,	w7_d212e24401
und	w9_d212e24404
Mei	w11_d212e24407
sterschaften	w1_d212e24413
beförderet	w3_d212e24416
werden	w5_d212e24419
sollen.	w7_d212e24422
</p>
<p id="p16_d212e24425">
Welch	w1_d212e24429
allerhöchste	w3_d212e24432
Entschliessung	w5_d212e24435
demnach	w7_d212e24438
Eingangs	w1_d212e24443
ernannten	w3_d212e24446
hierländigen	w5_d212e24449
Kaiserl.	w7_d212e24452
Königl.	w1_d212e24457
Kreiß=ämtern,	w3_d212e24460
StadtMarktDorf	w5_d212e24463
und	w1_d212e24469
Grund=obrigkeiten	w3_d212e24472
zur	w5_d212e24475
genauen	w7_d212e24478
Darob	w9_d212e24481
</p>
<p id="p18_d212e24484">
haltung,	w1_d212e24488
all=übrigen	w3_d212e24491
Landes=inwohnern	w5_d212e24494
abek,	w7_d212e24497
und	w1_d212e24502
zuvorderist	w3_d212e24505
jenen,	w5_d212e24508
welche	w7_d212e24511
in	w9_d212e24514
Kaiserl.	w11_d212e24517
Kö	w13_d212e24521
nigl.	w1_d212e24526
Kriegs=dienste	w3_d212e24529
zu	w5_d212e24532
tretten	w7_d212e24535
Willens	w9_d212e24538
seynd,	w11_d212e24541
zur	w1_d212e24547
guten	w3_d212e24550
Nachricht	w5_d212e24553
und	w7_d212e24556
ihrer	w9_d212e24559
Versicherung,	w11_d212e24562
hierdurch	w1_d212e24567
kund	w3_d212e24570
gemacht	w5_d212e24573
wird.	w7_d212e24576
</p>
<p id="p20_d212e24579">
Johann	w1_d212e24583
Joseph	w3_d212e24586
Freyherr	w5_d212e24589
von	w7_d212e24592
Mannagetta,	w1_d212e24597
und	w3_d212e24600
Lerchenau.	w5_d212e24603
</p>
<head id="h2_d212e24610">
Johann	w1_d212e24614
Leopold	w3_d212e24617
E.	w5_d212e24620
H.	w7_d212e24623
von	w9_d212e24626
Schick.	w11_d212e24629
Thaddäus	w1_d212e24634
Edler	w3_d212e24637
von	w5_d212e24640
Spaun.	w7_d212e24643
</head>
<p id="p4_d212e24646">
Es	w1_d212e24650
wird	w3_d212e24653
dem	w5_d212e24656
Publico	w7_d212e24659
hiemit	w9_d212e24662
zu	w11_d212e24665
wissen	w13_d212e24669
ge	w15_d212e24672
macht,	w1_d212e24677
wie	w3_d212e24680
daß	w5_d212e24683
den	w7_d212e24686
27.	w9_d212e24689
Febr.	w11_d212e24692
dies	w13_d212e24696
lauffen	w15_d212e24699
den	w1_d212e24704
1758.	w3_d212e24707
Jahrs	w5_d212e24710
der	w7_d212e24713
Kramreiterische	w9_d212e24716
zu	w11_d212e24719
Pellendorf	w1_d212e24725
unweit	w3_d212e24728
Lanzendorf	w5_d212e24731
ligende	w7_d212e24734
ganz	w9_d212e24737
und	w1_d212e24742
ein	w3_d212e24745
viertel	w5_d212e24748
Lehen=hof	w7_d212e24751
samt	w9_d212e24754
dem	w11_d212e24757
darzu	w13_d212e24761
gehörigen	w1_d212e24766
Haus,	w3_d212e24769
und	w5_d212e24772
Uberländ	w7_d212e24775
Grund=stücken	w9_d212e24778
licitando	w1_d212e24783
werde	w3_d212e24786
verkauft	w5_d212e24789
werden,	w7_d212e24792
wer	w9_d212e24795
nun	w11_d212e24798
also	w13_d212e24802
solche	w1_d212e24808
gute	w3_d212e24811
Wirtschaft	w5_d212e24814
käuflichen	w7_d212e24817
an	w9_d212e24820
sich	w11_d212e24823
zu	w13_d212e24827
bringen	w1_d212e24832
gedenket,	w3_d212e24835
wird	w5_d212e24838
auf	w7_d212e24841
obigen	w9_d212e24844
Tag	w11_d212e24847
früh	w13_d212e24851
um	w1_d212e24856
9.	w3_d212e24859
Uhr	w5_d212e24862
in	w7_d212e24865
der	w9_d212e24868
Graf	w11_d212e24871
Gatterburgischen	w13_d212e24875
Herr	w15_d212e24878
schafts=canzley	w1_d212e24883
zu	w3_d212e24886
Zwölfäxing	w5_d212e24889
zu	w7_d212e24892
erscheinen	w9_d212e24895
sich	w1_d212e24901
belieben	w3_d212e24904
lassen.	w5_d212e24907
</p>
<p id="p6_d212e24910">
Den	w1_d212e24914
31ten	w3_d212e24917
dieses	w5_d212e24920
Monats	w7_d212e24923
Jan.	w9_d212e24926
Nachmit	w11_d212e24929
tags	w1_d212e24934
um	w3_d212e24937
2.	w5_d212e24940
Uhr	w7_d212e24943
wird	w9_d212e24946
in	w11_d212e24949
dem	w13_d212e24953
Dorothee=hof	w15_d212e24956
in	w17_d212e24959
der	w1_d212e24964
Wohnung	w3_d212e24967
des	w5_d212e24970
Herrn	w7_d212e24973
Fellner	w9_d212e24976
als	w11_d212e24979
Closter	w13_d212e24983
Michael	w1_d212e24989
Bayerischen	w3_d212e24992
Grund=buch=handlers	w5_d212e24995
im	w7_d212e24998
2ten	w1_d212e25003
Stock	w3_d212e25006
die	w5_d212e25009
zu	w7_d212e25012
Währing	w9_d212e25015
nächst	w11_d212e25018
Wien	w13_d212e25022
ge	w15_d212e25025
legene	w1_d212e25030
Rebellische	w3_d212e25033
Behausung	w5_d212e25036
samt	w7_d212e25039
Garten,	w9_d212e25042
6.	w1_d212e25047
Zimmer	w3_d212e25050
in	w5_d212e25053
dem	w7_d212e25056
ersten	w9_d212e25059
Stock,	w11_d212e25062
dann	w13_d212e25066
8.	w15_d212e25069
Hol	w17_d212e25072
den=wohnungen,	w1_d212e25078
Mayr=hof,	w3_d212e25081
und	w5_d212e25084
19.	w7_d212e25087
Joch	w9_d212e25090
Aecker	w1_d212e25095
am	w3_d212e25098
Garten	w5_d212e25101
anligend,	w7_d212e25104
licitando	w9_d212e25107
ver	w11_d212e25110
kauffet	w1_d212e25115
werder.	w3_d212e25118
</p>
<p id="p8_d212e25121">
Von	w1_d212e25125
dem	w3_d212e25128
Judicio	w5_d212e25131
Deleg.	w7_d212e25134
des	w9_d212e25137
Fürstlichen	w11_d212e25140
St.	w1_d212e25145
Leopoldi	w3_d212e25148
Stifts	w5_d212e25151
deren	w7_d212e25154
regulirten	w9_d212e25157
Chor	w11_d212e25160
herrn	w1_d212e25165
St.	w3_d212e25168
Augustini	w5_d212e25171
zu	w7_d212e25174
Kloster=neuburg	w9_d212e25177
wird	w11_d212e25180
hiemit	w1_d212e25186
jedermänniglich	w3_d212e25189
kund	w5_d212e25192
und	w7_d212e25195
zu	w9_d212e25198
wissen	w11_d212e25201
gemacht,	w1_d212e25206
was	w3_d212e25209
massen	w5_d212e25212
der	w7_d212e25215
Adam	w9_d212e25218
Lechner,	w11_d212e25221
Klo	w13_d212e25225
</p>
<p id="p14_d212e25239">
von	w1_d212e25243
200.	w3_d212e25246
Volontairs,	w5_d212e25249
so	w7_d212e25252
die	w9_d212e25255
Jäger	w11_d212e25258
von	w13_d212e25262
Richelieu	w1_d212e25267
heissen,	w3_d212e25270
und	w5_d212e25273
unter	w7_d212e25276
dem	w9_d212e25279
Comman	w11_d212e25282
do	w1_d212e25287
des	w3_d212e25290
Hrn.	w5_d212e25293
von	w7_d212e25296
Aufrenet	w9_d212e25299
stehen,	w11_d212e25302
und	w13_d212e25306
das	w15_d212e25309
Fi	w17_d212e25312
scherische	w1_d212e25318
Corps	w3_d212e25321
bey	w5_d212e25324
der	w7_d212e25327
Schäferey=brücke	w9_d212e25330
die	w1_d212e25335
Aller	w3_d212e25338
