<doc id="wr_1760-09-17" attrs="word" year="1760" month="09" day="17" corpus="2">
<head id="h2_d485e2492">
Neu=york	w1_d485e2496
Appertinentiis	w3_d485e20544
den	w5_d485e20547
25.	w7_d485e20550
Septembris	w9_d485e20553
1760.	w11_d485e20556
fruh	w1_d485e20562
um	w3_d485e20565
8.	w5_d485e20568
Uhr	w7_d485e20571
allda	w9_d485e20574
vor	w11_d485e20577
Gericht	w13_d485e20581
dem	w15_d485e20584
Meistdie	w17_d485e20587
tenden	w1_d485e20592
licitando	w3_d485e20595
verkauflet	w5_d485e20598
werden.	w7_d485e20601
</p>
</doc>
