<doc id="wr_1757-04-30" attrs="word" year="1757" month="04" day="30" corpus="2">
<head id="h2_d139e3473">
Philadelphia	w1_d139e3477
</p>
<p id="p10_d139e21569">
Man	w1_d139e21573
will	w3_d139e21576
dahero	w5_d139e21579
mutmassen,	w7_d139e21582
daß	w9_d139e21585
Se.	w11_d139e21588
Maj.	w13_d139e21592
selbe	w1_d139e21597
von	w3_d139e21600
der	w5_d139e21603
Verbannung	w7_d139e21606
befreyen	w9_d139e21609
und	w11_d139e21612
ihnen	w13_d139e21616
eine	w1_d139e21621
Pension	w3_d139e21624
mit	w5_d139e21627
dem	w7_d139e21630
Beding	w9_d139e21633
zustehen	w11_d139e21636
würden,	w13_d139e21640
sich	w1_d139e21646
in	w3_d139e21649
einige	w5_d139e21652
Communaute	w7_d139e21655
zu	w9_d139e21658
retiriren.	w11_d139e21661
Am	w13_d139e21665
Freytag	w1_d139e21670
hatten	w3_d139e21673
wir	w5_d139e21676
einen	w7_d139e21679
entsetzlichen	w9_d139e21682
Sturm	w11_d139e21685
wind,	w1_d139e21690
welcher	w3_d139e21693
viele	w5_d139e21696
Schor=steine	w7_d139e21699
umgeworfen,	w9_d139e21702
Dächer	w1_d139e21707
abgehoben,	w3_d139e21710
und	w5_d139e21713
viele	w7_d139e21716
Bäume	w9_d139e21719
aus	w11_d139e21722
der	w13_d139e21726
Erde	w1_d139e21732
gerissen	w3_d139e21735
hat.	w5_d139e21738
</p>
<head id="h2_d139e21744">
Neuß	w1_d139e21748
16.	w3_d139e21751
April.	w5_d139e21754
</head>
<p id="p4_d139e21757">
Vor	w1_d139e21761
3.	w3_d139e21764
Tägen	w5_d139e21767
gienge	w7_d139e21770
der	w9_d139e21773
Hr.	w11_d139e21776
von	w13_d139e21780
Luce,	w15_d139e21783
Jn	w17_d139e21786
tendant	w1_d139e21791
der	w3_d139e21794
Französischen	w5_d139e21797
Armee,	w7_d139e21800
nach	w9_d139e21803
Wesel	w11_d139e21806
ab,	w1_d139e21811
wohin	w3_d139e21814
der	w5_d139e21817
Prinz	w7_d139e21820
von	w9_d139e21823
Soubise	w11_d139e21826
gefolget	w13_d139e21830
ist.	w15_d139e21833
Das	w1_d139e21839
Haupt=quartier	w3_d139e21842
des	w5_d139e21845
Herrn	w7_d139e21848
Marschall	w9_d139e21851
von	w1_d139e21856
Estrees	w3_d139e21859
ist	w5_d139e21862
zu	w7_d139e21865
Meurs	w9_d139e21868
abgezeichnet	w11_d139e21871
worden.	w13_d139e21875
Dito	w1_d139e21880
kamen	w3_d139e21883
der	w5_d139e21886
Baron	w7_d139e21889
von	w9_d139e21892
Gelder	w11_d139e21895
d'Arcen	w13_d139e21899
und	w1_d139e21904
der	w3_d139e21907
Marquis	w5_d139e21910
von	w7_d139e21913
Hundsbroich,	w9_d139e21916
in	w11_d139e21919
Be	w13_d139e21923
gleitung	w1_d139e21929
des	w3_d139e21932
Syndici	w5_d139e21935
derer	w7_d139e21938
Ständen	w9_d139e21941
von	w11_d139e21944
Gel	w13_d139e21948
dern,	w1_d139e21953
hier	w3_d139e21956
an,	w5_d139e21959
welche	w7_d139e21962
beordert	w9_d139e21965
seynd,	w11_d139e21968
die	w13_d139e21972
Lief	w15_d139e21975
ferungen,	w1_d139e21980
so	w3_d139e21983
besagte	w5_d139e21986
Stände	w7_d139e21989
zur	w9_d139e21992
Französischen	w11_d139e21995
Armee	w1_d139e22000
thun	w3_d139e22003
sollen,	w5_d139e22006
zu	w7_d139e22009
reguliren,	w9_d139e22012
und	w11_d139e22015
den	w13_d139e22019
Prinzen	w1_d139e22025
von	w3_d139e22028
Soubise	w5_d139e22031
zugleich	w7_d139e22034
zu	w9_d139e22037
bitten,	w11_d139e22040
im	w13_d139e22044
Fall	w1_d139e22049
einer	w3_d139e22052
Belagerung,	w5_d139e22055
oder	w7_d139e22058
Bombardirung	w9_d139e22061
der	w1_d139e22066
Stadt	w3_d139e22069
Geldern,	w5_d139e22072
deren	w7_d139e22075
armen	w9_d139e22078
Einwohnern,	w11_d139e22081
so	w1_d139e22086
viel	w3_d139e22089
als	w5_d139e22092
möglich,	w7_d139e22095
zu	w9_d139e22098
schonen.	w11_d139e22101
</p>
<head id="h2_d139e22108">
NOTIFICATION.	w1_d139e22112
</head>
<p id="p4_d139e22115">
Von	w1_d139e22119
des	w3_d139e22122
Fürstl.	w5_d139e22125
St.	w7_d139e22128
Leopoldi	w9_d139e22131
Stift	w11_d139e22134
Klo	w13_d139e22138
ster=neuburg	w1_d139e22143
Ober=kammer	w3_d139e22146
wird	w5_d139e22149
hiemit	w7_d139e22152
je	w9_d139e22155
dermänniglich	w1_d139e22160
kund	w3_d139e22163
und	w5_d139e22166
zu	w7_d139e22169
wissen	w9_d139e22172
gethan,	w11_d139e22175
was	w1_d139e22181
Gestalten	w3_d139e22184
auf	w5_d139e22187
Absterben	w7_d139e22190
Michael	w9_d139e22193
Win	w11_d139e22196
ter	w1_d139e22201
Wirt	w3_d139e22204
und	w5_d139e22207
Gastgeb	w7_d139e22210
zu	w9_d139e22213
Langen=enzerstorf	w11_d139e22216
nächst	w1_d139e22221
Bisamberg	w3_d139e22224
auf	w5_d139e22227
seine	w7_d139e22230
zuruck=gelassen	w9_d139e22233
ne	w1_d139e22238
Ehe=wirtin	w3_d139e22241
in	w5_d139e22244
Sachen	w7_d139e22247
deren	w9_d139e22250
etwann	w11_d139e22253
sich	w1_d139e22259
hervor	w3_d139e22262
thun	w5_d139e22265
könnenden	w7_d139e22268
Creditspar	w9_d139e22271
theyen	w1_d139e22276
eine	w3_d139e22279
ordentliche	w5_d139e22282
Convocationem	w7_d139e22285
Creditorum	w1_d139e22290
sub	w3_d139e22293
primo	w5_d139e22296
2do	w7_d139e22299
&	w9_d139e22302
3tio	w11_d139e22305
Termino	w13_d139e22309
præclusi	w1_d139e22314
anzuordnen	w3_d139e22317
anverlanget,	w5_d139e22320
auch	w7_d139e22323
solche	w9_d139e22326
schon	w1_d139e22332
sowol	w3_d139e22335
mittels	w5_d139e22338
affigirten	w7_d139e22341
Edict,	w9_d139e22344
als	w11_d139e22347
auch	w13_d139e22351
durch	w1_d139e22356
das	w3_d139e22359
Diarium	w5_d139e22362
denen	w7_d139e22365
Credits=partheyen	w9_d139e22368
kund	w1_d139e22373
gemacht,	w3_d139e22376
und	w5_d139e22379
zur	w7_d139e22382
Liquidation	w9_d139e22385
der	w11_d139e22388
9te	w13_d139e22392
dies	w1_d139e22397
1757.	w3_d139e22400
Jahr	w5_d139e22403
ist	w7_d139e22406
bestimmet	w9_d139e22409
worden,	w11_d139e22412
da	w13_d139e22416
nun	w15_d139e22419
aber	w1_d139e22425
bey	w3_d139e22428
der	w5_d139e22431
nicht	w7_d139e22434
vorgesehenen	w9_d139e22437
Witterung	w11_d139e22440
ein	w13_d139e22444
und	w1_d139e22449
andere,	w3_d139e22452
mit	w5_d139e22455
solcher	w7_d139e22458
sich	w9_d139e22461
zu	w11_d139e22464
entschuldigen	w13_d139e22468
in	w1_d139e22473
Hinkunft	w3_d139e22476
hervor	w5_d139e22479
kommen	w7_d139e22482
möchten	w9_d139e22485
als	w11_d139e22488
ist	w13_d139e22492
zu	w1_d139e22497
allem	w3_d139e22500
Uberfluß	w5_d139e22503
eine	w7_d139e22506
nochmalige	w9_d139e22509
Erforderung	w11_d139e22512
ebenmäßig	w1_d139e22518
sub	w3_d139e22521
primo,	w5_d139e22524
2do	w7_d139e22527
&	w9_d139e22530
3tio	w11_d139e22533
Termino	w13_d139e22537
præclusi	w1_d139e22542
auf	w3_d139e22545
den	w5_d139e22548
14.	w7_d139e22551
Junii	w9_d139e22554
dies	w11_d139e22557
Jahr	w13_d139e22561
Fruh	w15_d139e22564
um	w1_d139e22569
9	w3_d139e22572
Uhr	w5_d139e22575
auf	w7_d139e22578
ersagten	w9_d139e22581
Stifts	w11_d139e22584
Oberkam	w13_d139e22588
mer	w1_d139e22593
zu	w3_d139e22596
Kloster=neuburg	w5_d139e22599
anberaumet	w7_d139e22602
worden	w9_d139e22605
wo	w1_d139e22611
sodann	w3_d139e22614
all	w5_d139e22617
und	w7_d139e22620
jede,	w9_d139e22623
so	w11_d139e22626
angedachten	w13_d139e22630
</p>
<p id="p6_d139e22633">
Winter	w1_d139e22637
seel.	w3_d139e22640
rechtliche	w5_d139e22643
Prätensionen	w7_d139e22646
zu	w9_d139e22649
stellen	w11_d139e22652
vermeinen,	w1_d139e22657
mit	w3_d139e22660
ihren	w5_d139e22663
in	w7_d139e22666
Handen	w9_d139e22669
haben	w11_d139e22672
den	w1_d139e22677
Documenten	w3_d139e22680
zu	w5_d139e22683
erscheinen,	w7_d139e22686
und	w9_d139e22689
solche	w11_d139e22692
in	w1_d139e22698
Forma	w3_d139e22701
authentica	w5_d139e22704
einzulegen	w7_d139e22707
haben	w9_d139e22710
wer	w11_d139e22713
den,	w1_d139e22718
wie	w3_d139e22721
im	w5_d139e22724
widrigen	w7_d139e22727
die	w9_d139e22730
Ausbleibende	w11_d139e22733
von	w13_d139e22737
gegenwärtiger	w1_d139e22742
Concurs=massa	w3_d139e22745
gänzlich	w5_d139e22748
und	w7_d139e22751
für	w1_d139e22756
allzeit	w3_d139e22759
ausgeschlossen	w5_d139e22762
seyn,	w7_d139e22765
und	w9_d139e22768
ihner	w11_d139e22771
diesfals	w1_d139e22777
das	w3_d139e22780
ewige	w5_d139e22783
Stillschweigen	w7_d139e22786
auferleget	w9_d139e22789
der	w1_d139e22794
nicht	w3_d139e22797
Liquidirende	w5_d139e22800
aber	w7_d139e22803
abgewiesen	w9_d139e22806
werden	w11_d139e22809
solle.	w1_d139e22814
Stift	w3_d139e22817
Kloster=neuburg	w5_d139e22820
den	w7_d139e22823
30.	w9_d139e22826
Mar	w11_d139e22829
ti	w1_d139e22834
1757.	w3_d139e22837
</p>
<head id="h2_d139e22843">
EDICT.	w1_d139e22847
</head>
<p id="p4_d139e22850">
Von	w1_d139e22854
der	w3_d139e22857
K.	w5_d139e22860
K.	w7_d139e22863
N.	w9_d139e22866
Oest.	w11_d139e22869
Repräsentation	w13_d139e22873
und	w1_d139e22878
Cammer	w3_d139e22881
wird	w5_d139e22884
hiemit	w7_d139e22887
durch	w9_d139e22890
gegenwärtig	w11_d139e22893
offentliches	w1_d139e22898
Edict	w3_d139e22901
allen	w5_d139e22904
und	w7_d139e22907
jeden,	w9_d139e22910
welche	w11_d139e22913
von	w13_d139e22917
dem	w1_d139e22923
gesammten	w3_d139e22926
Namen	w5_d139e22929
und	w7_d139e22932
Stammen	w9_d139e22935
deren	w11_d139e22938
Herren	w1_d139e22943
Grafen	w3_d139e22946
von	w5_d139e22949
Schönkirchen	w7_d139e22952
einige	w9_d139e22955
Gü	w11_d139e22958
ter	w1_d139e22963
in	w3_d139e22966
Oesterreich	w5_d139e22969
unter	w7_d139e22972
der	w9_d139e22975
Enns,	w11_d139e22978
oder	w13_d139e22982
ande	w15_d139e22985
rer	w1_d139e22990
Orten	w3_d139e22993
zu	w5_d139e22996
Lehen	w7_d139e22999
haben	w9_d139e23002
und	w11_d139e23005
tragen,	w13_d139e23009
sie	w15_d139e23012
seyen	w17_d139e23015
Geist	w1_d139e23021
oder	w3_d139e23024
Weltlichen	w5_d139e23027
Standes	w7_d139e23030
kund	w9_d139e23033
und	w11_d139e23036
zu	w13_d139e23040
wissen	w1_d139e23045
gemachet.	w3_d139e23048
</p>
<p id="p6_d139e23051">
Demnach	w1_d139e23055
Jhre	w3_d139e23058
Kaiserl.	w5_d139e23061
Königl.	w7_d139e23064
Majest.	w9_d139e23067
Jhro	w1_d139e23072
würklich	w3_d139e23075
geheimen	w5_d139e23078
Raht,	w7_d139e23081
Cammerern,	w9_d139e23084
Königl.	w1_d139e23089
Böheimischen	w3_d139e23092
Obristen,	w5_d139e23095
und	w7_d139e23098
Oester	w9_d139e23101
reicherischen	w1_d139e23107
ersten	w3_d139e23110
Canzlern,	w5_d139e23113
dem	w7_d139e23116
Hoch	w9_d139e23119
und	w11_d139e23122
Wol=gebohrnen	w1_d139e23127
Hrn.	w3_d139e23130
Fridrich	w5_d139e23133
Wilhelm	w7_d139e23136
Grafen	w1_d139e23141
von	w3_d139e23144
Haugwitz	w5_d139e23147
Hrn.	w7_d139e23150
der	w9_d139e23153
Grafschaft	w11_d139e23156
Namiescht,	w1_d139e23161
und	w3_d139e23164
deren	w5_d139e23167
Herrschaften	w7_d139e23170
Groß	w9_d139e23173
Niemschitz	w1_d139e23179
und	w3_d139e23182
Urspitz,	w5_d139e23185
Obristen	w7_d139e23188
Erb=land	w9_d139e23191
Thür=hütern	w1_d139e23196
in	w3_d139e23199
Oesterreich	w5_d139e23202
unter	w7_d139e23205
der	w9_d139e23208
Enns,	w11_d139e23211
das	w1_d139e23216
durch	w3_d139e23219
gänzliches	w5_d139e23222
Absterben	w7_d139e23225
der	w9_d139e23228
Gräfliche	w11_d139e23231
Schönkirchischen	w1_d139e23236
Famille	w3_d139e23239
(wovon	w5_d139e23242
der	w7_d139e23245
letzte	w9_d139e23248
re	w1_d139e23254
Hr.	w3_d139e23257
Graf	w5_d139e23260
Franz	w7_d139e23263
Friderich	w9_d139e23266
noch	w11_d139e23269
im	w13_d139e23273
Jahr	w15_d139e23276
1734.	w1_d139e23281
im	w3_d139e23284
Königreich	w5_d139e23287
Böheim	w7_d139e23290
mit	w9_d139e23293
Tod	w11_d139e23296
abge	w13_d139e23300
gangen	w1_d139e23305
ist)	w3_d139e23308
offen	w5_d139e23311
gebliebene	w7_d139e23314
Erbthürhüt	w9_d139e23317
ter=amt	w1_d139e23322
in	w3_d139e23325
diesem	w5_d139e23328
Erz=herzogtum	w7_d139e23331
Oester	w9_d139e23334
reich	w1_d139e23340
unter	w3_d139e23343
der	w5_d139e23346
Enns	w7_d139e23349
allermildest	w9_d139e23352
zu	w11_d139e23355
verleihen	w13_d139e23359
geruhet	w1_d139e23364
haben.	w3_d139e23367
</p>
<p id="p8_d139e23370">
Als	w1_d139e23374
wird	w3_d139e23377
allen	w5_d139e23380
und	w7_d139e23383
jeden,	w9_d139e23386
so	w11_d139e23389
von	w13_d139e23393
dem	w15_d139e23396
Hrn.	w1_d139e23401
Grafen	w3_d139e23404
von	w5_d139e23407
Schönkirchen	w7_d139e23410
einige	w9_d139e23413
Lehen	w11_d139e23416
innhaben,	w1_d139e23421
zur	w3_d139e23424
nachrichtlichen	w5_d139e23427
Wissenschaft	w7_d139e23430
andurch	w1_d139e23436
bedeutet,	w3_d139e23439
damit	w5_d139e23442
vom	w7_d139e23445
dem	w9_d139e23448
Tag	w11_d139e23451
die	w13_d139e23455
ses	w1_d139e23460
Publications=edicti	w3_d139e23463
zu	w5_d139e23466
rechnen	w7_d139e23469
angefan	w9_d139e23472
gen,	w1_d139e23477
dieselbe	w3_d139e23480
binnen	w5_d139e23483
einen	w7_d139e23486
Jahr	w9_d139e23489
und	w11_d139e23492
Tag	w13_d139e23496
bey	w15_d139e23499
dem	w1_d139e23504
dahiesig=Kaiserl.	w3_d139e23507
Königl.	w5_d139e23510
Hof	w7_d139e23513
und	w9_d139e23516
R.	w11_d139e23519
Oest.	w1_d139e23525
Cammer=procuratoris	w3_d139e23528
Adjuncto	w5_d139e23531
Do-	w7_d139e23534
ctore	w1_d139e23539
Perdacher	w3_d139e23542
nebst	w5_d139e23545
Mitbringung	w7_d139e23548
deren	w9_d139e23551
letz	w11_d139e23554
teren	w1_d139e23559
ausgefertigten	w3_d139e23562
Lehens=briefen	w5_d139e23565
sich	w7_d139e23568
an	w9_d139e23571
melden,	w1_d139e23576
derowegen	w3_d139e23579
behörig	w5_d139e23582
legitimiren,	w7_d139e23585
auch	w9_d139e23588
</p>
<p id="p12_d139e23594">
zur	w1_d139e23598
erforderlichen	w3_d139e23601
Requirirung	w5_d139e23604
dessen,	w7_d139e23607
wie	w9_d139e23610
es	w11_d139e23613
sich	w1_d139e23618
denen	w3_d139e23621
üblichen	w5_d139e23624
Gewohnheiten	w7_d139e23627
nach	w9_d139e23630
gehüh	w11_d139e23633
ret,	w1_d139e23638
alsogewiß	w3_d139e23641
ersuchen,	w5_d139e23644
und	w7_d139e23647
empfangen	w9_d139e23650
sollen,	w11_d139e23653
als	w1_d139e23659
widrigen	w3_d139e23662
Falls	w5_d139e23665
das	w7_d139e23668
Lehen	w9_d139e23671
ipso	w11_d139e23674
jure	w13_d139e23678
ver	w15_d139e23681
würket,	w1_d139e23686
und	w3_d139e23689
verfallen	w5_d139e23692
seyn	w7_d139e23695
wurde.	w9_d139e23698
Wien	w11_d139e23701
den	w1_d139e23706
29.	w3_d139e23709
Junii	w5_d139e23712
1756.	w7_d139e23715
</p>
<p id="p14_d139e23718">
Es	w1_d139e23722
ist	w3_d139e23725
auf	w5_d139e23728
künftigen	w7_d139e23731
St.	w9_d139e23734
Georgi	w11_d139e23737
1757.	w13_d139e23741
auf	w1_d139e23746
dem	w3_d139e23749
hohen	w5_d139e23752
Markt	w7_d139e23755
in	w9_d139e23758
der	w11_d139e23761
Stadt,	w13_d139e23765
im	w15_d139e23768
Die	w17_d139e23771
terichischen	w1_d139e23776
nunmehro	w3_d139e23779
Klerfischen	w5_d139e23782
Hauß	w7_d139e23785
im	w9_d139e23788
2.	w1_d139e23794
Stock	w3_d139e23797
eine	w5_d139e23800
Wohnung	w7_d139e23803
so	w9_d139e23806
in	w11_d139e23809
zwey	w13_d139e23813
Zimmern	w15_d139e23816
Kammer,	w1_d139e23821
Kuchel,	w3_d139e23824
und	w5_d139e23827
Holz=gewölb,	w7_d139e23830
dann	w9_d139e23833
eine	w1_d139e23838
andere	w3_d139e23841
im	w5_d139e23844
ersten	w7_d139e23847
Stock,	w9_d139e23850
in	w11_d139e23853
Zimmer,	w13_d139e23857
Kam	w15_d139e23860
mer,	w1_d139e23865
Kuchel,	w3_d139e23868
und	w5_d139e23871
Holz=gewölb	w7_d139e23874
bestehend,	w9_d139e23877
in	w11_d139e23880
Bestand	w1_d139e23886
zu	w3_d139e23889
verlassen,	w5_d139e23892
wessentwegen	w7_d139e23895
sich	w9_d139e23898
in	w11_d139e23901
der	w1_d139e23906
Wohlzeil	w3_d139e23909
im	w5_d139e23912
Kraußischen,	w7_d139e23915
ehehin	w9_d139e23918
genannt	w11_d139e23921
Fabrischen	w1_d139e23926
Haus,	w3_d139e23929
im	w5_d139e23932
ersten	w7_d139e23935
Stock	w9_d139e23938
bey	w11_d139e23941
Hrn.	w13_d139e23945
von	w1_d139e23950
Klerf	w3_d139e23953
anzumelden.	w5_d139e23956
</p>
<p id="p16_d139e23959">
Auf	w1_d139e23963
den	w3_d139e23966
24.	w5_d139e23969
May	w7_d139e23972
1757	w9_d139e23975
frühe	w11_d139e23978
um	w13_d139e23982
9.	w15_d139e23985
Uhr,	w17_d139e23988
werden	w1_d139e23993
auf	w3_d139e23996
Verordnung	w5_d139e23999
eines	w7_d139e24002
Löblichen	w9_d139e24005
Stifts	w11_d139e24008
Kloster=neuburgischen	w1_d139e24013
Judicii	w3_d139e24016
delegati	w5_d139e24019
des	w7_d139e24022
Johann	w1_d139e24028
Kettler,	w3_d139e24031
Burgerlichen	w5_d139e24034
Schneider	w7_d139e24037
meisters	w1_d139e24042
zu	w3_d139e24045
Wien,	w5_d139e24048
Behausung	w7_d139e24051
zu	w9_d139e24054
Meydling	w11_d139e24057
samt	w1_d139e24062
dem	w3_d139e24065
bey	w5_d139e24068
dem	w7_d139e24071
Hauß	w9_d139e24074
befindlichen	w11_d139e24077
Gärtel	w13_d139e24081
und	w1_d139e24086
die	w3_d139e24089
darzu	w5_d139e24092
gehörige	w7_d139e24095
anderthalb	w9_d139e24098
Achtel	w11_d139e24101
Weingarten,	w1_d139e24107
in	w3_d139e24110
der	w5_d139e24113
untern	w7_d139e24116
Lainz,	w9_d139e24119
wie	w11_d139e24122
auch	w13_d139e24126
die	w1_d139e24131
vorhandene	w3_d139e24134
sammentliche	w5_d139e24137
Wein	w7_d139e24140
von	w9_d139e24143
ver	w11_d139e24146
schiedenen	w1_d139e24151
Jahren	w3_d139e24154
und	w5_d139e24157
Gewächs,	w7_d139e24160
zu	w9_d139e24163
gleich	w11_d139e24166
besagten	w1_d139e24171
Meydling	w3_d139e24174
in	w5_d139e24177
dasigen	w7_d139e24180
Richters	w9_d139e24183
Be	w11_d139e24186
tzausung	w1_d139e24192
licitando	w3_d139e24195
dem	w5_d139e24198
Meist=biettenden	w7_d139e24201
ge	w9_d139e24204
gen	w1_d139e24209
baarer	w3_d139e24212
Bezahlung	w5_d139e24215
käuflich	w7_d139e24218
hindan	w9_d139e24221
gelas	w11_d139e24224
sen	w1_d139e24229
werden.	w3_d139e24232
</p>
<p id="p18_d139e24235">
Den	w1_d139e24239
11.	w3_d139e24242
May	w5_d139e24245
um	w7_d139e24248
10.	w9_d139e24251
Uhr	w11_d139e24254
Vormittag	w13_d139e24258
wird	w15_d139e24261
die	w1_d139e24266
unter	w3_d139e24269
die	w5_d139e24272
Mannagettische	w7_d139e24275
Herrschaft	w9_d139e24278
Neu	w11_d139e24281
waldegg	w1_d139e24286
nächst	w3_d139e24289
Dornbach	w5_d139e24292
unterthänige	w7_d139e24295
Räd	w9_d139e24298
lerische	w1_d139e24304
Behausung,	w3_d139e24307
samt	w5_d139e24310
überländ	w7_d139e24313
Weingär	w9_d139e24316
ten	w1_d139e24321
und	w3_d139e24324
Wiesen,	w5_d139e24327
dem	w7_d139e24330
Meistbietenden	w9_d139e24333
verkauf	w11_d139e24336
werden,	w1_d139e24341
wer	w3_d139e24344
also	w5_d139e24347
solche	w7_d139e24350
zu	w9_d139e24353
erkauffen	w11_d139e24356
Lust	w13_d139e24360
hat,	w15_d139e24363
wird	w1_d139e24368
sich	w3_d139e24371
allda	w5_d139e24374
in	w7_d139e24377
dem	w9_d139e24380
Schloß	w11_d139e24383
in	w13_d139e24387
der	w15_d139e24390
Herr	w17_d139e24393
schafts=canzley	w1_d139e24399
an	w3_d139e24402
bestimmten	w5_d139e24405
Tag	w7_d139e24408
und	w9_d139e24411
Stund	w11_d139e24414
anzumelden	w1_d139e24419
haben.	w3_d139e24422
</p>
<p id="p20_d139e24425">
Von	w1_d139e24429
N.	w3_d139e24432
Burgermeister,	w5_d139e24435
Richter,	w7_d139e24438
und	w9_d139e24441
Raht	w1_d139e24446
der	w3_d139e24449
Landes=fürstlichen	w5_d139e24452
Stadt	w7_d139e24455
Brugg	w9_d139e24458
an	w1_d139e24463
der	w3_d139e24466
Leytha	w5_d139e24469
wegen,	w7_d139e24472
wird	w9_d139e24475
mit	w11_d139e24478
gegenwärtig	w13_d139e24482
offenem	w1_d139e24488
Edict	w3_d139e24491
jedermänniglich,	w5_d139e24494
deme	w7_d139e24497
daran	w9_d139e24500
gelegen,	w1_d139e24505
kund	w3_d139e24508
und	w5_d139e24511
zu	w7_d139e24514
wissen	w9_d139e24517
gemacht:	w11_d139e24520
</p>
<p id="p22_d139e24523">
Es	w1_d139e24527
seyen	w3_d139e24530
von	w5_d139e24533
Weyl.	w7_d139e24536
Herr	w9_d139e24539
Benedict	w11_d139e24542
Endres	w13_d139e24546
gewesten	w1_d139e24551
Medicinæ	w3_d139e24554
Doctoris,	w5_d139e24557
Stadt=phy-	w7_d139e24560
fici,	w1_d139e24565
und	w3_d139e24568
Burgers	w5_d139e24571
allhier	w7_d139e24574
seel.	w9_d139e24577
ad	w11_d139e24580
Cridam	w13_d139e24584
</p>
<p id="p24_d139e24588">
gedihenen	w1_d139e24592
Vermögen,	w3_d139e24595
über	w5_d139e24598
die	w7_d139e24601
bereits	w9_d139e24604
be	w11_d139e24607
zahlte	w1_d139e24612
privilegirt=Endreßische	w3_d139e24615
Passiva,	w5_d139e24618
29.	w7_d139e24621
fl.	w9_d139e24624
41.	w1_d139e24629
kr.	w3_d139e24632
erübriget,	w5_d139e24635
und	w7_d139e24638
von	w9_d139e24641
denen	w11_d139e24644
in	w13_d139e24648
Sachen	w15_d139e24651
verordneten	w1_d139e24657
Commissarien	w3_d139e24660
Gerichtlich	w5_d139e24663
deposi	w7_d139e24666
tiret	w1_d139e24671
worden.	w3_d139e24674
Da	w5_d139e24677
dann	w7_d139e24680
nun	w9_d139e24683
diese	w11_d139e24686
29.	w13_d139e24690
fl.	w15_d139e24693
41.	w1_d139e24698
kr.	w3_d139e24701
unter	w5_d139e24704
die	w7_d139e24707
Endreßische	w9_d139e24710
der	w11_d139e24713
Ordnung	w13_d139e24717
nach	w1_d139e24722
classificirte	w3_d139e24725
Chyrographar-gläubigern	w5_d139e24728
zu	w1_d139e24734
vertheilen	w3_d139e24737
seynd,	w5_d139e24740
und	w7_d139e24743
zu	w9_d139e24746
solcher	w11_d139e24749
Vertheil	w13_d139e24753
und	w1_d139e24758
Hinauszahlung	w3_d139e24761
der	w5_d139e24764
15.	w7_d139e24767
Junii	w9_d139e24770
diß	w11_d139e24773
1757.	w13_d139e24777
Jahres	w1_d139e24782
bestimmet	w3_d139e24785
ist;	w5_d139e24788
als	w7_d139e24791
werden	w9_d139e24794
die	w11_d139e24797
hierin	w13_d139e24801
falls	w1_d139e24806
Inreressirte	w3_d139e24809
ihrem	w5_d139e24812
Recht	w7_d139e24815
zu	w9_d139e24818
iuvigili-	w11_d139e24821
ren,	w1_d139e24827
und	w3_d139e24830
an	w5_d139e24833
gleich	w7_d139e24836
besagten	w9_d139e24839
Tag,	w11_d139e24842
fruhe	w13_d139e24846
um	w15_d139e24849
8.	w1_d139e24854
Uhr,	w3_d139e24857
auf	w5_d139e24860
dem	w7_d139e24863
Raht=haus	w9_d139e24866
zu	w11_d139e24869
erscheinen	w13_d139e24873
haben.	w1_d139e24878
Prugg	w3_d139e24881
an	w5_d139e24884
der	w7_d139e24887
Leytha	w9_d139e24890
den	w11_d139e24893
26sten	w13_d139e24897
April	w1_d139e24902
1757.	w3_d139e24905
</p>
<p id="p26_d139e24908">
Es	w1_d139e24912
seynd	w3_d139e24915
zu	w5_d139e24918
Maidling	w7_d139e24921
nächst	w9_d139e24924
Schönbrunn	w11_d139e24927
in	w1_d139e24932
einem	w3_d139e24935
wol=gelegenen	w5_d139e24938
Hauß	w7_d139e24941
4.	w9_d139e24944
eingerichtete	w11_d139e24947
Zimmer	w1_d139e24952
auch	w3_d139e24955
mehrere	w5_d139e24958
samt	w7_d139e24961
schönen	w9_d139e24964
Garten,	w11_d139e24967
Kuchel,	w1_d139e24973
und	w3_d139e24976
Pferd=stallung	w5_d139e24979
nach	w7_d139e24982
Belieben	w9_d139e24985
zu	w11_d139e24988
verlassen.	w1_d139e24993
Man	w3_d139e24996
hat	w5_d139e24999
sich	w7_d139e25002
dessenthalben	w9_d139e25005
in	w11_d139e25008
dem	w13_d139e25012
kleinen	w1_d139e25017
Maria=zeller=hof	w3_d139e25020
im	w5_d139e25023
Johannes=gässel	w7_d139e25026
zu	w1_d139e25031
ebener	w3_d139e25034
Erd	w5_d139e25037
bey	w7_d139e25040
dem	w9_d139e25043
Haus=meister	w11_d139e25046
anzu	w13_d139e25050
melden.	w1_d139e25056
</p>
<p id="p28_d139e25059">
Auf	w1_d139e25063
Verordnung	w3_d139e25066
eines	w5_d139e25069
Hochlöbl.	w7_d139e25072
Kaiserl.	w9_d139e25075
Königl.	w1_d139e25080
Judicii	w3_d139e25083
delegati	w5_d139e25086
Militaris	w7_d139e25089
mixti,	w9_d139e25092
Superioris,	w1_d139e25097
ac	w3_d139e25100
Inferioris	w5_d139e25103
Austriæ:	w7_d139e25106
haben	w9_d139e25109
all	w1_d139e25115
und	w3_d139e25118
jede,	w5_d139e25121
so	w7_d139e25124
an	w9_d139e25127
Weyl.	w11_d139e25130
Herrn	w13_d139e25134
Johann	w15_d139e25137
Freyherrn	w1_d139e25142
von	w3_d139e25145
