<doc id="wr_1757-08-13" attrs="word" year="1757" month="08" day="13" corpus="2">
<head id="h2_d169e3058">
Ragusa,	w1_d169e3062
Versammlungen	w5_d169e21155
deren	w7_d169e21158
Gemeinden	w9_d169e21161
abgelesen,	w1_d169e21167
dann	w3_d169e21170
wie	w5_d169e21173
es	w7_d169e21176
etwann	w9_d169e21179
zu	w11_d169e21182
gesche	w13_d169e21186
hen	w1_d169e21191
pfleget,	w3_d169e21194
getreulichst	w5_d169e21197
publiciret	w7_d169e21200
werden.	w9_d169e21203
Haupt	w1_d169e21208
quartier	w3_d169e21211
Klein	w5_d169e21214
Schönau,	w7_d169e21217
den	w9_d169e21220
5.	w11_d169e21223
</p>
<head id="h2_d169e21229">
Augusti	w1_d169e21233
17	w3_d169e21236
7.	w5_d169e21239
Madrit	w1_d169e21244
15.	w3_d169e21247
Juli.	w5_d169e21250
</head>
<p id="p4_d169e21253">
Der	w1_d169e21257
Hof	w3_d169e21260
hat	w5_d169e21263
mit	w7_d169e21266
einem	w9_d169e21269
Expressen	w11_d169e21272
von	w13_d169e21276
Gouverneur	w1_d169e21281
von	w3_d169e21284
Ceuta	w5_d169e21287
die	w7_d169e21290
Nachricht	w9_d169e21293
empfan	w11_d169e21296
gen,	w1_d169e21301
daß	w3_d169e21304
Mulley	w5_d169e21307
Abdalah	w7_d169e21310
die	w9_d169e21313
Belagerung	w11_d169e21316
aufgehoben,	w1_d169e21322
und	w3_d169e21325
nach	w5_d169e21328
dem	w7_d169e21331
Gebürg	w9_d169e21334
zurück	w11_d169e21337
gewichen	w1_d169e21342
seye.	w3_d169e21345
Der	w5_d169e21348
König	w7_d169e21351
hat	w9_d169e21354
hierauf	w11_d169e21357
be	w13_d169e21361
ffohlen,	w1_d169e21366
die	w3_d169e21369
Zubereitungen,	w5_d169e21372
welche	w7_d169e21375
man	w9_d169e21378
zum	w11_d169e21381
Seecurs	w1_d169e21386
solchen	w3_d169e21389
Platzes	w5_d169e21392
gemacht,	w7_d169e21395
einzustel	w9_d169e21398
sten;	w1_d169e21404
mit	w3_d169e21407
Ausrüstung	w5_d169e21410
einiger	w7_d169e21413
Kriegs=schiffen	w9_d169e21416
aber	w1_d169e21421
fortzufahren.	w3_d169e21424
</p>
<head id="h2_d169e21430">
Straßburg	w1_d169e21434
30.	w3_d169e21437
Julii.	w5_d169e21440
</head>
<p id="p4_d169e21443">
Vorgestern	w1_d169e21447
ist	w3_d169e21450
der	w5_d169e21453
Prinz	w7_d169e21456
von	w9_d169e21459
Soubise	w11_d169e21462
unter	w13_d169e21466
Abfeuerung	w1_d169e21471
deren	w3_d169e21474
Canonen	w5_d169e21477
von	w7_d169e21480
Paris	w9_d169e21483
hier	w11_d169e21486
angekommen,	w1_d169e21491
und	w3_d169e21494
in	w5_d169e21497
dem	w7_d169e21500
Bischofs=hof	w9_d169e21503
ab	w11_d169e21506
gestiegen.	w1_d169e21512
Tags	w3_d169e21515
darauf	w5_d169e21518
traf	w7_d169e21521
der	w9_d169e21524
Kaiserliche	w11_d169e21527
Land=vogk	w1_d169e21532
von	w3_d169e21535
Bregens,	w5_d169e21538
Hr.	w7_d169e21541
Baron	w9_d169e21544
Chri	w11_d169e21547
stiani	w1_d169e21552
aus	w3_d169e21555
Ulm	w5_d169e21558
hier	w7_d169e21561
ein,	w9_d169e21564
und	w11_d169e21567
hatte	w13_d169e21571
noch	w15_d169e21574
sel	w17_d169e21577
den	w1_d169e21582
Abend	w3_d169e21585
mit	w5_d169e21588
Höchst=gedachtem	w7_d169e21591
Prinzen,	w9_d169e21594
und	w1_d169e21600
dem	w3_d169e21603
Königl.	w5_d169e21606
Jntendanten	w7_d169e21609
der	w9_d169e21612
Armee,	w11_d169e21615
Hrn.	w1_d169e21620
von	w3_d169e21623
Gayot,	w5_d169e21626
eine	w7_d169e21629
lange	w9_d169e21632
Unterredung,	w11_d169e21635
wel	w13_d169e21639
che,	w1_d169e21644
wie	w3_d169e21647
man	w5_d169e21650
glaubet,	w7_d169e21653
den	w9_d169e21656
Marsch	w11_d169e21659
ersagter	w13_d169e21663
Armee	w1_d169e21668
durch	w3_d169e21671
das	w5_d169e21674
Reich	w7_d169e21677
betroffen.	w9_d169e21680
</p>
<head id="h2_d169e21686">
Lippstadt	w1_d169e21690
28.	w3_d169e21693
Julii.	w5_d169e21696
</head>
<p id="p4_d169e21699">
Gestern	w1_d169e21703
Abends	w3_d169e21706
um	w5_d169e21709
8.	w7_d169e21712
Uhr	w9_d169e21715
kam	w11_d169e21718
der	w13_d169e21722
Herr	w15_d169e21725
Graf	w1_d169e21730
von	w3_d169e21733
Gizors,	w5_d169e21736
Obrister	w7_d169e21739
des	w9_d169e21742
Regiments	w11_d169e21745
vor	w1_d169e21750
Campogne	w3_d169e21753
und	w5_d169e21756
einziger	w7_d169e21759
Herr	w9_d169e21762
Sohn	w11_d169e21765
des	w13_d169e21769
Marschalls	w1_d169e21775
Herzogs	w3_d169e21778
von	w5_d169e21781
Belle=Jsle,	w7_d169e21784
mit	w9_d169e21787
Farker	w1_d169e21792
Begleitung	w3_d169e21795
als	w5_d169e21798
Courier	w7_d169e21801
mit	w9_d169e21804
der	w11_d169e21807
wich	w13_d169e21811
tigen	w1_d169e21816
Bottschaft	w3_d169e21819
alhier	w5_d169e21822
an,	w7_d169e21825
daß	w9_d169e21828
am	w11_d169e21831
26.	w13_d169e21835
Ju	w15_d169e21838
de	w1_d169e21843
in	w3_d169e21846
der	w5_d169e21849
Gegend	w7_d169e21852
von	w9_d169e21855
Hameln	w11_d169e21858
ein	w13_d169e21862
hietziges	w15_d169e21865
</p>
<p id="p6_d169e21868">
Treffen	w1_d169e21872
zuischen	w3_d169e21875
der	w5_d169e21878
Annee	w7_d169e21881
des	w9_d169e21884
Marsthalls	w11_d169e21887
b'Estrers	w1_d169e21892
und	w3_d169e21895
des	w5_d169e21898
Herzogs	w7_d169e21901
von	w9_d169e21904
Cumberland	w11_d169e21907
vorgefallen,	w1_d169e21912
wobey	w3_d169e21915
erstere	w5_d169e21918
den	w7_d169e21921
Sieg	w9_d169e21924
erfoch	w11_d169e21927
ten,	w1_d169e21933
und	w3_d169e21936
letztere	w5_d169e21939
sich	w7_d169e21942
aus	w9_d169e21945
der	w11_d169e21948
Gegend	w13_d169e21952
Hameln	w15_d169e21955
näher	w1_d169e21960
gegen	w3_d169e21963
Hanover	w5_d169e21966
retiriret	w7_d169e21969
habe.	w9_d169e21972
Hoch	w11_d169e21975
gedachter	w1_d169e21980
Herr	w3_d169e21983
Graf,	w5_d169e21986
welcher	w7_d169e21989
sich	w9_d169e21992
in	w11_d169e21995
der	w13_d169e21999
Bat	w15_d169e22002
taille	w1_d169e22007
vorzüglich	w3_d169e22010
mit	w5_d169e22013
dero	w7_d169e22016
Regiment	w9_d169e22019
distingul	w11_d169e22022
ret,	w1_d169e22028
eilet	w3_d169e22031
in	w5_d169e22034
Person	w7_d169e22037
nach	w9_d169e22040
Paris,	w11_d169e22043
um	w13_d169e22047
Sr.	w15_d169e22050
Allerchristlichsten	w1_d169e22055
Majestät	w3_d169e22058
die	w5_d169e22061
frohe	w7_d169e22064
Bott	w9_d169e22067
schaft	w1_d169e22072
von	w3_d169e22075
diesem	w5_d169e22078
Siege	w7_d169e22081
zu	w9_d169e22084
überbringen.	w11_d169e22087
</p>
<p id="p8_d169e22090">
Jn	w1_d169e22094
der	w3_d169e22097
Emerich	w5_d169e22100
Felix	w7_d169e22103
Baderischen	w9_d169e22106
Buch	w11_d169e22109
handlung	w1_d169e22114
in	w3_d169e22117
der	w5_d169e22120
Bogner=gassen	w7_d169e22123
nebst	w9_d169e22126
dem	w11_d169e22129
Tob	w13_d169e22133
ten=kopf	w1_d169e22138
ist	w3_d169e22141
zu	w5_d169e22144
haben:	w7_d169e22147
</p>
<p id="p10_d169e22150">
Nouveau	w1_d169e22154
Theatre	w3_d169e22157
delGuerre	w5_d169e22160
ou	w7_d169e22163
Atlas	w9_d169e22166
Grographique	w1_d169e22171
&	w3_d169e22174
militaire,	w5_d169e22177
qui	w7_d169e22180
comprend	w9_d169e22183
le	w1_d169e22188
Aoyaume	w3_d169e22191
de	w5_d169e22194
Boheme,	w7_d169e22197
le	w9_d169e22200
Comté	w11_d169e22203
de	w13_d169e22207
Glaz,	w1_d169e22213
le	w3_d169e22216
Duché	w5_d169e22219
de	w7_d169e22222
Silesie,	w9_d169e22225
les	w11_d169e22228
Marquisats	w13_d169e22232
de	w1_d169e22237
Moravie	w3_d169e22240
&	w5_d169e22243
de	w7_d169e22246
Lusace,	w9_d169e22249
la	w11_d169e22252
Saxe	w13_d169e22256
Electo-	w15_d169e22259
rale,	w1_d169e22264
&	w3_d169e22267
les	w5_d169e22270
frontieres	w7_d169e22273
du	w9_d169e22276
Brandebourg	w11_d169e22279
de	w13_d169e22283
Pologne,	w1_d169e22288
de	w3_d169e22291
Hongrie,	w5_d169e22294
d'Autnche,	w7_d169e22297
de	w9_d169e22300
Ba-	w11_d169e22303
viere	w1_d169e22309
&	w3_d169e22312
du	w5_d169e22315
haut	w7_d169e22318
Palatinat.	w9_d169e22321
4.	w11_d169e22324
Paris	w13_d169e22328
3.	w15_d169e22331
ducaden.	w1_d169e22336
</p>
<p id="p12_d169e22340">
Atlas	w1_d169e22344
Silesiæ,	w3_d169e22347
i.	w5_d169e22350
e.	w7_d169e22353
Ducatus	w9_d169e22356
Silesiæ	w11_d169e22359
ge	w13_d169e22363
neraliter	w1_d169e22368
quatuor	w3_d169e22371
Mappis	w5_d169e22374
nes	w7_d169e22377
non	w9_d169e22380
spe-	w11_d169e22383
cialiter	w1_d169e22388
XVI.	w3_d169e22391
Mappis	w5_d169e22394
tot	w7_d169e22397
Principatus	w9_d169e22400
re-	w11_d169e22403
præsentantibus,	w1_d169e22409
geographicè	w3_d169e22412
exhibitus,	w5_d169e22415
addita	w1_d169e22420
Fræfatione	w3_d169e22423
qua	w5_d169e22426
de	w7_d169e22429
Historia	w9_d169e22432
hujus	w11_d169e22435
Atlantis	w1_d169e22440
agitur,	w3_d169e22443
Auctoritate	w5_d169e22446
publica	w7_d169e22449
in	w9_d169e22452
lucem	w1_d169e22457
emissus	w3_d169e22460
ab	w5_d169e22463
Homanianis	w7_d169e22466
Hæredi-	w9_d169e22469
bus.	w1_d169e22475
fl.	w3_d169e22478
16.	w5_d169e22481
gebunden	w7_d169e22484
5.	w9_d169e22487
Ducaten.	w11_d169e22490
</p>
<p id="p14_d169e22493">
La	w1_d169e22497
Geographie	w3_d169e22500
universelle,	w5_d169e22503
ou	w7_d169e22506
l'on	w9_d169e22509
donne	w1_d169e22514
une	w3_d169e22517
Idée	w5_d169e22520
abregée	w7_d169e22523
de	w9_d169e22526
quatre	w11_d169e22529
Par-	w13_d169e22533
ties	w1_d169e22538
du	w3_d169e22541
Monde,	w5_d169e22544
&	w7_d169e22547
des	w9_d169e22550
disterens	w11_d169e22553
Lieux	w13_d169e22557
qu'elles	w1_d169e22563
renferment,	w3_d169e22566
par	w5_d169e22569
Jean	w7_d169e22572
Hübner,	w9_d169e22575
nouvelle	w1_d169e22580
Edition,	w3_d169e22583
revue	w5_d169e22586
&	w7_d169e22589
augmentée	w9_d169e22592
de	w1_d169e22597
quantité	w3_d169e22600
d'Artieles	w5_d169e22603
nouveaux	w7_d169e22606
&	w9_d169e22609
des	w11_d169e22612
divers	w1_d169e22617
changemens	w3_d169e22620
arrivés	w5_d169e22623
jusqu'a	w7_d169e22626
la	w9_d169e22629
fin	w11_d169e22632
de	w1_d169e22638
l'Année	w3_d169e22641
1756.	w5_d169e22644
avec	w7_d169e22647
une	w9_d169e22650
Table	w11_d169e22653
polio-	w13_d169e22657
metrique	w1_d169e22662
ou	w3_d169e22665
itineraire,	w5_d169e22668
qui	w7_d169e22671
contient	w9_d169e22674
la	w11_d169e22677
Distance	w1_d169e22682
des	w3_d169e22685
principales	w5_d169e22688
Villes	w7_d169e22691
de	w9_d169e22694
lEu-	w11_d169e22697
rope.	w1_d169e22702
6.	w3_d169e22705
Vol.	w5_d169e22708
8.	w7_d169e22711
à	w9_d169e22714
Basle	w11_d169e22717
1757.	w13_d169e22721
4.	w15_d169e22724
fl.	w17_d169e22727
</p>
<p id="p16_d169e22730">
NB.	w1_d169e22734
Es	w3_d169e22737
werden	w5_d169e22740
gegen	w7_d169e22743
einer	w9_d169e22746
sichern	w11_d169e22749
Hypo	w13_d169e22753
theck	w1_d169e22758
2000.	w3_d169e22761
fl.	w5_d169e22764
anverlanget,	w7_d169e22767
und	w9_d169e22770
ist	w11_d169e22773
sich	w13_d169e22777
des	w15_d169e22780
Mehreren	w1_d169e22785
in	w3_d169e22788
dem	w5_d169e22791
Karserl.	w7_d169e22794
Königl.	w9_d169e22797
Frag	w11_d169e22800
und	w13_d169e22804
Kundschaft=amt	w1_d169e22810
zu	w3_d169e22813
erkundigen.	w5_d169e22816
</p>
<head id="h2_d169e22870">
JOURNAL	w1_d169e22874
Aus	w1_d169e22879
dem	w3_d169e22882
Haupt=quartier	w5_d169e22885
Klein=Schönau	w7_d169e22888
den	w9_d169e22891
7.	w11_d169e22894
Aus	w13_d169e22898
1757.	w1_d169e22903
</head>
<p id="p4_d169e22906">
DA	w1_d169e22910
gestern	w3_d169e22913
die	w5_d169e22916
freudige	w7_d169e22919
Nachricht	w9_d169e22922
alhier	w11_d169e22925
angelanget,	w13_d169e22929
welcher	w15_d169e22932
gestalten	w17_d169e22935
die	w1_d169e22940
Königl.	w3_d169e22943
Französische	w5_d169e22946
Hüls=armée	w7_d169e22949
unter	w9_d169e22952
klugester	w11_d169e22955
Anführung	w13_d169e22959
des	w15_d169e22962
Marschalls	w1_d169e22967
von	w3_d169e22970
Frankreich	w5_d169e22973
Herrn	w7_d169e22976
Grafens	w9_d169e22979
von	w11_d169e22982
Etrées	w13_d169e22986
den	w15_d169e22989
26.	w17_d169e22992
vorigen	w19_d169e22995
Mo	w21_d169e22998
nats	w1_d169e23004
bey	w3_d169e23007
Hastenbeck	w5_d169e23010
einen	w7_d169e23013
der	w9_d169e23016
anhoffenden	w11_d169e23019
Folgen	w13_d169e23023
halber	w15_d169e23026
wichtigen	w17_d169e23029
Sieg	w19_d169e23032
über	w1_d169e23037
die	w3_d169e23040
Observations	w5_d169e23043
armée	w7_d169e23046
der	w9_d169e23049
Preußischen	w11_d169e23052
Bunds=genossen,	w13_d169e23056
welche	w15_d169e23059
die	w17_d169e23062
Festung	w1_d169e23067
Hameln	w3_d169e23070
bedeckte,	w5_d169e23073
erfochten,	w7_d169e23076
und	w9_d169e23079
nicht	w11_d169e23082
nur	w13_d169e23086
selbige	w15_d169e23089
aus	w17_d169e23092
ihrem	w19_d169e23095
vor	w21_d169e23098
theilhaften	w1_d169e23103
Lager	w3_d169e23106
sich	w5_d169e23109
zu	w7_d169e23112
flüchten	w9_d169e23115
gezwungen,	w11_d169e23118
sondern	w13_d169e23122
auch	w15_d169e23125
2.	w17_d169e23128
Täg	w19_d169e23131
darauf	w21_d169e23134
besagte	w1_d169e23140
Festung	w3_d169e23143
nebst	w5_d169e23146
allem	w7_d169e23149
darinnen	w9_d169e23152
vorgefundenen	w11_d169e23155
Geschütz	w13_d169e23159
eroberet	w15_d169e23162
ha	w17_d169e23165
be:	w1_d169e23170
so	w3_d169e23173
wurde	w5_d169e23176
heut	w7_d169e23179
fruh	w9_d169e23182
in	w11_d169e23185
dem	w13_d169e23189
alhiesigen	w15_d169e23192
Kaiserl.	w17_d169e23195
Königl.	w19_d169e23198
Feld=lager	w21_d169e23201
an	w23_d169e23204
vorderist	w1_d169e23209
dem	w3_d169e23212
allmächtigen	w5_d169e23215
GOtt	w7_d169e23218
deren	w9_d169e23221
Kriegs=heeren	w11_d169e23224
für	w13_d169e23228
dessen	w15_d169e23231
kräftigen	w17_d169e23234
Beystand	w1_d169e23239
der	w3_d169e23242
gebührende	w5_d169e23245
Dank	w7_d169e23248
abgestattet,	w9_d169e23251
das	w11_d169e23254
Ambrosianische	w13_d169e23258
Lobge	w15_d169e23261
sang	w1_d169e23267
unter	w3_d169e23270
dem	w5_d169e23273
Schall	w7_d169e23276
der	w9_d169e23279
Trompeten	w11_d169e23282
und	w13_d169e23286
Paucken,	w15_d169e23289
auch	w17_d169e23292
Anstimmung	w19_d169e23295
der	w21_d169e23298
übrigen	w1_d169e23303
Instrumental-music	w3_d169e23306
feyerlichst	w5_d169e23309
abgesungen,	w7_d169e23312
sodann	w9_d169e23315
Nachmittags	w11_d169e23318
wo	w1_d169e23323
die	w3_d169e23326
gesammte	w5_d169e23329
Armée	w7_d169e23332
zum	w9_d169e23335
paradiren	w11_d169e23338
ausgerucket	w13_d169e23342
war,	w15_d169e23345
sowol	w17_d169e23348
das	w19_d169e23351
grobe	w21_d169e23354
Geschütz,	w1_d169e23359
als	w3_d169e23362
kleine	w5_d169e23365
Feuer=gewehr	w7_d169e23368
dreymal	w9_d169e23371
nacheinander	w11_d169e23374
mit	w13_d169e23378
bester	w15_d169e23381
Ordnung	w17_d169e23384
abgefeuret,	w1_d169e23390
nicht	w3_d169e23393
minder	w5_d169e23396
von	w7_d169e23399
der	w9_d169e23402
in	w11_d169e23405
Gala	w13_d169e23409
erschienenen	w15_d169e23412
Generalität	w17_d169e23415
die	w19_d169e23418
Ta	w21_d169e23421
pferkeit,	w1_d169e23426
welche	w3_d169e23429
denen	w5_d169e23432
Französischen	w7_d169e23435
Kriegs=völkern	w9_d169e23438
eigen	w11_d169e23441
ist,	w13_d169e23445
und	w15_d169e23448
bey	w17_d169e23451
al	w19_d169e23454
len	w1_d169e23459
Vorfällen	w3_d169e23462
erprobet	w5_d169e23465
wird,	w7_d169e23468
mit	w9_d169e23471
Lob=spruch	w11_d169e23474
erhoben,	w13_d169e23478
und	w15_d169e23481
überhaupt	w17_d169e23484
eine	w19_d169e23487
solche	w1_d169e23492
Freude	w3_d169e23495
bezeiget,	w5_d169e23498
welche	w7_d169e23501
nie,	w9_d169e23504
als	w11_d169e23507
in	w13_d169e23511
grösseren	w15_d169e23514
Begebenheiten	w17_d169e23517
ausge	w19_d169e23520
drucket	w1_d169e23526
werden	w3_d169e23529
kan.	w5_d169e23532
</p>
<p id="p6_d169e23535">
Jn	w1_d169e23539
dem	w3_d169e23542
Preußischen	w5_d169e23545
Lagern	w7_d169e23548
zu	w9_d169e23551
Bautzen	w11_d169e23554
ist	w13_d169e23558
noch	w15_d169e23561
keine	w17_d169e23564
sonderliche	w19_d169e23567
Be	w21_d169e23570
wegung	w1_d169e23575
verspühret,	w3_d169e23578
weder	w5_d169e23581
daß	w7_d169e23584
der	w9_d169e23587
Feld=marschall	w11_d169e23590
Keith	w13_d169e23594
dabey	w15_d169e23597
eingeru	w17_d169e23600
cket	w1_d169e23605
wäre,	w3_d169e23608
berichtet,	w5_d169e23611
wol	w7_d169e23614
aber	w9_d169e23617
in	w11_d169e23620
dem	w13_d169e23624
Lager	w15_d169e23627
dieses	w17_d169e23630
letzteren	w19_d169e23633
beobachtet	w21_d169e23636
wor	w23_d169e23639
den,	w1_d169e23645
daß	w3_d169e23648
einige	w5_d169e23651
Infanterie	w7_d169e23654
und	w9_d169e23657
Cavallerie	w11_d169e23660
daselbst	w13_d169e23664
abgängig	w15_d169e23667
wäre,	w17_d169e23670
welche	w19_d169e23673
vermutlich	w1_d169e23678
wiederum	w3_d169e23681
zur	w5_d169e23684
Bedeckung	w7_d169e23687
einiger	w9_d169e23690
Transporten	w11_d169e23693
abgeschicket	w13_d169e23697
wor	w15_d169e23700
den	w1_d169e23705
seyn	w3_d169e23708
dörfte	w5_d169e23711
Solche	w7_d169e23714
Transporten	w9_d169e23717
werden	w11_d169e23720
nun	w13_d169e23724
zwar	w15_d169e23727
nicht	w17_d169e23730
mehr	w19_d169e23733
die	w21_d169e23736
gerade	w23_d169e23739
Strassen	w1_d169e23744
von	w3_d169e23747
Dresden	w5_d169e23750
über	w7_d169e23753
Bischofswerda,	w9_d169e23756
sondern	w11_d169e23759
über	w13_d169e23763
Radeberg	w15_d169e23766
und	w17_d169e23769
Kamenz	w1_d169e23775
mit	w3_d169e23778
einem	w5_d169e23781
grossen	w7_d169e23784
Unweeg,	w9_d169e23787
von	w11_d169e23790
darum	w13_d169e23794
aber	w15_d169e23797
dannoch	w17_d169e23800
mit	w19_d169e23803
keiner	w21_d169e23806
hin	w23_d169e23809
länglichen	w1_d169e23814
Sicherheit	w3_d169e23817
nacher	w5_d169e23820
Bautzen	w7_d169e23823
instradiret,	w9_d169e23826
immassen	w11_d169e23829
eben	w13_d169e23833
bey	w15_d169e23836
Rade	w17_d169e23839
berg	w1_d169e23844
ein	w3_d169e23847
Preußischer	w5_d169e23850
Kriegs=commissarius	w7_d169e23853
nebst	w9_d169e23856
8.	w11_d169e23859
Feld=scheerern,	w13_d169e23863
2.	w15_d169e23866
Back	w17_d169e23869
knechten,	w1_d169e23874
und	w3_d169e23877
einem	w5_d169e23880
Hussaren,	w7_d169e23883
durch	w9_d169e23886
ein	w11_d169e23889
Commando	w13_d169e23893
(welches	w15_d169e23896
der	w17_d169e23899
zu	w19_d169e23902
Stol	w21_d169e23905
pen	w1_d169e23911
stehende	w3_d169e23914
General-feld=marschall=leutenant	w5_d169e23917
Graf	w7_d169e23920
von	w9_d169e23923
Kalnoly	w11_d169e23926
dahin	w13_d169e23930
ab	w15_d169e23933
</p>
<p id="p12_d169e23947">
geschicket,	w1_d169e23951
und	w3_d169e23954
auch	w5_d169e23957
bis	w7_d169e23960
Kamenz	w9_d169e23963
vorzudringen,	w11_d169e23966
somit	w13_d169e23970
den	w15_d169e23973
Allarme	w17_d169e23976
dahin	w19_d169e23979
</p>
<p id="p14_d169e23982">
zu	w1_d169e23986
bringen	w3_d169e23989
beorderet	w5_d169e23992
hatte/	w7_d169e23995
ganz	w9_d169e23998
neuerlich	w11_d169e24001
aufgehoben	w13_d169e24005
worden	w15_d169e24008
Der	w1_d169e24013
Feind,	w3_d169e24016
um	w5_d169e24019
sich	w7_d169e24022
gegen	w9_d169e24025
derley	w11_d169e24028
Partheyen	w13_d169e24032
sicher	w15_d169e24035
zu	w17_d169e24038
stellen,	w19_d169e24041
und	w21_d169e24044
Reyanche	w1_d169e24049
zu	w3_d169e24052
nehmen,	w5_d169e24055
verstärkte	w7_d169e24058
seine	w9_d169e24061
Vor=posten,	w11_d169e24064
und	w13_d169e24068
ausstellende	w15_d169e24071
Cow-	w17_d169e24074
mandi,	w1_d169e24080
beorderte	w3_d169e24083
auch	w5_d169e24086
in	w7_d169e24089
vorgestriger	w9_d169e24092
Nacht	w11_d169e24095
ein	w13_d169e24099
Detachement	w15_d169e24102
von	w17_d169e24105
1000	w19_d169e24108
Pferden	w1_d169e24113
in	w3_d169e24116
die	w5_d169e24119
Gegend	w7_d169e24122
von	w9_d169e24125
Arensdorf,	w11_d169e24128
und	w13_d169e24132
von	w15_d169e24135
dannen	w17_d169e24138
bis	w19_d169e24141
nacher	w21_d169e24144
Reichen	w23_d169e24147
bach,	w1_d169e24152
alwo	w3_d169e24155
es	w5_d169e24158
gestern	w7_d169e24161
fruh	w9_d169e24164
vor	w11_d169e24167
anbrechendem	w13_d169e24171
Tag	w15_d169e24174
erschienen,	w17_d169e24177
einen	w19_d169e24180
diessen	w21_d169e24183
tigen	w1_d169e24188
Posten	w3_d169e24191
von	w5_d169e24194
30.	w7_d169e24197
Pferden	w9_d169e24200
delogiret,	w11_d169e24203
auch	w13_d169e24207
weiters	w15_d169e24210
die	w17_d169e24213
ausser	w19_d169e24216
Schörs	w21_d169e24219
ge	w23_d169e24222
standene	w1_d169e24228
Vor=posten	w3_d169e24231
des	w5_d169e24234
General-feld=wacht=meisters	w7_d169e24237
Frey=herrn	w9_d169e24240
von	w11_d169e24243
Beck	w13_d169e24247
etwas	w1_d169e24252
ruckweichen	w3_d169e24255
gemacht,	w5_d169e24258
nachdeme	w7_d169e24261
aber	w9_d169e24264
erst=gedachter	w11_d169e24267
General	w13_d169e24271
seine	w15_d169e24274
bey	w17_d169e24277
habende	w1_d169e24282
Hussaren	w3_d169e24285
aufsitzen,	w5_d169e24288
und	w7_d169e24291
in	w9_d169e24294
die	w11_d169e24297
Ebene	w13_d169e24301
vorrucken,	w15_d169e24304
auch	w17_d169e24307
den	w19_d169e24310
nächst	w21_d169e24313
gelegenen	w1_d169e24318
Wald	w3_d169e24321
mit	w5_d169e24324
Infanterie	w7_d169e24327
besetzen	w9_d169e24330
lassen,	w11_d169e24333
sofort	w13_d169e24337
nach	w15_d169e24340
Hussaren=art	w17_d169e24343
durch	w19_d169e24346
2.	w1_d169e24352
Stund	w3_d169e24355
scharmütziret	w5_d169e24358
worden,	w7_d169e24361
so	w9_d169e24364
zoge	w11_d169e24367
sich	w13_d169e24371
erwehntes	w15_d169e24374
Detachement	w17_d169e24377
den	w19_d169e24380
Weeg,	w1_d169e24385
wo	w3_d169e24388
es	w5_d169e24391
hergekommen	w7_d169e24394
ware,	w9_d169e24397
in	w11_d169e24400
das	w13_d169e24404
Lager	w15_d169e24407
bey	w17_d169e24410
Weissenberg	w19_d169e24413
wiede	w21_d169e24416
rum	w1_d169e24421
zuruck,	w3_d169e24424
und	w5_d169e24427
man	w7_d169e24430
hat	w9_d169e24433
bey	w11_d169e24436
dieser	w13_d169e24440
kleinen	w15_d169e24443
Ereignuß	w17_d169e24446
an	w19_d169e24449
Todt	w21_d169e24452
und	w23_d169e24455
Blessir-	w25_d169e24459
ten	w1_d169e24464
20.	w3_d169e24467
Mann,	w5_d169e24470
dann	w7_d169e24473
bey	w9_d169e24476
dem	w11_d169e24479
Feind	w13_d169e24483
eben	w15_d169e24486
nicht	w17_d169e24489
viel	w19_d169e24492
mehrers	w21_d169e24495
gezehlet.	w23_d169e24498
</p>
<head id="h2_d169e24504">
Eben	w1_d169e24508
alda	w3_d169e24511
den	w5_d169e24514
8.	w7_d169e24517
Augusti.	w9_d169e24520
</head>
<p id="p4_d169e24523">
ANdem	w1_d169e24527
Feld=lager	w3_d169e24530
der	w5_d169e24533
alhiesig	w7_d169e24536
Kaiserl.	w9_d169e24539
Königl.	w11_d169e24542
Armée	w13_d169e24546
bey	w15_d169e24549
Seyersdorf	w17_d169e24552
seynd	w1_d169e24557
mehrmalen	w3_d169e24560
395.	w5_d169e24563
Köpfe	w7_d169e24566
theils	w9_d169e24569
Reconvalescirte	w11_d169e24572
von	w13_d169e24576
Brandeis,	w15_d169e24579
theils	w1_d169e24584
von	w3_d169e24587
Wien	w5_d169e24590
abgeschickte	w7_d169e24593
Leute	w9_d169e24596
angekommen,	w11_d169e24599
somit	w13_d169e24603
ihren	w15_d169e24606
Regimentern	w17_d169e24609
abgegeben	w1_d169e24615
worden;	w3_d169e24618
und	w5_d169e24621
da	w7_d169e24624
aus	w9_d169e24627
dem	w11_d169e24630
Spital	w13_d169e24634
zu	w15_d169e24637
Neuhaus	w17_d169e24640
seit	w19_d169e24643
einiger	w21_d169e24646
Zeil	w23_d169e24649
bey	w1_d169e24654
2000.	w3_d169e24657
derley	w5_d169e24660
Reconvalescirte	w7_d169e24663
bey	w9_d169e24666
der	w11_d169e24669
Armée	w13_d169e24673
ebenfalls	w15_d169e24676
eingetroffen,	w17_d169e24679
so	w19_d169e24682
seynd	w1_d169e24687
sehr	w3_d169e24690
wenig	w5_d169e24693
Kranke	w7_d169e24696
und	w9_d169e24699
Blessirte	w11_d169e24702
daselbst	w13_d169e24706
noch	w15_d169e24709
vorhanden	w17_d169e24712
</p>
<p id="p6_d169e24715">
Ausserdeme	w1_d169e24719
seynd	w3_d169e24722
1500.	w5_d169e24725
Lycaner	w7_d169e24728
von	w9_d169e24731
der	w11_d169e24734
Carlstädter=generalats-in-	w13_d169e24738
