<doc id="wr_1758-02-08" attrs="word" year="1758" month="02" day="08" corpus="2">
<head id="h2_d217e3160">
Rom,	w1_d217e3164
Seluces.	w1_d217e21276
Der	w3_d217e21279
Herzog	w5_d217e21282
von	w7_d217e21285
Brisac,	w9_d217e21288
General	w11_d217e21291
leutenant,	w1_d217e21296
ist	w3_d217e21299
zu	w5_d217e21302
Cleve,	w7_d217e21305
alwo	w9_d217e21308
sein	w11_d217e21311
Regiment	w13_d217e21315
(wovon	w1_d217e21320
den	w3_d217e21323
Hrn.	w5_d217e21326
Grafen	w7_d217e21329
von	w9_d217e21332
Coffe	w11_d217e21335
sein	w13_d217e21339
Sohn	w15_d217e21342
Obrister	w1_d217e21348
ist)	w3_d217e21351
erwartet	w5_d217e21354
wird.	w7_d217e21357
Jn	w9_d217e21360
dies	w11_d217e21363
em	w13_d217e21367
Land	w15_d217e21370
befinden	w1_d217e21375
sich	w3_d217e21378
24.	w5_d217e21381
Escadrons,	w7_d217e21384
als:	w9_d217e21387
Die	w11_d217e21390
Re	w13_d217e21394
gimenter	w1_d217e21399
de	w3_d217e21402
Mester	w5_d217e21405
de	w7_d217e21408
Camp,	w9_d217e21411
Aquitaine	w11_d217e21414
Clermont=tonnere,	w1_d217e21419
la	w3_d217e21422
Reine,	w5_d217e21425
d'Escars,	w7_d217e21428
Or	w9_d217e21431
lean,	w1_d217e21437
Dragoner,	w3_d217e21440
d'Aubigny,	w5_d217e21443
Dragoner,	w7_d217e21446
La	w9_d217e21449
meth,	w1_d217e21454
Fumet,	w3_d217e21457
Royal=etranger,	w5_d217e21460
Conde,	w7_d217e21463
Bour	w9_d217e21466
bon	w1_d217e21471
und	w3_d217e21474
Henrichemont.	w5_d217e21477
Zu	w7_d217e21480
Rüremond	w9_d217e21483
seynd	w11_d217e21486
2.	w1_d217e21491
Bataillons	w3_d217e21494
Schweitzer.	w5_d217e21497
Zu	w7_d217e21500
Neuß,	w9_d217e21503
1.	w11_d217e21506
Ba	w13_d217e21510
taillon.	w1_d217e21516
Zu	w3_d217e21519
Düsseldorf,	w5_d217e21522
die	w7_d217e21525
2.	w9_d217e21528
Bataillons	w11_d217e21531
von	w13_d217e21535
Chawond.	w1_d217e21540
Zu	w3_d217e21543
Cöln,	w5_d217e21546
die	w7_d217e21549
4.	w9_d217e21552
Bataillons	w11_d217e21555
von	w13_d217e21559
Piemont.	w1_d217e21564
Der	w3_d217e21567
General=leutenant,	w5_d217e21570
Gra	w7_d217e21573
von	w1_d217e21578
Andlau,	w3_d217e21581
ist	w5_d217e21584
zu	w7_d217e21587
Goslar	w9_d217e21590
mit	w11_d217e21593
2.	w13_d217e21597
Bataillons	w15_d217e21600
de	w1_d217e21606
la	w3_d217e21609
Couronnt.	w5_d217e21612
Ein	w7_d217e21615
Bataillon	w9_d217e21618
de	w11_d217e21621
la	w13_d217e21625
Mark	w15_d217e21628
ist	w1_d217e21633
zu	w3_d217e21636
Clausthal	w5_d217e21639
nebst	w7_d217e21642
noch	w9_d217e21645
einem	w11_d217e21648
andern.	w13_d217e21652
Das	w15_d217e21655
Regiment	w1_d217e21660
von	w3_d217e21663
Foix	w5_d217e21666
hält	w7_d217e21669
sich	w9_d217e21672
zu	w11_d217e21675
Osterrode	w13_d217e21679
auf.	w1_d217e21684
Zu	w3_d217e21687
Scharzfeld	w5_d217e21690
seynd	w7_d217e21693
180.	w9_d217e21696
Mann.	w11_d217e21699
Zu	w13_d217e21703
Harzberg	w1_d217e21709
80.	w3_d217e21712
Mann.	w5_d217e21715
Zu	w7_d217e21718
Andresberg	w9_d217e21721
50	w11_d217e21724
Mann.	w1_d217e21729
Zu	w3_d217e21732
Altenau	w5_d217e21735
20.	w7_d217e21738
Mann.	w9_d217e21741
Alle	w11_d217e21744
diese	w13_d217e21748
Trupen	w1_d217e21753
seynd	w3_d217e21756
im	w5_d217e21759
Stande	w7_d217e21762
alle	w9_d217e21765
Augenblick	w11_d217e21768
zu	w13_d217e21772
marschieren.	w1_d217e21777
</p>
<p id="p8_d217e21780">
Von	w1_d217e21784
der	w3_d217e21787
Kaiserl.	w5_d217e21790
Königl.	w7_d217e21793
und	w9_d217e21796
Landes	w11_d217e21799
Fürstl.	w13_d217e21803
N.	w1_d217e21808
Oe.	w3_d217e21811
Repräsentation	w5_d217e21814
und	w7_d217e21817
Cammer	w9_d217e21820
wird	w11_d217e21823
hiemit	w1_d217e21828
all	w3_d217e21831
und	w5_d217e21834
jeden	w7_d217e21837
durch	w9_d217e21840
gegenwärtig	w11_d217e21843
offe	w13_d217e21847
nes	w1_d217e21853
Edict,	w3_d217e21856
kund	w5_d217e21859
und	w7_d217e21862
zu	w9_d217e21865
wissen	w11_d217e21868
gemacht:	w13_d217e21872
</p>
<p id="p10_d217e21875">
Es	w1_d217e21879
habe	w3_d217e21882
hier	w5_d217e21885
Orts	w7_d217e21888
P.	w9_d217e21891
Joseph	w11_d217e21894
Heimerl	w13_d217e21898
S.	w1_d217e21903
J.	w3_d217e21906
Austriæ	w5_d217e21909
Provinciæ	w7_d217e21912
Procurator,	w9_d217e21915
no-	w11_d217e21918
mine	w1_d217e21923
des	w3_d217e21926
Collegii	w5_d217e21929
Udvarhelii	w7_d217e21932
in	w9_d217e21935
sede	w11_d217e21938
Si-	w13_d217e21942
culicali	w1_d217e21948
in	w3_d217e21951
Sibenbürgen	w5_d217e21954
mit	w7_d217e21957
mehreren	w9_d217e21960
gehor	w11_d217e21963
samst	w1_d217e21968
vorgestellet,	w3_d217e21971
welcher	w5_d217e21974
gestalten	w7_d217e21977
Weyl.	w9_d217e21980
Herr	w1_d217e21985
Ladislaus	w3_d217e21988
Freyherr	w5_d217e21991
von	w7_d217e21994
Gyulaffi	w9_d217e21997
ver	w11_d217e22000
mög	w1_d217e22005
eines	w3_d217e22008
errichteten	w5_d217e22011
Stift=briefs	w7_d217e22014
das	w9_d217e22017
von	w11_d217e22020
ihme	w1_d217e22026
dargeliehene	w3_d217e22029
Anticipations-capital	w5_d217e22032
pr.	w1_d217e22037
2000	w3_d217e22040
fl	w5_d217e22043
In	w7_d217e22046
einer	w9_d217e22049
hierüber	w11_d217e22052
unterm	w13_d217e22056
15.	w15_d217e22059
Ja	w17_d217e22062
nuarii	w1_d217e22067
1748	w3_d217e22070
Allerhöchst	w5_d217e22073
ausgestelten	w7_d217e22076
Obli-	w9_d217e22079
pation	w1_d217e22084
oberwehnte	w3_d217e22087
Collegio	w5_d217e22090
verschaffet	w7_d217e22093
hätte.	w9_d217e22096
Nun	w1_d217e22102
müste	w3_d217e22105
diesen	w5_d217e22108
ermeldetem	w7_d217e22111
Collegio	w9_d217e22114
in	w11_d217e22117
Sie	w13_d217e22121
benbürgen	w1_d217e22126
angehörige	w3_d217e22129
Obligation	w5_d217e22132
dd.	w7_d217e22135
15.	w9_d217e22138
Ja	w11_d217e22141
nuarii	w1_d217e22146
1748.	w3_d217e22149
pr.	w5_d217e22152
2000.	w7_d217e22155
fl.	w9_d217e22158
vermutlich	w11_d217e22161
in	w13_d217e22165
Verstoß	w1_d217e22170
gerahten	w3_d217e22173
seyn,	w5_d217e22176
weilen	w7_d217e22179
solche	w9_d217e22182
ungehin	w11_d217e22185
dert	w1_d217e22191
aller	w3_d217e22194
angewendeten	w5_d217e22197
Mühe,	w7_d217e22200
und	w9_d217e22203
fleissi	w11_d217e22206
gen	w1_d217e22211
Nachsuchens	w3_d217e22214
nicht	w5_d217e22217
zu	w7_d217e22220
Handen	w9_d217e22223
gebracht	w11_d217e22226
werden	w1_d217e22231
Lan	w3_d217e22234
</p>
<p id="p12_d217e22238">
Damit	w1_d217e22242
also	w3_d217e22245
vorbesagte	w5_d217e22248
Obligation	w7_d217e22251
durch	w9_d217e22254
Affigirung	w1_d217e22259
eines	w3_d217e22262
gewöhnlichen	w5_d217e22265
Valval	w7_d217e22268
Edicts	w9_d217e22271
der	w1_d217e22276
Ordnung	w3_d217e22279
nach	w5_d217e22282
amortiüret,	w7_d217e22285
und	w9_d217e22288
darfür	w11_d217e22291
eine	w1_d217e22297
andere	w3_d217e22300
dergleichen	w5_d217e22303
von	w7_d217e22306
behörde	w9_d217e22309
über	w11_d217e22312
kommen	w1_d217e22317
werden	w3_d217e22320
möchte.	w5_d217e22323
Als	w7_d217e22326
hat	w9_d217e22329
Eingangs	w11_d217e22332
gedachter	w1_d217e22337
P.	w3_d217e22340
Joseph	w5_d217e22343
Heimerl	w7_d217e22346
nomine	w9_d217e22349
des	w11_d217e22352
Collegii	w1_d217e22357
Udvarhel.i	w3_d217e22360
in	w5_d217e22363
Siebenbürgen	w7_d217e22366
we	w9_d217e22369
gen	w1_d217e22375
dessen	w3_d217e22378
Ausfertigung	w5_d217e22381
das	w7_d217e22384
behörige	w9_d217e22387
vorzu	w11_d217e22390
kehren	w1_d217e22395
gebetten.	w3_d217e22398
Gleichwie	w5_d217e22401
nun	w7_d217e22404
in	w9_d217e22407
solch	w11_d217e22410
des	w13_d217e22414
Supplicantens	w1_d217e22419
billiges	w3_d217e22422
Anlangen	w5_d217e22425
solcher	w7_d217e22428
ge	w9_d217e22431
stalten	w1_d217e22436
gewilliget	w3_d217e22439
worden,	w5_d217e22442
daß	w7_d217e22445
wann	w9_d217e22448
binnen	w11_d217e22451
1.	w1_d217e22457
Jahr	w3_d217e22460
6.	w5_d217e22463
Wochen	w7_d217e22466
und	w9_d217e22469
3.	w11_d217e22472
Tägen	w13_d217e22476
von	w15_d217e22479
Zeit	w17_d217e22482
der	w19_d217e22485
Affigirung	w1_d217e22490
dieses	w3_d217e22493
Edicts	w5_d217e22496
anzurechnen	w7_d217e22499
sich	w9_d217e22502
Niemand	w1_d217e22507
zu	w3_d217e22510
obiger	w5_d217e22513
in	w7_d217e22516
Verstoß	w9_d217e22519
gerahten,	w11_d217e22522
erdeuteten	w1_d217e22527
Collegio	w3_d217e22530
Udvarhelii	w5_d217e22533
eigentum	w7_d217e22536
lichen	w1_d217e22542
Obligation	w3_d217e22545
d.	w5_d217e22548
d.	w7_d217e22551
15.	w9_d217e22554
Januarii	w11_d217e22557
1748.	w13_d217e22561
pr.	w1_d217e22566
2000.	w3_d217e22569
fl.	w5_d217e22572
rechtlichen	w7_d217e22575
legitimiren,	w9_d217e22578
oder	w11_d217e22581
sol	w13_d217e22585
che	w1_d217e22590
in	w3_d217e22593
Originali	w5_d217e22596
produciren	w7_d217e22599
wurde,	w9_d217e22602
selbe	w11_d217e22605
als	w13_d217e22609
dann	w1_d217e22614
für	w3_d217e22617
null	w5_d217e22620
und	w7_d217e22623
nichtig	w9_d217e22626
gehalten,	w11_d217e22629
folgsam	w13_d217e22633
nach	w1_d217e22639
Verfliesseung	w3_d217e22642
des	w5_d217e22645
ob=anberaumten	w7_d217e22648
Ter	w9_d217e22651
mins	w1_d217e22656
eine	w3_d217e22659
derley	w5_d217e22662
Obligation	w7_d217e22665
auf	w9_d217e22668
vorberührte	w11_d217e22671
Summa	w1_d217e22676
pr.	w3_d217e22679
2000.	w5_d217e22682
ausgefertiget,	w7_d217e22685
und	w9_d217e22688
solche	w11_d217e22691
wiederholten	w1_d217e22696
P.	w3_d217e22699
Josephs	w5_d217e22702
Heimerl	w7_d217e22705
nomine	w9_d217e22708
des	w1_d217e22714
Collegii	w3_d217e22717
Udvarhelii	w5_d217e22720
in	w7_d217e22723
Siebenbürgen	w9_d217e22726
zu	w11_d217e22729
gestellet	w1_d217e22734
worden	w3_d217e22737
solle.	w5_d217e22740
</p>
<p id="p14_d217e22743">
So	w1_d217e22747
hat	w3_d217e22750
man	w5_d217e22753
ein	w7_d217e22756
solches	w9_d217e22759
hindurch	w11_d217e22762
jedermän	w13_d217e22766
niglich	w1_d217e22771
zur	w3_d217e22774
nachrichtlichen	w5_d217e22777
Wissenschaft	w7_d217e22780
erin	w9_d217e22783
neren	w1_d217e22788
wollen.	w3_d217e22791
.	w1_d217e22797
</p>
<p id="p16_d217e22800">
Den	w1_d217e22804
15.	w3_d217e22807
Febr.	w5_d217e22810
werden	w7_d217e22813
auf	w9_d217e22816
Verordnung	w11_d217e22819
einer	w1_d217e22824
Hochlöbl.	w3_d217e22827
N.	w5_d217e22830
Oe.	w7_d217e22833
Regierung	w9_d217e22836
in	w11_d217e22839
Justiz	w13_d217e22843
sachen	w1_d217e22848
in	w3_d217e22851
dem	w5_d217e22854
sogenannten	w7_d217e22857
neuen	w9_d217e22860
Michaeler	w11_d217e22863
haus,	w1_d217e22869
über	w3_d217e22872
die	w5_d217e22875
Stiegen	w7_d217e22878
bey	w9_d217e22881
der	w11_d217e22884
Buchdruckerey	w13_d217e22888
im	w1_d217e22893
vierten	w3_d217e22896
Stock,	w5_d217e22899
bey	w7_d217e22902
Herrn	w9_d217e22905
Hofkriegs	w11_d217e22908
agenten	w1_d217e22913
Arnold	w3_d217e22916
verschiebene	w5_d217e22919
glat=sammetene,	w7_d217e22922
seidene	w1_d217e22927
mit	w3_d217e22930
Gold	w5_d217e22933
und	w7_d217e22936
Silber	w9_d217e22939
reich	w11_d217e22942
bordiret	w13_d217e22946
Manns=röcke,	w1_d217e22952
auch	w3_d217e22955
sammetne	w5_d217e22958
und	w7_d217e22961
seidene	w9_d217e22964
gleichfalls	w1_d217e22969
mit	w3_d217e22972
Gold	w5_d217e22975
und	w7_d217e22978
Silber	w9_d217e22981
reich	w11_d217e22984
bordirte	w13_d217e22988
Vesten,	w1_d217e22993
verschiedene	w3_d217e22996
sammetene	w5_d217e22999
Hosen,	w7_d217e23002
mit	w9_d217e23005
Silber	w1_d217e23010
und	w3_d217e23013
Gold	w5_d217e23016
bordirte	w7_d217e23019
Hüte,	w9_d217e23022
moirene	w11_d217e23025
mit	w13_d217e23029
Gold	w1_d217e23035
und	w3_d217e23038
Silber	w5_d217e23041
eingetragene,	w7_d217e23044
auch	w9_d217e23047
andere	w11_d217e23050
seidene	w1_d217e23055
Zeug,	w3_d217e23058
einige	w5_d217e23061
Masquen	w7_d217e23064
und	w9_d217e23067
andere	w11_d217e23070
Sachen,	w1_d217e23075
Vormittags	w3_d217e23078
von	w5_d217e23081
9.	w7_d217e23084
bis	w9_d217e23087
12.	w11_d217e23090
Uhr;	w13_d217e23094
Nachmittags	w1_d217e23099
aber	w3_d217e23102
von	w5_d217e23105
3.	w7_d217e23108
bis	w9_d217e23111
6.	w11_d217e23114
Uhr	w13_d217e23118
dem	w15_d217e23121
Meistbietenden	w1_d217e23127
gegen	w3_d217e23130
baarer	w5_d217e23133
Bezahlung	w7_d217e23136
lici	w9_d217e23139
tando	w1_d217e23144
verkauffet,	w3_d217e23147
und	w5_d217e23150
hiemit	w7_d217e23153
die	w9_d217e23156
nachfolgende	w11_d217e23159
Täge	w1_d217e23164
continuiret	w3_d217e23167
werden.	w5_d217e23170
</p>
<head id="h2_d217e23176">
EDICT.	w1_d217e23180
</head>
<p id="p4_d217e23183">
Von	w1_d217e23187
des	w3_d217e23190
Löblich	w5_d217e23193
Kaiserl.	w7_d217e23196
Königl.	w9_d217e23199
bey	w11_d217e23202
dem	w13_d217e23206
hohen	w1_d217e23211
General=commando	w3_d217e23214
im	w5_d217e23217
Königreich	w7_d217e23220
Hun	w1_d217e23225
</p>
<p id="p8_d217e23230">
Hemgarn	w1_d217e23234
aufgestellten	w3_d217e23237
Aubilorkak=amt	w5_d217e23240
wird	w7_d217e23243
hiemit	w1_d217e23248
jedermänniglichen,	w3_d217e23251
sonderheitlech	w5_d217e23254
der	w7_d217e23257
me	w1_d217e23262
hieran	w3_d217e23265
gelegen	w5_d217e23268
ist,	w7_d217e23271
kund	w9_d217e23274
und	w11_d217e23277
zu	w13_d217e23281
wissen	w15_d217e23284
gemacht,	w1_d217e23290
wasgestalten	w3_d217e23293
all	w5_d217e23296
und	w7_d217e23299
jegliche	w9_d217e23302
Par	w11_d217e23305
theyen,	w1_d217e23310
so	w3_d217e23313
an	w5_d217e23316
des	w7_d217e23319
in	w9_d217e23322
der	w11_d217e23325
Feindlichen	w13_d217e23329
Expe	w15_d217e23332
dition	w1_d217e23337
zu	w3_d217e23340
Berlin	w5_d217e23343
todt	w7_d217e23346
gebliebenen	w9_d217e23349
Kaiserl.	w11_d217e23352
Königl.	w1_d217e23357
General	w3_d217e23360
Feld=macht=meisters	w5_d217e23363
Weil.	w7_d217e23366
Herr	w1_d217e23372
Wolfgang	w3_d217e23375
von	w5_d217e23378
Babocsay	w7_d217e23381
Verlassen	w9_d217e23384
schaft	w1_d217e23389
einige	w3_d217e23392
Sprüche	w5_d217e23395
und	w7_d217e23398
Forderungen	w9_d217e23401
ex	w11_d217e23404
quocunque	w1_d217e23409
demum	w3_d217e23412
Capite	w5_d217e23415
zu	w7_d217e23418
machen	w9_d217e23421
vermeinen,	w1_d217e23426
auf	w3_d217e23429
den	w5_d217e23432
20.	w7_d217e23435
künftigen	w9_d217e23438
Monats	w11_d217e23441
Martii	w1_d217e23447
früh	w3_d217e23450
um	w5_d217e23453
8.	w7_d217e23456
Uhr	w9_d217e23459
bey	w11_d217e23462
eingangs=besag	w13_d217e23466
ten	w1_d217e23471
Löbl.	w3_d217e23474
Auditoriat=amt	w5_d217e23477
zu	w7_d217e23480
Preßburg	w9_d217e23483
in	w11_d217e23486
dem	w13_d217e23490
Hof=cammer=raht	w1_d217e23495
Cottmannischen	w3_d217e23498
Haus	w5_d217e23501
im	w7_d217e23504
3ten	w1_d217e23509
Stockpro	w3_d217e23512
1mo.	w5_d217e23515
2do	w7_d217e23518
&	w9_d217e23521
3tio	w11_d217e23524
Termino	w13_d217e23528
sub	w1_d217e23534
Clausula	w3_d217e23537
Contumaciæ	w5_d217e23540
&	w7_d217e23543
perpetui	w9_d217e23546
silentii	w1_d217e23551
per	w3_d217e23554
se,	w5_d217e23557
vel	w7_d217e23560
per	w9_d217e23563
Mandatatium	w11_d217e23566
fus	w13_d217e23570
ficienter	w1_d217e23575
instructum	w3_d217e23578
sich	w5_d217e23581
zu	w7_d217e23584
melden,	w9_d217e23587
forthin	w11_d217e23590
ihre	w1_d217e23595
Behelfe	w3_d217e23598
in	w5_d217e23601
Originalibus	w7_d217e23604
beyzübringen,	w9_d217e23607
und	w1_d217e23613
Reichs=erforderlich	w3_d217e23616
zu	w5_d217e23619
liquidiren	w7_d217e23622
haben.	w9_d217e23625
</p>
<p id="p10_d217e23628">
Den	w1_d217e23632
20.	w3_d217e23635
dies	w5_d217e23638
Monats	w7_d217e23641
Februarii	w9_d217e23644
frühe	w11_d217e23647
um	w1_d217e23652
9.	w3_d217e23655
Uhr	w5_d217e23658
werden	w7_d217e23661
in	w9_d217e23664
dem	w11_d217e23667
Dorf	w13_d217e23671
Stötten,	w15_d217e23674
unweit	w1_d217e23679
Bisamberg	w3_d217e23682
verschiedene	w5_d217e23685
Weine,	w7_d217e23688
als	w9_d217e23691
Anno	w1_d217e23697
1746.	w3_d217e23700
752.	w5_d217e23703
755.	w7_d217e23706
756.	w9_d217e23709
und	w11_d217e23712
757.	w13_d217e23716
samt	w15_d217e23719
denen	w1_d217e23724
Fässern	w3_d217e23727
in	w5_d217e23730
eisernen	w7_d217e23733
Banden	w9_d217e23736
dem	w11_d217e23739
Meist	w13_d217e23743
bietenden	w1_d217e23748
verkauffet	w3_d217e23751
werden.	w5_d217e23754
Wer	w7_d217e23757
solche	w9_d217e23760
käuflichen	w1_d217e23765
an	w3_d217e23768
sich	w5_d217e23771
zu	w7_d217e23774
bringen	w9_d217e23777
gedenket,	w11_d217e23780
hat	w13_d217e23784
sich	w15_d217e23787
an	w1_d217e23793
bestimmten	w3_d217e23796
Tag	w5_d217e23799
bey	w7_d217e23802
dem	w9_d217e23805
Kloster	w11_d217e23808
Lilien	w13_d217e23812
feldischen	w1_d217e23817
Grund=richter	w3_d217e23820
in	w5_d217e23823
Stötten	w7_d217e23826
zu	w9_d217e23829
mel	w11_d217e23832
den.	w1_d217e23837
</p>
<list id="l12_d217e23841">
Jn	w1_d217e23845
dem	w3_d217e23848
Praßerischen	w5_d217e23851
Kunst	w7_d217e23854
und	w9_d217e23857
Buchfüh	w11_d217e23860
rerey=gewölb	w1_d217e23865
in	w3_d217e23868
dem	w5_d217e23871
neuen	w7_d217e23874
Michaeler=haus	w9_d217e23877
zum	w1_d217e23882
Schild	w3_d217e23885
St.	w5_d217e23888
Johannes	w7_d217e23891
in	w9_d217e23894
der	w11_d217e23897
Wüsten,	w13_d217e23901
ist	w1_d217e23907
nachfolgendes	w3_d217e23910
um	w5_d217e23913
billigen	w7_d217e23916
Preis	w9_d217e23919
zu	w11_d217e23922
haben.	w13_d217e23926
Der	w1_d217e23931
sogenanme	w3_d217e23934
Engländische	w5_d217e23937
Wahrsager	w7_d217e23940
talender,	w1_d217e23945
mit	w3_d217e23948
der	w5_d217e23951
neuesten	w7_d217e23954
Genealogi	w9_d217e23957
aller	w11_d217e23960
ho	w13_d217e23964
hen	w1_d217e23969
Häuser,	w3_d217e23972
mit	w5_d217e23975
oder	w7_d217e23978
ohne	w9_d217e23981
den	w11_d217e23984
Schlüssel.	w13_d217e23988
Kleines	w1_d217e23994
Sack=calenderl	w3_d217e23997
auf	w5_d217e24000
daß	w7_d217e24003
Jahr	w9_d217e24006
1758.	w1_d217e24011
geziert	w3_d217e24014
mit	w5_d217e24017
seinen	w7_d217e24020
Kupfer=stichen	w9_d217e24023
da	w11_d217e24026
rinnen	w1_d217e24031
auch	w3_d217e24034
ein	w5_d217e24037
ewiger	w7_d217e24040
Minuten=calender,	w9_d217e24043
oder	w1_d217e24048
Uhr=richter	w3_d217e24051
sich	w5_d217e24054
befindet	w7_d217e24057
Augspurg	w9_d217e24060
ge	w11_d217e24063
bunden	w1_d217e24069
in	w3_d217e24072
Futteral.	w5_d217e24075
Der	w1_d217e24080
Sächsische	w3_d217e24083
Allas	w5_d217e24086
in	w7_d217e24089
47.	w9_d217e24092
Speciel	w11_d217e24095
Car	w13_d217e24099
ten	w1_d217e24104
bestehend	w3_d217e24107
mit	w5_d217e24110
oder	w7_d217e24113
ohne	w9_d217e24116
Einbund.	w11_d217e24119
Jtem	w1_d217e24124
der	w3_d217e24127
Schlesische	w5_d217e24130
Atlas	w7_d217e24133
in	w9_d217e24136
20.	w11_d217e24139
gros	w13_d217e24143
sen	w1_d217e24149
Carten.	w3_d217e24152
Nebst	w1_d217e24157
diesen	w3_d217e24160
seynd	w5_d217e24163
verschiedene	w7_d217e24166
grosse	w9_d217e24169
und	w11_d217e24172
</list>
<p id="p14_d217e24176">
Unter	w1_d217e24180
anderen	w3_d217e24183
vielen	w5_d217e24186
Plans	w7_d217e24189
oder	w9_d217e24192
Gruns	w11_d217e24195
riesse,	w1_d217e24200
der	w3_d217e24203
vornehmsten	w5_d217e24206
Residen;;	w7_d217e24209
Hauptund	w9_d217e24212
Handel=städten	w1_d217e24217
in	w3_d217e24220
Europa,	w5_d217e24223
ist	w7_d217e24226
auch	w9_d217e24229
der	w11_d217e24232
Grund	w13_d217e24236
rieß	w1_d217e24242
von	w3_d217e24245
der	w5_d217e24248
Stadt	w7_d217e24251
Breslau	w9_d217e24254
nebst	w11_d217e24257
anoern	w13_d217e24261
grossen	w1_d217e24266
und	w3_d217e24269
kleinen	w5_d217e24272
Land=carten	w7_d217e24275
se	w9_d217e24278
par	w11_d217e24281
in	w1_d217e24286
grosser	w3_d217e24289
Menge	w5_d217e24292
alda	w7_d217e24295
zu	w9_d217e24298
bekommen.	w11_d217e24301
</p>
<p id="p16_d217e24306">
Es	w1_d217e24310
wird	w3_d217e24313
zu	w5_d217e24316
wissen	w7_d217e24319
gemacht,	w9_d217e24322
daß	w11_d217e24325
um	w13_d217e24329
n.	w15_d217e24332
1	w17_d217e24335
künftigen	w1_d217e24340
Freytag	w3_d217e24343
als	w5_d217e24346
den	w7_d217e24349
10.	w9_d217e24352
dieses	w11_d217e24355
n	w13_d217e24359
Kluger=strassen	w1_d217e24364
im	w3_d217e24367
Käßstecherischen	w5_d217e24370
Haus	w7_d217e24373
im	w9_d217e24376
anderten	w1_d217e24382
Stock	w3_d217e24385
verschiedene	w5_d217e24388
Frauenzimmer	w7_d217e24391
Kleidungen,	w1_d217e24396
Geschmuck,	w3_d217e24399
Spitzen,	w5_d217e24402
Sieber,	w7_d217e24405
und	w1_d217e24410
sonst	w3_d217e24413
andere	w5_d217e24416
Mobilien	w7_d217e24419
an	w9_d217e24422
dem	w11_d217e24425
Meistbie	w13_d217e24429
tenden	w1_d217e24434
werden,	w3_d217e24437
der	w5_d217e24440
Anfang	w7_d217e24443
ist	w9_d217e24446
Vormittag	w11_d217e24449
von	w13_d217e24453
9.	w1_d217e24459
bis	w3_d217e24462
12.	w5_d217e24465
und	w7_d217e24468
Vachmittag	w9_d217e24471
von	w11_d217e24474
3.	w13_d217e24478
bis	w15_d217e24481
6.	w17_d217e24484
Uhr.	w1_d217e24489
</p>
<head id="h2_d217e24495">
EDICT.	w1_d217e24499
</head>
<p id="p4_d217e24502">
Von	w1_d217e24506
der	w3_d217e24509
Hoch=Reichs=gräfl.	w5_d217e24512
Schönborni	w7_d217e24515
schen	w1_d217e24520
Amts=verwaltung	w3_d217e24523
der	w5_d217e24526
Herrschaft	w7_d217e24529
Mau	w9_d217e24532
tern;	w1_d217e24537
wird	w3_d217e24540
hiemit	w5_d217e24543
jedermänniglich	w7_d217e24546
kund	w9_d217e24549
und	w11_d217e24552
zu	w1_d217e24558
wissen	w3_d217e24561
gemacht,	w5_d217e24564
nachdeme	w7_d217e24567
über	w9_d217e24570
Absterben	w11_d217e24573
Johann	w1_d217e24578
Weinsack	w3_d217e24581
hiesig	w5_d217e24584
Hoch=gräfl.	w7_d217e24587
Schön	w9_d217e24590
bornischen	w1_d217e24595
Unterthans	w3_d217e24598
zu	w5_d217e24601
Wernerstorf	w7_d217e24604
nächst	w9_d217e24607
St.	w1_d217e24612
Pölten	w3_d217e24615
eine	w5_d217e24618
Convocations=tagsatzung	w7_d217e24621
pro	w1_d217e24627
termino	w3_d217e24630
1mo	w5_d217e24633
2do	w7_d217e24636
&	w9_d217e24639
3tlo	w11_d217e24642
auf	w13_d217e24646
den	w15_d217e24649
18.	w17_d217e24652
April	w1_d217e24657
nächst=kommenden	w3_d217e24660
1758.	w5_d217e24663
Jahrs	w7_d217e24666
ange	w9_d217e24669
ordnet	w1_d217e24674
worden,	w3_d217e24677
an	w5_d217e24680
welchen	w7_d217e24683
Tag	w9_d217e24686
alle	w11_d217e24689
dieje	w13_d217e24693
nige,	w1_d217e24698
so	w3_d217e24701
an	w5_d217e24704
der	w7_d217e24707
Weinsackischen	w9_d217e24710
Verlassenschaft	w11_d217e24713
sub	w1_d217e24719
quocunque	w3_d217e24722
demum	w5_d217e24725
titulo	w7_d217e24728
einige	w9_d217e24731
Sprüch	w1_d217e24736
und	w3_d217e24739
Anforderung	w5_d217e24742
zu	w7_d217e24745
haben	w9_d217e24748
vermei	w11_d217e24751
nen,	w1_d217e24756
früh	w3_d217e24759
um	w5_d217e24762
9.	w7_d217e24765
Uhr	w9_d217e24768
vor	w11_d217e24771
alhiesige	w13_d217e24775
Amts	w15_d217e24778
verwaltung	w1_d217e24783
zu	w3_d217e24786
erscheinen,	w5_d217e24789
und	w7_d217e24792
ihre	w9_d217e24795
Forde	w11_d217e24798
rungen	w1_d217e24804
also	w3_d217e24807
gewiß	w5_d217e24810
anzumelden	w7_d217e24813
haben	w9_d217e24816
werden,	w11_d217e24819
wie	w1_d217e24824
im	w3_d217e24827
widrigen	w5_d217e24830
dieselbe	w7_d217e24833
nicht	w9_d217e24836
mehr	w11_d217e24839
gehöret	w13_d217e24843
sondern	w1_d217e24848
ihnen	w3_d217e24851
das	w5_d217e24854
ewige	w7_d217e24857
Stillschweigen	w9_d217e24860
auf	w11_d217e24863
