<doc id="edoc_wd_1783-12-24" attrs="word" year="1783" month="12" day="24" corpus="1">
<head id="hl1">
Jnnländische	w29
erstickt	w5758
<g/>
,
a	w5760
<g/>
.
15	w5762
J	w5763
<g/>
.
Der	w5765
Anna	w5766
Mayrin	w5767
<g/>
,
Arrestant	w5769
<g/>
.
i	w5771
<g/>
.
K	w5773
<g/>
.
Theres	w5775
daß	w5776
an	w5777
d	w5778
<g/>
.
Kopfwassers	w5780
<g/>
.
gäh	w5782
verstorb	w5783
<g/>
.
alt	w5785
2	w5786
J	w5787
<g/>
.
sind	w5789
beede	w5790
im	w5791
Bäckenh	w5792
<g/>
.
gerichtl	w5794
<g/>
.
beschauet	w5796
worden	w5797
<g/>
.
Summa	w5799
23	w5800
<g/>
.
Personen	w5802
<g/>
,
darunter	w5804
5	w5805
<g/>
.
Kind	w5807
<g/>
.
</list>
<head id="hl15">
Den	w5809
17	w5810
<g/>
.
December	w5812
<g/>
.
Jn	w5814
der	w5815
Stadt	w5816
</head>
<list id="">
Dem	w5817
Franz	w5818
Grießer	w5819
<g/>
,
bürgl	w5821
<g/>
.
Schleiferm	w5823
<g/>
.
s	w5825
W	w5826
<g/>
.
Theres	w5828
<g/>
.
alt	w5830
55	w5831
J	w5832
<g/>
.
in	w5834
d	w5835
<g/>
.
ob	w5837
<g/>
.
Breunerst	w5839
<g/>
.
N	w5841
<g/>
.
1171	w5843
<g/>
.
</list>
<head id="hl16">
Vor	w5845
der	w5846
Stadt	w5847
<g/>
.
</head>
<list id="">
Ant	w5849
<g/>
.
Schulterer	w5851
<g/>
.
bürgl	w5853
<g/>
.
Greißl	w5855
alt	w5856
57	w5857
J	w5858
<g/>
.
in	w5860
s	w5861
H	w5862
<g/>
.
in	w5864
d	w5865
<g/>
.
Leopoldst	w5867
<g/>
.
N	w5869
118	w5870
<g/>
.
Dem	w5872
Jak	w5873
<g/>
.
Seel	w5875
<g/>
,
Schneid	w5877
<g/>
.
s	w5879
<g/>
.
W	w5881
<g/>
.
Cath	w5883
<g/>
.
alt	w5885
35	w5886
J	w5887
<g/>
.
zu	w5889
Mäzleinst	w5890
<g/>
.
N	w5892
<g/>
.
4	w5894
<g/>
.
Andre	w5896
Scheiber	w5897
<g/>
,
Hausm	w5899
<g/>
.
alt	w5901
69	w5902
J	w5903
<g/>
.
in	w5905
d	w5906
Leopoldst	w5907
<g/>
.
N	w5909
<g/>
.
288	w5911
<g/>
.
Dem	w5913
Joh	w5914
<g/>
.
Schwindel	w5916
<g/>
,
Schneid	w5918
<g/>
.
s	w5920
<g/>
.
K	w5922
<g/>
.
Franziska	w5924
<g/>
,
alt	w5926
6	w5927
J	w5928
<g/>
.
in	w5930
d	w5931
<g/>
.
Währingerg	w5933
<g/>
.
N	w5935
<g/>
.
115	w5937
<g/>
.
</list>
<list id="">
Dem	w5939
Joh	w5940
<g/>
.
Linsenmayer	w5942
<g/>
.
Zeugmach	w5944
<g/>
.
s	w5946
<g/>
.
K	w5948
<g/>
.
Magdal	w5950
<g/>
.
alt	w5952
4	w5953
J	w5954
<g/>
.
am	w5956
ob	w5957
<g/>
.
Neust	w5959
<g/>
.
N	w5961
<g/>
.
200	w5963
<g/>
.
Den	w5965
Joh	w5966
<g/>
.
Nigitz	w5968
<g/>
,
Maurer	w5970
s	w5971
<g/>
.
K	w5973
<g/>
.
Susanna	w5975
<g/>
,
alt	w5977
2	w5978
J	w5979
<g/>
.
am	w5981
Neust	w5982
<g/>
.
N	w5984
<g/>
.
22	w5986
<g/>
.
Dem	w5988
Franz	w5989
Thomasch	w5990
<g/>
,
Bed	w5992
<g/>
.
s	w5994
<g/>
.
K	w5996
<g/>
.
Rosal	w5998
<g/>
.
alt	w6000
2	w6001
J	w6002
<g/>
.
auf	w6004
d	w6005
<g/>
.
neu	w6007
Wied	w6008
<g/>
.
N	w6010
<g/>
.
170	w6012
<g/>
.
Theres	w6014
<g/>
.
Janin	w6016
<g/>
,
led	w6018
<g/>
.
gew	w6020
<g/>
.
Dienstm	w6022
<g/>
.
alt	w6024
32	w6025
J	w6026
<g/>
.
am	w6028
Neust	w6029
<g/>
.
N	w6031
<g/>
.
16	w6033
<g/>
.
Cath	w6035
Neumannin	w6036
<g/>
,
Sold	w6038
<g/>
.
Wit	w6040
<g/>
.
alt	w6042
55	w6043
J	w6044
<g/>
.
im	w6046
Lich=tenrh	w6047
<g/>
=
<g/>
.
N	w6050
<g/>
.
129	w6052
<g/>
.
Dem	w6054
Paul	w6055
Gläsinger	w6056
<g/>
,
Tagl	w6058
<g/>
.
s	w6060
<g/>
.
K	w6062
<g/>
.
Jos	w6064
<g/>
.
alt	w6066
8	w6067
J	w6068
<g/>
.
am	w6070
Hungelg	w6071
<g/>
.
N	w6073
<g/>
.
14	w6075
Der	w6076
Cath	w6077
<g/>
.
Brucknerin	w6079
<g/>
,
Stöcklschneid	w6081
<g/>
.
Wit	w6083
<g/>
.
i	w6085
<g/>
.
T	w6087
<g/>
.
Rosal	w6089
<g/>
.
alt	w6091
15	w6092
J	w6093
<g/>
.
am	w6095
Hunderth	w6096
<g/>
.
N	w6098
70	w6099
<g/>
.
Cath	w6101
<g/>
.
Schifna	w6103
<g/>
,
Wit	w6105
<g/>
.
alt	w6107
87	w6108
J	w6109
<g/>
.
in	w6111
d	w6112
<g/>
.
Vers	w6114
<g/>
.
H	w6116
<g/>
.
am	w6118
Alsterb	w6119
<g/>
.
Magdal	w6121
<g/>
.
Egelsederin	w6123
<g/>
,
led	w6125
<g/>
.
alt	w6127
38	w6128
J	w6129
<g/>
.
Joh	w6131
<g/>
.
Schaden	w6133
<g/>
,
Bed	w6135
<g/>
.
alt	w6137
47	w6138
J	w6139
beede	w6140
im	w6141
Bäckenh	w6142
<g/>
.
Summa	w6144
15	w6145
<g/>
.
Personen	w6147
<g/>
.
darunter	w6149
5	w6150
<g/>
.
Kind	w6152
<g/>
.
</list>
<head id="hl17">
Den	w6154
18	w6155
December	w6156
<g/>
.
Jn	w6158
der	w6159
Stadt	w6160
<g/>
.
</head>
<list id="">
Der	w6162
wohlehrw	w6163
<g/>
.
Pat	w6165
<g/>
.
Bernard	w6167
Fieger	w6168
<g/>
,
Franzisk	w6170
<g/>
.
Ord	w6172
<g/>
.
alt	w6174
64	w6175
J	w6176
in	w6177
ihr	w6178
<g/>
.
Klost	w6180
<g/>
.
d	w6182
<g/>
.
St	w6184
<g/>
.
Hieronymo	w6186
<g/>
.
Dem	w6188
Hrn	w6189
<g/>
.
Joh	w6191
<g/>
.
Christ	w6193
<g/>
.
Olearius	w6195
<g/>
,
k	w6197
<g/>
.
k	w6199
<g/>
.
Hofposta	w6201
<g/>
.
Buchhaltereyrevis	w6203
<g/>
.
s	w6205
<g/>
.
K	w6207
<g/>
.
Joh	w6209
<g/>
.
Franz	w6211
<g/>
,
alt	w6213
2	w6214
J	w6215
<g/>
.
am	w6217
Bauernm	w6218
<g/>
.
N	w6220
<g/>
.
535	w6222
<g/>
.
</list>
<head id="hl18">
Vor	w6224
der	w6225
Stadt	w6226
<g/>
.
</head>
<list id="">
Der	w6228
wohlehrw	w6229
<g/>
.
Hr	w6231
<g/>
.
Franz	w6233
Xav	w6234
<g/>
.
Kanoval	w6236
<g/>
,
Pfarrer	w6238
in	w6239
d	w6240
Alstervorst	w6241
<g/>
.
alt	w6243
40	w6244
J	w6245
<g/>
.
im	w6247
Weispan	w6248
<g/>
.
Klost	w6250
<g/>
.
Dem	w6252
Georg	w6253
Gram	w6254
<g/>
,
bürgl	w6256
<g/>
.
Brunnmeist	w6258
<g/>
.
s	w6260
<g/>
.
Stieft	w6262
<g/>
.
Theres	w6264
<g/>
.
alt	w6266
4	w6267
J	w6268
<g/>
.
auf	w6270
d	w6271
<g/>
.
Laimgr	w6273
<g/>
.
N	w6275
<g/>
.
23	w6277
<g/>
.
Dem	w6279
David	w6280
Beyermann	w6281
<g/>
,
bürgl	w6283
<g/>
.
Goldschm	w6285
<g/>
.
s	w6287
<g/>
.
W	w6289
<g/>
.
Barb	w6291
<g/>
.
alt	w6293
22	w6294
J	w6295
<g/>
.
in	w6297
d	w6298
<g/>
.
hint	w6300
<g/>
.
Alsterg	w6302
<g/>
.
N	w6304
<g/>
.
165	w6306
<g/>
.
Franz	w6308
Reitzenartner	w6309
<g/>
,
bürgl	w6311
<g/>
.
Weberm	w6313
<g/>
.
alt	w6315
56	w6316
J	w6317
<g/>
.
auf	w6319
d	w6320
<g/>
.
Landst	w6322
<g/>
.
N	w6324
<g/>
.
192	w6326
<g/>
.
Der	w6328
Theres	w6329
Leserkin	w6330
<g/>
,
bürgl	w6332
<g/>
.
Schneid	w6334
<g/>
.
Wit	w6336
<g/>
.
i	w6338
<g/>
.
K	w6340
<g/>
.
Jos	w6342
<g/>
.
alt	w6344
4	w6345
J	w6346
<g/>
.
in	w6348
d	w6349
<g/>
.
Josephst	w6351
<g/>
.
N	w6353
<g/>
.
64	w6355
<g/>
.
Dem	w6357
Joh	w6358
<g/>
.
Höfinger	w6360
<g/>
,
Landtr	w6362
<g/>
.
s	w6364
<g/>
.
K	w6366
<g/>
.
Ant	w6368
<g/>
.
alt	w6370
1	w6371
J	w6372
<g/>
.
am	w6374
Neub	w6375
N	w6376
<g/>
.
152	w6378
<g/>
.
Dem	w6380
Joh	w6381
<g/>
.
Zillinger	w6383
<g/>
,
Schneid	w6385
<g/>
.
s	w6387
<g/>
.
K	w6389
<g/>
.
Juliana	w6391
<g/>
,
alt	w6393
1	w6394
J	w6395
<g/>
.
am	w6397
Neub	w6398
<g/>
.
N	w6400
<g/>
.
125	w6402
<g/>
.
Dem	w6404
Pet	w6405
<g/>
.
Dratz	w6407
<g/>
,
Sein	w6409
<g/>
.
v	w6411
<g/>
.
Teutschm	w6413
<g/>
.
s	w6415
<g/>
.
K	w6417
<g/>
.
Anna	w6419
<g/>
,
alt	w6421
7	w6422
J	w6423
<g/>
.
in	w6425
d	w6426
<g/>
.
Alsterkass	w6428
<g/>
.
Barb	w6430
<g/>
.
Beschleißin	w6432
<g/>
,
Wit	w6434
<g/>
.
a	w6436
<g/>
.
43	w6438
J	w6439
<g/>
.
im	w6441
h	w6442
<g/>
.
Dreyf	w6444
<g/>
.
spit	w6446
<g/>
.
Cath	w6448
Schiefnerin	w6449
<g/>
.
Jed	w6451
<g/>
.
alt	w6453
34	w6454
<g/>
.
J	w6456
<g/>
.
im	w6458
Kallonitzis	w6459
<g/>
.
Garten	w6461
in	w6462
d	w6463
<g/>
.
Leopoldst	w6465
<g/>
.
Georg	w6467
Mayer	w6468
<g/>
,
Kanon	w6470
<g/>
.
alt	w6472
28	w6473
J	w6474
<g/>
.
im	w6476
Militärspit	w6477
<g/>
.
Balthas	w6479
<g/>
.
Meyer	w6481
<g/>
,
vac	w6483
<g/>
.
Handlungsd	w6485
<g/>
.
alt	w6487
32	w6488
J	w6489
<g/>
.
am	w6491
strozisch	w6492
<g/>
.
Gr	w6494
<g/>
.
N	w6496
<g/>
.
40	w6498
<g/>
.
Dem	w6500
Franz	w6501
Broska	w6502
<g/>
,
kais	w6504
<g/>
.
Reitschulputz	w6506
<g/>
.
s	w6508
<g/>
.
K	w6510
<g/>
.
Jos	w6512
<g/>
.
alt	w6514
6	w6515
J	w6516
auf	w6517
d	w6518
<g/>
.
Windm	w6520
<g/>
.
N	w6522
<g/>
.
2	w6524
<g/>
.
Paul	w6526
Weißkirchner	w6527
<g/>
,
Zimmerm	w6529
<g/>
.
alt	w6531
49	w6532
J	w6533
<g/>
.
im	w6535
Lich=tenth	w6536
<g/>
=
<g/>
.
N	w6539
<g/>
.
107	w6541
<g/>
.
Dem	w6543
Joh	w6544
Baurenfein	w6545
<g/>
,
Laq	w6547
<g/>
.
s	w6549
<g/>
.
W	w6551
<g/>
.
Anna	w6553
<g/>
,
alt	w6555
47	w6556
J	w6557
<g/>
.
in	w6559
d	w6560
<g/>
.
Leopoldst	w6562
<g/>
.
N	w6564
<g/>
.
350	w6566
<g/>
.
Barb	w6568
<g/>
.
Hirschbergerin	w6570
<g/>
,
led	w6572
<g/>
.
alt	w6574
26	w6575
J	w6576
<g/>
.
in	w6578
Contum	w6579
<g/>
.
Leop	w6581
<g/>
.
Edlinger	w6583
Tagl	w6584
<g/>
.
alt	w6586
50	w6587
J	w6588
<g/>
.
Karl	w6590
Heiderer	w6591
<g/>
,
Bed	w6593
<g/>
.
alt	w6595
19	w6596
J	w6597
<g/>
.
Adam	w6599
Rödl	w6600
<g/>
.
Tagl	w6602
<g/>
.
alt	w6604
62	w6605
J	w6606
<g/>
.
</list>
<list id="">
Josepha	w6608
Bendlin	w6609
<g/>
,
alt	w6611
8	w6612
J	w6613
<g/>
.
Lorenz	w6615
Brüner	w6616
<g/>
,
v	w6618
<g/>
.
k	w6620
<g/>
.
k	w6622
<g/>
.
Stadtger	w6624
<g/>
.
alt	w6626
16	w6627
J	w6628
<g/>
.
alle	w6630
5	w6631
im	w6632
Bäckenh	w6633
<g/>
.
Summa	w6635
23	w6636
Personen	w6637
<g/>
,
darunter	w6639
8	w6640
<g/>
.
Kind	w6642
<g/>
.
</list>
<head id="hl19">
Den	w6644
19	w6645
<g/>
.
December	w6647
<g/>
.
In	w6649
der	w6650
Stadt	w6651
<g/>
.
</head>
<list id="">
Der	w6653
wohledlgeb	w6654
<g/>
.
Hr	w6656
<g/>
.
Joh	w6658
<g/>
.
Georg	w6660
Weber	w6661
<g/>
,
d	w6663
<g/>
.
hiesigen	w6665
Magistrats	w6666
Rath	w6667
<g/>
,
8	w6669
<g/>
.
gem	w6671
<g/>
.
Stadt	w6673
Wien	w6674
Metzen=leiheramts	w6675
<g/>
=
Oberbeamt	w6677
<g/>
.
alt	w6679
53	w6680
J	w6681
<g/>
.
am	w6683
neuen	w6684
Markt	w6685
N	w6686
<g/>
.
1074	w6688
<g/>
.
Andre	w6690
Beck	w6691
<g/>
,
bürgl	w6693
<g/>
.
Schullehr	w6695
<g/>
.
alt	w6697
41	w6698
J	w6699
<g/>
.
am	w6701
Kohlm	w6702
<g/>
.
N	w6704
<g/>
.
1183	w6706
<g/>
.
</list>
<head id="hl20">
Vor	w6708
der	w6709
Stadt	w6710
<g/>
.
</head>
<list id="">
Dem	w6712
Hrn	w6713
<g/>
.
Karl	w6715
Weber	w6716
<g/>
,
herrs	w6718
<g/>
.
Kammerd	w6720
<g/>
.
s	w6722
<g/>
.
S	w6724
<g/>
.
Jos	w6726
<g/>
.
Karl	w6728
<g/>
,
alt	w6730
10	w6731
J	w6732
<g/>
.
in	w6734
d	w6735
<g/>
.
Roßau	w6737
N	w6738
<g/>
.
19	w6740
<g/>
.
Dem	w6742
Mich	w6743
<g/>
.
Schweighofer	w6745
<g/>
,
Maurer	w6747
<g/>
,
s	w6749
<g/>
.
W	w6751
<g/>
.
Magdal	w6753
<g/>
.
alt	w6755
65	w6756
J	w6757
<g/>
.
auf	w6759
d	w6760
<g/>
.
Wied	w6762
<g/>
,
N	w6764
<g/>
.
313	w6766
<g/>
.
Joh	w6768
<g/>
.
Georg	w6770
Nowack	w6771
<g/>
,
Anstreich	w6773
<g/>
.
alt	w6775
68	w6776
J	w6777
<g/>
.
zu	w6779
Mar=gareth	w6780
<g/>
=
<g/>
.
N	w6783
<g/>
.
14	w6785
<g/>
.
Georg	w6787
Hauser	w6788
<g/>
,
Lustgartn	w6790
<g/>
.
alt	w6792
45	w6793
J	w6794
<g/>
.
auf	w6796
d	w6797
<g/>
.
Wied	w6799
<g/>
.
N	w6801
<g/>
.
321	w6803
<g/>
.
Theres	w6805
<g/>
.
Marschallin	w6807
<g/>
,
schutzv	w6809
<g/>
.
Goldarb	w6811
<g/>
.
Wit	w6813
<g/>
.
alt	w6815
60	w6816
J	w6817
am	w6818
Spitlb	w6819
<g/>
.
N	w6821
<g/>
.
66	w6823
<g/>
.
Cath	w6825
<g/>
.
Zwölferin	w6827
<g/>
,
a	w6829
<g/>
.
33	w6831
J	w6832
<g/>
.
im	w6834
Waisenh	w6835
<g/>
.
am	w6837
Rennw	w6838
<g/>
.
Dem	w6840
Jos	w6841
<g/>
.
Schopfhauser	w6843
<g/>
,
kais	w6845
<g/>
.
Habermeßl	w6847
<g/>
.
s	w6849
<g/>
.
S	w6851
<g/>
.
Paul	w6853
<g/>
,
alt	w6855
10	w6856
J	w6857
<g/>
.
am	w6859
Getraitm	w6860
<g/>
.
N	w6862
<g/>
.
26	w6864
<g/>
.
Dem	w6866
Joh	w6867
<g/>
.
Heindl	w6869
<g/>
,
Schneid	w6871
<g/>
.
s	w6873
K	w6874
<g/>
.
Theres	w6876
<g/>
.
alt	w6878
1	w6879
J	w6880
<g/>
.
am	w6882
Neust	w6883
<g/>
.
N	w6885
<g/>
.
61	w6887
<g/>
.
Dem	w6889
Karl	w6890
Gieß	w6891
<g/>
,
var	w6893
<g/>
.
Bed	w6895
<g/>
.
s	w6897
<g/>
.
K	w6899
<g/>
.
Jak	w6901
<g/>
.
alt	w6903
2	w6904
J	w6905
<g/>
.
in	w6907
d	w6908
<g/>
.
neu	w6910
Schotteng	w6911
<g/>
.
N	w6913
<g/>
.
62	w6915
<g/>
.
Gottir	w6917
<g/>
.
Janesch	w6919
<g/>
.
alt	w6921
63	w6922
J	w6923
<g/>
.
im	w6925
Sonnenb	w6926
<g/>
.
Dem	w6928
Jos	w6929
<g/>
.
Blatt	w6931
<g/>
,
Tagl	w6933
<g/>
.
s	w6935
<g/>
.
K	w6937
<g/>
.
Elis	w6939
<g/>
.
alt	w6941
7	w6942
J	w6943
<g/>
.
zu	w6945
Erdb	w6946
<g/>
.
N	w6948
<g/>
.
100	w6950
<g/>
.
Wenzl	w6952
Kinig	w6953
<g/>
,
Reitkn	w6955
<g/>
.
alt	w6957
29	w6958
J	w6959
<g/>
.
Ant	w6961
<g/>
.
Zinober	w6963
<g/>
,
Wäscher	w6965
<g/>
,
alt	w6967
80	w6968
J	w6969
<g/>
.
Jak	w6971
<g/>
.
Krepel	w6973
<g/>
,
Landschusterm	w6975
<g/>
.
alt	w6977
52	w6978
J	w6979
<g/>
.
alle	w6981
3	w6982
beyn	w6983
Barmherz	w6984
<g/>
.
Cath	w6986
<g/>
.
Hofmanin	w6988
<g/>
,
alt	w6990
57	w6991
J	w6992
<g/>
.
Agatha	w6994
Kirchmayrin	w6995
<g/>
,
alt	w6997
80	w6998
J	w6999
<g/>
.
beede	w7001
Wit	w7002
<g/>
.
in	w7004
d	w7005
<g/>
.
Vers	w7007
<g/>
.
am	w7009
Alsterb	w7010
<g/>
.
Math	w7012
<g/>
.
Humel	w7014
<g/>
,
Web	w7016
alt	w7017
43	w7018
J	w7019
<g/>
.
Jos	w7021
Göblin	w7022
<g/>
,
led	w7024
<g/>
.
Dienst	w7026
<g/>
.
v	w7028
<g/>
.
Polizeystockh	w7030
<g/>
.
alt	w7032
20	w7033
J	w7034
<g/>
.
Franz	w7036
Gordan	w7037
<g/>
,
Mühlj	w7039
<g/>
.
alt	w7041
29	w7042
J	w7043
<g/>
.
alle	w7045
in	w7046
Bäckenh	w7047
<g/>
.
Summa	w7049
21	w7050
<g/>
.
Personen	w7052
<g/>
,
darunter	w7054
3	w7055
Kind	w7056
<g/>
.
</list>
<head id="hl21">
Warnung	w7058
<g/>
.
</head>
<p id="p42">
Demnach	w7060
eine	w7061
gewisse	w7062
Weibsperson	w7063
<g/>
,
aus	w7065
Steyermarkt	w7066
gebürtig	w7067
<g/>
,
eine	w7069
von	w7070
Herrn	w7071
Johann	w7072
Maximilian	w7073
Grafen	w7074
v	w7075
<g/>
.
Wildenstein	w7077
seel	w7078
<g/>
.
dd	w7080
<g/>
.
Gratz	w7082
den	w7083
15	w7084
<g/>
.
Sept	w7086
<g/>
.
1777	w7088
ausgestellte	w7089
Obliga=tion	w7090
<g/>
=
pr	w7092
<g/>
.
3500	w7094
fl	w7095
<g/>
.
alhier	w7097
in	w7098
Wien	w7099
zu	w7100
verkaufen	w7101
sucht	w7102
<g/>
,
und	w7104
dem	w7105
Vernehmen	w7106
nach	w7107
schon	w7108
wirk=lich	w7109
<g/>
=
von	w7111
jemanden	w7112
im	w7113
dessen	w7114
Nachtheil	w7115
und	w7116
Scha=den	w7117
<g/>
=
ein	w7119
Darleihen	w7120
darauf	w7121
erhalten	w7122
hat	w7123
<g/>
;
als	w7125
geben	w7126
Sr	w7127
<g/>
.
Excellenz	w7129
Herr	w7130
Maximilian	w7131
Joseph	w7132
Graf	w7133
v	w7134
<g/>
.
Wildenstein	w7136
<g/>
,
<g/>
.
als	w7139
Universalerb	w7140
sei=nes	w7141
<g/>
=
obgedacht	w7143
ab	w7144
intestato	w7145
verstorbenen	w7146
Hrn	w7147
<g/>
.
Vaters	w7149
seel	w7150
<g/>
.
jedermänniglich	w7152
zu	w7153
wissen	w7154
und	w7155
zu	w7156
vernehmen	w7157
<g/>
,
daß	w7159
auf	w7160
oberwehnten	w7161
Schuldbrief	w7162
</p>
<p id="p43">
pr	w7163
<g/>
.
3500	w7165
fl	w7166
<g/>
.
von	w7168
verschiedenen	w7169
Schuldnern	w7170
in	w7171
Steyermarkt	w7172
schon	w7173
längstens	w7174
der	w7175
gerichtl	w7176
<g/>
.
Ver=both	w7178
<g/>
=
geschlagen	w7180
<g/>
,
und	w7182
ersagte	w7183
3500	w7184
fl	w7185
<g/>
.
von	w7187
dem=selben	w7188
<g/>
=
schon	w7190
fast	w7191
gänzlich	w7192
an	w7193
ihre	w7194
Creditores	w7195
bezahlet	w7196
sind	w7197
<g/>
,
daher	w7199
sich	w7200
jederman	w7201
vor	w7202
Scha=den	w7203
<g/>
=
zu	w7205
hütten	w7206
wissen	w7207
wird	w7208
<g/>
.
</p>
<head id="hl22">
Entfremdete	w7210
Kleidung	w7211
<g/>
.
</head>
<p id="p44">
Den	w7213
22	w7214
<g/>
.
dies	w7216
um	w7217
4	w7218
Uhr	w7219
wurde	w7220
in	w7221
einem	w7222
si=chern	w7223
<g/>
=
Hause	w7225
am	w7226
rothen	w7227
Thurn	w7228
ein	w7229
Kaputfrack	w7230
<g/>
,
nebst	w7232
dazu	w7233
gehörigen	w7234
Hosen	w7235
vom	w7236
nämlichen	w7237
Tuch	w7238
<g/>
,
und	w7240
ein	w7241
paar	w7242
schwarzzeugene	w7243
Hosen	w7244
entwendet	w7245
<g/>
.
Der	w7247
Kaputfrack	w7248
ist	w7249
vom	w7250
feinen	w7251
Halbtuch	w7252
<g/>
,
von	w7254
Merde	w7255
d'oye	w7256
<g/>
(
Gänsekoth	w7258
<g/>
)
Farbe	w7260
<g/>
;
die	w7262
Taschen	w7263
sind	w7264
hinten	w7265
in	w7266
den	w7267
Schösseln	w7268
<g/>
,
die	w7270
Knöpfe	w7271
dar=auf	w7272
<g/>
=
sind	w7274
rund	w7275
<g/>
,
durchbrochen	w7277
und	w7278
fein	w7279
versilbert	w7280
<g/>
,
haben	w7282
in	w7283
der	w7284
Mitte	w7285
eine	w7286
Erhöhung	w7287
<g/>
,
wie	w7289
ein	w7290
umgelegter	w7291
Teller	w7292
<g/>
,
um	w7294
welcher	w7295
einige	w7296
andere	w7297
dergleichen	w7298
kleinere	w7299
Erhöhungen	w7300
sind	w7301
<g/>
;
die	w7303
da=zugehörigen	w7304
<g/>
=
Hosen	w7306
haben	w7307
gleiche	w7308
Knöpfe	w7309
wie	w7310
der	w7311
Kaputfrack	w7312
<g/>
.
Die	w7314
zugleich	w7315
entwandien	w7316
schwar=zen	w7317
<g/>
=
Hosen	w7319
sind	w7320
von	w7321
Satin	w7322
<g/>
,
wenig	w7324
abgetragen	w7325
<g/>
,
und	w7327
mit	w7328
Barchent	w7329
gefüttert	w7330
<g/>
.
Wem	w7332
nun	w7333
beson=ders	w7334
<g/>
=
vom	w7336
Kaputfrack	w7337
und	w7338
der	w7339
dazugehörigen	w7340
Hosen	w7341
etwas	w7342
zu	w7343
Gesichte	w7344
kömmt	w7345
<g/>
,
wird	w7347
instän=digst	w7348
<g/>
=
gebeten	w7350
<g/>
,
solches	w7352
zurück	w7353
zu	w7354
behalten	w7355
<g/>
,
und	w7357
davon	w7358
bey	w7359
dem	w7360
Schneidermeister	w7361
Koptink	w7362
in	w7363
der	w7364
Schulerstrasse	w7365
in	w7366
der	w7367
Fortuna	w7368
<g/>
,
Nr	w7370
<g/>
.
844	w7372
im	w7373
4ten	w7374
Stock	w7375
<g/>
,
nahe	w7377
am	w7378
St	w7379
<g/>
.
Stephansthor	w7381
<g/>
,
Nachricht	w7383
zu	w7384
geben	w7385
<g/>
,
und	w7387
sich	w7388
dagegen	w7389
eines	w7390
Rekompenses	w7391
versichert	w7392
zu	w7393
halten	w7394
<g/>
.
</p>
<head id="hl23">
Nachricht	w7396
wegen	w7397
erledige	w7398
Riesischen	w7399
Stipendium	w7400
<g/>
.
</head>
<p id="p45">
Von	w7402
dem	w7403
Magistrate	w7404
der	w7405
k	w7406
<g/>
.
k	w7408
<g/>
.
Haupt	w7410
<g/>
=
und	w7412
Residenzstadt	w7413
Wien	w7414
wird	w7415
hiemit	w7416
jedermann	w7417
zu	w7418
wissen	w7419
gemacht	w7420
<g/>
,
daß	w7422
durch	w7423
Austrettung	w7424
des	w7425
Wolfgang	w7426
Kirschinger	w7427
<g/>
,
ein	w7429
Stipendium	w7430
von	w7431
der	w7432
Niesischen	w7433
Stiftung	w7434
in	w7435
Erledigung	w7436
gekom=men	w7437
<g/>
=
sey	w7439
<g/>
,
und	w7441
da	w7442
die	w7443
Willensmeinung	w7444
des	w7445
ver=storbenen	w7446
<g/>
=
Fundatoris	w7448
Hrn	w7449
<g/>
.
Heinrich	w7451
Riese	w7452
<g/>
,
ge=wesenen	w7454
<g/>
=
Dechant	w7456
und	w7457
Pfarrherrn	w7458
zu	w7459
Pürawart	w7460
<g/>
,
dahin	w7462
ziehet	w7463
<g/>
,
daß	w7465
diese	w7466
Stipendien	w7467
hauptsäch	w7468
lich	w7469
seinen	w7470
nächsten	w7471
Befreundten	w7472
<g/>
,
in	w7474
Abgang	w7475
derselben	w7476
aber	w7477
<g/>
,
gebohrnen	w7479
Thuringerin	w7480
<g/>
,
Eichs=feldern	w7482
<g/>
=
<g/>
,
oder	w7485
Franken	w7486
<g/>
,
und	w7488
zwar	w7489
denen	w7490
besten	w7491
Subjekten	w7492
verliehen	w7493
werden	w7494
sollen	w7495
<g/>
;
so	w7497
werden	w7498
alle	w7499
jene	w7500
<g/>
,
welche	w7502
auf	w7503
obberührt	w7504
erledigtes	w7505
Nie=sisches	w7506
<g/>
=
Stipendium	w7508
in	w7509
Folge	w7510
obberührten	w7511
Testa=ment	w7512
<g/>
=
einigen	w7514
Anspruch	w7515
zu	w7516
machen	w7517
gedenken	w7518
<g/>
,
den	w7520
29	w7521
Januar	w7522
1784	w7523
in	w7524
dem	w7525
Rathhaus	w7526
vor=mittag	w7527
<g/>
=
um	w7529
9	w7530
Uhr	w7531
erscheinen	w7532
<g/>
,
und	w7534
sich	w7535
allda	w7536
be=hörig	w7537
<g/>
=
anmelden	w7539
lassen	w7540
<g/>
,
damit	w7542
sodann	w7543
aus	w7544
al=len	w7545
<g/>
=
den	w7547
tauglichsten	w7548
<g/>
,
und	w7550
verdienstvollesten	w7551
Sub=jekt	w7552
<g/>
=
dieses	w7554
Niesische	w7555
Stipendium	w7556
verliehen	w7557
<g/>
,
und	w7559
auf	w7560
diese	w7561
Weise	w7562
die	w7563
Willensmeinung	w7564
des	w7565
Hrn	w7566
<g/>
.
Fundatoris	w7568
erfüllet	w7569
werden	w7570
möge	w7571
<g/>
.
Wien	w7573
den	w7574
21	w7575
<g/>
.
Novemb	w7577
<g/>
.
1783	w7579
<g/>
.
</p>
<head id="hl24">
Jm	w7581
deutschen	w7582
Zeitungskomtoir	w7583
in	w7584
