<doc id="wr_1756-08-07" attrs="word" year="1756" month="08" day="07" corpus="2">
<head id="h2_d63e2595">
Williamsburg	w1_d63e2599
17.	w11_d63e20834
kr.	w13_d63e20838
Drey	w1_d63e20844
neue	w3_d63e20847
Land=karten	w5_d63e20850
von	w7_d63e20853
Nordameri	w9_d63e20856
ca	w1_d63e20861
und	w3_d63e20864
Canada.	w5_d63e20867
Kriegs=bibliothec,	w1_d63e20872
oder	w3_d63e20875
gesammlete	w5_d63e20878
Bey	w7_d63e20881
trage	w1_d63e20886
zur	w3_d63e20889
Kriegs=wissenschaft	w5_d63e20892
dritter	w7_d63e20895
Ver	w9_d63e20898
such,	w1_d63e20904
groß	w3_d63e20907
4to	w5_d63e20910
1756.	w7_d63e20913
2	w9_d63e20916
fl.	w11_d63e20919
15.	w13_d63e20923
kr.	w15_d63e20926
NB.	w17_d63e20929
auch	w19_d63e20932
seynd	w1_d63e20937
die	w3_d63e20940
2.	w5_d63e20943
erstere	w7_d63e20946
Versuche	w9_d63e20949
zu	w11_d63e20952
haben.	w13_d63e20956
Der	w1_d63e20961
Mensch,	w3_d63e20964
eine	w5_d63e20967
moralische	w7_d63e20970
Wochen	w9_d63e20973
schrift,	w1_d63e20978
11ter	w3_d63e20981
Theil	w5_d63e20984
in	w7_d63e20987
groß	w9_d63e20990
8vo	w11_d63e20993
1756.	w13_d63e20997
Jst	w15_d63e21000
auch	w1_d63e21006
complet	w3_d63e21009
zu	w5_d63e21012
haben.	w7_d63e21015
Oeuvres	w1_d63e21020
de	w3_d63e21023
François	w5_d63e21026
de	w7_d63e21029
le	w9_d63e21032
Mothe	w11_d63e21035
le	w13_d63e21039
Vayer	w1_d63e21044
Consciler	w3_d63e21047
d’Etat,	w5_d63e21050
4to	w7_d63e21053
Volumes,	w9_d63e21056
gr.	w1_d63e21061
8vo	w3_d63e21064
Dresde	w5_d63e21067
1756.	w7_d63e21070
pour	w9_d63e21073
5.	w11_d63e21076
fl.	w13_d63e21080
Das	w1_d63e21086
Kaiser=Carls=bad	w3_d63e21089
in	w5_d63e21092
Böhmen	w7_d63e21095
in	w9_d63e21098
ei	w11_d63e21101
ner	w1_d63e21106
Ode	w3_d63e21109
entworfen,	w5_d63e21112
nebst	w7_d63e21115
einer	w9_d63e21118
Abhandlung	w11_d63e21121
von	w1_d63e21126
dem	w3_d63e21129
Gehalte,	w5_d63e21132
und	w7_d63e21135
den	w9_d63e21138
Kräften	w11_d63e21141
dieses	w13_d63e21145
grossen	w1_d63e21150
Heil=mittels,	w3_d63e21153
von	w5_d63e21156
Balth	w7_d63e21159
Ludw.	w9_d63e21162
Tral	w11_d63e21165
les	w1_d63e21171
Med.	w3_d63e21174
Doct.	w5_d63e21177
groß	w7_d63e21180
8vo	w9_d63e21183
Breßlau	w11_d63e21186
1756.	w13_d63e21190
34.	w15_d63e21193
kr.	w17_d63e21196
Unschuldiges	w1_d63e21201
Leben	w3_d63e21204
und	w5_d63e21207
Wandel,	w7_d63e21210
seliges	w9_d63e21213
Ableiben	w1_d63e21218
wahrhafte	w3_d63e21221
Prophezeyhung,	w5_d63e21224
und	w7_d63e21227
grosse	w1_d63e21232
Wunder=zeichen	w3_d63e21235
des	w5_d63e21238
seligen	w7_d63e21241
Nicolai	w9_d63e21244
Einsidlers,	w1_d63e21250
sonsten	w3_d63e21253
Bruder	w5_d63e21256
Claus	w7_d63e21259
genannt.	w9_d63e21262
</list>
<list id="l14_d63e21266">
NB.	w1_d63e21270
Bey	w3_d63e21273
Johann	w5_d63e21276
Paul	w7_d63e21279
Kraus,	w9_d63e21282
Buch	w11_d63e21285
</list>
<list id="l16_d63e21289">
Auflage,	w1_d63e21293
8vo	w3_d63e21296
Lucern	w5_d63e21299
1756.	w7_d63e21302
24	w9_d63e21305
kr.	w11_d63e21308
Das	w1_d63e21313
glücklich	w3_d63e21316
und	w5_d63e21319
unglükliche	w7_d63e21322
Portugall,	w9_d63e21325
und	w1_d63e21330
erschröckte	w3_d63e21333
Europa	w5_d63e21336
in	w7_d63e21339
dem	w9_d63e21342
grossen	w11_d63e21345
und	w13_d63e21349
vielfälltigen	w1_d63e21355
Erd	w3_d63e21358
und	w5_d63e21361
Wasser=bewegungen,	w7_d63e21364
beschrieben	w1_d63e21369
J.	w3_d63e21372
H.	w5_d63e21375
Kühnlin,	w7_d63e21378
8vo	w9_d63e21381
1756.	w11_d63e21384
24.	w13_d63e21388
kr.	w15_d63e21391
</list>
<p id="p18_d63e21395">
Jn	w1_d63e21399
der	w3_d63e21402
Peter	w5_d63e21405
Conrad	w7_d63e21408
Monatischen	w9_d63e21411
Buch	w11_d63e21414
handlung,	w1_d63e21419
unter	w3_d63e21422
denen	w5_d63e21425
Tuchlanben	w7_d63e21428
im	w9_d63e21431
Pfeif	w11_d63e21434
ferischen	w1_d63e21439
Haus	w3_d63e21442
ist	w5_d63e21445
zu	w7_d63e21448
haben:	w9_d63e21451
</p>
<p id="p20_d63e21454">
Von	w1_d63e21458
Argens	w3_d63e21461
des	w5_d63e21464
Herrn	w7_d63e21467
Marquis	w9_d63e21470
Philo	w11_d63e21473
sophie	w1_d63e21478
der	w3_d63e21481
gesunden	w5_d63e21484
Vernunft,	w7_d63e21487
oder	w9_d63e21490
Philo	w11_d63e21493
sophische	w1_d63e21498
Betrachtungen	w3_d63e21501
über	w5_d63e21504
die	w7_d63e21507
Ungewiß	w9_d63e21510
heit	w1_d63e21516
der	w3_d63e21519
menschlichen	w5_d63e21522
Erkäntniß	w7_d63e21525
zum	w9_d63e21528
Ge	w11_d63e21531
brauch	w1_d63e21536
vornehmer	w3_d63e21539
Standes=personen	w5_d63e21542
beyder	w7_d63e21545
derley	w1_d63e21550
Geschlechts	w3_d63e21553
aus	w5_d63e21556
dem	w7_d63e21559
Französischen	w9_d63e21562
übersetzt,	w1_d63e21567
nebst	w3_d63e21570
einer	w5_d63e21573
Critischen	w7_d63e21576
Untersu	w9_d63e21579
chung	w1_d63e21585
der	w3_d63e21588
von	w5_d63e21591
dem	w7_d63e21594
Herrn	w9_d63e21597
Abt	w11_d63e21600
von	w13_d63e21604
Olivet	w15_d63e21607
über	w1_d63e21612
die	w3_d63e21615
GOttes=lehre	w5_d63e21618
der	w7_d63e21621
Griechischen	w9_d63e21624
Welt	w11_d63e21627
weisen	w1_d63e21632
verfertigten	w3_d63e21635
Anmerkungen	w5_d63e21638
groß	w7_d63e21641
8vo.	w9_d63e21644
Breslau	w1_d63e21649
1756.	w3_d63e21652
</p>
<list id="l22_d63e21655">
Erharts	w1_d63e21659
Balthasar	w3_d63e21662
Oeconomische	w5_d63e21665
Pflau	w7_d63e21668
tzen=historie	w1_d63e21673
nebst	w3_d63e21676
dem	w5_d63e21679
Kern	w7_d63e21682
der	w9_d63e21685
Landwirk	w11_d63e21688
schaft,	w1_d63e21693
Garten	w3_d63e21696
und	w5_d63e21699
Arzney=kunst	w7_d63e21702
4to	w9_d63e21705
Band.	w11_d63e21708
8vo.	w1_d63e21714
Ulm	w3_d63e21717
1756.	w5_d63e21720
Versuch	w1_d63e21725
einer	w3_d63e21728
Historischen	w5_d63e21731
Abbildung	w7_d63e21734
der	w9_d63e21737
gelehrten	w1_d63e21742
Welt	w3_d63e21745
in	w5_d63e21748
ihre	w7_d63e21751
Hoheit,	w9_d63e21754
vor	w11_d63e21757
und	w13_d63e21761
nach	w15_d63e21764
Christi	w1_d63e21769
Geburt,	w3_d63e21772
bis	w5_d63e21775
auf	w7_d63e21778
den	w9_d63e21781
Ausgang	w11_d63e21784
dee	w13_d63e21788
sechzehnten	w1_d63e21794
Jahr=hunderts	w3_d63e21797
groß	w5_d63e21800
8vo,	w7_d63e21803
Leip	w9_d63e21806
zig	w1_d63e21811
1756.	w3_d63e21814
Parlamento	w1_d63e21819
nudvo	w3_d63e21822
ovèro	w5_d63e21825
Dialogi	w7_d63e21828
Italsa-	w9_d63e21831
ni	w1_d63e21836
Francesi	w3_d63e21839
per	w5_d63e21842
i	w7_d63e21845
principianti	w9_d63e21848
della	w11_d63e21851
Lingua	w13_d63e21855
toscana	w1_d63e21861
da	w3_d63e21864
Albino	w5_d63e21867
de	w7_d63e21870
sales	w9_d63e21873
8vo	w11_d63e21876
Gotting	w13_d63e21880
1756.	w1_d63e21885
Scharschmits	w1_d63e21890
D.	w3_d63e21893
Samnel	w5_d63e21896
Semiotic,	w7_d63e21899
oder	w9_d63e21902
die	w1_d63e21907
Lehre	w3_d63e21910
von	w5_d63e21913
dem	w7_d63e21916
Kennzeichen	w9_d63e21919
des	w11_d63e21922
inner	w13_d63e21926
lichen	w1_d63e21932
Zustandes	w3_d63e21935
des	w5_d63e21938
Menschlichen	w7_d63e21941
Körpers	w9_d63e21944
mit	w1_d63e21949
Zusätzen	w3_d63e21952
vermehret	w5_d63e21955
heraus	w7_d63e21958
gegeben	w9_d63e21961
von	w11_d63e21964
Ernst	w1_d63e21969
Anton	w3_d63e21972
Nicolai.	w5_d63e21975
8vo,	w7_d63e21978
Berlin,	w9_d63e21981
1756.	w11_d63e21984
Versuche	w1_d63e21989
und	w3_d63e21992
Abhandlungen	w5_d63e21995
der	w7_d63e21998
Natur	w9_d63e22001
forschenden	w1_d63e22007
Gesellschaft	w3_d63e22010
in	w5_d63e22013
Danzig	w7_d63e22016
3ter	w9_d63e22019
Theil,	w11_d63e22022
mit	w1_d63e22027
Kupfern,	w3_d63e22030
groß	w5_d63e22033
4to	w7_d63e22036
Danzig	w9_d63e22039
1756.	w11_d63e22042
Ludolfi	w1_d63e22047
Jobi	w3_d63e22050
&	w5_d63e22053
Leionitii	w7_d63e22056
Godofr,	w9_d63e22059
Guilier	w11_d63e22062
Commercium	w1_d63e22067
Epistolicum	w3_d63e22070
recensuit	w5_d63e22073
Aug	w7_d63e22076
Bened.	w1_d63e22082
Michaelis	w3_d63e22085
8vo	w5_d63e22088
maj.	w7_d63e22091
Gottingæ,	w9_d63e22094
1756.	w11_d63e22097
Frauenzimmer=bibliothek,	w1_d63e22102
worinnen	w3_d63e22105
nuß	w5_d63e22108
liche	w1_d63e22113
Betrachtungen	w3_d63e22116
über	w5_d63e22119
wichtige	w7_d63e22122
Stucke	w9_d63e22125
der	w1_d63e22130
Sitten=lehre	w3_d63e22133
führnämlich	w5_d63e22136
zum	w7_d63e22139
Gebrauch	w9_d63e22142
des	w1_d63e22148
Frauenzimmers	w3_d63e22151
enthalten	w5_d63e22154
seynd,	w7_d63e22157
her	w9_d63e22160
ausgegeben	w1_d63e22165
von	w3_d63e22168
dem	w5_d63e22171
Ritter	w7_d63e22174
Steele	w9_d63e22177
1.	w11_d63e22180
Thei	w13_d63e22184
</list>
</doc>
