<doc id="wr_1759-08-08" attrs="word" year="1759" month="08" day="08" corpus="2">
<head id="h2_d371e4010">
Münster	w4_d371e4013
Wienerischen	w109_d371e22649
Burgerspitalsgrund	w111_d371e22652
buch	w114_d371e22657
befindlich	w116_d371e22661
Mütter	w118_d371e22664
und	w120_d371e22667
Schwesterlichen	w122_d371e22670
Erb	w124_d371e22673
gut	w127_d371e22678
nebst	w129_d371e22682
angeschwollenen	w131_d371e22685
Jnteressen,	w133_d371e22688
so	w135_d371e22691
sich	w137_d371e22695
zu	w139_d371e22698
sammen	w142_d371e22702
in	w144_d371e22706
circa	w146_d371e22709
auf	w148_d371e22713
303.	w150_d371e22716
Fl.	w152_d371e22719
belauffen,	w154_d371e22722
in	w156_d371e22725
Erb	w158_d371e22728
oder	w161_d371e22733
Schuld=sachen	w163_d371e22737
einige	w165_d371e22740
Sprüch,	w167_d371e22743
und	w169_d371e22746
Forde	w171_d371e22750
rungen	w174_d371e22754
haben,	w176_d371e22758
oder	w178_d371e22761
zu	w180_d371e22764
stellen	w182_d371e22768
vermeinen,	w184_d371e22771
hiemit	w186_d371e22774
offentlich	w189_d371e22778
zu	w191_d371e22782
vernehmen,	w193_d371e22786
daß	w195_d371e22789
selbe	w197_d371e22792
wegen	w199_d371e22795
sicherer	w201_d371e22798
Abhandlung	w204_d371e22803
der	w206_d371e22807
Verlassenschaft	w208_d371e22810
den	w210_d371e22813
10ten	w212_d371e22816
No	w214_d371e22819
vembris	w217_d371e22824
dies	w219_d371e22828
Jahrs	w221_d371e22831
fruh	w223_d371e22834
um	w225_d371e22837
9.	w227_d371e22841
Uhr,	w229_d371e22844
in	w231_d371e22847
gedachten	w233_d371e22850
Wienerischen	w236_d371e22854
Burger=spitals=grund=buch	w238_d371e22859
sich	w241_d371e22863
alsogewiß	w244_d371e22868
anzumelden,	w246_d371e22872
zu	w248_d371e22875
legitimiren,	w250_d371e22879
und	w252_d371e22882
tereinstens	w255_d371e22886
ihre	w257_d371e22890
Forderungen	w259_d371e22893
zu	w261_d371e22897
liquidiren	w263_d371e22900
sub	w265_d371e22903
imo	w268_d371e22907
2do	w270_d371e22911
&	w272_d371e22915
3tio	w274_d371e22918
Termino	w276_d371e22921
hiemit	w278_d371e22924
dergestalten	w280_d371e22927
citiret	w283_d371e22932
werden,	w285_d371e22936
daß	w287_d371e22939
in	w289_d371e22942
nicht	w291_d371e22945
Erscheinungs=fall	w293_d371e22948
jedannoch	w296_d371e22953
erholte	w298_d371e22957
Verlassenschafts=abhandlung	w300_d371e22960
geschlossen,	w303_d371e22964
und	w305_d371e22968
was	w307_d371e22972
Rechtens	w309_d371e22975
ist,	w311_d371e22978
erkennet,	w313_d371e22981
auch	w315_d371e22984
darüber	w318_d371e22989
hin	w320_d371e22993
niemand	w322_d371e22996
mehr	w324_d371e22999
angehöret,	w326_d371e23002
sondern	w328_d371e23005
de	w330_d371e23009
nen	w333_d371e23013
Ausbleibenden	w335_d371e23017
das	w337_d371e23020
ewige	w339_d371e23023
Stillschweigen	w341_d371e23027
auf	w343_d371e23030
erleget	w346_d371e23034
werden	w348_d371e23038
solle.	w350_d371e23041
Actum	w352_d371e23045
Wienn	w354_d371e23048
den	w356_d371e23051
1ten	w358_d371e23054
Augusti	w361_d371e23058
1759.	w363_d371e23063
</p>
<p id="p38_d371e23066">
Mit	w4_d371e23069
Bewilligung	w6_d371e23073
einer	w8_d371e23076
Hochlöbl.	w10_d371e23079
N.	w12_d371e23082
Oe.	w14_d371e23086
Re	w16_d371e23089
den	w19_d371e23093
13.	w21_d371e23097
gierung	w24_d371e23101
werden	w26_d371e23106
künftigen	w28_d371e23109
Montag	w30_d371e23112
dies	w33_d371e23116
lauffenden	w35_d371e23120
Monats	w37_d371e23124
Augusti,	w39_d371e23127
un	w41_d371e23130
darauf	w44_d371e23134
folgende	w47_d371e23139
Täge	w49_d371e23144
in	w51_d371e23147
dem	w53_d371e23150
Salesianer	w55_d371e23153
in	w58_d371e23157
der	w60_d371e23162
Dorothe=gassen	w63_d371e23166
im	w65_d371e23170
dritten	w67_d371e23173
Stoch	w69_d371e23176
thsine.	w72_d371e23181
Seiden=waaren	w75_d371e23186
von	w77_d371e23190
verschiedenen	w79_d371e23193
stehend	w82_d371e23198
in	w84_d371e23202
seinem	w86_d371e23205
Sammet,	w88_d371e23208
schweren	w91_d371e23212
Spallier	w94_d371e23218
damast,	w97_d371e23223
Groditour,	w99_d371e23227
Atlaß,	w101_d371e23230
auch	w104_d371e23235
Gold	w106_d371e23239
wie	w109_d371e23243
und	w112_d371e23248
Silber=moir	w114_d371e23252
Vormittag	w116_d371e23256
von	w118_d371e23259
9.	w120_d371e23262
bis	w122_d371e23265
12.	w124_d371e23268
und	w126_d371e23271
Nachmittag	w129_d371e23276
von	w131_d371e23280
3.	w133_d371e23283
bis	w135_d371e23286
6.	w137_d371e23289
Uhr	w139_d371e23293
dem	w141_d371e23296
Meistbieten	w143_d371e23299
den	w146_d371e23303
gegen	w148_d371e23307
baarer	w150_d371e23311
Bezahlung	w152_d371e23314
verkauffet	w154_d371e23317
werden.	w156_d371e23320
</p>
<p id="p40_d371e23323">
Von	w4_d371e23326
der	w6_d371e23330
Hoch=Reichs=gräfl.	w8_d371e23333
Schönbornischen	w10_d371e23336
Herrschaft	w13_d371e23341
Weyrburg	w15_d371e23345
Amts=canzley	w17_d371e23348
wegen,	w19_d371e23351
wird	w21_d371e23354
mit	w24_d371e23359
gegenwärtig=offenen	w26_d371e23363
Edict	w28_d371e23366
jedermänniglich	w30_d371e23369
sowol	w33_d371e23373
an	w35_d371e23378
als	w37_d371e23381
abwesenden,	w39_d371e23384
deme	w41_d371e23387
daran	w43_d371e23390
gelegen,	w45_d371e23393
tund	w48_d371e23398
und	w50_d371e23402
zu	w52_d371e23405
wissen	w54_d371e23408
gemacht.	w56_d371e23411
Es	w58_d371e23415
seye	w60_d371e23418
der	w62_d371e23421
Franz	w64_d371e23424
Joseph	w67_d371e23428
Planer	w69_d371e23433
gewest=Hoch=gräfl.	w71_d371e23436
Schönbornisch	w73_d371e23439
unterthäniger	w76_d371e23443
Mühlner	w78_d371e23447
zu	w80_d371e23451
Städtldorf	w82_d371e23454
vor	w84_d371e23457
einiger	w86_d371e23460
Zeit	w89_d371e23464
nebst	w91_d371e23469
Hinterlassung	w93_d371e23472
mehrerer	w95_d371e23475
Schulden	w97_d371e23478
mit	w99_d371e23481
Tödt	w102_d371e23486
abgegangen,	w104_d371e23490
und	w106_d371e23493
haben	w108_d371e23496
sich	w110_d371e23499
deren	w112_d371e23502
Creditorn	w114_d371e23506
bereits	w117_d371e23510
einige=jedoch	w119_d371e23514
dem	w121_d371e23517
Vermuten	w123_d371e23520
nach,	w125_d371e23524
noch	w127_d371e23527
nicht	w130_d371e23531
sammentliche	w132_d371e23535
gemeldt.	w134_d371e23538
Wann	w136_d371e23542
nun	w138_d371e23545
dahero	w140_d371e23548
um	w143_d371e23552
die	w145_d371e23556
etwann	w147_d371e23560
noch	w149_d371e23563
ein	w151_d371e23566
oder	w153_d371e23569
anderen	w155_d371e23572
bey	w157_d371e23575
dieser	w159_d371e23579
Verlassenschaft	w162_d371e23583
gebührende	w164_d371e23587
Sprüch	w166_d371e23590
und	w168_d371e23593
Forderun	w170_d371e23597
gen	w173_d371e23601
in	w175_d371e23605
Erfahrung	w177_d371e23608
zu	w179_d371e23611
bringen,	w181_d371e23615
und	w183_d371e23618
das	w185_d371e23621
vollstan	w187_d371e23624
bige	w190_d371e23628
Es	w192_d371e23633
alienum	w194_d371e23636
verläßig	w196_d371e23639
ausfindig	w198_d371e23642
zu	w200_d371e23645
machen,	w202_d371e23648
von	w205_d371e23653
dem	w207_d371e23657
in	w209_d371e23660
Sachen	w211_d371e23663
aufgestelt=Hochgräfl.	w213_d371e23666
Schön	w215_d371e23670
döruischen	w218_d371e23674
Judicio	w220_d371e23678
Deleg.	w222_d371e23681
die	w224_d371e23684
Einberuffung	w226_d371e23688
sam	w228_d371e23691
Aentlicher	w231_d371e23695
Credits=partheyen	w233_d371e23699
durch	w235_d371e23702
ein	w237_d371e23706
offentliches	w239_d371e23709
</p>
<p id="p42_d371e23712">
Edick	w4_d371e23715
veralllast,	w6_d371e23719
und	w8_d371e23722
zu	w10_d371e23725
solchem	w12_d371e23728
Ende	w14_d371e23732
hiemit	w16_d371e23735
der	w18_d371e23738
18.	w21_d371e23742
Tag	w23_d371e23746
des	w25_d371e23750
künftigen	w27_d371e23753
Monats	w29_d371e23756
Septembr.	w31_d371e23759
lauf-	w33_d371e23762
fenden	w36_d371e23767
Jahrs	w38_d371e23771
fruh	w40_d371e23774
um	w42_d371e23777
8.	w44_d371e23780
Uhr	w46_d371e23783
zur	w48_d371e23787
gewöhnlichen	w50_d371e23790
Convocations	w53_d371e23794
und	w55_d371e23798
Anmeldungs=tagsatzung	w57_d371e23801
zu	w59_d371e23805
all	w61_d371e23808
endlichen	w64_d371e23812
Frist	w66_d371e23816
anberaumt	w68_d371e23819
worden.	w70_d371e23823
</p>
<p id="p44_d371e23826">
Solchemnach	w4_d371e23829
werden	w6_d371e23833
all	w8_d371e23836
und	w10_d371e23839
jede,	w12_d371e23842
so	w14_d371e23846
bey	w16_d371e23849
gedach	w18_d371e23852
ten	w21_d371e23856
Franz	w23_d371e23860
Joseph	w25_d371e23864
Planerischen	w27_d371e23867
Verlassenschaft,	w29_d371e23870
und	w32_d371e23874
rechtmaßiger	w34_d371e23878
Schuld=forderung	w36_d371e23882
willen	w38_d371e23885
einige	w40_d371e23888
Sprüch	w43_d371e23892
zu	w45_d371e23896
haben	w47_d371e23900
vermeinen,	w49_d371e23903
und	w51_d371e23906
solche	w53_d371e23909
von	w55_d371e23912
Zeit	w57_d371e23915
derselben	w60_d371e23920
Todt	w62_d371e23924
her,	w64_d371e23927
noch	w66_d371e23930
behörig	w68_d371e23933
nicht	w70_d371e23937
gemeldet	w72_d371e23940
haben,	w75_d371e23944
an	w77_d371e23948
obbestimmten	w79_d371e23951
Tag	w81_d371e23955
und	w83_d371e23958
Stund	w85_d371e23961
in	w87_d371e23964
der	w89_d371e23967
gedachten	w92_d371e23972
Amts=canzley,	w94_d371e23976
endweder	w96_d371e23979
selbst	w98_d371e23982
persön	w100_d371e23985
lich,	w103_d371e23990
oder	w105_d371e23994
durch	w107_d371e23997
hierzu	w109_d371e24000
genugsam	w111_d371e24003
gevollmächtigte	w113_d371e24006
Gewalts=tragere	w116_d371e24011
also	w118_d371e24015
gewiß	w120_d371e24018
zu	w122_d371e24021
erscheinen,	w124_d371e24024
und	w126_d371e24028
ihre	w129_d371e24032
an	w131_d371e24036
solche	w133_d371e24039
Verlassenschaft	w135_d371e24042
ex	w137_d371e24046
quocunque	w139_d371e24049
de-	w141_d371e24052
mum	w144_d371e24056
capite	w146_d371e24060
habende	w148_d371e24064
Sprüch	w150_d371e24067
und	w152_d371e24070
Forderungen	w154_d371e24073
anzumelden,	w157_d371e24077
auch	w159_d371e24082
behörig	w161_d371e24085
darzuthuen	w163_d371e24088
haben,	w165_d371e24091
als	w167_d371e24094
im	w170_d371e24099
widrigen	w172_d371e24103
dieselbe	w174_d371e24106
nicht	w176_d371e24109
mehr	w178_d371e24112
gehört,	w180_d371e24115
und	w182_d371e24119
ihnen	w184_d371e24122
das	w187_d371e24126
ewige	w189_d371e24130
Stillschweigen	w191_d371e24133
auferlegt	w193_d371e24137
seyn	w195_d371e24140
solle.	w197_d371e24143
So	w199_d371e24146
beschehen	w202_d371e24150
Weyrburg	w204_d371e24155
den	w206_d371e24158
18.	w208_d371e24161
Julii	w210_d371e24164
1759.	w212_d371e24167
</p>
<p id="p46_d371e24170">
Von	w4_d371e24173
der	w6_d371e24177
Hochfürstl.	w8_d371e24180
Liechtensteinischen	w10_d371e24183
Herr	w12_d371e24186
schaft	w15_d371e24191
Ebergäßing	w17_d371e24195
wegen,	w19_d371e24198
wird	w21_d371e24201
hiemit	w23_d371e24204
jedermän	w25_d371e24208
niglich	w28_d371e24212
kund	w30_d371e24216
und	w32_d371e24219
zu	w34_d371e24222
wissen	w36_d371e24226
gemacht:	w38_d371e24229
Es	w40_d371e24232
seye	w42_d371e24235
über	w45_d371e24239
das	w47_d371e24244
nach	w49_d371e24247
Ableiben	w51_d371e24250
Johann	w53_d371e24253
Georg	w55_d371e24256
Stras	w57_d371e24259
sers,	w60_d371e24264
gewesten	w62_d371e24268
Bestand=mühlers	w64_d371e24271
zu	w66_d371e24274
Ebergäßing	w68_d371e24277
ad	w71_d371e24282
Cridam	w73_d371e24286
gediehene	w75_d371e24289
Vermögen	w77_d371e24292
eine	w79_d371e24295
Convoca	w81_d371e24299
tions=tagsatzung	w84_d371e24303
edictaliter	w86_d371e24307
kund	w88_d371e24310
gemacht,	w90_d371e24313
we	w92_d371e24317
gen	w95_d371e24321
deren	w97_d371e24325
darbey	w99_d371e24328
sich	w101_d371e24331
angemeldeten,	w103_d371e24335
oder	w105_d371e24338
annoch	w107_d371e24341
vorkommenden	w110_d371e24345
Creditoren	w112_d371e24349
aber	w114_d371e24353
eine	w116_d371e24356
Liquidations	w118_d371e24359
cag=satzung	w121_d371e24363
mit	w123_d371e24367
Zuziehung	w125_d371e24371
des	w127_d371e24374
verordneten	w129_d371e24377
Stras	w131_d371e24380
serischen	w134_d371e24384
Curatoris	w136_d371e24389
Herrn	w138_d371e24392
Joseph	w140_d371e24395
Hackmüllers	w142_d371e24398
beyder	w145_d371e24402
Rechten	w147_d371e24407
Doctors,	w149_d371e24410
auch	w151_d371e24413
Hof	w153_d371e24416
und	w155_d371e24419
Ge	w157_d371e24422
richts=advocaten	w160_d371e24427
zur	w162_d371e24431
mündlicher,	w164_d371e24434
mithin	w166_d371e24437
sum	w168_d371e24440
marischer	w171_d371e24445
Verhandlung	w173_d371e24449
der	w175_d371e24452
Nohtdurft	w177_d371e24455
anzuord	w179_d371e24458
nen,	w182_d371e24463
für	w184_d371e24467
nöhtig	w186_d371e24470
befunden;	w188_d371e24473
und	w190_d371e24476
hierzu	w192_d371e24480
der	w194_d371e24483
17.	w196_d371e24486
künftigen	w199_d371e24490
Monats	w201_d371e24494
Augusti	w203_d371e24498
Vormittag	w205_d371e24501
um	w207_d371e24504
8.	w209_d371e24507
Uhr	w211_d371e24510
in	w214_d371e24515
der	w216_d371e24519
Fürstl.	w218_d371e24522
Herrschafts=canzley	w220_d371e24525
zu	w222_d371e24528
Ebergäßing	w224_d371e24531
zu	w227_d371e24536
erscheinen,	w229_d371e24540
bestimmet	w231_d371e24543
worden.	w233_d371e24546
Dahero	w235_d371e24549
wer	w237_d371e24553
den	w240_d371e24557
alle,	w242_d371e24561
und	w244_d371e24564
jede,	w246_d371e24567
welche	w248_d371e24571
sich	w250_d371e24574
bey	w252_d371e24577
der	w254_d371e24580
Johann	w256_d371e24583
Georg	w259_d371e24588
Strasserischen	w261_d371e24592
Convocation	w263_d371e24595
bereits	w265_d371e24598
ange	w267_d371e24601
meldet,	w270_d371e24606
oder	w272_d371e24610
an	w274_d371e24613
dessen	w276_d371e24616
Vermögen	w278_d371e24619
einige	w280_d371e24622
Sprüch	w282_d371e24626
und	w285_d371e24630
Anforderung	w287_d371e24634
zu	w289_d371e24637
haben	w291_d371e24640
vermeinen,	w293_d371e24644
auf	w295_d371e24647
den	w297_d371e24650
künftigen	w300_d371e24654
Monats	w302_d371e24658
Augusti	w304_d371e24662
fruh	w306_d371e24665
um	w308_d371e24668
8.	w310_d371e24671
Uhr	w312_d371e24674
in	w315_d371e24679
der	w317_d371e24683
Fürstl.	w319_d371e24686
Herrschafts=canzley	w321_d371e24689
Ebergäßing	w323_d371e24692
al	w325_d371e24695
so	w328_d371e24700
gewiß	w330_d371e24704
zu	w332_d371e24707
erscheinen,	w334_d371e24710
und	w336_d371e24713
die	w338_d371e24717
ihrer	w340_d371e24720
Schuld	w342_d371e24723
forderung	w345_d371e24727
halber	w347_d371e24731
in	w349_d371e24735
Handen	w351_d371e24738
habende	w353_d371e24741
Obligativ	w355_d371e24744
nes,	w358_d371e24748
Satz=briefe,	w360_d371e24753
Zeugenschaften,	w362_d371e24756
allenfalls	w364_d371e24759
die	w366_d371e24762
Zeugen	w369_d371e24766
selbsten	w371_d371e24771
Vertrag	w373_d371e24774
oder	w375_d371e24777
Briefschaften	w377_d371e24780
mit	w379_d371e24783
zubringen,	w382_d371e24788
sohin	w384_d371e24792
ihre	w386_d371e24795
Nohtdurften	w388_d371e24798
mit	w390_d371e24801
dem	w392_d371e24804
in	w394_d371e24808
Sachen	w397_d371e24812
verordneten	w399_d371e24816
Herrn	w401_d371e24819
Curatore	w403_d371e24822
zu	w405_d371e24826
verhand	w407_d371e24829
len,	w410_d371e24833
und	w412_d371e24837
zu	w414_d371e24840
liquidiren	w416_d371e24844
haben,	w418_d371e24847
wie	w420_d371e24850
im	w422_d371e24853
widrigen	w424_d371e24856
der	w427_d371e24861
ausbleibende	w429_d371e24865
Theil	w431_d371e24868
nicht	w433_d371e24871
mehr	w435_d371e24874
gehöret,	w437_d371e24877
son	w439_d371e24881
dern	w442_d371e24885
durch	w444_d371e24889
den	w446_d371e24892
erfolgenden	w448_d371e24895
Cridä=abschied	w450_d371e24899
von	w452_d371e24902
dieser	w455_d371e24906
Massa	w457_d371e24910
gänzlich	w459_d371e24913
abgewiesen,	w461_d371e24917
und	w463_d371e24920
denensel	w465_d371e24923
ben	w468_d371e24927
das	w470_d371e24931
ewige	w472_d371e24935
Stillschweigen	w474_d371e24938
auferleget	w476_d371e24941
werden	w478_d371e24944
solle.	w481_d371e24948
</p>
<p id="p52_d371e24963">
Von	w4_d371e24966
der	w6_d371e24970
Kaiserl.	w8_d371e24973
Königl.	w10_d371e24976
N.	w12_d371e24979
Oe.	w14_d371e24983
Justitzban	w16_d371e24986
co=deputation	w19_d371e24990
wegen	w21_d371e24994
wird	w23_d371e24997
allen	w25_d371e25001
denenjenigen	w27_d371e25004
Partheyen,	w30_d371e25008
welchen	w32_d371e25012
vom	w34_d371e25015
1.	w36_d371e25019
May	w38_d371e25022
abgewichenen	w40_d371e25025
1758.	w43_d371e25029
bis	w45_d371e25033
Ende	w47_d371e25037
Aprilis	w49_d371e25040
inlebenden	w51_d371e25043
1759.	w53_d371e25046
Jahrs	w55_d371e25049
einig=verruffene	w58_d371e25054
Münzen	w60_d371e25058
abgenommen	w62_d371e25061
worden,	w64_d371e25064
sich	w67_d371e25068
aber	w69_d371e25073
bis	w71_d371e25076
anhero	w73_d371e25079
hierumen	w75_d371e25082
nicht	w77_d371e25085
gemeldet	w79_d371e25088
haben,	w82_d371e25093
durch	w84_d371e25097
dieses	w86_d371e25100
offene	w88_d371e25103
Edikt	w90_d371e25106
kund	w92_d371e25110
und	w94_d371e25113
zu	w96_d371e25116
wissen	w99_d371e25120
gemacht:	w101_d371e25124
Es	w103_d371e25128
seye	w105_d371e25131
zwar	w107_d371e25134
von	w109_d371e25137
dem	w111_d371e25140
Kaiserl.	w113_d371e25143
Königl.	w116_d371e25148
Münz	w118_d371e25152
und	w120_d371e25155
Bergweesensdirections	w122_d371e25158
Hof=collegio	w125_d371e25162
dem	w127_d371e25167
Kaiserl.	w129_d371e25170
Königl.	w131_d371e25173
Hauptmünz	w133_d371e25176
amt	w136_d371e25180
bereits	w138_d371e25185
untern	w140_d371e25188
17.	w142_d371e25191
Septembris	w144_d371e25194
1751.	w146_d371e25197
wegen	w148_d371e25200
deren	w151_d371e25205
in	w153_d371e25209
ermeldetes	w155_d371e25212
Münz=amt	w157_d371e25215
einbringendver	w159_d371e25218
ruffenen	w162_d371e25223
Münzen	w164_d371e25227
die	w166_d371e25230
Verordnung	w168_d371e25233
dahin	w170_d371e25236
gegeben	w172_d371e25240
worden,	w175_d371e25244
daß,	w177_d371e25248
wann	w179_d371e25251
nach	w181_d371e25254
Verfliessung	w183_d371e25258
dreyer	w185_d371e25261
Monaten	w188_d371e25265
à	w190_d371e25269
die	w192_d371e25272
des	w194_d371e25276
Abnahms	w196_d371e25279
die	w198_d371e25282
Partheyen	w200_d371e25285
hier	w202_d371e25288
wegen	w205_d371e25293
bey	w207_d371e25297
dem	w209_d371e25300
ehmalig=in	w211_d371e25303
causis	w213_d371e25306
summi	w215_d371e25309
Prin-	w217_d371e25313
cipis	w220_d371e25317
&	w222_d371e25321
Commissorum	w224_d371e25324
angeordneten	w226_d371e25327
Consessu,	w228_d371e25331
nunmehro	w231_d371e25335
aber	w233_d371e25339
bey	w235_d371e25342
ihr	w237_d371e25345
Justitz=banco=deputation	w239_d371e25349
sich	w242_d371e25353
nicht	w244_d371e25357
meldeten,	w246_d371e25360
sothane	w248_d371e25363
verruffene	w250_d371e25367
Münzen	w252_d371e25370
zerschmolzen,	w255_d371e25374
und	w257_d371e25378
der	w259_d371e25381
Wehrt	w261_d371e25385
hiervon	w263_d371e25388
Jnstru	w265_d371e25391
ctions=mäßig	w268_d371e25395
dem	w270_d371e25399
allerhöchsten	w272_d371e25403
Ærario	w274_d371e25406
verrech	w276_d371e25409
net	w279_d371e25413
werden	w281_d371e25417
solle.	w283_d371e25421
Wann	w285_d371e25424
nun	w287_d371e25427
aber	w289_d371e25430
über	w291_d371e25433
dies	w293_d371e25436
der	w295_d371e25440
Kaiserl.	w298_d371e25444
Königl.	w300_d371e25448
Hof	w302_d371e25451
und	w304_d371e25454
N.	w306_d371e25458
Oe.	w308_d371e25461
Herr	w310_d371e25464
Cam-	w312_d371e25467
mer=procurator	w315_d371e25471
als	w317_d371e25476
Vertretter	w319_d371e25479
des	w321_d371e25482
Kaiserl.	w323_d371e25485
Kö	w325_d371e25488
nigl.	w328_d371e25493
Haupt=münz=amts	w330_d371e25497
nach	w332_d371e25500
vorläuffighöhe	w334_d371e25503
ren	w337_d371e25507
Orten	w339_d371e25512
erhaltenen	w341_d371e25515
Beangenehmung	w343_d371e25518
um	w345_d371e25521
Anbe	w347_d371e25524
raumung	w350_d371e25529
eines	w352_d371e25533
anderweitigen	w354_d371e25536
Termins	w356_d371e25539
und	w358_d371e25542
des	w360_d371e25545
sen	w363_d371e25550
edietale	w365_d371e25554
Kund=machung	w367_d371e25557
hier	w369_d371e25560
Orts	w371_d371e25563
gehorsamst	w373_d371e25567
angelanget,	w376_d371e25571
und	w378_d371e25575
gebetten,	w380_d371e25578
in	w382_d371e25581
dieses	w384_d371e25585
sein	w386_d371e25588
Ge	w388_d371e25591
such	w391_d371e25595
auch	w393_d371e25599
gewilliget	w395_d371e25603
worden	w397_d371e25606
ist;	w399_d371e25609
als	w401_d371e25612
werden	w403_d371e25615
all	w405_d371e25618
und	w408_d371e25623
jede	w410_d371e25627
Eingangs	w412_d371e25630
gedachte	w414_d371e25633
Partheyen	w416_d371e25636
von	w418_d371e25640
Zeit	w420_d371e25643
der	w423_d371e25647
Affigirung	w425_d371e25651
dieses	w427_d371e25654
Edicts	w429_d371e25658
binnen	w431_d371e25661
6.	w433_d371e25664
Wochen	w435_d371e25667
3.	w438_d371e25671
Täg	w440_d371e25676
sich	w442_d371e25679
also	w444_d371e25682
gewiß	w446_d371e25685
bey	w448_d371e25688
ihr	w450_d371e25691
Justitzbanco	w452_d371e25695
deputation	w455_d371e25699
anzumelden,	w457_d371e25703
und	w459_d371e25706
mit	w461_d371e25709
dem	w463_d371e25713
Kaiserl.	w465_d371e25716
Königl.	w468_d371e25720
Hof	w470_d371e25724
und	w472_d371e25727
N.	w474_d371e25731
Oe.	w476_d371e25734
Herrn	w478_d371e25737
Cammerpro	w480_d371e25740
curatore	w483_d371e25744
als	w485_d371e25749
Vertrettern	w487_d371e25752
des	w489_d371e25755
Kaiserl.	w491_d371e25758
Königl.	w493_d371e25761
Münz=amts	w496_d371e25766
ihr	w498_d371e25770
etwann	w500_d371e25773
gegen	w502_d371e25776
der	w504_d371e25779
vorgesehenen	w506_d371e25782
derley	w509_d371e25787
Münz=einziehung	w511_d371e25791
zu	w513_d371e25794
haben	w515_d371e25797
vermeinendes	w517_d371e25800
Recht	w520_d371e25805
anzuführen	w522_d371e25809
haben,	w524_d371e25812
wie	w526_d371e25815
im	w528_d371e25818
widrigen	w530_d371e25822
ohne	w532_d371e25825
weiteren	w535_d371e25829
mit	w537_d371e25833
Verschmelz	w539_d371e25836
und	w541_d371e25840
respectivè	w543_d371e25843
Ver	w545_d371e25846
theil	w548_d371e25850
und	w550_d371e25854
Verrechnung	w552_d371e25858
all=solcher	w554_d371e25861
vom	w556_d371e25864
1.	w558_d371e25867
May	w560_d371e25870
1758.	w563_d371e25875
bis	w565_d371e25879
letzten	w567_d371e25882
April	w569_d371e25885
dies	w571_d371e25888
1759.	w573_d371e25891
Jahrs	w575_d371e25895
ihnen	w577_d371e25898
Partheyen	w580_d371e25902
abgenommen	w582_d371e25906
und	w584_d371e25909
dem	w586_d371e25913
alhiesigKai	w588_d371e25916
serl.	w591_d371e25920
Königl.	w593_d371e25924
Münz=amt	w595_d371e25927
eingehändigtverruffe	w597_d371e25931
nen	w600_d371e25935
Münzen	w602_d371e25939
vorgegangen	w604_d371e25942
werden	w606_d371e25945
solle.	w608_d371e25949
Wornach	w610_d371e25952
sich	w613_d371e25956
Eingangs	w615_d371e25960
gedachte	w617_d371e25963
Partheyen	w619_d371e25967
zu	w621_d371e25970
richten,	w623_d371e25973
und	w625_d371e25976
vor	w628_d371e25980
Schaden	w630_d371e25985
zu	w632_d371e25988
hüten	w634_d371e25991
wissen	w636_d371e25994
werden.	w638_d371e25997
Wien	w640_d371e26000
den	w642_d371e26004
13.	w645_d371e26008
Julii	w647_d371e26012
1759.	w649_d371e26015
</p>
<p id="p54_d371e26018">
Es	w4_d371e26021
dienet	w6_d371e26025
zur	w8_d371e26028
Nachricht,	w10_d371e26031
daß	w12_d371e26034
der	w14_d371e26038
Johann	w16_d371e26041
Paul	w18_d371e26044
Weishammer,	w21_d371e26048
einer	w23_d371e26052
allhiesigen	w25_d371e26056
Hochlöbl.	w27_d371e26059
Univer	w29_d371e26062
sität	w32_d371e26066
Oculist,	w34_d371e26070
Zahn	w36_d371e26074
und	w38_d371e26077
Bruch=arzt,	w40_d371e26080
nicht	w42_d371e26083
mehr	w44_d371e26086
vor	w47_d371e26091
der	w49_d371e26095
Stadt	w51_d371e26098
auf	w53_d371e26101
der	w55_d371e26104
Laim=gruben	w57_d371e26107
bey	w59_d371e26111
denen	w61_d371e26114
3.	w63_d371e26117
blauen	w66_d371e26121
Kugeln;	w68_d371e26125
sondern	w70_d371e26129
in	w72_d371e26132
der	w74_d371e26135
Stadt,	w76_d371e26138
in	w78_d371e26141
der	w80_d371e26144
Himmelport=gassen	w83_d371e26149
bey	w85_d371e26153
dem	w87_d371e26156
goldenen	w89_d371e26159
Greiffen	w91_d371e26162
zu	w93_d371e26166
ebener	w96_d371e26170
Erden	w98_d371e26174
in	w100_d371e26177
einem	w102_d371e26180
Laden	w104_d371e26184
logiret.	w106_d371e26187
</p>
<p id="p56_d371e26190">
Auf	w4_d371e26193
nächst=kommenden	w6_d371e26197
Donnerstag	w8_d371e26200
als	w10_d371e26203
den	w12_d371e26206
9.	w14_d371e26210
dieses	w17_d371e26214
Monats	w19_d371e26218
Augusti,	w21_d371e26221
wird	w23_d371e26224
auf	w25_d371e26228
dem	w27_d371e26231
alten	w29_d371e26234
Fleischmarkt	w32_d371e26238
im	w34_d371e26242
Ecksteinerisch	w36_d371e26246
oder	w38_d371e26249
sogenannten	w40_d371e26252
Roßmannischen	w43_d371e26256
Haus,	w45_d371e26260
Vormittag	w47_d371e26264
von	w49_d371e26267
9.	w51_d371e26270
bis	w53_d371e26273
12.	w56_d371e26277
Nachmittag	w58_d371e26282
von	w60_d371e26285
3.	w62_d371e26288
bis	w64_d371e26291
6.	w66_d371e26294
