<doc id="wr_1759-09-01" attrs="word" year="1759" month="09" day="01" corpus="2">
<head id="h2_d378e3575">
Düsseldorf	w1_d378e3579
Feuer	w5_d378e21778
zu	w7_d378e21781
bedecken.	w9_d378e21784
Nichts	w11_d378e21787
nöh	w13_d378e21791
tigte	w1_d378e21796
uns	w3_d378e21799
zu	w5_d378e21802
einem	w7_d378e21805
weiteren	w9_d378e21808
Rück=zug,	w11_d378e21811
und	w13_d378e21815
dieses	w1_d378e21821
Treffen	w3_d378e21824
hätte	w5_d378e21827
weiter	w7_d378e21830
nichts	w9_d378e21833
zu	w11_d378e21836
bedeu	w13_d378e21840
ten	w1_d378e21845
gehabt,	w3_d378e21848
als	w5_d378e21851
etwann	w7_d378e21854
einen	w9_d378e21857
vergeblichen	w11_d378e21860
Angrif,	w1_d378e21865
den	w3_d378e21868
man	w5_d378e21871
noch	w7_d378e21874
einmal	w9_d378e21877
hätte	w11_d378e21880
wieder	w13_d378e21884
holen	w1_d378e21889
können;	w3_d378e21892
allein,	w5_d378e21895
in	w7_d378e21898
dem	w9_d378e21901
Augenblick,	w11_d378e21904
als	w1_d378e21910
unser	w3_d378e21913
Mittel=punct	w5_d378e21916
von	w7_d378e21919
dem	w9_d378e21922
Feind	w11_d378e21925
be	w13_d378e21929
brohet	w1_d378e21934
war,	w3_d378e21937
bekame	w5_d378e21940
auch	w7_d378e21943
der	w9_d378e21946
Hr.	w11_d378e21949
Marschall	w13_d378e21953
von	w1_d378e21958
dem	w3_d378e21961
Hrn.	w5_d378e21964
de	w7_d378e21967
Brissac,	w9_d378e21970
welcher	w11_d378e21973
mit	w13_d378e21977
ei	w15_d378e21980
nem	w1_d378e21985
Corps	w3_d378e21988
Trupen	w5_d378e21991
zur	w7_d378e21994
Versicherung	w9_d378e21997
der	w11_d378e22000
Cemngunication	w1_d378e22008
mit	w3_d378e22011
Hervorden	w5_d378e22014
zu	w7_d378e22017
Coefeld	w9_d378e22020
gestanden,	w1_d378e22025
die	w3_d378e22028
Nachricht,	w5_d378e22031
daß	w7_d378e22034
ihn	w9_d378e22037
der	w11_d378e22040
Erb	w13_d378e22044
penz	w1_d378e22049
von	w3_d378e22052
Braunschweig	w5_d378e22055
um	w7_d378e22058
halb	w9_d378e22061
5.	w11_d378e22064
Uhr	w13_d378e22068
des	w1_d378e22074
Morgens	w3_d378e22077
mit	w5_d378e22080
10000.	w7_d378e22083
Mann	w9_d378e22086
angegrif	w11_d378e22089
fen,	w1_d378e22094
und	w3_d378e22097
genöhtiget	w5_d378e22100
habe,	w7_d378e22103
sich	w9_d378e22106
auf	w11_d378e22109
Min	w13_d378e22113
den	w1_d378e22118
zuruck	w3_d378e22121
zu	w5_d378e22124
ziehen;	w7_d378e22127
welcher	w9_d378e22130
Streich	w11_d378e22133
den	w13_d378e22137
Prinzen	w1_d378e22142
zum	w3_d378e22145
Meister	w5_d378e22148
machte	w7_d378e22151
von	w9_d378e22154
dem	w11_d378e22157
en	w13_d378e22161
gen	w1_d378e22167
Gebürge.	w3_d378e22170
Der	w5_d378e22173
Hr.	w7_d378e22176
Marschall	w9_d378e22179
ent	w11_d378e22182
schlosse	w1_d378e22187
sich	w3_d378e22190
also	w5_d378e22193
die	w7_d378e22196
Armee	w9_d378e22199
auf	w11_d378e22202
die	w13_d378e22206
andere	w15_d378e22209
Seite	w1_d378e22214
der	w3_d378e22217
Weser	w5_d378e22220
hinüber	w7_d378e22223
zu	w9_d378e22226
ziehen.	w11_d378e22229
Der	w13_d378e22233
Uebergang	w1_d378e22238
geschahe	w3_d378e22241
des	w5_d378e22244
Abends,	w7_d378e22247
als	w9_d378e22250
die	w11_d378e22253
sammentliche	w1_d378e22259
Equipage	w3_d378e22262
hinüber	w5_d378e22265
waren.	w7_d378e22268
Die	w9_d378e22271
Jnfanterie	w1_d378e22276
in	w3_d378e22279
dem	w5_d378e22282
Gebüsche	w7_d378e22285
zoge	w9_d378e22288
sich	w11_d378e22291
un	w13_d378e22295
ter	w1_d378e22300
der	w3_d378e22303
Begünstigung	w5_d378e22306
deren	w7_d378e22309
Canonen	w9_d378e22312
von	w1_d378e22317
Ninden	w1_d378e22323
durch	w3_d378e22326
diese	w5_d378e22329
Stadt,	w7_d378e22332
woselbst	w9_d378e22335
300.	w11_d378e22338
Mann	w1_d378e22343
zurück=gelassen	w3_d378e22346
wurden,	w5_d378e22349
um	w7_d378e22352
für	w9_d378e22355
die	w11_d378e22358
Blitßirten	w1_d378e22363
zu	w3_d378e22366
capituliren.	w5_d378e22369
Dieser	w7_d378e22372
Zurück	w9_d378e22375
ses	w1_d378e22380
geschahe	w3_d378e22383
gar	w5_d378e22386
nicht	w7_d378e22389
in	w9_d378e22392
Forcht	w11_d378e22395
und	w13_d378e22399
Schre	w15_d378e22402
cken,	w1_d378e22408
und	w3_d378e22411
die	w5_d378e22414
Trupen	w7_d378e22417
haben	w9_d378e22420
keineswegs	w11_d378e22423
den	w13_d378e22427
Mut	w1_d378e22432
verloren.	w3_d378e22435
Die	w5_d378e22438
Armee	w7_d378e22441
von	w9_d378e22444
Frank	w11_d378e22447
reich	w1_d378e22452
brachte	w3_d378e22455
den	w5_d378e22458
2ten	w7_d378e22461
eine	w9_d378e22464
halbe	w11_d378e22467
Meile	w13_d378e22471
von	w15_d378e22474
Minden	w1_d378e22479
zu,	w3_d378e22482
und	w5_d378e22485
der	w7_d378e22488
Feind	w9_d378e22491
rückte	w11_d378e22494
erst	w13_d378e22498
Nach	w15_d378e22501
mittags	w1_d378e22507
in	w3_d378e22510
diese	w5_d378e22513
Stadt	w7_d378e22516
ein.	w9_d378e22519
Den	w11_d378e22522
3ten	w13_d378e22526
zo	w15_d378e22529
</p>
<p id="p20_d378e22532">
ge	w1_d378e22536
sich	w3_d378e22539
die	w5_d378e22542
Armee	w7_d378e22545
von	w9_d378e22548
Olendorf,	w11_d378e22551
woselbst	w13_d378e22555
sie	w15_d378e22558
den	w1_d378e22563
4ten	w3_d378e22566
stille	w5_d378e22569
lage.	w7_d378e22572
Nur	w9_d378e22575
allein	w11_d378e22578
die	w13_d378e22582
Noht	w15_d378e22585
wendigkeit	w1_d378e22590
der	w3_d378e22593
Subsistenz	w5_d378e22596
wird	w7_d378e22599
sie	w9_d378e22602
nöhtigen,	w11_d378e22605
noch	w1_d378e22611
einige	w3_d378e22614
Märsche	w5_d378e22617
nach	w7_d378e22620
Hessen	w9_d378e22623
zu,	w11_d378e22626
vorzu	w13_d378e22630
nehmen;	w1_d378e22635
doch	w3_d378e22638
allezeit	w5_d378e22641
mit	w7_d378e22644
Besetzung	w9_d378e22647
deren	w11_d378e22650
Defileen,	w1_d378e22655
und	w3_d378e22658
derenjenigen	w5_d378e22661
Posten,	w7_d378e22664
die	w9_d378e22667
man	w11_d378e22670
bey	w1_d378e22675
der	w3_d378e22678
Ruck=kehr	w5_d378e22681
innen	w7_d378e22684
haben	w9_d378e22687
muß.	w11_d378e22690
Den	w13_d378e22694
5ten	w1_d378e22700
ware	w3_d378e22703
sie	w5_d378e22706
zu	w7_d378e22709
Hastembeck,	w9_d378e22712
und	w11_d378e22715
den	w13_d378e22719
6ten	w15_d378e22722
zu	w1_d378e22727
Münden.	w3_d378e22730
Sie	w5_d378e22733
ist	w7_d378e22736
auf	w9_d378e22739
ihrem	w11_d378e22742
Marsch	w13_d378e22746
des	w1_d378e22751
3ten	w3_d378e22754
nicht	w5_d378e22757
im	w7_d378e22760
mindesten	w9_d378e22763
beunruhiget	w11_d378e22766
worden.	w1_d378e22771
Jndessen	w3_d378e22774
seynd	w5_d378e22777
alle	w7_d378e22780
Merkmale	w9_d378e22783
eines	w1_d378e22789
Sieges	w3_d378e22792
für	w5_d378e22795
den	w7_d378e22798
Prinzen	w9_d378e22801
Ferdinand,	w11_d378e22804
ungeachtet	w1_d378e22809
er	w3_d378e22812
übrigens	w5_d378e22815
einen	w7_d378e22818
ansehnlichen	w9_d378e22821
Verlust	w1_d378e22826
erlitten	w3_d378e22829
hat.	w5_d378e22832
Wir	w7_d378e22835
haben	w9_d378e22838
5.	w11_d378e22841
bis	w13_d378e22845
6000.	w1_d378e22850
Mann,	w3_d378e22853
Todie	w5_d378e22856
sowol	w7_d378e22859
als	w9_d378e22862
Bleßrte	w11_d378e22865
und	w13_d378e22869
Gefangene	w1_d378e22875
eingebüsset.	w3_d378e22878
Mr.	w5_d378e22881
de	w7_d378e22884
Lützelburg,	w9_d378e22887
Marechal	w1_d378e22892
de	w3_d378e22895
Camp	w5_d378e22898
ist	w7_d378e22901
gefangen.	w9_d378e22904
Die	w11_d378e22907
Herren	w1_d378e22912
de	w3_d378e22915
Beaupreau,	w5_d378e22918
und	w7_d378e22921
de	w9_d378e22924
Poyanne,	w11_d378e22927
Ge	w13_d378e22931
neral=leutenants,	w1_d378e22936
der	w3_d378e22939
Hr.	w5_d378e22942
Marquis	w7_d378e22945
de	w9_d378e22948
Mon	w11_d378e22951
ti,	w1_d378e22957
Marcchal	w3_d378e22960
de	w5_d378e22963
Camp,	w7_d378e22966
die	w9_d378e22969
Herren	w11_d378e22972
Herzoge	w13_d378e22976
von	w1_d378e22981
Montmorenci,	w3_d378e22984
de	w5_d378e22987
Gasse,	w7_d378e22990
de	w9_d378e22993
Sechelles,	w11_d378e22996
und	w1_d378e23001
de	w3_d378e23004
Vatan,	w5_d378e23007
Obristen	w7_d378e23010
sind	w9_d378e23013
bleßirt.	w11_d378e23016
Der	w13_d378e23020
Prinz	w1_d378e23025
von	w3_d378e23028
Chimay,	w5_d378e23031
und	w7_d378e23034
Mr.	w9_d378e23037
de	w11_d378e23040
la	w13_d378e23044
Fayette	w15_d378e23047
Obristen	w1_d378e23053
von	w3_d378e23056
denen	w5_d378e23059
Grenadiers	w7_d378e23062
de	w9_d378e23065
France	w11_d378e23068
sind	w1_d378e23073
todt.	w3_d378e23076
Die	w5_d378e23079
Armee	w7_d378e23082
hat	w9_d378e23085
nur	w11_d378e23088
30.	w13_d378e23092
Cano	w15_d378e23095
nen	w1_d378e23100
verloren.	w3_d378e23103
Das	w5_d378e23106
Broglische	w7_d378e23109
Corps	w9_d378e23112
hat	w11_d378e23115
nur	w1_d378e23120
eine	w3_d378e23123
einzige	w5_d378e23126
eingebüsset,	w7_d378e23129
welche	w9_d378e23132
man	w11_d378e23135
muste	w1_d378e23141
ligen	w3_d378e23144
lassen,	w5_d378e23147
weilen	w7_d378e23150
die	w9_d378e23153
Laveten	w11_d378e23156
in	w13_d378e23160
Stücken	w1_d378e23165
gegangen	w3_d378e23168
waren.	w5_d378e23171
</p>
<p id="p22_d378e23176">
Von	w1_d378e23180
der	w3_d378e23183
Ni.	w5_d378e23186
Oc.	w7_d378e23189
Regierung	w9_d378e23192
wegen	w11_d378e23195
wird	w13_d378e23199
mit	w15_d378e23202
ge	w17_d378e23205
genwärtig=offenem	w1_d378e23210
Edict	w3_d378e23213
jedermänniglich,	w5_d378e23216
sowol	w7_d378e23219
an	w1_d378e23224
als	w3_d378e23227
abwesenden,	w5_d378e23230
deme	w7_d378e23233
daran	w9_d378e23236
gelegen,	w11_d378e23239
kund	w13_d378e23243
und	w15_d378e23246
zu	w1_d378e23252
wissen	w3_d378e23255
gemacht:	w5_d378e23258
Es	w7_d378e23261
habe	w9_d378e23264
Regierung	w11_d378e23267
eine	w13_d378e23271
Noht	w15_d378e23274
durft	w1_d378e23279
zu	w3_d378e23282
seyn	w5_d378e23285
befunden,	w7_d378e23288
über	w9_d378e23291
des	w11_d378e23294
Simon	w13_d378e23298
Sinzheim	w15_d378e23301
Juden	w1_d378e23306
sein	w3_d378e23309
gesamtes	w5_d378e23312
Vermögen	w7_d378e23315
einen	w9_d378e23318
ordentliche	w11_d378e23321
Concurs	w1_d378e23326
anzuordnen,	w3_d378e23329
und	w5_d378e23332
desselben	w7_d378e23335
sammentliche	w9_d378e23338
sowol	w1_d378e23344
in	w3_d378e23347
als	w5_d378e23350
ausser	w7_d378e23353
Land	w9_d378e23356
befindliche	w11_d378e23359
Glaubigere	w13_d378e23363
zur	w1_d378e23368
Anmeld	w3_d378e23371
und	w5_d378e23374
Liquidirung	w7_d378e23377
ihrer	w9_d378e23380
an	w11_d378e23383
erstgemel	w13_d378e23387
deten	w1_d378e23392
Simon	w3_d378e23395
Sinzheim	w5_d378e23398
zu	w7_d378e23401
stellen	w9_d378e23404
habender	w11_d378e23407
Spruch	w13_d378e23411
und	w1_d378e23416
Forderungen	w3_d378e23419
einzuberuffen;	w5_d378e23422
zu	w7_d378e23425
welchem	w9_d378e23428
Ende	w11_d378e23431
denenselben	w1_d378e23437
der	w3_d378e23440
6ste	w5_d378e23443
Tag	w7_d378e23446
des	w9_d378e23449
künftinen	w11_d378e23452
Monats	w13_d378e23456
septembr.	w1_d378e23461
Nachmittags	w3_d378e23464
um	w5_d378e23467
3.	w7_d378e23470
Uhr	w9_d378e23473
zur	w11_d378e23476
gewöhnli	w13_d378e23480
chen	w1_d378e23485
Tag=satzung	w3_d378e23488
für	w5_d378e23491
die	w7_d378e23494
erste,	w9_d378e23497
andert	w11_d378e23500
und	w13_d378e23504
dritte,	w15_d378e23507
auch	w1_d378e23512
all=endliche	w3_d378e23515
Frist	w5_d378e23518
sub	w7_d378e23521
clausula	w9_d378e23524
præclusi	w11_d378e23527
an	w13_d378e23531
beraumet	w1_d378e23537
worden.	w3_d378e23540
</p>
<p id="p28_d378e23554">
Solchemnach	w1_d378e23558
werden	w3_d378e23561
alle	w5_d378e23564
und	w7_d378e23567
jede,	w9_d378e23570
welche	w11_d378e23573
an	w13_d378e23577
ge	w15_d378e23580
dachten	w1_d378e23585
Simon	w3_d378e23588
Sinzheim	w5_d378e23591
Juden	w7_d378e23594
ex	w9_d378e23597
quacunque	w11_d378e23600
causa	w1_d378e23605
vel	w3_d378e23608
titulo	w5_d378e23611
Sprüch	w7_d378e23614
und	w9_d378e23617
Anforderungen	w11_d378e23620
haben,	w13_d378e23624
oder	w1_d378e23630
zu	w3_d378e23633
haben	w5_d378e23636
vermeinen,	w7_d378e23639
an	w9_d378e23642
obbestimtem	w11_d378e23645
Tag,	w13_d378e23649
und	w15_d378e23652
Stund	w1_d378e23657
vor	w3_d378e23660
Regierung	w5_d378e23663
in	w7_d378e23666
der	w9_d378e23669
daselbst	w11_d378e23672
zu	w13_d378e23676
solchem	w15_d378e23679
Ende	w1_d378e23684
offen	w3_d378e23687
habenden	w5_d378e23690
Commißions=stuben	w7_d378e23693
entwe	w9_d378e23696
der	w1_d378e23701
selbst	w3_d378e23704
persönlich,	w5_d378e23707
oder	w7_d378e23710
durch	w9_d378e23713
hierzu	w11_d378e23716
genugsam	w13_d378e23720
gevollmächtigte	w1_d378e23726
Gewalt=tragere	w3_d378e23729
also	w5_d378e23732
gewiß	w7_d378e23735
zu	w9_d378e23738
er	w11_d378e23741
scheinen,	w1_d378e23746
und	w3_d378e23749
ihre	w5_d378e23752
an	w7_d378e23755
solche	w9_d378e23758
Crida=massa	w11_d378e23761
habende	w13_d378e23765
Anforderungen	w1_d378e23770
anzumelden,	w3_d378e23773
und	w5_d378e23776
zu	w7_d378e23779
Herstellung	w9_d378e23782
des	w1_d378e23787
erforderlich	w3_d378e23790
rechtliche	w5_d378e23793
Beweistums	w7_d378e23796
ihre	w9_d378e23799
Schuld	w11_d378e23802
und	w1_d378e23808
Satz=briefe,	w3_d378e23811
oder	w5_d378e23814
ansonst	w7_d378e23817
habende	w9_d378e23820
Liquidations	w11_d378e23823
urkunden,	w1_d378e23828
und	w3_d378e23831
rechtliche	w5_d378e23834
Behelf	w7_d378e23837
in	w9_d378e23840
beglaubten	w11_d378e23843
Ab	w13_d378e23847
schriften	w1_d378e23852
einzulegen	w3_d378e23855
haben,	w5_d378e23858
wie	w7_d378e23861
im	w9_d378e23864
widrigen	w11_d378e23867
der	w13_d378e23871
Ausbleibende	w1_d378e23876
von	w3_d378e23879
gegenwärtiger	w5_d378e23882
Concurs=massa	w7_d378e23885
gänzlich	w1_d378e23891
ausgeschlossen	w3_d378e23894
seyn,	w5_d378e23897
und	w7_d378e23900
ihme	w9_d378e23903
diesfals	w11_d378e23906
das	w13_d378e23910
ewige	w1_d378e23915
Stillschweigen	w3_d378e23918
auferleget,	w5_d378e23921
der	w7_d378e23924
nicht	w9_d378e23927
liqui	w11_d378e23930
dirende	w1_d378e23935
aber	w3_d378e23938
in	w5_d378e23941
der	w7_d378e23944
künftigen	w9_d378e23947
Claßification	w11_d378e23950
mit	w13_d378e23954
seiner	w1_d378e23959
unerwiesenen	w3_d378e23962
Anforderung	w5_d378e23965
abgewiesen	w7_d378e23968
wer	w9_d378e23971
den	w1_d378e23977
solle.	w3_d378e23980
Wornach	w5_d378e23983
sich	w7_d378e23986
ein	w9_d378e23989
jeder	w11_d378e23992
zu	w13_d378e23996
richten,	w15_d378e23999
und	w17_d378e24002
für	w1_d378e24007
Schaden	w3_d378e24010
zu	w5_d378e24013
hüten	w7_d378e24016
wissen	w9_d378e24019
wird.	w11_d378e24022
So	w13_d378e24026
beschehen	w15_d378e24029
Wien	w1_d378e24034
den	w3_d378e24037
28.	w5_d378e24040
Junii	w7_d378e24043
1759.	w9_d378e24046
</p>
<p id="p30_d378e24049">
Von	w1_d378e24053
des	w3_d378e24056
Kaiserl.	w5_d378e24059
Königl.	w7_d378e24062
Judicii	w9_d378e24065
Delegati	w11_d378e24068
Mili-	w13_d378e24072
taris	w1_d378e24077
mixti	w3_d378e24080
im	w5_d378e24083
Erz=herzogtum	w7_d378e24086
Oesterreich	w9_d378e24089
unter	w11_d378e24092
und	w1_d378e24097
ob	w3_d378e24100
der	w5_d378e24103
Enns	w7_d378e24106
wegen	w9_d378e24109
wird	w11_d378e24112
durch	w13_d378e24116
dieses	w15_d378e24119
offent	w17_d378e24122
liche	w1_d378e24128
Edict	w3_d378e24131
jedermänniglich,	w5_d378e24134
deme	w7_d378e24137
daran	w9_d378e24140
gelegen,	w11_d378e24143
kund	w1_d378e24148
und	w3_d378e24151
zu	w5_d378e24154
wissen	w7_d378e24157
gemacht:	w9_d378e24160
Es	w11_d378e24163
habe	w13_d378e24167
das	w15_d378e24170
im	w17_d378e24173
Marggraftum	w1_d378e24178
Mähren,	w3_d378e24181
und	w5_d378e24184
Schlesien	w7_d378e24187
aufgestelte	w9_d378e24190
Kais.	w1_d378e24195
Kön.	w3_d378e24198
Jud.	w5_d378e24201
Del.	w7_d378e24204
Mil.	w9_d378e24207
mixtum	w11_d378e24210
das	w13_d378e24214
Ansuchen	w15_d378e24217
gemacht,	w1_d378e24223
womit	w3_d378e24226
zu	w5_d378e24229
Richtig=stellung	w7_d378e24232
des	w9_d378e24235
Sclavoni	w11_d378e24238
schen	w1_d378e24243
Hussaren=regiments	w3_d378e24246
bestelt=gewesten	w5_d378e24249
Obrist	w7_d378e24252
wacht=meisters	w1_d378e24257
Herrn	w3_d378e24260
Baron	w5_d378e24263
von	w7_d378e24266
Reibnitz	w9_d378e24269
ad	w11_d378e24272
Con	w13_d378e24276
cursum	w1_d378e24281
gediehenen	w3_d378e24284
Verlassenschaft	w5_d378e24287
dessen	w7_d378e24290
Tod	w9_d378e24293
sei	w11_d378e24296
nen	w1_d378e24302
Creditoren	w3_d378e24305
durch	w5_d378e24308
ein	w7_d378e24311
diesfälliges	w9_d378e24314
Edict	w11_d378e24317
behö	w13_d378e24321
rig	w1_d378e24326
kund	w3_d378e24329
gemacht,	w5_d378e24332
annebst	w7_d378e24335
ihnen	w9_d378e24338
bedeutet	w11_d378e24341
werden	w13_d378e24345
möchte,	w1_d378e24350
daß	w3_d378e24353
selbe	w5_d378e24356
innerhalb	w7_d378e24359
sechs	w9_d378e24362
Wochen	w11_d378e24365
perem	w13_d378e24369
ptorie	w1_d378e24374
sub	w3_d378e24377
pœna	w5_d378e24380
præclusi	w7_d378e24383
entweder	w9_d378e24386
in	w11_d378e24389
Person,	w13_d378e24393
oder	w15_d378e24396
aber	w1_d378e24402
durch	w3_d378e24405
einen	w5_d378e24408
genugsam	w7_d378e24411
Gevollmächtigten	w9_d378e24414
vor	w11_d378e24417
obberührt	w1_d378e24422
im	w3_d378e24425
Marggraftum	w5_d378e24428
Mähren	w7_d378e24431
aufgestelt	w9_d378e24434
Kais.	w1_d378e24439
Kön	w3_d378e24442
Jud.	w5_d378e24445
Del.	w7_d378e24448
als	w9_d378e24451
in	w11_d378e24454
Sachen	w13_d378e24458
gehöriger	w15_d378e24461
Abhandlungs=instanz	w1_d378e24466
erscheinen,	w3_d378e24469
und	w5_d378e24472
die	w7_d378e24475
erforder	w9_d378e24478
liche	w1_d378e24484
Liquidations=documenta	w3_d378e24487
beybringen	w5_d378e24490
sollen.	w7_d378e24493
Gleichwie	w1_d378e24498
nun	w3_d378e24501
hierwider	w5_d378e24504
kein	w7_d378e24507
Bedenken	w9_d378e24510
obwaltet,	w11_d378e24513
als	w1_d378e24518
wird	w3_d378e24521
ihnen	w5_d378e24524
Obrist=wacht=meister	w7_d378e24527
Baron	w9_d378e24530
von	w11_d378e24533
Reibnitzischen	w1_d378e24538
Creditoren	w3_d378e24541
ein	w5_d378e24544
solches	w7_d378e24547
zu	w9_d378e24550
dem	w11_d378e24553
Ende	w13_d378e24557
hiermit	w1_d378e24563
intimiret,	w3_d378e24566
auf	w5_d378e24569
daß	w7_d378e24572
selbe	w9_d378e24575
in	w11_d378e24578
obbestimter	w13_d378e24582
Zeit	w15_d378e24585
entweder	w1_d378e24590
selbst	w3_d378e24593
persönlich,	w5_d378e24596
oder	w7_d378e24599
durch	w9_d378e24602
genugsam	w11_d378e24605
instruirte	w1_d378e24610
Bevollmächtigte	w3_d378e24613
vor	w5_d378e24616
obersagt	w7_d378e24619
Kais.	w9_d378e24622
Kön.	w11_d378e24625
Jud.	w1_d378e24630
Del.	w3_d378e24633
Mil.	w5_d378e24636
mixto	w7_d378e24639
zu	w9_d378e24642
Brünn	w11_d378e24645
als	w13_d378e24649
der	w15_d378e24652
in	w17_d378e24655
Sachen	w19_d378e24658
behörigen	w1_d378e24664
Abhandlungs=instanz	w3_d378e24667
zu	w5_d378e24670
erscheinen,	w7_d378e24673
und	w9_d378e24676
die	w1_d378e24681
erforderliche	w3_d378e24684
Liquidations=documenta	w5_d378e24687
beyzu	w7_d378e24690
bringen	w1_d378e24695
wissen	w3_d378e24698
mögen.	w5_d378e24701
Wornach	w7_d378e24704
sich	w9_d378e24707
also	w11_d378e24710
dieselbe	w13_d378e24714
zu	w1_d378e24719
richten,	w3_d378e24722
und	w5_d378e24725
ihrem	w7_d378e24728
Recht	w9_d378e24731
bestens	w11_d378e24734
zu	w13_d378e24738
invigili	w15_d378e24741
ren	w1_d378e24747
wissen	w3_d378e24750
werden.	w5_d378e24753
Actum	w7_d378e24756
Wien	w9_d378e24759
den	w11_d378e24762
23.	w13_d378e24766
August.	w15_d378e24769
1759.	w1_d378e24774
</p>
<p id="p32_d378e24777">
Den	w1_d378e24781
10.	w3_d378e24784
und	w5_d378e24787
die	w7_d378e24790
folgende	w9_d378e24793
Täge	w11_d378e24796
des	w13_d378e24800
künftigen	w15_d378e24803
Monats	w1_d378e24808
Septembris	w3_d378e24811
Vormittags	w5_d378e24814
von	w7_d378e24817
9.	w9_d378e24820
bis	w11_d378e24823
12.	w13_d378e24827
</p>
<p id="p34_d378e24830">
Nachmittags	w1_d378e24834
von	w3_d378e24837
3.	w5_d378e24840
bis	w7_d378e24843
6.	w9_d378e24846
Uhr	w11_d378e24849
wird	w13_d378e24853
in	w15_d378e24856
dem	w17_d378e24859
Gundel=hof	w1_d378e24864
im	w3_d378e24867
ersten	w5_d378e24870
Stock	w7_d378e24873
gegen	w9_d378e24876
die	w11_d378e24879
Brand	w13_d378e24883
stadt	w1_d378e24888
zu,	w3_d378e24891
eine	w5_d378e24894
auserlösene	w7_d378e24897
Bibliothee,	w9_d378e24900
samt	w11_d378e24903
ei	w13_d378e24907
ner	w1_d378e24913
Sammlung	w3_d378e24916
von	w5_d378e24919
Kupfer=stichen	w7_d378e24922
an	w9_d378e24925
die	w11_d378e24928
Meist	w13_d378e24932
bietende	w1_d378e24937
verkauffet	w3_d378e24940
werden.	w5_d378e24943
Der	w7_d378e24946
Büchercata	w9_d378e24949
logus	w1_d378e24954
ist	w3_d378e24957
in	w5_d378e24960
der	w7_d378e24963
Buch=handlung	w9_d378e24966
zum	w11_d378e24969
goldenen	w13_d378e24973
Vließ	w1_d378e24978
auf	w3_d378e24981
der	w5_d378e24984
hohen	w7_d378e24987
Brucken	w9_d378e24990
gratis	w11_d378e24993
zu	w13_d378e24997
bekomen.	w15_d378e25000
</p>
<p id="p36_d378e25004">
Von	w1_d378e25008
der	w3_d378e25011
Kaiserl.	w5_d378e25014
Königl.	w7_d378e25017
N.	w9_d378e25020
Oe.	w11_d378e25023
Justitzban	w13_d378e25027
co=deputation	w1_d378e25032
wegen,	w3_d378e25035
wird	w5_d378e25038
hiemit	w7_d378e25041
all	w9_d378e25044
und	w11_d378e25047
je	w13_d378e25051
den	w1_d378e25056
durch	w3_d378e25059
gegenwärtiges	w5_d378e25062
Edict	w7_d378e25065
kund	w9_d378e25068
gemacht:	w11_d378e25071
</p>
<p id="p38_d378e25074">
Es	w1_d378e25078
habe	w3_d378e25081
bey	w5_d378e25084
dieser	w7_d378e25087
Justitz=stelle	w9_d378e25090
Andreas	w11_d378e25093
Hell,	w13_d378e25097
Burgerl.	w1_d378e25102
Huf=schmidt	w3_d378e25105
allhier	w5_d378e25108
mit	w7_d378e25111
mehreren	w9_d378e25114
an	w11_d378e25117
was	w1_d378e25122
massen	w3_d378e25125
den	w5_d378e25128
25.	w7_d378e25131
Junii	w9_d378e25134
letzt	w11_d378e25137
gebracht	w1_d378e25143
hin	w1_d378e25148
derselbe	w3_d378e25151
das	w5_d378e25154
Unglück	w7_d378e25157
gehabt	w9_d378e25160
hätte,	w11_d378e25163
und	w13_d378e25167
ih	w15_d378e25170
me	w1_d378e25175
in	w3_d378e25178
dem	w5_d378e25181
Stahrembergischen	w7_d378e25184
Frey=haus,	w9_d378e25187
all	w11_d378e25190
wo	w1_d378e25195
seine	w3_d378e25198
Wohnung	w5_d378e25201
und	w7_d378e25204
Werk=stadt	w9_d378e25207
befindlich	w11_d378e25210
ge	w13_d378e25214
wesen,	w1_d378e25220
durch	w3_d378e25223
das	w5_d378e25226
allda	w7_d378e25229
entstandene	w9_d378e25232
heftige	w11_d378e25235
Feuer	w13_d378e25239
sein	w1_d378e25244
ganze	w3_d378e25247
Habschaft,	w5_d378e25250
und	w7_d378e25253
unter	w9_d378e25256
selber	w11_d378e25259
auch	w13_d378e25263
eine	w15_d378e25266
auf	w1_d378e25271
seinen	w3_d378e25274
Namen	w5_d378e25277
lautende	w7_d378e25280
Stadtbancoobli	w9_d378e25283
gation	w1_d378e25288
de	w3_d378e25291
Dato	w5_d378e25294
28.	w7_d378e25297
April	w9_d378e25300
1741.	w11_d378e25303
pr.	w13_d378e25307
500.	w15_d378e25310
fl.	w17_d378e25313
woran	w1_d378e25319
jedoch	w3_d378e25322
den	w5_d378e25325
6.	w7_d378e25328
May	w9_d378e25331
1751.	w11_d378e25334
bereits	w13_d378e25338
100.	w15_d378e25341
fl.	w17_d378e25344
abgeschrieben	w1_d378e25349
worden,	w3_d378e25352
mutmaßlichen	w5_d378e25355
verbrannt	w7_d378e25358
wäre,	w1_d378e25363
damit	w3_d378e25366
also	w5_d378e25369
erwehnte	w7_d378e25372
Obligation	w9_d378e25375
durch	w11_d378e25378
Af	w13_d378e25382
figerung	w1_d378e25387
eines	w3_d378e25390
gewöhnlichen	w5_d378e25393
Valval=edicts	w7_d378e25396
der	w9_d378e25399
Ordnung	w1_d378e25405
nach	w3_d378e25408
amortisiret,	w5_d378e25411
