<doc id="wr_1757-01-15" attrs="word" year="1757" month="01" day="15" corpus="2">
<head id="h2_d109e3306">
Corsica	w1_d109e3310
laubnüß	w1_d109e21412
zugestanden,	w3_d109e21415
ihm	w5_d109e21418
Gegenvorstellun	w7_d109e21421
gen	w1_d109e21426
zu	w3_d109e21429
thun.	w5_d109e21432
Hierzu	w7_d109e21435
kommt	w9_d109e21438
noch,	w11_d109e21441
daß	w13_d109e21445
alle	w15_d109e21448
die	w1_d109e21454
Bischöffe,	w3_d109e21457
die	w5_d109e21460
sich	w7_d109e21463
in	w9_d109e21466
ziemlich	w11_d109e21469
grosser	w13_d109e21473
An	w15_d109e21476
zahl	w1_d109e21481
alhier	w3_d109e21484
befunden,	w5_d109e21487
Königliche	w7_d109e21490
Befehl	w9_d109e21493
em	w11_d109e21496
pfangen,	w1_d109e21501
nach	w3_d109e21504
und	w5_d109e21507
nach	w7_d109e21510
in	w9_d109e21513
ihre	w11_d109e21516
Diörcesen	w13_d109e21520
abzugehen.	w1_d109e21525
Ob	w3_d109e21528
gleich	w5_d109e21531
übrigens	w7_d109e21534
die	w9_d109e21537
Decla	w11_d109e21540
ration	w1_d109e21546
wegen	w3_d109e21549
der	w5_d109e21552
Bulle	w7_d109e21555
Unigenitus	w9_d109e21558
für	w11_d109e21561
die	w13_d109e21565
Geistlichkeit	w1_d109e21570
so	w3_d109e21573
vortheilhaft	w5_d109e21576
ist,	w7_d109e21579
als	w9_d109e21582
sie	w11_d109e21585
nur	w13_d109e21589
immer	w1_d109e21594
hat	w3_d109e21597
wünschen	w5_d109e21600
können;	w7_d109e21603
so	w9_d109e21606
scheinet	w11_d109e21609
es	w13_d109e21613
doch,	w1_d109e21618
daß	w3_d109e21621
einige	w5_d109e21624
unter	w7_d109e21627
ihnen	w9_d109e21630
gerne	w11_d109e21633
gesehen	w13_d109e21637
hätten,	w1_d109e21643
wann	w3_d109e21646
sie	w5_d109e21649
noch	w7_d109e21652
günstiger	w9_d109e21655
für	w11_d109e21658
sie	w13_d109e21662
ausgefallen	w1_d109e21667
wäre.	w3_d109e21670
</p>
<p id="p16_d109e21673">
Da	w1_d109e21677
der	w3_d109e21680
Marquis	w5_d109e21683
de	w7_d109e21686
Lhopital	w9_d109e21689
im	w11_d109e21692
Begri	w13_d109e21696
stehet,	w1_d109e21701
als	w3_d109e21704
aussecordentlicher	w5_d109e21707
Königlicher	w7_d109e21710
Abgesandter,	w1_d109e21715
und	w3_d109e21718
Bevollmächtigter	w5_d109e21721
an	w7_d109e21724
den	w9_d109e21727
Rußisch=Kaiserlichen	w1_d109e21733
Hof	w3_d109e21736
abzugehen,	w5_d109e21739
so	w7_d109e21742
hat	w1_d109e21747
er	w3_d109e21750
sich	w5_d109e21753
bey	w7_d109e21756
beeden	w9_d109e21759
Königlichen	w11_d109e21762
Majestä	w13_d109e21766
ten,	w1_d109e21771
und	w3_d109e21774
Dero	w5_d109e21777
gesammten	w7_d109e21780
Königl.	w9_d109e21783
Familie	w11_d109e21786
beurlaubet,	w1_d109e21791
welches	w3_d109e21794
auch	w5_d109e21797
von	w7_d109e21800
denen	w9_d109e21803
Cava	w11_d109e21806
liers	w1_d109e21812
geschehen	w3_d109e21815
ist,	w5_d109e21818
die	w7_d109e21821
ihn	w9_d109e21824
dahin	w11_d109e21827
beglei	w13_d109e21831
ten.	w1_d109e21836
Selbige	w3_d109e21839
seynd	w5_d109e21842
der	w7_d109e21845
Baron	w9_d109e21848
de	w11_d109e21851
Lhopi	w13_d109e21855
tall,	w1_d109e21860
aggregirter	w3_d109e21863
Obrister	w5_d109e21866
bey	w7_d109e21869
dem	w9_d109e21872
Regiment	w11_d109e21875
Royal=italien;	w1_d109e21880
der	w3_d109e21883
Graf	w5_d109e21886
v.	w7_d109e21889
Fougieres,	w9_d109e21892
Fähn	w11_d109e21895
drich	w1_d109e21901
von	w3_d109e21904
der	w5_d109e21907
Gendarmerie,	w7_d109e21910
und	w9_d109e21913
Ritter	w11_d109e21916
des	w13_d109e21920
St.	w1_d109e21925
Ludwigs=ordens;	w3_d109e21928
Herr	w5_d109e21931
Froltier,	w7_d109e21934
Che	w9_d109e21937
valier	w1_d109e21942
de	w3_d109e21945
la	w5_d109e21948
Messeliere,	w7_d109e21951
Brigadier	w9_d109e21954
der	w11_d109e21957
Kö	w13_d109e21961
nigl.	w1_d109e21966
Armee,	w3_d109e21969
und	w5_d109e21972
Ritter	w7_d109e21975
des	w9_d109e21978
St.	w11_d109e21981
Ludwigs	w13_d109e21985
</p>
<p id="p18_d109e21988">
ordens;	w1_d109e21992
Herr	w3_d109e21995
de	w5_d109e21998
la	w7_d109e22001
Beaume,	w9_d109e22004
Graf	w11_d109e22007
von	w13_d109e22011
Suse,	w1_d109e22016
Capitan	w3_d109e22019
von	w5_d109e22022
der	w7_d109e22025
Cavallerie;	w9_d109e22028
der	w11_d109e22031
Baron	w1_d109e22036
von	w3_d109e22039
Vittinghof,	w5_d109e22042
aggregirter	w7_d109e22045
Obrist	w9_d109e22048
leutenant	w1_d109e22054
bey	w3_d109e22057
dem	w5_d109e22060
Regiment	w7_d109e22063
Nassau=usingen,	w9_d109e22066
und	w1_d109e22071
Ritter	w3_d109e22074
des	w5_d109e22077
Königlich=Schwedischen	w7_d109e22080
Schwert=ordens;	w1_d109e22085
der	w3_d109e22088
Marquis	w5_d109e22091
von	w7_d109e22094
Ber	w9_d109e22097
mont,	w1_d109e22102
Capitan	w3_d109e22105
von	w5_d109e22108
der	w7_d109e22111
Cavallerie;	w9_d109e22114
Herr	w11_d109e22117
Bay	w1_d109e22123
de	w3_d109e22126
Tellins;	w5_d109e22129
Herr	w7_d109e22132
de	w9_d109e22135
Stancelin,	w11_d109e22138
aggre	w13_d109e22142
girter	w1_d109e22147
Capitan	w3_d109e22150
von	w5_d109e22153
der	w7_d109e22156
Jnfanterie	w9_d109e22159
bey	w11_d109e22162
dem	w13_d109e22166
Regiment	w1_d109e22171
van	w3_d109e22174
Hennegau,	w5_d109e22177
und	w7_d109e22180
Herr	w9_d109e22183
Bertin,	w11_d109e22186
Leutenant	w1_d109e22191
bey	w3_d109e22194
dem	w5_d109e22197
Königl.	w7_d109e22200
Küraßierregi	w9_d109e22203
ment.	w1_d109e22209
Man	w3_d109e22212
spricht	w5_d109e22215
stark	w7_d109e22218
von	w9_d109e22221
Errichtung	w11_d109e22224
ei	w13_d109e22228
nes	w1_d109e22233
neuen	w3_d109e22236
Corps	w5_d109e22239
Trupen;	w7_d109e22242
dessen	w9_d109e22245
Anwerbung	w11_d109e22248
zu	w1_d109e22253
Dinant,	w3_d109e22256
und	w5_d109e22259
Chiney	w7_d109e22262
geschehen	w9_d109e22265
solle;	w11_d109e22268
das	w1_d109e22273
den	w3_d109e22276
Namen	w5_d109e22279
Royal=tranger	w7_d109e22282
führen	w9_d109e22285
wer	w11_d109e22288
de,	w1_d109e22294
und	w3_d109e22297
wozu	w5_d109e22300
die	w7_d109e22303
Officiers	w9_d109e22306
aus	w11_d109e22309
dem	w13_d109e22313
Litti	w15_d109e22316
chischen	w1_d109e22321
genommen	w3_d109e22324
werden	w5_d109e22327
sollen.	w7_d109e22330
Man	w9_d109e22333
fü	w11_d109e22336
get	w1_d109e22341
hinzu,	w3_d109e22344
die	w5_d109e22347
dieshalb	w7_d109e22350
gethanen	w9_d109e22353
Vorschlä	w11_d109e22356
ge	w1_d109e22361
wären	w3_d109e22364
von	w5_d109e22367
dem	w7_d109e22370
CardinalFürstenBi	w9_d109e22373
schof	w1_d109e22379
zu	w3_d109e22382
Lüttich	w5_d109e22385
bereits	w7_d109e22388
genehm	w9_d109e22391
gehalten	w11_d109e22394
worden,	w1_d109e22399
und	w3_d109e22402
es	w5_d109e22405
würde	w7_d109e22408
dieses	w9_d109e22411
neue	w11_d109e22414
Regiment,	w13_d109e22418
das	w1_d109e22423
aus	w3_d109e22426
2.	w5_d109e22429
Battaillons	w7_d109e22432
bestehen	w9_d109e22435
solte,	w11_d109e22438
von	w13_d109e22442
dem	w1_d109e22447
Baron	w3_d109e22450
von	w5_d109e22453
Vierset,	w7_d109e22456
der	w9_d109e22459
als	w11_d109e22462
Obrist	w13_d109e22466
leutenant	w1_d109e22472
bey	w3_d109e22475
dem	w5_d109e22478
Jnfanterie=regiment	w7_d109e22481
Royal=baviere	w1_d109e22486
stehet,	w3_d109e22489
commandiret	w5_d109e22492
wer	w7_d109e22495
den.	w1_d109e22500
</p>
<p id="p20_d109e22503">
Der	w1_d109e22507
glückliche	w3_d109e22510
Fortgang,	w5_d109e22513
den	w7_d109e22516
der	w9_d109e22519
Herzog	w11_d109e22522
von	w1_d109e22527
Bourgene	w3_d109e22530
in	w5_d109e22533
der	w7_d109e22536
Mathematic	w9_d109e22539
machet,	w11_d109e22542
erwecket	w1_d109e22547
je	w3_d109e22550
mehr	w5_d109e22553
und	w7_d109e22556
mehr	w9_d109e22559
die	w11_d109e22562
Verwunde	w13_d109e22566
rung	w1_d109e22572
derer	w3_d109e22575
Personen,	w5_d109e22578
die	w7_d109e22581
der	w9_d109e22584
Erziehung	w11_d109e22587
dieses	w1_d109e22592
Prinzens	w3_d109e22595
vorgesetzet	w5_d109e22598
seynd.	w7_d109e22601
Die	w9_d109e22604
mei	w11_d109e22607
sten	w1_d109e22612
Termini	w3_d109e22615
der	w5_d109e22618
Geometrie	w7_d109e22621
seynd	w9_d109e22624
ihm	w11_d109e22627
be	w13_d109e22631
reits	w1_d109e22636
geläuffig;	w3_d109e22639
er	w5_d109e22642
entwirft	w7_d109e22645
aufs	w9_d109e22648
Papier,	w11_d109e22651
und	w1_d109e22657
aufs	w3_d109e22660
Tertain	w5_d109e22663
die	w7_d109e22666
nützlichsten	w9_d109e22669
Aufga	w11_d109e22672
ben,	w1_d109e22677
und	w3_d109e22680
hat	w5_d109e22683
genaue	w7_d109e22686
Begriffe	w9_d109e22689
von	w11_d109e22692
der	w13_d109e22696
Sphä	w15_d109e22699
re,	w1_d109e22704
dem	w3_d109e22707
Globo,	w5_d109e22710
rc.	w7_d109e22713
Alles	w9_d109e22716
dieses	w11_d109e22719
wird	w13_d109e22723
nur	w15_d109e22726
in	w1_d109e22731
denen	w3_d109e22734
Ergötzungs=stunden	w5_d109e22737
von	w7_d109e22740
ihm	w9_d109e22743
getrie	w11_d109e22746
ben,	w1_d109e22752
und	w3_d109e22755
die	w5_d109e22758
Erlaubnüß,	w7_d109e22761
sich	w9_d109e22764
damit	w11_d109e22767
zu	w13_d109e22771
be	w15_d109e22774
schäftigen,	w1_d109e22779
wird	w3_d109e22782
ihm	w5_d109e22785
als	w7_d109e22788
eine	w9_d109e22791
Belohnung	w11_d109e22794
seines	w1_d109e22799
übrigen	w3_d109e22802
Fleisses	w5_d109e22805
zugestanden.	w7_d109e22808
</p>
<head id="h4_d109e22840">
EDICT.	w1_d109e22844
</head>
<p id="p6_d109e22847">
Wir	w1_d109e22851
N.	w3_d109e22854
N.	w5_d109e22857
Superintentenden,	w7_d109e22860
und	w9_d109e22863
Spittl	w11_d109e22866
meister	w1_d109e22871
des	w3_d109e22874
Burger=spitals	w5_d109e22877
in	w7_d109e22880
Wien,	w9_d109e22883
geben	w11_d109e22886
hie	w13_d109e22890
mit	w1_d109e22895
jedermänniglich	w3_d109e22898
zu	w5_d109e22901
vernehmen:	w7_d109e22904
Was	w9_d109e22907
massen	w1_d109e22913
bey	w3_d109e22916
dem	w5_d109e22919
uns	w7_d109e22922
anvertrauten	w9_d109e22925
Burger	w11_d109e22928
spitals	w1_d109e22933
Grund=buch	w3_d109e22936
der	w5_d109e22939
Wol=ehrwürdige	w7_d109e22942
P.	w1_d109e22947
Anacletus	w3_d109e22950
à	w5_d109e22953
S.	w7_d109e22956
Sereno,	w9_d109e22959
Ordinis	w11_d109e22962
Car-	w13_d109e22966
melitarum	w1_d109e22971
Calceatorum	w3_d109e22974
pro	w5_d109e22977
tempore	w7_d109e22980
Procurator	w1_d109e22986
Provinciæ,	w3_d109e22989
wider	w5_d109e22992
dem	w7_d109e22995
Bal	w9_d109e22998
thasar	w1_d109e23003
Schedl,	w3_d109e23006
behausten	w5_d109e23009
Nachbarn	w7_d109e23012
zum	w9_d109e23015
blauen	w1_d109e23020
Jgl	w3_d109e23023
am	w5_d109e23026
Spital=berg,	w7_d109e23029
und	w9_d109e23032
Sabinam	w11_d109e23035
uxorem	w1_d109e23040
unterm	w3_d109e23043
8.	w5_d109e23046
Julii	w7_d109e23049
dieses	w9_d109e23052
Jahrs	w11_d109e23055
an	w13_d109e23059
gezeiget:	w1_d109e23065
daß	w3_d109e23068
die	w5_d109e23071
Catharina	w7_d109e23074
Aichholzerin,	w9_d109e23077
nunmehro	w1_d109e23082
seel.	w3_d109e23085
auf	w5_d109e23088
obig	w7_d109e23091
vorhin	w9_d109e23094
der	w11_d109e23097
Catharina	w13_d109e23101
Gasserin,	w1_d109e23106
eigentümlich	w3_d109e23109
gewest,	w5_d109e23112
zum	w7_d109e23115
blauen	w9_d109e23118
Jgl	w1_d109e23123
genanntes	w3_d109e23126
Haus	w5_d109e23129
am	w7_d109e23132
Spital=berg	w9_d109e23135
ein	w11_d109e23138
Satz=capital	w1_d109e23144
per	w3_d109e23147
500.	w5_d109e23150
Fl.	w7_d109e23153
à	w9_d109e23156
5.	w11_d109e23159
pro	w13_d109e23163
Cento	w15_d109e23166
anligend	w1_d109e23171
gehabt,	w3_d109e23174
zu	w5_d109e23177
Abzahlung	w7_d109e23180
dessen	w9_d109e23183
aber	w11_d109e23186
vorgemeldt	w1_d109e23191
Löbl.	w3_d109e23194
Provinz	w5_d109e23197
besagter	w7_d109e23200
Frauen	w9_d109e23203
Gasserin	w1_d109e23208
500.	w3_d109e23211
Fl.	w5_d109e23214
dargeliehen,	w7_d109e23217
und	w9_d109e23220
der	w11_d109e23223
selben	w1_d109e23229
durch	w3_d109e23232
Gregorium	w5_d109e23235
Schmetterer,	w7_d109e23238
Bur	w9_d109e23241
gerlichen	w1_d109e23246
Perugen=macher	w3_d109e23249
behändiget	w5_d109e23252
haben,	w7_d109e23255
welche	w1_d109e23260
gedachter	w3_d109e23263
Provinz	w5_d109e23266
eine	w7_d109e23269
Obligation	w9_d109e23272
ausgestellet	w1_d109e23277
hat,	w3_d109e23280
worüber	w5_d109e23283
quæstionirtes	w7_d109e23286
Haus	w1_d109e23292
von	w3_d109e23295
berührter	w5_d109e23298
Gasserin	w7_d109e23301
obig	w9_d109e23304
Sched	w11_d109e23307
lischen	w1_d109e23312
Con=personen	w3_d109e23315
verkauffet,	w5_d109e23318
und	w7_d109e23321
von	w9_d109e23324
diesen	w1_d109e23329
mehr	w3_d109e23332
gehörte	w5_d109e23335
Provinz	w7_d109e23338
wiederholte	w9_d109e23341
500.	w11_d109e23344
Fl.	w1_d109e23349
gegen	w3_d109e23352
weiterer	w5_d109e23355
Obligation,	w7_d109e23358
noch	w9_d109e23361
auf	w11_d109e23364
ein	w13_d109e23368
Jahr,	w1_d109e23374
oder	w3_d109e23377
so	w5_d109e23380
lang	w7_d109e23383
es	w9_d109e23386
derselben	w11_d109e23389
beliebig	w13_d109e23393
ligen	w1_d109e23398
zu	w3_d109e23401
lassen	w5_d109e23404
ersuchet	w7_d109e23407
worden	w9_d109e23410
seyn.	w11_d109e23413
Wor	w13_d109e23417
auf	w1_d109e23422
eine	w3_d109e23425
Tag=satzung	w5_d109e23428
angeordnet,	w7_d109e23431
und	w9_d109e23434
den	w11_d109e23437
15.	w1_d109e23442
Julii	w3_d109e23445
dieses	w5_d109e23448
Jahrs	w7_d109e23451
über	w9_d109e23454
die	w11_d109e23457
vernohmene	w13_d109e23461
Noth=durft,	w1_d109e23467
und	w3_d109e23470
von	w5_d109e23473
dem	w7_d109e23476
Gregorio	w9_d109e23479
Schmet	w11_d109e23482
terer,	w1_d109e23487
wie	w3_d109e23490
auch	w5_d109e23493
von	w7_d109e23496
der	w9_d109e23499
Catharina	w11_d109e23502
Gasserin,	w13_d109e23506
nunmehro	w1_d109e23511
verehligter	w3_d109e23514
Springlerin,	w5_d109e23517
als	w7_d109e23520
vor	w9_d109e23523
hinniger	w1_d109e23528
Haus=innhaberin	w3_d109e23531
Gerichtlich	w5_d109e23534
be	w7_d109e23537
schehene	w1_d109e23543
Contestirung,	w3_d109e23546
daß	w5_d109e23549
er	w7_d109e23552
Schmet	w9_d109e23555
terer	w1_d109e23560
von	w3_d109e23563
denen	w5_d109e23566
Herren	w7_d109e23569
PP.	w9_d109e23572
Carmelitern	w11_d109e23575
auf	w13_d109e23579
der	w1_d109e23584
Laim=gruben	w3_d109e23587
500.	w5_d109e23590
Fl.	w7_d109e23593
baar	w9_d109e23596
dargezehlter	w11_d109e23599
überkommen,	w1_d109e23604
und	w3_d109e23607
darmit	w5_d109e23610
jenes	w7_d109e23613
Satz=capital	w9_d109e23616
eben	w1_d109e23622
per	w3_d109e23625
500.	w5_d109e23628
Fl.,	w7_d109e23631
so	w9_d109e23634
der	w11_d109e23637
Joseph	w13_d109e23641
Gasser,	w15_d109e23644
gewester	w1_d109e23649
Richter	w3_d109e23652
am	w5_d109e23655
Spital=berg,	w7_d109e23658
und	w9_d109e23661
Ca	w11_d109e23664
tharina	w1_d109e23669
dessen	w3_d109e23672
Ehewürthin,	w5_d109e23675
von	w7_d109e23678
Catharina	w9_d109e23681
Aichholzerin	w1_d109e23686
aufgenommen,	w3_d109e23689
folglich	w5_d109e23692
untern	w7_d109e23695
18.	w1_d109e23701
Octobris	w3_d109e23704
1732.	w5_d109e23707
auf	w7_d109e23710
ihre	w9_d109e23713
Behausung	w11_d109e23716
da	w13_d109e23720
selbst	w1_d109e23725
realiter	w3_d109e23728
versicheren	w5_d109e23731
lassen,	w7_d109e23734
ihr	w9_d109e23737
Aich	w11_d109e23740
holzerin	w1_d109e23745
in	w3_d109e23748
Beyseyn	w5_d109e23751
der	w7_d109e23754
Springlerin	w9_d109e23757
baar	w11_d109e23760
zuruck	w1_d109e23765
bezahlet	w3_d109e23768
habe,	w5_d109e23771
veranlasset	w7_d109e23774
worden:	w9_d109e23777
das	w1_d109e23783
wegen	w3_d109e23786
der	w5_d109e23789
von	w7_d109e23792
dem	w9_d109e23795
Joseph	w11_d109e23798
Gasser,	w13_d109e23802
und	w15_d109e23805
dessen	w1_d109e23810
Ehewürthin	w3_d109e23813
an	w5_d109e23816
gedachte	w7_d109e23819
Aichholzerin	w9_d109e23822
</p>
<p id="p8_d109e23825">
de	w1_d109e23829
dato	w3_d109e23832
9.	w5_d109e23835
Octobris	w7_d109e23838
1732.	w9_d109e23841
ausgestellt:	w11_d109e23844
nachhin	w1_d109e23849
aber	w3_d109e23852
bey	w5_d109e23855
denen	w7_d109e23858
PP.	w9_d109e23861
Carmelitern	w11_d109e23864
in	w13_d109e23868
Verstoß	w1_d109e23873
gerathenen	w3_d109e23876
Obligation	w5_d109e23879
und	w7_d109e23882
Cession	w9_d109e23885
ein	w1_d109e23891
Amortisations	w3_d109e23894
Edict	w5_d109e23897
auf	w7_d109e23900
1.	w9_d109e23903
Jahr	w11_d109e23906
6.	w13_d109e23910
Wochen	w1_d109e23915
und	w3_d109e23918
3.	w5_d109e23921
Tag	w7_d109e23924
affigiret,	w9_d109e23927
und	w11_d109e23930
solches	w13_d109e23934
die	w1_d109e23939
Herren	w3_d109e23942
Supplicanten	w5_d109e23945
zweymalen	w7_d109e23948
in	w9_d109e23951
die	w11_d109e23954
Zeitung	w1_d109e23959
drucken	w3_d109e23962
zu	w5_d109e23965
lassen	w7_d109e23968
schuldig	w9_d109e23971
seyn;	w11_d109e23974
Jm	w13_d109e23978
mittels	w1_d109e23984
aber	w3_d109e23987
mit	w5_d109e23990
Onerir	w7_d109e23993
und	w9_d109e23996
Veralienirung	w11_d109e23999
der	w1_d109e24004
Scheldisch,	w3_d109e24007
vorhin	w5_d109e24010
Gasserischen	w7_d109e24013
Be	w9_d109e24016
hausung	w1_d109e24021
still	w3_d109e24024
gestanden	w5_d109e24027
werden	w7_d109e24030
solle.	w9_d109e24033
</p>
<p id="p10_d109e24036">
Als	w1_d109e24040
werden	w3_d109e24043
zufolge	w5_d109e24046
dessen	w7_d109e24049
all	w9_d109e24052
diejenige,	w11_d109e24055
so	w13_d109e24059
vorermeldt	w1_d109e24064
Gasserische	w3_d109e24067
Original	w5_d109e24070
Obligation,	w7_d109e24073
und	w1_d109e24078
Aichholzerischen	w3_d109e24081
Cession	w5_d109e24084
per	w7_d109e24087
500.	w9_d109e24090
Fl.	w11_d109e24093
etwann	w1_d109e24099
in	w3_d109e24102
Handen	w5_d109e24105
haben,	w7_d109e24108
von	w9_d109e24111
heut	w11_d109e24114
Dato	w13_d109e24118
innerhalb	w1_d109e24123
1.	w3_d109e24126
Jahr,	w5_d109e24129
6.	w7_d109e24132
Wochen,	w9_d109e24135
3.	w11_d109e24138
Tägen	w13_d109e24142
bey	w1_d109e24147
dem	w3_d109e24150
Burger=spitals	w5_d109e24153
Grund=buch	w7_d109e24156
sub	w9_d109e24159
1mo	w1_d109e24164
2do	w3_d109e24167
&	w5_d109e24170
3tio	w7_d109e24173
termino	w9_d109e24176
also	w11_d109e24179
gewiß	w13_d109e24183
zu	w15_d109e24186
erscheinen,	w1_d109e24192
auch	w3_d109e24195
sothane	w5_d109e24198
Obligation,	w7_d109e24201
und	w9_d109e24204
Cession	w1_d109e24209
mitzubringen,	w3_d109e24212
darzu	w5_d109e24215
sich	w7_d109e24218
zu	w9_d109e24221
legi	w11_d109e24224
timiren,	w1_d109e24229
und	w3_d109e24232
ihre	w5_d109e24235
Forderung	w7_d109e24238
unter	w9_d109e24241
einstens	w11_d109e24244
zu	w1_d109e24249
liquidiren	w3_d109e24252
haben,	w5_d109e24255
als	w7_d109e24258
im	w9_d109e24261
widrigen	w11_d109e24264
bey	w13_d109e24268
nicht	w1_d109e24274
Erscheinungs=fall	w3_d109e24277
dieserwegen	w5_d109e24280
niemand	w7_d109e24283
mehr	w1_d109e24288
angehört,	w3_d109e24291
sondern	w5_d109e24294
denen	w7_d109e24297
Ausbleiben	w9_d109e24300
den	w1_d109e24305
das	w3_d109e24308
ewige	w5_d109e24311
Stillschweigen	w7_d109e24314
auferleget,	w9_d109e24317
und	w1_d109e24322
das	w3_d109e24325
weitere,	w5_d109e24328
was	w7_d109e24331
Rechtens	w9_d109e24334
ist,	w11_d109e24337
erkennet	w13_d109e24341
werden	w1_d109e24347
solle.	w3_d109e24350
Actum	w5_d109e24353
Wien,	w7_d109e24356
den	w9_d109e24359
15.	w11_d109e24362
Julii	w13_d109e24366
1756.	w1_d109e24371
</p>
<head id="h2_d109e24378">
EDICT	w1_d109e24382
</head>
<p id="p4_d109e24385">
Von	w1_d109e24389
der	w3_d109e24392
Kaiserl.	w5_d109e24395
Königl.	w7_d109e24398
N.	w9_d109e24401
Oe.	w11_d109e24404
Re	w13_d109e24408
präsentation	w1_d109e24413
und	w3_d109e24416
Kammer	w5_d109e24419
wegen	w7_d109e24422
wird	w9_d109e24425
mit	w11_d109e24428
gegenwärtig	w1_d109e24433
offenen	w3_d109e24436
Edict	w5_d109e24439
jedermänniglich	w7_d109e24442
sowol	w1_d109e24448
an	w3_d109e24451
als	w5_d109e24454
abwesenden	w7_d109e24457
kund	w9_d109e24460
und	w11_d109e24463
zu	w13_d109e24467
wissen	w15_d109e24470
gemacht:	w1_d109e24475
</p>
<p id="p6_d109e24478">
Es	w1_d109e24482
habe	w3_d109e24485
Gottlieb;	w5_d109e24488
Rohrer,	w7_d109e24491
Verwaltet	w9_d109e24494
der	w1_d109e24499
Passauerisch=Dom=capitlischen	w3_d109e24502
Herrschaft	w5_d109e24505
Ober=stockfall	w1_d109e24510
als	w3_d109e24513
substituirter	w5_d109e24516
Gewalttra	w7_d109e24519
ger	w1_d109e24525
des	w3_d109e24528
Herrn	w5_d109e24531
Ernst	w7_d109e24534
Carl	w9_d109e24537
Grafens	w11_d109e24540
von	w13_d109e24544
Payr	w15_d109e24547
sperg,	w1_d109e24552
dermaligen	w3_d109e24555
Dom=dechants	w5_d109e24558
zu	w7_d109e24561
Passau,	w9_d109e24564
und	w1_d109e24569
Mandatarii	w3_d109e24572
der	w5_d109e24575
in	w7_d109e24578
München	w9_d109e24581
sich	w11_d109e24584
befin	w13_d109e24588
denden	w1_d109e24593
Frauen	w3_d109e24596
Frauen,	w5_d109e24599
Josepha	w7_d109e24602
Elisabetha	w9_d109e24605
verwittibten	w1_d109e24611
Gräfin	w3_d109e24614
Fuggerin,	w5_d109e24617
gebornen	w7_d109e24620
Gräfin	w1_d109e24625
von	w3_d109e24628
Payrsperg	w5_d109e24631
hier	w7_d109e24634
Orts	w9_d109e24637
mit	w11_d109e24640
meh	w13_d109e24644
reren	w1_d109e24649
vorgestellet,	w3_d109e24652
was	w5_d109e24655
massen	w7_d109e24658
Weil.	w9_d109e24661
Frau	w11_d109e24664
Maria	w1_d109e24669
Anna	w3_d109e24672
Gräfin	w5_d109e24675
von	w7_d109e24678
Cavriani,	w9_d109e24681
gebor	w11_d109e24684
ne	w1_d109e24690
Gräfin	w3_d109e24693
von	w5_d109e24696
Payrsperg	w7_d109e24699
gleich	w9_d109e24702
gedachter	w11_d109e24705
Frauen	w1_d109e24710
Josephä	w3_d109e24713
Elisabethä,	w5_d109e24716
verwittibten	w7_d109e24719
Gräfin	w1_d109e24724
von	w3_d109e24727
Fugger,	w5_d109e24730
mittelst	w7_d109e24733
des	w9_d109e24736
bey	w11_d109e24739
dem	w13_d109e24743
ehemalig	w1_d109e24748
Kaiserl.	w3_d109e24751
Königl.	w5_d109e24754
ObristHofmar	w7_d109e24757
schallen	w1_d109e24763
Amt	w3_d109e24766
dahier	w5_d109e24769
publicirten	w7_d109e24772
Testaments	w9_d109e24775
</p>
<p id="p10_d109e24780">
de	w1_d109e24784
Dato	w3_d109e24787
13.	w5_d109e24790
Februarii	w7_d109e24793
1722.	w9_d109e24796
jene	w11_d109e24799
5000.	w13_d109e24803
fl.	w15_d109e24806
Capitals	w1_d109e24811
letztwillig	w3_d109e24814
vermachet	w5_d109e24817
hätte,	w7_d109e24820
wel	w9_d109e24823
che	w1_d109e24828
sie	w3_d109e24831
Gräfliche	w5_d109e24834
Frau	w7_d109e24837
Erblasserin	w9_d109e24840
vermög	w11_d109e24843
dreyen	w1_d109e24849
ausgestellten	w3_d109e24852
Obligationen,	w5_d109e24855
als	w7_d109e24858
einer	w9_d109e24861
de	w1_d109e24866
Dato	w3_d109e24869
6.	w5_d109e24872
Oetobais	w7_d109e24875
1622.	w9_d109e24878
pr.	w11_d109e24881
1000.	w13_d109e24885
fl.	w15_d109e24888
der	w1_d109e24893
anderen	w3_d109e24896
de	w5_d109e24899
Dato	w7_d109e24902
15.	w9_d109e24905
Jenner	w11_d109e24908
1693.	w13_d109e24912
pr.	w15_d109e24915
2000.	w1_d109e24920
fl.,	w3_d109e24923
und	w5_d109e24926
endlich	w7_d109e24929
der	w9_d109e24932
dritten	w11_d109e24935
de	w13_d109e24939
Dato	w15_d109e24942
15.	w1_d109e24948
Aprilis	w3_d109e24951
1693.	w5_d109e24954
ebenfalls	w7_d109e24957
pr.	w9_d109e24960
2000.	w11_d109e24963
fl.	w13_d109e24967
an	w1_d109e24972
denen	w3_d109e24975
gewesten	w5_d109e24978
hiesigen	w7_d109e24981
Wichslern	w9_d109e24984
Var	w11_d109e24987
rena,	w1_d109e24992
und	w3_d109e24995
Caresani	w5_d109e24998
zu	w7_d109e25001
forderen	w9_d109e25004
gehabt	w11_d109e25007
nachhin	w1_d109e25012
aber	w3_d109e25015
wegen	w5_d109e25018
verschiedener	w7_d109e25021
von	w9_d109e25024
besag	w11_d109e25027
ten	w1_d109e25033
Wechslern	w3_d109e25036
bey	w5_d109e25039
