<doc id="wr_1756-11-20" attrs="word" year="1756" month="11" day="20" corpus="2">
<head id="h2_d93e3076">
Lenden	w1_d93e3080
noch	w9_d93e21189
nichts	w1_d93e21194
von	w3_d93e21197
der	w5_d93e21200
Sache	w7_d93e21203
durch	w9_d93e21206
die	w11_d93e21209
Ho	w13_d93e21213
Koednn	w1_d93e21218
bekannt	w1_d93e21223
machen	w3_d93e21226
lassen.	w5_d93e21229
</p>
<p id="p12_d93e21233">
Jn	w1_d93e21237
des	w3_d93e21240
Buchhändlers	w5_d93e21243
Georg	w7_d93e21246
Bauer,	w9_d93e21249
sey	w11_d93e21252
nem	w1_d93e21257
Gewölb	w3_d93e21260
auf	w5_d93e21263
dem	w7_d93e21266
alten	w9_d93e21269
Fleisch=markt	w11_d93e21272
in	w13_d93e21276
dem	w1_d93e21281
Selderischen	w3_d93e21284
Haus	w5_d93e21287
sind	w7_d93e21290
folgende	w9_d93e21293
Bücher	w11_d93e21296
für	w1_d93e21302
billigen	w3_d93e21305
Preis	w5_d93e21308
zu	w7_d93e21311
bekommen.	w9_d93e21314
</p>
<p id="p14_d93e21317">
Neue,	w1_d93e21321
und	w3_d93e21324
curieuse	w5_d93e21327
Theatralische	w7_d93e21330
Tanz	w9_d93e21333
schul,	w1_d93e21338
zwey	w3_d93e21341
Theile	w5_d93e21344
in	w7_d93e21347
sich	w9_d93e21350
enthaltend,	w11_d93e21353
fünf	w13_d93e21357
zig	w1_d93e21362
Tänze,	w3_d93e21365
von	w5_d93e21368
allerhand	w7_d93e21371
Nationen,	w9_d93e21374
und	w11_d93e21377
Theatralischen	w1_d93e21383
Figuren,	w3_d93e21386
so	w5_d93e21389
wol	w7_d93e21392
in	w9_d93e21395
ihrer	w11_d93e21398
Klei	w13_d93e21402
dung,	w1_d93e21407
als	w3_d93e21410
auch,	w5_d93e21413
wie	w7_d93e21416
man	w9_d93e21419
sich	w11_d93e21422
in	w13_d93e21426
denen	w15_d93e21429
Po	w17_d93e21432
fituren,	w1_d93e21437
so	w3_d93e21440
diese	w5_d93e21443
Tänze	w7_d93e21446
vorstellen;	w9_d93e21449
auf	w11_d93e21452
eine	w13_d93e21456
Kunst=mäßige,	w1_d93e21461
doch	w3_d93e21464
leichte	w5_d93e21467
Manier,	w7_d93e21470
samt	w9_d93e21473
denen	w1_d93e21479
gehörigen	w3_d93e21482
Arien	w5_d93e21485
zu	w7_d93e21488
verhalten	w9_d93e21491
habe,	w11_d93e21494
ingleichen,	w1_d93e21499
wie	w3_d93e21502
man	w5_d93e21505
eine	w7_d93e21508
jede	w9_d93e21511
derselbigen,	w11_d93e21514
ohne	w1_d93e21519
einem	w3_d93e21522
Tanz=meister,	w5_d93e21525
und	w7_d93e21528
ohne	w9_d93e21531
die	w11_d93e21534
Cho	w13_d93e21538
rographie	w1_d93e21543
zu	w3_d93e21546
wissen,	w5_d93e21549
begreiffen	w7_d93e21552
möge.	w9_d93e21555
Er	w11_d93e21558
funden	w1_d93e21564
und	w3_d93e21567
ans	w5_d93e21570
Licht	w7_d93e21573
gestellet	w9_d93e21576
von	w11_d93e21579
Gregorie	w13_d93e21583
Labrazi,	w1_d93e21588
Jtaliänischen	w3_d93e21591
Tanz=meistern,	w5_d93e21594
und	w7_d93e21597
Componisten	w1_d93e21602
allerley	w3_d93e21605
Theatralischer	w5_d93e21608
Tänze.	w7_d93e21611
Fol.	w1_d93e21616
kostet	w3_d93e21619
4.	w5_d93e21622
fl.	w7_d93e21625
</p>
<list id="l16_d93e21628">
Nova	w1_d93e21632
observata	w3_d93e21635
&	w5_d93e21638
inventa	w7_d93e21641
circa	w9_d93e21644
Ferrum	w11_d93e21647
&	w1_d93e21652
Ignem	w3_d93e21655
&	w5_d93e21658
præcipua	w7_d93e21661
circa	w9_d93e21664
naturam	w11_d93e21667
Ignis	w13_d93e21671
clementarem,	w1_d93e21676
una	w3_d93e21679
cum	w5_d93e21682
nova	w7_d93e21685
Camini	w9_d93e21688
m-	w11_d93e21691
ventione.	w1_d93e21697
Cum	w3_d93e21700
figuris,	w5_d93e21703
II.	w7_d93e21706
Thomi,	w9_d93e21709
8vo.	w11_d93e21712
1.	w1_d93e21717
fl.	w3_d93e21720
45.	w5_d93e21723
x.	w7_d93e21726
Principia	w1_d93e21731
rerum	w3_d93e21734
naturalium	w5_d93e21737
swe	w7_d93e21740
nova	w9_d93e21743
tentamina	w1_d93e21748
Chymiam	w3_d93e21751
&	w5_d93e21754
Physicam	w7_d93e21757
experi-	w9_d93e21760
mentalem	w1_d93e21766
geometrice	w3_d93e21769
explicandi,	w5_d93e21772
II.	w7_d93e21775
Tomi,	w9_d93e21778
cum	w1_d93e21783
Figuris,	w3_d93e21786
8vo,	w5_d93e21789
1.	w7_d93e21792
fl.	w9_d93e21795
45.	w11_d93e21798
x.	w13_d93e21802
Abhandlung	w1_d93e21807
von	w3_d93e21810
der	w5_d93e21813
singenden	w7_d93e21816
Nachtigall;	w9_d93e21819
in	w1_d93e21824
sich	w3_d93e21827
haltend	w5_d93e21830
die	w7_d93e21833
Art	w9_d93e21836
und	w11_d93e21839
Weise,	w13_d93e21843
selbige	w15_d93e21846
mit	w1_d93e21852
dem	w3_d93e21855
Netze	w5_d93e21858
zu	w7_d93e21861
fangen,	w9_d93e21864
mit	w11_d93e21867
leichter	w13_d93e21871
Mü	w15_d93e21874
he	w1_d93e21879
im	w3_d93e21882
Keffig	w5_d93e21885
zu	w7_d93e21888
erhalten,	w9_d93e21891
und	w11_d93e21894
das	w13_d93e21898
ganze	w15_d93e21901
Jahr	w1_d93e21906
hindurch	w3_d93e21909
ihres	w5_d93e21912
angenehmen	w7_d93e21915
Gefangs	w9_d93e21918
zu	w1_d93e21923
geniessen.	w3_d93e21926
Mit	w5_d93e21929
Kupfern,	w7_d93e21932
12.	w9_d93e21935
Il	w1_d93e21941
Giuoco	w3_d93e21944
pratico	w5_d93e21947
o	w7_d93e21950
siano	w9_d93e21953
capitoli	w11_d93e21956
diversi	w13_d93e21960
che	w1_d93e21965
serono	w3_d93e21968
di	w5_d93e21971
regola	w7_d93e21974
ad	w9_d93e21977
una	w11_d93e21980
raccolta	w13_d93e21984
di	w15_d93e21987
Giuochi	w1_d93e21992
piu	w3_d93e21995
practicati	w5_d93e21998
nelle	w7_d93e22001
Conversazioni	w9_d93e22004
d'Italia.	w1_d93e22009
Fol.	w3_d93e22012
Neue	w1_d93e22018
Bewährung	w3_d93e22021
aus	w5_d93e22024
Urkunden,	w7_d93e22027
Gesä	w9_d93e22030
tzen,	w1_d93e22035
und	w3_d93e22038
Geschichten	w5_d93e22041
der	w7_d93e22044
Teutschen,	w9_d93e22047
daß	w11_d93e22050
die	w13_d93e22054
Reichs=ritterschaft	w1_d93e22059
von	w3_d93e22062
Anbeginn	w5_d93e22065
des	w7_d93e22068
Reichs	w9_d93e22071
zu	w1_d93e22076
dem	w3_d93e22079
Adel	w5_d93e22082
in	w7_d93e22085
Teutschland	w9_d93e22088
gezehlet	w11_d93e22091
wor	w13_d93e22095
den,	w1_d93e22101
und	w3_d93e22104
unmittelbar	w5_d93e22107
gewesen,	w7_d93e22110
mit	w9_d93e22113
nützli	w11_d93e22116
</list>
<p id="p18_d93e22120">
chen	w1_d93e22124
Documenten	w3_d93e22127
heraus	w5_d93e22130
gegeben	w7_d93e22133
von	w9_d93e22136
Jo	w11_d93e22139
hann	w1_d93e22144
Heinrich	w3_d93e22147
Drümel.	w5_d93e22150
Fol.	w7_d93e22153
1.	w9_d93e22156
fl.	w11_d93e22159
30.	w13_d93e22163
kr.	w15_d93e22166
Groschen=gabinet	w1_d93e22171
15.	w3_d93e22174
Theile,	w5_d93e22177
darinnen	w7_d93e22180
die	w9_d93e22183
Röm.	w1_d93e22189
Kaiserliche,	w3_d93e22192
Oesterreichische,	w5_d93e22195
Ungari	w7_d93e22198
sche,	w1_d93e22203
Böhmische,	w3_d93e22206
Spanische,	w5_d93e22209
Portugesische,	w7_d93e22212
Französisch	w1_d93e22217
und	w3_d93e22220
Dänische	w5_d93e22223
Groschen,	w7_d93e22226
und	w9_d93e22229
Groschen=förmige	w1_d93e22234
Münzen,	w3_d93e22237
auch	w5_d93e22240
Röm.	w7_d93e22243
Kai	w9_d93e22246
serl.	w1_d93e22252
Soldi,	w3_d93e22255
ingleichen	w5_d93e22258
viele	w7_d93e22261
andere	w9_d93e22264
Denk	w11_d93e22267
münzen	w1_d93e22272
in	w3_d93e22275
Kupfer	w5_d93e22278
gestochen	w7_d93e22281
zu	w9_d93e22284
finden,	w11_d93e22287
be	w13_d93e22291
schrieben,	w1_d93e22296
und	w3_d93e22299
erkläret	w5_d93e22302
seind.	w7_d93e22305
8vo	w9_d93e22308
1756.	w11_d93e22311
</p>
<list id="l20_d93e22314">
Histoire	w1_d93e22318
Militaire	w3_d93e22321
des	w5_d93e22324
Templires,	w7_d93e22327
4to	w9_d93e22330
gr-	w11_d93e22333
Bruselles,	w1_d93e22338
Sauber	w3_d93e22341
gebunden.	w5_d93e22344
</list>
<p id="p22_d93e22348">
Nächst=kommendes	w1_d93e22352
Monat,	w3_d93e22355
den	w5_d93e22358
7.	w7_d93e22361
De	w9_d93e22364
cember	w1_d93e22369
Frühe	w3_d93e22372
von	w5_d93e22375
9.	w7_d93e22378
bis	w9_d93e22381
11.	w11_d93e22384
Uhr,	w13_d93e22388
wer	w15_d93e22391
den	w1_d93e22396
in	w3_d93e22399
dem	w5_d93e22402
Neu=lerchen=feld	w7_d93e22405
in	w9_d93e22408
des	w11_d93e22411
Weil.	w13_d93e22415
Ferdinand	w1_d93e22421
Waag,	w3_d93e22424
gewesten	w5_d93e22427
Oelers	w7_d93e22430
Behau	w9_d93e22433
sung,	w1_d93e22438
in	w3_d93e22441
seine	w5_d93e22444
Verlassenschaft	w7_d93e22447
gehörig	w9_d93e22450
und	w11_d93e22453
in	w1_d93e22458
Circa	w3_d93e22461
bey	w5_d93e22464
900.	w7_d93e22467
Eimer	w9_d93e22470
vorhandene	w11_d93e22473
1745.	w13_d93e22477
1746.	w1_d93e22482
47ger,	w3_d93e22485
48ger,	w5_d93e22488
49ger,	w7_d93e22491
50ger,	w9_d93e22494
53ger,	w11_d93e22497
und	w1_d93e22503
1754ger	w3_d93e22506
Bürg	w5_d93e22509
und	w7_d93e22512
Land=weine	w9_d93e22515
dem	w11_d93e22518
Meist=bietenden	w1_d93e22523
verkauft	w3_d93e22526
werden,	w5_d93e22529
so	w7_d93e22532
denen	w9_d93e22535
Liebhabern	w1_d93e22540
zur	w3_d93e22543
Nachricht	w5_d93e22546
intimiret	w7_d93e22549
wird.	w9_d93e22552
</p>
<p id="p24_d93e22556">
Es	w1_d93e22560
ist	w3_d93e22563
ein	w5_d93e22566
neuer	w7_d93e22569
noch	w9_d93e22572
nicht	w11_d93e22575
gesehener	w13_d93e22579
Stadt	w15_d93e22582
schwimmer	w1_d93e22587
mit	w3_d93e22590
grünen	w5_d93e22593
Plusch	w7_d93e22596
gefüttert,	w9_d93e22599
samt	w1_d93e22604
deto	w3_d93e22607
Sitz=decken	w5_d93e22610
mit	w7_d93e22613
Crepinen,	w9_d93e22616
die	w11_d93e22619
Aus	w13_d93e22623
zierung	w1_d93e22629
des	w3_d93e22632
Kastens	w5_d93e22635
ist	w7_d93e22638
von	w9_d93e22641
Tomback	w11_d93e22644
fein	w13_d93e22648
vergoldet,	w1_d93e22653
mit	w3_d93e22656
Muscheln,	w5_d93e22659
wie	w7_d93e22662
auch	w9_d93e22665
1.	w11_d93e22668
Paar	w13_d93e22672
Pferd=geschirr,	w1_d93e22677
ganz	w3_d93e22680
neu	w5_d93e22683
von	w7_d93e22686
roten	w9_d93e22689
Leder,	w11_d93e22692
samt	w1_d93e22697
einem	w3_d93e22700
Paar	w5_d93e22703
Pferden	w7_d93e22706
Mohren=Köpf,	w9_d93e22709
deto	w1_d93e22715
mit	w3_d93e22718
Extra=geschirr	w5_d93e22721
zu	w7_d93e22724
verkauffen,	w9_d93e22727
wer	w11_d93e22730
solches	w1_d93e22735
an	w3_d93e22738
sich	w5_d93e22741
Käuflichen	w7_d93e22744
zu	w9_d93e22747
bringen	w11_d93e22750
Wil	w13_d93e22754
lens	w1_d93e22759
ist,	w3_d93e22762
der	w5_d93e22765
kan	w7_d93e22768
sich	w9_d93e22771
um	w11_d93e22774
die	w13_d93e22778
weitere	w15_d93e22781
Nach	w17_d93e22784
richt	w1_d93e22789
bey	w3_d93e22792
dem	w5_d93e22795
Vrrleger	w7_d93e22798
des	w9_d93e22801
Wienerischen	w11_d93e22804
Dia	w13_d93e22808
rii	w1_d93e22814
melden.	w3_d93e22817
</p>
<p id="p26_d93e22820">
Es	w1_d93e22824
seynd	w3_d93e22827
zwey	w5_d93e22830
Siebenbürger=schimmel	w7_d93e22833
von	w1_d93e22838
guter	w3_d93e22841
Qualität,	w5_d93e22844
samt	w7_d93e22847
einen	w9_d93e22850
fast	w11_d93e22853
neuen	w13_d93e22857
Stadt=wagen	w1_d93e22862
zu	w3_d93e22865
verkauffen,	w5_d93e22868
und	w7_d93e22871
ist	w9_d93e22874
sich	w11_d93e22877
des	w13_d93e22881
sentwegen	w1_d93e22887
bey	w3_d93e22890
dem	w5_d93e22893
Verleger	w7_d93e22896
des	w9_d93e22899
Wienerischen	w11_d93e22902
Diarii	w1_d93e22907
anzumelden.	w3_d93e22910
</p>
<p id="p28_d93e22913">
Es	w1_d93e22917
werden	w3_d93e22920
den	w5_d93e22923
24.	w7_d93e22926
Nov.	w9_d93e22929
in	w11_d93e22932
dem	w13_d93e22936
Gundel	w15_d93e22939
hof	w1_d93e22944
in	w3_d93e22947
anderten	w5_d93e22950
Stok	w7_d93e22953
gegen	w9_d93e22956
der	w11_d93e22959
Brand=stadt	w13_d93e22963
hinaus	w1_d93e22968
verschiedene	w3_d93e22971
Verlassenschats=effecten,	w5_d93e22974
worunter	w1_d93e22980
Silber,	w3_d93e22983
Wäsch,	w5_d93e22986
besonders	w7_d93e22989
aber	w9_d93e22992
pretioses	w1_d93e22997
Japonisches	w3_d93e23000
Porcclan,	w5_d93e23003
drey	w7_d93e23006
Kut	w9_d93e23009
schen=pferd,	w1_d93e23014
ein	w3_d93e23017
Schwimmer,	w5_d93e23020
ein	w7_d93e23023
viersitziger	w9_d93e23026
Reiß=wagen,	w1_d93e23031
Meßing,	w3_d93e23034
Zinn,	w5_d93e23037
Kupfer,	w7_d93e23040
und	w9_d93e23043
dergleichen	w1_d93e23049
fruhe	w3_d93e23052
von	w5_d93e23055
9.	w7_d93e23058
bis	w9_d93e23061
12.,	w11_d93e23064
Nachmit	w13_d93e23068
tags	w1_d93e23073
aber	w3_d93e23076
von	w5_d93e23079
3.	w7_d93e23082
bis	w9_d93e23085
6.	w11_d93e23088
Uhr	w13_d93e23092
licitando	w15_d93e23095
gegen	w17_d93e23098
baarer	w1_d93e23103
Bezahlung	w3_d93e23106
hindann	w5_d93e23109
gelassen	w7_d93e23112
werden.	w9_d93e23115
</p>
<head id="h2_d93e23162">
Erklärung,	w1_d93e23166
welche	w3_d93e23169
die	w5_d93e23172
sammentliche	w7_d93e23175
RußischKaiserli	w9_d93e23178
che	w1_d93e23183
Ministere	w3_d93e23186
an	w5_d93e23189
denen	w7_d93e23192
auswärtigen	w9_d93e23195
Höfen	w11_d93e23198
zu	w13_d93e23202
thun	w15_d93e23205
von	w17_d93e23208
ihrer	w19_d93e23211
Monau	w21_d93e23214
chin	w1_d93e23219
befehliget	w3_d93e23222
worden.	w5_d93e23225
</head>
<p id="p4_d93e23228">
Je	w1_d93e23232
Kriegs=zurüstungen,	w3_d93e23235
welche	w5_d93e23238
von	w7_d93e23241
Rußland	w9_d93e23244
im	w11_d93e23247
vergangenen	w13_d93e23251
Fruh=jahre	w1_d93e23256
vorgekehret	w3_d93e23259
wurden,	w5_d93e23262
hatten	w7_d93e23265
keine	w9_d93e23268
andere	w11_d93e23271
Absicht,	w13_d93e23275
als	w15_d93e23278
Jhre	w1_d93e23283
Rußis.	w3_d93e23286
Kais.	w5_d93e23289
Maj.	w7_d93e23292
in	w9_d93e23295
den	w11_d93e23298
Stand	w13_d93e23302
zu	w15_d93e23305
setzen,	w17_d93e23308
Jhren	w19_d93e23311
Alliirten,	w21_d93e23314
im	w23_d93e23317
Fall,	w25_d93e23321
daß	w1_d93e23327
einer	w3_d93e23330
davon	w5_d93e23333
feindlich	w7_d93e23336
sollte	w9_d93e23339
angegriffen	w11_d93e23342
werden,	w13_d93e23346
die	w15_d93e23349
versprochene	w17_d93e23352
Hülfe	w1_d93e23357
unverzüglich	w3_d93e23360
leisten	w5_d93e23363
zu	w7_d93e23366
können.	w9_d93e23369
Alle	w11_d93e23372
diese	w13_d93e23376
Anstalten,	w15_d93e23379
sowol	w17_d93e23382
zu	w19_d93e23385
Wasser,	w1_d93e23390
als	w3_d93e23393
zu	w5_d93e23396
Lande,	w7_d93e23399
wurden	w9_d93e23402
sogleich	w11_d93e23405
unterbrochen,	w13_d93e23409
als	w15_d93e23412
man	w17_d93e23415
sich	w19_d93e23418
schmei	w21_d93e23421
chlen	w1_d93e23426
konnte,	w3_d93e23429
dieser	w5_d93e23432
Fall	w7_d93e23435
würde	w9_d93e23438
noch	w11_d93e23441
nicht	w13_d93e23445
so	w15_d93e23448
bald	w17_d93e23451
zu	w19_d93e23454
beförchten	w21_d93e23457
seyn.	w23_d93e23460
Beweises	w1_d93e23466
genug,	w3_d93e23469
daß	w5_d93e23472
Jhre	w7_d93e23475
Rußisch=Kaiserliche	w9_d93e23478
Majestät	w11_d93e23481
eben	w13_d93e23485
so	w15_d93e23488
ge	w17_d93e23491
neigt	w1_d93e23496
sind,	w3_d93e23499
Jhre	w5_d93e23502
Alliirten,	w7_d93e23505
wann	w9_d93e23508
sie	w11_d93e23511
bedrohet	w13_d93e23515
werden,	w15_d93e23518
zu	w17_d93e23521
beschützen,	w19_d93e23524
als	w1_d93e23529
abgeneigt	w3_d93e23532
Sie	w5_d93e23535
seynd,	w7_d93e23538
Europa	w9_d93e23541
ohne	w11_d93e23544
der	w13_d93e23548
höchsten	w15_d93e23551
Noht	w17_d93e23554
in	w19_d93e23557
Unruhe	w21_d93e23560
zu	w23_d93e23563
setzen.	w1_d93e23568
Allein,	w3_d93e23571
der	w5_d93e23574
Berliner	w7_d93e23577
Hof,	w9_d93e23580
so	w11_d93e23583
eben	w13_d93e23587
bey	w15_d93e23590
obigen	w17_d93e23593
Zurüstungen	w19_d93e23596
und	w1_d93e23602
selbst	w3_d93e23605
einige	w5_d93e23608
Zeit	w7_d93e23611
hernach,	w9_d93e23614
ruhig	w11_d93e23617
geblieben	w13_d93e23621
war,	w15_d93e23624
fieng,	w17_d93e23627
anstatt	w19_d93e23630
die	w21_d93e23633
red	w23_d93e23636
lichen	w1_d93e23641
Gesinungen	w3_d93e23644
Jhrer	w5_d93e23647
Kaiserl.	w7_d93e23650
Majestät	w9_d93e23653
zu	w11_d93e23656
erkennen,	w13_d93e23660
sodann	w15_d93e23663
auf	w17_d93e23666
ein	w19_d93e23669
mal	w1_d93e23674
an,	w3_d93e23677
sich	w5_d93e23680
dergestalt	w7_d93e23683
zu	w9_d93e23686
rüsten,	w11_d93e23689
daß	w13_d93e23693
man	w15_d93e23696
nichts	w17_d93e23699
gewissers,	w19_d93e23702
als	w21_d93e23705
einen	w23_d93e23708
Ausbruch	w1_d93e23713
eines	w3_d93e23716
mächtigen	w5_d93e23719
Kriegs=feuers	w7_d93e23722
vermuten	w9_d93e23725
konnte.	w11_d93e23728
Deme	w13_d93e23732
ungeachtet,	w1_d93e23738
um	w3_d93e23741
die	w5_d93e23744
unreiffen	w7_d93e23747
Vermutungen	w9_d93e23750
gedachten	w11_d93e23753
Hofes	w13_d93e23757
nicht	w15_d93e23760
noch	w17_d93e23763
mehr	w1_d93e23768
zu	w3_d93e23771
verstärken,	w5_d93e23774
und	w7_d93e23777
ihm,	w9_d93e23780
die	w11_d93e23783
Ruhe	w13_d93e23787
von	w15_d93e23790
Teutschland	w17_d93e23793
würklich	w19_d93e23796
zu	w21_d93e23799
stöhren,	w1_d93e23804
keinen	w3_d93e23807
Vorwand	w5_d93e23810
zu	w7_d93e23813
geben,	w9_d93e23816
wollte	w11_d93e23819
Rußland	w13_d93e23823
von	w15_d93e23826
keiner	w17_d93e23829
Seite	w19_d93e23832
weiter	w1_d93e23837
Zurüstungen	w3_d93e23840
machen,	w5_d93e23843
in	w7_d93e23846
Hofnung,	w9_d93e23849
der	w11_d93e23852
König	w13_d93e23856
von	w15_d93e23859
Preußen	w17_d93e23862
wer	w19_d93e23865
de	w1_d93e23871
seinem	w3_d93e23874
Beyspiele	w5_d93e23877
folgen,	w7_d93e23880
und	w9_d93e23883
nicht	w11_d93e23886
als	w13_d93e23890
der	w15_d93e23893
Stohrer	w17_d93e23896
der	w19_d93e23899
allgemeinen	w21_d93e23902
Ruhe	w1_d93e23907
angesehen	w3_d93e23910
seyn	w5_d93e23913
wollen.	w7_d93e23916
Da	w9_d93e23919
aber	w11_d93e23922
dieser	w13_d93e23926
Prinz	w15_d93e23929
sich	w17_d93e23932
aus	w19_d93e23935
allen	w21_d93e23938
Kräf	w23_d93e23941
ten	w1_d93e23946
und	w3_d93e23949
mit	w5_d93e23952
dem	w7_d93e23955
grösten	w9_d93e23958
Aufwande	w11_d93e23961
zu	w13_d93e23965
rüsten	w15_d93e23968
fortfuhr,	w17_d93e23971
ohne	w19_d93e23974
eine	w21_d93e23977
an	w23_d93e23980
dere	w1_d93e23985
Ursache,	w3_d93e23988
als	w5_d93e23991
die	w7_d93e23994
sich	w9_d93e23997
selbst	w11_d93e24000
gemachte	w13_d93e24004
Einbildung,	w15_d93e24007
er	w17_d93e24010
müste	w19_d93e24013
sich	w21_d93e24016
ei	w23_d93e24019
nes	w1_d93e24025
Angriffes	w3_d93e24028
beförchten,	w5_d93e24031
anführen	w7_d93e24034
zu	w9_d93e24037
können;	w11_d93e24040
so	w13_d93e24044
legte	w15_d93e24047
er	w17_d93e24050
hierdurch	w19_d93e24053
zur	w21_d93e24056
Genüge	w1_d93e24061
an	w3_d93e24064
den	w5_d93e24067
Tag,	w7_d93e24070
daß	w9_d93e24073
er	w11_d93e24076
weiter	w13_d93e24080
nichts,	w15_d93e24083
als	w17_d93e24086
einen	w19_d93e24089
auch	w21_d93e24092
nur	w23_d93e24095
schrin	w25_d93e24099
baren	w1_d93e24104
Vorwand	w3_d93e24107
suche,	w5_d93e24110
Europa	w7_d93e24113
in	w9_d93e24116
Verwirrung	w11_d93e24119
und	w13_d93e24123
Unruhe	w15_d93e24126
zu	w17_d93e24129
setzen.	w19_d93e24132
Es	w1_d93e24137
ist	w3_d93e24140
welt=kündig,	w5_d93e24143
daß	w7_d93e24146
damals,	w9_d93e24149
als	w11_d93e24152
Preußen	w13_d93e24156
seine	w15_d93e24159
Zurüstungen	w17_d93e24162
mit	w19_d93e24165
dem	w1_d93e24171
grösten	w3_d93e24174
Eifer	w5_d93e24177
beschleunigte,	w7_d93e24180
Rußland	w9_d93e24183
schon	w11_d93e24186
längstens,	w13_d93e24190
ein	w15_d93e24193
glei	w17_d93e24196
ches	w1_d93e24201
zu	w3_d93e24204
thun,	w5_d93e24207
aufgehöret	w7_d93e24210
hatte,	w9_d93e24213
und	w11_d93e24216
die	w13_d93e24220
Kaiserin=Königin	w15_d93e24223
erst	w17_d93e24226
als	w19_d93e24229
dann	w1_d93e24234
zu	w3_d93e24237
denken	w5_d93e24240
anfieng,	w7_d93e24243
als	w9_d93e24246
die	w11_d93e24249
starke	w13_d93e24253
Vermehrung	w15_d93e24256
und	w17_d93e24259
die	w19_d93e24262
Bewe	w21_d93e24265
gung	w1_d93e24270
der	w3_d93e24273
Preußischen	w5_d93e24276
Trupen	w7_d93e24279
mehr	w9_d93e24282
als	w11_d93e24285
zu	w13_d93e24289
deutlich	w15_d93e24292
sagten,	w17_d93e24295
Böhmen	w19_d93e24298
und	w1_d93e24304
Mähren	w3_d93e24307
wären	w5_d93e24310
in	w7_d93e24313
Gefahr,	w9_d93e24316
und	w11_d93e24319
zwar	w13_d93e24323
um	w15_d93e24326
so	w17_d93e24329
viel	w19_d93e24332
zuverläßlicher,	w21_d93e24335
weil	w1_d93e24340
</p>
<p id="p8_d93e24345">
weil	w1_d93e24349
man	w3_d93e24352
das	w5_d93e24355
Mißvergnügen	w7_d93e24358
des	w9_d93e24361
Berliner=hofes	w11_d93e24364
über	w13_d93e24368
den	w15_d93e24371
Tractat	w17_d93e24374
zu	w19_d93e24377
Versailles	w1_d93e24382
wol	w3_d93e24385
wuste,	w5_d93e24388
unerachtet	w7_d93e24391
selbiger	w9_d93e24394
bey	w11_d93e24397
seinem	w13_d93e24401
Tractate	w15_d93e24404
mit	w17_d93e24407
Eng	w19_d93e24410
land	w1_d93e24415
ganz	w3_d93e24418
unbesorgt	w5_d93e24421
gewesen	w7_d93e24424
war,	w9_d93e24427
was	w11_d93e24430
man	w13_d93e24434
von	w15_d93e24437
Seiten	w17_d93e24440
des	w19_d93e24443
Wiener	w21_d93e24446
hofes	w1_d93e24452
dabey	w3_d93e24455
denken	w5_d93e24458
könnte.	w7_d93e24461
Hieraus	w9_d93e24464
erhellet	w11_d93e24467
ganz	w13_d93e24471
deutlich,	w15_d93e24474
daß	w17_d93e24477
der	w19_d93e24480
König	w1_d93e24485
von	w3_d93e24488
Preußen	w5_d93e24491
als	w7_d93e24494
der	w9_d93e24497
erste	w11_d93e24500
Urheber	w13_d93e24504
alles	w15_d93e24507
Unheils,	w17_d93e24510
womit	w19_d93e24513
Teutsch	w21_d93e24516
land	w1_d93e24521
gegenwärtig	w3_d93e24524
bedrohet	w5_d93e24527
wird,	w7_d93e24530
angesehen	w9_d93e24533
werden	w11_d93e24536
muß,	w13_d93e24540
so	w15_d93e24543
sehr	w17_d93e24546
er	w19_d93e24549
sich	w21_d93e24552
die	w1_d93e24557
Welt	w3_d93e24560
zu	w5_d93e24563
bereden,	w7_d93e24566
bemühet	w9_d93e24569
hat,	w11_d93e24572
alle	w13_d93e24576
seine	w15_d93e24579
Anstalten	w17_d93e24582
zielten	w19_d93e24585
weiter	w21_d93e24588
auf	w1_d93e24594
nichts	w3_d93e24597
ab,	w5_d93e24600
als	w7_d93e24603
sich	w9_d93e24606
wider	w11_d93e24609
seine	w13_d93e24613
Feinde	w15_d93e24616
zu	w17_d93e24619
vertheidigen;	w19_d93e24622
Feinde,	w21_d93e24625
die	w23_d93e24628
er	w1_d93e24633
sich	w3_d93e24636
selbst	w5_d93e24639
zugezogen,	w7_d93e24642
und	w9_d93e24645
weswegen	w11_d93e24648
er	w13_d93e24652
von	w15_d93e24655
der	w17_d93e24658
Königin	w19_d93e24661
von	w21_d93e24664
Ungarn,	w23_d93e24667
in	w1_d93e24672
Ansehung	w3_d93e24675
Jhrer	w5_d93e24678
Kriegs=zurüstungen,	w7_d93e24681
eine	w9_d93e24684
Erklärung	w11_d93e24687
verlanget	w13_d93e24691
hat,	w1_d93e24696
noch	w3_d93e24699
darzu	w5_d93e24702
mit	w7_d93e24705
dem	w9_d93e24708
gebieterischen	w11_d93e24711
und	w13_d93e24715
unanständigen	w15_d93e24718
Zusatz:	w17_d93e24721
wür	w19_d93e24724
de	w1_d93e24730
selbige	w3_d93e24733
nicht	w5_d93e24736
nach	w7_d93e24739
seinem	w9_d93e24742
Sinne	w11_d93e24745
ausfallen,	w13_d93e24749
so	w15_d93e24752
bezeuge	w17_d93e24755
er	w19_d93e24758
vor	w21_d93e24761
Gott,	w23_d93e24764
daß	w1_d93e24769
man	w3_d93e24772
Jhm	w5_d93e24775
die	w7_d93e24778
schlimmen	w9_d93e24781
Folgen	w11_d93e24784
davon	w13_d93e24788
