<doc id="wr_1758-07-22" attrs="word" year="1758" month="07" day="22" corpus="2">
<head id="h2_d263e3557">
Utrecht	w1_d263e3561
N.	w11_d263e21713
ge	w13_d263e21717
samte	w1_d263e21722
Beysitzere	w3_d263e21725
des	w5_d263e21728
Kaiserl.	w7_d263e21731
Königl.	w9_d263e21734
Stadt	w11_d263e21737
und	w1_d263e21742
Land=gerichts	w3_d263e21745
allda,	w5_d263e21748
machen	w7_d263e21751
in	w9_d263e21754
Kraft	w11_d263e21757
ge	w13_d263e21761
genwärtig=offenen	w1_d263e21766
Edicts	w3_d263e21769
allen	w5_d263e21772
und	w7_d263e21775
jeden,	w9_d263e21778
dene	w11_d263e21781
daran	w1_d263e21787
gelegen,	w3_d263e21790
kund	w5_d263e21793
und	w7_d263e21796
zu	w9_d263e21799
wissen:	w11_d263e21802
Wasge	w13_d263e21806
stalten	w1_d263e21811
der	w3_d263e21814
Johann	w5_d263e21817
Michael	w7_d263e21820
Ernst,	w9_d263e21823
gewest	w11_d263e21826
Bürgerl.	w1_d263e21831
Wirth	w3_d263e21834
allhier,	w5_d263e21837
wegen	w7_d263e21840
contrahirten	w9_d263e21843
Schulden=lasts	w1_d263e21848
mit	w3_d263e21851
seinem	w5_d263e21854
Vermögen	w7_d263e21857
ad	w9_d263e21860
cridam	w1_d263e21866
gediehen,	w3_d263e21869
dahero	w5_d263e21872
auch	w7_d263e21875
die	w9_d263e21878
Nohtwen	w11_d263e21881
digkeit	w1_d263e21886
erfordert,	w3_d263e21889
eine	w5_d263e21892
in	w7_d263e21895
dergleichen	w9_d263e21898
Fällen	w11_d263e21901
gewöhnliche	w1_d263e21906
Cridä=corvocation	w3_d263e21909
deren	w5_d263e21912
sam	w7_d263e21915
mentlichen,	w1_d263e21920
sowol	w3_d263e21923
inn	w5_d263e21926
als	w7_d263e21929
etwann	w9_d263e21932
ausser	w11_d263e21935
Land	w13_d263e21939
sich	w1_d263e21945
befindlichen	w3_d263e21948
Credits=parteyen	w5_d263e21951
des	w7_d263e21954
ernannten	w9_d263e21957
Ernst	w1_d263e21962
anzuordnen,	w3_d263e21965
um	w5_d263e21968
damit	w7_d263e21971
juxta	w9_d263e21974
compe-	w11_d263e21977
tentes	w1_d263e21982
prioritatis	w3_d263e21985
gradus	w5_d263e21988
die	w7_d263e21991
de	w9_d263e21994
jure	w11_d263e21997
&	w13_d263e22001
potissimum	w1_d263e22006
de	w3_d263e22009
consuetudine	w5_d263e22012
behörige	w7_d263e22015
Ab	w9_d263e22018
handlung	w1_d263e22024
vorgekehret	w3_d263e22027
werden	w5_d263e22030
möge.	w7_d263e22033
Solchem	w9_d263e22036
nach	w1_d263e22041
dann	w3_d263e22044
wird	w5_d263e22047
hiermit	w7_d263e22050
all	w9_d263e22053
und	w11_d263e22056
jeden	w13_d263e22060
des	w15_d263e22063
obgedachten	w1_d263e22068
Ernst	w3_d263e22071
sowol	w5_d263e22074
inn	w7_d263e22077
als	w9_d263e22080
ausser	w11_d263e22083
Lands	w13_d263e22087
sich	w1_d263e22092
befindlichen	w3_d263e22095
Gläubigern	w5_d263e22098
zur	w7_d263e22101
beschehenden	w9_d263e22104
Anmeldung	w1_d263e22110
ihrer	w3_d263e22113
habenden	w5_d263e22116
Sprüch	w7_d263e22119
und	w9_d263e22122
Anfor	w11_d263e22125
derungen	w1_d263e22130
eine	w3_d263e22133
Tagsatzung	w5_d263e22136
pro	w7_d263e22139
termino	w9_d263e22142
pri-	w11_d263e22145
mo.	w1_d263e22150
secundo,	w3_d263e22153
&	w5_d263e22156
tertio	w7_d263e22159
peremptorio	w9_d263e22162
deren	w11_d263e22165
gewöhnlichen	w1_d263e22170
sechs	w3_d263e22173
Wochen,	w5_d263e22176
und	w7_d263e22179
dreyen	w9_d263e22182
Tä	w11_d263e22185
</p>
<p id="p16_d263e22188">
gen	w1_d263e22192
von	w3_d263e22195
unten	w5_d263e22198
gesetzten	w7_d263e22201
Dato	w9_d263e22204
an,	w11_d263e22207
und	w13_d263e22211
zway	w15_d263e22214
mit	w1_d263e22219
Einschliessung	w3_d263e22222
deren	w5_d263e22225
entzwischen	w7_d263e22228
halten	w9_d263e22231
den	w1_d263e22236
Schnitt=ferien	w3_d263e22239
auf	w5_d263e22242
den	w7_d263e22245
18.	w9_d263e22248
des	w11_d263e22251
künftigen	w13_d263e22255
Monnts	w1_d263e22261
Augusti	w3_d263e22264
dieses	w5_d263e22267
Jahrs,	w7_d263e22270
fruhe	w9_d263e22273
um	w11_d263e22276
8.	w13_d263e22280
Uhr,	w1_d263e22285
auf	w3_d263e22288
dem	w5_d263e22291
Kaiserl.	w7_d263e22294
Königl.	w9_d263e22297
Stadt=gericht	w11_d263e22300
entweders	w1_d263e22305
in	w3_d263e22308
persona,	w5_d263e22311
oder	w7_d263e22314
durch	w9_d263e22317
genugsam	w11_d263e22320
bevollmächtigte	w1_d263e22325
Gewalt=tragere,	w3_d263e22328
also	w5_d263e22331
gewiß	w7_d263e22334
zu	w1_d263e22340
erscheinen	w3_d263e22343
bestimmet,	w5_d263e22346
wie	w7_d263e22349
im	w9_d263e22352
widrigen	w11_d263e22355
die	w13_d263e22359
ausbleibend	w1_d263e22364
und	w3_d263e22367
sich	w5_d263e22370
in	w7_d263e22373
tempore	w9_d263e22376
præfixo	w11_d263e22379
nicht	w1_d263e22384
anmeldende	w3_d263e22387
Prätendenten	w5_d263e22390
oder	w7_d263e22393
Gläubi	w9_d263e22396
gere,	w1_d263e22401
mit	w3_d263e22404
ihren	w5_d263e22407
Sprüchen	w7_d263e22410
nicht	w9_d263e22413
mehr	w11_d263e22416
angehö	w13_d263e22420
ret,	w1_d263e22426
sondern	w3_d263e22429
von	w5_d263e22432
des	w7_d263e22435
mehr	w9_d263e22438
wiederholten	w11_d263e22441
Jo	w13_d263e22445
hann	w1_d263e22450
Michael	w3_d263e22453
Ernst	w5_d263e22456
vorhandener	w7_d263e22459
Habschaft	w9_d263e22462
und	w1_d263e22467
Vermögen	w3_d263e22470
völlig	w5_d263e22473
ausgeschloßsen	w7_d263e22476
seyn,	w9_d263e22479
auch	w1_d263e22484
hieran	w3_d263e22487
cum	w5_d263e22490
opere	w7_d263e22493
perpetui	w9_d263e22496
silentis	w11_d263e22499
nicht	w1_d263e22505
das	w3_d263e22508
geringste	w5_d263e22511
mehr	w7_d263e22514
zu	w9_d263e22517
forderen,	w11_d263e22520
noch	w13_d263e22524
zu	w15_d263e22527
suchen	w1_d263e22532
haben	w3_d263e22535
solle.	w5_d263e22538
Wornach	w7_d263e22541
sich	w9_d263e22544
dann	w11_d263e22547
ein	w13_d263e22551
jeder	w1_d263e22556
zu	w3_d263e22559
richten,	w5_d263e22562
und	w7_d263e22565
seinem	w9_d263e22568
Juri	w11_d263e22571
zu	w13_d263e22575
invigiliren	w15_d263e22578
wissen	w1_d263e22583
wird.	w3_d263e22586
So	w5_d263e22589
beschehen	w7_d263e22592
Wienn	w9_d263e22595
den	w11_d263e22598
19.	w13_d263e22602
Junii	w1_d263e22608
1758.	w3_d263e22611
</p>
<p id="p18_d263e22614">
Auf	w1_d263e22618
hohe	w3_d263e22621
Verordnung	w5_d263e22624
des	w7_d263e22627
Hoch=löbl.	w9_d263e22630
Hof	w11_d263e22633
Kriegs=rähtlichen	w1_d263e22638
Justiz-collegii	w3_d263e22641
in	w5_d263e22644
Wien	w7_d263e22647
wird	w1_d263e22652
von	w3_d263e22655
Seiten	w5_d263e22658
des	w7_d263e22661
Militar=commando	w9_d263e22664
zu	w1_d263e22670
Groß=szigeth	w3_d263e22673
hiemit	w5_d263e22676
jedermänniglich	w7_d263e22679
kund	w1_d263e22684
und	w3_d263e22687
zu	w5_d263e22690
wissen	w7_d263e22693
gemacht,	w9_d263e22696
daß	w11_d263e22699
alle	w13_d263e22703
dieje	w15_d263e22706
nige,	w1_d263e22711
so	w3_d263e22714
etwann	w5_d263e22717
an	w7_d263e22720
des	w9_d263e22723
alda	w11_d263e22726
verstorbenen	w13_d263e22730
Jnvaliden=ober=leutenants	w1_d263e22735
Johann	w3_d263e22738
Ernst	w5_d263e22741
Hornigg	w1_d263e22747
ruckgebliebenen	w3_d263e22750
Verlassenschaft	w5_d263e22753
hære-	w7_d263e22756
ditario,	w1_d263e22761
oder	w3_d263e22764
crediti	w5_d263e22767
nomine	w7_d263e22770
Sprüche	w9_d263e22773
nicht	w11_d263e22776
zu	w1_d263e22781
erlassen	w3_d263e22784
gedenken,	w5_d263e22787
sich	w7_d263e22790
bey	w9_d263e22793
dem	w11_d263e22796
obbemelde	w13_d263e22800
ten	w1_d263e22805
Militar=commando	w3_d263e22808
zu	w5_d263e22811
Groß=szigeth	w7_d263e22814
von	w9_d263e22817
unten	w1_d263e22823
stehendem	w3_d263e22826
Dato	w5_d263e22829
inner	w7_d263e22832
3	w9_d263e22835
Monat	w11_d263e22838
in	w13_d263e22842
Persona,	w1_d263e22847
oder	w3_d263e22850
durch	w5_d263e22853
einen	w7_d263e22856
hinlänglich	w9_d263e22859
Bevoll	w11_d263e22862
mächtigten	w1_d263e22867
also	w3_d263e22870
gewiß	w5_d263e22873
zu	w7_d263e22876
melden	w9_d263e22879
haben,	w11_d263e22882
wie	w13_d263e22886
im	w1_d263e22891
widrigen	w3_d263e22894
nach	w5_d263e22897
Verfliessung	w7_d263e22900
dieses	w9_d263e22903
Termins	w11_d263e22906
niemand	w1_d263e22912
mehr	w3_d263e22915
gehört,	w5_d263e22918
und	w7_d263e22921
die	w9_d263e22924
Oberleute	w11_d263e22927
nant	w1_d263e22932
Horniggische	w3_d263e22935
Verlassenschaft	w5_d263e22938
ex	w7_d263e22941
officio	w9_d263e22944
abgehandelt	w1_d263e22949
werden	w3_d263e22952
wird.	w5_d263e22955
Actum	w7_d263e22958
Groß	w9_d263e22961
szigeth	w1_d263e22966
den	w3_d263e22969
30.	w5_d263e22972
May,	w7_d263e22975
1750.	w9_d263e22978
</p>
<p id="p20_d263e22981">
Jn	w1_d263e22985
St.	w3_d263e22988
Pölten	w5_d263e22991
seynd	w7_d263e22994
in	w9_d263e22997
einem	w11_d263e23000
neugebau	w13_d263e23004
ten	w1_d263e23009
schönen	w3_d263e23012
Haus,	w5_d263e23015
so	w7_d263e23018
auf	w9_d263e23021
dem	w11_d263e23024
besten	w13_d263e23028
Platz	w15_d263e23031
ste	w17_d263e23034
het,	w1_d263e23039
9.	w3_d263e23042
Zimmer,	w5_d263e23045
nebst	w7_d263e23048
Stallung,	w9_d263e23051
Schupfen	w11_d263e23054
und	w1_d263e23060
einem	w3_d263e23063
Garten,	w5_d263e23066
samt	w7_d263e23069
denen	w9_d263e23072
nohtwendigen	w11_d263e23075
Meublen	w1_d263e23080
zu	w3_d263e23083
verlassen,	w5_d263e23086
wer	w7_d263e23089
selbes	w9_d263e23092
best	w11_d263e23095
hen	w13_d263e23099
wig,	w15_d263e23102
der	w1_d263e23107
hat	w3_d263e23110
sich	w5_d263e23113
der	w7_d263e23116
mehreren	w9_d263e23119
Auskunft	w11_d263e23122
halber	w13_d263e23126
bey	w1_d263e23131
dem	w3_d263e23134
Verleger	w5_d263e23137
des	w7_d263e23140
Wienerischen	w9_d263e23143
Diarii	w11_d263e23146
anzumelden.	w1_d263e23152
</p>
<head id="h2_d263e23158">
)	w1_d263e23162
(	w1_d263e23167
</head>
<head id="h2_d263e23206">
OURNAL	w1_d263e23210
Aus	w1_d263e23215
dem	w3_d263e23218
Kaiserl.	w5_d263e23221
Königl.	w7_d263e23224
Haupt=quartier	w9_d263e23227
Dobrenitz,	w11_d263e23230
vom	w1_d263e23235
15.	w3_d263e23238
bis	w5_d263e23241
19.	w7_d263e23244
Julii	w9_d263e23247
1758.	w11_d263e23250
</head>
<p id="p4_d263e23253">
Je	w1_d263e23257
verschiedene	w3_d263e23260
Veranlassungen,	w5_d263e23263
welche	w7_d263e23266
der	w9_d263e23269
commandirende	w11_d263e23272
General=feld=marschall	w13_d263e23276
Graf	w1_d263e23281
von	w3_d263e23284
Daun	w5_d263e23287
über	w7_d263e23290
die	w9_d263e23293
bevorstehende	w11_d263e23296
weitere	w13_d263e23300
Unternehmungen	w15_d263e23303
einzuleiten	w17_d263e23306
für	w19_d263e23309
noht	w21_d263e23312
</p>
<p id="p6_d263e23315">
wendig	w1_d263e23319
befande,	w3_d263e23322
verursachten,	w5_d263e23325
daß	w7_d263e23328
die	w9_d263e23331
Armee	w11_d263e23334
den	w13_d263e23338
15.	w15_d263e23341
zu	w17_d263e23344
Hrochow=teinitz	w19_d263e23347
Rast=tag	w21_d263e23350
hielte.	w23_d263e23353
Der	w1_d263e23358
Feind	w3_d263e23361
stunde	w5_d263e23364
nämlichen	w7_d263e23367
Tags	w9_d263e23370
annoch	w11_d263e23373
in	w13_d263e23377
seiner	w15_d263e23380
Position	w17_d263e23383
bey	w19_d263e23386
Königgratz	w21_d263e23389
und	w23_d263e23392
obwolen	w1_d263e23397
derselbe,	w3_d263e23400
wie	w5_d263e23403
jüngsthin	w7_d263e23406
bemerket	w9_d263e23409
worden,	w11_d263e23412
sich	w13_d263e23416
mit	w15_d263e23419
etwas	w17_d263e23422
Trupen	w19_d263e23425
gegen	w21_d263e23428
Klein	w23_d263e23431
scalitz	w1_d263e23437
gewendet,	w3_d263e23440
so	w5_d263e23443
wurden	w7_d263e23446
doch	w9_d263e23449
solche	w11_d263e23452
nur	w13_d263e23456
eine	w15_d263e23459
geringe	w17_d263e23462
Anzahl,	w19_d263e23465
und	w21_d263e23468
keines	w23_d263e23471
wegs,	w25_d263e23475
wie	w27_d263e23478
die	w1_d263e23483
damalige	w3_d263e23486
Nachrichten	w5_d263e23489
gegeben,	w7_d263e23492
der	w9_d263e23495
stärkste	w11_d263e23498
Theil	w13_d263e23502
der	w15_d263e23505
feindlichen	w17_d263e23508
Armee,	w19_d263e23511
die	w21_d263e23514
da	w23_d263e23517
an	w25_d263e23521
noch	w1_d263e23526
wie	w3_d263e23529
vor	w5_d263e23532
erwehnet,	w7_d263e23535
bey	w9_d263e23538
Königgratz	w11_d263e23541
in	w13_d263e23545
2.	w15_d263e23548
Treffen	w17_d263e23551
gelagert	w19_d263e23554
ist.	w21_d263e23557
</p>
<p id="p8_d263e23560">
Hiervon	w1_d263e23564
ruckte	w3_d263e23567
ein	w5_d263e23570
Detaschement	w7_d263e23573
von	w9_d263e23576
8000.	w11_d263e23579
Mann	w13_d263e23583
nacher	w15_d263e23586
Hochenbruck	w17_d263e23589
in	w19_d263e23592
der	w21_d263e23595
Absicht	w23_d263e23598
einen	w1_d263e23603
von	w3_d263e23606
dem	w5_d263e23609
Corps	w7_d263e23612
des	w9_d263e23615
Genteral	w11_d263e23618
Laudohn	w13_d263e23622
zur	w15_d263e23625
Beobachtung	w17_d263e23628
deren	w19_d263e23631
gegentheiligen	w21_d263e23634
bewegun	w23_d263e23637
</p>
<p id="p10_d263e23640">
gen	w1_d263e23644
dahin	w3_d263e23647
ausgestelten	w5_d263e23650
Posten	w7_d263e23653
v.	w9_d263e23656
dasien	w11_d263e23659
zu	w13_d263e23663
verdringen,	w15_d263e23666
wo	w17_d263e23669
nicht	w19_d263e23672
gar	w21_d263e23675
desselbe	w23_d263e23678
sich	w25_d263e23682
zu	w27_d263e23685
bemächtigen.	w29_d263e23688
Sothaner	w1_d263e23693
Posten	w3_d263e23696
erfuhre	w5_d263e23699
jedoch	w7_d263e23702
das	w9_d263e23705
Vorhaben	w11_d263e23708
des	w13_d263e23712
Feinds	w15_d263e23715
bey	w17_d263e23718
Zeiten,	w19_d263e23721
setzte	w21_d263e23724
sich	w23_d263e23727
in	w1_d263e23732
dergestaltige	w3_d263e23735
Gegen=verfassung,	w5_d263e23738
daß	w7_d263e23741
der	w9_d263e23744
Feind	w11_d263e23747
ungeachtet	w13_d263e23751
seiner	w15_d263e23754
beyhabend	w17_d263e23757
vielfachen	w19_d263e23760
Ubermacht	w1_d263e23766
sich	w3_d263e23769
nicht	w5_d263e23772
getrauete	w7_d263e23775
sein	w9_d263e23778
gehegtes	w11_d263e23781
Absehen	w13_d263e23785
auszuführen,	w15_d263e23788
sondern	w17_d263e23791
sich	w19_d263e23794
lediglich	w21_d263e23797
begnügte,	w1_d263e23802
dortiger	w3_d263e23805
Enden	w5_d263e23808
mit	w7_d263e23811
sothanen	w9_d263e23814
8000.	w11_d263e23817
Mann	w13_d263e23821
ohne	w15_d263e23824
erhaltenen	w17_d263e23827
mindesten	w19_d263e23830
Vor	w21_d263e23833
theil,	w1_d263e23838
ein	w3_d263e23841
förmliches	w5_d263e23844
Lager	w7_d263e23847
bezogen	w9_d263e23850
zu	w11_d263e23853
haben.	w13_d263e23857
</p>
<p id="p12_d263e23861">
Den	w1_d263e23865
16ten	w3_d263e23868
verbliebe	w5_d263e23871
unsere	w7_d263e23874
Armee	w9_d263e23877
annoch	w11_d263e23880
in	w13_d263e23884
dem	w15_d263e23887
Lager	w17_d263e23890
bey	w19_d263e23893
Hrochow=teinitz	w21_d263e23896
stehen.	w1_d263e23901
Wie	w3_d263e23904
aber	w5_d263e23907
bereits	w7_d263e23910
ehehin	w9_d263e23913
verlautet	w11_d263e23916
hatte,	w13_d263e23920
daß	w15_d263e23923
ein	w17_d263e23926
Theil	w19_d263e23929
feindlicher	w21_d263e23932
Bagage	w23_d263e23935
unter	w25_d263e23939
Zahl=reicher	w1_d263e23944
Bedeckung	w3_d263e23947
nach	w5_d263e23950
Jaromirz	w7_d263e23953
abgegangen	w9_d263e23956
ware,	w11_d263e23959
befahle	w13_d263e23963
der	w15_d263e23966
commandirende	w17_d263e23969
General=feld=marschall	w1_d263e23975
dem	w3_d263e23978
bis	w5_d263e23981
anhero	w7_d263e23984
unter	w9_d263e23987
dem	w11_d263e23990
Generalen	w13_d263e23994
der	w15_d263e23997
Cavallerie	w17_d263e24000
Frey=herrn	w19_d263e24003
von	w21_d263e24006
Buccow	w1_d263e24011
gestandenen	w3_d263e24014
General=feld=wacht=meistern	w5_d263e24017
Frey=herrn	w7_d263e24020
von	w9_d263e24023
Jahnus	w11_d263e24026
mit	w13_d263e24030
einigen	w15_d263e24033
1000.	w1_d263e24038
Croaten	w3_d263e24041
und	w5_d263e24044
einem	w7_d263e24047
Regiment	w9_d263e24050
Hussaren	w11_d263e24053
in	w13_d263e24057
die	w15_d263e24060
Gegend	w17_d263e24063
von	w19_d263e24066
Königshof	w21_d263e24069
abzuschi	w23_d263e24072
cken,	w1_d263e24077
um	w3_d263e24080
sowol	w5_d263e24083
den	w7_d263e24086
Feind	w9_d263e24089
auch	w11_d263e24092
jener	w13_d263e24096
Enden	w15_d263e24099
an	w17_d263e24102
der	w19_d263e24105
Nähe	w21_d263e24108
zu	w23_d263e24111
beobachten,	w25_d263e24115
als	w27_d263e24118
auch	w29_d263e24121
dem	w31_d263e24124
selben	w1_d263e24130
daserne	w3_d263e24133
die	w5_d263e24136
Gelegenheit	w7_d263e24139
sich	w9_d263e24142
hierzu	w11_d263e24145
ergäbe,	w13_d263e24149
all	w15_d263e24152
möglichen	w17_d263e24155
Abbruch	w19_d263e24158
zuzufügen,	w21_d263e24161
wie	w1_d263e24166
nicht	w3_d263e24169
minder	w5_d263e24172
dessen	w7_d263e24175
Ausschreibungen,	w9_d263e24178
und	w11_d263e24181
die	w13_d263e24185
zu	w15_d263e24188
derer	w17_d263e24191
Eintreibung	w19_d263e24194
im	w21_d263e24197
Lande	w23_d263e24200
herum	w25_d263e24204
streiffende	w1_d263e24209
Partheyen	w3_d263e24212
zu	w5_d263e24215
behindern.	w7_d263e24218
</p>
<p id="p14_d263e24221">
Sothane	w1_d263e24225
Ausschreibungen	w3_d263e24228
erstrecken	w5_d263e24231
sich	w7_d263e24234
nebst	w9_d263e24237
Anverlangung	w11_d263e24240
deren	w13_d263e24244
sonst	w15_d263e24247
gewöhnli	w17_d263e24250
chen	w1_d263e24255
Naturablieferungen	w3_d263e24258
annoch	w5_d263e24261
auf	w7_d263e24264
Kalk,	w9_d263e24267
Ziegel,	w11_d263e24270
und	w13_d263e24274
Bretter,	w15_d263e24277
welche	w17_d263e24280
Materialien	w19_d263e24283
na	w21_d263e24286
cher	w1_d263e24291
oberwehnten	w3_d263e24294
Königgratz	w5_d263e24297
verschaffet,	w7_d263e24300
und	w9_d263e24303
aldorten	w11_d263e24306
zur	w13_d263e24310
Befestigung	w15_d263e24313
angewendet	w17_d263e24316
wer	w19_d263e24319
den	w1_d263e24325
sollen,	w3_d263e24328
an	w5_d263e24331
welcher	w7_d263e24334
feindlicher	w9_d263e24337
Seits	w11_d263e24340
dem	w13_d263e24344
Vernehmen	w15_d263e24347
nach	w17_d263e24350
gearbeitet	w19_d263e24353
würde.	w21_d263e24356
Jnzwi	w23_d263e24359
schen	w1_d263e24364
hat	w3_d263e24367
sich	w5_d263e24370
der	w7_d263e24373
General=feld=wacht=meister	w9_d263e24376
von	w11_d263e24379
Laudohn	w13_d263e24383
um	w15_d263e24386
dem	w17_d263e24389
Feinde	w19_d263e24392
mehrers	w21_d263e24395
in	w23_d263e24398
den	w25_d263e24402
Rucken	w1_d263e24407
zu	w3_d263e24410
kommen	w5_d263e24413
und	w7_d263e24416
demselben	w9_d263e24419
die	w11_d263e24422
Communication	w13_d263e24426
mit	w15_d263e24429
der	w17_d263e24432
Grafschaft	w19_d263e24435
Glatz	w21_d263e24438
zu	w23_d263e24441
hem	w25_d263e24445
men	w1_d263e24450
von	w3_d263e24453
Tinist,	w5_d263e24456
wo	w7_d263e24459
der	w9_d263e24462
General	w11_d263e24465
Siskowitz	w13_d263e24469
zuruck	w15_d263e24472
bliebe,	w17_d263e24475
auf	w19_d263e24478
Oppotschna	w21_d263e24481
gezogen.	w23_d263e24484
Bey	w1_d263e24490
einer	w3_d263e24493
vorgenommenen	w5_d263e24496
Recognoscirung	w7_d263e24499
hat	w9_d263e24502
gedachter	w11_d263e24505
General=seld=wacht=meister	w13_d263e24509
</p>
<p id="p16_d263e24512">
von	w1_d263e24516
Laudohn	w3_d263e24519
2.	w5_d263e24522
im	w7_d263e24525
Marsch	w9_d263e24528
begriffene	w11_d263e24531
feindliche	w13_d263e24535
Colonnen	w15_d263e24538
entdecket,	w17_d263e24541
wovon	w19_d263e24544
die	w21_d263e24547
eine,	w23_d263e24550
so	w25_d263e24554
auf	w1_d263e24559
Nachod	w3_d263e24562
zugegangen,	w5_d263e24565
und	w7_d263e24568
dem	w9_d263e24571
Verlaut	w11_d263e24574
nach	w13_d263e24578
die	w15_d263e24581
Artillerie	w17_d263e24584
und	w19_d263e24587
Bagage	w21_d263e24590
bey	w23_d263e24593
sich	w25_d263e24597
ge	w27_d263e24600
habt,	w1_d263e24605
ihren	w3_d263e24608
Marsch	w5_d263e24611
sehr	w7_d263e24614
eilfertig	w9_d263e24617
verfolgte;	w11_d263e24620
die	w13_d263e24624
zweyte,	w15_d263e24627
und	w17_d263e24630
welche	w19_d263e24633
man	w21_d263e24636
eben	w23_d263e24639
für	w25_d263e24643
das	w27_d263e24646
</p>
<p id="p22_d263e24659">
bey	w1_d263e24663
Hohenbruck	w3_d263e24666
gestandene	w5_d263e24669
feindliche	w7_d263e24672
Corps	w9_d263e24675
hielte,	w11_d263e24678
und	w13_d263e24682
den	w15_d263e24685
General	w17_d263e24688
Fouquet	w19_d263e24691
zum	w21_d263e24694
Anfüh	w23_d263e24697
rer	w1_d263e24702
hat,	w3_d263e24705
richtete	w5_d263e24708
ihren	w7_d263e24711
Weeg	w9_d263e24714
unmittelbar	w11_d263e24717
nach	w13_d263e24721
Oppotschna.	w15_d263e24724
</p>
<p id="p24_d263e24728">
Den	w1_d263e24732
17.	w3_d263e24735
drange	w5_d263e24738
sie	w7_d263e24741
auf	w9_d263e24744
die	w11_d263e24747
Trupen	w13_d263e24751
des	w15_d263e24754
General	w17_d263e24757
Laudohn,	w19_d263e24760
welcher	w21_d263e24763
ihr	w23_d263e24766
aldorten	w25_d263e24770
im	w27_d263e24773
Weeg	w1_d263e24778
stunde;	w3_d263e24781
es	w5_d263e24784
wurde	w7_d263e24787
sonach	w9_d263e24790
die	w11_d263e24793
Avant=garde	w13_d263e24797
der	w15_d263e24800
feindlichen	w17_d263e24803
Colonne	w19_d263e24806
von	w21_d263e24809
diesem	w23_d263e24812
wa	w25_d263e24816
ckeren	w1_d263e24821
Generalen	w3_d263e24824
zu	w5_d263e24827
verschiedenen	w7_d263e24830
malen	w9_d263e24833
zuruck	w11_d263e24836
getrieben,	w13_d263e24840
worauf	w15_d263e24843
der	w17_d263e24846
Feind	w19_d263e24849
mit	w21_d263e24852
seiner	w23_d263e24855
beyhabenden	w1_d263e24861
ganzen	w3_d263e24864
Stärke	w5_d263e24867
gegen	w7_d263e24870
die	w9_d263e24873
Unserige	w11_d263e24876
vorruckte,	w13_d263e24880
und	w15_d263e24883
mittelst	w17_d263e24886
seiner	w19_d263e24889
sehr	w21_d263e24892
weit	w23_d263e24895
bevor	w1_d263e24900
gehabten	w3_d263e24903
Uberlegenheit	w5_d263e24906
sich	w7_d263e24909
den	w9_d263e24912
ferneren	w11_d263e24915
Vorzug	w13_d263e24919
zu	w15_d263e24922
erwürken,	w17_d263e24925
folglich	w19_d263e24928
die	w21_d263e24931
ihme	w23_d263e24934
gesperrte	w1_d263e24939
Passage	w3_d263e24942
zu	w5_d263e24945
eröfnen	w7_d263e24948
vornahme.	w9_d263e24951
Der	w11_d263e24954
General	w13_d263e24958
Laudohn	w15_d263e24961
sahe	w17_d263e24964
sich	w19_d263e24967
demnach	w21_d263e24970
einem	w23_d263e24973
fast	w1_d263e24978
3.	w3_d263e24981
mal	w5_d263e24984
stärkeren	w7_d263e24987
Feind	w9_d263e24990
nicht	w11_d263e24993
gewachsen,	w13_d263e24997
und	w15_d263e25000
dahero	w17_d263e25003
für	w19_d263e25006
rahtsamer,	w21_d263e25009
seine	w23_d263e25012
Trupen	w25_d263e25016
bis	w27_d263e25019
Reichenau	w1_d263e25025
zuruck	w3_d263e25028
zu	w5_d263e25031
ziehen,	w7_d263e25034
wovon	w9_d263e25037
er	w11_d263e25040
gleichwolen	w13_d263e25044
ehevor	w15_d263e25047
ein	w17_d263e25050
starkes	w19_d263e25053
Commando	w21_d263e25056
nacher	w23_d263e25059
Gishübel	w1_d263e25064
absandte,	w3_d263e25067
mit	w5_d263e25070
dem	w7_d263e25073
Auftrag,	w9_d263e25076
den	w11_d263e25079
Feind,	w13_d263e25083
daferne	w15_d263e25086
solcher	w17_d263e25089
den	w19_d263e25092
Weeg	w21_d263e25095
über	w23_d263e25098
Lesvin	w25_d263e25102
nehmen	w1_d263e25107
möchte,	w3_d263e25110
in	w5_d263e25113
dem	w7_d263e25116
dortigen	w9_d263e25119
Gebürge	w11_d263e25122
durch	w13_d263e25126
Verstellung	w15_d263e25129
deren	w17_d263e25132
Weegen	w19_d263e25135
möglichster	w21_d263e25138
Dingen	w1_d263e25143
zu	w3_d263e25146
beunruhigen,	w5_d263e25149
und	w7_d263e25152
ihme	w9_d263e25155
den	w11_d263e25158
Zug	w13_d263e25162
auf	w15_d263e25165
das	w17_d263e25168
äusserste	w19_d263e25171
zu	w21_d263e25174
erschweren.	w23_d263e25177
Bey	w1_d263e25183
der	w3_d263e25186
Retraite	w5_d263e25189
deren	w7_d263e25192
Unserigen	w9_d263e25195
hat	w11_d263e25198
man	w13_d263e25202
einen	w15_d263e25205
Hauptmann	w17_d263e25208
mit	w19_d263e25211
60.	w21_d263e25214
Croaten	w23_d263e25217
</p>
<p id="p26_d263e25220">
vermisset,	w1_d263e25224
der	w3_d263e25227
durch	w5_d263e25230
seine	w7_d263e25233
eigene	w9_d263e25236
Unvorsichtigkeit	w11_d263e25239
den	w13_d263e25243
Weeg	w15_d263e25246
durch	w17_d263e25249
den	w19_d263e25252
