<doc id="wr_1760-10-29" attrs="word" year="1760" month="10" day="29" corpus="2">
<head id="h2_d496e3512">
Stralsund	w1_d496e3516
seiner	w7_d496e21645
Abwesenheit	w9_d496e21648
in	w1_d496e21653
der	w3_d496e21656
Herrschaft	w5_d496e21659
Wildenstein	w7_d496e21662
angefallenen	w9_d496e21665
Erb	w11_d496e21668
theils	w1_d496e21673
entweders	w3_d496e21676
persöhnlich,	w5_d496e21679
oder	w7_d496e21682
per	w9_d496e21685
Mandata-	w11_d496e21688
rium	w1_d496e21693
sub	w3_d496e21696
clausula	w5_d496e21699
præclusi	w7_d496e21702
&	w9_d496e21705
perpetui	w11_d496e21708
hilentii	w13_d496e21712
erscheinen	w1_d496e21718
solle.	w3_d496e21721
Da	w5_d496e21724
nun	w7_d496e21727
aber	w9_d496e21730
der	w11_d496e21733
Citatus	w13_d496e21737
an	w15_d496e21740
be	w17_d496e21743
stimmten	w1_d496e21748
Tag	w3_d496e21751
vor	w5_d496e21754
diesem	w7_d496e21757
K.	w9_d496e21760
K.	w11_d496e21763
Markt=gericht	w13_d496e21767
we	w15_d496e21770
der	w1_d496e21775
in	w3_d496e21778
Persona,	w5_d496e21781
weder	w7_d496e21784
per	w9_d496e21787
Mandatarium	w11_d496e21790
erschienen;	w13_d496e21794
so	w1_d496e21799
ware	w3_d496e21802
man	w5_d496e21805
zwar	w7_d496e21808
in	w9_d496e21811
allweeg	w11_d496e21814
befugt	w13_d496e21818
gewesen,	w15_d496e21821
mit	w17_d496e21824
quästionirter	w1_d496e21830
Abhandlung	w3_d496e21833
vorzugehen,	w5_d496e21836
man	w7_d496e21839
will	w9_d496e21842
jedoch	w1_d496e21847
aber	w3_d496e21850
in	w5_d496e21853
Erwegung	w7_d496e21856
ein	w9_d496e21859
und	w11_d496e21862
anderer	w13_d496e21866
inzwi	w15_d496e21869
schen	w1_d496e21874
vorgekommenen	w3_d496e21877
Beweg=ursachen	w5_d496e21880
ex	w7_d496e21883
omni	w9_d496e21886
su-	w11_d496e21889
perfluo	w1_d496e21894
einen	w3_d496e21897
nochmalig=peremptorischen	w5_d496e21900
Termin	w7_d496e21903
angesetzt,	w1_d496e21909
und	w3_d496e21912
hiemit	w5_d496e21915
wiederholt	w7_d496e21918
verordnet	w9_d496e21921
haben,	w11_d496e21924
daß	w1_d496e21929
der	w3_d496e21932
erholte	w5_d496e21935
Hr.	w7_d496e21938
Johann	w9_d496e21941
Michael	w11_d496e21944
Praunsper	w13_d496e21948
ger	w1_d496e21953
auf	w3_d496e21956
den	w5_d496e21959
28.	w7_d496e21962
des	w9_d496e21965
nächst=künftigen	w11_d496e21968
Monats	w13_d496e21972
Nov.	w15_d496e21975
zu	w1_d496e21980
oberdeutem	w3_d496e21983
Ende	w5_d496e21986
fruhe	w7_d496e21989
um	w9_d496e21992
8.	w11_d496e21995
Uhr.	w13_d496e21999
vor	w15_d496e22002
diesem	w17_d496e22005
K.	w1_d496e22011
K.	w3_d496e22014
Markt=gericht	w5_d496e22017
entweder	w7_d496e22020
in	w9_d496e22023
Persona,	w11_d496e22026
oder	w13_d496e22030
durch	w1_d496e22035
einen	w3_d496e22038
genüglich	w5_d496e22041
instruirten	w7_d496e22044
Gewalt=trager	w9_d496e22047
um	w1_d496e22052
so	w3_d496e22055
gewisser	w5_d496e22058
erscheinen	w7_d496e22061
solle;	w9_d496e22064
als	w11_d496e22067
ansonsten	w13_d496e22071
der	w15_d496e22074
selbe	w1_d496e22079
mit	w3_d496e22082
seinen	w5_d496e22085
nach	w7_d496e22088
der	w9_d496e22091
Hand	w11_d496e22094
etwann	w13_d496e22098
machen	w15_d496e22101
wol	w17_d496e22104
lenden	w1_d496e22110
Einwendungen	w3_d496e22113
keinerdingen	w5_d496e22116
mehr	w7_d496e22119
wird	w9_d496e22122
an	w11_d496e22125
gehöret,	w1_d496e22130
sondern	w3_d496e22133
gleichwolen	w5_d496e22136
nach	w7_d496e22139
denen	w9_d496e22142
Rechten,	w11_d496e22145
und	w1_d496e22150
üblichen	w3_d496e22153
Landes=gebrauch	w5_d496e22156
vorgegangen	w7_d496e22159
wer	w9_d496e22162
den.	w1_d496e22167
Hallstatt	w3_d496e22170
den	w5_d496e22173
12.	w7_d496e22176
Oetob.	w9_d496e22179
1760.	w11_d496e22182
</p>
<p id="p24_d496e22196">
Wir	w1_d496e22200
N.	w3_d496e22203
Richter	w5_d496e22206
und	w7_d496e22209
Raht	w9_d496e22212
des	w11_d496e22215
Landes=fürst	w13_d496e22219
lichen	w1_d496e22224
Markts	w3_d496e22227
Haderstorf	w5_d496e22230
am	w7_d496e22233
grossen	w9_d496e22236
Kampp,	w11_d496e22239
fügen	w1_d496e22244
hiemit	w3_d496e22247
jedermänniglich	w5_d496e22250
zu	w7_d496e22253
wissen,	w9_d496e22256
wasge	w11_d496e22259
stalten	w1_d496e22265
zufolge	w3_d496e22268
der	w5_d496e22271
in	w7_d496e22274
causa	w9_d496e22277
des	w11_d496e22280
Herrn	w13_d496e22284
Doctorts	w15_d496e22287
Hinterberger,	w1_d496e22292
qua	w3_d496e22295
Kornbauschischen	w5_d496e22298
Curatoris	w7_d496e22301
ad	w1_d496e22306
Actum	w3_d496e22309
als	w5_d496e22312
Klägern,	w7_d496e22315
contra	w9_d496e22318
Herrn	w11_d496e22321
Franz	w13_d496e22325
Xaveri	w1_d496e22330
Beer,	w3_d496e22333
qua	w5_d496e22336
Beklagten	w7_d496e22339
bey	w9_d496e22342
Hochlöbl.	w11_d496e22345
N.	w13_d496e22349
Oe.	w1_d496e22355
Regierung	w3_d496e22358
sub	w5_d496e22361
Dato	w7_d496e22364
14.	w9_d496e22367
Martii	w11_d496e22370
c.	w13_d496e22374
a.	w15_d496e22377
ge	w17_d496e22380
schöpften	w1_d496e22385
Erkanntnuß	w3_d496e22388
nach	w5_d496e22391
allbereits	w7_d496e22394
den	w9_d496e22397
20.	w11_d496e22400
vo	w13_d496e22404
rigen	w1_d496e22409
Monats	w3_d496e22412
alda	w5_d496e22415
gerichtlich	w7_d496e22418
vorgenommenen	w9_d496e22421
Schätzung	w1_d496e22426
deren	w3_d496e22429
in	w5_d496e22432
die	w7_d496e22435
Sperr	w9_d496e22438
gezogen,	w11_d496e22441
und	w13_d496e22445
in	w15_d496e22448
des	w1_d496e22454
Herrn	w3_d496e22457
Beklagten	w5_d496e22460
vor	w7_d496e22463
hiesigem	w9_d496e22466
Markt	w11_d496e22469
ligen	w13_d496e22473
den	w1_d496e22478
Keller	w3_d496e22481
vorfindig,	w5_d496e22484
verschiedene	w7_d496e22487
Wein=sorten	w9_d496e22490
eine	w1_d496e22495
Licitation	w3_d496e22498
mit	w5_d496e22501
Einschluß	w7_d496e22504
nächst	w9_d496e22507
folgenden	w11_d496e22510
Wein=ferien	w1_d496e22515
auf	w3_d496e22518
den	w5_d496e22521
8.	w7_d496e22524
künftigen	w9_d496e22527
Monats	w11_d496e22530
Nov.	w13_d496e22534
fruh	w1_d496e22540
um	w3_d496e22543
9.	w5_d496e22546
Uhr	w7_d496e22549
supplicatorie	w9_d496e22552
cum	w11_d496e22555
clausula	w13_d496e22559
an	w15_d496e22562
beraumet,	w1_d496e22567
und	w3_d496e22570
in	w5_d496e22573
Folge	w7_d496e22576
obig=Hochlöbl.	w9_d496e22579
N.	w11_d496e22582
Oe.	w13_d496e22586
Verordnung,	w1_d496e22591
sothann	w3_d496e22594
sammentliche	w5_d496e22597
Wein	w7_d496e22600
dem	w9_d496e22603
Meistbietenden	w1_d496e22608
hindann	w3_d496e22611
zu	w5_d496e22614
lassen,	w7_d496e22617
resolviret	w9_d496e22620
wor	w11_d496e22623
den,	w1_d496e22629
welche	w3_d496e22632
demnach	w5_d496e22635
ein	w7_d496e22638
oder	w9_d496e22641
andere	w11_d496e22644
derley	w13_d496e22648
Sor	w15_d496e22651
ten	w1_d496e22656
käuflich	w3_d496e22659
an	w5_d496e22662
sich	w7_d496e22665
zu	w9_d496e22668
bringen	w11_d496e22671
gedenken,	w13_d496e22675
haben	w15_d496e22678
sich	w1_d496e22683
an	w3_d496e22686
obbesagtem	w5_d496e22689
Tag	w7_d496e22692
und	w9_d496e22695
Stund	w11_d496e22698
bey	w13_d496e22702
denen	w15_d496e22705
in	w1_d496e22710
Sachen	w3_d496e22713
verordneten	w5_d496e22716
Herren	w7_d496e22719
Commissarien	w9_d496e22722
al	w11_d496e22725
hier	w1_d496e22731
ad	w3_d496e22734
tractandum	w5_d496e22737
des	w7_d496e22740
Erforderliche	w9_d496e22743
anzumelden.	w11_d496e22746
</p>
<p id="p26_d496e22749">
Von	w1_d496e22753
der	w3_d496e22756
Fürst	w5_d496e22759
Lubomirskischen	w7_d496e22762
Herrschaft	w9_d496e22765
Neu	w11_d496e22768
en=Lengbach	w1_d496e22773
wird	w3_d496e22776
hiemit	w5_d496e22779
jedermann	w7_d496e22782
kund	w9_d496e22785
und	w11_d496e22788
zu	w13_d496e22792
wissen	w1_d496e22797
gemacht:	w3_d496e22800
Nachdeme	w5_d496e22803
die	w7_d496e22806
Johann	w9_d496e22809
Georg	w11_d496e22812
Hiscische	w1_d496e22818
Behausung	w3_d496e22821
im	w5_d496e22824
Markt	w7_d496e22827
Neuen=lengbach,	w9_d496e22830
mit	w1_d496e22835
der	w3_d496e22838
darauf	w5_d496e22841
radicirten	w7_d496e22844
Eisen=handlung,	w9_d496e22847
und	w11_d496e22850
sonstiger	w1_d496e22855
Zugehörde	w3_d496e22858
nach	w5_d496e22861
vorgegangendreymali	w7_d496e22864
ger	w1_d496e22869
ex	w3_d496e22872
officio	w5_d496e22875
Feilbietung	w7_d496e22878
per	w9_d496e22881
Edicta	w11_d496e22884
ad	w13_d496e22888
valvas	w15_d496e22891
nunmehro	w1_d496e22897
dem	w3_d496e22900
Leopold	w5_d496e22903
Stauber,	w7_d496e22906
einem	w9_d496e22909
Eifen	w11_d496e22912
handlungs=bedienten	w1_d496e22917
pr.	w3_d496e22920
1200.	w5_d496e22923
fl.	w7_d496e22926
unterm	w9_d496e22929
11.	w11_d496e22932
Octob.	w1_d496e22937
1760.	w3_d496e22940
zwar	w5_d496e22943
käuflichen	w7_d496e22946
überlassen,	w9_d496e22949
jedoch	w11_d496e22952
aber	w1_d496e22957
dabey	w3_d496e22960
bedungen	w5_d496e22963
worden,	w7_d496e22966
im	w9_d496e22969
Fall	w11_d496e22972
von	w13_d496e22976
Zeit	w15_d496e22979
4.	w1_d496e22985
Wochen	w3_d496e22988
ein	w5_d496e22991
anderseitiger	w7_d496e22994
Kauffer	w9_d496e22997
sich	w11_d496e23000
hervor	w13_d496e23004
thuen	w1_d496e23009
wurde,	w3_d496e23012
welcher	w5_d496e23015
einen	w7_d496e23018
mehrern	w9_d496e23021
Kaufschil	w11_d496e23024
ling	w1_d496e23029
erlegen	w3_d496e23032
wolte,	w5_d496e23035
wie	w7_d496e23038
sodann	w9_d496e23041
er	w11_d496e23044
gedachter	w13_d496e23048
Kauf	w15_d496e23051
fer	w1_d496e23056
entweder	w3_d496e23059
das	w5_d496e23062
mehrere	w7_d496e23065
Quantum	w9_d496e23068
nachtragen	w11_d496e23071
oder	w1_d496e23077
von	w3_d496e23080
diesem	w5_d496e23083
getroffenen	w7_d496e23086
Kauf	w9_d496e23089
abstehen	w11_d496e23092
muste	w13_d496e23096
daß	w1_d496e23101
einfolglichen	w3_d496e23104
dieser	w5_d496e23107
oder	w7_d496e23110
jener,	w9_d496e23113
wer	w11_d496e23116
obbe	w13_d496e23120
rührte	w1_d496e23125
Behausung	w3_d496e23128
samt	w5_d496e23131
der	w7_d496e23134
darauf	w9_d496e23137
radicirten	w11_d496e23140
Eisenhandlung	w1_d496e23145
und	w3_d496e23148
sonstiger	w5_d496e23151
Zugehörung,	w7_d496e23154
mit	w9_d496e23157
tels	w1_d496e23163
Darbietung	w3_d496e23166
auch	w5_d496e23169
Richtigstellung	w7_d496e23172
eines	w9_d496e23175
höhe	w11_d496e23178
ren	w1_d496e23183
Kaufs=quanti	w3_d496e23186
an	w5_d496e23189
sich	w7_d496e23192
zu	w9_d496e23195
bringen	w11_d496e23198
gedenket,	w13_d496e23202
inner	w1_d496e23207
denen	w3_d496e23210
nächsten	w5_d496e23213
4.	w7_d496e23216
Wochen	w9_d496e23219
ad	w11_d496e23222
tractandum	w13_d496e23226
&	w1_d496e23231
concludendum	w3_d496e23234
peremptorie	w5_d496e23237
in	w7_d496e23240
der	w9_d496e23243
Amtscanz	w11_d496e23246
ley	w1_d496e23252
entweder	w3_d496e23255
persönlich,	w5_d496e23258
oder	w7_d496e23261
durch	w9_d496e23264
einen	w11_d496e23267
Gevoll	w13_d496e23271
mächtigten	w1_d496e23276
zu	w3_d496e23279
erscheinen	w5_d496e23282
hätte.	w7_d496e23285
</p>
<p id="p28_d496e23288">
Von	w1_d496e23292
der	w3_d496e23295
N.	w5_d496e23298
Oe.	w7_d496e23301
Regierung	w9_d496e23304
wegen,	w11_d496e23307
wird	w13_d496e23311
mit	w15_d496e23314
gegenwärtig=offenem	w1_d496e23319
Edict	w3_d496e23322
jedermanniglich	w5_d496e23325
sowol	w7_d496e23328
An	w1_d496e23333
als	w3_d496e23336
Abwesenden,	w5_d496e23339
deme	w7_d496e23342
daran	w9_d496e23345
gelegen,	w11_d496e23348
kund	w13_d496e23352
und	w1_d496e23358
zu	w3_d496e23361
wissen	w5_d496e23364
gemacht:	w7_d496e23367
Es	w9_d496e23370
seye	w11_d496e23373
der	w13_d496e23377
Georg	w15_d496e23380
Glock	w17_d496e23383
ner,	w1_d496e23388
gewester	w3_d496e23391
Lotterie=collecteur,	w5_d496e23394
ohne	w7_d496e23397
hinter	w9_d496e23400
lassen=letztwilligen	w1_d496e23405
Geschäft	w3_d496e23408
mit	w5_d496e23411
Tod	w7_d496e23414
abgegangen,	w9_d496e23417
</p>
<p id="p30_d496e23420">
und	w1_d496e23424
habe	w3_d496e23427
sich	w5_d496e23430
hinnach	w7_d496e23433
um	w9_d496e23436
desselben	w11_d496e23439
ab	w13_d496e23443
Intestato	w15_d496e23446
ruckgebliebene	w1_d496e23451
Verlassenschaft,	w3_d496e23454
der	w5_d496e23457
gerichtl.	w7_d496e23460
ver	w9_d496e23463
ordnete	w1_d496e23468
Curator	w3_d496e23471
ad	w5_d496e23474
Actum	w7_d496e23477
Carl	w9_d496e23480
Christoph	w11_d496e23483
Edler	w13_d496e23487
von	w1_d496e23493
Grueber,	w3_d496e23496
J.	w5_d496e23499
U.	w7_d496e23502
D.	w9_d496e23505
wie	w11_d496e23508
auch	w13_d496e23512
Hof	w15_d496e23515
und	w17_d496e23518
Ge	w19_d496e23521
richts=advocat	w1_d496e23526
angemeldet.	w3_d496e23529
Wann	w5_d496e23532
nun	w7_d496e23535
Regie	w9_d496e23538
tung,	w1_d496e23543
um	w3_d496e23546
die	w5_d496e23549
etwa	w7_d496e23552
ein	w9_d496e23555
oder	w11_d496e23558
anderen	w13_d496e23562
bey	w15_d496e23565
dieser	w17_d496e23568
Verlassenschaft	w1_d496e23573
von	w3_d496e23576
Rechts=wegen	w5_d496e23579
gebührend	w7_d496e23582
nä	w9_d496e23585
here	w1_d496e23591
Erbsprüch	w3_d496e23594
in	w5_d496e23597
Erfahrung	w7_d496e23600
zu	w9_d496e23603
bringen,	w11_d496e23606
anbey	w13_d496e23610
das	w1_d496e23615
etwa	w3_d496e23618
vorhandene	w5_d496e23621
Æs	w7_d496e23624
alienum	w9_d496e23627
ausfindig	w11_d496e23630
zu	w13_d496e23634
machen,	w1_d496e23639
folgsam	w3_d496e23642
zu	w5_d496e23645
Abhandlung	w7_d496e23648
solcher	w9_d496e23651
Verlas	w11_d496e23654
senschaft	w1_d496e23659
sicher	w3_d496e23662
vorschreiten	w5_d496e23665
zu	w7_d496e23668
können,	w9_d496e23671
eine	w11_d496e23674
Noht	w13_d496e23678
durft	w1_d496e23684
zu	w3_d496e23687
seyn	w5_d496e23690
befunden	w7_d496e23693
hat,	w9_d496e23696
alle	w11_d496e23699
hieran	w13_d496e23703
Theil	w15_d496e23706
nehmende,	w1_d496e23711
sowol	w3_d496e23714
in	w5_d496e23717
als	w7_d496e23720
ausser	w9_d496e23723
Land	w11_d496e23726
befindliche	w13_d496e23730
Personen	w1_d496e23735
durch	w3_d496e23738
dieses	w5_d496e23741
offentliche	w7_d496e23744
Edict	w9_d496e23747
zu	w11_d496e23750
An	w13_d496e23754
meldLegitimir	w1_d496e23759
und	w3_d496e23762
Liquidirung	w5_d496e23765
ihrer	w7_d496e23768
an	w9_d496e23771
obbe	w11_d496e23774
meldte	w1_d496e23780
Verlassenschaft	w3_d496e23783
ex	w5_d496e23786
quacunque	w7_d496e23789
causa	w9_d496e23792
vel	w11_d496e23795
tirulo	w1_d496e23800
habender	w3_d496e23803
Sprüch	w5_d496e23806
und	w7_d496e23809
Forderungen	w9_d496e23812
gericht	w11_d496e23815
lich	w1_d496e23820
vorzuladen,	w3_d496e23823
und	w5_d496e23826
einzuberuffen;	w7_d496e23829
zu	w9_d496e23832
welchem	w11_d496e23835
Ende	w1_d496e23840
dann	w3_d496e23843
denenselben	w5_d496e23846
der	w7_d496e23849
13.	w9_d496e23852
Tag	w11_d496e23855
des	w13_d496e23859
künfti	w15_d496e23862
gen	w1_d496e23868
Monats	w3_d496e23871
Novemb.	w5_d496e23874
1760.	w7_d496e23877
Nachmittags	w9_d496e23880
um	w11_d496e23883
4.	w1_d496e23888
Uhr	w3_d496e23891
zur	w5_d496e23894
gewöhnlichen	w7_d496e23897
Convocations	w9_d496e23900
und	w11_d496e23903
An	w13_d496e23907
meldungs=tagsatzung	w1_d496e23912
zu	w3_d496e23915
all	w5_d496e23918
endlicher	w7_d496e23921
Frist	w9_d496e23924
anbe	w11_d496e23927
raumet	w1_d496e23932
worden.	w3_d496e23935
Solchemnach	w5_d496e23938
werden	w7_d496e23941
all	w9_d496e23944
und	w11_d496e23947
jede,	w1_d496e23953
welche	w3_d496e23956
bey	w5_d496e23959
gedacht	w7_d496e23962
Georg	w9_d496e23965
Glocknerischen	w11_d496e23968
Verlassenschaft	w1_d496e23973
um	w3_d496e23976
rechtmäßiger	w5_d496e23979
Erbs	w7_d496e23982
oder	w9_d496e23985
Schuld	w11_d496e23988
forderung	w1_d496e23993
willen	w3_d496e23996
einige	w5_d496e23999
Sprüch	w7_d496e24002
haben,	w9_d496e24005
oder	w11_d496e24008
zu	w13_d496e24012
haben	w1_d496e24017
vermeinen,	w3_d496e24020
an	w5_d496e24023
obbestimmten	w7_d496e24026
Tag,	w9_d496e24029
und	w11_d496e24032
Stund	w1_d496e24038
vor	w3_d496e24041
Regierung	w5_d496e24044
in	w7_d496e24047
der	w9_d496e24050
daselbst	w11_d496e24053
zu	w13_d496e24057
solchem	w15_d496e24060
Ende	w1_d496e24065
offen	w3_d496e24068
haltenden	w5_d496e24071
Commißions=stuben	w7_d496e24074
entwe	w9_d496e24077
der	w1_d496e24082
selbst	w3_d496e24085
persönlich,	w5_d496e24088
oder	w7_d496e24091
durch	w9_d496e24094
hiezu	w11_d496e24097
genugsam	w13_d496e24101
gevollmächtigte	w1_d496e24106
Gewalt=tragere	w3_d496e24109
also	w5_d496e24112
gewiß	w7_d496e24115
erschei	w9_d496e24118
nen,	w1_d496e24124
und	w3_d496e24127
ihre	w5_d496e24130
an	w7_d496e24133
solche	w9_d496e24136
Verlassenschaft	w11_d496e24139
habende	w13_d496e24143
Anforderungen	w1_d496e24148
anzumelden,	w3_d496e24151
rechtlich	w5_d496e24154
zu	w7_d496e24157
legiti	w9_d496e24160
miren,	w1_d496e24165
und	w3_d496e24168
zu	w5_d496e24171
liquidiren	w7_d496e24174
haben;	w9_d496e24177
als	w11_d496e24180
im	w13_d496e24184
widri	w15_d496e24187
gen	w1_d496e24192
die	w3_d496e24195
Abhandlung	w5_d496e24198
gleichwolen	w7_d496e24201
vorgenommen,	w9_d496e24204
und	w1_d496e24210
ungehindert	w3_d496e24213
deren	w5_d496e24216
etwa	w7_d496e24219
vorhandenen	w9_d496e24222
Erbs	w11_d496e24225
prätendenten,	w1_d496e24230
oder	w3_d496e24233
Glaubigern,	w5_d496e24236
so	w7_d496e24239
sich	w9_d496e24242
mit	w11_d496e24245
ih	w13_d496e24249
ren	w1_d496e24254
Erbs	w3_d496e24257
und	w5_d496e24260
Schuld=forderungen	w7_d496e24263
in	w9_d496e24266
bestimm	w11_d496e24269
ter	w1_d496e24274
Zeit	w3_d496e24277
nicht	w5_d496e24280
angemeldet,	w7_d496e24283
solche	w9_d496e24286
Verlassenschaft	w11_d496e24289
dem	w1_d496e24295
Kaiserl.	w3_d496e24298
Königl	w5_d496e24301
N.	w7_d496e24304
Oe.	w9_d496e24307
Herrn	w11_d496e24310
Hof	w13_d496e24314
und	w15_d496e24317
Cammer=procuratori	w1_d496e24322
eingeantwortet,	w3_d496e24325
auch	w5_d496e24328
an	w7_d496e24331
sonsten	w1_d496e24336
ex	w3_d496e24339
officio	w5_d496e24342
vorgekehret	w7_d496e24345
werden	w9_d496e24348
solle,	w11_d496e24351
was	w13_d496e24355
Rechtens	w1_d496e24360
ist.	w3_d496e24363
Wornach	w5_d496e24366
sich	w7_d496e24369
also	w9_d496e24372
ein	w11_d496e24375
jeder	w13_d496e24379
zu	w15_d496e24382
rich	w17_d496e24385
ten	w1_d496e24391
wissen	w3_d496e24394
wird.	w5_d496e24397
</p>
<p id="p32_d496e24400">
Der	w1_d496e24404
berühmte	w3_d496e24407
Obticus	w5_d496e24410
Philip	w7_d496e24413
August	w9_d496e24416
von	w11_d496e24419
Le	w13_d496e24423
benstam	w1_d496e24428
aus	w3_d496e24431
Dresden,	w5_d496e24434
ist	w7_d496e24437
alhier	w9_d496e24440
angekommen,	w11_d496e24443
welcher	w1_d496e24448
verfertiget,	w3_d496e24451
auch	w5_d496e24454
schon	w7_d496e24457
fertig	w9_d496e24460
hat,	w11_d496e24463
fol	w13_d496e24467
gende	w1_d496e24473
Jnstrumenten:	w3_d496e24476
Reflectirende	w5_d496e24479
Delleseobium	w7_d496e24482
von	w1_d496e24487
verschiedener	w3_d496e24490
Grösse,	w5_d496e24493
Solar=micerescob,	w7_d496e24496
Miccrescob	w1_d496e24501
Composita,	w3_d496e24504
eine	w5_d496e24507
ganz	w7_d496e24510
neue	w9_d496e24513
Art	w11_d496e24516
Spie	w13_d496e24520
gel=miccrescob;	w1_d496e24525
überhaupt	w3_d496e24528
alle	w5_d496e24531
Arten	w7_d496e24534
Vergrös	w9_d496e24537
serungs=gläser,	w1_d496e24543
Fern=gläser,	w3_d496e24546
und	w5_d496e24549
Augenglä	w7_d496e24552
ser,	w1_d496e24557
Cammera	w3_d496e24560
obseura,	w5_d496e24563
verschiedene	w7_d496e24566
Perspectiva,	w9_d496e24569
Brenn=spiegel,	w1_d496e24574
und	w3_d496e24577
überhaupt	w5_d496e24580
alle	w7_d496e24583
Arten	w9_d496e24586
Obti	w11_d496e24589
sche	w1_d496e24594
Jnstrumenten.	w3_d496e24597
Logirt	w5_d496e24600
in	w7_d496e24603
der	w9_d496e24606
Leopold=stadt	w11_d496e24609
in	w1_d496e24615
dem	w3_d496e24618
scharfen	w5_d496e24621
Eck.	w7_d496e24624
</p>
<p id="p38_d496e24638">
Von	w1_d496e24642
der	w3_d496e24645
K.	w5_d496e24648
K.	w7_d496e24651
Hof=spitals	w9_d496e24654
Herrschaft	w11_d496e24657
Wol	w13_d496e24661
kerstorf	w1_d496e24666
an	w3_d496e24669
der	w5_d496e24672
Hochleiten	w7_d496e24675
wegen,	w9_d496e24678
wird	w11_d496e24681
hiemit	w13_d496e24685
jedermäniglich	w1_d496e24690
kund,	w3_d496e24693
und	w5_d496e24696
zu	w7_d496e24699
wissen	w9_d496e24702
gemacht,	w11_d496e24705
was	w13_d496e24709
gestalten	w1_d496e24715
des	w3_d496e24718
Johann	w5_d496e24721
Sebastian	w7_d496e24724
Heinrich	w9_d496e24727
Burger	w11_d496e24730
gerliche	w1_d496e24735
Behausung	w3_d496e24738
in	w5_d496e24741
Markt	w7_d496e24744
Wolkerstorf,	w9_d496e24747
welche	w11_d496e24750
mit	w1_d496e24755
wol	w3_d496e24758
gebauten	w5_d496e24761
Zimmern,	w7_d496e24764
Gewölb,	w9_d496e24767
und	w11_d496e24770
einen	w13_d496e24774
grossen	w1_d496e24779
Wein=keller	w3_d496e24782
in	w5_d496e24785
Haus	w7_d496e24788
versehen	w9_d496e24791
ist,	w11_d496e24794
samt	w13_d496e24798
darzugehörigen	w1_d496e24804
6.	w3_d496e24807
2.	w5_d496e24810
viertl	w7_d496e24813
Joch	w9_d496e24816
Acker,	w11_d496e24819
und	w13_d496e24823
1.	w15_d496e24826
achtl	w17_d496e24829
Wein=garten,	w1_d496e24834
wie	w3_d496e24837
auch	w5_d496e24840
das	w7_d496e24843
Current	w9_d496e24846
Handlungs	w11_d496e24849
gewerb,	w1_d496e24854
und	w3_d496e24857
verschiedene	w5_d496e24860
Kleinigkeiten	w7_d496e24863
an	w9_d496e24866
Waaren	w11_d496e24869
den	w1_d496e24874
20	w3_d496e24877
künftigen	w5_d496e24880
Monats	w7_d496e24883
Novemb.	w9_d496e24886
Vormittags	w11_d496e24889
um	w1_d496e24895
9.	w3_d496e24898
Uhr	w5_d496e24901
in	w7_d496e24904
obgedachter	w9_d496e24907
Behausung	w11_d496e24910
zum	w13_d496e24914
2ten	w15_d496e24917
mahl	w1_d496e24922
gerichtl.	w3_d496e24925
ausgefeilet,	w5_d496e24928
und	w7_d496e24931
dem	w9_d496e24934
Meistbiet	w11_d496e24937
tenden	w1_d496e24942
verkauft	w3_d496e24945
werden	w5_d496e24948
wird.	w7_d496e24951
Wer	w9_d496e24954
demnach	w11_d496e24957
be	w13_d496e24961
sagte	w1_d496e24966
Behausung,	w3_d496e24969
das	w5_d496e24972
Handlungs=gewerb,	w7_d496e24975
und	w9_d496e24978
ob	w11_d496e24981
gedachte	w1_d496e24987
Waaren	w3_d496e24990
käuflich	w5_d496e24993
an	w7_d496e24996
sich	w9_d496e24999
zu	w11_d496e25002
bringen	w13_d496e25006
ge	w15_d496e25009
denket,	w1_d496e25014
derselbe	w3_d496e25017
hat	w5_d496e25020
sich	w7_d496e25023
an	w9_d496e25026
obbestimten	w11_d496e25029
Tag,	w13_d496e25033
und	w15_d496e25036
Stund	w1_d496e25041
in	w3_d496e25044
erwheuter	w5_d496e25047
Behausung	w7_d496e25050
anzumelden.	w9_d496e25053
</p>
<p id="p40_d496e25056">
Ausführliche	w1_d496e25060
Lebens=verfassung	w3_d496e25063
des	w5_d496e25066
glorwür	w7_d496e25069
digen	w1_d496e25074
Apostels,	w3_d496e25077
Bluts=verwandten,	w5_d496e25080
und	w7_d496e25083
Bluts	w9_d496e25086
zeugen	w1_d496e25091
des	w3_d496e25094
HErrn,	w5_d496e25097
Heil.	w7_d496e25100
Judä	w9_d496e25103
Thaddäi,	w11_d496e25106
aus	w13_d496e25110
un	w15_d496e25113
terschiedlichen	w1_d496e25119
Geschicht=schreibern	w3_d496e25122
zusammen	w5_d496e25125
ge	w7_d496e25128
tragen,	w1_d496e25133
mit	w3_d496e25136
bebgehenden	w5_d496e25139
Tag	w7_d496e25142
zeiten	w9_d496e25145
und	w11_d496e25148
Litaney	w13_d496e25152
den	w1_d496e25157
Glaubigen	w3_d496e25160
zur	w5_d496e25163
Verehrung	w7_d496e25166
vorgestellet.	w9_d496e25169
Jn	w11_d496e25172
Leder	w1_d496e25177
eingebunden	w3_d496e25180
a	w5_d496e25183
15.	w7_d496e25186
kr.	w9_d496e25189
ordinari	w11_d496e25192
à	w13_d496e25196
9.	w15_d496e25199
kr.	w17_d496e25202
</p>
<p id="p42_d496e25205">
Auf	w1_d496e25209
dem	w3_d496e25212
