<doc id="wr_1757-04-06" attrs="word" year="1757" month="04" day="06" corpus="2">
<head id="h2_d132e3822">
Neapel	w1_d132e3826
J.	w7_d132e15160
</list>
<head id="h2_d132e15167">
Joh.	w1_d132e15171
Kärpfl,	w3_d132e15174
Lack.,	w5_d132e15177
im	w7_d132e15180
Fixel=hof,	w9_d132e15183
alt	w11_d132e15186
68.	w13_d132e15190
J.	w15_d132e15193
Vor	w1_d132e15198
der	w3_d132e15201
Stadt.	w5_d132e15204
</head>
<list id="l4_d132e15207">
Hr.	w1_d132e15211
Niclas	w3_d132e15214
Roht,	w5_d132e15217
Herrschaftl.	w7_d132e15220
Buchhalt.,	w9_d132e15223
bey	w11_d132e15226
de	w13_d132e15230
|	w15_d132e15233
grün.	w1_d132e15238
Baum	w3_d132e15241
auf	w5_d132e15244
der	w7_d132e15247
Landstr.,	w9_d132e15250
alt	w11_d132e15253
65.	w13_d132e15257
J.	w15_d132e15260
Dem	w1_d132e15265
Franz	w3_d132e15268
Schachrer,	w5_d132e15271
Lust=gart.,	w7_d132e15274
s.	w9_d132e15277
K.	w11_d132e15280
Jos.,	w13_d132e15284
im	w15_d132e15287
Lobkowitzis.	w1_d132e15293
Gart.	w3_d132e15296
in	w5_d132e15299
der	w7_d132e15302
Unger=gas.,	w9_d132e15305
alt	w11_d132e15308
4.	w13_d132e15312
J.	w15_d132e15315
Dem	w1_d132e15320
Jgnatz	w3_d132e15323
Wendl,	w5_d132e15326
Schneid.,	w7_d132e15329
s.	w9_d132e15332
K.	w11_d132e15335
Barb.,	w13_d132e15339
bey	w15_d132e15342
J.	w1_d132e15347
M.	w3_d132e15350
J.	w5_d132e15353
zu	w7_d132e15356
Margar.,	w9_d132e15359
alt	w11_d132e15362
3.	w13_d132e15366
J.	w15_d132e15369
Simon	w1_d132e15374
Mayr,	w3_d132e15377
Eyer=handl.,	w5_d132e15380
bey	w7_d132e15383
der	w9_d132e15386
gold.	w11_d132e15389
Glock,	w13_d132e15393
in	w1_d132e15399
der	w3_d132e15402
Leopoldst.,	w5_d132e15405
alt	w7_d132e15408
57.	w9_d132e15411
J.	w11_d132e15414
Der	w1_d132e15419
Cathar	w3_d132e15422
Walterin,	w5_d132e15425
Wittwe,	w7_d132e15428
ihr	w9_d132e15431
K.	w11_d132e15434
Anna,	w13_d132e15438
in	w15_d132e15441
der	w1_d132e15446
Casarm	w3_d132e15449
in	w5_d132e15452
der	w7_d132e15455
Alster=gas.,	w9_d132e15458
alt	w11_d132e15461
2.	w13_d132e15465
J.	w15_d132e15468
Dem	w1_d132e15473
Franz	w3_d132e15476
Markart,	w5_d132e15479
Jnvalid.,	w7_d132e15482
s.	w9_d132e15485
K.	w11_d132e15488
Theres.,	w13_d132e15492
bey	w15_d132e15495
dem	w1_d132e15501
gold.	w3_d132e15504
Fäs.	w5_d132e15507
im	w7_d132e15510
Liechtenth.,	w9_d132e15513
alt	w11_d132e15516
2.	w13_d132e15520
J.	w15_d132e15523
Sebast.	w1_d132e15528
Mätzl,	w3_d132e15531
Holz=hack.,	w5_d132e15534
beym	w7_d132e15537
Hirschen	w9_d132e15540
-kopf	w11_d132e15543
oberm	w1_d132e15548
Neustift,	w3_d132e15551
alt	w5_d132e15554
54.	w7_d132e15557
J.	w9_d132e15560
Zachat.	w1_d132e15565
Sedlmayr,	w3_d132e15568
Tagw.,	w5_d132e15571
im	w7_d132e15574
Ziegelmayris.	w9_d132e15577
H.	w11_d132e15580
in	w1_d132e15586
der	w3_d132e15589
Leopoldst.,	w5_d132e15592
alt	w7_d132e15595
33.	w9_d132e15598
J.	w11_d132e15601
</list>
<head id="h2_d132e15608">
Summa	w1_d132e15612
R.	w3_d132e15615
Person.	w5_d132e15618
darunter	w7_d132e15621
5.	w9_d132e15624
Kinder.	w11_d132e15627
</head>
<head id="h2_d132e15634">
EDICT.	w1_d132e15638
</head>
<p id="p4_d132e15641">
Von	w1_d132e15645
des	w3_d132e15648
Kaiserl.	w5_d132e15651
Königl.	w7_d132e15654
Judicii	w9_d132e15657
dele	w11_d132e15660
gatis	w1_d132e15665
Militaris	w3_d132e15668
Mixti	w5_d132e15671
Superioris,	w7_d132e15674
ac	w9_d132e15677
In-	w11_d132e15680
serioris	w1_d132e15685
Austriæ	w3_d132e15688
wegen,	w5_d132e15691
wird	w7_d132e15694
hiemit	w9_d132e15697
durch	w11_d132e15700
dieses	w1_d132e15706
offentliche	w3_d132e15709
Edict	w5_d132e15712
dem	w7_d132e15715
gewest	w9_d132e15718
Kaiserl.	w11_d132e15721
Königl.	w1_d132e15726
Rittmeister,	w3_d132e15729
Herrn	w5_d132e15732
Franz	w7_d132e15735
Frey=herrn	w9_d132e15738
von	w1_d132e15743
Rummel,	w3_d132e15746
kund	w5_d132e15749
und	w7_d132e15752
zu	w9_d132e15755
wissen	w11_d132e15758
gemacht:	w13_d132e15762
</p>
<p id="p8_d132e15767">
Das	w1_d132e15771
gestalten	w3_d132e15774
der	w5_d132e15777
Kaiserl.	w7_d132e15780
Königl.	w9_d132e15783
Haupt	w11_d132e15786
mann,	w1_d132e15791
Herr	w3_d132e15794
Friederich	w5_d132e15797
Freyherr	w7_d132e15800
von	w9_d132e15803
Schwan	w11_d132e15806
des	w1_d132e15811
unterm	w3_d132e15814
28.	w5_d132e15817
Februarii	w7_d132e15820
dies	w9_d132e15823
Jahrs	w11_d132e15826
um	w13_d132e15830
Einantwortung	w1_d132e15836
des	w3_d132e15839
ihme	w5_d132e15842
für	w7_d132e15845
350.	w9_d132e15848
fl.	w11_d132e15851
ver	w13_d132e15855
setzt,	w1_d132e15860
und	w3_d132e15863
bey	w5_d132e15866
der	w7_d132e15869
den	w9_d132e15872
12.	w11_d132e15875
Jenner	w13_d132e15879
anberaumt	w15_d132e15882
gewesten	w1_d132e15887
Schätzungs=tagsatzung	w3_d132e15890
um	w5_d132e15893
120.	w7_d132e15896
fl.	w9_d132e15899
geschätzten	w1_d132e15904
Kleides	w3_d132e15907
angelanget,	w5_d132e15910
und	w7_d132e15913
ihme	w9_d132e15916
Freyherrn	w1_d132e15922
von	w3_d132e15925
Rummel	w5_d132e15928
hierauf	w7_d132e15931
die	w9_d132e15934
Auslö	w11_d132e15937
sung	w1_d132e15942
sothanen	w3_d132e15945
Kleides	w5_d132e15948
auferleget	w7_d132e15951
worden	w9_d132e15954
seye.	w1_d132e15959
</p>
<p id="p10_d132e15962">
Gleichwie	w1_d132e15966
nun	w3_d132e15969
diese	w5_d132e15972
Auslösungsverord	w7_d132e15975
nung	w1_d132e15980
ihme	w3_d132e15983
Freyherrn	w5_d132e15986
von	w7_d132e15989
Rummel	w9_d132e15992
seines	w11_d132e15995
un	w13_d132e15999
wissenden	w1_d132e16004
Aufenthalts	w3_d132e16007
halber	w5_d132e16010
ad	w7_d132e16013
Ædes	w9_d132e16016
ge	w11_d132e16019
bräuchiger	w1_d132e16025
massen	w3_d132e16028
nicht	w5_d132e16031
zugestellet	w7_d132e16034
werden	w9_d132e16037
kan,	w1_d132e16042
als	w3_d132e16045
wird	w5_d132e16048
demselben	w7_d132e16051
sothane	w9_d132e16054
Verordnung	w11_d132e16057
hiemit	w1_d132e16062
zu	w3_d132e16065
diesem	w5_d132e16068
Ende	w7_d132e16071
per	w9_d132e16074
Edictum	w11_d132e16077
ad	w13_d132e16081
Valvas	w1_d132e16086
peremptorie	w3_d132e16089
intimiret,	w5_d132e16092
auf	w7_d132e16095
daß	w9_d132e16098
er	w1_d132e16104
Freyherr	w3_d132e16107
von	w5_d132e16110
Rummel	w7_d132e16113
sein	w9_d132e16116
bey	w11_d132e16119
dem	w13_d132e16123
Freyherrn	w1_d132e16128
von	w3_d132e16131
Schwandes	w5_d132e16134
versetztes	w7_d132e16137
Kleid	w9_d132e16140
in	w1_d132e16145
Termino	w3_d132e16148
perem	w5_d132e16151
ptorio	w7_d132e16154
also	w9_d132e16157
gewiß	w11_d132e16160
aus	w13_d132e16164
löse,	w1_d132e16169
wie	w3_d132e16172
im	w5_d132e16175
Widrigen	w7_d132e16178
dem	w9_d132e16181
Suplicanten	w11_d132e16184
auf	w1_d132e16190
weiteres	w3_d132e16193
Anlangen	w5_d132e16196
mehr	w7_d132e16199
gedachtes	w9_d132e16202
Kleid	w11_d132e16205
um	w1_d132e16210
das	w3_d132e16213
Schätzungs=quantum	w5_d132e16216
pr.	w7_d132e16219
120.	w9_d132e16222
fl.	w11_d132e16225
salvo	w1_d132e16230
Jure	w3_d132e16233
residui,	w5_d132e16236
ac	w7_d132e16239
alio	w9_d132e16242
quocunque	w11_d132e16245
eingeantwortet	w1_d132e16250
werden	w3_d132e16253
solle:	w5_d132e16256
Wornach	w7_d132e16259
sich	w9_d132e16262
derselbe	w1_d132e16268
zu	w3_d132e16271
richten,	w5_d132e16274
und	w7_d132e16277
seinem	w9_d132e16280
Recht	w11_d132e16283
zu	w13_d132e16287
invi-	w15_d132e16290
giliren	w1_d132e16295
wissen	w3_d132e16298
wird.	w5_d132e16301
</p>
<head id="h2_d132e16307">
EDICT.	w1_d132e16311
</head>
<p id="p4_d132e16314">
Jch	w1_d132e16318
Johann	w3_d132e16321
Wilhelm	w5_d132e16324
des	w7_d132e16327
heiligen	w9_d132e16330
Rö	w11_d132e16333
mischen	w1_d132e16338
Reichs	w3_d132e16341
Fürst	w5_d132e16344
Trautson,	w7_d132e16347
Graf	w9_d132e16350
zu	w11_d132e16353
Fal	w13_d132e16357
keustein,	w1_d132e16362
Ritter	w3_d132e16365
des	w5_d132e16368
goldenen	w7_d132e16371
Vliesses,	w9_d132e16374
der	w11_d132e16377
Römisch=Kaiserl.	w1_d132e16383
Königl.	w3_d132e16386
Majestät	w5_d132e16389
würk	w7_d132e16392
licher	w1_d132e16397
geheimer	w3_d132e16400
Raht,	w5_d132e16403
Obrist=hof=meister,	w7_d132e16406
und	w9_d132e16409
Land=marschall	w1_d132e16414
in	w3_d132e16417
Oesterreich	w5_d132e16420
unter	w7_d132e16423
der	w9_d132e16426
Enns,	w11_d132e16429
entbiete	w1_d132e16434
dem	w3_d132e16437
Fanz	w5_d132e16440
Joseph	w7_d132e16443
Piringer	w9_d132e16446
gewe	w11_d132e16449
sten	w1_d132e16455
Verwalter	w3_d132e16458
der	w5_d132e16461
Herrschaft	w7_d132e16464
Schönbühl	w9_d132e16467
meinen	w1_d132e16472
guten	w3_d132e16475
Willen	w5_d132e16478
zuvor,	w7_d132e16481
und	w9_d132e16484
füge	w11_d132e16487
euch	w13_d132e16491
hiemit	w1_d132e16496
zu	w3_d132e16499
vernehmen:	w5_d132e16502
</p>
<p id="p6_d132e16505">
Es	w1_d132e16509
habe	w3_d132e16512
bey	w5_d132e16515
dem	w7_d132e16518
mir	w9_d132e16521
allergnädigst	w11_d132e16524
an	w13_d132e16528
vertrauten	w1_d132e16533
Kaiserl.	w3_d132e16536
Königl.	w5_d132e16539
N.	w7_d132e16542
Oe.	w9_d132e16545
Land	w11_d132e16548
marschallischen	w1_d132e16553
Gericht,	w3_d132e16556
der	w5_d132e16559
Hoch	w7_d132e16562
und	w9_d132e16565
Wol	w11_d132e16568
geborne	w1_d132e16574
Herr	w3_d132e16577
Johann	w5_d132e16580
Ernst,	w7_d132e16583
Graf	w9_d132e16586
und	w11_d132e16589
Hr.	w13_d132e16593
von	w1_d132e16598
Starhemberg,	w3_d132e16601
wider	w5_d132e16604
euch	w7_d132e16607
abermahlen	w9_d132e16610
schriftlich	w1_d132e16615
vorgestellet,	w3_d132e16618
welcher	w5_d132e16621
gestalten	w7_d132e16624
ihr	w9_d132e16627
als	w1_d132e16632
auf	w3_d132e16635
seiner	w5_d132e16638
Fidei-comiss-herrschaft	w7_d132e16641
Schönbühl	w1_d132e16647
gewester	w3_d132e16650
Verwalter	w5_d132e16653
sowol	w7_d132e16656
über	w9_d132e16659
die	w1_d132e16664
aus	w3_d132e16667
euren	w5_d132e16670
pro	w7_d132e16673
annis	w9_d132e16676
1747.	w11_d132e16679
1748.	w13_d132e16683
und	w15_d132e16686
1749	w1_d132e16691
gelegt	w3_d132e16694
und	w5_d132e16697
von	w7_d132e16700
der	w9_d132e16703
Regentia	w11_d132e16706
revidir	w13_d132e16710
ten	w1_d132e16715
Rechnungen	w3_d132e16718
hervorgekommenen	w5_d132e16721
Super	w7_d132e16724
mängel	w1_d132e16730
und	w3_d132e16733
Ausstellungs=posten,	w5_d132e16736
als	w7_d132e16739
auch	w9_d132e16742
über	w1_d132e16747
die	w3_d132e16750
aus	w5_d132e16753
der	w7_d132e16756
vom	w9_d132e16759
1.	w11_d132e16762
Jenner	w13_d132e16766
bis	w15_d132e16769
letzten	w17_d132e16772
</p>
<p id="p8_d132e16775">
Augufl	w1_d132e16779
1750.	w3_d132e16782
gelegten	w5_d132e16785
Rechnung	w7_d132e16788
ausgestellte	w9_d132e16791
Mängels=posten	w1_d132e16796
eure	w3_d132e16799
Supererleu	w5_d132e16802
terungen	w1_d132e16807
zu	w3_d132e16810
erstatten	w5_d132e16813
hättet,	w7_d132e16816
ihr	w9_d132e16819
aber	w11_d132e16822
inzwi	w13_d132e16826
schen	w1_d132e16832
von	w3_d132e16835
hinnen	w5_d132e16838
entwichen,	w7_d132e16841
folgsam	w9_d132e16844
eure	w11_d132e16847
Aufenthalt	w1_d132e16852
dato	w3_d132e16855
unwissend	w5_d132e16858
wäre:	w7_d132e16861
diesemnach	w9_d132e16864
gebetten,	w1_d132e16869
ich	w3_d132e16872
geruhete	w5_d132e16875
in	w7_d132e16878
die	w9_d132e16881
Colationirung	w11_d132e16884
dessen,	w1_d132e16889
was	w3_d132e16892
eingekommen,	w5_d132e16895
ex	w7_d132e16898
officio	w9_d132e16901
zuge	w11_d132e16904
willigen;	w1_d132e16910
</p>
<p id="p10_d132e16913">
Wann	w1_d132e16917
nun	w3_d132e16920
euch	w5_d132e16923
die	w7_d132e16926
Erstattung	w9_d132e16929
deren	w11_d132e16932
ab	w13_d132e16936
geforderten	w1_d132e16941
Erleuterungen	w3_d132e16944
inner	w5_d132e16947
14.	w7_d132e16950
Tagen	w9_d132e16953
auferlegt	w1_d132e16958
worden	w3_d132e16961
ist,	w5_d132e16964
ihr	w7_d132e16967
aber	w9_d132e16970
hierüber	w11_d132e16973
nicht	w13_d132e16977
zu	w1_d132e16983
betretten	w3_d132e16986
seyd.	w5_d132e16989
Als	w7_d132e16992
wird	w9_d132e16995
euch	w11_d132e16998
sothanen	w13_d132e17002
ergangene	w1_d132e17007
14.	w3_d132e17010
tägige	w5_d132e17013
ErläuterErstattungs	w7_d132e17016
auflag	w1_d132e17021
hiermit	w3_d132e17024
edictaliter	w5_d132e17027
intimiret.	w7_d132e17030
Actum	w9_d132e17033
Wien	w1_d132e17038
den	w3_d132e17041
21.	w5_d132e17044
Martii	w7_d132e17047
1757.	w9_d132e17050
</p>
<p id="p12_d132e17054">
Von	w1_d132e17058
des	w3_d132e17061
Kaiserl.	w5_d132e17064
Königl.	w7_d132e17067
Jud.	w9_d132e17070
Milit.	w11_d132e17073
Mixti	w1_d132e17078
Sup.	w3_d132e17081
ac	w5_d132e17084
Inf.	w7_d132e17087
Austriæ	w9_d132e17090
wegen	w11_d132e17093
wird	w13_d132e17097
hie	w15_d132e17100
mit	w1_d132e17105
durch	w3_d132e17108
dieses	w5_d132e17111
offentliche	w7_d132e17114
Edict	w9_d132e17117
Jeder	w11_d132e17120
manniglich,	w1_d132e17126
deme	w3_d132e17129
daran	w5_d132e17132
gelegen,	w7_d132e17135
kund	w9_d132e17138
und	w11_d132e17141
zu	w1_d132e17146
wissen	w3_d132e17149
gemacht.	w5_d132e17152
Es	w7_d132e17155
habe	w9_d132e17158
hier	w11_d132e17161
Orts	w13_d132e17165
der	w15_d132e17168
Kaiserl.	w1_d132e17173
Königl	w3_d132e17176
Kriegs=agent	w5_d132e17179
Maximilian	w7_d132e17182
Költz,	w1_d132e17187
als	w3_d132e17190
der	w5_d132e17193
Kaiserl.	w7_d132e17196
Königl.	w9_d132e17199
in	w11_d132e17202
Jnvaliden	w13_d132e17206
sachen	w1_d132e17212
aufgestellten	w3_d132e17215
Hof=commission	w5_d132e17218
bestellter	w7_d132e17221
Mandatarius	w1_d132e17226
gehorsamst	w3_d132e17229
angezeiget;	w5_d132e17232
Was	w7_d132e17235
gestalten	w1_d132e17240
der	w3_d132e17243
des	w5_d132e17246
Baaden	w7_d132e17249
Durlachischen	w9_d132e17252
Re	w11_d132e17255
giments	w1_d132e17260
gewest	w3_d132e17263
und	w5_d132e17266
zu	w7_d132e17269
Ende	w9_d132e17272
Octobris	w11_d132e17275
ver	w13_d132e17279
wichenen	w1_d132e17285
Jahrs	w3_d132e17288
ledigen	w5_d132e17291
Standes	w7_d132e17294
verstorbene	w9_d132e17297
Granadier=hauptmann	w1_d132e17302
de	w3_d132e17305
la	w5_d132e17308
Roche	w7_d132e17311
weder	w9_d132e17314
ein	w1_d132e17319
Testament,	w3_d132e17322
weder	w5_d132e17325
der	w7_d132e17328
Zeit	w9_d132e17331
wissentliche	w11_d132e17334
Befreunde	w1_d132e17339
nach	w3_d132e17342
sich	w5_d132e17345
gelassen;	w7_d132e17348
gleichwie	w9_d132e17351
nun	w11_d132e17354
die	w1_d132e17360
von	w3_d132e17363
denen	w5_d132e17366
ab	w7_d132e17369
Intestato	w9_d132e17372
und	w11_d132e17375
ohne	w13_d132e17379
Erben	w15_d132e17382
und	w1_d132e17387
Erbs=Namen	w3_d132e17390
verstorbenen	w5_d132e17393
Militairper	w7_d132e17396
sonen	w1_d132e17401
hinterlassene	w3_d132e17404
Vermögen	w5_d132e17407
Kraft	w7_d132e17410
allerhöch	w9_d132e17413
ster	w1_d132e17418
Entschliessung	w3_d132e17421
zu	w5_d132e17424
Versorgung	w7_d132e17427
deren	w9_d132e17430
ar	w11_d132e17433
men	w1_d132e17439
Jnvaliden=soldaten,	w3_d132e17442
als	w5_d132e17445
Erb=lose	w7_d132e17448
Gü	w9_d132e17451
ter,	w1_d132e17456
und	w3_d132e17459
Verlassenschaften	w5_d132e17462
dem	w7_d132e17465
Kaiserl.	w9_d132e17468
Kön.	w11_d132e17471
Jnvaliden=instituto	w1_d132e17476
anheim	w3_d132e17479
fallen,	w5_d132e17482
als	w7_d132e17485
hat	w9_d132e17488
Er	w1_d132e17493
Kriegs=agent	w3_d132e17496
Költz	w5_d132e17499
um	w7_d132e17502
Ausfertigung	w9_d132e17505
deren	w1_d132e17511
gewöhnlichen	w3_d132e17514
Convotarions-edicten	w5_d132e17517
gebetten.	w1_d132e17522
Wann	w3_d132e17525
nun	w5_d132e17528
zu	w7_d132e17531
diesem	w9_d132e17534
Ende	w11_d132e17537
der	w13_d132e17541
14.	w1_d132e17546
Septembris	w3_d132e17549
jetzt=lauffenden	w5_d132e17552
1757.	w7_d132e17555
Jahrs	w9_d132e17558
fruhe	w1_d132e17563
um	w3_d132e17566
9.	w5_d132e17569
Uhr	w7_d132e17572
bey	w9_d132e17575
diesem	w11_d132e17578
Kaiserl.	w13_d132e17582
Königl.	w15_d132e17585
Jud.	w1_d132e17591
Del.	w3_d132e17594
Milit.	w5_d132e17597
mixto	w7_d132e17600
sub	w9_d132e17603
Clausula	w11_d132e17606
per-	w13_d132e17610
emptoria	w1_d132e17615
pro	w3_d132e17618
primo,	w5_d132e17621
secundo	w7_d132e17624
&	w9_d132e17627
tertio	w11_d132e17630
Termino	w1_d132e17635
zu	w3_d132e17638
erscheinen	w5_d132e17641
bestimmet	w7_d132e17644
worden	w9_d132e17647
ist	w11_d132e17650
Solchemnach	w1_d132e17655
werden	w3_d132e17658
all	w5_d132e17661
und	w7_d132e17664
jede	w9_d132e17667
an	w11_d132e17670
obbe	w13_d132e17674
stimmten	w1_d132e17680
Tag	w3_d132e17683
und	w5_d132e17686
Stund	w7_d132e17689
zu	w9_d132e17692
erscheinen,	w11_d132e17695
und	w13_d132e17699
ihre	w1_d132e17704
etwann	w3_d132e17707
habende	w5_d132e17710
Erbs=sprüche,	w7_d132e17713
oder	w9_d132e17716
andern,	w11_d132e17719
wie	w1_d132e17724
immer	w3_d132e17727
Namen	w5_d132e17730
haben	w7_d132e17733
mögende	w9_d132e17736
Anforde	w11_d132e17739
rungen	w1_d132e17744
durch	w3_d132e17747
sich	w5_d132e17750
oder	w7_d132e17753
genugsam	w9_d132e17756
instruirt	w11_d132e17759
</p>
<head id="h2_d132e17765">
EDICT.	w1_d132e17769
</head>
<p id="p6_d132e17774">
Bevollmächtigte	w1_d132e17778
also	w3_d132e17781
gewiß	w5_d132e17784
anzumelden,	w7_d132e17787
und	w9_d132e17790
Rechts=erforderlich	w1_d132e17795
zu	w3_d132e17798
liquidiren,	w5_d132e17801
und	w7_d132e17804
respe-	w9_d132e17807
ctive	w1_d132e17812
zu	w3_d132e17815
legitimiren	w5_d132e17818
wissen,	w7_d132e17821
wie	w9_d132e17824
im	w11_d132e17827
widri	w13_d132e17831
gen	w1_d132e17837
auf	w3_d132e17840
derenselben	w5_d132e17843
Ausbleiben	w7_d132e17846
die	w9_d132e17849
Haupt	w11_d132e17852
mann	w1_d132e17857
de	w3_d132e17860
la	w5_d132e17863
Rochische	w7_d132e17866
Verlassenschaft	w9_d132e17869
als	w11_d132e17872
ein	w13_d132e17876
Erb=loses	w1_d132e17881
Gut	w3_d132e17884
dem	w5_d132e17887
Kaiserl.	w7_d132e17890
Königl.	w9_d132e17893
Jnvali	w11_d132e17896
den=instituto	w1_d132e17901
anheim	w3_d132e17904
fallen	w5_d132e17907
solle,	w7_d132e17910
wornach	w9_d132e17913
sich	w1_d132e17919
ein	w3_d132e17922
jeder	w5_d132e17925
zu	w7_d132e17928
richten,	w9_d132e17931
und	w11_d132e17934
seinem	w13_d132e17938
Recht	w15_d132e17941
zu	w1_d132e17946
invigillren	w3_d132e17949
wissen	w5_d132e17952
wird.	w7_d132e17955
</p>
<p id="p8_d132e17958">
Jn	w1_d132e17962
der	w3_d132e17965
Leopold=stadt	w5_d132e17968
ist	w7_d132e17971
der	w9_d132e17974
Schmuderische	w11_d132e17977
Garten	w1_d132e17982
mit	w3_d132e17985
denen	w5_d132e17988
allda	w7_d132e17991
defindlich	w9_d132e17994
meublir	w11_d132e17997
ten	w1_d132e18002
und	w3_d132e18005
mit	w5_d132e18008
allen	w7_d132e18011
Zugehörungen	w9_d132e18014
versehenen	w11_d132e18017
Zimmern,	w1_d132e18023
samt	w3_d132e18026
Stallung	w5_d132e18029
und	w7_d132e18032
Schupfen	w9_d132e18035
zu	w11_d132e18038
verlassen,	w1_d132e18043
und	w3_d132e18046
ist	w5_d132e18049
sich	w7_d132e18052
wegen	w9_d132e18055
des	w11_d132e18058
Bestands	w13_d132e18062
in	w1_d132e18067
dem	w3_d132e18070
Haus	w5_d132e18073
allda	w7_d132e18076
anzumelden.	w9_d132e18079
</p>
<p id="p10_d132e18082">
Es	w1_d132e18086
ist	w3_d132e18089
auf	w5_d132e18092
künftigen	w7_d132e18095
St.	w9_d132e18098
Georgi	w11_d132e18101
1757.	w13_d132e18105
auf	w1_d132e18110
dem	w3_d132e18113
hohen	w5_d132e18116
Markt	w7_d132e18119
in	w9_d132e18122
der	w11_d132e18125
Stadt,	w13_d132e18129
im	w15_d132e18132
Die	w17_d132e18135
terichischen	w1_d132e18140
nunmehro	w3_d132e18143
Klerfischen	w5_d132e18146
Hauß	w7_d132e18149
im	w9_d132e18152
2.	w1_d132e18158
Stock	w3_d132e18161
eine	w5_d132e18164
Wohnung	w7_d132e18167
so	w9_d132e18170
in	w11_d132e18173
zwey	w13_d132e18177
Zimmern	w15_d132e18180
Kammer,	w1_d132e18185
Kuchel,	w3_d132e18188
und	w5_d132e18191
Holzegewölb,	w7_d132e18194
dann	w9_d132e18197
eine	w1_d132e18202
andere	w3_d132e18205
im	w5_d132e18208
ersten	w7_d132e18211
Stock,	w9_d132e18214
in	w11_d132e18217
Zimmer,	w13_d132e18221
Kam	w15_d132e18224
mer	w1_d132e18229
Kuchel,	w3_d132e18232
und	w5_d132e18235
Holz=gewölb	w7_d132e18238
bestehet,	w9_d132e18241
in	w11_d132e18244
Bestand	w1_d132e18250
zu	w3_d132e18253
verlassen,	w5_d132e18256
wessentwegen	w7_d132e18259
sich	w9_d132e18262
in	w11_d132e18265
der	w1_d132e18270
Wohlzeil	w3_d132e18273
im	w5_d132e18276
Kraußischen,	w7_d132e18279
ehehin	w9_d132e18282
genannt	w11_d132e18285
Fabrischen	w1_d132e18290
Haus,	w3_d132e18293
im	w5_d132e18296
ersten	w7_d132e18299
Stock	w9_d132e18302
bey	w11_d132e18305
Hrn.	w13_d132e18309
von	w1_d132e18314
Klerf	w3_d132e18317
anzumelden.	w5_d132e18320
</p>
<p id="p12_d132e18324">
Den	w1_d132e18328
18.	w3_d132e18331
dieses	w5_d132e18334
Monats	w7_d132e18337
Aprilis,	w9_d132e18340
und	w11_d132e18343
die	w13_d132e18347
folgende	w1_d132e18352
Täg,	w3_d132e18355
werden	w5_d132e18358
in	w7_d132e18361
dem	w9_d132e18364
roten	w11_d132e18367
Rösselen	w13_d132e18371
der	w1_d132e18376
Wollzeil	w3_d132e18379
in	w5_d132e18382
zweyten	w7_d132e18385
Stock,	w9_d132e18388
fruh	w11_d132e18391
von	w13_d132e18395
9.	w15_d132e18398
bis	w1_d132e18404
12.	w3_d132e18407
Uhr,	w5_d132e18410
dann	w7_d132e18413
Nachmittag	w9_d132e18416
von	w11_d132e18419
3	w13_d132e18423
bis	w15_d132e18426
6.	w17_d132e18429
Uhr,	w1_d132e18434
verschiedene	w3_d132e18437
Manns	w5_d132e18440
und	w7_d132e18443
FrauenKlei	w9_d132e18446
der,	w1_d132e18451
Geschmuck,	w3_d132e18454
Silber,	w5_d132e18457
Uhren,	w7_d132e18460
Spitzen,	w9_d132e18463
Wäsch,	w1_d132e18468
Spiegel,	w3_d132e18471
Bilder,	w5_d132e18474
Kästen,	w7_d132e18477
Tisch,	w9_d132e18480
Sasfel,	w1_d132e18486
Cannape,	w3_d132e18489
Spalier,	w5_d132e18492
dann	w7_d132e18495
einige	w9_d132e18498
Jn	w11_d132e18501
dianische	w1_d132e18506
Sachen,	w3_d132e18509
Zinn,	w5_d132e18512
Better,	w7_d132e18515
und	w9_d132e18518
der	w11_d132e18521
gleichen	w1_d132e18526
Effecten,	w3_d132e18529
licitando	w5_d132e18532
dem	w7_d132e18535
Meistdie	w9_d132e18538
tenden,	w1_d132e18543
gegen	w3_d132e18546
al	w5_d132e18549
sogleich	w7_d132e18552
baarer	w9_d132e18555
Bezahlung	w11_d132e18558
hindan	w1_d132e18564
gegeben	w3_d132e18567
werden.	w5_d132e18570
</p>
<p id="p14_d132e18573">
Den	w1_d132e18577
30.	w3_d132e18580
April	w5_d132e18583
wird	w7_d132e18586
in	w9_d132e18589
der	w11_d132e18592
Landes	w13_d132e18596
fürstli	w15_d132e18599
chen	w1_d132e18604
Stadt	w3_d132e18607
Prugg	w5_d132e18610
an	w7_d132e18613
der	w9_d132e18616
Leytha	w11_d132e18619
Weyland	w13_d132e18623
Wenzel	w1_d132e18628
Papst	w3_d132e18631
seel.	w5_d132e18634
bürgerliches	w7_d132e18637
Haus,	w9_d132e18640
und	w11_d132e18643
Dräxler=hand	w1_d132e18649
werk,	w3_d132e18652
wie	w5_d132e18655
auch	w7_d132e18658
des	w9_d132e18661
Franz	w11_d132e18664
Put	w13_d132e18668
schink	w1_d132e18673
Haus,	w3_d132e18676
und	w5_d132e18679
Riemer=handwerk	w7_d132e18682
licitan-	w9_d132e18685
do	w1_d132e18690
dem	w3_d132e18693
Meist=bietenden	w5_d132e18696
käuflich	w7_d132e18699
hindan	w9_d132e18702
ge	w11_d132e18705
lassen	w1_d132e18710
werden.	w3_d132e18713
Es	w5_d132e18716
