<doc id="edoc_wd_1775-07-01" attrs="word" year="1775" month="07" day="01" corpus="1">
<head id="hl4">
Korinth	w40
der	w5714
Prinz	w5715
von	w5716
Bourbon	w5717
<g/>
,
als	w5719
Graf	w5720
von	w5721
Champag=ne	w5722
<g/>
=
<g/>
,
trugen	w5725
gräfliche	w5726
Kronen	w5727
<g/>
.
Die	w5729
Her=ren	w5730
<g/>
=
Marschälle	w5732
von	w5733
Contades	w5734
<g/>
,
von	w5736
Brog=lio	w5737
<g/>
=
und	w5739
von	w5740
Nicolai	w5741
<g/>
,
welche	w5743
von	w5744
Sr	w5745
<g/>
.
Majestät	w5747
ernannt	w5748
waren	w5749
<g/>
,
um	w5751
die	w5752
Kro=ne	w5753
<g/>
=
<g/>
,
den	w5756
Scepter	w5757
<g/>
,
und	w5759
den	w5760
Gerechtig=keitsstab	w5761
<g/>
=
zu	w5763
tragen	w5764
<g/>
,
sassen	w5766
hinter	w5767
der	w5768
Bank	w5769
der	w5770
weltlichen	w5771
Pairs	w5772
<g/>
.
Nachdem	w5774
alle	w5775
versammelt	w5776
waren	w5777
<g/>
,
kamen	w5779
die	w5780
geist	w5781
<g/>
=
und	w5783
weltlichen	w5784
Pairs	w5785
um	w5786
den	w5787
Erzbischof	w5788
her	w5789
<g/>
,
und	w5791
ernannten	w5792
einstimmig	w5793
den	w5794
Bi=schof	w5795
<g/>
=
von	w5797
Laon	w5798
<g/>
,
und	w5800
von	w5801
Beauvais	w5802
<g/>
,
als	w5804
Deputirte	w5805
<g/>
,
um	w5807
den	w5808
König	w5809
abzuholen	w5810
<g/>
.
Diese	w5812
beyden	w5813
Prälaten	w5814
giengen	w5815
hin	w5816
un=ter	w5817
<g/>
=
Vortretung	w5819
des	w5820
gesammten	w5821
Domka=pitels	w5822
<g/>
=
<g/>
,
in	w5825
deren	w5826
Mitte	w5827
sich	w5828
die	w5829
Musik	w5830
be=fand	w5831
<g/>
=
<g/>
.
Sie	w5834
giengen	w5835
durch	w5836
den	w5837
grossen	w5838
dedeckten	w5839
Gang	w5840
<g/>
,
welcher	w5842
von	w5843
dem	w5844
Por=tal	w5845
<g/>
=
der	w5847
Kirche	w5848
bis	w5849
zum	w5850
grossen	w5851
Saal	w5852
im	w5853
erzbischöflichen	w5854
Pallaste	w5855
erbauet	w5856
war	w5857
<g/>
.
Als	w5859
sie	w5860
zu	w5861
der	w5862
Thüre	w5863
des	w5864
Königs	w5865
kamen	w5866
<g/>
,
welche	w5868
sie	w5869
verschlossen	w5870
fanden	w5871
<g/>
,
klopfte	w5873
der	w5874
Kantor	w5875
mit	w5876
seinem	w5877
Stabe	w5878
an	w5879
<g/>
,
und	w5881
der	w5882
Großkammerherr	w5883
sagte	w5884
<g/>
,
ohne	w5886
aufzu=machen	w5887
<g/>
=
<g/>
:
Que	w5890
demandez	w5891
vous	w5892
<g/>
?
Was	w5894
ver=langt	w5895
<g/>
=
ihr	w5897
<g/>
?
Der	w5899
Kantor	w5900
antwortete	w5901
<g/>
:
le	w5903
Roi	w5904
<g/>
,
den	w5906
König	w5907
<g/>
;
worauf	w5909
der	w5910
Kammer=herr	w5911
<g/>
=
erwiederte	w5913
<g/>
:
le	w5915
Roi	w5916
dort	w5917
<g/>
,
der	w5919
KöKönig	w5920
<g/>
=
</p>
<p id="p134">
nig	w5922
schläft	w5923
<g/>
.
Diese	w5925
von	w5926
Alters	w5927
her	w5928
einge=führte	w5929
<g/>
=
Ceremonie	w5931
ward	w5932
zweymal	w5933
wieder=holt	w5934
<g/>
=
<g/>
,
und	w5937
bey	w5938
dem	w5939
drittenmale	w5940
ergrief	w5941
der	w5942
Bischof	w5943
von	w5944
Laon	w5945
das	w5946
Wort	w5947
<g/>
,
und	w5949
sagte	w5950
<g/>
:
Nous	w5952
demandons	w5953
Louis	w5954
XVI	w5955
que	w5956
Dieu	w5957
nous	w5958
a	w5959
donné	w5960
pour	w5961
roi	w5962
<g/>
:
Wir	w5964
ver=langen	w5965
<g/>
=
Ludwig	w5967
XVI	w5968
welchen	w5969
Gott	w5970
zum	w5971
König	w5972
uns	w5973
gegeben	w5974
hat	w5975
<g/>
.
Da	w5977
wurde	w5978
die	w5979
Thür	w5980
aufgemacht	w5981
<g/>
:
der	w5983
Großceremonien=meister	w5984
<g/>
=
führte	w5986
die	w5987
beyden	w5988
Prälaten	w5989
vor	w5990
den	w5991
König	w5992
<g/>
,
welcher	w5994
auf	w5995
einem	w5996
Parade=bette	w5997
<g/>
=
lag	w5999
<g/>
,
und	w6001
eine	w6002
lange	w6003
Weste	w6004
von	w6005
kar=moisinrothen	w6006
<g/>
=
Atlas	w6008
mit	w6009
goldenen	w6010
Borden	w6011
an	w6012
hatte	w6013
<g/>
,
welche	w6015
wie	w6016
das	w6017
Hemd	w6018
an	w6019
den	w6020
Orten	w6021
<g/>
,
wo	w6023
Se	w6024
<g/>
.
Majestät	w6026
die	w6027
Salbung	w6028
empfangen	w6029
sollten	w6030
<g/>
,
Oeffnungen	w6032
hatte	w6033
<g/>
.
Der	w6035
Bischof	w6036
von	w6037
Laon	w6038
reichte	w6039
dem	w6040
Kö=nig	w6041
<g/>
=
das	w6043
Weihwasser	w6044
<g/>
,
und	w6046
verrichtete	w6047
das	w6048
Gebet	w6049
<g/>
,
nach	w6051
welchem	w6052
er	w6053
mit	w6054
Beyhülfe	w6055
des	w6056
Bischofs	w6057
von	w6058
Beauvais	w6059
den	w6060
König	w6061
aufrichtete	w6062
<g/>
,
welcher	w6064
also	w6065
in	w6066
Proceßion	w6067
nach	w6068
der	w6069
Kirche	w6070
geführet	w6071
wurde	w6072
<g/>
.
Beym	w6074
Eintritt	w6075
in	w6076
dem	w6077
Chor	w6078
kniete	w6079
der	w6080
König	w6081
am	w6082
Fusse	w6083
des	w6084
Altars	w6085
nieder	w6086
<g/>
,
und	w6088
wurde	w6089
alsdann	w6090
durch	w6091
die	w6092
beyde	w6093
Prälaten	w6094
zu	w6095
ei=nem	w6096
<g/>
=
in	w6098
der	w6099
Mitte	w6100
des	w6101
Chors	w6102
gesetzten	w6103
Lehnstuhl	w6104
unter	w6105
einem	w6106
Baldachin	w6107
gefüh=ret	w6108
<g/>
=
<g/>
.
Ein	w6111
jeder	w6112
nahm	w6113
seinen	w6114
Platz	w6115
<g/>
,
und	w6117
nun	w6118
wurde	w6119
das	w6120
Veni	w6121
Creator	w6122
Spiritus	w6123
an=gestimmt	w6124
<g/>
=
<g/>
,
nach	w6127
welchem	w6128
das	w6129
Domkapitel	w6130
die	w6131
Terz	w6132
aus	w6133
den	w6134
Horis	w6135
Canonicis	w6136
an=fieng	w6137
<g/>
=
<g/>
.
Sobald	w6140
dieses	w6141
geendiget	w6142
war	w6143
<g/>
,
kam	w6145
die	w6146
heil	w6147
<g/>
.
Ampel	w6149
an	w6150
der	w6151
Thüre	w6152
der	w6153
Kirche	w6154
an	w6155
<g/>
,
welche	w6157
der	w6158
Großprior	w6159
der	w6160
Abtey	w6161
St	w6162
<g/>
.
Remy	w6164
in	w6165
Proceßion	w6166
dahin	w6167
gebracht	w6168
hatte	w6169
<g/>
.
Derselbe	w6171
hatte	w6172
einen	w6173
gold=stoffenen	w6174
<g/>
=
Chorrock	w6176
an	w6177
und	w6178
ritte	w6179
auf	w6180
ei=nem	w6181
<g/>
=
weißen	w6183
Pferd	w6184
aus	w6185
dem	w6186
Marstalle	w6187
des	w6188
Königs	w6189
<g/>
,
welches	w6191
durch	w6192
zwey	w6193
Stall=knechte	w6194
<g/>
=
geführet	w6196
wurde	w6197
<g/>
,
unter	w6199
einem	w6200
Himmel	w6201
<g/>
,
welcher	w6203
durch	w6204
die	w6205
Ritter	w6206
der	w6207
heil	w6208
<g/>
.
Ampel	w6210
getragen	w6211
wurde	w6212
<g/>
.
Der	w6214
Cheva=lier	w6215
<g/>
=
de	w6217
la	w6218
Rochefaueault	w6219
<g/>
,
der	w6221
Graf	w6222
von	w6223
Taleyaud	w6224
<g/>
,
der	w6226
Marquis	w6227
von	w6228
Rochechou=ard	w6229
<g/>
=
<g/>
,
und	w6232
der	w6233
Marquis	w6234
de	w6235
la	w6236
Roche	w6237
<g/>
=
AyAymond	w6239
<g/>
=
</p>
<p id="p135">
mond	w6241
<g/>
,
als	w6243
die	w6244
von	w6245
Sr	w6246
<g/>
.
Majestät	w6248
zu	w6249
Gei=seln	w6250
<g/>
=
ernannte	w6252
Herren	w6253
<g/>
,
ritten	w6255
an	w6256
den	w6257
vier	w6258
Ecken	w6259
des	w6260
Baldachins	w6261
einher	w6262
<g/>
.
Der	w6264
Prä=lat	w6265
<g/>
=
welcher	w6267
das	w6268
Präsidium	w6269
über	w6270
die	w6271
Ce=remonie	w6272
<g/>
=
führte	w6274
<g/>
,
gieng	w6276
der	w6277
heil	w6278
<g/>
.
Ampel	w6280
entgegen	w6281
<g/>
,
und	w6283
empfieng	w6284
sie	w6285
unter	w6286
der	w6287
Thür	w6288
<g/>
,
wobey	w6290
der	w6291
Großprior	w6292
<g/>
,
indem	w6294
er	w6295
sie	w6296
überreichte	w6297
<g/>
,
zu	w6299
ihm	w6300
sprach	w6301
<g/>
:
“Jch	w6303
über=gebe	w6304
<g/>
=
euch	w6306
diesen	w6307
kostbaren	w6308
<g/>
,
vom	w6310
Him=mel	w6311
<g/>
=
dem	w6313
grossen	w6314
St	w6315
<g/>
.
Remy	w6317
zugeschickten	w6318
Schatz	w6319
<g/>
,
zu	w6321
Salbung	w6322
des	w6323
Clovis	w6324
<g/>
,
und	w6326
der	w6327
Könige	w6328
seiner	w6329
Nachfolger	w6330
<g/>
:
vorher	w6332
aber	w6333
bitte	w6334
ich	w6335
euch	w6336
<g/>
,
nach	w6338
der	w6339
alten	w6340
Ge=wohnheit	w6341
<g/>
=
<g/>
,
euch	w6344
zu	w6345
verpflichten	w6346
<g/>
,
mir	w6348
die=selbe	w6349
<g/>
=
nach	w6351
vollbrachter	w6352
Salbung	w6353
unsers	w6354
Königs	w6355
Ludwig	w6356
XVI	w6357
wiederum	w6358
zuzustel=len	w6359
<g/>
=
<g/>
.
"	w6362
Der	w6363
Prälat	w6364
versprach	w6365
dieses	w6366
<g/>
,
und	w6368
trug	w6369
die	w6370
Ampel	w6371
auf	w6372
den	w6373
Altar	w6374
<g/>
.
</p>
<p id="p136">
Nachdem	w6376
hierauf	w6377
das	w6378
gewöhnliche	w6379
Ge=bet	w6380
<g/>
=
verrichtet	w6382
worden	w6383
<g/>
,
legte	w6385
der	w6386
gedach=te	w6387
<g/>
=
Prälat	w6389
die	w6390
Pontifikalkleider	w6391
an	w6392
<g/>
,
um	w6394
das	w6395
Hochamt	w6396
zu	w6397
halten	w6398
<g/>
;
und	w6400
als	w6401
dieses	w6402
geendiget	w6403
war	w6404
<g/>
,
trat	w6406
er	w6407
zu	w6408
dem	w6409
Könige	w6410
<g/>
,
und	w6412
überreichte	w6413
ihm	w6414
eine	w6415
Bitschrift	w6416
für	w6417
alle	w6418
Kirchen	w6419
Frankreichs	w6420
<g/>
,
um	w6422
dieselbe	w6423
in	w6424
ihren	w6425
Freyheiten	w6426
zu	w6427
schützen	w6428
<g/>
.
Sie	w6430
war	w6431
in	w6432
folgenden	w6433
Worten	w6434
abgefaßt	w6435
<g/>
:
“Wir	w6437
ersuchen	w6438
euch	w6439
<g/>
,
uns	w6441
die	w6442
Privilegien	w6443
und	w6444
Jmmunitäten	w6445
<g/>
,
Rechte	w6447
und	w6448
Gerichtsbar=keiten	w6449
<g/>
=
<g/>
,
in	w6452
deren	w6453
Besitze	w6454
jeder	w6455
von	w6456
uns	w6457
<g/>
,
und	w6459
die	w6460
uns	w6461
anvertrauten	w6462
Kirchen	w6463
sich	w6464
befinden	w6465
<g/>
,
zu	w6467
erhalten	w6468
<g/>
,
und	w6470
uns	w6471
zu	w6472
be=schützen	w6473
<g/>
=
<g/>
,
wie	w6476
es	w6477
einem	w6478
König	w6479
in	w6480
seinem	w6481
Königreiche	w6482
jedem	w6483
Bischof	w6484
<g/>
,
und	w6486
die	w6487
ihm	w6488
auvertraute	w6489
Gemeinde	w6490
zu	w6491
beschützen	w6492
oblie=get	w6493
<g/>
=
<g/>
.
“	w6496
Der	w6497
König	w6498
stund	w6499
auf	w6500
<g/>
,
und	w6502
ver=sprach	w6503
<g/>
=
solches	w6505
mit	w6506
bedecktem	w6507
Haupte	w6508
<g/>
:
hierauf	w6510
setzte	w6511
er	w6512
sich	w6513
wieder	w6514
<g/>
,
und	w6516
legte	w6517
den	w6518
sogenannten	w6519
Reichseid	w6520
mit	w6521
lauter	w6522
Stimme	w6523
ab	w6524
<g/>
,
die	w6526
Hände	w6527
auf	w6528
dem	w6529
Evan=gelienbuch	w6530
<g/>
=
haltend	w6532
<g/>
.
Die	w6534
Formel	w6535
dieses	w6536
Reichseides	w6537
ist	w6538
sehr	w6539
alt	w6540
<g/>
,
und	w6542
lautet	w6543
also	w6544
<g/>
:
"Jch	w6546
verspreche	w6547
im	w6548
Ramen	w6549
Jesu	w6550
Chri=sti	w6551
<g/>
=
<g/>
,
dem	w6554
christlichen	w6555
Volke	w6556
das	w6557
mir	w6558
un=terthan	w6559
<g/>
=
ist	w6561
<g/>
,
zu	w6563
aller	w6564
Zeit	w6565
der	w6566
Kirche	w6567
Got=tes	w6568
<g/>
=
den	w6570
Frieden	w6571
durch	w6572
das	w6573
christliche	w6574
Volk	w6575
zu	w6576
erhalten	w6577
<g/>
,
zu	w6579
verhindern	w6580
<g/>
,
daß	w6582
Perso=nen	w6583
<g/>
=
<g/>
,
von	w6586
welchem	w6587
Range	w6588
sie	w6589
seyn	w6590
<g/>
,
Räu=bereyen	w6592
<g/>
=
und	w6594
Bosheiten	w6595
<g/>
,
von	w6597
welcher	w6598
Beschaffenheit	w6599
sie	w6600
seyn	w6601
mögen	w6602
<g/>
,
zu	w6604
begehen	w6605
<g/>
;
</p>
<p id="p137">
die	w6607
Gerechtigkeit	w6608
in	w6609
den	w6610
Gerichten	w6611
<g/>
,
und	w6613
die	w6614
Barmherzigkeit	w6615
zu	w6616
handhaben	w6617
<g/>
,
damit	w6619
Gott	w6620
<g/>
,
welcher	w6622
der	w6623
Ursprung	w6624
der	w6625
Gnade	w6626
und	w6627
Barmherzigkeit	w6628
ist	w6629
<g/>
,
solche	w6631
über	w6632
mich	w6633
und	w6634
auch	w6635
euch	w6636
verbreiten	w6637
möge	w6638
<g/>
;
Mir	w6640
aufrichtig	w6641
und	w6642
aus	w6643
allen	w6644
Kräften	w6645
angele=gen	w6646
<g/>
=
seyn	w6648
zu	w6649
lassen	w6650
<g/>
,
*	w6652
<g/>
)
in	w6654
allen	w6655
unter	w6656
meiner	w6657
Herrschaft	w6658
stehenden	w6659
Landen	w6660
die	w6661
Ketzer	w6662
auszurotten	w6663
<g/>
,
welche	w6665
namentlich	w6666
die	w6667
Kirche	w6668
verdammt	w6669
<g/>
;
Jch	w6671
bekräftige	w6672
endlich	w6673
alles	w6674
dieses	w6675
<g/>
:
so	w6677
stehe	w6678
mir	w6679
Gott	w6680
und	w6681
dieses	w6682
sein	w6683
Evangelium	w6684
bey	w6685
<g/>
.
"	w6687
**	w6688
<g/>
)
</p>
<p id="p138">
Hierauf	w6690
haben	w6691
Se	w6692
<g/>
.
Majestät	w6694
die	w6695
Eide	w6696
als	w6697
Großmeister	w6698
des	w6699
heil	w6700
<g/>
.
Geistordens	w6702
<g/>
,
dann	w6704
als	w6705
Großmeister	w6706
des	w6707
heil	w6708
<g/>
.
Ludwig=ordens	w6710
<g/>
=
<g/>
,
und	w6713
den	w6714
Eid	w6715
<g/>
,
das	w6717
Edikt	w6718
des	w6719
Königs	w6720
Ludwigs	w6721
XIV	w6722
<g/>
.
wider	w6724
das	w6725
Duel=liren	w6726
<g/>
=
<g/>
,
in	w6729
seiner	w6730
Kraft	w6731
zu	w6732
erhalten	w6733
<g/>
,
ei=nen	w6735
<g/>
=
nach	w6737
dem	w6738
andern	w6739
abgelegt	w6740
<g/>
.
</p>
<p id="p139">
*	w6742
<g/>
)
Dieser	w6744
Artikel	w6745
ist	w6746
erst	w6747
nach	w6748
der	w6749
Kirchenver=sammlung	w6750
<g/>
=
von	w6752
Lateran	w6753
1215	w6754
zu	w6755
der	w6756
Eides=formel	w6757
<g/>
=
hinzu	w6759
gethan	w6760
worden	w6761
</p>
<p id="p140">
**	w6762
<g/>
)
Der	w6764
König	w6765
versprach	w6766
sonst	w6767
auch	w6768
<g/>
,
die	w6770
Rech=te	w6771
<g/>
=
und	w6773
Vorzüge	w6774
der	w6775
Krone	w6776
Frankreich	w6777
zu	w6778
schützen	w6779
und	w6780
zu	w6781
handhaben	w6782
<g/>
,
und	w6784
solche	w6785
weder	w6786
zu	w6787
veräussern	w6788
<g/>
,
noch	w6790
an	w6791
Fremde	w6792
zu	w6793
übertra=gen	w6794
<g/>
=
<g/>
.
Dies	w6797
Versprechen	w6798
<g/>
,
welches	w6800
in	w6801
den	w6802
an=dern	w6803
<g/>
=
Artikeln	w6805
der	w6806
Eidesformel	w6807
enthalten	w6808
ist	w6809
<g/>
,
als	w6811
welche	w6812
keine	w6813
Kraft	w6814
noch	w6815
Wirkung	w6816
haben	w6817
würden	w6818
<g/>
,
wenn	w6820
der	w6821
König	w6822
sein	w6823
Volk	w6824
an	w6825
ei=nen	w6826
<g/>
=
andern	w6828
Souverain	w6829
übertragen	w6830
<g/>
,
oder	w6832
sei=ne	w6833
<g/>
=
Krone	w6835
veräussern	w6836
könnte	w6837
<g/>
,
war	w6839
gebräuch=lich	w6840
<g/>
=
<g/>
,
bis	w6843
auf	w6844
die	w6845
Zeiten	w6846
Karls	w6847
VIII	w6848
1484	w6849
<g/>
,
von	w6851
welcher	w6852
Zeit	w6853
an	w6854
solche	w6855
weggelassen	w6856
wird	w6857
<g/>
.
</p>
<p id="p141">
<g/>
(
Die	w6860
Fortsetzung	w6861
künftig	w6862
<g/>
.
<g/>
)
</p>
<p id="p142">
Es	w6865
ist	w6866
ein	w6867
auf	w6868
englische	w6869
Art	w6870
gemachter	w6871
noch	w6872
nie	w6873
gebraucht	w6874
zweysitziger	w6875
Wagen	w6876
zu	w6877
verkau=fen	w6878
<g/>
=
<g/>
:
er	w6881
ist	w6882
von	w6883
dem	w6884
beßten	w6885
hiesigen	w6886
Meister	w6887
la=kirt	w6888
<g/>
=
und	w6890
fein	w6891
geschliffen	w6892
<g/>
,
das	w6894
Gemälde	w6895
ist	w6896
ar=tig	w6897
<g/>
=
<g/>
,
der	w6900
Kasten	w6901
hängt	w6902
auf	w6903
Federn	w6904
<g/>
,
das	w6906
Gestell	w6907
hat	w6908
eisene	w6909
Schwanenhälse	w6910
und	w6911
ist	w6912
vergoldet	w6913
<g/>
;
die	w6915
Liebhaber	w6916
haben	w6917
sich	w6918
des	w6919
Weitern	w6920
am	w6921
Minori=tenplatz	w6922
<g/>
=
im	w6924
Uhlfeldischen	w6925
Haus	w6926
beym	w6927
Portier	w6928
zu	w6929
erkundigen	w6930
<g/>
.
</p>
<p id="p143">
Jn	w6932
dem	w6933
Markt	w6934
Pottendorf	w6935
ist	w6936
ein	w6937
Freyhaus	w6938
samt	w6939
dabey	w6940
befindlicher	w6941
Saifensiedergerechtigkeit	w6942
<g/>
,
mit	w6944
oder	w6945
ohne	w6946
Grundstücken	w6947
zu	w6948
verkaufen	w6949
<g/>
,
wer	w6951
solches	w6952
zu	w6953
kaufen	w6954
Lust	w6955
hat	w6956
<g/>
,
kann	w6958
sich	w6959
zu	w6960
Klo=sterneuburg	w6961
<g/>
=
bey	w6963
Joh	w6964
<g/>
.
Georg	w6966
Wischer	w6967
<g/>
;
burgerl	w6969
<g/>
.
Saifensieder	w6971
melden	w6972
<g/>
.
</p>
<p id="p144">
Den	w6974
5	w6975
<g/>
.
Juli	w6977
Vormittag	w6978
von	w6979
9	w6980
bis	w6981
12	w6982
und	w6983
Nachmittag	w6984
von	w6985
3	w6986
bis	w6987
6	w6988
Uhr	w6989
werden	w6990
auf	w6991
VerVerordnung	w6992
<g/>
=
</p>
<p id="p145">
ordnung	w6994
einer	w6995
löbl	w6996
<g/>
.
Universität	w6998
auf	w6999
der	w7000
Möl=kerpastey	w7001
<g/>
=
in	w7003
der	w7004
Hollerstauden	w7005
Nro	w7006
<g/>
.
78	w7008
im	w7009
er=sten	w7010
<g/>
=
Stock	w7012
verschiedene	w7013
Verlassenschaftseffekten	w7014
<g/>
,
als	w7016
eine	w7017
silberne	w7018
Minutenuhr	w7019
<g/>
,
schöne	w7021
Maler=eyen	w7022
<g/>
=
<g/>
,
Kupferstiche	w7025
in	w7026
eichenen	w7027
Ramen	w7028
mit	w7029
Glä=sern	w7030
<g/>
=
<g/>
,
Mannskleider	w7033
und	w7034
derley	w7035
Wäsche	w7036
<g/>
,
Zinn	w7038
<g/>
,
Kupfer	w7040
und	w7041
allerhand	w7042
Zimmereinrichtung	w7043
den	w7044
Meistbietenden	w7045
verkauft	w7046
werden	w7047
<g/>
.
</p>
<p id="p146">
Auf	w7049
Verordnung	w7050
eines	w7051
hochwürd	w7052
<g/>
.
erzbischöfl	w7054
<g/>
.
wiener	w7056
<g/>
.
Consistoriums	w7058
werden	w7059
den	w7060
6	w7061
<g/>
.
Juli	w7063
Nach=mittag	w7064
<g/>
=
von	w7066
3	w7067
bis	w7068
6	w7069
Uhr	w7070
in	w7071
der	w7072
Kärntnerstrasse	w7073
im	w7074
burgerspitälerischen	w7075
Pfarrhof	w7076
in	w7077
2ten	w7078
Stock	w7079
verschiedene	w7080
Verlassenschaftsfahrnisse	w7081
licitando	w7082
verkauft	w7083
werden	w7084
<g/>
.
</p>
<p id="p147">
Wir	w7086
Burgermeister	w7087
und	w7088
Rath	w7089
der	w7090
Stadt	w7091
Wien	w7092
<g/>
,
geben	w7094
hiemit	w7095
jedermann	w7096
zu	w7097
vernehmen	w7098
<g/>
:
Es	w7100
sey	w7101
auf	w7102
Anlangen	w7103
des	w7104
gerichtl	w7105
<g/>
.
aufgestellten	w7107
Curatoris ad lites	w7108
verwilliget	w7112
worden	w7113
<g/>
,
den	w7115
Seid=lisch	w7116
<g/>
=
burgerl	w7118
<g/>
.
Erbsenhandel	w7120
öffentlich	w7121
auszufeilen	w7122
und	w7123
an	w7124
den	w7125
Meistbietenden	w7126
zu	w7127
verkaufen	w7128
<g/>
.
Da	w7130
nun	w7131
zu	w7132
diesem	w7133
Ende	w7134
der	w7135
8	w7136
<g/>
.
Juli	w7138
dies	w7139
Jahrs	w7140
be=stimmet	w7141
<g/>
=
ist	w7143
<g/>
.
So	w7145
haben	w7146
die	w7147
jene	w7148
<g/>
,
welche	w7150
gedach=ten	w7151
<g/>
=
Erbsenhandel	w7153
zu	w7154
kaufen	w7155
Willens	w7156
sind	w7157
<g/>
,
an	w7159
dem	w7160
bestimmten	w7161
Tage	w7162
<g/>
,
oder	w7164
da	w7165
wir	w7166
diesen	w7167
Tag	w7168
anderer	w7169
Verhindernissen	w7170
halber	w7171
<g/>
,
nicht	w7173
zu	w7174
Rath	w7175
sizten	w7176
<g/>
,
den	w7178
nächst	w7179
darauf	w7180
folgenden	w7181
Rathstag	w7182
fruh	w7183
um	w7184
8	w7185
Uhr	w7186
vor	w7187
uns	w7188
zu	w7189
erscheinen	w7190
<g/>
,
und	w7192
sich	w7193
durch	w7194
unserm	w7195
und	w7196
gemeiner	w7197
Stadt	w7198
geschwornen	w7199
Rathsdiener	w7200
anmelden	w7201
zu	w7202
lassen	w7203
<g/>
,
folglich	w7205
der	w7206
weitern	w7207
Behandlung	w7208
abzuwarten	w7209
<g/>
.
</p>
<p id="p148">
Von	w7211
der	w7212
gräfl	w7213
<g/>
.
Perkaßischen	w7215
Amtskanzley	w7216
der	w7217
Herrschaft	w7218
Paasdorf	w7219
wegen	w7220
<g/>
,
wird	w7222
hiemit	w7223
jeder=mann	w7224
<g/>
=
kund	w7226
gemacht	w7227
<g/>
:
Es	w7229
sey	w7230
die	w7231
zu	w7232
Verkaufung	w7233
der	w7234
Lorenz	w7235
Riegerischen	w7236
Hofstattbehausung	w7237
zu	w7238
Paasdorf	w7239
samt	w7240
der	w7241
darauf	w7242
radicirt	w7243
<g/>
.
Huefschmids=gerechtigkeit	w7245
<g/>
=
<g/>
,
und	w7248
einiger	w7249
Ueberländgrundstücke	w7250
<g/>
,
den	w7252
14	w7253
<g/>
.
Juni	w7255
angeordnet	w7256
geweste	w7257
Licitations=tagsatzung	w7258
<g/>
=
aus	w7260
Ermanglung	w7261
hinlänglicher	w7262
Käu=ser	w7263
<g/>
=
fruchtlos	w7265
abgeloffen	w7266
<g/>
,
mithin	w7268
die	w7269
Nothdurft	w7270
erheischet	w7271
<g/>
,
eine	w7273
nochmalige	w7274
und	w7275
2te	w7276
auf	w7277
den	w7278
12	w7279
<g/>
.
Juli	w7281
anzuberaumen	w7282
<g/>
;
als	w7284
werden	w7285
die	w7286
hiezu	w7287
Lust=tragende	w7288
<g/>
=
an	w7290
obbestimmten	w7291
Tag	w7292
früh	w7293
um	w7294
7	w7295
Uhr	w7296
in	w7297
der	w7298
Herrschaftskanzley	w7299
zu	w7300
Paasdorf	w7301
zu	w7302
erschei=nen	w7303
<g/>
=
<g/>
,
und	w7306
der	w7307
Licitation	w7308
abzuwarten	w7309
wissen	w7310
<g/>
.
</p>
<p id="p149">
Wir	w7312
N	w7313
<g/>
.
R	w7315
<g/>
.
Superintendenten	w7317
und	w7318
Spital=meister	w7319
<g/>
=
des	w7321
Burgerspitals	w7322
in	w7323
Wien	w7324
<g/>
,
geben	w7326
hie=mit	w7327
<g/>
=
jedermann	w7329
zu	w7330
vernehmen	w7331
<g/>
:
Es	w7333
sey	w7334
auf	w7335
das	w7336
von	w7337
dem	w7338
Joseph	w7339
Herzogischen	w7340
Curatore	w7341
ad	w7342
li-tes	w7343
<g/>
-
Herrn	w7345
Doktor	w7346
Trenker	w7347
<g/>
,
über	w7349
die	w7350
in	w7351
Er=manglung	w7352
<g/>
=
einiger	w7354
Käufer	w7355
fruchtlos	w7356
verstrichene	w7357
Licitationstagsatzung	w7358
<g/>
,
unterm	w7360
1	w7361
<g/>
.
Juni	w7363
d	w7364
<g/>
.
J	w7366
<g/>
.
um	w7368
eine	w7369
anderweitige	w7370
Licitirung	w7371
der	w7372
Herzogi=schen	w7373
<g/>
=
zur	w7375
golden	w7376
Sonn	w7377
genannt	w7378
<g/>
=
in	w7380
Rusten	w7381
an	w7382
der	w7383
Schönbrunnerstrassen	w7384
bey	w7385
Penzing	w7386
liegenden	w7387
Cridä	w7388
verlassenschaftsbehausung	w7389
<g/>
,
worauf	w7391
der	w7392
Zeit	w7393
</p>
<p id="p150">
der	w7394
Weinschank	w7395
exerciret	w7396
wird	w7397
<g/>
,
samt	w7399
zugehöri=gen	w7400
<g/>
=
Garten	w7402
und	w7403
Acker	w7404
<g/>
,
beschehene	w7406
Anlangen	w7407
<g/>
,
in	w7409
die	w7410
nochmalige	w7411
Ausfertigung	w7412
der	w7413
behörigen	w7414
Lici=tationsedikten	w7415
<g/>
=
gewilliget	w7417
<g/>
;
und	w7419
zu	w7420
dem	w7421
Ende	w7422
der	w7423
13	w7424
<g/>
.
Juli	w7426
d	w7427
<g/>
.
J	w7429
<g/>
.
zur	w7431
Licitationstagsatzung	w7432
be=stimmet	w7433
<g/>
=
worden	w7435
<g/>
.
Solchemnach	w7437
haben	w7438
all	w7439
und	w7440
jede	w7441
<g/>
,
welche	w7443
obgedacht	w7444
Herzogische	w7445
Behausung	w7446
samt	w7447
zugehörigen	w7448
Garten	w7449
und	w7450
Acker	w7451
an	w7452
der	w7453
Schönbrunnerstrassen	w7454
bey	w7455
Penzing	w7456
zu	w7457
kaufen	w7458
ge=sinnet	w7459
<g/>
=
sind	w7461
<g/>
,
