<doc id="wr_1762-08-11" attrs="word" year="1762" month="08" day="11" corpus="2">
<head id="h2_d681e2802">
Lissabon	w1_d681e2806
soll	w5_d681e20794
nicht	w7_d681e20797
nur	w9_d681e20800
dieses	w11_d681e20803
ganze	w13_d681e20807
Corps	w15_d681e20810
bis	w17_d681e20813
Freyberg	w19_d681e20816
marschiret,	w21_d681e20819
sondern	w1_d681e20824
ihm	w3_d681e20827
auch	w5_d681e20830
das	w7_d681e20833
unter	w9_d681e20836
dem	w11_d681e20839
General	w13_d681e20843
Seidlitz	w15_d681e20846
befindliche	w17_d681e20849
gefolget	w19_d681e20852
seyn,	w21_d681e20855
dergestalten	w1_d681e20860
zwar,	w3_d681e20863
daß	w5_d681e20866
eines	w7_d681e20869
dem	w9_d681e20872
anderen	w11_d681e20875
die	w13_d681e20879
Hand	w15_d681e20882
bieten	w17_d681e20885
könte.	w19_d681e20888
</p>
<p id="p30_d681e20891">
Den	w1_d681e20895
29.	w3_d681e20898
ist	w5_d681e20901
eine	w7_d681e20904
von	w9_d681e20907
dem	w11_d681e20910
unweit	w13_d681e20914
Einsidel	w15_d681e20917
stehende	w17_d681e20920
Desoffische	w19_d681e20923
Obristleu	w21_d681e20926
tenant	w1_d681e20931
Marche	w3_d681e20934
ausgeschickte	w5_d681e20937
Patrouille	w7_d681e20940
mit	w9_d681e20943
einer	w11_d681e20946
von	w13_d681e20950
denen	w15_d681e20953
Kleistischen	w17_d681e20956
Frey=dragonern	w1_d681e20961
bey	w3_d681e20964
Durnthal	w5_d681e20967
zusammen	w7_d681e20970
getroffen,	w9_d681e20973
und	w11_d681e20976
hat	w13_d681e20980
2.	w15_d681e20983
davon	w17_d681e20986
zu	w19_d681e20989
Kriegs=gefangene	w1_d681e20995
gemacht,	w3_d681e20998
welche	w5_d681e21001
aussagten,	w7_d681e21004
daß	w9_d681e21007
der	w11_d681e21010
General	w13_d681e21014
Kleist	w15_d681e21017
nunmehs	w1_d681e21022
wieder	w3_d681e21025
unweit	w5_d681e21028
Berthelsdorf	w7_d681e21031
nämlichen	w9_d681e21034
in	w11_d681e21037
dem	w13_d681e21041
Vorwerk	w15_d681e21044
zu	w17_d681e21047
langen	w19_d681e21050
Rinne	w21_d681e21053
dequartiret,	w23_d681e21056
und	w1_d681e21061
seine	w3_d681e21064
Vorposten	w5_d681e21067
zu	w7_d681e21070
Groß=hartmansdorf,	w9_d681e21073
Weidmansdorf,	w11_d681e21076
Helwigsdorf,	w13_d681e21080
auch	w15_d681e21083
etwaß	w17_d681e21086
zu	w1_d681e21091
Oederchau,	w3_d681e21094
ausgestellt	w5_d681e21097
wären.	w7_d681e21100
</p>
<p id="p32_d681e21103">
Den	w1_d681e21107
30.	w3_d681e21110
vernahme	w5_d681e21113
man,	w7_d681e21116
daß	w9_d681e21119
der	w11_d681e21122
General	w13_d681e21126
Seidlitz	w15_d681e21129
mit	w17_d681e21132
seinen	w19_d681e21135
Corps,	w21_d681e21138
so	w23_d681e21141
für	w25_d681e21145
6000.	w27_d681e21148
Mann	w1_d681e21153
angegeben	w3_d681e21156
wird,	w5_d681e21159
nebst	w7_d681e21162
10.	w9_d681e21165
Canons	w11_d681e21168
auf	w13_d681e21172
Annaberg	w15_d681e21175
gegangen,	w17_d681e21178
die	w19_d681e21181
Cavallerie	w21_d681e21184
aufden	w23_d681e21187
sogenannten	w1_d681e21192
Galgenberg	w3_d681e21195
gelageret,	w5_d681e21198
die	w7_d681e21201
Jnfanterie	w9_d681e21204
hingegen	w11_d681e21207
in	w13_d681e21211
die	w15_d681e21214
Stadt	w17_d681e21217
einquartiret	w19_d681e21220
worden	w21_d681e21223
seye.	w1_d681e21229
Nicht	w3_d681e21232
minder	w5_d681e21235
langte	w7_d681e21238
wegen	w9_d681e21241
des	w11_d681e21244
Gererals	w13_d681e21248
Kleist	w15_d681e21251
</p>
<p id="p34_d681e21254">
Den	w1_d681e21258
31.	w3_d681e21261
die	w5_d681e21264
Nachricht	w7_d681e21267
ein,	w9_d681e21270
daß	w11_d681e21273
er	w13_d681e21277
mit	w15_d681e21280
seinen	w17_d681e21283
gesommten	w19_d681e21286
Trupen	w21_d681e21289
durch	w23_d681e21292
Cammerswal	w25_d681e21296
de,	w1_d681e21301
und	w3_d681e21304
Georgenthal	w5_d681e21307
gegen	w7_d681e21310
Böhmisch=einsidel	w9_d681e21313
abermalen	w11_d681e21316
zu	w13_d681e21320
marschire,	w15_d681e21323
und	w17_d681e21326
schwäres	w19_d681e21329
Ge	w21_d681e21332
schütz	w1_d681e21337
mit	w3_d681e21340
sich	w5_d681e21343
führe.	w7_d681e21346
Es	w9_d681e21349
will	w11_d681e21352
demnach	w13_d681e21356
fast	w15_d681e21359
das	w17_d681e21362
Ansehen	w19_d681e21365
gewinnen,	w21_d681e21368
als	w23_d681e21371
ob	w25_d681e21375
diese	w27_d681e21378
beede	w29_d681e21381
feindliche	w31_d681e21384
Generalen	w1_d681e21390
gegen	w3_d681e21393
dem	w5_d681e21396
Fürsten	w7_d681e21399
von	w9_d681e21402
Löwenstein	w11_d681e21405
was	w13_d681e21409
zu	w15_d681e21412
versuchen	w17_d681e21415
willens	w19_d681e21418
wären.	w21_d681e21421
</p>
<head id="h4_d681e21430">
Wien	w1_d681e21434
den	w3_d681e21437
11.	w5_d681e21440
Augusti	w7_d681e21443
1762.	w9_d681e21446
</head>
<p id="p6_d681e21449">
SAch	w1_d681e21453
denen	w3_d681e21456
von	w5_d681e21459
dem	w7_d681e21462
Hrn.	w9_d681e21465
F	w11_d681e21468
M.	w13_d681e21472
Grafen	w15_d681e21475
v.	w17_d681e21478
Serbelloni	w19_d681e21481
weiters	w21_d681e21484
eingelang	w23_d681e21487
ten	w1_d681e21492
Nachrichten	w3_d681e21495
d.d.	w5_d681e21498
5.	w7_d681e21501
Aug	w9_d681e21504
hat	w11_d681e21507
zwar	w13_d681e21511
der	w15_d681e21514
feindl.	w17_d681e21517
General	w19_d681e21520
Kleist	w21_d681e21523
auf	w23_d681e21526
das	w25_d681e21530
unter	w1_d681e21535
Commando	w3_d681e21538
des	w5_d681e21541
Hrn	w7_d681e21544
Generalen	w9_d681e21547
der	w11_d681e21550
Cavallerie	w13_d681e21554
Fürsten	w15_d681e21557
v.	w17_d681e21560
Löwenstein	w19_d681e21563
be	w21_d681e21566
findliche	w1_d681e21572
Corps,	w3_d681e21575
in	w5_d681e21578
der	w7_d681e21581
Nacht	w9_d681e21584
zwischen	w11_d681e21587
den	w13_d681e21591
3.	w15_d681e21594
und	w17_d681e21597
4.	w19_d681e21600
dieses	w21_d681e21603
mehrmalen	w23_d681e21606
einen	w25_d681e21610
Angrif	w1_d681e21615
unternommen;	w3_d681e21618
es	w5_d681e21621
hat	w7_d681e21624
aber	w9_d681e21627
derselbe,	w11_d681e21630
nachdeme	w13_d681e21634
er	w15_d681e21637
durch	w17_d681e21640
die	w19_d681e21643
kluge	w21_d681e21646
Vor	w23_d681e21649
kehrungen	w1_d681e21654
des	w3_d681e21657
besagten	w5_d681e21660
Hrn.	w7_d681e21663
Fürsten	w9_d681e21666
v.	w11_d681e21669
Löwenstein	w13_d681e21673
eben	w15_d681e21676
so,	w17_d681e21679
wie	w19_d681e21682
das	w21_d681e21685
erstere	w23_d681e21688
mal	w1_d681e21693
einen	w3_d681e21696
sehr	w5_d681e21699
vigoureusen	w7_d681e21702
Widerstand	w9_d681e21705
gefunden,	w11_d681e21708
nicht	w13_d681e21712
nur	w15_d681e21715
von	w17_d681e21718
seinem	w19_d681e21721
Vor	w21_d681e21724
haben	w1_d681e21730
bald	w3_d681e21733
nachgelassen,	w5_d681e21736
sondern	w7_d681e21739
hiernächst	w9_d681e21742
auch	w11_d681e21745
mit	w13_d681e21749
einer	w15_d681e21752
ganz	w17_d681e21755
besonderen	w19_d681e21758
Eilfertigkeit	w1_d681e21763
sich	w3_d681e21766
über	w5_d681e21769
Einsiedel	w7_d681e21772
und	w9_d681e21775
Rechenberg	w11_d681e21778
gänzlich	w13_d681e21782
aus	w15_d681e21785
Böhmen	w17_d681e21788
entfer	w19_d681e21791
net,	w1_d681e21796
dergestalten,	w3_d681e21799
daß	w5_d681e21802
dieses	w7_d681e21805
Königreich	w9_d681e21808
nunmehro	w11_d681e21811
von	w13_d681e21815
denen	w15_d681e21818
feindlichen	w17_d681e21821
Tru	w19_d681e21824
pen	w1_d681e21829
wiederum	w3_d681e21832
gänzlichen	w5_d681e21835
gereiniget	w7_d681e21838
ist;	w9_d681e21841
aus	w11_d681e21844
welch=gählingen	w13_d681e21848
Ruckzug	w15_d681e21851
des	w17_d681e21854
Fein	w19_d681e21857
des	w1_d681e21863
sich	w3_d681e21866
dann	w5_d681e21869
veroffenbaret,	w7_d681e21872
daß	w9_d681e21875
derselbe	w11_d681e21878
bey	w13_d681e21882
der	w15_d681e21885
letzter	w17_d681e21888
Hand	w19_d681e21891
durch	w21_d681e21894
die	w23_d681e21897
so	w25_d681e21901
vorsichtig,	w1_d681e21906
als	w3_d681e21909
tapfere	w5_d681e21912
Veranstaltungen	w7_d681e21915
des	w9_d681e21918
Hrn.	w11_d681e21921
General	w13_d681e21925
der	w15_d681e21928
Cavallerie	w17_d681e21931
Für	w19_d681e21934
sten	w1_d681e21939
v.	w3_d681e21942
Löwenstein	w5_d681e21945
zum	w7_d681e21948
diesseitigen	w9_d681e21951
Vortheil	w11_d681e21954
ausgefallenen	w13_d681e21958
Affaire	w15_d681e21961
einen	w17_d681e21964
nicht	w19_d681e21967
geringen	w1_d681e21972
Verlust	w3_d681e21975
erlitten	w5_d681e21978
haben	w7_d681e21981
müsse;	w9_d681e21984
Ubrigens	w11_d681e21987
ist	w13_d681e21991
zugleich	w15_d681e21994
aus	w17_d681e21997
einem	w19_d681e22000
dieser	w21_d681e22003
beeden	w1_d681e22009
Berichte	w3_d681e22012
zu	w5_d681e22015
entnehmen	w7_d681e22018
gewesen,	w9_d681e22021
daß	w11_d681e22024
der	w13_d681e22028
Carl	w15_d681e22031
Colloredische	w17_d681e22034
Major	w19_d681e22037
v.	w21_d681e22040
Keßborn,	w1_d681e22045
wel	w3_d681e22048
er	w5_d681e22051
eben	w7_d681e22054
den	w9_d681e22057
3.	w11_d681e22060
dieses	w13_d681e22064
von	w15_d681e22067
dem	w17_d681e22070
Hrn.	w19_d681e22073
F.	w21_d681e22076
M.	w23_d681e22079
L	w25_d681e22083
v.	w27_d681e22086
Campitelli	w29_d681e22089
zu	w31_d681e22092
Beobachtung	w1_d681e22097
des	w3_d681e22100
Kleistischen	w5_d681e22103
Corps	w7_d681e22106
mit	w9_d681e22109
ungesehr	w11_d681e22112
400.	w13_d681e22116
Mann	w15_d681e22119
nacher	w17_d681e22122
Re	w19_d681e22125
chenberg	w1_d681e22130
und	w3_d681e22133
Einsiedel	w5_d681e22136
abgeschicket	w7_d681e22139
worden,	w9_d681e22142
unterwegs	w11_d681e22145
auf	w13_d681e22149
2.	w15_d681e22152
feindliche	w17_d681e22155
zu	w19_d681e22158
Verstärkung	w1_d681e22164
des	w3_d681e22167
besagten	w5_d681e22170
Kleistischen	w7_d681e22173
Corps	w9_d681e22176
gewidmet	w11_d681e22179
geweste	w13_d681e22183
Bataillons,	w15_d681e22186
und	w1_d681e22191
Escadrons	w3_d681e22194
gestossen,	w5_d681e22197
sofort	w7_d681e22200
von	w9_d681e22203
denenselben	w11_d681e22206
attaquiret,	w13_d681e22210
und	w15_d681e22213
durch	w17_d681e22216
die	w19_d681e22219
entscheidende	w1_d681e22224
feindliche	w3_d681e22227
Ubermacht	w5_d681e22230
sich	w7_d681e22233
zuruck	w9_d681e22236
zu	w11_d681e22239
ziehen	w13_d681e22243
genöhtiget	w15_d681e22246
worden	w17_d681e22249
seye;	w1_d681e22254
wobey	w3_d681e22257
dann	w5_d681e22260
der	w7_d681e22263
Wacht=meister	w9_d681e22266
Kunz	w11_d681e22269
von	w13_d681e22273
dem	w15_d681e22276
Deßoffischen	w17_d681e22279
Hussaren	w19_d681e22282
regiment,	w1_d681e22288
nachdeme	w3_d681e22291
derselbe	w5_d681e22294
bey	w7_d681e22297
dieser	w9_d681e22300
Retraite	w11_d681e22303
mit	w13_d681e22307
30.	w15_d681e22310
Hussaren	w17_d681e22313
die	w19_d681e22316
Arrie	w21_d681e22319
re=garde	w1_d681e22324
formiret,	w3_d681e22327
und	w5_d681e22330
durch	w7_d681e22333
diese	w9_d681e22336
beede	w11_d681e22339
Bataillons	w13_d681e22343
beständig	w15_d681e22346
mit	w17_d681e22349
kleinem	w19_d681e22352
Gewehr	w1_d681e22357
beyneuhiget	w3_d681e22360
worden,	w5_d681e22363
sich	w7_d681e22366
in	w9_d681e22369
deme	w11_d681e22372
vorzüglich	w13_d681e22376
distinguiret	w15_d681e22379
hat,	w17_d681e22382
daß	w19_d681e22385
er	w1_d681e22390
mit	w3_d681e22393
seiner	w5_d681e22396
Mannschaft	w7_d681e22399
in	w9_d681e22402
gedachte	w11_d681e22405
2.	w13_d681e22409
Bataillons	w15_d681e22412
mit	w17_d681e22415
einem	w19_d681e22418
solchen	w21_d681e22421
Nach	w23_d681e22424
druck	w1_d681e22430
eingehauen,	w3_d681e22433
daß	w5_d681e22436
selbe	w7_d681e22439
sogleich	w9_d681e22442
über	w11_d681e22445
den	w13_d681e22449
Haufen	w15_d681e22452
geworfen,	w17_d681e22455
ein	w19_d681e22458
Theil	w21_d681e22461
davon	w1_d681e22466
niedergehauen,	w3_d681e22469
viele	w5_d681e22472
bleßiret,	w7_d681e22475
und	w9_d681e22478
ungefehr	w11_d681e22481
40.	w13_d681e22485
Köpf	w15_d681e22488
als	w17_d681e22491
Gefangene	w19_d681e22494
eingebracht	w1_d681e22499
worden,	w3_d681e22502
wohingegen	w5_d681e22505
unserer	w7_d681e22508
Seits	w9_d681e22511
hiebey	w11_d681e22514
nicht	w13_d681e22518
mehr,	w15_d681e22521
dann	w17_d681e22524
1.	w19_d681e22527
Mann	w1_d681e22532
verloren	w3_d681e22535
gegangen.	w5_d681e22538
</p>
<head id="h2_d681e22544">
N.	w1_d681e22548
RELAT	w1_d681e22553
Von	w1_d681e22558
der	w3_d681e22561
den	w5_d681e22564
2.	w7_d681e22567
Augusti	w9_d681e22570
1762.	w11_d681e22573
bey	w13_d681e22577
dem	w15_d681e22580
Dorf	w17_d681e22583
Gradrob	w19_d681e22586
un	w21_d681e22589
weit	w1_d681e22595
Töplitz	w3_d681e22598
in	w5_d681e22601
Böhmen	w7_d681e22604
vorgefallener	w9_d681e22607
Action.	w11_d681e22610
</head>
<p id="p4_d681e22613">
DEn	w1_d681e22617
1.	w3_d681e22620
Aug	w5_d681e22623
hatte	w7_d681e22626
ich	w9_d681e22629
meine	w11_d681e22632
Position	w13_d681e22636
des	w15_d681e22639
Lagers	w17_d681e22642
dergestalten,	w19_d681e22645
daß	w21_d681e22648
der	w23_d681e22651
rechte	w25_d681e22655
Flügel	w1_d681e22660
an	w3_d681e22663
Hundorf	w5_d681e22666
und	w7_d681e22669
der	w9_d681e22672
linke	w11_d681e22675
bis	w13_d681e22679
auf	w15_d681e22682
die	w17_d681e22685
Anhöhe	w19_d681e22688
von	w21_d681e22691
dem	w23_d681e22694
sogenann	w25_d681e22698
ten	w1_d681e22703
Galgen=busch	w3_d681e22706
sich	w5_d681e22709
erstreckte,	w7_d681e22712
da	w9_d681e22715
mir	w11_d681e22718
aber	w13_d681e22722
die	w15_d681e22725
verläßliche	w17_d681e22728
Nachricht	w19_d681e22731
eingelof	w21_d681e22734
</p>
<p id="p10_d681e22747">
fen,	w1_d681e22751
daß	w3_d681e22754
nebst	w5_d681e22757
dem	w7_d681e22760
Seidlitzischen	w9_d681e22763
Corps,	w11_d681e22766
welches	w13_d681e22770
über	w15_d681e22773
Brix	w17_d681e22776
und	w19_d681e22779
Comotau	w21_d681e22782
mar	w23_d681e22785
schirte,	w1_d681e22790
eine	w3_d681e22793
feindliche	w5_d681e22796
Colonne	w7_d681e22799
unter	w9_d681e22802
Commando	w11_d681e22805
des	w13_d681e22809
General	w15_d681e22812
Kleist	w17_d681e22815
über	w19_d681e22818
Ein	w21_d681e22821
siedel,	w1_d681e22826
Closter	w3_d681e22829
Ossegg	w5_d681e22832
und	w7_d681e22835
Grabe	w9_d681e22838
in	w11_d681e22841
vollem	w13_d681e22845
Anzug	w15_d681e22848
begriffen	w17_d681e22851
ware,	w19_d681e22854
und	w21_d681e22857
diese	w23_d681e22860
Colonne	w1_d681e22866
sich	w3_d681e22869
links	w5_d681e22872
nach	w7_d681e22875
Töplitz	w9_d681e22878
zu	w11_d681e22881
wenden	w13_d681e22885
könnte,	w15_d681e22888
ohne	w17_d681e22891
daß	w19_d681e22894
ich	w21_d681e22897
es	w23_d681e22900
mit	w25_d681e22904
meiner	w27_d681e22907
Ar	w29_d681e22910
tillerie	w1_d681e22915
zu	w3_d681e22918
verhindern	w5_d681e22921
vermochte;	w7_d681e22924
so	w9_d681e22927
habe	w11_d681e22930
den	w13_d681e22934
linken	w15_d681e22937
Flügel	w17_d681e22940
auf	w19_d681e22943
die	w21_d681e22946
Anhöhen	w23_d681e22949
von	w1_d681e22954
Galgenbusch,	w3_d681e22957
den	w5_d681e22960
rechten	w7_d681e22963
aber	w9_d681e22966
gegen	w11_d681e22969
Closter=grabe	w13_d681e22973
postiret,	w15_d681e22976
und	w17_d681e22979
das	w19_d681e22982
Dorf	w21_d681e22985
Hundorf	w1_d681e22990
in	w3_d681e22993
der	w5_d681e22996
Mitte	w7_d681e22999
behalten;	w9_d681e23002
die	w11_d681e23005
Trupen	w13_d681e23009
liesse	w15_d681e23012
ich	w17_d681e23015
also	w19_d681e23018
die	w21_d681e23021
ganze	w23_d681e23024
Nacht	w25_d681e23028
hin	w27_d681e23031
durch	w1_d681e23037
stehen,	w3_d681e23040
der	w5_d681e23043
Feind	w7_d681e23046
aber	w9_d681e23049
machte	w11_d681e23052
bey	w13_d681e23056
Neuhof	w15_d681e23059
über	w17_d681e23062
Dux	w19_d681e23065
bis	w21_d681e23068
11	w23_d681e23071
Uhr	w25_d681e23075
Abends	w27_d681e23078
gleichsam	w1_d681e23083
in	w3_d681e23086
3.	w5_d681e23089
Treffen	w7_d681e23092
sehr	w9_d681e23095
grosses	w11_d681e23098
Feuer,	w13_d681e23102
und	w15_d681e23105
zog	w17_d681e23108
sich	w19_d681e23111
in	w21_d681e23114
der	w23_d681e23117
Nacht	w25_d681e23121
rechts	w27_d681e23124
am	w29_d681e23127
Ge	w31_d681e23130
burg	w1_d681e23135
seitwärts,	w3_d681e23138
um	w5_d681e23141
mir	w7_d681e23144
in	w9_d681e23147
die	w11_d681e23150
Flanque	w13_d681e23154
zu	w15_d681e23157
kommen,	w17_d681e23160
und	w19_d681e23163
mich	w21_d681e23166
von	w23_d681e23169
Töplitz	w25_d681e23173
abzu	w27_d681e23176
schneiben:	w1_d681e23181
Jch	w3_d681e23184
liesse	w5_d681e23187
denen	w7_d681e23190
Cu	w9_d681e23193
raßiers	w11_d681e23196
die	w13_d681e23200
Cuiraß,	w15_d681e23203
Sack	w17_d681e23206
und	w19_d681e23209
Pack	w21_d681e23212
ablegen,	w23_d681e23215
um	w25_d681e23219
durch	w1_d681e23225
solche	w3_d681e23228
den	w5_d681e23231
feindl.	w7_d681e23234
Marsche	w9_d681e23237
zu	w11_d681e23240
recognosciren;	w13_d681e23244
sobald	w15_d681e23247
nun	w17_d681e23250
der	w19_d681e23253
Tag	w21_d681e23256
angebro	w23_d681e23259
chen,	w1_d681e23264
und	w3_d681e23267
des	w5_d681e23270
Feindes	w7_d681e23273
Jntention	w9_d681e23276
entdecket	w11_d681e23279
werden	w13_d681e23283
konte,	w15_d681e23286
so	w17_d681e23289
hat	w19_d681e23292
der	w21_d681e23295
Hr.	w23_d681e23298
Gen.	w25_d681e23302
Grv.	w1_d681e23307
Pellegriai,	w3_d681e23310
der	w5_d681e23313
allein	w7_d681e23316
bey	w9_d681e23319
meiner	w11_d681e23322
Jnfunterie	w13_d681e23326
sich	w15_d681e23329
befande,	w17_d681e23332
mit	w19_d681e23335
denen	w21_d681e23338
Ester	w23_d681e23341
hazischen	w1_d681e23346
und	w3_d681e23349
Pallavicinischen	w5_d681e23352
Bataillons	w7_d681e23355
in	w9_d681e23358
vollem	w11_d681e23361
Lauf	w13_d681e23365
die	w15_d681e23368
Anhöhen	w17_d681e23371
besetzet	w19_d681e23374
auf	w1_d681e23380
welche	w3_d681e23383
das	w5_d681e23386
Gyulaysche	w7_d681e23389
und	w9_d681e23392
Okellische	w11_d681e23395
Regiment	w13_d681e23399
mit	w15_d681e23402
solcher	w17_d681e23405
Eilfertigkeit	w19_d681e23408
gefolget,	w1_d681e23413
daß	w3_d681e23416
die	w5_d681e23419
Erstere	w7_d681e23422
dem	w9_d681e23425
Feind	w11_d681e23428
vorgekommen,	w13_d681e23432
und	w15_d681e23435
ihn	w17_d681e23438
chargirten,	w19_d681e23441
deme	w21_d681e23444
ungeachtet	w1_d681e23449
wurden	w3_d681e23452
selbige	w5_d681e23455
durch	w7_d681e23458
die	w9_d681e23461
feindliche	w11_d681e23464
Ubermacht	w13_d681e23468
anfänglich	w15_d681e23471
repoußi	w17_d681e23474
ret;	w1_d681e23479
Jch	w3_d681e23482
nahme	w5_d681e23485
aber	w7_d681e23488
eine	w9_d681e23491
vortheilhafte	w11_d681e23494
Position,	w13_d681e23498
wodurch	w15_d681e23501
ich	w17_d681e23504
den	w19_d681e23507
andringen	w21_d681e23510
den	w1_d681e23516
Feind	w3_d681e23519
zuruckgewiesen,	w5_d681e23522
folglich	w7_d681e23525
denen	w9_d681e23528
übel	w11_d681e23531
aussehenden	w13_d681e23535
Umständen	w15_d681e23538
ein	w17_d681e23541
an	w19_d681e23544
dere	w1_d681e23549
Beschaffenheit	w3_d681e23552
gegeben,	w5_d681e23555
und	w7_d681e23558
hat	w9_d681e23561
der	w11_d681e23564
obernannte	w13_d681e23568
Herr	w15_d681e23571
General	w17_d681e23574
im	w19_d681e23577
währen	w21_d681e23580
den	w1_d681e23585
Feuer	w3_d681e23588
eine	w5_d681e23591
Bataillon	w7_d681e23594
durch	w9_d681e23597
die	w11_d681e23600
andere	w13_d681e23604
ablösen	w15_d681e23607
lassen,	w17_d681e23610
und	w19_d681e23613
zum	w21_d681e23616
guten	w23_d681e23619
Erfolg	w25_d681e23623
das	w1_d681e23628
Meiste	w3_d681e23631
beygetragen,	w5_d681e23634
wobey	w7_d681e23637
ich	w9_d681e23640
das	w11_d681e23643
standhafte	w13_d681e23647
Betragen	w15_d681e23650
beeder	w17_d681e23653
Herren	w19_d681e23656
Obristen	w1_d681e23662
Frankendorf	w3_d681e23665
von	w5_d681e23668
Okelli,	w7_d681e23671
und	w9_d681e23674
Gr.	w11_d681e23677
Gyulay	w13_d681e23681
samt	w15_d681e23684
ihren	w17_d681e23687
Regimentern	w19_d681e23690
besonders	w1_d681e23695
anrühmen	w3_d681e23698
muß.	w5_d681e23701
Nicht	w7_d681e23704
minder	w9_d681e23707
verdienet	w11_d681e23710
des	w13_d681e23714
Niclas=Esterhazischen	w15_d681e23717
Bataillons	w1_d681e23722
Hauptmann	w3_d681e23725
de	w5_d681e23728
Vins,	w7_d681e23731
so	w9_d681e23734
das	w11_d681e23737
besagte	w13_d681e23741
Bataillon,	w15_d681e23744
wie	w17_d681e23747
auch	w19_d681e23750
der	w21_d681e23753
Hr.	w23_d681e23756
Obrist=leutenant	w1_d681e23761
Baron	w3_d681e23764
v.	w5_d681e23767
Gabelhoffen,	w7_d681e23770
so	w9_d681e23773
das	w11_d681e23776
Pallavicinische	w13_d681e23780
Bataillon	w15_d681e23783
com	w17_d681e23786
mandirte,	w1_d681e23792
allen	w3_d681e23795
Ruhm,	w5_d681e23798
indem	w7_d681e23801
diese	w9_d681e23804
schon	w11_d681e23807
auf	w13_d681e23811
der	w15_d681e23814
Anhöhe	w17_d681e23817
waren,	w19_d681e23820
und	w21_d681e23823
mit	w23_d681e23826
aller	w25_d681e23830
Tapferkeit	w1_d681e23835
dem	w3_d681e23838
Feind	w5_d681e23841
widerstunden;	w7_d681e23844
das	w9_d681e23847
löbl.	w11_d681e23850
Carl=Palfische	w13_d681e23854
Cuiraßierregi	w15_d681e23857
ment	w1_d681e23862
stunde	w3_d681e23865
rechter	w5_d681e23868
Hand	w7_d681e23871
dieser	w9_d681e23874
Anhöhe,	w11_d681e23877
worzu	w13_d681e23881
ich	w15_d681e23884
noch	w17_d681e23887
das	w19_d681e23890
BenedictDauni	w21_d681e23893
sche	w1_d681e23898
Regiment	w3_d681e23901
linker	w5_d681e23904
Hand	w7_d681e23907
in	w9_d681e23910
vollem	w11_d681e23913
Trapp,	w13_d681e23917
wie	w15_d681e23920
auch	w17_d681e23923
ein	w19_d681e23926
Grenadier	w21_d681e23929
und	w23_d681e23932
3.	w25_d681e23936
Carabinier=compagnien	w1_d681e23942
unter	w3_d681e23945
Commando	w5_d681e23948
des	w7_d681e23951
Herrn	w9_d681e23954
Obrist=leutenants	w11_d681e23957
Mar	w13_d681e23961
quis	w1_d681e23966
Botta	w3_d681e23969
vom	w5_d681e23972
Benedict	w7_d681e23975
Dauu	w9_d681e23978
hienauf	w11_d681e23981
marschieren	w13_d681e23985
ließ;	w15_d681e23988
die	w17_d681e23991
feindliche	w19_d681e23994
Hus	w21_d681e23997
seren	w1_d681e24002
waren	w3_d681e24005
schon	w5_d681e24008
auf	w7_d681e24011
denen	w9_d681e24014
Anhöhen	w11_d681e24017
vor	w13_d681e24021
Gradrob,	w15_d681e24024
allein	w17_d681e24027
durch	w19_d681e24030
die	w21_d681e24033
Geschwin	w23_d681e24036
digkeit	w1_d681e24041
der	w3_d681e24044
Jnfanterie,	w5_d681e24047
und	w7_d681e24050
des	w9_d681e24053
in	w11_d681e24056
vollem	w13_d681e24060
Marsche	w15_d681e24063
en	w17_d681e24066
Fronte	w19_d681e24069
gemachten	w21_d681e24072
Feuer	w23_d681e24075
wurden	w1_d681e24081
diese	w3_d681e24084
sogleich	w5_d681e24087
repoußiret;	w7_d681e24090
der	w9_d681e24093
feindliche	w11_d681e24096
General	w13_d681e24100
Seidlitz	w15_d681e24103
attaquirte	w17_d681e24106
mit	w19_d681e24109
3.	w1_d681e24114
Grenadiers	w3_d681e24117
und	w5_d681e24120
4.	w7_d681e24123
Fusiliers=bataillons	w9_d681e24126
von	w11_d681e24129
Gradrob	w13_d681e24133
die	w15_d681e24136
Anhöhen,	w17_d681e24139
und	w19_d681e24142
machte	w1_d681e24147
ein	w3_d681e24150
starkes	w5_d681e24153
Feuer,	w7_d681e24156
indeme	w9_d681e24159
seine	w11_d681e24162
Jnfanterie	w13_d681e24166
dergestalt	w15_d681e24169
postiret	w17_d681e24172
ware,	w19_d681e24175
daß	w21_d681e24178
sie	w1_d681e24183
sich	w3_d681e24186
in	w5_d681e24189
denen	w7_d681e24192
Gräben	w9_d681e24195
bis	w11_d681e24198
fast	w13_d681e24202
auf	w15_d681e24205
den	w17_d681e24208
Kopf	w19_d681e24211
bedecken	w21_d681e24214
konte,	w23_d681e24217
allein	w25_d681e24221
dessen	w27_d681e24224
un	w29_d681e24227
geachtet	w1_d681e24233
wurde	w3_d681e24236
er	w5_d681e24239
immer	w7_d681e24242
repoußiret.	w9_d681e24245
Nachdeme	w1_d681e24250
aber	w3_d681e24253
das	w5_d681e24256
feindl	w7_d681e24259
Feuer	w9_d681e24262
immerfort	w11_d681e24265
daurete,	w13_d681e24269
und	w15_d681e24272
die	w17_d681e24275
feindl.	w19_d681e24278
Jn	w21_d681e24281
</p>
<p id="p12_d681e24285">
fanterie	w1_d681e24289
aus	w3_d681e24292
dem	w5_d681e24295
Dorf	w7_d681e24298
Gradrob	w9_d681e24301
