<doc id="wr_1759-02-10" attrs="word" year="1759" month="02" day="10" corpus="2">
<head id="h2_d321e3155">
Haag	w1_d321e3159
selbst	w5_d321e21249
persönlich,	w7_d321e21252
oder	w1_d321e21257
durch	w3_d321e21260
hiezu	w5_d321e21263
genugsam	w7_d321e21266
gevollmächtigte	w9_d321e21269
Ge	w11_d321e21272
walt=tragere	w1_d321e21277
also	w3_d321e21280
gewiß	w5_d321e21283
zu	w7_d321e21286
erscheinen,	w9_d321e21289
und	w11_d321e21292
ihre	w13_d321e21296
an	w1_d321e21301
solche	w3_d321e21304
Verlassenschaft	w5_d321e21307
habende	w7_d321e21310
Anforderungen	w9_d321e21313
anzumelden,	w1_d321e21319
und	w3_d321e21322
rechtlich	w5_d321e21325
zu	w7_d321e21328
liquidiren	w9_d321e21331
haben,	w11_d321e21334
als	w1_d321e21339
im	w3_d321e21342
widrigen	w5_d321e21345
die	w7_d321e21348
Abhandlung	w9_d321e21351
gleichwolen	w11_d321e21354
vor	w13_d321e21358
genommen,	w1_d321e21363
und	w3_d321e21366
ungehindert	w5_d321e21369
deren	w7_d321e21372
etwann	w9_d321e21375
vor	w11_d321e21378
handenen	w1_d321e21383
Glaubigern,	w3_d321e21386
so	w5_d321e21389
sich	w7_d321e21392
mit	w9_d321e21395
ihren	w11_d321e21398
Anfor	w13_d321e21402
derungen	w1_d321e21408
in	w3_d321e21411
bestimmter	w5_d321e21414
Zeit	w7_d321e21417
nicht	w9_d321e21420
angemeldet	w11_d321e21423
solche	w1_d321e21428
Verlassenschaft	w3_d321e21431
deren	w5_d321e21434
Anton	w7_d321e21437
von	w9_d321e21440
Rima	w11_d321e21443
noczischen	w1_d321e21448
minder=jährigen	w3_d321e21451
Kindern	w5_d321e21454
als	w7_d321e21457
ab	w9_d321e21460
In-	w11_d321e21463
testato	w1_d321e21468
eintrettenden,	w3_d321e21471
und	w5_d321e21474
2	w7_d321e21477
im	w9_d321e21480
Beneficio	w11_d321e21483
Legis	w13_d321e21487
&	w15_d321e21490
Inventarii	w1_d321e21496
erklärten	w3_d321e21499
Erben	w5_d321e21502
gerichtlich	w7_d321e21505
verordne	w9_d321e21508
ten	w1_d321e21513
Gerhaben	w3_d321e21516
Herrn	w5_d321e21519
von	w7_d321e21522
Naghy	w9_d321e21525
Kaiserl.	w11_d321e21528
Königl.	w13_d321e21532
Hungarischen	w1_d321e21537
Hof=raht	w3_d321e21540
eingeantwortet,	w5_d321e21543
auch	w7_d321e21546
ansonsten	w1_d321e21551
ex	w3_d321e21554
Officio	w5_d321e21557
vorgekehret	w7_d321e21560
werden	w9_d321e21563
solle,	w11_d321e21566
was	w1_d321e21572
Rechtens	w3_d321e21575
ist.	w5_d321e21578
Wornach	w7_d321e21581
sich	w9_d321e21584
also	w11_d321e21587
ein	w13_d321e21591
jeder	w15_d321e21594
zu	w1_d321e21599
richten	w3_d321e21602
wissen	w5_d321e21605
wird.	w7_d321e21608
So	w9_d321e21611
beschehen	w11_d321e21614
Wien	w13_d321e21618
den	w15_d321e21621
31.	w1_d321e21626
Januarii	w3_d321e21629
1759.	w5_d321e21632
</p>
<head id="h2_d321e21638">
EDICT.	w1_d321e21642
</head>
<p id="p4_d321e21645">
Von	w1_d321e21649
der	w3_d321e21652
N.	w5_d321e21655
Oe.	w7_d321e21658
Regierung	w9_d321e21661
wegen,	w11_d321e21664
wird	w13_d321e21668
mit	w15_d321e21671
gegenwärtig=offenen	w1_d321e21676
Edict	w3_d321e21679
jedermänniglich	w5_d321e21682
so	w7_d321e21685
wol	w1_d321e21690
An	w3_d321e21693
als	w5_d321e21696
Abwesenden,	w7_d321e21699
deme	w9_d321e21702
daran	w11_d321e21705
gelegen,	w13_d321e21709
kund	w1_d321e21715
und	w3_d321e21718
zu	w5_d321e21721
wissen	w7_d321e21724
gemacht:	w9_d321e21727
Es	w11_d321e21730
habe	w13_d321e21734
Regie	w15_d321e21737
rung	w1_d321e21742
eine	w3_d321e21745
Nohtdurft	w5_d321e21748
zu	w7_d321e21751
seyn	w9_d321e21754
befunden,	w11_d321e21757
über	w13_d321e21761
des	w1_d321e21766
Kaiserl.	w3_d321e21769
Königl.	w5_d321e21772
Obristen	w7_d321e21775
Justitz=rahts	w9_d321e21778
Herrn	w11_d321e21781
von	w1_d321e21786
Glammer	w3_d321e21789
Seel.	w5_d321e21792
in	w7_d321e21795
Verfall	w9_d321e21798
gerahtenen	w11_d321e21801
Ver	w13_d321e21805
mögen	w1_d321e21811
einen	w3_d321e21814
ordentlichen	w5_d321e21817
Concurs	w7_d321e21820
anzuordnen	w9_d321e21823
und	w1_d321e21828
desselben	w3_d321e21831
sammentliche	w5_d321e21834
so	w7_d321e21837
wol	w9_d321e21840
in	w11_d321e21843
als	w13_d321e21847
ausser	w15_d321e21850
Land	w1_d321e21855
befindliche	w3_d321e21858
Glaubigere	w5_d321e21861
zur	w7_d321e21864
Anmeld	w9_d321e21867
und	w11_d321e21870
Li	w13_d321e21874
quidirung	w1_d321e21879
ihrer	w3_d321e21882
an	w5_d321e21885
erst=bemeldten	w7_d321e21888
von	w9_d321e21891
Glamme	w11_d321e21894
rischen	w1_d321e21900
Vermögen	w3_d321e21903
zu	w5_d321e21906
stellen	w7_d321e21909
habender	w9_d321e21912
Sprüchen	w11_d321e21915
und	w1_d321e21920
Forderungen	w3_d321e21923
einzuberuffen,	w5_d321e21926
zu	w7_d321e21929
welchem	w9_d321e21932
En	w11_d321e21935
de	w1_d321e21940
denenselben	w3_d321e21943
der	w5_d321e21946
21.	w7_d321e21949
Tag	w9_d321e21952
dieses	w11_d321e21955
Monats	w13_d321e21959
Fe	w15_d321e21962
bruarii	w1_d321e21967
Nachmittag	w3_d321e21970
um	w5_d321e21973
4.	w7_d321e21976
Uhr	w9_d321e21979
zur	w11_d321e21982
gewöhnlichen	w13_d321e21986
Tag=satzung	w1_d321e21992
für	w3_d321e21995
die	w5_d321e21998
erstandert	w7_d321e22001
und	w9_d321e22004
dritte	w11_d321e22007
auch	w13_d321e22011
endliche	w1_d321e22016
Frist	w3_d321e22019
sub	w5_d321e22022
clausula	w7_d321e22025
præclusi	w9_d321e22028
anberaumet	w11_d321e22031
worden.	w1_d321e22036
Solchemnach	w3_d321e22039
werden	w5_d321e22042
all	w7_d321e22045
und	w9_d321e22048
jede,	w11_d321e22051
welche	w1_d321e22056
an	w3_d321e22059
gedacht	w5_d321e22062
von	w7_d321e22065
Glammerischen	w9_d321e22068
ad	w11_d321e22071
Cridam	w13_d321e22075
gediehenen	w1_d321e22081
Vermögen	w3_d321e22084
ex	w5_d321e22087
quacunque	w7_d321e22090
causa	w9_d321e22093
vel	w11_d321e22096
titulo	w1_d321e22101
Sprüch	w3_d321e22104
und	w5_d321e22107
Anforderung	w7_d321e22110
haben,	w9_d321e22113
oder	w11_d321e22116
zu	w13_d321e22120
haben	w1_d321e22125
vermeinen,	w3_d321e22128
an	w5_d321e22131
obbestimmten	w7_d321e22134
Tag	w9_d321e22137
und	w11_d321e22140
Stund	w1_d321e22145
vor	w3_d321e22148
Regierung	w5_d321e22151
in	w7_d321e22154
der	w9_d321e22157
daselbst	w11_d321e22160
zu	w13_d321e22164
solchem	w15_d321e22167
Ende	w1_d321e22173
offen	w3_d321e22176
haltenden	w5_d321e22179
Commißions=stuben	w7_d321e22182
ent	w9_d321e22185
weder	w1_d321e22190
selbst	w3_d321e22193
persönlich,	w5_d321e22196
oder	w7_d321e22199
durch	w9_d321e22202
genugsam	w11_d321e22205
ge	w13_d321e22209
vollmächtigte	w1_d321e22214
Gewalt=tragere	w3_d321e22217
also	w5_d321e22220
gewiß	w7_d321e22223
zu	w9_d321e22226
er	w11_d321e22229
scheinen,	w1_d321e22234
und	w3_d321e22237
ihre	w5_d321e22240
an	w7_d321e22243
solche	w9_d321e22246
Cridä=massa	w11_d321e22249
ha	w13_d321e22253
bende	w1_d321e22259
Anforderungen	w3_d321e22262
anzumelden,	w5_d321e22265
auch	w7_d321e22268
zu	w9_d321e22271
Her	w11_d321e22274
stellung	w1_d321e22279
des	w3_d321e22282
erforderlich=rechtlichen	w5_d321e22285
Beweißtums	w7_d321e22288
ihre	w1_d321e22293
Schuld	w3_d321e22296
und	w5_d321e22299
Satz=briefe,	w7_d321e22302
oder	w9_d321e22305
ansonst	w11_d321e22308
ha	w13_d321e22312
bende	w1_d321e22317
Liquidations=urkunden	w3_d321e22320
und	w5_d321e22323
rechtliche	w7_d321e22326
Be	w9_d321e22329
helfe	w1_d321e22335
in	w3_d321e22338
beglaubten	w5_d321e22341
Abschriften	w7_d321e22344
einzulegen	w9_d321e22347
haben,	w11_d321e22350
wie	w1_d321e22355
im	w3_d321e22358
widrigen	w5_d321e22361
der	w7_d321e22364
Ausbleibende	w9_d321e22367
von	w11_d321e22370
gegenwär	w13_d321e22374
tiger	w1_d321e22379
Concurs=massa	w3_d321e22382
gänzlichen	w5_d321e22385
ausgeschlossen,	w7_d321e22388
</p>
<p id="p10_d321e22401">
und	w1_d321e22405
ihme	w3_d321e22408
diesfalls	w5_d321e22411
daß	w7_d321e22414
ewige	w9_d321e22417
Stillschweigen	w11_d321e22420
auf	w13_d321e22424
erleget,	w1_d321e22429
der	w3_d321e22432
nicht	w5_d321e22435
Liquidirende	w7_d321e22438
aber	w9_d321e22441
in	w11_d321e22444
der	w13_d321e22448
künf	w15_d321e22451
tigen	w1_d321e22456
Claßification	w3_d321e22459
mit	w5_d321e22462
seiner	w7_d321e22465
unerwiesenen	w9_d321e22468
An	w11_d321e22471
forderung	w1_d321e22477
abgewiesen	w3_d321e22480
werden	w5_d321e22483
solle.	w7_d321e22486
Wornach	w9_d321e22489
sich	w1_d321e22494
ein	w3_d321e22497
jeder	w5_d321e22500
zu	w7_d321e22503
richten,	w9_d321e22506
und	w11_d321e22509
für	w13_d321e22513
Schaden	w15_d321e22516
zu	w17_d321e22519
hüten	w1_d321e22524
wissen	w3_d321e22527
wird.	w5_d321e22530
So	w7_d321e22533
beschehen	w9_d321e22536
Wien	w11_d321e22539
den	w13_d321e22543
16.	w15_d321e22546
Decemb.	w1_d321e22551
1758.	w3_d321e22554
</p>
<p id="p12_d321e22558">
Jn	w1_d321e22562
dem	w3_d321e22565
Prasserischen	w5_d321e22568
Buch	w7_d321e22571
undKunstfüh	w9_d321e22574
rerey=gewölb	w1_d321e22579
im	w3_d321e22582
neuen	w5_d321e22585
Michaeler=haus	w7_d321e22588
zum	w9_d321e22591
Schild	w11_d321e22594
St.	w1_d321e22599
Johannes	w3_d321e22602
in	w5_d321e22605
der	w7_d321e22608
Wuste,	w9_d321e22611
ist	w11_d321e22614
unter	w13_d321e22618
andern	w15_d321e22621
vielen	w1_d321e22627
Büchern,	w3_d321e22630
Kupfer=stichen	w5_d321e22633
und	w7_d321e22636
Landkar	w9_d321e22639
ten	w1_d321e22644
nachfolgendes	w3_d321e22647
zu	w5_d321e22650
haben:	w7_d321e22653
</p>
<p id="p14_d321e22656">
Der	w1_d321e22660
nunmehro	w3_d321e22663
wieder	w5_d321e22666
angekommene	w7_d321e22669
sogenannte	w9_d321e22672
Engländische	w1_d321e22677
Wahrsager,	w3_d321e22680
oder	w5_d321e22683
ausführliches	w7_d321e22686
Prognosticon	w1_d321e22691
des	w3_d321e22694
1759.	w5_d321e22697
Jahrs.	w7_d321e22700
Worinnen	w9_d321e22703
das	w11_d321e22706
Kriegs=wehe	w1_d321e22712
zu	w3_d321e22715
Land	w5_d321e22718
und	w7_d321e22721
See,	w9_d321e22724
nämlich	w11_d321e22727
aller	w13_d321e22731
Kriegenden	w1_d321e22736
Theilen,	w3_d321e22739
Feld	w5_d321e22742
und	w7_d321e22745
See=treffen,	w9_d321e22748
Sie	w11_d321e22751
ge	w1_d321e22756
und	w3_d321e22759
Niederlagen,	w5_d321e22762
Glück	w7_d321e22765
und	w9_d321e22768
Unglück	w11_d321e22771
sammt	w13_d321e22775
der	w1_d321e22780
allerneuesten	w3_d321e22783
Genealogie	w5_d321e22786
jetztlebenden	w7_d321e22789
aller	w9_d321e22792
höchsten	w1_d321e22798
Stands=personen,	w3_d321e22801
daß	w5_d321e22804
66.	w7_d321e22807
mal	w9_d321e22810
der	w11_d321e22813
Welt	w13_d321e22817
vor	w1_d321e22822
Augen	w3_d321e22825
gelegt	w5_d321e22828
worden,	w7_d321e22831
samt	w9_d321e22834
dem	w11_d321e22837
Schlüssel,	w13_d321e22841
ordinart	w1_d321e22846
gebunden	w3_d321e22849
pr.	w5_d321e22852
34.	w7_d321e22855
kr.,	w9_d321e22858
ohne	w11_d321e22861
denselben	w13_d321e22865
pr.	w1_d321e22870
27.	w3_d321e22873
kr.	w5_d321e22876
</p>
<list id="l16_d321e22879">
Jetziges	w1_d321e22883
Kriegs=theater,	w3_d321e22886
oder	w5_d321e22889
Vorstellung	w7_d321e22892
de	w9_d321e22895
ren	w1_d321e22900
Lager,	w3_d321e22903
Schlachten,	w5_d321e22906
Belagerungen,	w7_d321e22909
Marschen	w9_d321e22912
und	w1_d321e22917
anderen	w3_d321e22920
merkwürdigen	w5_d321e22923
Begebenheiten	w7_d321e22926
des	w9_d321e22929
gegenwärtigen	w1_d321e22935
Kriegs	w3_d321e22938
im	w5_d321e22941
Leutschland,	w7_d321e22944
von	w9_d321e22947
einem	w11_d321e22950
geschickten	w1_d321e22955
Jngenicur	w3_d321e22958
gezeichnet,	w5_d321e22961
und	w7_d321e22964
in	w9_d321e22967
Kupfer	w11_d321e22970
gestochen,	w1_d321e22975
auch	w3_d321e22978
sauber	w5_d321e22981
Jlluminirt	w7_d321e22984
in	w9_d321e22987
quer	w11_d321e22990
Folio.	w13_d321e22994
NB.	w1_d321e22999
Bishero	w3_d321e23002
seynd	w5_d321e23005
29.	w7_d321e23008
Blat	w9_d321e23011
heraus,	w11_d321e23014
und	w13_d321e23018
wer	w15_d321e23021
den	w1_d321e23027
continuirt,	w3_d321e23030
welche	w5_d321e23033
respeetive	w7_d321e23036
Herren	w9_d321e23039
Lieb	w11_d321e23042
habern	w1_d321e23047
die	w3_d321e23050
ersten	w5_d321e23053
schon	w7_d321e23056
bekommen,	w9_d321e23059
können	w11_d321e23062
die	w13_d321e23066
letztern	w1_d321e23071
auch	w3_d321e23074
parte	w5_d321e23077
das	w7_d321e23080
Blat	w9_d321e23083
pr.	w11_d321e23086
24.	w13_d321e23090
kr.	w15_d321e23093
Etat	w1_d321e23098
nouveau	w3_d321e23101
de	w5_d321e23104
l’Armee	w7_d321e23107
combincé,	w9_d321e23110
com-	w11_d321e23113
me	w1_d321e23119
elle	w3_d321e23122
se	w5_d321e23125
trouve	w7_d321e23128
effectivement	w9_d321e23131
l'an	w11_d321e23134
1758.	w13_d321e23138
avec	w15_d321e23141
les	w1_d321e23146
distinctions	w3_d321e23149
de	w5_d321e23152
l'uniforme	w7_d321e23155
de	w9_d321e23158
chaque	w11_d321e23161
Regi-	w13_d321e23165
ment	w1_d321e23170
das	w3_d321e23173
Exemplar	w5_d321e23176
pr.	w7_d321e23179
24.	w9_d321e23182
kr.	w11_d321e23185
On	w1_d321e23190
peut	w3_d321e23193
aussi	w5_d321e23196
avoir	w7_d321e23199
l’etat	w9_d321e23202
de	w11_d321e23205
toutes	w13_d321e23209
les	w15_d321e23212
Trou-	w17_d321e23215
pes	w1_d321e23221
de	w3_d321e23224
l’Imperatrice	w5_d321e23227
de	w7_d321e23230
toute	w9_d321e23233
la	w11_d321e23236
Russie,	w13_d321e23240
de	w15_d321e23243
Roy	w17_d321e23246
de	w1_d321e23251
Prusse	w3_d321e23254
de	w5_d321e23257
l’Angloise,	w7_d321e23260
ou	w9_d321e23263
de	w11_d321e23266
la	w13_d321e23270
grand	w15_d321e23273
Bre-	w17_d321e23276
tagne,	w1_d321e23281
des	w3_d321e23284
Electorales	w5_d321e23287
de	w7_d321e23290
Hannovre,	w9_d321e23293
ou	w11_d321e23296
de	w13_d321e23300
Brun-	w15_d321e23303
suic,	w1_d321e23308
Luneburg	w3_d321e23311
de	w5_d321e23314
l'an	w7_d321e23317
1758.	w9_d321e23320
das	w11_d321e23323
Exemplar	w13_d321e23327
pr.	w15_d321e23330
24.	w1_d321e23336
kr.	w3_d321e23339
Es	w1_d321e23344
seynd	w3_d321e23347
auch	w5_d321e23350
allda	w7_d321e23353
von	w9_d321e23356
Herrn	w11_d321e23359
Johann	w13_d321e23363
Baptista	w1_d321e23368
Steiner,	w3_d321e23371
Kaiserl.	w5_d321e23374
Königl.	w7_d321e23377
Hofschreib	w9_d321e23380
und	w1_d321e23385
Rechen=meister,	w3_d321e23388
geschriebene	w5_d321e23391
und	w7_d321e23394
im	w9_d321e23397
Kupfer	w11_d321e23400
</list>
<p id="p18_d321e23404">
Auf	w1_d321e23408
Verordnung	w3_d321e23411
der	w5_d321e23414
Hoch=gräfl.	w7_d321e23417
Königsegg	w9_d321e23420
Aulendorffischen	w1_d321e23425
Herrschaft	w3_d321e23428
Maria	w5_d321e23431
Lanzendorf,	w7_d321e23434
wird	w1_d321e23439
das	w3_d321e23442
zu	w5_d321e23445
Unterlanzendorf	w7_d321e23448
ligende	w9_d321e23451
Haus,	w11_d321e23454
samt	w13_d321e23458
allen	w1_d321e23464
Zugehörungen	w3_d321e23467
auf	w5_d321e23470
den	w7_d321e23473
1.	w9_d321e23476
Martii	w11_d321e23479
1759.	w13_d321e23483
fruhe	w1_d321e23488
um	w3_d321e23491
9.	w5_d321e23494
Uhr	w7_d321e23497
in	w9_d321e23500
der	w11_d321e23503
Herrschaftlichen	w13_d321e23507
Amts	w15_d321e23510
canzley	w1_d321e23515
im	w3_d321e23518
Schlos	w5_d321e23521
aldort	w7_d321e23524
dem	w9_d321e23527
Meist=bietenden	w11_d321e23530
licitando	w1_d321e23535
verkauft,	w3_d321e23538
haben	w5_d321e23541
also	w7_d321e23544
diejenige	w9_d321e23547
so	w11_d321e23550
sel	w13_d321e23554
</p>
<p id="p20_d321e23557">
bes	w1_d321e23561
käuflich	w3_d321e23564
an	w5_d321e23567
sich	w7_d321e23570
zu	w9_d321e23573
bringen	w11_d321e23576
gedenken,	w13_d321e23580
an	w15_d321e23583
ob	w17_d321e23586
bestimmter	w1_d321e23591
Zeit	w3_d321e23594
und	w5_d321e23597
Ort,	w7_d321e23600
ad	w9_d321e23603
tractandum,	w11_d321e23606
&	w13_d321e23610
concludendum	w1_d321e23615
zu	w3_d321e23618
erscheinen.	w5_d321e23621
</p>
<p id="p22_d321e23624">
Auf	w1_d321e23628
Verordnung	w3_d321e23631
einer	w5_d321e23634
Hochlöbl.	w7_d321e23637
N.	w9_d321e23640
Oe.	w11_d321e23643
Re	w13_d321e23647
gierung	w1_d321e23652
in	w3_d321e23655
Justitz=sachen,	w5_d321e23658
wird	w7_d321e23661
nächstkommen	w9_d321e23664
den	w1_d321e23669
ersten	w3_d321e23672
Martii	w5_d321e23675
des	w7_d321e23678
Weil.	w9_d321e23681
Herrn	w11_d321e23684
Joseph	w13_d321e23688
Edlen	w15_d321e23691
von	w1_d321e23697
Rahtgeb,	w3_d321e23700
gewest=Kaiserl.	w5_d321e23703
Königl.	w7_d321e23706
Residenten	w9_d321e23709
in	w1_d321e23714
Venedig	w3_d321e23717
hinterlassene	w5_d321e23720
Bibliothee	w7_d321e23723
Vormittag	w9_d321e23726
von	w1_d321e23731
9.	w3_d321e23734
bis	w5_d321e23737
12.	w7_d321e23740
Nachmittag	w9_d321e23743
aber	w11_d321e23746
von	w13_d321e23750
3.	w15_d321e23753
bis	w17_d321e23756
6.	w19_d321e23759
Uhr	w1_d321e23764
dem	w3_d321e23767
Meist=bietenden	w5_d321e23770
in	w7_d321e23773
der	w9_d321e23776
sogenannten	w11_d321e23779
Waldzeil	w1_d321e23785
im	w3_d321e23788
Rahtgebischen	w5_d321e23791
Haus	w7_d321e23794
im	w9_d321e23797
ersten	w11_d321e23800
Stock	w13_d321e23804
verkauffet	w1_d321e23809
werden,	w3_d321e23812
wovon	w5_d321e23815
der	w7_d321e23818
Catalogus	w9_d321e23821
gratis	w11_d321e23824
in	w1_d321e23829
der	w3_d321e23832
Buchhandlung	w5_d321e23835
bey	w7_d321e23838
dem	w9_d321e23841
goldenen	w11_d321e23844
Vließ	w13_d321e23848
auf	w1_d321e23853
der	w3_d321e23856
hohen	w5_d321e23859
Brucken	w7_d321e23862
abgegeben	w9_d321e23865
wird.	w11_d321e23868
</p>
<p id="p24_d321e23872">
Hiemit	w1_d321e23876
wird	w3_d321e23879
allen	w5_d321e23882
denenjenigen,	w7_d321e23885
welche	w9_d321e23888
an	w11_d321e23891
des	w13_d321e23895
verstorbenen	w1_d321e23900
Joseph	w3_d321e23903
Stöger	w5_d321e23906
seel.	w7_d321e23909
Verlassenschaft	w9_d321e23912
titulo	w1_d321e23917
hæredis,	w3_d321e23920
aut	w5_d321e23923
legati,	w7_d321e23926
ex	w9_d321e23929
causa	w11_d321e23932
crediti,	w13_d321e23936
aut	w15_d321e23939
quacunque	w1_d321e23945
demum	w3_d321e23948
ratione	w5_d321e23951
einige	w7_d321e23954
Sprüch,	w9_d321e23957
und	w11_d321e23960
Anforderung	w1_d321e23965
zustellen	w3_d321e23968
vermeinen,	w5_d321e23971
nochmalen,	w7_d321e23974
und	w9_d321e23977
zum	w1_d321e23982
allerletzenmal	w3_d321e23985
kund	w5_d321e23988
und	w7_d321e23991
zu	w9_d321e23994
wissen	w11_d321e23997
gemacht:	w13_d321e24001
daß	w1_d321e24006
dieselbe	w3_d321e24009
zur	w5_d321e24012
Anmeld	w7_d321e24015
und	w9_d321e24018
zugleich	w11_d321e24021
hinlänglicher	w13_d321e24025
Liquidirung	w1_d321e24031
sothaner	w3_d321e24034
Sprüch	w5_d321e24037
und	w7_d321e24040
Anforderungen	w9_d321e24043
auf	w1_d321e24048
den	w3_d321e24051
31.	w5_d321e24054
Tag	w7_d321e24057
des	w9_d321e24060
Monats	w11_d321e24063
Martii	w13_d321e24067
1759.	w15_d321e24070
fruh	w17_d321e24073
um	w1_d321e24078
8.	w3_d321e24081
Uhr	w5_d321e24084
vor	w7_d321e24087
dem	w9_d321e24090
alhiesigen	w11_d321e24093
Stadt=raht	w13_d321e24097
also	w15_d321e24100
gewis	w1_d321e24105
erscheinen:	w3_d321e24108
wie	w5_d321e24111
im	w7_d321e24114
widrigen	w9_d321e24117
denen	w11_d321e24120
ausblei	w13_d321e24124
benden,	w1_d321e24130
oder	w3_d321e24133
nicht	w5_d321e24136
hinlänglich	w7_d321e24139
liquidirenden	w9_d321e24142
das	w11_d321e24145
ewige	w1_d321e24150
Stillschweigen	w3_d321e24153
auferlegt,	w5_d321e24156
und	w7_d321e24159
gedachte	w9_d321e24162
Ver	w11_d321e24165
lassenschaft	w1_d321e24170
denen	w3_d321e24173
ab	w5_d321e24176
intestato	w7_d321e24179
kommenden	w9_d321e24182
Jo	w11_d321e24185
seph	w1_d321e24190
Stögerischen	w3_d321e24193
Erben,	w5_d321e24196
ohne	w7_d321e24199
weiteren	w9_d321e24202
einge	w11_d321e24205
antwortet	w1_d321e24211
werden	w3_d321e24214
solle.	w5_d321e24217
</p>
<p id="p26_d321e24220">
Den	w1_d321e24224
12.	w3_d321e24227
Febr.	w5_d321e24230
Nachmittag	w7_d321e24233
um	w9_d321e24236
3.	w11_d321e24239
Uhr	w13_d321e24243
sind	w15_d321e24246
in	w17_d321e24249
Pachmannischen	w1_d321e24254
Haus	w3_d321e24257
in	w5_d321e24260
der	w7_d321e24263
Riemer=strassen	w9_d321e24266
Tockayer	w1_d321e24271
antheil	w3_d321e24274
und	w5_d321e24277
alte	w7_d321e24280
Oesterreicher	w9_d321e24283
Wein,	w1_d321e24289
in	w3_d321e24292
groß	w5_d321e24295
und	w7_d321e24298
mitteren	w9_d321e24301
Gattungen,	w11_d321e24304
um	w13_d321e24308
bil	w15_d321e24311
lichsten	w1_d321e24316
Preis	w3_d321e24319
licitando	w5_d321e24322
zu	w7_d321e24325
verkauffen.	w9_d321e24328
</p>
<p id="p28_d321e24331">
Auf	w1_d321e24335
den	w3_d321e24338
7.	w5_d321e24341
Martii	w7_d321e24344
1759.	w9_d321e24347
werden	w11_d321e24350
in	w13_d321e24354
der	w15_d321e24357
Landes	w17_d321e24360
fürstl.	w1_d321e24365
Gränz=stadt	w3_d321e24368
Hainburg	w5_d321e24371
weyl.	w7_d321e24374
Johann	w9_d321e24377
Ge	w11_d321e24380
org	w1_d321e24385
Holzer,	w3_d321e24388
gewest	w5_d321e24391
Burgerl.	w7_d321e24394
Fleischhacker=meisters	w9_d321e24397
seel.	w1_d321e24403
daselbst	w3_d321e24406
in	w5_d321e24409
der	w7_d321e24412
Kloster=gassen	w9_d321e24415
gelegene	w11_d321e24418
Bur	w13_d321e24422
gerliche	w1_d321e24427
Behausung,	w3_d321e24430
samt	w5_d321e24433
dem	w7_d321e24436
Fleischhackerpro	w9_d321e24439
feßions=gewerb,	w1_d321e24444
wie	w3_d321e24447
auch	w5_d321e24450
Grund=stück,	w7_d321e24453
Mobilie,	w9_d321e24456
und	w11_d321e24459
Effceten,	w1_d321e24464
licitando	w3_d321e24467
dem	w5_d321e24470
Meist=bietenden	w7_d321e24473
käuflich	w9_d321e24476
hindann	w1_d321e24482
gelassen	w3_d321e24485
werden.	w5_d321e24488
Wer	w7_d321e24491
nun	w9_d321e24494
so	w11_d321e24497
ein	w13_d321e24501
als	w15_d321e24504
anderes	w1_d321e24509
licitando	w3_d321e24512
käuflich	w5_d321e24515
an	w7_d321e24518
sich	w9_d321e24521
zu	w11_d321e24524
bringen	w13_d321e24528
ge	w15_d321e24531
denket,	w1_d321e24536
der	w3_d321e24539
wird	w5_d321e24542
an	w7_d321e24545
ob=bestimmten	w9_d321e24548
Tag	w11_d321e24551
fruhe	w13_d321e24555
um	w15_d321e24558
8.	w1_d321e24563
Uhr	w3_d321e24566
zu	w5_d321e24569
Hainburg	w7_d321e24572
auf	w9_d321e24575
dem	w11_d321e24578
Kaiserl.	w13_d321e24582
Königl.	w15_d321e24585
Raht=haus	w1_d321e24591
zu	w3_d321e24594
erscheinen,	w5_d321e24597
und	w7_d321e24600
sich	w9_d321e24603
alda	w11_d321e24606
anzumel	w13_d321e24610
den	w1_d321e24615
haben.	w3_d321e24618
</p>
<head id="h2_d321e24624">
52	w1_d321e24628
(	w1_d321e24633
C	w1_d321e24638
</head>
</doc>
