<doc id="edoc_wd_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="1">
<head id="hl1">
Warschau	w39
Ansehen	w8968
<g/>
,
statt	w8970
des	w8971
vormaligen	w8972
<g/>
,
wo	w8974
die	w8975
Einförmigkeit	w8976
auch	w8977
zu=gleich	w8978
<g/>
=
der	w8980
Grund	w8981
der	w8982
Einigkeit	w8983
unter	w8984
denselben	w8985
war	w8986
<g/>
.
Sein	w8988
unabläßliches	w8989
obwol	w8990
unüberleg=tes	w8991
<g/>
=
Bemühen	w8993
in	w8994
dergleichen	w8995
dem	w8996
Reiche	w8997
schädlichen	w8998
Neuerungen	w8999
machten	w9000
zuletzt	w9001
die	w9002
Gemüh=ter	w9003
<g/>
=
der	w9005
Rußischen	w9006
Nation	w9007
<g/>
,
und	w9009
ihre	w9010
Treue	w9011
von	w9012
den	w9013
Giehorsam	w9014
gegen	w9015
ihn	w9016
dergestalt	w9017
abwendig	w9018
<g/>
,
daß	w9020
kein	w9021
einiger	w9022
übrig	w9023
blieb	w9024
<g/>
,
der	w9026
nicht	w9027
mit	w9028
lauict	w9029
Stimme	w9030
ohne	w9031
älle	w9032
Scheu	w9033
und	w9034
Erzittern	w9035
seine	w9036
Unzufriedenheit	w9037
über	w9038
ihn	w9039
bezeigte	w9040
<g/>
,
und	w9042
nichtzbereit	w9043
war	w9044
<g/>
,
an	w9046
seiner	w9047
Person	w9048
selbst	w9049
Rache	w9050
auszuüben	w9051
<g/>
.
Doch	w9053
das	w9054
Göttliche	w9055
Gebot	w9056
<g/>
,
welchessin	w9058
dem	w9059
Herzen	w9060
Unserer	w9061
getreuen	w9062
Untertha=nen	w9063
<g/>
=
wohnet	w9065
<g/>
,
und	w9067
sie	w9068
in	w9069
der	w9070
Ehrforcht	w9071
gegen	w9072
ihre	w9073
Obrigkeit	w9074
erhält	w9075
<g/>
,
hat	w9077
es	w9078
nicht	w9079
zu	w9080
einem	w9081
sol=chen	w9082
<g/>
=
Unterfangen	w9084
kommen	w9085
lassen	w9086
<g/>
,
sondern	w9088
statt	w9089
dessen	w9090
ihnen	w9091
die	w9092
Hofnung	w9093
eingeflösset	w9094
<g/>
,
daß	w9096
die	w9097
Hand	w9098
GOttes	w9099
ihn	w9100
selbst	w9101
treffen	w9102
<g/>
,
und	w9104
durch	w9105
seinen	w9106
Fall	w9107
das	w9108
bedrängte	w9109
und	w9110
niedergeschlagene	w9111
Volt	w9112
wieder	w9113
aufrichtenwerde	w9114
<g/>
.
</p>
<p id="p81">
Bey	w9117
allen	w9118
diesen	w9119
der	w9120
ganzen	w9121
unbartheyischen	w9122
Welt	w9123
vorgelegten	w9124
Umständen	w9125
muste	w9126
unser	w9127
Ge=müht	w9128
<g/>
=
nohtwendig	w9130
in	w9131
der	w9132
äussersten	w9133
Unruhe	w9134
schweben	w9135
<g/>
,
da	w9137
wir	w9138
den	w9139
Untergang	w9140
des	w9141
Vatterlandes	w9142
vor	w9143
Augen	w9144
sahen	w9145
<g/>
,
und	w9147
Wir	w9148
selbst	w9149
samt	w9150
unserem	w9151
geliebtesten	w9152
Sohne	w9153
<g/>
,
und	w9155
angebohmen	w9156
Thron=erben	w9157
<g/>
=
des	w9159
Rußischen	w9160
Reichs	w9161
von	w9162
dem	w9163
Kaiserl	w9164
<g/>
.
Hause	w9166
gleichsam	w9167
ausgeschlossen	w9168
<g/>
,
und	w9170
verdrän=get	w9171
<g/>
=
waren	w9173
<g/>
;
so	w9175
<g/>
,
daß	w9177
auch	w9178
bereits	w9179
diejenigen	w9180
<g/>
,
die	w9182
Uns	w9183
am	w9184
eifrigsten	w9185
zugethan	w9186
waren	w9187
<g/>
,
oder	w9189
besser	w9190
zu	w9191
sagen	w9192
<g/>
,
die	w9194
sich	w9195
die	w9196
wenigste	w9197
Mühe	w9198
gaben	w9199
ihre	w9200
Zunelgung	w9201
zu	w9202
Uns	w9203
zu	w9204
verbergen	w9205
<g/>
(
denn	w9207
unter	w9208
der	w9209
ganzen	w9210
Nation	w9211
haben	w9212
Wir	w9213
keinen	w9214
bemerkt	w9215
<g/>
,
der	w9217
Uns	w9218
nicht	w9219
wol	w9220
gewollt	w9221
<g/>
,
und	w9223
sich	w9224
nicht	w9225
bestre=bet	w9226
<g/>
=
hätte	w9228
<g/>
,
Uns	w9230
von	w9231
seiner	w9232
Ergebenheit	w9233
zu	w9234
überzeigen	w9235
<g/>
)
wenn	w9237
sie	w9238
dem	w9239
Wohlstande	w9240
gemäß	w9241
Uns	w9242
als	w9243
ihrer	w9244
Kaiserin	w9245
die	w9246
schuldige	w9247
Achtung	w9248
erweisen	w9249
wollten	w9250
<g/>
,
in	w9252
Gefahr	w9253
stunden	w9254
ihr	w9255
Leben	w9256
<g/>
,
oder	w9258
wenigstens	w9259
ihr	w9260
Glück	w9261
zu	w9262
verscherzen	w9263
<g/>
.
Endlich	w9265
nahm	w9266
sein	w9267
Bestreben	w9268
zu	w9269
Unseren	w9270
Verderben	w9271
der=gestalt	w9272
<g/>
=
zu	w9274
<g/>
,
daß	w9276
<g/>
,
wie	w9278
ein	w9279
wider	w9280
Unsere	w9281
Person	w9282
von	w9283
ihm	w9284
abgezieltes	w9285
Unternehmen	w9286
unter	w9287
dem	w9288
Vol=ke	w9289
<g/>
=
ruchbar	w9291
wurde	w9292
<g/>
,
und	w9294
er	w9295
<g/>
,
der	w9297
gewesene	w9298
Kaiser	w9299
das	w9300
allgemeine	w9301
Murren	w9302
darüber	w9303
<g/>
,
zu	w9305
dem	w9306
er	w9307
doch	w9308
selbst	w9309
die	w9310
Ursach	w9311
gegeben	w9312
hatte	w9313
<g/>
,
Uns	w9315
zur	w9316
Last	w9317
legte	w9318
<g/>
,
seine	w9320
Anschläge	w9321
wider	w9322
Uns	w9323
sich	w9324
deun	w9325
lich	w9326
offenbahrten	w9327
<g/>
,
welche	w9329
dahin	w9330
giengen	w9331
<g/>
,
Uns	w9333
völlig	w9334
zu	w9335
vertilgen	w9336
<g/>
,
und	w9338
des	w9339
Lebens	w9340
zu	w9341
berauben	w9342
<g/>
.
Da	w9344
nun	w9345
solches	w9346
durch	w9347
einige	w9348
Unserer	w9349
Getreuesten	w9350
<g/>
,
die	w9352
zu	w9353
Rettung	w9354
des	w9355
Vatterlandes	w9356
ihr	w9357
eigenes	w9358
Leben	w9359
in	w9360
die	w9361
Schanze	w9362
schlugen	w9363
<g/>
,
Uns	w9365
auf	w9366
das	w9367
eiligste	w9368
hinterbracht	w9369
ward	w9370
<g/>
:
so	w9372
trugen	w9373
Wir	w9374
weiter	w9375
kein	w9376
Bedenken	w9377
in	w9378
der	w9379
festen	w9380
Zuversicht	w9381
auf	w9382
den	w9383
Beystand	w9384
des	w9385
Allerhöchsten	w9386
Uns	w9387
aller	w9388
Gefahr	w9389
so	w9390
muthig	w9391
entgegen	w9392
zu	w9393
stellen	w9394
<g/>
,
als	w9396
Unser	w9397
geliebtes	w9398
Vatterland	w9399
für	w9400
seine	w9401
Zuneigung	w9402
gegen	w9403
Uns	w9404
von	w9405
Unserer	w9406
Großmut	w9407
nur	w9408
verlangen	w9409
konte	w9410
<g/>
.
Nachdeme	w9412
Wir	w9413
also	w9414
den	w9415
allmächtigen	w9416
GOtt	w9417
um	w9418
sei=nen	w9419
<g/>
=
Schutz	w9421
angeflehet	w9422
<g/>
,
und	w9424
zu	w9425
seiner	w9426
Göttlichen	w9427
Gerechtigkeit	w9428
Unsere	w9429
Zuflucht	w9430
genommen	w9431
hat=ten	w9432
<g/>
=
<g/>
,
entschlossen	w9435
Wir	w9436
Uns	w9437
<g/>
,
entweder	w9439
ein	w9440
Opfer	w9441
für	w9442
das	w9443
Vatterland	w9444
zu	w9445
werden	w9446
<g/>
,
oder	w9448
es	w9449
von	w9450
der	w9451
innerlichen	w9452
Zerrittung	w9453
zu	w9454
erreuten	w9455
<g/>
,
und	w9457
ein	w9458
grausames	w9459
Blutz	w9460
vergiessen	w9461
von	w9462
ihm	w9463
abzuwenden	w9464
<g/>
.
Kaum	w9466
hatten	w9467
Wir	w9468
auch	w9469
durch	w9470
das	w9471
auf	w9472
GOtt	w9473
gesetzte	w9474
Vertrauen	w9475
Uns	w9476
dazu	w9477
ausgerüstet	w9478
<g/>
,
und	w9480
Un=sere	w9481
<g/>
=
Einwilligung	w9483
deren	w9484
von	w9485
der	w9486
Nation	w9487
an	w9488
Uns	w9489
abgeordneten	w9490
getreuen	w9491
Unterthanen	w9492
zu	w9493
erkennen	w9494
gegeben	w9495
<g/>
,
so	w9497
sahen	w9498
Wir	w9499
bereits	w9500
das	w9501
allgemeine	w9502
Verlangen	w9503
<g/>
,
Uns	w9505
mit	w9506
Treue	w9507
und	w9508
Unterthänigkeit	w9509
zugethan	w9510
zu	w9511
seyn	w9512
<g/>
,
welches	w9514
auch	w9515
alle	w9516
und	w9517
jede	w9518
vom	w9519
Geistlich	w9520
<g/>
=
Militair	w9522
<g/>
=
und	w9524
Civil	w9525
<g/>
=
stande	w9527
durch	w9528
die	w9529
willigste	w9530
<g/>
,
und	w9532
freudigste	w9533
Eides	w9534
<g/>
=
leistung	w9536
bekräftiget	w9537
<g/>
.
</p>
<p id="p82">
Nach	w9539
Unserer	w9540
angebohrnen	w9541
Menschen	w9542
<g/>
=
liebe	w9544
<g/>
,
und	w9546
zärtlichen	w9547
Vorsorge	w9548
für	w9549
Unsere	w9550
ge=treue	w9551
<g/>
=
Unterthanen	w9553
blieb	w9554
Uns	w9555
nun	w9556
noch	w9557
übrig	w9558
<g/>
,
denen	w9560
Entschliessungen	w9561
vorzubeugen	w9562
<g/>
(
zu	w9564
welchem	w9565
dieser	w9566
gewesene	w9567
Regent	w9568
unüberlegter	w9569
Weise	w9570
<g/>
,
und	w9572
im	w9573
Vertrauen	w9574
auf	w9575
die	w9576
vermeinte	w9577
Stärke	w9578
seiner	w9579
Holsteinischen	w9580
Trupen	w9581
in	w9582
Oranienbaum	w9583
<g/>
)
alwo	w9585
er	w9586
damalen	w9587
aus	w9588
Liebe	w9589
zu	w9590
denselben	w9591
<g/>
,
mit	w9593
Hind=ausetzung	w9594
<g/>
=
der	w9596
nohtwendigsten	w9597
Reichs	w9598
<g/>
=
geschäfte	w9600
<g/>
,
seine	w9602
Zeit	w9603
im	w9604
Müßigang	w9605
zubrachte	w9606
<g/>
,
hätte	w9608
schreiten	w9609
<g/>
,
und	w9611
dadurch	w9612
ein	w9613
Bluttvergiessen	w9614
gegen	w9615
sich	w9616
erregen	w9617
können	w9618
<g/>
,
dem	w9620
Unsere	w9621
Garden	w9622
<g/>
,
und	w9624
übrige	w9625
Regimeuter	w9626
aus	w9627
Eifer	w9628
für	w9629
die	w9630
Religion	w9631
<g/>
,
für	w9633
das	w9634
Vatterland	w9635
<g/>
,
für	w9637
Uns	w9638
<g/>
,
und	w9640
Unsern	w9641
Sohn	w9642
<g/>
,
sich	w9644
auszusetzen	w9645
bereit	w9646
waren	w9647
<g/>
,
Wir	w9649
sahen	w9650
es	w9651
also	w9652
als	w9653
eine	w9654
von	w9655
GOtt	w9656
Uns	w9657
gegen	w9658
Unsere	w9659
Unterthanen	w9660
auferlegte	w9661
Pflicht	w9662
an	w9663
<g/>
,
durch	w9665
gute	w9666
und	w9667
heilsame	w9668
Veranstaltungen	w9669
<g/>
,
allem	w9671
diesen	w9672
unverzüglich	w9673
zuvorzukommen	w9674
<g/>
;
und	w9676
achdem	w9677
wir	w9678
Uns	w9679
selbst	w9680
an	w9681
die	w9682
Spitze	w9683
der	w9684
Garden	w9685
<g/>
,
des	w9687
Artillerie	w9688
<g/>
=
corps	w9690
<g/>
,
und	w9692
der	w9693
übrigen	w9694
zu	w9695
selbiger	w9696
Zeit	w9697
in	w9698
der	w9699
Residenz	w9700
anwesenden	w9701
Feld=regimenter	w9702
<g/>
=
gestellet	w9704
<g/>
,
brachen	w9706
wir	w9707
von	w9708
Petersburg	w9709
auf	w9710
<g/>
,
um	w9712
seine	w9713
Absichten	w9714
zu	w9715
vereitlen	w9716
<g/>
,
von	w9718
deme	w9719
Wir	w9720
bereits	w9721
zuverläßig	w9722
unterrichtet	w9723
waren	w9724
<g/>
.
Kaum	w9726
aber	w9727
waren	w9728
Wir	w9729
aus	w9730
der	w9731
Stadt	w9732
ge=rücket	w9733
<g/>
=
<g/>
,
als	w9736
er	w9737
uns	w9738
zwey	w9739
Briefe	w9740
nach	w9741
einander	w9742
zuschickte	w9743
<g/>
.
Den	w9745
ersten	w9746
<g/>
,
worinnen	w9748
er	w9749
Uns	w9750
ersuchte	w9751
<g/>
,
ihn	w9753
nach	w9754
Hollstein	w9755
<g/>
,
als	w9757
seinem	w9758
Vatterlande	w9759
<g/>
,
abzulassen	w9761
<g/>
,
überbrachte	w9763
Unser	w9764
ViVice	w9765
<g/>
=
</p>
<p id="p83">
ce	w9769
<g/>
=
cantzler	w9771
<g/>
,
der	w9773
Fürst	w9774
Gollizin	w9775
<g/>
,
und	w9777
den	w9778
zweyten	w9779
der	w9780
General	w9781
<g/>
=
major	w9783
Michaila	w9784
Jsmailow	w9785
<g/>
;
in	w9787
diesem	w9788
letzteren	w9789
erbothe	w9790
er	w9791
sich	w9792
freywillig	w9793
seines	w9794
Rechts	w9795
auf	w9796
die	w9797
Crone	w9798
sich	w9799
zu	w9800
begeben	w9801
<g/>
,
und	w9803
verlangte	w9804
weiter	w9805
nicht	w9806
über	w9807
Rußland	w9808
zu	w9809
herrschen	w9810
<g/>
,
sondern	w9812
bat	w9813
Uns	w9814
nur	w9815
<g/>
,
daß	w9817
Wir	w9818
ihn	w9819
mit	w9820
der	w9821
Elisabeth	w9822
Woronzoff	w9823
<g/>
,
und	w9825
dem	w9826
Gudowitsch	w9827
nach	w9828
Hollstein	w9829
erlassen	w9830
mögte	w9831
<g/>
.
Beyde	w9833
mit	w9834
vielen	w9835
schmelchelhaften	w9836
Ausdrücken	w9837
angefüllte	w9838
Briefe	w9839
erhielten	w9840
Wir	w9841
einige	w9842
Stunden	w9843
<g/>
,
nachdem	w9845
er	w9846
würk=lich	w9847
<g/>
=
den	w9849
Befehl	w9850
gegeben	w9851
hatte	w9852
uns	w9853
das	w9854
Leben	w9855
zu	w9856
rehmen	w9857
<g/>
,
welches	w9859
Uns	w9860
mit	w9861
den	w9862
kräftigsten	w9863
Be=theurungen	w9864
<g/>
=
von	w9866
denjenigen	w9867
selbst	w9868
hinterbarcht	w9869
worden	w9870
<g/>
,
denen	w9872
diese	w9873
Mordthat	w9874
an	w9875
Uns	w9876
auszuüben	w9877
aufgetragen	w9878
war	w9879
<g/>
.
</p>
<p id="p84">
Diese	w9881
freywillige	w9882
<g/>
,
und	w9884
eigenhändige	w9885
Aeusserungen	w9886
gegen	w9887
Uns	w9888
hatten	w9889
Wir	w9890
zwar	w9891
in	w9892
Hän=den	w9893
<g/>
=
<g/>
;
er	w9896
war	w9897
aber	w9898
noch	w9899
im	w9900
Stande	w9901
mit	w9902
seinen	w9903
Hollsteinischen	w9904
Trupen	w9905
<g/>
,
und	w9907
einigen	w9908
bey	w9909
ihm	w9910
befindlichen	w9911
kleinen	w9912
Commandos	w9913
von	w9914
den	w9915
Feld	w9916
<g/>
=
regimentern	w9918
<g/>
,
sich	w9920
wieder	w9921
Uns	w9922
zu	w9923
rüsten	w9924
<g/>
,
und	w9926
Uns	w9927
manche	w9928
Unserem	w9929
Vatterlande	w9930
nachtheilige	w9931
Bedingungen	w9932
abzuzwingen	w9933
<g/>
,
zumalen	w9935
er	w9936
verschie=dene	w9937
<g/>
=
Persohnen	w9939
Unseres	w9940
Hofes	w9941
von	w9942
beyderley	w9943
Geschlecht	w9944
in	w9945
seiner	w9946
Gewalt	w9947
hatte	w9948
<g/>
,
deren	w9950
Unter=gang	w9951
<g/>
=
Unserer	w9953
Menschen	w9954
<g/>
=
liebe	w9956
niemahlen	w9957
gestattet	w9958
hätte	w9959
<g/>
;
so	w9961
<g/>
,
daß	w9963
Wir	w9964
Uns	w9965
vielleicht	w9966
würden	w9967
haben	w9968
bewegen	w9969
lassen	w9970
<g/>
,
durch	w9972
einen	w9973
einzugehenden	w9974
Vergleich	w9975
<g/>
,
ein	w9977
Theil	w9978
des	w9979
vergangenen	w9980
Ubels	w9981
wieder	w9982
hergestellet	w9983
zu	w9984
sehen	w9985
<g/>
,
um	w9987
nur	w9988
die	w9989
in	w9990
seinen	w9991
Händen	w9992
befindliche	w9993
Persohnen	w9994
zu	w9995
befreuen	w9996
<g/>
,
deren	w9998
er	w9999
sich	w10000
<g/>
,
nach	w10002
erhaltener	w10003
Nachricht	w10004
von	w10005
denen	w10006
<g/>
,
was	w10008
zu	w10009
Errettung	w10010
des	w10011
Vatterlandes	w10012
wi=der	w10013
<g/>
=
ihn	w10015
unternohmen	w10016
worden	w10017
<g/>
,
in	w10019
dem	w10020
Palast	w10021
von	w10022
Oranienbaum	w10023
als	w10024
Geiseln	w10025
versicheret	w10026
hatte	w10027
<g/>
.
Wir	w10029
wurden	w10030
diesserwegen	w10031
von	w10032
allen	w10033
damahls	w10034
bey	w10035
Unserer	w10036
Persohn	w10037
gegenwärtigen	w10038
getreuen	w10039
Unter=thanen	w10040
<g/>
=
vornehmen	w10042
Standes	w10043
getrungen	w10044
<g/>
,
an	w10046
ihn	w10047
zu	w10048
schreiben	w10049
<g/>
,
und	w10051
ihm	w10052
den	w10053
Antrag	w10054
zu	w10055
thuen	w10056
<g/>
,
daß	w10058
<g/>
,
wofern	w10060
er	w10061
würklich	w10062
so	w10063
<g/>
,
wie	w10065
er	w10066
sich	w10067
geäussert	w10068
<g/>
,
gesinnet	w10070
wäre	w10071
<g/>
,
er	w10073
Uns	w10074
eine	w10075
freywillige	w10076
<g/>
,
und	w10078
ungezwungene	w10079
mit	w10080
seiner	w10081
eigenen	w10082
Hand	w10083
<g/>
,
und	w10085
in	w10086
der	w10087
gehörigen	w10088
Form	w10089
geschriebene	w10090
End=sagung	w10091
<g/>
=
des	w10093
Rußisch	w10094
<g/>
=
kaiserl	w10096
<g/>
.
Thrones	w10098
zur	w10099
allgemeinen	w10100
Beruhigung	w10101
zusenden	w10102
solte	w10103
<g/>
.
Wir	w10105
fer=tigten	w10106
<g/>
=
damit	w10108
den	w10109
General	w10110
<g/>
=
major	w10112
Jsmailoff	w10113
an	w10114
ihn	w10115
ab	w10116
<g/>
,
und	w10118
erhielten	w10119
in	w10120
Folge	w10121
desselben	w10122
<g/>
,
als	w10124
eine	w10125
Antwort	w10126
<g/>
,
nachstehende	w10128
Schrift	w10129
von	w10130
seiner	w10131
eigenen	w10132
Hand	w10133
<g/>
:
</p>
<p id="p85">
Während	w10135
der	w10136
kurzen	w10137
Zeit	w10138
meiner	w10139
souverainen	w10140
Beherrschung	w10141
des	w10142
Rußischen	w10143
Reichs	w10144
habe	w10145
ich	w10146
in	w10147
der	w10148
That	w10149
erfahren	w10150
<g/>
,
daß	w10152
meine	w10153
Kräfte	w10154
für	w10155
eine	w10156
solche	w10157
Last	w10158
und	w10159
Be=schwerde	w10160
<g/>
=
nicht	w10162
zu	w10163
rechnen	w10164
sind	w10165
<g/>
,
und	w10167
daß	w10168
ich	w10169
nicht	w10170
im	w10171
Stande	w10172
bin	w10173
<g/>
,
es	w10175
seye	w10176
auf	w10177
was	w10178
Wei=se	w10179
<g/>
=
es	w10181
wolle	w10182
<g/>
,
und	w10184
noch	w10185
viel	w10186
weniger	w10187
mit	w10188
unumschränkter	w10189
Gewalt	w10190
das	w10191
Rußische	w10192
Reich	w10193
zu	w10194
regieren	w10195
<g/>
.
Jch	w10197
habe	w10198
auch	w10199
selbst	w10200
die	w10201
Serrüttung	w10202
des	w10203
inneren	w10204
Zustandes	w10205
desselben	w10206
bemerkt	w10207
<g/>
,
welche	w10209
den	w10210
Umsturz	w10211
des	w10212
Reichs	w10213
würde	w10214
nach	w10215
sich	w10216
gezogen	w10217
<g/>
,
und	w10219
mir	w10220
hinfolg=lich	w10221
<g/>
=
zur	w10223
ewigen	w10224
Schande	w10225
gereichet	w10226
haben	w10227
<g/>
.
Nachdeme	w10229
ich	w10230
es	w10231
also	w10232
bey	w10233
mir	w10234
wol	w10235
überleget	w10236
<g/>
,
so	w10238
erkläre	w10239
ich	w10240
hiemit	w10241
ungezwungen	w10242
dem	w10243
ganzen	w10244
Rußischen	w10245
Reiche	w10246
<g/>
,
und	w10248
der	w10249
ganzen	w10250
Welt	w10251
auf	w10252
das	w10253
feyerlichste	w10254
<g/>
,
daß	w10256
ich	w10257
der	w10258
Regierung	w10259
des	w10260
Rußischen	w10261
Reiches	w10262
auf	w10263
meine	w10264
ganze	w10265
übrige	w10266
Lebens	w10267
<g/>
=
zeit	w10269
entsage	w10270
<g/>
,
und	w10272
weder	w10273
mitkunumschränkter	w10274
Macht	w10275
<g/>
,
noch	w10277
sonst	w10278
auf	w10279
ir=gend	w10280
<g/>
=
eine	w10282
Weise	w10283
in	w10284
meinem	w10285
Leben	w10286
über	w10287
das	w10288
Rußische	w10289
Reich	w10290
zu	w10291
herrschen	w10292
begehre	w10293
<g/>
,
auch	w10295
niemalen	w10296
durch	w10297
irgend	w10298
einen	w10299
Beystand	w10300
darnach	w10301
trachten	w10302
werde	w10303
<g/>
:
welches	w10305
mit	w10306
reinem	w10307
Her=zen	w10308
<g/>
=
<g/>
,
ohne	w10311
Heuchlerey	w10312
<g/>
,
vor	w10314
GOtt	w10315
<g/>
,
und	w10317
der	w10318
ganzen	w10319
Welt	w10320
durch	w10321
einen	w10322
Eid	w10323
<g/>
=
schwur	w10325
be=kräftige	w10326
<g/>
=
<g/>
.
Diese	w10329
Entsagung	w10330
habe	w10331
ganz	w10332
mit	w10333
eigener	w10334
Hand	w10335
geschrieben	w10336
<g/>
,
und	w10338
unterschrie=ben	w10339
<g/>
=
<g/>
,
Den	w10342
29ten	w10343
Junii	w10344
1762	w10345
<g/>
.
</p>
<p id="p86">
Auf	w10349
diese	w10350
Art	w10351
haben	w10352
Wir	w10353
also	w10354
GOtt	w10355
Lob	w10356
den	w10357
Sonverainen	w10358
Thron	w10359
Unseres	w10360
geliebten	w10361
Vatter=landes	w10362
<g/>
=
ohne	w10364
Blut	w10365
<g/>
=
vergiessen	w10367
bestiegen	w10368
<g/>
,
wobey	w10370
GOtt	w10371
allein	w10372
<g/>
,
und	w10374
Unser	w10375
Vatterland	w10376
durch	w10377
ihre	w10378
Er=wählten	w10379
<g/>
=
Unsere	w10381
Gehülfen	w10382
gewesen	w10383
<g/>
.
Wir	w10385
verehren	w10386
diese	w10387
unerforschliche	w10388
Führung	w10389
GOttes	w10390
<g/>
,
und	w10392
ver=sicheren	w10393
<g/>
=
biemit	w10395
allen	w10396
Unseren	w10397
getreuen	w10398
Unterthanen	w10399
auf	w10400
das	w10401
allergnädigste	w10402
<g/>
,
daß	w10404
Wir	w10405
nicht	w10406
unter=lassen	w10407
<g/>
=
werden	w10409
<g/>
,
GOtt	w10411
Tag	w10412
und	w10413
Nacht	w10414
anzuflehen	w10415
<g/>
,
damit	w10417
er	w10418
Uns	w10419
helfen	w10420
möge	w10421
<g/>
,
den	w10423
Scepter	w10424
zu	w10425
Er=haltung	w10426
<g/>
=
Unserer	w10428
rechtglaubigen	w10429
Kirche	w10430
zu	w10431
Befestigung	w10432
und	w10433
Vertheidigung	w10434
Unseres	w10435
geliebten	w10436
Vatter=landes	w10437
<g/>
=
<g/>
,
zu	w10440
Unterstützung	w10441
der	w10442
Gerechtigkeit	w10443
<g/>
,
und	w10445
zu	w10446
Ausrottung	w10447
aller	w10448
Bosheiten	w10449
<g/>
,
Ungerechtigkeiten	w10451
und	w10452
Drangsale	w10453
zu	w10454
führen	w10455
<g/>
,
und	w10457
daß	w10458
er	w10459
Uns	w10460
zu	w10461
allen	w10462
Guten	w10463
Kraft	w10464
und	w10465
Stärke	w10466
verleihen	w10467
wolle	w10468
<g/>
.
Und	w10470
gleichwie	w10471
Unser	w10472
wahrer	w10473
und	w10474
ungeheuchelter	w10475
Vorsatz	w10476
dahin	w10477
gehet	w10478
<g/>
,
in	w10480
der	w10481
That	w10482
zu	w10483
zeigen	w10484
<g/>
,
wie	w10486
sehr	w10487
Wir	w10488
wünschen	w10489
<g/>
,
die	w10491
Liebe	w10492
unseres	w10493
Volkes	w10494
zu	w10495
verdienen	w10496
<g/>
,
um	w10498
dessentwillen	w10499
Wir	w10500
Uns	w10501
auf	w10502
den	w10503
Thron	w10504
erhoben	w10505
zu	w10506
seyn	w10507
erkennen	w10508
<g/>
:
so	w10510
geloben	w10511
Wir	w10512
auf	w10513
das	w10514
feyerlichste	w10515
bey	w10516
Unserem	w10517
Kaiserl	w10518
<g/>
.
Wort	w10520
<g/>
,
solche	w10522
Anordnungen	w10523
im	w10524
Reiche	w10525
zu	w10526
machen	w10527
<g/>
,
nach	w10529
welchen	w10530
die	w10531
Regierung	w10532
Unseres	w10533
geliebten	w10534
Vatterlandes	w10535
in	w10536
ihrer	w10537
Kraft	w10538
und	w10539
in	w10540
den	w10541
gehörigen	w10542
Gränzen	w10543
beständig	w10544
erhalten	w10545
<g/>
,
auch	w10547
einem	w10548
jeden	w10549
Departement	w10550
im	w10551
Reiche	w10552
für	w10553
alle	w10554
Zeiten	w10555
seine	w10556
Schranken	w10557
und	w10558
Gesätze	w10559
zu	w10560
Beobachtung	w10561
der	w10562
guten	w10563
Ordnung	w10564
in	w10565
allen	w10566
Dingen	w10567
bestimmet	w10568
werden	w10569
können	w10570
<g/>
.
Wir	w10572
hoffen	w10573
dadurch	w10574
die	w10575
Grund	w10576
<g/>
=
verfassung	w10578
des	w10579
Reiches	w10580
<g/>
,
und	w10582
Unserer	w10583
Souverainen	w10584
Macht	w10585
<g/>
,
die	w10587
durch	w10588
das	w10589
vergangene	w10590
Unglück	w10591
einiger	w10592
massen	w10593
erschüttert	w10594
worden	w10595
<g/>
,
wieder	w10597
zu	w10598
versicheren	w10599
<g/>
;
Die	w10601
für	w10602
ihr	w10603
Vatterland	w10604
treu	w10605
und	w10606
redlich	w10607
Gestunte	w10608
aber	w10609
aus	w10610
ihrer	w10611
bishörigen	w10612
Kleinmütigkeit	w10613
und	w10614
Bedrängnüß	w10615
heraug	w10616
zu	w10617
reissen	w10618
<g/>
.
Wir	w10620
zweiflen	w10621
auch	w10622
nicht	w10623
<g/>
,
es	w10625
werden	w10626
alle	w10627
Unsere	w10628
getreue	w10629
Unterthanen	w10630
zu	w10631
ihren	w10632
eigenen	w10633
<g/>
,
und	w10635
des	w10636
wahren	w10637
Glaubens	w10638
Besten	w10639
den	w10640
vor	w10641
GOtt	w10642
Uns	w10643
geleisteten	w10644
Eid	w10645
heilig	w10646
halten	w10647
<g/>
;
So	w10649
wie	w10650
Wir	w10651
ihnen	w10652
mit	w10653
Unserer	w10654
Allerhöchsten	w10655
Kaiserlichen	w10656
Gnad	w10657
und	w10658
Huld	w10659
unveränderlich	w10660
zugethan	w10661
ver=bleiben	w10662
<g/>
=
<g/>
.
</p>
<head id="hl22">
Von	w10702
GOttes	w10703
Gnaden	w10704
</head>
<head id="hl23">
Wir	w10705
Catharina	w10706
die	w10707
Zweyte	w10708
<g/>
,
Kaiserin	w10710
<g/>
,
und	w10712
Selbstherrscherin	w10713
aller	w10714
Reussen	w10715
ꝛc	w10716
<g/>
.
ꝛc	w10718
<g/>
.
ꝛc	w10720
<g/>
.
</head>
<p id="p87">
IN	w10722
Unserem	w10723
kurz	w10724
<g/>
=
gefasten	w10726
Manifeste	w10727
vom	w10728
28	w10729
<g/>
.
Junii	w10731
st	w10732
<g/>
.
v	w10734
<g/>
.
8	w10736
<g/>
.
Julii	w10738
n	w10739
<g/>
.
ft	w10741
<g/>
.
sind	w10743
die	w10744
Ursachen	w10745
angezeigt	w10746
<g/>
,
die	w10748
uns	w10749
