<doc id="wr_1761-09-05" attrs="word" year="1761" month="09" day="05" corpus="2">
<head id="h2_d584e3164">
Londer	w1_d584e3168
Wirceburgi	w11_d584e21292
1759.	w1_d584e21297
à	w3_d584e21300
3.	w5_d584e21303
fl.	w7_d584e21306
36.	w9_d584e21309
xr.	w11_d584e21312
</list>
<p id="p12_d584e21317">
Von	w1_d584e21321
N.	w3_d584e21324
Stadt	w5_d584e21327
richter	w7_d584e21330
und	w9_d584e21333
Raht	w11_d584e21336
der	w13_d584e21340
Landes	w15_d584e21343
fürstl.	w1_d584e21348
Stadt	w3_d584e21351
Zwettel	w5_d584e21354
wegen,	w7_d584e21357
wird	w9_d584e21360
hiemit	w11_d584e21363
jeder	w13_d584e21367
männiglich,	w1_d584e21372
forderist	w3_d584e21375
denen	w5_d584e21378
hieran	w7_d584e21381
gelegen,	w9_d584e21384
kund	w11_d584e21387
und	w1_d584e21393
zu	w3_d584e21396
wissen	w5_d584e21399
gemecht,	w7_d584e21402
wasmassen	w9_d584e21405
zu	w11_d584e21408
Abhandlung	w13_d584e21412
weil.	w1_d584e21417
Ludvig	w3_d584e21420
Pinder,	w5_d584e21423
ehemalig	w7_d584e21426
geweste	w9_d584e21429
Rosen	w11_d584e21432
wirts,	w13_d584e21436
alhier	w1_d584e21441
seel.	w3_d584e21444
Verlassenschaft	w5_d584e21447
der	w7_d584e21450
7.	w9_d584e21453
Monats=tag	w11_d584e21456
Octob.	w1_d584e21461
dies	w3_d584e21464
Jahrs	w5_d584e21467
Vormittag	w7_d584e21470
um	w9_d584e21473
9.	w11_d584e21476
Uhr	w13_d584e21480
auf	w15_d584e21483
alhiesigem	w1_d584e21489
Raht	w3_d584e21492
haus,	w5_d584e21495
pro	w7_d584e21498
termino	w9_d584e21501
peremptorio	w11_d584e21504
&	w1_d584e21509
præclusivo	w3_d584e21512
angesetzet	w5_d584e21515
seye.	w7_d584e21518
Diesemnach	w9_d584e21521
all	w11_d584e21524
jene,	w1_d584e21529
welche	w3_d584e21532
an	w5_d584e21535
sothane	w7_d584e21538
Verlassenschaft	w9_d584e21541
ex	w11_d584e21544
qua-	w13_d584e21548
cunque	w1_d584e21553
causa	w3_d584e21556
vel	w5_d584e21559
titulo	w7_d584e21562
Sprüch	w9_d584e21565
und	w11_d584e21568
Forderun	w13_d584e21572
gen	w1_d584e21578
haben,	w3_d584e21581
oder	w5_d584e21584
zu	w7_d584e21587
haben	w9_d584e21590
vermeinen,	w11_d584e21593
bey	w13_d584e21597
sotha	w15_d584e21600
ner	w1_d584e21605
Abhandlung	w3_d584e21608
entweder	w5_d584e21611
selbst	w7_d584e21614
persönlich,	w9_d584e21617
oder	w11_d584e21620
durch	w1_d584e21625
genugsam	w3_d584e21628
instruirte	w5_d584e21631
Gevollmächtigte	w7_d584e21634
sich	w9_d584e21637
alsogewiß	w1_d584e21642
zu	w3_d584e21645
melden,	w5_d584e21648
und	w7_d584e21651
zu	w9_d584e21654
legitimiren,	w11_d584e21657
auch	w13_d584e21661
ihre	w1_d584e21667
Sprüch,	w3_d584e21670
und	w5_d584e21673
Forderungen	w7_d584e21676
zu	w9_d584e21679
liquidiren	w11_d584e21682
ha	w13_d584e21686
ben	w1_d584e21691
werden,	w3_d584e21694
als	w5_d584e21697
im	w7_d584e21700
widrigen	w9_d584e21703
nach	w11_d584e21706
Verstreichung	w13_d584e21710
dieses	w1_d584e21715
Termins	w3_d584e21718
sie	w5_d584e21721
nicht	w7_d584e21724
mehr	w9_d584e21727
gehöret	w11_d584e21730
werden,	w13_d584e21734
sondern	w1_d584e21739
ihnen	w3_d584e21742
das	w5_d584e21745
ewige	w7_d584e21748
Stillschweigen	w9_d584e21751
auferlegt	w11_d584e21754
seyn	w1_d584e21760
solle.	w3_d584e21763
</p>
<list id="l14_d584e21766">
</list>
<list id="l16_d584e21771">
ter=plätzl	w1_d584e21775
am	w3_d584e21778
Eck,	w5_d584e21781
dem	w7_d584e21784
gräfl.	w9_d584e21787
Collaltischen	w11_d584e21790
Haus	w13_d584e21794
gegen	w1_d584e21799
über,	w3_d584e21802
ist	w5_d584e21805
zu	w7_d584e21808
haben:	w9_d584e21811
Histoire	w1_d584e21816
universelle	w3_d584e21819
traduite	w5_d584e21822
de	w7_d584e21825
l'Anglois	w9_d584e21828
d'une	w11_d584e21831
Societé	w1_d584e21837
de	w3_d584e21840
Gens	w5_d584e21843
de	w7_d584e21846
Lettres,	w9_d584e21849
Tume	w11_d584e21852
XVI.	w13_d584e21856
avec	w15_d584e21859
fig	w1_d584e21864
4.	w3_d584e21867
Amst.	w5_d584e21870
1761.	w7_d584e21873
5.	w9_d584e21876
fl.	w11_d584e21879
30.	w13_d584e21883
xr.	w15_d584e21886
Memoires	w1_d584e21891
de	w3_d584e21894
Miledi	w5_d584e21897
B.	w7_d584e21900
***	w9_d584e21903
par	w11_d584e21906
Mad.	w13_d584e21910
R.	w15_d584e21913
***.	w17_d584e21916
II.	w1_d584e21921
parties	w3_d584e21924
8vo.	w5_d584e21927
Amsterd.	w7_d584e21930
1761.	w9_d584e21933
1.	w11_d584e21936
fl.	w13_d584e21940
15.	w15_d584e21943
xr.	w17_d584e21946
L'Esprit	w1_d584e21952
de	w3_d584e21955
la	w5_d584e21958
Marquise	w7_d584e21961
de	w9_d584e21964
sevixne	w11_d584e21967
ouvrage	w13_d584e21971
addresse	w1_d584e21976
aux	w3_d584e21979
jeunes	w5_d584e21982
Demoiselles	w7_d584e21985
8vo.	w9_d584e21988
Frf.	w11_d584e21991
1761.	w13_d584e21995
1.	w1_d584e22000
fl.	w3_d584e22003
8.	w5_d584e22006
xr.	w7_d584e22009
Consideratiens	w1_d584e22014
sur	w3_d584e22017
la	w5_d584e22020
Guerre	w7_d584e22023
d'Allemagne	w9_d584e22026
8vo.	w11_d584e22029
Strasb.	w1_d584e22035
1761.	w3_d584e22038
20.	w5_d584e22041
Xr.	w7_d584e22044
Histoire	w1_d584e22049
generale	w3_d584e22052
des	w5_d584e22055
Voviges,	w7_d584e22058
ou	w9_d584e22061
nouvelle	w11_d584e22064
Collection	w1_d584e22069
de	w3_d584e22072
toutes	w5_d584e22075
les	w7_d584e22078
Re	w9_d584e22081
ations	w11_d584e22084
de	w13_d584e22088
Vovages	w15_d584e22091
par	w1_d584e22096
Mer	w3_d584e22099
&	w5_d584e22102
par	w7_d584e22105
Terre	w9_d584e22108
enrichie	w11_d584e22111
de	w13_d584e22115
Cattes	w15_d584e22118
Geogra	w17_d584e22121
phiques	w1_d584e22127
&	w3_d584e22130
de	w5_d584e22133
fig.	w7_d584e22136
avec	w9_d584e22139
la	w11_d584e22142
Table	w13_d584e22146
generale	w15_d584e22149
64.	w17_d584e22152
To	w19_d584e22155
mes	w1_d584e22160
Gr.	w3_d584e22163
12.	w5_d584e22166
Paris	w7_d584e22169
1751.:	w9_d584e22172
61.	w11_d584e22175
128.	w13_d584e22179
fl.	w15_d584e22182
La	w1_d584e22187
Table	w3_d584e22190
generaie	w5_d584e22193
en	w7_d584e22196
IV.	w9_d584e22199
Tomes	w11_d584e22202
se	w13_d584e22206
vend	w15_d584e22209
sepa	w17_d584e22212
rement	w1_d584e22217
8.	w3_d584e22220
fl.	w5_d584e22223
Essai	w1_d584e22229
de	w3_d584e22232
Morale	w5_d584e22235
avec	w7_d584e22238
les	w9_d584e22241
autres	w11_d584e22244
Oeuvres	w13_d584e22248
de	w15_d584e22251
Mr.	w17_d584e22254
Nicole	w1_d584e22259
XXII.	w3_d584e22262
Tomes,	w5_d584e22265
Gr.	w7_d584e22268
12.	w9_d584e22271
Paris	w11_d584e22274
22.	w13_d584e22278
fl.	w15_d584e22281
Essai	w1_d584e22286
sur	w3_d584e22289
l’Amelioration	w5_d584e22292
des	w7_d584e22295
Terres	w9_d584e22298
Gr.	w11_d584e22301
12.	w13_d584e22305
Pa-	w15_d584e22308
ris	w1_d584e22313
1759.	w3_d584e22316
1.	w5_d584e22319
fl.	w7_d584e22322
15.	w9_d584e22325
Xr.	w11_d584e22328
Essai	w1_d584e22334
sur	w3_d584e22337
l'hissoire	w5_d584e22340
du	w7_d584e22343
Divit	w9_d584e22346
natuael	w11_d584e22349
II.	w13_d584e22353
parties	w15_d584e22356
8vo.	w1_d584e22361
Londres	w3_d584e22364
1757.	w5_d584e22367
3.	w7_d584e22370
fl	w9_d584e22373
Essais	w1_d584e22378
historiques	w3_d584e22381
sur	w5_d584e22384
Paris	w7_d584e22387
par	w9_d584e22390
sint	w11_d584e22393
Foix	w13_d584e22397
III.	w15_d584e22400
Tomes	w1_d584e22405
Gr.	w3_d584e22408
12.	w5_d584e22411
Paris	w7_d584e22414
1759.	w9_d584e22417
3.	w11_d584e22420
fl.	w13_d584e22424
30.	w15_d584e22427
xr.	w17_d584e22430
Traité	w1_d584e22436
de	w3_d584e22439
la	w5_d584e22442
Culture	w7_d584e22445
des	w9_d584e22448
Terres	w11_d584e22451
suivant	w13_d584e22455
les	w15_d584e22458
Principes	w1_d584e22463
de	w3_d584e22466
Mr.	w5_d584e22469
Tull	w7_d584e22472
par	w9_d584e22475
Duhamel	w11_d584e22478
V.	w13_d584e22482
Tomes	w15_d584e22485
avec	w1_d584e22490
fig.	w3_d584e22493
Gr.	w5_d584e22496
12	w7_d584e22499
Paris	w9_d584e22502
1753.	w11_d584e22505
9.	w13_d584e22509
fl.	w15_d584e22512
L'Empire	w1_d584e22517
des	w3_d584e22520
Zaziris	w5_d584e22523
sur	w7_d584e22526
les	w9_d584e22529
humains	w11_d584e22532
ou	w13_d584e22536
la	w15_d584e22539
Za-	w17_d584e22542
zirocratie	w1_d584e22548
12.	w3_d584e22551
Pekn.	w5_d584e22554
1761	w7_d584e22557
24.	w9_d584e22560
Kr.	w11_d584e22563
L'Inoculation	w1_d584e22568
du	w3_d584e22571
bon	w5_d584e22574
Sens	w7_d584e22577
12.	w9_d584e22580
1761.	w11_d584e22583
20.	w13_d584e22587
Xr.	w15_d584e22590
Traité	w1_d584e22595
sur	w3_d584e22598
la	w5_d584e22601
Nature	w7_d584e22604
&	w9_d584e22607
sur	w11_d584e22610
la	w13_d584e22614
Culture	w15_d584e22617
de	w17_d584e22620
la	w19_d584e22623
Vigne,	w1_d584e22628
sur	w3_d584e22631
le	w5_d584e22634
Vin	w7_d584e22637
&c.	w9_d584e22640
par	w11_d584e22643
bidet	w13_d584e22647
augmente	w15_d584e22650
par	w17_d584e22653
Duhamel	w1_d584e22659
II.	w3_d584e22662
Tomes	w5_d584e22665
avec	w7_d584e22668
fig.	w9_d584e22671
Gr.	w11_d584e22674
12.	w13_d584e22678
Paris	w15_d584e22681
1759.	w17_d584e22684
3	w1_d584e22689
fl.	w3_d584e22692
Gärtners	w1_d584e22697
Westphälische	w3_d584e22700
Friedens=canzley,	w5_d584e22703
9	w7_d584e22706
Theile	w1_d584e22711
8vo.	w3_d584e22714
Leipzig	w5_d584e22717
8.	w7_d584e22720
fl.	w9_d584e22723
La	w1_d584e22729
Voix	w3_d584e22732
de	w5_d584e22735
la	w7_d584e22738
paix	w9_d584e22741
ou	w11_d584e22744
Consideration	w13_d584e22748
sur	w15_d584e22751
le	w17_d584e22754
Congres	w1_d584e22759
à	w3_d584e22762
Augsbourg	w5_d584e22765
avec	w7_d584e22768
un	w9_d584e22771
Projet	w11_d584e22774
de	w13_d584e22778
Pacin-	w15_d584e22781
cation	w1_d584e22786
8vo.	w3_d584e22789
1761.	w5_d584e22792
18	w7_d584e22795
xr.	w9_d584e22798
</list>
<p id="p18_d584e22802">
Von	w1_d584e22806
N.	w3_d584e22809
Stadt=richter	w5_d584e22812
und	w7_d584e22815
Raht	w9_d584e22818
der	w11_d584e22821
Landes	w13_d584e22825
fürstl.	w1_d584e22830
Stadt	w3_d584e22833
Korneuburg	w5_d584e22836
wegen,	w7_d584e22839
wird	w9_d584e22842
hiemit	w11_d584e22845
je	w13_d584e22849
dermänniglich	w1_d584e22854
kund	w3_d584e22857
und	w5_d584e22860
zu	w7_d584e22863
wiessen	w9_d584e22866
gemacht:	w11_d584e22869
Wei	w13_d584e22873
chergestalten,	w1_d584e22879
nachdeme	w3_d584e22882
der	w5_d584e22885
Thomas	w7_d584e22888
Mei,	w9_d584e22891
Bür	w11_d584e22894
gerl.	w1_d584e22899
Wagner=meister	w3_d584e22902
alhier,	w5_d584e22905
und	w7_d584e22908
Elisabeth	w9_d584e22911
des	w11_d584e22914
sen	w1_d584e22919
Ehe	w3_d584e22922
wirtin	w5_d584e22925
ihre	w7_d584e22928
Behausung	w9_d584e22931
samt	w11_d584e22934
dem	w13_d584e22938
Wa	w15_d584e22941
gners=gewerd	w1_d584e22946
jüngsthin	w3_d584e22949
verkauffet	w5_d584e22952
haben,	w7_d584e22955
und	w9_d584e22958
sich	w1_d584e22964
nunmehro	w3_d584e22967
zerschiedene	w5_d584e22970
Credits=partheyen	w7_d584e22973
melden,	w1_d584e22978
eine	w3_d584e22981
ordentliche	w5_d584e22984
Convocation	w7_d584e22987
anzu	w9_d584e22990
ordnen,	w1_d584e22995
der	w3_d584e22998
Nohtdurf	w5_d584e23001
zu	w7_d584e23004
seyn	w9_d584e23007
befunden,	w11_d584e23010
und	w13_d584e23014
hierzu	w1_d584e23019
mit	w3_d584e23022
Einbegrif	w5_d584e23025
deren	w7_d584e23028
mitunterlauffenden	w9_d584e23031
Les=ferien	w1_d584e23037
der	w3_d584e23040
3te	w5_d584e23043
künftigen	w7_d584e23046
Monats	w9_d584e23049
Novemb.	w11_d584e23052
bestimmet	w1_d584e23057
worden	w3_d584e23060
seye;	w5_d584e23063
Es	w7_d584e23066
werden	w9_d584e23069
demnach	w11_d584e23072
all	w13_d584e23076
diejenige,	w1_d584e23081
welche	w3_d584e23084
an	w5_d584e23087
obberührt=Mezischen	w7_d584e23090
Con	w9_d584e23093
leuten	w1_d584e23098
</p>
<p id="p22_d584e23103">
leuten	w1_d584e23107
einige	w3_d584e23110
Forderungen	w5_d584e23113
zu	w7_d584e23116
stellen	w9_d584e23119
haben,	w11_d584e23122
oder	w13_d584e23126
sub	w1_d584e23131
quacunque	w3_d584e23134
causa	w5_d584e23137
vel	w7_d584e23140
titulo	w9_d584e23143
zu	w11_d584e23146
stellen	w13_d584e23150
ver	w15_d584e23153
meinen,	w1_d584e23158
an	w3_d584e23161
vorbemoldeten	w5_d584e23164
Tag	w7_d584e23167
fruhe	w9_d584e23170
um	w11_d584e23173
8.	w13_d584e23177
Uhr	w15_d584e23180
auf	w1_d584e23186
alhiesig	w3_d584e23189
Gemeiner	w5_d584e23192
Stadt	w7_d584e23195
Raht=haus	w9_d584e23198
perempto-	w11_d584e23201
rie	w1_d584e23206
&	w3_d584e23209
cum	w5_d584e23212
clausula	w7_d584e23215
præclisi	w9_d584e23218
pro	w11_d584e23221
1mo,	w13_d584e23225
2do,	w15_d584e23228
&	w17_d584e23231
3tio	w1_d584e23236
rermino	w3_d584e23239
entweders	w5_d584e23242
selbst	w7_d584e23245
persönlich,	w9_d584e23248
oder	w11_d584e23251
durch	w1_d584e23256
genugsam	w3_d584e23259
instruirte	w5_d584e23262
Gewalt=tragere	w7_d584e23265
alsogen	w9_d584e23268
wiß	w1_d584e23274
zu	w3_d584e23277
erscheinen,	w5_d584e23280
und	w7_d584e23283
ihre	w9_d584e23286
Forderungen	w11_d584e23289
Rechts	w13_d584e23293
beständig	w1_d584e23298
zu	w3_d584e23301
liquidiren	w5_d584e23304
haben,	w7_d584e23307
als	w9_d584e23310
im	w11_d584e23313
widrigen	w13_d584e23317
die	w1_d584e23322
Ausbleibende	w3_d584e23325
nicht	w5_d584e23328
mehr	w7_d584e23331
gehöret,	w9_d584e23334
sondern	w11_d584e23337
de	w13_d584e23341
nenselben	w1_d584e23346
das	w3_d584e23349
ewige	w5_d584e23352
Stillschweigen	w7_d584e23355
auferleget,	w9_d584e23358
die	w1_d584e23364
nicht	w3_d584e23367
Liquidirende	w5_d584e23370
aber	w7_d584e23373
abgewiesen	w9_d584e23376
werden	w11_d584e23379
sollen.	w1_d584e23384
</p>
<p id="p24_d584e23388">
Von	w1_d584e23392
des	w3_d584e23395
Hochfürstl.	w5_d584e23398
Joseph	w7_d584e23401
Wenzel	w9_d584e23404
Liechten	w11_d584e23407
steinischen	w1_d584e23412
Verwalter=amts	w3_d584e23415
im	w5_d584e23418
Liechtenthal	w7_d584e23421
wegen	w9_d584e23424
wird	w1_d584e23429
hiemit	w3_d584e23432
jedermänniglichen	w5_d584e23435
zu	w7_d584e23438
vernehmen	w9_d584e23441
ge	w11_d584e23444
geben:	w1_d584e23450
Demnach	w3_d584e23453
ein	w5_d584e23456
Löbl.	w7_d584e23459
Wienerischer	w9_d584e23462
Stadt	w11_d584e23465
raht	w1_d584e23470
vermittelst	w3_d584e23473
eines	w5_d584e23476
anhero	w7_d584e23479
erlassenen	w9_d584e23482
Compaß	w11_d584e23485
schreibens	w1_d584e23490
dd.	w3_d584e23493
16.	w5_d584e23496
Junii	w7_d584e23499
dieses	w9_d584e23502
Jahrs	w11_d584e23505
das	w13_d584e23509
Ansu	w15_d584e23512
chen	w1_d584e23517
gemacht	w3_d584e23520
habe,	w5_d584e23523
womit	w7_d584e23526
die	w9_d584e23529
Conrad	w11_d584e23532
Wederisch	w13_d584e23536
auf	w1_d584e23542
der	w3_d584e23545
Haupt=strassen	w5_d584e23548
allhier	w7_d584e23551
ligend,	w9_d584e23554
zur	w11_d584e23557
goldenen	w13_d584e23561
Rosen	w1_d584e23566
genannt,	w3_d584e23569
und	w5_d584e23572
anhero	w7_d584e23575
dienstbare	w9_d584e23578
Verlassen	w11_d584e23581
schafts=behausung	w1_d584e23586
plus	w3_d584e23589
offerenti	w5_d584e23592
verkauffet	w7_d584e23595
wer	w9_d584e23598
den	w1_d584e23603
möchte,	w3_d584e23606
zu	w5_d584e23609
solchem	w7_d584e23612
Ende	w9_d584e23615
auch	w11_d584e23618
in	w13_d584e23622
diesem	w15_d584e23625
Mo	w17_d584e23628
nat	w1_d584e23634
eine	w3_d584e23637
Licitations=tagsatzung	w5_d584e23640
angeordnet	w7_d584e23643
wor	w9_d584e23646
ben:	w1_d584e23651
bey	w3_d584e23654
selber	w5_d584e23657
aber	w7_d584e23660
der	w9_d584e23663
Licitations=verkauf	w11_d584e23666
nicht	w13_d584e23670
ad	w1_d584e23675
Effectum	w3_d584e23678
gekommen	w5_d584e23681
ist;	w7_d584e23684
als	w9_d584e23687
wird	w11_d584e23690
hiemit	w13_d584e23694
eine	w15_d584e23697
weitere	w1_d584e23702
Licitations=tagsatzung	w3_d584e23705
auf	w5_d584e23708
den	w7_d584e23711
28.	w9_d584e23714
lauf	w11_d584e23717
fenden	w1_d584e23723
Monats	w3_d584e23726
Septemb.	w5_d584e23729
fruh	w7_d584e23732
um	w9_d584e23735
8.	w11_d584e23738
Uhr	w13_d584e23742
anbe	w15_d584e23745
raumet;	w1_d584e23750
Dahero	w3_d584e23753
werden	w5_d584e23756
alle	w7_d584e23759
diejenige,	w9_d584e23762
so	w11_d584e23765
ersag	w13_d584e23769
tes	w1_d584e23774
Haus	w3_d584e23777
käuflich	w5_d584e23780
an	w7_d584e23783
sich	w9_d584e23786
zu	w11_d584e23789
bringen	w13_d584e23793
willens	w15_d584e23796
sind,	w17_d584e23799
an	w1_d584e23804
obbestimmtem	w3_d584e23807
Tag	w5_d584e23810
und	w7_d584e23813
Stund	w9_d584e23816
in	w11_d584e23819
der	w13_d584e23823
allhiesi	w15_d584e23826
gen	w1_d584e23832
Amts	w3_d584e23835
canzley	w5_d584e23838
entweder	w7_d584e23841
selbsten	w9_d584e23844
persönlich,	w11_d584e23847
oder	w1_d584e23852
per	w3_d584e23855
Mandatarios	w5_d584e23858
instructos	w7_d584e23861
ad	w9_d584e23864
licitandum,	w11_d584e23867
&	w1_d584e23872
concludendum	w3_d584e23875
erscheinen.	w5_d584e23878
</p>
<p id="p26_d584e23881">
Auf	w1_d584e23885
gerichtliche	w3_d584e23888
Verordnung	w5_d584e23891
wird	w7_d584e23894
den	w9_d584e23897
16.	w11_d584e23900
Sept.	w13_d584e23904
176,	w1_d584e23909
auf	w3_d584e23912
dem	w5_d584e23915
allhiesigen	w7_d584e23918
Raht=haus	w9_d584e23921
fruh	w11_d584e23924
um	w13_d584e23928
9.	w1_d584e23933
Uhr	w3_d584e23936
das	w5_d584e23939
vorhin	w7_d584e23942
Schmuderisch	w9_d584e23945
nunmehro	w11_d584e23948
Lilien	w13_d584e23952
felsische	w1_d584e23958
Haus	w3_d584e23961
und	w5_d584e23964
Garten	w7_d584e23967
in	w9_d584e23970
der	w11_d584e23973
Leopold=stadt	w13_d584e23977
zum	w1_d584e23982
letztenmal	w3_d584e23985
offentlich	w5_d584e23988
ausgefeilet,	w7_d584e23991
und	w9_d584e23994
an	w11_d584e23997
den	w13_d584e24001
Meistbietenden	w1_d584e24006
licitando	w3_d584e24009
verkauffet	w5_d584e24012
werden.	w7_d584e24015
</p>
<p id="p28_d584e24018">
Hiemit	w1_d584e24022
wird	w3_d584e24025
jedermann	w5_d584e24028
zu	w7_d584e24031
wissen	w9_d584e24034
gemacht,	w11_d584e24037
daß	w13_d584e24041
die	w1_d584e24046
jüngsthin	w3_d584e24049
den	w5_d584e24052
25.	w7_d584e24055
Aug.	w9_d584e24058
angefangene	w11_d584e24061
Licitation	w13_d584e24065
in	w1_d584e24070
dem	w3_d584e24073
klein	w5_d584e24076
Sinzendorfischen	w7_d584e24079
Haus	w9_d584e24082
in	w11_d584e24085
der	w13_d584e24089
Herren	w15_d584e24092
gassen	w1_d584e24098
nächst	w3_d584e24101
künftigen	w5_d584e24104
Mittwoch	w7_d584e24107
als	w9_d584e24110
den	w11_d584e24113
9.	w13_d584e24117
Sept.	w15_d584e24120
Vor	w1_d584e24125
und	w3_d584e24128
Nachmittags,	w5_d584e24131
wie	w7_d584e24134
gewöhnlich,	w9_d584e24137
wird	w11_d584e24140
an	w13_d584e24144
wiederum	w1_d584e24149
continuiret	w3_d584e24152
und	w5_d584e24155
fortgesetzet	w7_d584e24158
werden.	w9_d584e24161
</p>
<p id="p30_d584e24164">
Von	w1_d584e24168
Seiner	w3_d584e24171
Hochwürden	w5_d584e24174
und	w7_d584e24177
Gnaden	w9_d584e24180
Herrn	w11_d584e24183
Officialen,	w1_d584e24188
und	w3_d584e24191
Venerabilis	w5_d584e24194
Archi-Episcopalis	w7_d584e24197
Consistorii	w1_d584e24202
Viennensis	w3_d584e24205
wegen	w5_d584e24208
allen	w7_d584e24211
und	w9_d584e24214
jeden,	w11_d584e24217
welche	w1_d584e24223
bey	w3_d584e24226
und	w5_d584e24229
an	w7_d584e24232
des	w9_d584e24235
weil.	w11_d584e24238
Johann	w13_d584e24242
Nöstl	w15_d584e24245
gewest=weltlichen	w1_d584e24250
Priesters	w3_d584e24253
seeligen	w5_d584e24256
Verlassen	w7_d584e24259
schaft	w1_d584e24264
etwas	w3_d584e24267
an	w5_d584e24270
Erbschaft,	w7_d584e24273
Schulden,	w9_d584e24276
oder	w11_d584e24279
auf	w13_d584e24283
all	w1_d584e24288
andere	w3_d584e24291
Weis	w5_d584e24294
und	w7_d584e24297
Art	w9_d584e24300
zu	w11_d584e24303
forderen	w13_d584e24307
haben,	w15_d584e24310
oder	w1_d584e24316
zu	w3_d584e24319
haben	w5_d584e24322
vermeinen,	w7_d584e24325
hiemit	w9_d584e24328
anzufügen,	w11_d584e24331
</p>
<p id="p32_d584e24334">
daß	w1_d584e24338
eine	w3_d584e24341
Convocation	w5_d584e24344
verordnet,	w7_d584e24347
und	w9_d584e24350
mit	w11_d584e24353
Ein	w13_d584e24357
begrif	w1_d584e24362
deren	w3_d584e24365
Schnitt=ferien	w5_d584e24368
auf	w7_d584e24371
den	w9_d584e24374
15.	w11_d584e24377
kom	w13_d584e24381
menden	w1_d584e24386
Monats	w3_d584e24389
Septemb.	w5_d584e24392
dies	w7_d584e24395
1761.	w9_d584e24398
Jahrs	w11_d584e24401
Nachmittags	w1_d584e24407
um	w3_d584e24410
2.	w5_d584e24413
Uhr	w7_d584e24416
in	w9_d584e24419
der	w11_d584e24422
Erz=bischöfl.	w13_d584e24426
Consistorial=canzley	w1_d584e24431
zu	w3_d584e24434
erscheinen	w5_d584e24437
der	w7_d584e24440
Tag	w9_d584e24443
und	w11_d584e24446
Stund	w1_d584e24451
bestimmet	w3_d584e24454
seye.	w5_d584e24457
Solchemnach	w7_d584e24460
werden	w9_d584e24463
alle	w11_d584e24466
diejenige,	w1_d584e24471
so	w3_d584e24474
Eingangs	w5_d584e24477
ermeldter	w7_d584e24480
massen	w9_d584e24483
sub	w11_d584e24486
qua-	w13_d584e24490
cunque	w1_d584e24496
causa,	w3_d584e24499
vel	w5_d584e24502
titulo	w7_d584e24505
etiam	w9_d584e24508
hæreditatis	w11_d584e24511
jure	w13_d584e24515
Sprüch	w1_d584e24520
haben,	w3_d584e24523
oder	w5_d584e24526
zu	w7_d584e24529
haben	w9_d584e24532
vermeinen,	w11_d584e24535
mit	w13_d584e24539
denenselben	w1_d584e24544
am	w3_d584e24547
bemeldten	w5_d584e24550
Tag	w7_d584e24553
und	w9_d584e24556
Stund	w11_d584e24559
per-	w13_d584e24563
emptorie	w1_d584e24568
&	w3_d584e24571
cum	w5_d584e24574
clausuia	w7_d584e24577
præclusi	w9_d584e24580
sub	w11_d584e24583
termino	w13_d584e24587
1mo.	w1_d584e24593
2do.	w3_d584e24596
&	w5_d584e24599
3tio.	w7_d584e24602
sich	w9_d584e24605
also	w11_d584e24608
gewiß	w13_d584e24612
anmelden;	w15_d584e24615
als	w1_d584e24620
im	w3_d584e24623
widrigen	w5_d584e24626
die	w7_d584e24629
Ausbleibende	w9_d584e24632
nicht	w11_d584e24635
mehr	w13_d584e24639
ge	w15_d584e24642
höret,	w1_d584e24647
sondern	w3_d584e24650
eo	w5_d584e24653
ipso	w7_d584e24656
mit	w9_d584e24659
ihren	w11_d584e24662
Sprüchen	w13_d584e24666
aus	w15_d584e24669
geschlossen,	w1_d584e24674
&	w3_d584e24677
cum	w5_d584e24680
perpetvo	w7_d584e24683
silentio	w9_d584e24686
abgewiesen,	w11_d584e24689
und	w1_d584e24695
das	w3_d584e24698
Behörige	w5_d584e24701
ex	w7_d584e24704
Officio	w9_d584e24707
vorgekehret	w11_d584e24710
werden	w13_d584e24714
solle.	w1_d584e24719
</p>
<p id="p34_d584e24722">
Von	w1_d584e24726
der	w3_d584e24729
N.	w5_d584e24732
Oe.	w7_d584e24735
Regierung	w9_d584e24738
wegen,	w11_d584e24741
wird	w13_d584e24745
mit	w15_d584e24748
gegenwärtig	w1_d584e24753
offenem	w3_d584e24756
Edict	w5_d584e24759
jedermänniglich,	w7_d584e24762
so	w9_d584e24765
wol	w1_d584e24770
An	w3_d584e24773
als	w5_d584e24776
Abwesenden,	w7_d584e24779
deme	w9_d584e24782
daran	w11_d584e24785
gelegen,	w13_d584e24789
kund	w1_d584e24795
und	w3_d584e24798
zu	w5_d584e24801
wissen	w7_d584e24804
gemacht:	w9_d584e24807
Es	w11_d584e24810
habe	w13_d584e24814
Regierung	w15_d584e24817
eine	w1_d584e24822
Nohtdurft	w3_d584e24825
zu	w5_d584e24828
seyn	w7_d584e24831
befunden	w9_d584e24834
über	w11_d584e24837
des	w13_d584e24841
weil.	w15_d584e24844
Johann	w1_d584e24849
Jacob	w3_d584e24852
Pfandl,	w5_d584e24855
gewest	w7_d584e24858
K.	w9_d584e24861
K.	w11_d584e24864
Wechsel	w13_d584e24868
sensalen,	w1_d584e24873
wie	w3_d584e24876
auch	w5_d584e24879
dessen	w7_d584e24882
Ehegatten	w9_d584e24885
ruckgelasse	w11_d584e24888
nes	w1_d584e24894
Vermögen	w3_d584e24897
einen	w5_d584e24900
