<doc id="edoc_wd_1772-05-16" attrs="word" year="1772" month="05" day="16" corpus="1">
<head id="hl1">
*Urbania	w28
<g/>
=
Bildl	w8937
befindlich	w8938
<g/>
,
und	w8940
eine	w8941
zerschlagene	w8942
goldene	w8943
Fassung	w8944
von	w8945
einer	w8946
anderen	w8947
Tabatier	w8948
gefunden	w8949
wor=den	w8950
<g/>
=
<g/>
;
wem	w8953
demnach	w8954
ein	w8955
<g/>
=
oder	w8957
anderes	w8958
dieser	w8959
Stü=cke	w8960
<g/>
=
in	w8962
Verlohr	w8963
gerathen	w8964
<g/>
,
der	w8966
hat	w8967
wegen	w8968
dessen	w8969
Zurück=empfang	w8970
<g/>
=
bey	w8972
ersagt	w8973
k	w8974
<g/>
.
k	w8976
<g/>
.
Stadt	w8978
<g/>
=
und	w8980
Landgericht	w8981
sich	w8982
anzumelden	w8983
<g/>
.
</p>
<p id="p70">
Von	w8985
des	w8986
löbl	w8987
Stifts	w8988
<g/>
,
und	w8990
würdigen	w8991
Gotteshau=ses	w8992
<g/>
=
unser	w8994
lieben	w8995
Frauen	w8996
zun	w8997
Schotten	w8998
in	w8999
Wien	w9000
<g/>
,
Grundgerichts	w9002
wegen	w9003
<g/>
,
wird	w9005
hiemit	w9006
nochmalen	w9007
zu	w9008
vernehmen	w9009
gegeben	w9010
<g/>
.
Die	w9012
zu	w9013
öffentlichem	w9014
Verkaufe	w9015
des	w9016
gräfl	w9017
<g/>
.
Sonnauischen	w9019
wichtigen	w9020
Hauses	w9021
am	w9022
Fran=ciskanerplatze	w9023
<g/>
=
allhier	w9025
bestimmt	w9026
geweste	w9027
Tagsatzung	w9028
seye	w9029
vermög	w9030
gerichtl	w9031
<g/>
.
Verordnung	w9033
auf	w9034
einen	w9035
wei=tern	w9036
<g/>
=
Tag	w9038
übersetzt	w9039
<g/>
,
und	w9041
hierzu	w9042
der	w9043
30	w9044
<g/>
.
May	w9046
früh	w9047
um	w9048
9	w9049
<g/>
.
Uhr	w9051
bey	w9052
dem	w9053
Stiftsgrundbuche	w9054
zu	w9055
erscheinen	w9056
an=beraumet	w9057
<g/>
=
worden	w9059
<g/>
,
welchen	w9061
Tags	w9062
um	w9063
gedachten	w9064
Ver=kauf	w9065
<g/>
=
mit	w9067
den	w9068
meistbietenden	w9069
Licitanten	w9070
das	w9071
Wei=tere	w9072
<g/>
=
behandlet	w9074
werden	w9075
solle	w9076
<g/>
.
</p>
<p id="p71">
Wir	w9078
Bürgermeister	w9079
<g/>
,
und	w9081
Rath	w9082
der	w9083
Stadt	w9084
Wien	w9085
geben	w9086
hiemit	w9087
jedermänniglich	w9088
zu	w9089
vernehmen	w9090
<g/>
.
Es	w9092
seye	w9093
auf	w9094
Anlangen	w9095
der	w9096
Maria	w9097
Anna	w9098
Kleinin	w9099
<g/>
,
bur=gerl	w9101
<g/>
=
<g/>
.
Stock	w9104
<g/>
=
und	w9106
Glockengießerinn	w9107
<g/>
,
wider	w9109
Johann	w9110
Georg	w9111
Mayr	w9112
burgerl	w9113
<g/>
.
Erbsenhandlern	w9115
<g/>
,
und	w9117
Susan=na	w9118
<g/>
=
dessen	w9120
Ehewirthin	w9121
verwilliget	w9122
worden	w9123
den	w9124
May=risch	w9125
<g/>
=
burgerl	w9127
<g/>
.
Erbsenhandl	w9129
öffentlich	w9130
auszufeilen	w9131
<g/>
,
und	w9133
an	w9134
den	w9135
Meistbietenden	w9136
zu	w9137
verkaufen	w9138
<g/>
.
Da	w9140
nun	w9141
zu	w9142
diesem	w9143
Ende	w9144
der	w9145
17	w9146
<g/>
.
Juny	w9148
dies	w9149
Jahrs	w9150
bestimmet	w9151
ist	w9152
<g/>
.
Sr	w9154
haben	w9155
diejenigen	w9156
<g/>
,
welche	w9158
den	w9159
gedachten	w9160
Erb=senhandl	w9161
<g/>
=
zu	w9163
kaufen	w9164
willens	w9165
sind	w9166
<g/>
,
an	w9168
dem	w9169
bestimmten	w9170
Tage	w9171
<g/>
,
oder	w9173
da	w9174
wir	w9175
anderer	w9176
Verhindernissen	w9177
halber	w9178
</p>
<p id="p72">
diesen	w9180
Tag	w9181
nicht	w9182
zu	w9183
Rath	w9184
sässen	w9185
<g/>
,
den	w9187
nächsdarauf=folgenden	w9188
<g/>
=
Rathstag	w9190
früh	w9191
um	w9192
8	w9193
Uhr	w9194
vor	w9195
uns	w9196
zu	w9197
er=scheinen	w9198
<g/>
=
<g/>
,
und	w9201
sich	w9202
durch	w9203
unseren	w9204
<g/>
,
und	w9206
gemr	w9207
<g/>
.
Stadt	w9209
geschwornen	w9210
Rathsdiener	w9211
anmelden	w9212
zu	w9213
lassen	w9214
<g/>
,
folg=lich	w9216
<g/>
=
der	w9218
weiteren	w9219
Behandlung	w9220
abzuwarten	w9221
<g/>
.
</p>
<p id="p73">
Von	w9223
der	w9224
kais	w9225
<g/>
.
kön	w9227
<g/>
.
nied	w9229
<g/>
.
österr	w9231
Regierung	w9232
wegen	w9233
<g/>
,
wird	w9235
den	w9236
sämmtlichen	w9237
in	w9238
dem	w9239
bereits	w9240
unterm	w9241
19	w9242
<g/>
.
Decemb	w9244
<g/>
.
1746	w9246
<g/>
.
ergangenen	w9248
Cridäclaßifications=Relationsausschlag	w9249
<g/>
=
<g/>
,
über	w9252
die	w9253
nach	w9254
weyl	w9255
<g/>
.
Bernhard	w9257
Adam	w9258
hiesigen	w9259
Niederlagsverwandten	w9260
gepflogene	w9261
Cridäabhandlung	w9262
einkommenden	w9263
<g/>
,
und	w9265
allenfalls	w9266
bisher	w9267
noch	w9268
nicht	w9269
gänzlich	w9270
befriedigten	w9271
Creditspar=theyen	w9272
<g/>
=
wie	w9274
auch	w9275
derselben	w9276
Erben	w9277
<g/>
,
Ceßionarien	w9279
<g/>
,
oder	w9281
sonst	w9282
Theilnehmenden	w9283
durch	w9284
dieses	w9285
gegenwärtig	w9286
offene	w9287
Edikt	w9288
hiemit	w9289
kund	w9290
<g/>
,
und	w9292
zu	w9293
wissen	w9294
gemacht	w9295
<g/>
.
Es	w9297
habe	w9298
bey	w9299
Regierung	w9300
der	w9301
Franz	w9302
Seeger	w9303
U	w9304
<g/>
.
J	w9306
<g/>
.
Dr	w9308
<g/>
.
auch	w9310
Hof	w9311
<g/>
=
und	w9313
Gerichtsadvokat	w9314
<g/>
,
als	w9316
gerichtl	w9317
<g/>
.
aufge=stellter	w9319
<g/>
=
Bernhard	w9321
Adamischer	w9322
Curator	w9323
ad	w9324
lites	w9325
ge=ziemend	w9326
<g/>
=
vorstellig	w9328
gemacht	w9329
<g/>
,
welchergestalten	w9331
auf	w9332
die	w9333
von	w9334
der	w9335
Bernhard	w9336
Adamischen	w9337
Cridämassa	w9338
<g/>
,
an	w9340
das	w9341
reducirte	w9342
kais	w9343
<g/>
.
kön	w9345
<g/>
.
Jllirische	w9347
Husarenregiment	w9348
habende	w9349
<g/>
,
und	w9351
bey	w9352
der	w9353
kais	w9354
<g/>
.
kön	w9356
<g/>
.
Hofrechenkammer	w9358
nachgesuchte	w9359
Forderung	w9360
pr	w9361
<g/>
.
8021	w9363
<g/>
.
fl	w9365
cum	w9366
sua	w9367
Causa	w9368
von	w9369
dieser	w9370
letzteren	w9371
eine	w9372
Liquidationsnota	w9373
<g/>
,
unterm	w9376
17	w9377
<g/>
.
Jänner	w9379
dies	w9380
Jahrs	w9381
ausgefertiget	w9382
<g/>
,
und	w9384
ihme	w9385
Doct	w9386
<g/>
.
Seeger	w9388
<g/>
,
als	w9390
Bernhard	w9391
Adamischen	w9392
MassæMassae	w9393
Curator	w9394
zur	w9395
Erseh	w9396
<g/>
=
und	w9398
endlichen	w9399
Erklärung	w9400
<g/>
,
ob	w9402
die	w9403
Jnteressenten	w9404
mit	w9405
sothanen	w9406
Liquidationsent=wurf	w9407
<g/>
=
einverstanden	w9409
<g/>
,
folglich	w9411
mit	w9412
dem	w9413
ausgeschlage=nen	w9414
<g/>
=
Vergütungsbetrage	w9416
sich	w9417
zu	w9418
beruhigen	w9419
gemeinet	w9420
seyen	w9421
<g/>
?
oder	w9423
aber	w9424
ob	w9425
<g/>
,
und	w9427
was	w9428
dieselbe	w9429
etwa	w9430
dage=gen	w9431
<g/>
=
einzuwenden	w9433
haben	w9434
<g/>
,
unterm	w9436
22	w9437
<g/>
.
Jänner	w9439
zuge=stellet	w9440
<g/>
=
worden	w9442
sey	w9443
<g/>
.
Da	w9445
nun	w9446
hierüber	w9447
mit	w9448
Zuziehung	w9449
der	w9450
ihres	w9451
dermahligen	w9452
Aufenthalts	w9453
halber	w9454
bekann=ten	w9455
<g/>
=
Bernhard	w9457
Adamischen	w9458
Creditspartheyen	w9459
auf	w9460
anheut	w9461
eine	w9462
Erforderung	w9463
anberaumet	w9464
worden	w9465
ist	w9466
<g/>
,
bey	w9468
welcher	w9469
die	w9470
sich	w9471
eingefundene	w9472
Creditspartheyen	w9473
zum	w9474
Theil	w9475
mit	w9476
obgedachter	w9477
Liquidationsnota	w9478
sich	w9479
einverstanden	w9480
<g/>
,
zum	w9482
Theil	w9483
aber	w9484
ihres	w9485
Behalts	w9486
erheb=liche	w9487
<g/>
=
Bedenken	w9489
dagegen	w9490
eingewendet	w9491
haben	w9492
<g/>
,
einfolg=lich	w9494
<g/>
=
um	w9496
allerseits	w9497
Jnteressenten	w9498
behörig	w9499
zu	w9500
verneh=men	w9501
<g/>
=
<g/>
,
Regierung	w9504
allerdings	w9505
nothwendig	w9506
zu	w9507
seyn	w9508
erachtet	w9509
hat	w9510
<g/>
,
dieselbe	w9512
zu	w9513
der	w9514
auf	w9515
den	w9516
22	w9517
<g/>
.
Juny	w9519
Nach=mittag	w9520
<g/>
=
um	w9522
4	w9523
Uhr	w9524
mit	w9525
Zuziehung	w9526
allerseits	w9527
Jntere=ßirten	w9528
<g/>
=
in	w9530
Sachen	w9531
anberaumten	w9532
Tagsatzung	w9533
gerichtl	w9534
<g/>
.
vorzuladen	w9536
<g/>
.
Solchemnach	w9538
wird	w9539
Eingangs	w9540
erwehn=ten	w9541
<g/>
=
allenfalls	w9543
bisher	w9544
noch	w9545
nicht	w9546
gänzlich	w9547
befriedigten	w9548
Bernhard	w9549
Adamischen	w9550
Creditspartheyen	w9551
<g/>
,
wie	w9553
auch	w9554
derselben	w9555
Erben	w9556
<g/>
,
Ceßionarien	w9558
<g/>
,
oder	w9560
sonst	w9561
Theilneh=menden	w9562
<g/>
=
hiemit	w9564
anbefohlen	w9565
<g/>
,
daß	w9567
dieselbe	w9568
entweder	w9569
selbst	w9570
persönlich	w9571
<g/>
,
oder	w9573
aber	w9574
durch	w9575
schriftlich	w9576
be=gwaltete	w9577
<g/>
=
Sachwalter	w9579
auf	w9580
oberwehnten	w9581
Tag	w9582
und	w9583
Stund	w9584
also	w9585
gewiß	w9586
vor	w9587
Regierung	w9588
erscheinen	w9589
<g/>
,
und	w9591
sich	w9592
allda	w9593
behörig	w9594
anmelden	w9595
lassen	w9596
sollen	w9597
<g/>
,
wie	w9599
im	w9600
widrigen	w9601
dieselbe	w9602
in	w9603
Betref	w9604
desjenigen	w9605
<g/>
(
so	w9607
von	w9608
dem	w9609
mehresten	w9610
Theile	w9611
dererscheinenden	w9612
Creditsparthey=en	w9613
<g/>
=
in	w9615
Sachen	w9616
beangenehmet	w9617
werden	w9618
wird	w9619
<g/>
)
pro	w9621
Con-sentientibus	w9622
<g/>
-
ex	w9624
Officio	w9625
gehalten	w9626
werden	w9627
würden	w9628
<g/>
,
</p>
<p id="p74">
einfolglich	w9630
ohne	w9631
all	w9632
weiteres	w9633
Zuwarten	w9634
<g/>
,
die	w9636
ober=wehnter	w9637
<g/>
=
massen	w9639
anverlangte	w9640
Aeußerung	w9641
von	w9642
dem	w9643
Doct	w9644
<g/>
.
Seeger	w9646
als	w9647
gerichtl	w9648
<g/>
.
aufgestelten	w9650
Bernhard	w9651
Adamischen	w9652
Curator	w9653
ad	w9654
lites	w9655
bey	w9656
obgedachter	w9657
kais	w9658
<g/>
.
kön	w9660
<g/>
.
Hofrechenkammer	w9662
überreichet	w9663
werden	w9664
würde	w9665
<g/>
.
Wornach	w9667
sich	w9668
ein	w9669
jeder	w9670
hieran	w9671
Theilnehmender	w9672
zu	w9673
achten	w9674
<g/>
,
auch	w9676
allenfalls	w9677
vor	w9678
Schaden	w9679
zu	w9680
hüten	w9681
wis=sen	w9682
<g/>
=
wird	w9684
<g/>
.
</p>
<p id="p75">
Eine	w9686
alte	w9687
ledige	w9688
Persohn	w9689
ist	w9690
gesinnet	w9691
<g/>
,
ein	w9693
Dar=leihen	w9694
<g/>
=
von	w9696
1000	w9697
<g/>
.
Thaler	w9699
auf	w9700
Leibrenten	w9701
<g/>
,
auf	w9703
den	w9704
ersten	w9705
Satz	w9706
<g/>
,
zu	w9708
machen	w9709
<g/>
,
wofern	w9711
man	w9712
derselben	w9713
ein	w9714
gutes	w9715
Jnteresse	w9716
zum	w9717
jährlichen	w9718
Unterhalt	w9719
so	w9720
lang	w9721
sie	w9722
leben	w9723
wird	w9724
<g/>
,
zu	w9726
geben	w9727
sich	w9728
verbinden	w9729
wollte	w9730
<g/>
.
Nach	w9732
Absterben	w9733
dieser	w9734
Persohn	w9735
fällt	w9736
gedachtes	w9737
Kapital	w9738
dem	w9739
Jnteressenten	w9740
ohne	w9741
allem	w9742
Einwand	w9743
und	w9744
ferne=rer	w9745
<g/>
=
Unköstenmachung	w9747
als	w9748
eigen	w9749
anheim	w9750
Und	w9751
wird	w9752
der	w9753
Meistbietende	w9754
<g/>
,
und	w9756
am	w9757
besten	w9758
davor	w9759
zu	w9760
haften=de	w9761
<g/>
=
jederzeit	w9763
den	w9764
Vorzug	w9765
haben	w9766
<g/>
.
Die	w9768
Anzeige	w9769
ist	w9770
bey	w9771
Verlegern	w9772
des	w9773
wienerischen	w9774
Diariums	w9775
im	w9776
neuen	w9777
Michaeler	w9778
<g/>
=
Hause	w9780
zu	w9781
machen	w9782
<g/>
.
</p>
<p id="p76">
Wir	w9784
Bürgermeister	w9785
<g/>
,
und	w9787
Rath	w9788
der	w9789
Stadt	w9790
Wien	w9791
geben	w9792
hiemit	w9793
zu	w9794
vernehmen	w9795
<g/>
.
Es	w9797
sey	w9798
über	w9799
die	w9800
schon	w9801
ehedessen	w9802
angeordnete	w9803
Licitationstagsatzung	w9804
verwil=liget	w9805
<g/>
=
worden	w9807
<g/>
,
das	w9809
Schönherrisch	w9810
in	w9811
der	w9812
Roßau	w9813
lie=gende	w9814
<g/>
=
Haus	w9816
abermal	w9817
öffentlich	w9818
auszufeilen	w9819
<g/>
,
und	w9821
an	w9822
den	w9823
Meistbietenden	w9824
zu	w9825
verkaufen	w9826
<g/>
.
Da	w9828
nun	w9829
zu	w9830
die=sem	w9831
<g/>
=
Ende	w9833
der	w9834
27	w9835
<g/>
.
Juny	w9837
dies	w9838
Jahrs	w9839
bestimmet	w9840
ist	w9841
<g/>
.
So	w9843
haben	w9844
diejenigen	w9845
<g/>
,
welche	w9847
das	w9848
gedachte	w9849
Haus	w9850
zu	w9851
kaufen	w9852
willens	w9853
sind	w9854
<g/>
,
an	w9856
dem	w9857
bestimmten	w9858
Tage	w9859
<g/>
,
oder	w9861
da	w9862
wir	w9863
anderer	w9864
Verhindernissen	w9865
halber	w9866
diesen	w9867
Tag	w9868
nicht	w9869
zu	w9870
Rath	w9871
sässen	w9872
<g/>
,
den	w9874
nächst	w9875
darauf	w9876
folgen=den	w9877
<g/>
=
Rathstag	w9879
früh	w9880
um	w9881
8	w9882
<g/>
.
Uhr	w9884
vor	w9885
uns	w9886
zu	w9887
erschei=nen	w9888
<g/>
=
<g/>
,
und	w9891
sich	w9892
bey	w9893
unserem	w9894
<g/>
,
und	w9896
gemeiner	w9897
Stadt	w9898
Grundbuch	w9899
durch	w9900
den	w9901
Amtsschreiber	w9902
anmelden	w9903
zu	w9904
lassen	w9905
<g/>
,
folglich	w9907
der	w9908
weiteren	w9909
Behandlung	w9910
abzuwarten	w9911
<g/>
.
</p>
<p id="p77">
Von	w9913
des	w9914
landsfürstl	w9915
<g/>
.
St	w9917
<g/>
.
Leopoldistifts	w9919
Kloster=neuburg	w9920
<g/>
=
Oberkammer	w9922
wegen	w9923
<g/>
:
wird	w9925
hiemit	w9926
jeder=männiglich	w9927
<g/>
=
kund	w9929
und	w9930
zu	w9931
wissen	w9932
gemacht	w9933
<g/>
,
welcher=gestalten	w9935
<g/>
=
Hrn	w9937
Lorenz	w9938
Pröll	w9939
einen	w9940
diesseitigen	w9941
Stifts=unterthanu	w9942
<g/>
=
Karl	w9944
Dobler	w9945
<g/>
,
und	w9947
seine	w9948
Ehewürthinn	w9949
zu	w9950
Sifring	w9951
wegen	w9952
ihnen	w9953
gegen	w9954
grundbuchlichen	w9955
Ver=sicherungen	w9956
<g/>
=
zu	w9958
Folge	w9959
certiorirten	w9960
zweyen	w9961
Obliga=tionen	w9962
<g/>
=
den	w9964
23sten	w9965
April	w9966
1770	w9967
und	w9968
10ten	w9969
May	w9970
771	w9971
<g/>
.
zusammen	w9973
pr	w9974
<g/>
.
1000	w9976
<g/>
.
fl	w9978
<g/>
.
à	w9980
4	w9981
<g/>
.
p	w9983
C	w9984
<g/>
.
zu	w9986
verzinsen	w9987
vor=gestreckten	w9988
<g/>
=
zweyen	w9990
Kapitalien	w9991
<g/>
,
da	w9993
sie	w9994
doblerische	w9995
Conleute	w9996
die	w9997
allhierinnen	w9998
je	w9999
von	w10000
halb	w10001
zu	w10002
halb	w10003
Jahr	w10004
abzutragen	w10005
gehaltene	w10006
Jntereße	w10007
a	w10008
Dato	w10009
der	w10010
Obliga=tion	w10011
<g/>
=
noch	w10013
vollständig	w10014
in	w10015
Ausstand	w10016
geblieben	w10017
<g/>
,
allbe=reits	w10019
<g/>
=
durch	w10021
den	w10022
gerichtlichen	w10023
Executionslauf	w10024
auf	w10025
die	w10026
Licitirung	w10027
ihrer	w10028
sub	w10029
Nro	w10030
5	w10031
<g/>
.
zu	w10033
ermeldten	w10034
Si=fring	w10035
<g/>
=
gelegenen	w10037
Behausung	w10038
<g/>
,
und	w10040
darzu	w10041
gehörigen	w10042
Obst	w10043
<g/>
=
samt	w10045
Hofstadtweingarten	w10046
getrieben	w10047
habe	w10048
<g/>
.
Es	w10050
wird	w10051
dannenhero	w10052
zu	w10053
Verlicitirung	w10054
solcher	w10055
dobleri=schen	w10056
<g/>
=
Behausung	w10058
samt	w10059
darzugehörigen	w10060
Obst	w10061
und	w10062
Hofstadtweingarten	w10063
der	w10064
30ste	w10065
Juny	w10066
innlebenden	w10067
1772sten	w10068
Jahrs	w10069
frühe	w10070
um	w10071
9	w10072
<g/>
.
Uhr	w10074
grundobrigkeitlich	w10075
bestimmet	w10076
<g/>
.
Der	w10078
oder	w10079
die	w10080
demnach	w10081
wiederholte	w10082
dobdoblerische	w10083
<g/>
=
</p>
<p id="p78">
lerische	w10085
Behausung	w10086
<g/>
,
und	w10088
Zugehör	w10089
zu	w10090
Sifring	w10091
an	w10092
sich	w10093
zu	w10094
bringen	w10095
gesonnen	w10096
sind	w10097
<g/>
,
werden	w10099
an	w10100
obbestimm=ten	w10101
<g/>
=
Tag	w10103
<g/>
,
und	w10105
Stund	w10106
<g/>
,
und	w10108
so	w10109
eben	w10110
auch	w10111
die	w10112
dobleri=sche	w10113
<g/>
=
Conleute	w10115
auf	w10116
Eingangs	w10117
ersagter	w10118
Stiftoberkam=mer	w10119
<g/>
=
unausbielblich	w10121
zu	w10122
erscheinen	w10123
<g/>
,
und	w10125
sich	w10126
allda	w10127
an=zumelden	w10128
<g/>
=
haben	w10130
<g/>
,
woselbst	w10132
mit	w10133
dem	w10134
Meistbietenden	w10135
das	w10136
Behörige	w10137
tractiret	w10138
werden	w10139
solle	w10140
<g/>
.
Stift	w10142
Kloster=neuburg	w10143
<g/>
=
den	w10145
17ten	w10146
April	w10147
1772	w10148
<g/>
.
</p>
<p id="p79">
Künftigen	w10150
Mittwoch	w10151
als	w10152
den	w10153
20sten	w10154
May	w10155
werden	w10156
auf	w10157
Verordnung	w10158
einer	w10159
hochlöbl	w10160
<g/>
.
k	w10162
k	w10163
<g/>
.
ni	w10165
<g/>
.
öst	w10167
<g/>
.
Regie=rung	w10169
<g/>
=
zu	w10171
Schwechat	w10172
in	w10173
Brentanihof	w10174
verschiedene	w10175
Verlassenschaftssachen	w10176
<g/>
,
als	w10178
Mannskleider	w10179
<g/>
,
Spie=gel	w10181
<g/>
=
<g/>
,
Lustre	w10184
<g/>
,
Kästen	w10186
<g/>
,
Sophen	w10188
<g/>
,
Sessel	w10190
<g/>
,
Tisch	w10192
<g/>
,
Beth=gewand	w10194
<g/>
=
<g/>
,
Pferd	w10197
<g/>
,
Wagen	w10199
und	w10200
Zugehör	w10201
<g/>
,
verschiedene	w10203
Gattungen	w10204
Oesterreicher	w10205
<g/>
=
Gebürgwein	w10207
<g/>
,
leere	w10209
Fäs=ser	w10210
<g/>
=
<g/>
,
und	w10213
andere	w10214
Kellergeräthschaften	w10215
<g/>
,
Vormittag	w10217
von	w10218
8	w10219
<g/>
.
bis	w10221
12	w10222
<g/>
.
Uhr	w10224
<g/>
,
und	w10226
Nachmittag	w10227
von	w10228
2	w10229
<g/>
.
bis	w10231
6	w10232
<g/>
.
Uhr	w10234
denen	w10235
Meistbietenden	w10236
verkaufet	w10237
werden	w10238
<g/>
.
</p>
<p id="p80">
Den	w10240
22sten	w10241
May	w10242
werden	w10243
auf	w10244
Verordnung	w10245
einer	w10246
hochlöbl	w10247
<g/>
.
k	w10249
<g/>
.
k	w10251
<g/>
.
ni	w10253
<g/>
.
öst	w10255
<g/>
.
Regierung	w10257
in	w10258
der	w10259
Renngassen	w10260
im	w10261
baaderischen	w10262
Haus	w10263
im	w10264
2ten	w10265
Stock	w10266
verschiedene	w10267
Verlassenschaftssachen	w10268
<g/>
,
als	w10270
gute	w10271
Perl	w10272
<g/>
,
zwey	w10274
Ringl	w10275
mit	w10276
guten	w10277
Steinern	w10278
<g/>
,
etwas	w10280
Silber	w10281
<g/>
,
Frauenkleider	w10283
<g/>
,
detto	w10285
Weißzeug	w10286
<g/>
,
Bilder	w10288
<g/>
,
Kästen	w10290
<g/>
,
Sophen	w10292
<g/>
,
Ses=seln	w10294
<g/>
=
<g/>
,
Tisch	w10297
<g/>
,
Bethgewand	w10299
<g/>
,
und	w10301
andere	w10302
Geräthschaf=ten	w10303
<g/>
=
um	w10305
die	w10306
gewöhnl	w10307
<g/>
.
Stunden	w10309
licitando	w10310
verkaufet	w10311
werden	w10312
<g/>
.
</p>
<head id="hl23">
Nachricht	w10314
<g/>
.
</head>
<p id="p81">
Demmach	w10316
man	w10317
auf	w10318
Absterben	w10319
der	w10320
Katharina	w10321
Hol=dinn	w10322
<g/>
=
ledigen	w10324
Weibsperson	w10325
in	w10326
der	w10327
k	w10328
<g/>
.
k	w10330
<g/>
.
und	w10332
landes=fürstl	w10333
<g/>
=
<g/>
.
Stadt	w10336
Steuer	w10337
zu	w10338
Verhandlung	w10339
dessen	w10340
weni=gen	w10341
<g/>
=
Verlassenschaft	w10343
geschritten	w10344
<g/>
,
so	w10346
wäre	w10347
es	w10348
nun	w10349
an	w10350
deme	w10351
<g/>
,
daß	w10353
derselben	w10354
hinterlassen	w10355
unehelichen	w10356
Sohn	w10357
Namens	w10358
Johann	w10359
Fidler	w10360
der	w10361
abgefreytermassen	w10362
an=noch	w10363
<g/>
=
in	w10365
107	w10366
<g/>
.
fl	w10368
<g/>
.
9	w10370
<g/>
.
kr	w10372
<g/>
.
bestehend	w10374
<g/>
=
mütterliche	w10376
Erb=theil	w10377
<g/>
=
gegen	w10379
behöriger	w10380
Quittirung	w10381
erfolget	w10382
werden	w10383
solle	w10384
<g/>
.
Da	w10386
aber	w10387
er	w10388
Johann	w10389
Fidler	w10390
bereits	w10391
durch	w10392
meh=rere	w10393
<g/>
=
Jahre	w10395
abwesend	w10396
<g/>
,
und	w10398
dem	w10399
Verlaut	w10400
nach	w10401
sich	w10402
na=cher	w10403
<g/>
=
Wien	w10405
in	w10406
herrschaftliche	w10407
Dienste	w10408
begeben	w10409
<g/>
,
der=mahlen	w10411
<g/>
=
aber	w10413
sein	w10414
Aufenthalt	w10415
nicht	w10416
bekannt	w10417
ist	w10418
<g/>
,
als	w10420
würdet	w10421
derselbe	w10422
<g/>
,
oder	w10424
dessen	w10425
allenfahlige	w10426
Erben	w10427
hie=mit	w10428
<g/>
=
edictaliter	w10430
und	w10431
peremptorie	w10432
dergestalten	w10433
vor=geladen	w10434
<g/>
=
<g/>
,
daß	w10437
sich	w10438
er	w10439
Johann	w10440
Fidler	w10441
<g/>
,
oder	w10443
dessen	w10444
Er=ben	w10445
<g/>
=
von	w10447
heunt	w10448
Dato	w10449
an	w10450
innen	w10451
einem	w10452
Jahr	w10453
<g/>
,
6	w10455
<g/>
.
Wo=chen	w10457
<g/>
=
<g/>
,
und	w10460
dreyen	w10461
Tägen	w10462
entweders	w10463
persönlich	w10464
<g/>
,
oder	w10466
durch	w10467
jemand	w10468
genugsam	w10469
Bequolten	w10470
bey	w10471
hiesiger	w10472
Stadtkanzley	w10473
anmelden	w10474
<g/>
,
zu	w10476
dieser	w10477
Erbschaft	w10478
hin=länglich	w10479
<g/>
=
legitimiren	w10481
<g/>
,
und	w10483
sodann	w10484
solche	w10485
der	w10486
Ord=nung	w10487
<g/>
=
nach	w10489
erheben	w10490
solle	w10491
<g/>
,
wiedrigens	w10493
nach	w10494
Verlauf	w10495
dieses	w10496
peremptorischen	w10497
Termins	w10498
sothaner	w10499
Erbtheil	w10500
obernannter	w10501
Erblassern	w10502
leiblichen	w10503
Schwester	w10504
Na=mens	w10505
<g/>
=
Theresia	w10507
vereheligten	w10508
Leithnerinn	w10509
ausgefol=get	w10510
<g/>
=
werden	w10512
wurde	w10513
<g/>
.
Actum	w10515
Stadt	w10516
Steuer	w10517
den	w10518
1ten	w10519
May	w10520
1772	w10521
<g/>
.
</p>
<p id="p82">
Auf	w10523
Verordnung	w10524
eines	w10525
hochlöbl	w10526
<g/>
.
k	w10528
<g/>
.
k	w10530
nied	w10531
<g/>
.
öster	w10533
<g/>
.
Landrechts	w10535
werden	w10536
den	w10537
25ten	w10538
May	w10539
frühe	w10540
um	w10541
9	w10542
<g/>
.
</p>
<p id="p83">
Uhr	w10544
<g/>
,
und	w10546
Nachmittag	w10547
um	w10548
3	w10549
<g/>
.
Uhr	w10551
auf	w10552
dem	w10553
Salzgrieß	w10554
beym	w10555
weißen	w10556
Löwen	w10557
im	w10558
2ten	w10559
Stock	w10560
verschiedene	w10561
Ge=räthschaften	w10562
<g/>
=
<g/>
,
als	w10565
fournirte	w10566
Aufsatz	w10567
<g/>
=
und	w10569
Schublad=kästen	w10570
<g/>
=
<g/>
,
verschiedene	w10573
bordirte	w10574
und	w10575
glatte	w10576
Mannsklei=der	w10577
<g/>
=
<g/>
,
und	w10580
Wäsch	w10581
<g/>
,
etwas	w10583
Geschmuck	w10584
und	w10585
Silber	w10586
<g/>
,
Zinn	w10588
<g/>
,
Bilder	w10590
ꝛc	w10591
<g/>
.
licitando	w10593
plus	w10594
offerenti	w10595
verkau=fet	w10596
<g/>
=
werden	w10598
<g/>
.
</p>
<p id="p84">
Von	w10600
des	w10601
fürstlichen	w10602
Stifts	w10603
<g/>
,
und	w10605
Jungfrauen=klosters	w10606
<g/>
=
zur	w10608
Himmelspforten	w10609
Grundbuchs	w10610
wegen	w10611
<g/>
,
wird	w10613
hiemit	w10614
jedermänniglich	w10615
kund	w10616
<g/>
,
und	w10618
zu	w10619
wis=sen	w10620
<g/>
=
gemachet	w10622
<g/>
.
Es	w10624
seye	w10625
der	w10626
Johann	w10627
Färber	w10628
ein	w10629
gewesener	w10630
