<doc id="wr_1758-07-19" attrs="word" year="1758" month="07" day="19" corpus="2">
<head id="h2_d262e3122">
Wißmayr	w1_d262e3126
Feindes	w7_d262e21239
ungeachtet	w9_d262e21242
grif	w1_d262e21247
Hr.	w3_d262e21250
Durentay	w5_d262e21253
ihn	w7_d262e21256
an,	w9_d262e21259
und	w11_d262e21262
bewog	w13_d262e21266
den	w15_d262e21269
Major	w1_d262e21274
Robert	w3_d262e21277
durch	w5_d262e21280
eine	w7_d262e21283
verstellte	w9_d262e21286
Flucht	w11_d262e21289
auf	w1_d262e21294
ihn	w3_d262e21297
herunter	w5_d262e21300
zu	w7_d262e21303
kommen.	w9_d262e21306
Dieser	w11_d262e21309
ließ	w13_d262e21313
sich	w1_d262e21319
auch	w3_d262e21322
verführen,	w5_d262e21325
und	w7_d262e21328
kame	w9_d262e21331
eilig	w11_d262e21334
herab,	w13_d262e21338
in	w15_d262e21341
der	w1_d262e21346
Meinung,	w3_d262e21349
die	w5_d262e21352
Flüchtigen	w7_d262e21355
zu	w9_d262e21358
verfolgen;	w11_d262e21361
er	w13_d262e21365
wurde	w1_d262e21370
auch	w3_d262e21373
gar	w5_d262e21376
bald	w7_d262e21379
umrungen.	w9_d262e21382
Das	w11_d262e21385
Gefech	w13_d262e21389
te	w1_d262e21394
ware	w3_d262e21397
sehr	w5_d262e21400
hitzig,	w7_d262e21403
und	w9_d262e21406
dauerte	w11_d262e21409
4.	w13_d262e21413
ganzer	w15_d262e21416
Stunden.	w1_d262e21422
Die	w3_d262e21425
Wilden	w5_d262e21428
nahmen	w7_d262e21431
den	w9_d262e21434
Major	w11_d262e21437
Roger,	w1_d262e21442
8.	w3_d262e21445
anderen	w5_d262e21448
Officiers,	w7_d262e21451
und	w9_d262e21454
140.	w11_d262e21457
Eng	w13_d262e21461
ländischen	w1_d262e21466
Gemeinen	w3_d262e21469
das	w5_d262e21472
Haupt=haar	w7_d262e21475
ab.	w9_d262e21478
Man	w1_d262e21483
glaubet,	w3_d262e21486
daß	w5_d262e21489
der	w7_d262e21492
Ueberrest	w9_d262e21495
des	w11_d262e21498
Deta	w13_d262e21502
schements	w1_d262e21508
elendiglich	w3_d262e21511
umgekommen,	w5_d262e21514
indeme	w7_d262e21517
2.	w1_d262e21522
von	w3_d262e21525
denen	w5_d262e21528
Officiers,	w7_d262e21531
welche	w9_d262e21534
unter	w11_d262e21537
dem	w13_d262e21541
Ma	w15_d262e21544
jor	w1_d262e21549
Roger	w3_d262e21552
dabey	w5_d262e21555
commandiret,	w7_d262e21558
sich	w9_d262e21561
etliche	w11_d262e21564
Tä	w13_d262e21568
ge	w1_d262e21573
hernach	w3_d262e21576
in	w5_d262e21579
das	w7_d262e21582
Fort	w9_d262e21585
Carillon	w11_d262e21588
geflüchtet.	w13_d262e21592
Diese	w1_d262e21598
Action	w3_d262e21601
ist	w5_d262e21604
desto	w7_d262e21607
schöner,	w9_d262e21610
da	w11_d262e21613
sie	w13_d262e21617
von	w15_d262e21620
ei	w17_d262e21623
nem	w1_d262e21628
Cadet	w3_d262e21631
geführet	w5_d262e21634
worden,	w7_d262e21637
und	w9_d262e21640
seine	w11_d262e21643
Came	w13_d262e21647
raden	w1_d262e21652
sowol,	w3_d262e21655
als	w5_d262e21658
die	w7_d262e21661
Canadier	w9_d262e21664
und	w11_d262e21667
Wilden	w13_d262e21671
mit	w1_d262e21676
aller	w3_d262e21679
möglichen	w5_d262e21682
Tapferkeit	w7_d262e21685
und	w9_d262e21688
Subordi	w11_d262e21691
nation	w1_d262e21697
gefochten	w3_d262e21700
haben.	w5_d262e21703
Unser	w7_d262e21706
Verlust	w9_d262e21709
ist	w11_d262e21712
überaus	w1_d262e21717
mäßig	w3_d262e21720
gewesen,	w5_d262e21723
und	w7_d262e21726
nicht	w9_d262e21729
über	w11_d262e21732
30.	w13_d262e21736
Todte	w1_d262e21741
und	w3_d262e21744
Verwundete	w5_d262e21747
gegangen.	w7_d262e21750
Hingegen	w9_d262e21753
ist	w1_d262e21758
der	w3_d262e21761
von	w5_d262e21764
denen	w7_d262e21767
Engländern	w9_d262e21770
sehr	w11_d262e21773
ansehnlich	w13_d262e21777
gewesen,	w1_d262e21783
und	w3_d262e21786
der	w5_d262e21789
Tod	w7_d262e21792
des	w9_d262e21795
Majors	w11_d262e21798
Roger	w13_d262e21802
macht	w15_d262e21805
ihn	w1_d262e21810
noch	w3_d262e21813
grösser.	w5_d262e21816
Dieser	w7_d262e21819
Parthey=gänger,	w9_d262e21822
der	w1_d262e21827
von	w3_d262e21830
einer	w5_d262e21833
bekannten	w7_d262e21836
Bravour	w9_d262e21839
ware,	w11_d262e21842
ver	w13_d262e21846
stunde	w1_d262e21851
die	w3_d262e21854
Sprachen	w5_d262e21857
deren	w7_d262e21860
Wilden	w9_d262e21863
vollkom	w11_d262e21866
men,	w1_d262e21872
und	w3_d262e21875
hatte	w5_d262e21878
so	w7_d262e21881
viele	w9_d262e21884
Fähigkeit	w11_d262e21887
und	w13_d262e21891
Erfah	w15_d262e21894
rung,	w1_d262e21899
daß	w3_d262e21902
der	w5_d262e21905
Lord	w7_d262e21908
Laudon,	w9_d262e21911
Commandant	w11_d262e21914
en	w13_d262e21918
Chef	w1_d262e21923
deren	w3_d262e21926
Engländischen	w5_d262e21929
Trupen	w7_d262e21932
in	w9_d262e21935
America,	w11_d262e21938
ihn	w1_d262e21943
seines	w3_d262e21946
Vertrauens	w5_d262e21949
würdigte.	w7_d262e21952
</p>
<head id="h2_d262e21958">
Land=marschall	w1_d262e21962
rc.	w3_d262e21965
</head>
<p id="p4_d262e21968">
Entbiete	w1_d262e21972
N.	w3_d262e21975
allen	w5_d262e21978
und	w7_d262e21981
jeden,	w9_d262e21984
was	w11_d262e21987
Stands	w13_d262e21991
und	w1_d262e21996
Würde	w3_d262e21999
die	w5_d262e22002
seynd,	w7_d262e22005
der	w9_d262e22008
Gebühr	w11_d262e22011
nach	w13_d262e22015
mei	w15_d262e22018
nen	w1_d262e22023
respective	w3_d262e22026
Dienst	w5_d262e22029
in	w7_d262e22032
guten	w9_d262e22035
Willen	w11_d262e22038
zuvor,	w13_d262e22042
und	w1_d262e22048
füge	w3_d262e22051
hiemit	w5_d262e22054
zu	w7_d262e22057
Vernehmen.	w9_d262e22060
Es	w11_d262e22063
sey	w13_d262e22067
Weyl.	w1_d262e22072
Frauen	w3_d262e22075
Susannä	w5_d262e22078
Louise	w7_d262e22081
Gräfin	w9_d262e22084
von	w11_d262e22087
St.	w1_d262e22092
Julien	w3_d262e22095
gebornen	w5_d262e22098
Gräfin	w7_d262e22101
von	w9_d262e22104
Hohenfeld,	w11_d262e22107
seel.	w1_d262e22112
hinterlassenen	w3_d262e22115
Frauen	w5_d262e22118
Töchtern	w7_d262e22121
und	w9_d262e22124
Er	w11_d262e22127
binnen,	w1_d262e22133
benanntlich	w3_d262e22136
Frauen	w5_d262e22139
Josepha	w7_d262e22142
Gräfin	w9_d262e22145
von	w1_d262e22150
Khevenhüller,	w3_d262e22153
und	w5_d262e22156
Frauen	w7_d262e22159
Eleonora	w9_d262e22162
Gräfin	w1_d262e22167
von	w3_d262e22170
Aichpichl,	w5_d262e22173
vermög	w7_d262e22176
des	w9_d262e22179
untern	w11_d262e22182
6.	w1_d262e22187
Nov.	w3_d262e22190
1755.	w5_d262e22193
ergangenen	w7_d262e22196
Gräflich	w9_d262e22199
Johann	w11_d262e22202
Julii	w1_d262e22208
St.	w3_d262e22211
Julienischen	w5_d262e22214
Cridæ-relations	w7_d262e22217
ausschlags	w1_d262e22222
die	w3_d262e22225
Producirung	w5_d262e22228
der	w7_d262e22231
wegen	w9_d262e22234
denen	w11_d262e22237
</p>
<p id="p6_d262e22240">
Classe	w1_d262e22244
4to.	w3_d262e22247
loco	w5_d262e22250
ultimo	w7_d262e22253
einkommenden	w9_d262e22256
ad	w11_d262e22259
Nro.	w1_d262e22264
69.	w3_d262e22267
angemeldeten	w5_d262e22270
1000.	w7_d262e22273
fl.	w9_d262e22276
Capital	w11_d262e22279
den	w13_d262e22283
30.	w1_d262e22288
May.	w3_d262e22291
1729.	w5_d262e22294
ausgestelten	w7_d262e22297
Original-ob-	w9_d262e22300
ligation	w1_d262e22306
aufgetragen	w3_d262e22309
worden.	w5_d262e22312
Wiezumalen	w7_d262e22315
aber	w1_d262e22320
sothanne	w3_d262e22323
Obligation	w5_d262e22326
in	w7_d262e22329
Verstos	w9_d262e22332
gerah	w11_d262e22335
ten,	w1_d262e22340
als	w3_d262e22343
ist	w5_d262e22346
Kraft	w7_d262e22349
des	w9_d262e22352
über	w11_d262e22355
die	w13_d262e22359
in	w15_d262e22362
Sachen	w17_d262e22365
der	w1_d262e22370
verfasten	w3_d262e22373
Repartition	w5_d262e22376
erstattete	w7_d262e22379
Relation	w9_d262e22382
untern	w1_d262e22388
18.	w3_d262e22391
May.	w5_d262e22394
dies	w7_d262e22397
1758.	w9_d262e22400
Jahrs	w11_d262e22403
der	w13_d262e22407
weitere	w1_d262e22412
Ausschlag	w3_d262e22415
dahin	w5_d262e22418
geschöpfet	w7_d262e22421
worden,	w9_d262e22424
daß	w1_d262e22429
wegen	w3_d262e22432
Amortisirung	w5_d262e22435
besagter	w7_d262e22438
Obliga-	w9_d262e22441
tion	w1_d262e22446
ein	w3_d262e22449
ordentliches	w5_d262e22452
Valval-edict	w7_d262e22455
bey	w9_d262e22458
der	w11_d262e22461
Canzley	w1_d262e22467
ausgefertiget	w3_d262e22470
werden	w5_d262e22473
solle.	w7_d262e22476
Wann	w9_d262e22479
nun	w1_d262e22484
gedachter	w3_d262e22487
Frauen	w5_d262e22490
Erbinnen	w7_d262e22493
Man	w9_d262e22496
ata-	w11_d262e22499
rius	w1_d262e22504
Herr	w3_d262e22507
Franz	w5_d262e22510
Sigmund	w7_d262e22513
Graf	w9_d262e22516
und	w11_d262e22519
Herr	w13_d262e22523
Engel	w1_d262e22528
von	w3_d262e22531
Wagrain,	w5_d262e22534
um	w7_d262e22537
Ausfertigungs	w9_d262e22540
auflag	w1_d262e22546
sothanen	w3_d262e22549
Amortisations-edicts	w5_d262e22552
ge	w7_d262e22555
betten,	w1_d262e22560
hierinfals	w3_d262e22563
auch	w5_d262e22566
verwilliget	w7_d262e22569
worden	w9_d262e22572
</p>
<p id="p8_d262e22575">
Als	w1_d262e22579
ist	w3_d262e22582
in	w5_d262e22585
Namen	w7_d262e22588
rc.	w9_d262e22591
mein	w11_d262e22594
Befehl,	w13_d262e22598
daß	w15_d262e22601
der	w1_d262e22606
oder	w3_d262e22609
diejenige,	w5_d262e22612
so	w7_d262e22615
vorberührte	w9_d262e22618
Obliga-	w11_d262e22621
tion	w1_d262e22626
pr.	w3_d262e22629
1000	w5_d262e22632
fl.	w7_d262e22635
ddo.	w9_d262e22638
30.	w11_d262e22641
May.	w13_d262e22645
1729.	w15_d262e22648
in	w17_d262e22651
Handen	w1_d262e22657
oder	w3_d262e22660
hievon	w5_d262e22663
einige	w7_d262e22666
Wissenschaft,	w9_d262e22669
auch	w1_d262e22674
sonst	w3_d262e22677
etwann	w5_d262e22680
hieran	w7_d262e22683
eine	w9_d262e22686
Forderung	w11_d262e22689
ha	w13_d262e22693
ben	w1_d262e22698
oder	w3_d262e22701
zu	w5_d262e22704
haben	w7_d262e22707
vermeinen,	w9_d262e22710
binnen	w11_d262e22713
1.	w13_d262e22717
Jahr	w15_d262e22720
6.	w1_d262e22725
Wochen	w3_d262e22728
und	w5_d262e22731
3.	w7_d262e22734
Tägen	w9_d262e22737
sich	w11_d262e22740
bey	w13_d262e22744
diesem	w15_d262e22747
Gericht	w1_d262e22753
alsogewiß	w3_d262e22756
anmelden,	w5_d262e22759
und	w7_d262e22762
solche	w9_d262e22765
pro	w11_d262e22768
duciren	w1_d262e22773
sollen,	w3_d262e22776
als	w5_d262e22779
im	w7_d262e22782
widrigen	w9_d262e22785
dieselbe	w11_d262e22788
nach	w13_d262e22792
solch	w1_d262e22797
verflossenen	w3_d262e22800
Termin	w5_d262e22803
eo	w7_d262e22806
ipso	w9_d262e22809
amorti.	w11_d262e22812
sirt,	w1_d262e22817
cassirt,	w3_d262e22820
null	w5_d262e22823
und	w7_d262e22826
nichtig	w9_d262e22829
seyn	w11_d262e22832
solle	w13_d262e22836
An	w1_d262e22842
deme	w3_d262e22845
beschiht	w5_d262e22848
rc.	w7_d262e22851
Wien	w9_d262e22854
den	w11_d262e22857
10.	w13_d262e22861
Junii	w15_d262e22864
1758	w17_d262e22867
</p>
<p id="p10_d262e22870">
Es	w1_d262e22874
wird	w3_d262e22877
das	w5_d262e22880
in	w7_d262e22883
der	w9_d262e22886
Kruger=strassen	w11_d262e22889
am	w13_d262e22893
Platzel	w1_d262e22898
neben	w3_d262e22901
dem	w5_d262e22904
Wall=fisch	w7_d262e22907
gelegene	w9_d262e22910
soge	w11_d262e22913
nannte	w1_d262e22918
klein	w3_d262e22921
Sackische	w5_d262e22924
Haus,	w7_d262e22927
so	w9_d262e22930
aus	w11_d262e22933
zweyen	w13_d262e22937
Stöcken	w1_d262e22943
und	w3_d262e22946
einigen	w5_d262e22949
Zimmern	w7_d262e22952
zur	w9_d262e22955
ebenen	w11_d262e22958
Erd	w13_d262e22962
bestehet,	w1_d262e22967
samt	w3_d262e22970
Keller,	w5_d262e22973
Wagen=stellen	w7_d262e22976
und	w9_d262e22979
Stal	w11_d262e22982
lung	w1_d262e22987
für	w3_d262e22990
9.	w5_d262e22993
Pferde	w7_d262e22996
nebst	w9_d262e22999
allen	w11_d262e23002
sehr	w13_d262e23006
saubern	w15_d262e23009
ganz	w1_d262e23014
neuen	w3_d262e23017
Meubles,	w5_d262e23020
Spallieren,	w7_d262e23023
Sesseln,	w9_d262e23026
Ti	w11_d262e23029
schen,	w1_d262e23035
Kasten,	w3_d262e23038
Spiegeln,	w5_d262e23041
en	w7_d262e23044
Trumeaux,	w9_d262e23047
Beh	w11_d262e23050
ten	w1_d262e23055
und	w3_d262e23058
anderer	w5_d262e23061
Gerätschaft,	w7_d262e23064
wovon	w9_d262e23067
die	w11_d262e23070
Specification	w1_d262e23075
allda	w3_d262e23078
zu	w5_d262e23081
haben	w7_d262e23084
ist	w9_d262e23087
um	w11_d262e23090
einen	w13_d262e23094
biül	w15_d262e23097
gen	w1_d262e23102
Preiß	w3_d262e23105
an	w5_d262e23108
einem	w7_d262e23111
Liebhaber	w9_d262e23114
zu	w11_d262e23117
sublociten	w13_d262e23121
angebotten,	w1_d262e23127
und	w3_d262e23130
ist	w5_d262e23133
sich	w7_d262e23136
diesfalls	w9_d262e23139
in	w11_d262e23142
dem	w13_d262e23146
Hause	w15_d262e23149
selbst,	w1_d262e23154
wie	w3_d262e23157
auch	w5_d262e23160
an	w7_d262e23163
uns	w9_d262e23166
zu	w11_d262e23169
ad	w13_d262e23173
ressiren.	w15_d262e23176
Man	w17_d262e23179
ist	w1_d262e23184
auch	w3_d262e23187
gewillet,	w5_d262e23190
dieses	w7_d262e23193
Haus,	w9_d262e23196
da	w11_d262e23199
sich	w13_d262e23203
Lieb	w15_d262e23206
haber	w1_d262e23211
finden	w3_d262e23214
solten,	w5_d262e23217
Stock=weiß,	w7_d262e23220
oder	w9_d262e23223
wol	w11_d262e23226
gar	w1_d262e23232
Zimmer=weiß	w3_d262e23235
nebst	w5_d262e23238
denen	w7_d262e23241
Meubles	w9_d262e23244
zu	w11_d262e23247
vermieten.	w1_d262e23252
</p>
<p id="p18_d262e23306">
O	w1_d262e23310
URNAL	w1_d262e23315
Aus	w1_d262e23320
dem	w3_d262e23323
K.	w5_d262e23326
K.	w7_d262e23329
Haupt=quartier	w9_d262e23332
Hrochow=teunitz	w11_d262e23335
vom	w13_d262e23339
12.	w15_d262e23342
bis	w17_d262e23345
15.	w19_d262e23348
Julii	w21_d262e23351
1758.	w23_d262e23354
DEn	w1_d262e23360
12.	w3_d262e23363
setzte	w5_d262e23366
sich	w7_d262e23369
die	w9_d262e23372
3te	w11_d262e23375
feindliche	w13_d262e23379
Colonne	w15_d262e23382
wiederum	w17_d262e23385
in	w19_d262e23388
Marsche,	w21_d262e23391
und	w1_d262e23396
folgte	w3_d262e23399
denen	w5_d262e23402
beeden	w7_d262e23405
ersteren,	w9_d262e23408
so	w11_d262e23411
über	w13_d262e23415
Hollitz	w15_d262e23418
ihren	w17_d262e23421
Weeg	w19_d262e23424
nach	w21_d262e23427
Königgratz	w1_d262e23432
genommen,	w3_d262e23435
ebenfalls	w5_d262e23438
nach.	w7_d262e23441
</p>
<p id="p20_d262e23444">
Wie	w1_d262e23448
nun	w3_d262e23451
dieselbe	w5_d262e23454
solchergestalten	w7_d262e23457
von	w9_d262e23460
erholt=beeden	w11_d262e23463
ersteren	w13_d262e23467
Colon	w15_d262e23470
nen	w1_d262e23475
in	w3_d262e23478
etwas	w5_d262e23481
entfernet	w7_d262e23484
ware,	w9_d262e23487
folglich	w11_d262e23490
von	w13_d262e23494
denenselben	w15_d262e23497
nicht	w17_d262e23500
wol	w19_d262e23503
secundi	w21_d262e23506
ret	w1_d262e23511
werden	w3_d262e23514
konte,	w5_d262e23517
nahmen	w7_d262e23520
die	w9_d262e23523
Generalen	w11_d262e23526
von	w13_d262e23530
Laudohn,	w15_d262e23533
Siskowitz,	w17_d262e23536
und	w19_d262e23539
</p>
<p id="p22_d262e23542">
Saint	w1_d262e23546
Jgnon,	w3_d262e23549
welche	w5_d262e23552
den	w7_d262e23555
Feind	w9_d262e23558
noch	w11_d262e23561
immer	w13_d262e23565
auf	w15_d262e23568
der	w17_d262e23571
rechten	w19_d262e23574
Flanque	w21_d262e23577
be	w23_d262e23580
gleiten,	w1_d262e23585
diesen	w3_d262e23588
Umstand	w5_d262e23591
zu	w7_d262e23594
ihren	w9_d262e23597
Vortheil	w11_d262e23600
sogleich	w13_d262e23604
gewahr,	w15_d262e23607
und	w17_d262e23610
fasseten	w19_d262e23613
da	w21_d262e23616
hero	w1_d262e23621
den	w3_d262e23624
einhelligen	w5_d262e23627
Entschluß,	w7_d262e23630
mit	w9_d262e23633
erwehnter	w11_d262e23636
Colonne	w13_d262e23640
anzubinden.	w15_d262e23643
Gleich	w1_d262e23649
bey	w3_d262e23652
dem	w5_d262e23655
Dorfe	w7_d262e23658
Wostzetin	w9_d262e23661
liesse	w11_d262e23664
der	w13_d262e23668
Generalfeldwachtmei	w15_d262e23671
ster	w1_d262e23676
von	w3_d262e23679
Laudohn	w5_d262e23682
den	w7_d262e23685
im	w9_d262e23688
Marsche	w11_d262e23691
begriffenen	w13_d262e23695
Feind	w15_d262e23698
mit	w17_d262e23701
4.	w19_d262e23704
Canonen	w21_d262e23707
be	w23_d262e23710
schiessen,	w1_d262e23715
wodurch	w3_d262e23718
er	w5_d262e23721
denselben	w7_d262e23724
ungeacht	w9_d262e23727
der	w11_d262e23730
aus	w13_d262e23734
10.	w15_d262e23737
schweren	w17_d262e23740
Stücken	w19_d262e23743
ge	w21_d262e23746
</p>
<p id="p24_d262e23750">
machten	w1_d262e23754
Gegen=canonade	w3_d262e23757
bemußigte	w5_d262e23760
den	w7_d262e23763
Ruck=weeg	w9_d262e23766
zu	w11_d262e23769
nehmen,	w13_d262e23773
und	w15_d262e23776
sich	w17_d262e23779
wiederum	w1_d262e23784
auf	w3_d262e23787
die	w5_d262e23790
Anhöhe	w7_d262e23793
zu	w9_d262e23796
ziehen.	w11_d262e23799
</p>
<p id="p26_d262e23802">
Es	w1_d262e23806
wurde	w3_d262e23809
sofort	w5_d262e23812
auf	w7_d262e23815
einer	w9_d262e23818
Anhöhe	w11_d262e23821
vom	w13_d262e23825
Feinde	w15_d262e23828
eine	w17_d262e23831
Wagen=burg	w19_d262e23834
for	w21_d262e23837
miret,	w1_d262e23842
und	w3_d262e23845
vor=erwehntes	w5_d262e23848
Dorf	w7_d262e23851
Wostzetin	w9_d262e23854
an	w11_d262e23857
verschiedenen	w13_d262e23861
Orten	w15_d262e23864
in	w17_d262e23867
Brand	w1_d262e23872
gestecket,	w3_d262e23875
vermutlich	w5_d262e23878
in	w7_d262e23881
der	w9_d262e23884
Absicht,	w11_d262e23887
um	w13_d262e23891
dem	w15_d262e23894
König	w17_d262e23897
andurch	w19_d262e23900
die	w21_d262e23903
Deutung	w1_d262e23909
von	w3_d262e23912
der	w5_d262e23915
bevorstehenden	w7_d262e23918
Attaque	w9_d262e23921
deren	w11_d262e23924
Unserigen,	w13_d262e23928
und	w15_d262e23931
dem	w17_d262e23934
andurch	w1_d262e23939
behinderten	w3_d262e23942
Marsche	w5_d262e23945
zu	w7_d262e23948
geben.	w9_d262e23951
Mittlerweile	w11_d262e23954
hatten	w13_d262e23958
obberühr	w15_d262e23961
te	w1_d262e23966
Generalen	w3_d262e23969
die	w5_d262e23972
Jnfanterie	w7_d262e23975
etwas	w9_d262e23978
näher	w11_d262e23981
gegen	w13_d262e23985
Hollitz	w15_d262e23988
abrucken,	w17_d262e23991
und	w19_d262e23994
in	w21_d262e23997
zwischen	w1_d262e24002
den	w3_d262e24005
Feind,	w5_d262e24008
der	w7_d262e24011
sich	w9_d262e24014
bereits	w11_d262e24017
wiederum	w13_d262e24021
in	w15_d262e24024
Marsche	w17_d262e24027
gesetzet,	w19_d262e24030
durch	w21_d262e24033
die	w1_d262e24039
Hussaren	w3_d262e24042
und	w5_d262e24045
Croaten	w7_d262e24048
beunruhigen	w9_d262e24051
lassen,	w11_d262e24054
bis	w13_d262e24058
der	w15_d262e24061
General	w17_d262e24064
Saint	w19_d262e24067
Jgnon	w1_d262e24072
mit	w3_d262e24075
der	w5_d262e24078
beyhabenden	w7_d262e24081
Cavallerie	w9_d262e24084
ebenfalls	w11_d262e24087
herbey	w13_d262e24091
kame.	w15_d262e24094
</p>
<p id="p28_d262e24097">
Dieser	w1_d262e24101
nun	w3_d262e24104
hatte	w5_d262e24107
kaum	w7_d262e24110
beobachtet,	w9_d262e24113
wie	w11_d262e24116
sich	w13_d262e24120
die	w15_d262e24123
feindliche	w17_d262e24126
Cavallerie	w19_d262e24129
rangirte,	w1_d262e24134
so	w3_d262e24137
griffe	w5_d262e24140
er	w7_d262e24143
solche	w9_d262e24146
mit	w11_d262e24149
denen	w13_d262e24153
Grenadiers,	w15_d262e24156
und	w17_d262e24159
dem	w19_d262e24162
Zweybrückischen	w21_d262e24165
Dragoner=regiment	w1_d262e24170
(nachdeme	w3_d262e24173
das	w5_d262e24176
neu=errichtet=Fürst=Lowensteinische	w7_d262e24179
zur	w1_d262e24185
Beybachtung	w3_d262e24188
der	w5_d262e24191
Ubrigen	w7_d262e24194
sich	w9_d262e24197
auf	w11_d262e24200
denen	w13_d262e24204
anderen	w15_d262e24207
Seiten	w17_d262e24210
formirenden	w19_d262e24213
feindlichen	w1_d262e24218
Cavallerie	w3_d262e24221
anderweit	w5_d262e24224
postiret	w7_d262e24227
worden	w9_d262e24230
ware)	w11_d262e24233
mit	w13_d262e24237
ganz	w15_d262e24240
ausneh	w17_d262e24243
mender	w1_d262e24248
Tapferkeit	w3_d262e24251
an,	w5_d262e24254
dergestalten	w7_d262e24257
zwar,	w9_d262e24260
daß,	w11_d262e24263
ungeachtet	w13_d262e24267
der	w15_d262e24270
währen	w17_d262e24273
den	w1_d262e24278
Attaque	w3_d262e24281
vom	w5_d262e24284
Feinde	w7_d262e24287
an	w9_d262e24290
4.	w11_d262e24293
Seiten	w13_d262e24297
erregten	w15_d262e24300
heftigen	w17_d262e24303
Canonade	w19_d262e24306
die	w21_d262e24309
gegentheilige	w1_d262e24315
Cavallerie	w3_d262e24318
zu	w5_d262e24321
verschiedenen	w7_d262e24324
Malen	w9_d262e24327
völlig	w11_d262e24330
geschlagen,	w13_d262e24334
in	w15_d262e24337
die	w17_d262e24340
Flucht	w1_d262e24345
gejaget,	w3_d262e24348
und	w5_d262e24351
zerstreuet	w7_d262e24354
worden.	w9_d262e24357
Unsere	w11_d262e24360
Cavallerie	w13_d262e24364
drange	w15_d262e24367
nebst	w17_d262e24370
bey	w1_d262e24375
sogar	w3_d262e24378
zwischen	w5_d262e24381
und	w7_d262e24384
hinter	w9_d262e24387
die	w11_d262e24390
feindliche	w13_d262e24394
Canons,	w15_d262e24397
welche	w17_d262e24400
nebst	w19_d262e24403
der	w21_d262e24406
Ba	w23_d262e24409
gage	w1_d262e24414
in	w3_d262e24417
einem	w5_d262e24420
Dorfe	w7_d262e24423
dermassen	w9_d262e24426
eilfertig	w11_d262e24429
zusammen	w13_d262e24433
gefahren	w15_d262e24436
waren,	w17_d262e24439
daß	w19_d262e24442
sie	w21_d262e24445
sich	w1_d262e24451
nicht	w3_d262e24454
sogleich	w5_d262e24457
aus	w7_d262e24460
einander	w9_d262e24463
entwicklen	w11_d262e24466
konten.	w13_d262e24470
Andurch	w15_d262e24473
nun	w17_d262e24476
wurde	w19_d262e24479
un	w21_d262e24482
</p>
<p id="p32_d262e24487">
sere	w1_d262e24491
Cavallerie	w3_d262e24494
genöhtiget	w5_d262e24497
sich	w7_d262e24500
in	w9_d262e24503
etwas	w11_d262e24506
aus	w13_d262e24510
einander	w15_d262e24513
zu	w17_d262e24516
begeben,	w19_d262e24519
dahero	w21_d262e24522
der	w1_d262e24527
General	w3_d262e24530
Laudohn	w5_d262e24533
unverlängt	w7_d262e24536
einige	w9_d262e24539
Bataillons	w11_d262e24542
mit	w13_d262e24546
ihren	w15_d262e24549
Canonen	w17_d262e24552
zu	w1_d262e24557
derer	w3_d262e24560
Soutenirung	w5_d262e24563
gegen	w7_d262e24566
dem	w9_d262e24569
Feind	w11_d262e24572
hervor	w13_d262e24576
zu	w15_d262e24579
brechen	w17_d262e24582
beorderte,	w19_d262e24585
unter	w21_d262e24588
derer	w1_d262e24594
Bedeckung	w3_d262e24597
der	w5_d262e24600
General	w7_d262e24603
Saint	w9_d262e24606
Jgnon	w11_d262e24609
seine	w13_d262e24613
Cavallerie	w15_d262e24616
anwieder	w17_d262e24619
in	w19_d262e24622
bester	w1_d262e24627
Ordnung	w3_d262e24630
formirte.	w5_d262e24633
Bey	w7_d262e24636
dieser	w9_d262e24639
Attaque	w11_d262e24642
hatte	w13_d262e24646
man	w15_d262e24649
unserer	w17_d262e24652
Seits	w19_d262e24655
von	w1_d262e24660
dem	w3_d262e24663
Frinde	w5_d262e24666
allschon	w7_d262e24669
3.	w9_d262e24672
Estandarten	w11_d262e24675
und	w13_d262e24679
viele	w15_d262e24682
Canonen	w17_d262e24685
erobert;	w19_d262e24688
es	w21_d262e24691
ver	w23_d262e24694
hinderte	w1_d262e24699
jedoch	w3_d262e24702
die	w5_d262e24705
Fläche,	w7_d262e24708
auf	w9_d262e24711
welcher	w11_d262e24714
der	w13_d262e24718
Feind	w15_d262e24721
sothane	w17_d262e24724
Ehren=zeichen	w19_d262e24727
zu	w21_d262e24730
ruck	w1_d262e24736
liesse,	w3_d262e24739
absonderlich	w5_d262e24742
die	w7_d262e24745
Canonen	w9_d262e24748
von	w11_d262e24751
dannen	w13_d262e24755
hinweg,	w15_d262e24758
und	w17_d262e24761
in	w19_d262e24764
Sicher	w21_d262e24767
heit	w1_d262e24772
zu	w3_d262e24775
bringen,	w5_d262e24778
gestalten	w7_d262e24781
gleich	w9_d262e24784
darauf	w11_d262e24787
nicht	w13_d262e24791
nur	w15_d262e24794
die	w17_d262e24797
in	w19_d262e24800
16000.	w21_d262e24803
Mann	w23_d262e24806
beste.	w25_d262e24810
hende	w1_d262e24815
Colonne	w3_d262e24818
denen	w5_d262e24821
Unserigen	w7_d262e24824
sich	w9_d262e24827
mit	w11_d262e24830
ihren	w13_d262e24834
ganzen	w15_d262e24837
Kräften	w17_d262e24840
entgee	w19_d262e24843
stellte,	w1_d262e24848
sondern	w3_d262e24851
auch	w5_d262e24854
der	w7_d262e24857
