<doc id="wr_1760-08-06" attrs="word" year="1760" month="08" day="06" corpus="2">
<head id="h2_d473e3491">
Toulon	w1_d473e3495
Rößl	w9_d473e15023
im	w11_d473e15026
Markt	w13_d473e15030
Humberg,	w1_d473e15035
samt	w3_d473e15038
denen	w5_d473e15041
hierzu	w7_d473e15044
gehörigen	w9_d473e15047
4.	w11_d473e15050
ordinart	w13_d473e15054
</p>
<p id="p20_d473e15057">
Haus=überländ=Grund=stücken,	w1_d473e15061
wie	w3_d473e15064
auch	w5_d473e15067
10.	w7_d473e15070
ein	w9_d473e15073
Viertl	w1_d473e15078
Joch	w3_d473e15081
überland=Aecker,	w5_d473e15084
2.	w7_d473e15087
Viertl	w9_d473e15090
Weingart	w11_d473e15093
äcker	w1_d473e15098
samt	w3_d473e15101
Garten,	w5_d473e15104
ein	w7_d473e15107
Viertl	w9_d473e15110
Tagwerk	w11_d473e15113
Poitl,	w13_d473e15117
ein	w1_d473e15123
Viertl	w3_d473e15126
Weingarien,	w5_d473e15129
und	w7_d473e15132
1.	w9_d473e15135
Kraut=garten,	w11_d473e15138
ex	w13_d473e15142
officio	w1_d473e15147
verkauffet	w3_d473e15150
werden;	w5_d473e15153
Als	w7_d473e15156
wird	w9_d473e15159
hiemit	w11_d473e15162
auf	w13_d473e15166
den	w1_d473e15171
26.	w3_d473e15174
Monats=tag	w5_d473e15177
Augusti	w7_d473e15180
lauffenden	w9_d473e15183
Jahrs	w11_d473e15186
eine	w13_d473e15190
Licitations=tagssatzung	w1_d473e15195
angeordnet;	w3_d473e15198
wer	w5_d473e15201
demnach	w7_d473e15204
so	w1_d473e15210
thane	w3_d473e15213
Behausung	w5_d473e15216
samt	w7_d473e15219
Grund=stücke	w9_d473e15222
zu	w11_d473e15225
erkauffen	w13_d473e15229
willens,	w1_d473e15234
hat	w3_d473e15237
an	w5_d473e15240
ob=bestimmten	w7_d473e15243
Tag	w9_d473e15246
Fruh	w11_d473e15249
um	w13_d473e15253
9	w15_d473e15256
Uhr	w1_d473e15261
auf	w3_d473e15264
allhiesigen	w5_d473e15267
Raht=haus	w7_d473e15270
zu	w9_d473e15273
erscheinen,	w11_d473e15276
und	w13_d473e15280
sich	w1_d473e15285
allda	w3_d473e15288
anmelden	w5_d473e15291
zu	w7_d473e15294
lassen,	w9_d473e15297
welches	w11_d473e15300
denensel	w13_d473e15304
ben	w1_d473e15310
anmit	w3_d473e15313
durch	w5_d473e15316
dieses	w7_d473e15319
offentliche	w9_d473e15322
Edict	w11_d473e15325
erinneret	w13_d473e15329
wird.	w1_d473e15334
</p>
<list id="l22_d473e15337">
</list>
<list id="l24_d473e15343">
Himmelfahrt	w1_d473e15347
der	w3_d473e15350
Himmels=königin	w5_d473e15353
Jungfrau	w7_d473e15356
und	w9_d473e15359
Mutter	w1_d473e15364
GOttes	w3_d473e15367
Maria.	w5_d473e15370
Das	w7_d473e15373
Stuck	w9_d473e15376
im	w11_d473e15379
Leder	w13_d473e15383
gebunden	w1_d473e15388
à	w3_d473e15391
17.	w5_d473e15394
kr.	w7_d473e15397
ordinari	w9_d473e15400
gebunden	w11_d473e15403
à	w13_d473e15407
11.	w15_d473e15410
kr.	w17_d473e15413
Historischer	w1_d473e15419
Catechismus,	w3_d473e15422
oder	w5_d473e15425
gründliche	w7_d473e15428
Glau	w9_d473e15431
beus	w1_d473e15436
und	w3_d473e15439
Sitten=lehren	w5_d473e15442
aus	w7_d473e15445
denen	w9_d473e15448
Geschichten	w11_d473e15451
der	w13_d473e15455
Göttlichen	w1_d473e15460
Schrift	w3_d473e15463
heraus	w5_d473e15466
gezogen,	w7_d473e15469
und	w9_d473e15472
hervorge	w11_d473e15475
geben	w1_d473e15480
durch	w3_d473e15483
P.	w5_d473e15486
Ignatium	w7_d473e15489
Parhamer	w9_d473e15492
S.)	w11_d473e15495
bey	w13_d473e15499
jedem	w15_d473e15502
Capitel	w1_d473e15508
mit	w3_d473e15511
vorhergehenden	w5_d473e15514
in	w7_d473e15517
Kupfer	w9_d473e15520
gestochenen	w11_d473e15523
Vorstellungen	w1_d473e15528
ausgezieret.	w3_d473e15531
Das	w5_d473e15534
Stück	w7_d473e15537
im	w9_d473e15540
Fran	w11_d473e15543
zösischen	w1_d473e15548
Band	w3_d473e15551
à	w5_d473e15554
2.	w7_d473e15557
fl.	w9_d473e15560
P.	w1_d473e15565
Caroli	w3_d473e15568
Catranci	w5_d473e15571
S.	w7_d473e15574
J.	w9_d473e15577
ewige	w11_d473e15580
Grund	w13_d473e15584
sätze	w15_d473e15587
in	w17_d473e15590
un	w19_d473e15593
terschiedlichen	w1_d473e15599
geistlichen	w3_d473e15602
Lesungen	w5_d473e15605
abgetheilet	w7_d473e15608
und	w9_d473e15611
vorgetragen,	w1_d473e15616
besonders	w3_d473e15619
denenjenigen	w5_d473e15622
zum	w7_d473e15625
Behuf,	w9_d473e15628
welche	w1_d473e15633
sich	w3_d473e15636
in	w5_d473e15639
die	w7_d473e15642
geistliche	w9_d473e15645
Einöde	w11_d473e15648
des	w13_d473e15652
Heil.	w15_d473e15655
Jgna	w17_d473e15658
tii	w1_d473e15663
begeben.	w3_d473e15666
Das	w5_d473e15669
Stück	w7_d473e15672
im	w9_d473e15675
Französischen	w11_d473e15678
Band	w13_d473e15682
2	w1_d473e15688
1.	w3_d473e15691
fl.	w5_d473e15694
15.	w7_d473e15697
kr.	w9_d473e15700
Geist	w1_d473e15705
des	w3_d473e15708
Heil.	w5_d473e15711
Francisci	w7_d473e15714
von	w9_d473e15717
Sales,	w11_d473e15720
Bischof	w13_d473e15724
und	w1_d473e15729
Fürsten	w3_d473e15732
zu	w5_d473e15735
Genf;	w7_d473e15738
zu	w9_d473e15741
nutzlicher	w11_d473e15744
Unterweisung	w13_d473e15748
aller	w1_d473e15753
Gattungen	w3_d473e15756
von	w5_d473e15759
Personen;	w7_d473e15762
neu	w9_d473e15765
in	w11_d473e15768
zwey	w13_d473e15772
Ab	w15_d473e15775
theilungen	w1_d473e15781
oder	w3_d473e15784
bequeme	w5_d473e15787
Octav	w7_d473e15790
bäude	w9_d473e15793
hervorgege	w11_d473e15796
bene	w1_d473e15801
Auf	w3_d473e15804
lage.	w5_d473e15807
Das	w7_d473e15810
Stück	w9_d473e15813
im	w11_d473e15816
Französischen	w13_d473e15820
Ein	w15_d473e15823
bund	w1_d473e15828
à	w3_d473e15831
1.	w5_d473e15834
fl.	w7_d473e15837
42.	w9_d473e15840
kr.	w11_d473e15843
</list>
<list id="l26_d473e15847">
schen	w1_d473e15851
Buch=gewölbe	w3_d473e15854
ist	w5_d473e15857
zu	w7_d473e15860
bekommen:	w9_d473e15863
Marianischer	w1_d473e15868
Ehren=kranz,	w3_d473e15871
das	w5_d473e15874
ist:	w7_d473e15877
Andacht	w9_d473e15880
für	w1_d473e15885
alle	w3_d473e15888
Täg	w5_d473e15891
des	w7_d473e15894
Monats	w9_d473e15897
von	w11_d473e15900
der	w13_d473e15904
glorwürdigen	w15_d473e15907
</list>
<p id="p28_d473e15911">
Auf	w1_d473e15915
den	w3_d473e15918
5.	w5_d473e15921
Sept.	w7_d473e15924
1760.	w9_d473e15927
werden	w11_d473e15930
die	w13_d473e15934
in	w15_d473e15937
weil.	w17_d473e15940
Johann	w1_d473e15945
Jgnatz	w3_d473e15948
Heyinger	w5_d473e15951
Universitätsbuchdru	w7_d473e15954
ckers,	w1_d473e15959
und	w3_d473e15962
behausten	w5_d473e15965
Burgers	w7_d473e15968
seel.	w9_d473e15971
Verlassenschaft	w11_d473e15974
gehörige	w1_d473e15980
Bücher,	w3_d473e15983
wie	w5_d473e15986
auch	w7_d473e15989
die	w9_d473e15992
Druckereyef	w11_d473e15995
fecten,	w1_d473e16000
bestehend:	w3_d473e16003
in	w5_d473e16006
vorhandenen	w7_d473e16009
Schriften,	w9_d473e16012
Buchstaben,	w1_d473e16017
Formen,	w3_d473e16020
und	w5_d473e16023
anderen	w7_d473e16026
Jnstrumen	w9_d473e16029
ten	w1_d473e16034
dem	w3_d473e16037
Meistbietenden	w5_d473e16040
durch	w7_d473e16043
eine	w9_d473e16046
offentliche	w11_d473e16049
Li	w13_d473e16053
citation	w1_d473e16059
verkauffet	w3_d473e16062
werden	w5_d473e16065
in	w7_d473e16068
dem	w9_d473e16071
Heyingerischer,	w11_d473e16074
oder	w1_d473e16079
Buchdruckerischen	w3_d473e16082
Haus	w5_d473e16085
in	w7_d473e16088
der	w9_d473e16091
Römer	w11_d473e16094
straß	w13_d473e16098
neben	w1_d473e16103
denen	w3_d473e16106
Jacoberinnen	w5_d473e16109
fruh	w7_d473e16112
von	w9_d473e16115
9.	w11_d473e16118
bis	w13_d473e16122
12.	w15_d473e16125
und	w1_d473e16130
Nachmittags	w3_d473e16133
von	w5_d473e16136
3.	w7_d473e16139
bis	w9_d473e16142
6.	w11_d473e16145
Uhr.	w13_d473e16149
</p>
<p id="p30_d473e16152">
Auf	w1_d473e16156
hohe	w3_d473e16159
Verordnung	w5_d473e16162
einer	w7_d473e16165
Hochlöbl.	w9_d473e16168
Kaiserl.	w11_d473e16171
Königl.	w1_d473e16176
in	w3_d473e16179
General=militar=invaliden=sachen	w5_d473e16182
allerhöchst	w1_d473e16187
angeordneten	w3_d473e16190
Hof=commißion,	w5_d473e16193
wird	w7_d473e16196
vom	w1_d473e16202
hiesigen	w3_d473e16205
Militarinvalidenhausescom	w5_d473e16208
mando	w1_d473e16213
durch	w3_d473e16216
dieses	w5_d473e16219
offentliche	w7_d473e16222
Edict	w9_d473e16225
jedermänni	w11_d473e16228
glich	w1_d473e16233
kund	w3_d473e16236
und	w5_d473e16239
zu	w7_d473e16242
wissen	w9_d473e16245
gemacht:	w11_d473e16248
welchergestal	w13_d473e16252
</p>
<p id="p34_d473e16257">
len	w1_d473e16261
für	w3_d473e16264
nöhtig	w5_d473e16267
befunden	w7_d473e16270
worden,	w9_d473e16273
alle	w11_d473e16276
und	w13_d473e16280
jede,	w15_d473e16283
welche	w1_d473e16288
an	w3_d473e16291
der	w5_d473e16294
Verlassenschaft	w7_d473e16297
des	w9_d473e16300
den	w11_d473e16303
25.	w13_d473e16307
Februarii	w15_d473e16310
anheuer	w1_d473e16315
alhier	w3_d473e16318
verstorbenen	w5_d473e16321
JnvalidenHaupt	w7_d473e16324
manns	w1_d473e16330
Herrn	w3_d473e16333
Joseph	w5_d473e16336
von	w7_d473e16339
Widtmann,	w9_d473e16342
von	w11_d473e16345
dem	w13_d473e16349
Löbl.	w1_d473e16354
Felb=marschall	w3_d473e16357
Prinz	w5_d473e16360
Hildburgshausischen	w7_d473e16363
Jnfanterie=regiment	w1_d473e16368
seel.	w3_d473e16371
einen	w5_d473e16374
Erb=rechts=spruch,	w7_d473e16377
oder	w1_d473e16382
anderweiteren	w3_d473e16385
Forderung	w5_d473e16388
machen	w7_d473e16391
zu	w9_d473e16394
können	w11_d473e16397
vermeinen,	w1_d473e16403
per	w3_d473e16406
Edicta	w5_d473e16409
ad	w7_d473e16412
valvas	w9_d473e16415
zu	w11_d473e16418
citiren,	w13_d473e16422
dergestalten,	w1_d473e16427
daß	w3_d473e16430
sie	w5_d473e16433
solche	w7_d473e16436
Sprüch	w9_d473e16439
und	w11_d473e16442
Anfor	w13_d473e16446
derungen	w1_d473e16451
inner	w3_d473e16454
Zeit	w5_d473e16457
von	w7_d473e16460
drey	w9_d473e16463
Monaten	w11_d473e16466
anmel	w13_d473e16470
den,	w1_d473e16475
und	w3_d473e16478
die	w5_d473e16481
zum	w7_d473e16484
Beweis	w9_d473e16487
erforderliche	w11_d473e16490
Behelfe	w13_d473e16494
in	w15_d473e16497
Originali	w1_d473e16503
oder	w3_d473e16506
beglaubten	w5_d473e16509
Abschrift	w7_d473e16512
einlegen	w9_d473e16515
sol	w11_d473e16518
len.	w1_d473e16523
Wie	w3_d473e16526
nun	w5_d473e16529
zu	w7_d473e16532
diesem	w9_d473e16535
Ende	w11_d473e16538
der	w13_d473e16542
14.	w15_d473e16545
Octob.	w17_d473e16548
dieses	w1_d473e16553
1760sten	w3_d473e16556
Jahrs	w5_d473e16559
fruh	w7_d473e16562
um	w9_d473e16565
9.	w11_d473e16568
Uhr	w13_d473e16572
in	w15_d473e16575
dem	w17_d473e16578
obgedachten	w1_d473e16583
Militar=invaliden=haus=auditoriat	w3_d473e16586
in	w1_d473e16592
der	w3_d473e16595
Alster=gassen	w5_d473e16598
zu	w7_d473e16601
erscheinen	w9_d473e16604
sub	w11_d473e16607
Termino	w13_d473e16611
1mo.	w1_d473e16616
2do.	w3_d473e16619
tertio,	w5_d473e16622
ac	w7_d473e16625
præclusi	w9_d473e16628
hiemit	w11_d473e16631
anberau	w13_d473e16635
met	w1_d473e16640
wird,	w3_d473e16643
als	w5_d473e16646
werden	w7_d473e16649
alle	w9_d473e16652
und	w11_d473e16655
jede,	w13_d473e16659
so	w15_d473e16662
an	w17_d473e16665
ob	w19_d473e16668
bemeldt=verstorbenen	w1_d473e16673
Jnvaliden=haupt=mann	w3_d473e16676
Herrn	w1_d473e16682
von	w3_d473e16685
Widtmann	w5_d473e16688
Verlassenschaft	w7_d473e16691
einige	w9_d473e16694
An	w11_d473e16697
sprüch	w1_d473e16702
und	w3_d473e16705
Forderungen	w5_d473e16708
zu	w7_d473e16711
stellen	w9_d473e16714
vermeinen,	w11_d473e16717
solche	w1_d473e16722
an	w3_d473e16725
obbestimmten	w5_d473e16728
Tag	w7_d473e16731
und	w9_d473e16734
Stund	w11_d473e16737
also	w13_d473e16741
ge	w15_d473e16744
wiß	w1_d473e16749
anzumelden,	w3_d473e16752
und	w5_d473e16755
zu	w7_d473e16758
liquidiren	w9_d473e16761
wissen,	w11_d473e16764
wie	w13_d473e16768
im	w1_d473e16774
widrigen	w3_d473e16777
selbe	w5_d473e16780
nach	w7_d473e16783
Verfliessung	w9_d473e16786
obigen	w11_d473e16789
Ter	w13_d473e16793
mins	w1_d473e16798
nicht	w3_d473e16801
mehr	w5_d473e16804
gehöret,	w7_d473e16807
sondern	w9_d473e16810
denen	w11_d473e16813
Aus	w13_d473e16817
bleibenden	w1_d473e16822
das	w3_d473e16825
ewige	w5_d473e16828
Stillschweigen	w7_d473e16831
auferleget,	w9_d473e16834
und	w1_d473e16839
hierüber	w3_d473e16842
das	w5_d473e16845
Weitere	w7_d473e16848
der	w9_d473e16851
rechtlichen	w11_d473e16854
Ord	w13_d473e16858
nung	w1_d473e16864
nach	w3_d473e16867
vorgekehret	w5_d473e16870
werden	w7_d473e16873
solle.	w9_d473e16876
</p>
<p id="p36_d473e16880">
Wir	w1_d473e16884
N.	w3_d473e16887
Rector	w5_d473e16890
&	w7_d473e16893
Consistorium	w9_d473e16896
in	w11_d473e16899
Judiciali-	w13_d473e16903
bus	w1_d473e16908
der	w3_d473e16911
uralt	w5_d473e16914
und	w7_d473e16917
weit=berühmten	w9_d473e16920
Universität	w11_d473e16923
alhier,	w1_d473e16928
geben	w3_d473e16931
hiemit	w5_d473e16934
durch	w7_d473e16937
dieses	w9_d473e16940
offentliche	w11_d473e16943
Edict	w13_d473e16947
allen	w1_d473e16953
und	w3_d473e16956
jeden	w5_d473e16959
weil.	w7_d473e16962
Frauen	w9_d473e16965
Annä	w11_d473e16968
Magdalenä	w13_d473e16972
Ruckhin,	w1_d473e16977
geborner	w3_d473e16980
Proseggin	w5_d473e16983
seel.	w7_d473e16986
sich	w9_d473e16989
legitimi	w11_d473e16992
ren	w1_d473e16997
vermögenden	w3_d473e17000
nächsten	w5_d473e17003
Befreundten,	w7_d473e17006
sonder	w9_d473e17009
heitlich	w1_d473e17014
aber	w3_d473e17017
deroselben	w5_d473e17020
einbändigen	w7_d473e17023
Bruder	w9_d473e17026
Jo	w11_d473e17029
seph	w1_d473e17035
Cronraif,	w3_d473e17038
oder	w5_d473e17041
allenfalls	w7_d473e17044
dessen	w9_d473e17047
nachgelasse	w11_d473e17050
nen	w1_d473e17055
Erben	w3_d473e17058
zu	w5_d473e17061
vernehmen:	w7_d473e17064
welcher	w9_d473e17067
gestalten,	w11_d473e17070
und	w13_d473e17074
nachdeme	w1_d473e17079
erst	w3_d473e17082
besagte	w5_d473e17085
Frau	w7_d473e17088
Magdalena	w9_d473e17091
Ruckhin,	w11_d473e17094
kaut	w1_d473e17099
ihres	w3_d473e17102
Testaments	w5_d473e17105
de	w7_d473e17108
publicatione	w9_d473e17111
27.	w11_d473e17114
Febr.	w13_d473e17118
1740.	w1_d473e17124
Paragrapho	w3_d473e17127
drittens	w5_d473e17130
ihren	w7_d473e17133
nächsten	w9_d473e17136
sich	w11_d473e17139
hierzu	w1_d473e17144
legitimirenden	w3_d473e17147
Befreunden	w5_d473e17150
1000.	w7_d473e17153
Gulden	w9_d473e17156
Reinisch	w1_d473e17161
legiret	w3_d473e17164
hat,	w5_d473e17167
einige	w7_d473e17170
deroselben	w9_d473e17173
sich	w11_d473e17176
ange	w13_d473e17180
gebenen	w1_d473e17185
ruckgelassene	w3_d473e17188
nächste	w5_d473e17191
Befreunde	w7_d473e17194
nicht	w9_d473e17197
nur	w11_d473e17200
ehehin	w1_d473e17206
das	w3_d473e17209
Capital	w5_d473e17212
vorstehenden	w7_d473e17215
Legats	w9_d473e17218
pr.	w11_d473e17221
1000.	w13_d473e17225
fl.	w1_d473e17230
allschon	w3_d473e17233
empfangen,	w5_d473e17236
sondern	w7_d473e17239
auch	w9_d473e17242
um	w11_d473e17245
die	w13_d473e17249
Er	w15_d473e17252
folglassung	w1_d473e17257
deren	w3_d473e17260
von	w5_d473e17263
erst	w7_d473e17266
bemeldetem	w9_d473e17269
Legat	w11_d473e17272
ab	w13_d473e17276
gefallenen	w1_d473e17281
Jnteressen,	w3_d473e17284
und	w5_d473e17287
dero	w7_d473e17290
Willen	w9_d473e17293
zu	w11_d473e17296
Hoch	w13_d473e17300
löbl.	w1_d473e17306
N.	w3_d473e17309
Oe.	w5_d473e17312
Regierung	w7_d473e17315
in	w9_d473e17318
baaren	w11_d473e17321
depositirten	w13_d473e17325
855.	w1_d473e17330
fl.	w3_d473e17333
3.	w5_d473e17336
kr.	w7_d473e17339
angelanget,	w9_d473e17342
und	w11_d473e17345
um	w13_d473e17349
vor	w15_d473e17352
hochgedacht	w17_d473e17355
N.	w1_d473e17360
Oe.	w3_d473e17363
Regierung	w5_d473e17366
über	w7_d473e17369
den	w9_d473e17372
hierinfalls	w11_d473e17375
abgefor	w13_d473e17379
dert	w1_d473e17384
auch	w3_d473e17387
erstatteten	w5_d473e17390
ex	w7_d473e17393
officio	w9_d473e17396
Bericht	w11_d473e17399
untern	w13_d473e17403
17.	w15_d473e17406
April	w1_d473e17412
inlebenden	w3_d473e17415
Jahrs	w5_d473e17418
verordnet:	w7_d473e17421
daß	w9_d473e17424
bey	w11_d473e17427
die	w13_d473e17431
sem	w1_d473e17436
Venerabili	w3_d473e17439
Consistorio	w5_d473e17442
Universitatis	w7_d473e17445
in	w9_d473e17448
Ju-	w11_d473e17451
dicialibus	w1_d473e17456
allerseits	w3_d473e17459
Jntereßirte	w5_d473e17462
vorgeforderet,	w7_d473e17465
solche	w1_d473e17470
zu	w3_d473e17473
vergleichen	w5_d473e17476
Fleiß	w7_d473e17479
angekehret,	w9_d473e17482
in	w11_d473e17485
Ent	w13_d473e17489
stehung	w1_d473e17495
dessen	w3_d473e17498
aber,	w5_d473e17501
was	w7_d473e17504
Rechtens	w9_d473e17507
ist,	w11_d473e17510
salvo	w13_d473e17514
recursu	w1_d473e17519
erkennet	w3_d473e17522
werden	w5_d473e17525
solle.	w7_d473e17528
Wann	w9_d473e17531
nun	w11_d473e17534
auf	w13_d473e17538
meiters	w1_d473e17543
Anlangen	w3_d473e17546
erdeut=einiger	w5_d473e17549
sich	w7_d473e17552
angegebe	w9_d473e17555
</p>
<p id="p38_d473e17558">
nen	w1_d473e17562
Ruckischen	w3_d473e17565
Anverwandten	w5_d473e17568
der	w7_d473e17571
14.	w9_d473e17574
Novemb.	w11_d473e17577
dieses	w1_d473e17582
lauffenden	w3_d473e17585
1760.	w5_d473e17588
Jahrs	w7_d473e17591
Nachmittags	w9_d473e17594
um	w11_d473e17597
3.	w1_d473e17602
Uhr	w3_d473e17605
bey	w5_d473e17608
diesseitigem	w7_d473e17611
Consistorio	w9_d473e17614
Universitatis	w11_d473e17617
in	w1_d473e17623
Judicialibus	w3_d473e17626
zu	w5_d473e17629
erscheinen	w7_d473e17632
zur	w9_d473e17635
peremptorie	w11_d473e17638
clau	w13_d473e17642
sulirten	w1_d473e17647
Tagsatzung	w3_d473e17650
bestimmet	w5_d473e17653
worden.	w7_d473e17656
Als	w9_d473e17659
wird	w11_d473e17662
allen	w1_d473e17667
denen,	w3_d473e17670
welche	w5_d473e17673
auf	w7_d473e17676
dieses	w9_d473e17679
Ruckhische	w11_d473e17682
Le	w13_d473e17686
gat,	w1_d473e17691
und	w3_d473e17694
hiervon	w5_d473e17697
abgefallene	w7_d473e17700
Jnteresse	w9_d473e17703
Sprüch,	w11_d473e17706
und	w1_d473e17712
hierauf	w3_d473e17715
einiges	w5_d473e17718
Recht	w7_d473e17721
zu	w9_d473e17724
haben	w11_d473e17727
vermeinen,	w13_d473e17731
sonderheitlich	w1_d473e17736
aber	w3_d473e17739
dem	w5_d473e17742
Joseph	w7_d473e17745
Cronraif,	w9_d473e17748
oder	w11_d473e17751
dessen	w1_d473e17756
Erben	w3_d473e17759
hiemit	w5_d473e17762
auferleget,	w7_d473e17765
daß	w9_d473e17768
selbe	w11_d473e17771
bey	w13_d473e17775
be	w15_d473e17778
meldter	w1_d473e17783
auf	w3_d473e17786
den	w5_d473e17789
14.	w7_d473e17792
Novemb.	w9_d473e17795
dies	w11_d473e17798
Jahrs	w13_d473e17802
be	w15_d473e17805
stimmten	w1_d473e17811
Tagsatzung	w3_d473e17814
mit	w5_d473e17817
ihren	w7_d473e17820
Legitimations	w9_d473e17823
nohtdurften	w1_d473e17828
wol	w3_d473e17831
gefaster	w5_d473e17834
erscheinen,	w7_d473e17837
das	w9_d473e17840
Behörige	w11_d473e17843
der	w1_d473e17848
Ordnung	w3_d473e17851
nach	w5_d473e17854
beybringen,	w7_d473e17857
und	w9_d473e17860
verhandlen,	w11_d473e17863
wie	w1_d473e17868
im	w3_d473e17871
widrigen	w5_d473e17874
von	w7_d473e17877
denen	w9_d473e17880
Gegenwärtigen	w11_d473e17883
die	w13_d473e17887
Nohtdurft	w1_d473e17893
und	w3_d473e17896
hierüber	w5_d473e17899
was	w7_d473e17902
Rechtens	w9_d473e17905
ist,	w11_d473e17908
er	w13_d473e17912
kennet	w1_d473e17917
werden	w3_d473e17920
solle.	w5_d473e17923
Wornach	w7_d473e17926
sich	w9_d473e17929
dann	w11_d473e17932
allerseits	w13_d473e17936
Jnterreßirte,	w1_d473e17941
und	w3_d473e17944
der	w5_d473e17947
Joseph	w7_d473e17950
Cronraif	w9_d473e17953
zu	w11_d473e17956
rich	w13_d473e17960
ten,	w1_d473e17965
und	w3_d473e17968
ihr	w5_d473e17971
Recht	w7_d473e17974
zu	w9_d473e17977
beobachten	w11_d473e17980
wissen	w13_d473e17984
werden.	w15_d473e17987
</p>
<list id="l40_d473e17990">
</list>
<list id="l42_d473e17995">
nächst	w1_d473e17999
dem	w3_d473e18002
Todren=kopf	w5_d473e18005
ist	w7_d473e18008
zu	w9_d473e18011
haben:	w11_d473e18014
Carte	w1_d473e18019
particuiiers	w3_d473e18022
de	w5_d473e18025
l'Amerique	w7_d473e18028
Septentno-	w9_d473e18031
nale	w1_d473e18036
par	w3_d473e18039
Mr.	w5_d473e18042
Henry	w7_d473e18045
Popple.	w9_d473e18048
2.)	w11_d473e18051
Nouvelle	w13_d473e18055
Carte	w15_d473e18058
particuliere	w1_d473e18064
de	w3_d473e18067
l'Amerique,	w5_d473e18070
ou	w7_d473e18073
sont	w9_d473e18076
exactement	w11_d473e18079
marquées,	w1_d473e18084
une	w3_d473e18087
partie	w5_d473e18090
de	w7_d473e18093
la	w9_d473e18096
Baye	w11_d473e18099
d'Hudlon,	w13_d473e18103
le	w15_d473e18106
Bays	w1_d473e18111
des	w3_d473e18114
Kilistinons,	w5_d473e18117
la	w7_d473e18120
source	w9_d473e18123
de	w11_d473e18126
la	w13_d473e18130
grande	w15_d473e18133
Riviere	w1_d473e18138
de	w3_d473e18141
Missisippi,	w5_d473e18144
le	w7_d473e18147
Bays	w9_d473e18150
des	w11_d473e18153
Ilsinois	w13_d473e18157
&cr	w15_d473e18160
3.)	w1_d473e18166
Ou	w3_d473e18169
fons	w5_d473e18172
exactement	w7_d473e18175
matqués,	w9_d473e18178
la	w11_d473e18181
nourelle	w13_d473e18185
Bretagne,	w1_d473e18190
le	w3_d473e18193
Canada	w5_d473e18196
on	w7_d473e18199
la	w9_d473e18202
nouvelle	w11_d473e18205
France,	w13_d473e18209
ia	w15_d473e18212
nouvelle	w1_d473e18217
Ecosse,	w3_d473e18220
la	w5_d473e18223
pouvelle	w7_d473e18226
Angleterre,	w9_d473e18229
la	w11_d473e18232
nou-	w13_d473e18236
velle	w1_d473e18241
Forck,	w3_d473e18244
la	w5_d473e18247
Pensilvanie,	w7_d473e18250
Mary-land,	w9_d473e18253
la	w11_d473e18256
Ca-	w13_d473e18260
roline	w1_d473e18266
Septentrionale,	w3_d473e18269
PIsle	w5_d473e18272
de	w7_d473e18275
Terre	w9_d473e18278
Neuvé,	w11_d473e18281
le	w13_d473e18285
grand	w1_d473e18290
Banc	w3_d473e18293
&c.	w5_d473e18296
4.)	w7_d473e18299
Ou	w9_d473e18302
sont	w11_d473e18305
exactement	w13_d473e18309
marque	w15_d473e18312
la	w1_d473e18317
Caroline	w3_d473e18320
Meridionale,	w5_d473e18323
la	w7_d473e18326
Floride,	w9_d473e18329
la	w11_d473e18332
Louilane,	w13_d473e18336
le	w1_d473e18341
Mexigne,	w3_d473e18344
le	w5_d473e18347
Tucatan,	w7_d473e18350
le	w9_d473e18353
Guatimala,	w11_d473e18356
le	w13_d473e18360
Da-	w15_d473e18363
rien,	w1_d473e18369
&	w3_d473e18372
une	w5_d473e18375
Partie	w7_d473e18378
de	w9_d473e18381
Cuba.	w11_d473e18384
5.)	w13_d473e18388
Qu	w15_d473e18391
sont	w17_d473e18394
exacte-	w19_d473e18397
ment	w1_d473e18402
marqués,	w3_d473e18405
les	w5_d473e18408
Isles	w7_d473e18411
de	w9_d473e18414
Bermude,	w11_d473e18417
la	w13_d473e18421
Jamal-	w15_d473e18424
que,	w1_d473e18429
saint	w3_d473e18432
Dominigue,	w5_d473e18435
les	w7_d473e18438
Antilles,	w9_d473e18441
la	w11_d473e18444
Tene	w13_d473e18448
Ferme	w1_d473e18453
&c.	w3_d473e18456
6.)	w5_d473e18459
Les	w7_d473e18462
Principales	w9_d473e18465
Torteresses,	w11_d473e18468
Ports	w13_d473e18472
&c.	w1_d473e18478
de	w3_d473e18481
l'Amerique	w5_d473e18484
Septentrionale.	w7_d473e18487
7.)	w9_d473e18490
Prospects	w11_d473e18493
des	w1_d473e18498
Villes	w3_d473e18501
de	w5_d473e18504
Mexique,	w7_d473e18507
de	w9_d473e18510
Quebec.	w11_d473e18513
De	w13_d473e18517
Reun	w15_d473e18520
Torck	w1_d473e18525
&c.	w3_d473e18528
Tous	w5_d473e18531
ces	w7_d473e18534
sept	w9_d473e18537
Feuilles	w11_d473e18540
ensemble	w13_d473e18544
cou-	w15_d473e18547
tent.	w1_d473e18552
à	w3_d473e18555
12.	w5_d473e18558
fl.	w7_d473e18561
L'Idée	w1_d473e18567
du	w3_d473e18570
Prince	w5_d473e18573
&	w7_d473e18576
de	w9_d473e18579
son	w11_d473e18582
Ministre,	w13_d473e18586
tracee	w15_d473e18589
avec	w1_d473e18594
la	w3_d473e18597
