<doc id="wr_1758-07-05" attrs="word" year="1758" month="07" day="05" corpus="2">
<head id="h2_d258e3225">
Dünkirchen	w1_d258e3229
bey	w23_d258e21234
Tschop	w25_d258e21238
pau	w1_d258e21243
stäts	w3_d258e21246
Marsch=fertig	w5_d258e21249
seyn;	w7_d258e21252
wie	w9_d258e21255
dann	w11_d258e21258
zu	w13_d258e21262
diesem	w15_d258e21265
Ende	w17_d258e21268
sich	w19_d258e21271
jederzei	w21_d258e21274
eine	w1_d258e21279
grosse	w3_d258e21282
Menge	w5_d258e21285
Land=fuhren	w7_d258e21288
in	w9_d258e21291
dem	w11_d258e21294
feindlichen	w13_d258e21298
Lager	w15_d258e21301
aufhalten	w17_d258e21304
müssen.	w1_d258e21309
</p>
<p id="p22_d258e21312">
Ansonsten	w1_d258e21316
langen	w3_d258e21319
öfters	w5_d258e21322
namhafte	w7_d258e21325
Verstärkungen	w9_d258e21328
von	w11_d258e21331
Reeruten	w13_d258e21335
und	w1_d258e21340
Reconvalescirten	w3_d258e21343
in	w5_d258e21346
dem	w7_d258e21349
hiesigen	w9_d258e21352
Lager	w11_d258e21355
an,	w13_d258e21359
und	w15_d258e21362
wird	w17_d258e21365
täglich	w19_d258e21368
mit	w21_d258e21371
Exercirung	w1_d258e21376
deren	w3_d258e21379
Trupen	w5_d258e21382
und	w7_d258e21385
Artillerie	w9_d258e21388
fortgefahren;	w11_d258e21391
wie	w13_d258e21395
dann	w15_d258e21398
vor	w17_d258e21401
züglich	w1_d258e21407
die	w3_d258e21410
Chur=cölnische	w5_d258e21413
Artillerie	w7_d258e21416
ihre	w9_d258e21419
Exercitia	w11_d258e21422
mit	w13_d258e21426
ganz	w15_d258e21429
be	w17_d258e21432
sonderer	w1_d258e21437
Geschicklichkeit	w3_d258e21440
zu	w5_d258e21443
ausnehmenden	w7_d258e21446
Vergnügnen	w9_d258e21449
der	w11_d258e21452
gesammten	w1_d258e21457
Generalität	w3_d258e21460
gemacht	w5_d258e21463
hat.	w7_d258e21466
</p>
<head id="h2_d258e21554">
JOURNAL	w1_d258e21558
Aus	w1_d258e21563
dem	w3_d258e21566
Kais.	w5_d258e21569
Königl.	w7_d258e21572
Haupt=quartier	w9_d258e21575
Groß=teinitz,	w11_d258e21578
vom	w1_d258e21583
28.	w3_d258e21586
Junii	w5_d258e21589
bis	w7_d258e21592
3.	w9_d258e21595
Julii	w11_d258e21598
1758.	w13_d258e21602
</head>
<p id="p4_d258e21605">
DEn	w1_d258e21609
28.,	w3_d258e21612
nämlich	w5_d258e21615
den	w7_d258e21618
Tag	w9_d258e21621
nach	w11_d258e21624
der	w13_d258e21628
Einruckung	w1_d258e21633
der	w3_d258e21636
K.	w5_d258e21639
K.	w7_d258e21642
Armee	w9_d258e21645
in	w1_d258e21650
dem	w3_d258e21653
Lager	w5_d258e21656
bey	w7_d258e21659
Dobromielitz	w9_d258e21662
hat	w11_d258e21665
der	w13_d258e21669
commandirende	w15_d258e21672
Herr	w17_d258e21675
Ge	w19_d258e21678
neral=feld=marschall	w1_d258e21684
Graf	w3_d258e21687
von	w5_d258e21690
Daun	w7_d258e21693
unter	w9_d258e21696
einer	w11_d258e21699
starken	w13_d258e21703
Bedeckung	w15_d258e21706
die	w1_d258e21711
feindliche	w3_d258e21714
Position	w5_d258e21717
bey	w7_d258e21720
Proßnitz	w9_d258e21723
ganz	w11_d258e21726
in	w13_d258e21730
der	w15_d258e21733
Nähe	w17_d258e21736
recognosciret,	w19_d258e21739
welches	w1_d258e21744
Städtlein	w3_d258e21747
von	w5_d258e21750
dem	w7_d258e21753
Feind	w9_d258e21756
einiger=massen	w11_d258e21759
befestiget,	w13_d258e21763
und	w15_d258e21766
mit	w17_d258e21769
einer	w1_d258e21774
Garnison	w3_d258e21777
von	w5_d258e21780
etwelchen	w7_d258e21783
Stücken	w9_d258e21786
besetzet	w11_d258e21789
worden	w13_d258e21793
ist.	w15_d258e21796
</p>
<p id="p6_d258e21799">
Zu	w1_d258e21803
gleicher	w3_d258e21806
Zeit,	w5_d258e21809
da	w7_d258e21812
die	w9_d258e21815
diesseitige	w11_d258e21818
Armee	w13_d258e21822
aufgebrochen,	w15_d258e21825
und	w17_d258e21828
sich	w19_d258e21831
anhero	w1_d258e21836
gezogen,	w3_d258e21839
hatte	w5_d258e21842
auch	w7_d258e21845
der	w9_d258e21848
General	w11_d258e21851
der	w13_d258e21855
Cavallerie	w15_d258e21858
Frey=herr	w17_d258e21861
von	w19_d258e21864
Buccow	w1_d258e21869
die	w3_d258e21872
Ordre	w5_d258e21875
empfangen,	w7_d258e21878
mit	w9_d258e21881
seinem	w11_d258e21884
beyhabenden	w13_d258e21888
Corps	w15_d258e21891
sich	w17_d258e21894
näher	w19_d258e21897
anhero,	w1_d258e21903
und	w3_d258e21906
an	w5_d258e21909
den	w7_d258e21912
Feind	w9_d258e21915
zu	w11_d258e21918
ziehen.	w13_d258e21922
Gedachter	w15_d258e21925
General	w17_d258e21928
der	w19_d258e21931
Ca	w21_d258e21934
vallerie	w1_d258e21939
bewürkte	w3_d258e21942
auch	w5_d258e21945
seine	w7_d258e21948
so=gestaltige	w9_d258e21951
Vorruckung	w11_d258e21954
bis	w13_d258e21958
nacher	w15_d258e21961
Prin	w17_d258e21964
mit	w1_d258e21969
guter	w3_d258e21972
Ordnung,	w5_d258e21975
und	w7_d258e21978
dem	w9_d258e21981
feindlichen	w11_d258e21984
Vermuten	w13_d258e21988
dermassen	w15_d258e21991
entgegen,	w17_d258e21994
daß	w1_d258e21999
bey	w3_d258e22002
Wahrnehmung	w5_d258e22005
dessen	w7_d258e22008
das	w9_d258e22011
feindligh	w11_d258e22014
he	w1_d258e22020
Lager	w3_d258e22023
mehrmalen	w5_d258e22026
in	w7_d258e22029
Al	w9_d258e22032
larue	w1_d258e22037
geriehte.	w3_d258e22040
</p>
<p id="p12_d258e22054">
Eine	w1_d258e22058
anderweite	w3_d258e22061
Recognoscirung	w5_d258e22064
in	w7_d258e22067
der	w9_d258e22070
nämlichen	w11_d258e22073
Gegend	w13_d258e22077
wurde	w15_d258e22080
so	w1_d258e22085
fort	w3_d258e22088
</p>
<p id="p14_d258e22091">
Den	w1_d258e22095
29.	w3_d258e22098
wiederum	w5_d258e22101
von	w7_d258e22104
erholt=commandirenden	w9_d258e22107
Generalfeld	w11_d258e22110
marschall	w1_d258e22115
vorgenommen,	w3_d258e22118
wobey	w5_d258e22121
es	w7_d258e22124
zwischen	w9_d258e22127
denen	w11_d258e22130
diesseitig	w13_d258e22134
und	w15_d258e22137
feind	w17_d258e22140
lichen	w1_d258e22145
Hussaren	w3_d258e22148
zu	w5_d258e22151
einem	w7_d258e22154
Scharmutzel	w9_d258e22157
kame.	w11_d258e22160
Die	w13_d258e22164
Unserige	w15_d258e22167
repoußir	w17_d258e22170
ten	w1_d258e22176
die	w3_d258e22179
Preußische	w5_d258e22182
gleich	w7_d258e22185
in	w9_d258e22188
dem	w11_d258e22191
ersten	w13_d258e22195
Anlauf	w15_d258e22198
bis	w17_d258e22201
an	w19_d258e22204
die	w21_d258e22207
Vor=stadt	w23_d258e22210
von	w1_d258e22215
Proßnitz	w3_d258e22218
dergestalten,	w5_d258e22221
daß	w7_d258e22224
diese	w9_d258e22227
ihre	w11_d258e22230
Zuflucht	w13_d258e22234
unter	w15_d258e22237
denen	w17_d258e22240
Stucken	w19_d258e22243
sothanen	w1_d258e22248
Städtleins	w3_d258e22251
suchen	w5_d258e22254
musten,	w7_d258e22257
von	w9_d258e22260
wannen	w11_d258e22263
zu	w13_d258e22267
verschiedenen	w15_d258e22270
ma	w17_d258e22273
len	w1_d258e22278
die	w3_d258e22281
Canonen	w5_d258e22284
auf	w7_d258e22287
die	w9_d258e22290
Unserige	w11_d258e22293
abgefeuret	w13_d258e22297
wurden.	w15_d258e22300
Hierauf	w17_d258e22303
verstärk	w19_d258e22306
te	w1_d258e22312
sich	w3_d258e22315
der	w5_d258e22318
Feind	w7_d258e22321
ungesaumt	w9_d258e22324
aus	w11_d258e22327
seinem	w13_d258e22331
Lager	w15_d258e22334
sehr	w17_d258e22337
zahlreich;	w19_d258e22340
er	w21_d258e22343
gien	w23_d258e22346
ge	w1_d258e22351
sodann	w3_d258e22354
auf	w5_d258e22357
unsere	w7_d258e22360
Hussaren,	w9_d258e22363
und	w11_d258e22366
dabey	w13_d258e22370
annoch	w15_d258e22373
commandirtgeweste	w17_d258e22376
Croaten	w1_d258e22381
mit	w3_d258e22384
weit	w5_d258e22387
überlegenen	w7_d258e22390
Kräften	w9_d258e22393
loß,	w11_d258e22396
also	w13_d258e22400
zwar,	w15_d258e22403
daß	w17_d258e22406
sich	w19_d258e22409
solche	w21_d258e22412
zuruck	w1_d258e22417
ziehen	w3_d258e22420
musten,	w5_d258e22423
wobey	w7_d258e22426
diesseits	w9_d258e22429
an	w11_d258e22432
TodtBleßirt	w13_d258e22436
und	w15_d258e22439
Verlornen	w17_d258e22442
einige	w1_d258e22448
30.	w3_d258e22451
bis	w5_d258e22454
40	w7_d258e22457
Mann	w9_d258e22460
(unter	w11_d258e22463
welch=ersteren	w13_d258e22467
1.	w15_d258e22470
Leutenant	w17_d258e22473
von	w19_d258e22476
denen	w21_d258e22479
Sclavonier=hussaren	w1_d258e22484
gezehlet	w3_d258e22487
wird)	w5_d258e22490
vermisset	w7_d258e22493
worden;	w9_d258e22496
dahingegen	w11_d258e22499
aber	w13_d258e22503
sich	w1_d258e22508
des	w3_d258e22511
Feindes	w5_d258e22514
Verlust	w7_d258e22517
sowol	w9_d258e22520
an	w11_d258e22523
Todt	w13_d258e22527
als	w15_d258e22530
Bleßirten	w17_d258e22533
weit	w19_d258e22536
hoher	w21_d258e22539
erstie	w23_d258e22542
gen	w1_d258e22547
hat.	w3_d258e22550
</p>
<p id="p16_d258e22553">
Ansonsten	w1_d258e22557
hatte	w3_d258e22560
man	w5_d258e22563
schon	w7_d258e22566
vorlängst	w9_d258e22569
theils	w11_d258e22572
durch	w13_d258e22576
verläßliche	w15_d258e22579
Kundschaften,	w1_d258e22584
theils	w3_d258e22587
in	w5_d258e22590
andere	w7_d258e22593
Weege	w9_d258e22596
in	w11_d258e22599
sichere	w13_d258e22603
Erfahrenheit	w15_d258e22606
gebracht,	w17_d258e22609
daß	w1_d258e22614
ein	w3_d258e22617
starker	w5_d258e22620
feindlicher	w7_d258e22623
Transport	w9_d258e22626
an	w11_d258e22629
Munition	w13_d258e22633
und	w15_d258e22636
Proviant	w17_d258e22639
aus	w1_d258e22645
einigen	w3_d258e22648
1000.	w5_d258e22651
Wägen	w7_d258e22654
bestehend,	w9_d258e22657
unter	w11_d258e22660
einer	w13_d258e22664
sehr	w15_d258e22667
starken	w17_d258e22670
Bede	w19_d258e22673
ckung,	w1_d258e22678
so	w3_d258e22681
bey	w5_d258e22684
10000.	w7_d258e22687
Mann	w9_d258e22690
sich	w11_d258e22693
erstrecken	w13_d258e22697
solle,	w15_d258e22700
über	w17_d258e22703
Troppau	w19_d258e22706
zu	w21_d258e22709
der	w23_d258e22712
feindlichen	w1_d258e22717
Armee	w3_d258e22720
paßiren	w5_d258e22723
würde;	w7_d258e22726
der	w9_d258e22729
commandirende	w11_d258e22732
Generalfeld	w13_d258e22736
marschall	w1_d258e22741
Graf	w3_d258e22744
von	w5_d258e22747
Daun	w7_d258e22750
versaumte	w9_d258e22753
dahero	w11_d258e22756
nicht	w13_d258e22760
im	w15_d258e22763
mindesten,	w17_d258e22766
von	w19_d258e22769
Stund	w1_d258e22775
an	w3_d258e22778
solche	w5_d258e22781
Vorkehrungen	w7_d258e22784
zu	w9_d258e22787
treffen,	w11_d258e22790
mittelst	w13_d258e22794
welchen	w15_d258e22797
dieser	w17_d258e22800
Transport	w1_d258e22805
(an	w3_d258e22808
dessen	w5_d258e22811
sicherer	w7_d258e22814
Erhaltung	w9_d258e22817
dem	w11_d258e22820
Feinde	w13_d258e22824
hauptsächlich	w15_d258e22827
gelegen)	w1_d258e22832
wo	w3_d258e22835
nicht	w5_d258e22838
verhinderet,	w7_d258e22841
oder	w9_d258e22844
gar	w11_d258e22847
hinweg=genommen,	w13_d258e22851
wenigsten	w15_d258e22854
nach	w1_d258e22859
Möglichkeit	w3_d258e22862
erschweret	w5_d258e22865
werden	w7_d258e22868
möchte.	w9_d258e22871
</p>
<p id="p18_d258e22874">
Es	w1_d258e22878
wurde	w3_d258e22881
zu	w5_d258e22884
dem	w7_d258e22887
Ende	w9_d258e22890
der	w11_d258e22893
General=feld=wacht=meister	w13_d258e22897
von	w15_d258e22900
Laudohn	w1_d258e22905
in	w3_d258e22908
die	w5_d258e22911
Gegend	w7_d258e22914
von	w9_d258e22917
Bären	w11_d258e22920
und	w13_d258e22924
Sternberg,	w15_d258e22927
wo	w17_d258e22930
ehehin	w19_d258e22933
der	w21_d258e22936
Obriste	w1_d258e22941
von	w3_d258e22944
dem	w5_d258e22947
Peterwardeiner=regiment	w7_d258e22950
Graf	w9_d258e22953
Lanius	w11_d258e22956
mit	w13_d258e22960
seinem	w15_d258e22963
</p>
<p id="p24_d258e22977">
Detaschement	w1_d258e22981
sich	w3_d258e22984
befande,	w5_d258e22987
mit	w7_d258e22990
4.	w9_d258e22993
Bataillons	w11_d258e22996
Teutscher	w13_d258e23000
Jnfanterie,	w15_d258e23003
einem	w1_d258e23008
Regiment	w3_d258e23011
Dragoner,	w5_d258e23014
und	w7_d258e23017
einem	w9_d258e23020
Regiment	w11_d258e23023
Hussaren,	w13_d258e23027
dann	w15_d258e23030
einer	w17_d258e23033
hinlänglichen	w1_d258e23038
Anzahl	w3_d258e23041
Croaten	w5_d258e23044
commandiret,	w7_d258e23047
auch	w9_d258e23050
der	w11_d258e23053
General=majoi	w13_d258e23057
von	w1_d258e23063
Siskowitz	w3_d258e23066
mit	w5_d258e23069
einem	w7_d258e23072
anderweiten	w9_d258e23075
Corps	w11_d258e23078
von	w13_d258e23082
gleicher	w15_d258e23085
Stärke	w17_d258e23088
von	w19_d258e23091
der	w1_d258e23096
Armee	w3_d258e23099
aus	w5_d258e23102
bestimmet.	w7_d258e23105
Von	w9_d258e23108
obberührten	w11_d258e23111
Generalfeldwacht	w13_d258e23115
meister	w1_d258e23120
von	w3_d258e23123
Laudohn	w5_d258e23126
langte	w7_d258e23129
auch	w9_d258e23132
bald	w11_d258e23135
darauf,	w13_d258e23139
als	w15_d258e23142
</p>
<p id="p26_d258e23145">
Den	w1_d258e23149
30.	w3_d258e23152
die	w5_d258e23155
Nachricht	w7_d258e23158
ein,	w9_d258e23161
daß,	w11_d258e23164
da	w13_d258e23168
derselbe	w15_d258e23171
mit	w17_d258e23174
seinen	w19_d258e23177
beyha	w21_d258e23180
benden	w1_d258e23185
Trupen	w3_d258e23188
den	w5_d258e23191
27.	w7_d258e23194
zu	w9_d258e23197
Sternberg	w11_d258e23200
angelanget,	w13_d258e23204
solcher	w15_d258e23207
allda	w17_d258e23210
in	w19_d258e23213
Er	w21_d258e23216
fahrenheit	w1_d258e23221
gebracht,	w3_d258e23224
welcher=gestalten	w5_d258e23227
erholter	w7_d258e23230
Transport	w9_d258e23233
allschon	w11_d258e23236
zu	w13_d258e23240
Pautsch	w1_d258e23246
eingetroffen,	w3_d258e23249
dargegen	w5_d258e23252
aber	w7_d258e23255
eine	w9_d258e23258
merkliche	w11_d258e23261
feindliche	w13_d258e23265
Verstär	w15_d258e23268
kung	w1_d258e23273
aus	w3_d258e23276
dem	w5_d258e23279
Lager	w7_d258e23282
von	w9_d258e23285
Ollmütz	w11_d258e23288
zu	w13_d258e23292
dessen	w15_d258e23295
mehrerer	w17_d258e23298
Versicherung	w19_d258e23301
im	w21_d258e23304
Anzug	w1_d258e23309
begriffen	w3_d258e23312
wäre.	w5_d258e23315
Sothaner	w7_d258e23318
General=feld=wacht=meister	w9_d258e23321
faßte	w11_d258e23324
dahero	w1_d258e23329
den	w3_d258e23332
Schluß,	w5_d258e23335
um	w7_d258e23338
dieser	w9_d258e23341
feindlichen	w11_d258e23344
Verstärkung	w13_d258e23348
vorzukommen,	w15_d258e23351
mit	w1_d258e23357
seinen	w3_d258e23360
Trupen	w5_d258e23363
einen	w7_d258e23366
forcirten	w9_d258e23369
Marsch	w11_d258e23372
zu	w13_d258e23376
thun,	w15_d258e23379
welchen	w17_d258e23382
er	w19_d258e23385
auch	w21_d258e23388
bis	w1_d258e23393
nacher	w3_d258e23396
Kundersdorf	w5_d258e23399
verfolgete,	w7_d258e23402
wo	w9_d258e23405
er	w11_d258e23408
den	w13_d258e23412
28.	w15_d258e23415
mit	w17_d258e23418
Anbruch	w19_d258e23421
des	w21_d258e23424
Tages	w1_d258e23429
eintraffe.	w3_d258e23432
Kurz	w5_d258e23435
zuvor	w7_d258e23438
aber	w9_d258e23441
ware	w11_d258e23444
der	w13_d258e23448
Feind	w15_d258e23451
mit	w17_d258e23454
dem	w19_d258e23457
Tete	w21_d258e23460
seines	w1_d258e23465
Transports	w3_d258e23468
ebenfals	w5_d258e23471
in	w7_d258e23474
dem	w9_d258e23477
nämlichen	w11_d258e23480
Dorf	w13_d258e23484
angelanget.	w15_d258e23487
</p>
<p id="p28_d258e23490">
Dieser	w1_d258e23494
nun	w3_d258e23497
hatte	w5_d258e23500
nicht	w7_d258e23503
so	w9_d258e23506
bald	w11_d258e23509
den	w13_d258e23513
Anmarsch	w15_d258e23516
deren	w17_d258e23519
Unserigen	w19_d258e23522
entdecket	w1_d258e23527
so	w3_d258e23530
liesse	w5_d258e23533
er	w7_d258e23536
die	w9_d258e23539
beyhabende	w11_d258e23542
Wägen	w13_d258e23546
sogleich	w15_d258e23549
Halt	w17_d258e23552
machen,	w19_d258e23555
und	w21_d258e23558
formirte	w1_d258e23563
sich	w3_d258e23566
auf	w5_d258e23569
denen	w7_d258e23572
Anhöhen	w9_d258e23575
um	w11_d258e23578
solche	w13_d258e23582
decken,	w15_d258e23585
von	w17_d258e23588
welchen	w19_d258e23591
ihn	w21_d258e23594
unsere	w1_d258e23600
Canonen	w3_d258e23603
gar	w5_d258e23606
bald	w7_d258e23609
zu	w9_d258e23612
weichen	w11_d258e23615
nöhtigten;	w13_d258e23619
er	w15_d258e23622
attaquirte	w17_d258e23625
als	w19_d258e23628
dann	w1_d258e23633
die	w3_d258e23636
Unsrige	w5_d258e23639
zu	w7_d258e23642
verschiedenen	w9_d258e23645
malen,	w11_d258e23648
und	w13_d258e23652
allezeit	w15_d258e23655
mit	w17_d258e23658
beträcht	w19_d258e23661
lichen	w1_d258e23666
Verlust,	w3_d258e23669
und	w5_d258e23672
vergebens;	w7_d258e23675
während	w9_d258e23678
welcher	w11_d258e23681
Zeit	w13_d258e23685
die	w15_d258e23688
Croaten	w17_d258e23691
und	w1_d258e23696
Hussaren	w3_d258e23699
Gelegenheit	w5_d258e23702
in	w7_d258e23705
die	w9_d258e23708
Wägen	w11_d258e23711
zu	w13_d258e23715
kommen	w15_d258e23718
fanden,	w17_d258e23721
von	w19_d258e23724
welchen	w1_d258e23730
2.	w3_d258e23733
derley	w5_d258e23736
mit	w7_d258e23739
Geld	w9_d258e23742
beladen	w11_d258e23745
waren;	w13_d258e23749
da	w15_d258e23752
dann	w17_d258e23755
eine	w19_d258e23758
nicht	w21_d258e23761
ge	w23_d258e23764
ringe	w1_d258e23769
Menge	w3_d258e23772
sothaner	w5_d258e23775
Wägen	w7_d258e23778
zu	w9_d258e23781
Grund	w11_d258e23784
gerichtet	w13_d258e23788
und	w15_d258e23791
verdorben	w17_d258e23794
worden.	w1_d258e23799
Endlichen	w3_d258e23802
fande	w5_d258e23805
der	w7_d258e23808
Feind	w9_d258e23811
eine	w11_d258e23814
Anhöhe	w13_d258e23818
seine	w15_d258e23821
Canons	w17_d258e23824
zum	w19_d258e23827
Nachtheil	w1_d258e23832
deren	w3_d258e23835
Unserigen	w5_d258e23838
mit	w7_d258e23841
überlegenen	w9_d258e23844
Vortheil	w11_d258e23847
anzubringen.	w13_d258e23851
Der	w1_d258e23857
General=feld=wacht=meister	w3_d258e23860
von	w5_d258e23863
Landohn,	w7_d258e23866
der	w9_d258e23869
den	w11_d258e23872
sich	w13_d258e23876
mittler	w15_d258e23879
Zeit	w17_d258e23882
herangenahten	w1_d258e23887
Succurs	w3_d258e23890
im	w5_d258e23893
Rucken	w7_d258e23896
ebenfalls	w9_d258e23899
zu	w11_d258e23902
befahren	w13_d258e23906
hatte,	w15_d258e23909
ver	w17_d258e23912
unlaste	w1_d258e23917
dahero	w3_d258e23920
die	w5_d258e23923
Zuruck=ziehung	w7_d258e23926
seiner	w9_d258e23929
Trupen	w11_d258e23932
mit	w13_d258e23936
der	w15_d258e23939
ihme	w17_d258e23942
jeder	w19_d258e23945
zest	w1_d258e23950
eigen	w3_d258e23953
gewesten	w5_d258e23956
besondern	w7_d258e23959
Vorsichtigkeit,	w9_d258e23962
und	w11_d258e23965
setzte	w13_d258e23969
sich	w15_d258e23972
anwiede	w17_d258e23975
</p>
<p id="p34_d258e23988">
rum	w1_d258e23992
zu	w3_d258e23995
Bären,	w5_d258e23998
in	w7_d258e24001
der	w9_d258e24004
Absicht	w11_d258e24007
aldorten	w13_d258e24011
die	w15_d258e24014
Näherung	w17_d258e24017
des	w19_d258e24020
General	w21_d258e24023
feld=wacht=meisters	w1_d258e24028
von	w3_d258e24031
Siskowitz,	w5_d258e24034
der	w7_d258e24037
damalen	w9_d258e24040
erst	w11_d258e24043
zu	w13_d258e24047
Altstadt	w15_d258e24050
ware	w17_d258e24053
zu	w1_d258e24058
erwarten.	w3_d258e24061
</p>
<p id="p36_d258e24065">
Der	w1_d258e24069
Feind,	w3_d258e24072
welcher	w5_d258e24075
sich	w7_d258e24078
bis	w9_d258e24081
über	w11_d258e24084
die	w13_d258e24088
14000.	w15_d258e24091
Mann	w17_d258e24094
stark	w19_d258e24097
zur	w21_d258e24100
Be	w23_d258e24103
schützung	w1_d258e24108
seines	w3_d258e24111
Transports	w5_d258e24114
dargestellet,	w7_d258e24117
getrauete	w9_d258e24120
sich	w11_d258e24123
inzwischen	w13_d258e24127
dan	w15_d258e24130
noch	w1_d258e24135
nicht	w3_d258e24138
weiters	w5_d258e24141
hervor	w7_d258e24144
zu	w9_d258e24147
rucken,	w11_d258e24150
ungeachtet	w13_d258e24154
der	w15_d258e24157
Succurs	w17_d258e24160
aus	w19_d258e24163
dem	w21_d258e24166
Lager	w1_d258e24172
von	w3_d258e24175
Ollmütz	w5_d258e24178
bey	w7_d258e24181
ihme	w9_d258e24184
würklich	w11_d258e24187
ankame,	w13_d258e24191
sondern	w15_d258e24194
liesse	w17_d258e24197
vielmehr	w19_d258e24200
einen	w1_d258e24205
Theil	w3_d258e24208
deren	w5_d258e24211
Wägen	w7_d258e24214
zuruck	w9_d258e24217
defiliren.	w11_d258e24220
Wie	w13_d258e24224
dann	w15_d258e24227
der	w17_d258e24230
Verlust	w19_d258e24233
auf	w21_d258e24236
ein	w1_d258e24241
sehr	w3_d258e24244
beträchtliches,	w5_d258e24247
und	w7_d258e24250
ungleich	w9_d258e24253
höheres	w11_d258e24256
Quantum,	w13_d258e24260
dann	w15_d258e24263
der	w17_d258e24266
un	w19_d258e24269
sere	w1_d258e24274
sich	w3_d258e24277
belauffet,	w5_d258e24280
obwolen	w7_d258e24283
nicht	w9_d258e24286
so	w11_d258e24289
gar	w13_d258e24293
viele	w15_d258e24296
Gefangene	w17_d258e24299
in	w19_d258e24302
diesseitige	w21_d258e24305
Hände	w1_d258e24311
verfielen.	w3_d258e24314
</p>
<p id="p38_d258e24317">
Unser	w1_d258e24321
Seits	w3_d258e24324
vermisset	w5_d258e24327
man	w7_d258e24330
an	w9_d258e24333
Todt=Bleßirt=Verloffenen	w11_d258e24336
und	w13_d258e24340
Verlornen	w1_d258e24345
bey	w3_d258e24348
500.	w5_d258e24351
Mann,	w7_d258e24354
worunter	w9_d258e24357
2.	w11_d258e24360
Todte,	w13_d258e24364
und	w15_d258e24367
4.	w17_d258e24370
Bleßirte	w19_d258e24373
Off	w21_d258e24376
clers	w1_d258e24381
befindlich	w3_d258e24384
seynd.	w5_d258e24387
</p>
<p id="p40_d258e24390">
Annoch	w1_d258e24394
heute	w3_d258e24397
und	w5_d258e24400
zwar	w7_d258e24403
alschon	w9_d258e24406
späten	w11_d258e24409
Abends	w13_d258e24413
liesse	w15_d258e24416
der	w17_d258e24419
Co	w19_d258e24422
mandirende	w1_d258e24427
Feld=marschall	w3_d258e24430
ganz	w5_d258e24433
unvermutet	w7_d258e24436
die	w9_d258e24439
Armee	w11_d258e24442
aus	w13_d258e24446
dem	w15_d258e24449
La	w17_d258e24452
ger	w1_d258e24457
bey	w3_d258e24460
Dobromielitz	w5_d258e24463
aufbrechen,	w7_d258e24466
um	w9_d258e24469
sich	w11_d258e24472
mit	w13_d258e24476
solcher	w15_d258e24479
bis	w17_d258e24482
Kokotz,	w19_d258e24485
und	w21_d258e24488
so	w1_d258e24494
weiters	w3_d258e24497
näher	w5_d258e24500
gegen	w7_d258e24503
Ollmütz	w9_d258e24506
zu	w11_d258e24509
ziehen,	w13_d258e24513
in	w15_d258e24516
der	w17_d258e24519
Absicht,	w19_d258e24522
den	w21_d258e24525
Feind,	w23_d258e24528
da	w1_d258e24533
ihme	w3_d258e24536
auf	w5_d258e24539
der	w7_d258e24542
Seite	w9_d258e24545
bey	w11_d258e24548
Proßnitz	w13_d258e24552
seiner	w15_d258e24555
vortheilhaften	w17_d258e24558
Position	w19_d258e24561
halben	w1_d258e24566
nicht	w3_d258e24569
beyzukommen	w5_d258e24572
ware,	w7_d258e24575
vielleicht	w9_d258e24578
aus	w11_d258e24581
seiner	w13_d258e24585
bisherigen	w15_d258e24588
Stel	w17_d258e24591
lung	w1_d258e24596
zu	w3_d258e24599
bewegen;	w5_d258e24602
sintemalen	w7_d258e24605
man	w9_d258e24608
ohnehin	w11_d258e24611
vorgesehen,	w13_d258e24615
daß	w15_d258e24618
derselbe	w17_d258e24621
sich	w1_d258e24627
in	w3_d258e24630
eine	w5_d258e24633
Action,	w7_d258e24636
ausser	w9_d258e24639
seines	w11_d258e24642
Vortheils,	w13_d258e24646
einzulassen	w15_d258e24649
keines	w17_d258e24652
weege	w19_d258e24655
willens	w1_d258e24660
seye;	w3_d258e24663
und	w5_d258e24666
unter	w7_d258e24669
einstens	w9_d258e24672
den	w11_d258e24675
Entsatz	w13_d258e24679
der	w15_d258e24682
Belagerten	w17_d258e24685
Festung	w19_d258e24688
zu	w1_d258e24693
bewürken.	w3_d258e24696
</p>
<p id="p42_d258e24699">
Man	w1_d258e24703
hatte	w3_d258e24706
sich	w5_d258e24709
des	w7_d258e24712
Aufbruchs	w9_d258e24715
der	w11_d258e24718
diesseitigen	w13_d258e24722
Armee	w15_d258e24725
um	w17_d258e24728
diest	w19_d258e24731
Zeit	w1_d258e24736
so	w3_d258e24739
weniger	w5_d258e24742
versehen,	w7_d258e24745
als	w9_d258e24748
der	w11_d258e24751
commandierende	w13_d258e24755
Feld=marschall	w15_d258e24758
noch	w17_d258e24761
Tags	w1_d258e24766
zuvor	w3_d258e24769
solche	w5_d258e24772
Ordres	w7_d258e24775
ertheilte,	w9_d258e24778
welche	w11_d258e24781
eine	w13_d258e24785
längere	w15_d258e24788
Verweilung	w17_d258e24791
in	w1_d258e24797
dortiger	w3_d258e24800
Position	w5_d258e24803
allerdings	w7_d258e24806
vermuten	w9_d258e24809
machten;	w11_d258e24812
wie	w13_d258e24816
dann	w15_d258e24819
in	w17_d258e24822
dem	w19_d258e24825
Lager	w1_d258e24830
verschiedene	w3_d258e24833
Redouten	w5_d258e24836
errichtet,	w7_d258e24839
und	w9_d258e24842
der	w11_d258e24845
Befehl	w13_d258e24849
ein	w15_d258e24852
