<doc id="edoc_wd_1772-06-17" attrs="word" year="1772" month="06" day="17" corpus="1">
<head id="hl1">
Venedig	w28
<g/>
,
im	w5742
Brunnmeist	w5743
<g/>
.
H	w5745
<g/>
.
im	w5747
Heugässel	w5748
<g/>
.
alt	w5750
55	w5751
<g/>
.
J	w5753
<g/>
.
Dem	w5755
Joh	w5756
<g/>
.
Senft	w5758
<g/>
,
burgl	w5760
<g/>
.
Rothgärb	w5762
<g/>
.
s	w5764
<g/>
.
K	w5766
<g/>
.
M	w5768
<g/>
.
Anna	w5770
<g/>
,
in	w5772
s	w5773
<g/>
.
H	w5775
<g/>
.
auf	w5777
der	w5778
neuen	w5779
Wied	w5780
<g/>
.
alt	w5782
5	w5783
<g/>
.
v	w5785
<g/>
.
J	w5787
<g/>
.
Dem	w5789
Paul	w5790
Lorenz	w5791
<g/>
,
Schneid	w5793
<g/>
.
s	w5795
<g/>
.
W	w5797
<g/>
.
Marg	w5799
<g/>
.
b	w5801
<g/>
.
Jo=sephsberg	w5803
<g/>
=
in	w5805
der	w5806
Josephst	w5807
<g/>
.
alt	w5809
20	w5810
<g/>
.
J	w5812
<g/>
.
Joh	w5814
<g/>
.
Harer	w5816
<g/>
,
k	w5818
<g/>
.
Postil	w5820
<g/>
.
im	w5822
Gutisch	w5823
<g/>
.
H	w5825
<g/>
.
auf	w5827
d	w5828
<g/>
.
Laim=grube	w5830
<g/>
=
<g/>
,
alt	w5833
56	w5834
<g/>
.
J	w5836
<g/>
.
Jos	w5838
<g/>
.
Holzhauser	w5840
<g/>
,
Wais	w5842
<g/>
,
alt	w5844
7	w5845
<g/>
.
J	w5847
<g/>
.
Andre	w5849
Reiter	w5850
<g/>
,
alt	w5852
12	w5853
<g/>
.
J	w5855
<g/>
.
beede	w5857
im	w5858
Waisenh	w5859
<g/>
.
am	w5861
Rennweg	w5862
<g/>
.
Magd	w5864
<g/>
.
Kerntlerin	w5866
<g/>
,
led	w5868
<g/>
.
M	w5870
<g/>
.
im	w5872
Joh	w5873
<g/>
.
Spit	w5875
<g/>
.
a	w5877
<g/>
.
81	w5879
J	w5880
<g/>
.
Joh	w5882
<g/>
.
Holtzer	w5884
<g/>
,
schutzv	w5886
<g/>
.
Schneid	w5888
<g/>
.
s	w5890
<g/>
.
W	w5892
<g/>
.
M	w5894
<g/>
.
Anna	w5896
<g/>
,
b	w5898
<g/>
.
schw	w5900
<g/>
.
Thor	w5902
in	w5903
der	w5904
Jägerzeil	w5905
<g/>
,
alt	w5907
58	w5908
<g/>
.
J	w5910
<g/>
.
Dem	w5912
Lor	w5913
<g/>
.
Raßl	w5915
<g/>
,
Tagl	w5917
<g/>
.
s	w5919
<g/>
.
W	w5921
<g/>
.
Anna	w5923
M	w5924
<g/>
.
welche	w5926
über	w5927
eine	w5928
Bodenstieg	w5929
<g/>
.
herunt	w5931
<g/>
.
gefall	w5933
<g/>
.
und	w5935
hierauf	w5936
ge=storb	w5937
<g/>
=
<g/>
.
ist	w5940
vom	w5941
k	w5942
<g/>
.
k	w5944
<g/>
.
Stadt	w5946
<g/>
=
und	w5948
Landger	w5949
<g/>
.
b	w5951
<g/>
.
grün	w5953
Kranz	w5954
in	w5955
der	w5956
Roßau	w5957
beschauet	w5958
word	w5959
<g/>
.
alt	w5961
42	w5962
<g/>
.
J	w5964
<g/>
.
Anna	w5966
M	w5967
<g/>
.
Stauberin	w5969
<g/>
,
arm	w5971
led	w5972
<g/>
.
b	w5974
<g/>
.
Burgund	w5976
<g/>
.
Kreutz	w5978
am	w5979
Neubau	w5980
<g/>
,
alt	w5982
67	w5983
<g/>
.
J	w5985
<g/>
.
Jos	w5987
<g/>
.
Reither	w5989
<g/>
,
Tagl	w5991
<g/>
.
alt	w5993
35	w5994
<g/>
.
J	w5996
<g/>
.
b	w5998
<g/>
.
Barmh	w6000
<g/>
.
Peter	w6002
Grill	w6003
<g/>
,
Tagl	w6005
<g/>
.
alt	w6007
53	w6008
<g/>
.
J	w6010
<g/>
.
Jos	w6012
Haßlechner	w6013
<g/>
,
reis	w6015
<g/>
.
Zimmergs	w6017
<g/>
.
alt	w6019
37	w6020
<g/>
.
J	w6022
<g/>
.
Phil	w6024
<g/>
.
Gießler	w6026
<g/>
,
vac	w6028
<g/>
.
Koch	w6030
<g/>
,
alt	w6032
39	w6033
<g/>
.
J	w6035
<g/>
.
Regina	w6037
Neubauerin	w6038
<g/>
,
verh	w6040
<g/>
.
alt	w6042
50	w6043
<g/>
.
J	w6045
<g/>
.
alle	w6047
4	w6048
<g/>
.
im	w6050
Krankenh	w6051
<g/>
.
am	w6053
Alsterb	w6054
<g/>
.
Simon	w6056
Walter	w6057
<g/>
,
Fleischhackerkn	w6059
<g/>
.
alt	w6061
37	w6062
<g/>
.
J	w6064
<g/>
.
Ther	w6066
<g/>
.
Schiesserin	w6068
<g/>
,
verh	w6070
<g/>
.
Tagl	w6072
<g/>
.
alt	w6074
30	w6075
<g/>
.
J	w6077
<g/>
.
Pet	w6079
<g/>
.
Nowak	w6081
<g/>
,
ohne	w6083
Prof	w6084
<g/>
.
alt	w6086
15	w6087
<g/>
.
J	w6089
<g/>
.
alle	w6091
3	w6092
<g/>
.
im	w6094
Cont	w6095
<g/>
.
Magd	w6097
<g/>
.
Schwarzingerin	w6099
<g/>
,
Ziegeldeckgs	w6101
<g/>
.
Wit	w6103
a	w6104
<g/>
.
56	w6106
<g/>
.
J	w6108
<g/>
.
Magd	w6110
Ruppertin	w6111
<g/>
,
Wit	w6113
<g/>
.
a	w6115
<g/>
.
38	w6117
<g/>
.
J	w6119
<g/>
.
beede	w6121
im	w6122
Strudlh	w6123
<g/>
.
Joh	w6125
<g/>
.
Diefenthaller	w6127
<g/>
,
Bauernkn	w6129
<g/>
.
alt	w6131
26	w6132
<g/>
.
J	w6134
<g/>
.
Joh	w6136
<g/>
.
Stegner	w6138
<g/>
,
Bäckenj	w6140
<g/>
.
alt	w6142
22	w6143
<g/>
.
J	w6145
<g/>
.
beede	w6147
im	w6148
Milit	w6149
<g/>
.
Zimm	w6151
<g/>
.
am	w6153
Bäckenh	w6154
<g/>
.
</list>
<p id="p57">
Summa	w6156
26	w6157
<g/>
.
Person	w6159
<g/>
,
darunter	w6161
2	w6162
<g/>
.
Kind	w6164
<g/>
.
</p>
<head id="hl18">
Nachricht	w6177
<g/>
.
</head>
<p id="p58">
Das	w6179
Reißgefald	w6180
bey	w6181
der	w6182
gräfl	w6183
<g/>
.
Schulenburg	w6185
Deynhaußischen	w6186
Herrschaft	w6187
Tribuswinkl	w6188
<g/>
,
nahe	w6190
an	w6191
Baaden	w6192
ist	w6193
sammt	w6194
der	w6195
Bewohnung	w6196
des	w6197
Schlo=ßes	w6198
<g/>
=
daselbst	w6200
auf	w6201
drey	w6202
auch	w6203
mehr	w6204
oder	w6205
wenigere	w6206
Jahre	w6207
alltäglich	w6208
in	w6209
Bestand	w6210
zu	w6211
verlassen	w6212
<g/>
.
Wer	w6214
hiezu	w6215
Belieben	w6216
tragt	w6217
<g/>
,
kann	w6219
sich	w6220
des	w6221
näheren	w6222
bey	w6223
dortiger	w6224
Amtskanzley	w6225
erkundigen	w6226
<g/>
,
woselbst	w6228
auch	w6229
sonach	w6230
der	w6231
Bestandskontract	w6232
geschloßen	w6233
werden	w6234
wird	w6235
<g/>
.
</p>
<p id="p59">
Den	w6237
30	w6238
<g/>
.
Junii	w6240
Vormittag	w6241
von	w6242
9	w6243
<g/>
.
bis	w6245
12	w6246
<g/>
.
Uhr	w6248
wird	w6249
ein	w6250
sehr	w6251
wenig	w6252
gebrauchter	w6253
Gallawagen	w6254
mit	w6255
grün	w6256
geblumten	w6257
Samet	w6258
gefüttert	w6259
<g/>
,
mit	w6261
3	w6262
<g/>
.
Spie=gelgläser	w6264
<g/>
=
<g/>
,
mit	w6267
grünseidnen	w6268
Crepinen	w6269
ausgeziert	w6270
<g/>
,
der	w6272
Kasten	w6273
auswendig	w6274
sehr	w6275
fein	w6276
gemahlen	w6277
<g/>
,
mit	w6279
Firnis	w6280
überzogen	w6281
<g/>
,
auf	w6283
das	w6284
feinste	w6285
geschliffen	w6286
<g/>
,
durchaus	w6288
mit	w6289
Bildhauerarbeit	w6290
verschnitten	w6291
<g/>
,
alles	w6293
so	w6294
von	w6295
Messing	w6296
fein	w6297
und	w6298
stark	w6299
vergoldt	w6300
<g/>
,
nicht	w6302
weniger	w6303
ist	w6304
das	w6305
Gestell	w6306
mit	w6307
vieler	w6308
Bildhauerar=beit	w6309
<g/>
=
ausgeziert	w6311
<g/>
.
Bey	w6313
diesem	w6314
Wagen	w6315
sind	w6316
auch	w6317
ein	w6318
paar	w6319
Pferdgeschirr	w6320
<g/>
,
das	w6322
Beschlägt	w6323
davon	w6324
ist	w6325
stark	w6326
im	w6327
Feuer	w6328
vergoldt	w6329
<g/>
,
mit	w6331
grünseidnen	w6332
Cre=pinenschöpfen	w6333
<g/>
=
<g/>
,
Einflechtschnür	w6336
<g/>
,
Leitseilen	w6338
und	w6339
Doppelkrepinquasten	w6340
<g/>
,
licitando	w6342
verkauffet	w6343
wer=den	w6344
<g/>
=
<g/>
.
Wenn	w6347
sich	w6348
nun	w6349
ein	w6350
Liebhaber	w6351
dazu	w6352
finden	w6353
sollte	w6354
<g/>
,
der	w6356
hat	w6357
sich	w6358
bey	w6359
dem	w6360
Satler	w6361
in	w6362
der	w6363
Sin=gerstrasse	w6364
<g/>
=
in	w6366
dem	w6367
Nikolaerhaus	w6368
<g/>
,
gegenüber	w6370
des	w6371
Graf	w6372
Hallweilisch	w6373
<g/>
,
ehehin	w6375
sogenannten	w6376
Suttne=rischen	w6377
<g/>
=
Haus	w6379
<g/>
,
in	w6381
welchem	w6382
dieser	w6383
Wagen	w6384
stehet	w6385
<g/>
,
zu	w6387
melden	w6388
<g/>
,
und	w6390
wird	w6391
auch	w6392
ausser	w6393
der	w6394
bestimm=ten	w6395
<g/>
=
Licitation	w6397
hindangegeben	w6398
<g/>
.
</p>
<p id="p60">
Von	w6400
N	w6401
<g/>
.
Richter	w6403
und	w6404
Rath	w6405
der	w6406
Landesfürstl	w6407
<g/>
.
Stadt	w6409
Waydhofen	w6410
an	w6411
der	w6412
Theya	w6413
wird	w6414
hiemit	w6415
jedermänniglich	w6416
kund	w6417
und	w6418
zu	w6419
wissen	w6420
gemacht	w6421
<g/>
;
daß	w6423
die	w6424
zu	w6425
gemeiner	w6426
Stadt	w6427
anhero	w6428
gehörig	w6429
Theils	w6430
eigenthumlich	w6431
theils	w6432
Bestandweiß	w6433
anheuer	w6434
zu	w6435
ge=niessen	w6436
<g/>
=
habende	w6438
Zehent	w6439
<g/>
,
gleich	w6441
anderen	w6442
Jahren	w6443
<g/>
,
den	w6445
Meistbietenden	w6446
licitando	w6447
in	w6448
Bestand	w6449
verlas=sen	w6450
<g/>
=
werden	w6452
<g/>
,
und	w6454
da	w6455
dann	w6456
zu	w6457
dem	w6458
Ende	w6459
auf	w6460
den	w6461
8ten	w6462
eingehenden	w6463
Monats	w6464
Julii	w6465
die	w6466
Licitations=tagsatzung	w6467
<g/>
=
anberaumet	w6469
worden	w6470
<g/>
;
als	w6472
werden	w6473
an	w6474
diesen	w6475
Tag	w6476
<g/>
,
nemlich	w6478
den	w6479
8ten	w6480
mox	w6481
dicti	w6482
mensis	w6483
diejenige	w6484
<g/>
(
so	w6486
etwan	w6487
erwehnte	w6488
Zehend	w6489
in	w6490
Bestand	w6491
zu	w6492
nehmen	w6493
gedenken	w6494
<g/>
)
auf	w6496
gemeiner	w6497
Stadt	w6498
Rath=haus	w6499
<g/>
=
fruhe	w6501
um	w6502
8	w6503
<g/>
.
Uhr	w6505
erscheinen	w6506
<g/>
,
und	w6508
sich	w6509
allda	w6510
durch	w6511
den	w6512
Rathsdiener	w6513
anmelden	w6514
lassen	w6515
<g/>
.
</p>
<p id="p61">
Es	w6517
werden	w6518
den	w6519
22	w6520
<g/>
.
und	w6522
23	w6523
<g/>
.
dieses	w6525
Monats	w6526
Junii	w6527
in	w6528
dem	w6529
großen	w6530
Jesuitenhaus	w6531
Nro	w6532
<g/>
.
772	w6534
<g/>
.
im	w6536
3ten	w6537
Stock	w6538
auf	w6539
der	w6540
schmäleren	w6541
Stiegen	w6542
Vor=mittag	w6543
<g/>
=
von	w6545
9	w6546
<g/>
.
bis	w6548
12	w6549
<g/>
,
Nachmittag	w6551
von	w6552
3	w6553
<g/>
.
bis	w6555
6	w6556
<g/>
.
Uhr	w6558
verschiedene	w6559
reichgestickte	w6560
<g/>
,
bordirte	w6562
und	w6563
glatte	w6564
Mannskleider	w6565
<g/>
,
samete	w6567
und	w6568
gespitzte	w6569
Man=telkleider	w6570
<g/>
=
<g/>
,
eine	w6573
noble	w6574
venetian	w6575
sammt	w6576
anderen	w6577
</p>
<p id="p62">
Maskern	w6578
<g/>
,
Brüßler	w6580
und	w6581
andere	w6582
ungespitzte	w6583
Her=rentäzel	w6584
<g/>
=
<g/>
,
feine	w6587
Mannshemeter	w6588
<g/>
,
wie	w6590
auch	w6591
Zinn	w6592
<g/>
,
verschiedene	w6594
andere	w6595
Sachen	w6596
<g/>
,
licitando	w6598
ver=kauft	w6599
<g/>
=
<g/>
.
</p>
<p id="p63">
Von	w6602
dem	w6603
löbl	w6604
<g/>
.
Stift	w6606
und	w6607
Kloster	w6608
Zwetl	w6609
wird	w6610
hiemit	w6611
dem	w6612
Johann	w6613
Vogler	w6614
<g/>
,
einem	w6616
gewesten	w6617
Schul=meister	w6618
<g/>
=
von	w6620
Waizendorf	w6621
gebürtig	w6622
angefüget	w6623
<g/>
:
Es	w6625
seyen	w6626
von	w6627
Sr	w6628
<g/>
.
Hochwürden	w6630
und	w6631
Gnaden	w6632
des	w6633
all=hiesigen	w6634
<g/>
=
Stifts	w6636
gottsel	w6637
<g/>
.
Herrn	w6639
Abbten	w6640
Melchiore	w6641
pl	w6642
<g/>
.
Tit	w6644
<g/>
.
als	w6646
Vogtey	w6647
und	w6648
Pfarrherrn	w6649
der	w6650
obwohl=besagt	w6651
<g/>
=
allhiesigen	w6653
Stift	w6654
incorporirten	w6655
Pfarr	w6656
Win=digsteig	w6657
<g/>
=
zwey	w6659
zu	w6660
sothaner	w6661
Pfarr	w6662
Windigsteig	w6663
ge=hörige	w6664
<g/>
=
zu	w6666
Waizendorf	w6667
in	w6668
der	w6669
Herrschaft	w6670
Deinzen=dorfer	w6671
<g/>
=
Freyheit	w6673
liegende	w6674
Viertel	w6675
Weingarten	w6676
in=halt	w6677
<g/>
=
Leibgedingsbrief	w6679
den	w6680
27sten	w6681
May	w6682
1740	w6683
<g/>
.
dem	w6685
Simon	w6686
Vogler	w6687
herrschaftl	w6688
<g/>
.
Deinzendorferischen	w6690
Unterthann	w6691
zu	w6692
wiederholten	w6693
Waizendorf	w6694
<g/>
,
und	w6696
sei=nem	w6697
<g/>
=
Eheweib	w6699
Theresiä	w6700
<g/>
,
dann	w6702
seinem	w6703
Sohn	w6704
Jo=hann	w6705
<g/>
=
Vogler	w6707
<g/>
,
wie	w6709
auch	w6710
dem	w6711
Johann	w6712
Bauer	w6713
herr=schaftl	w6714
<g/>
=
<g/>
.
Starreinerischen	w6717
Unterthann	w6718
zu	w6719
Heinrich=storf	w6720
<g/>
=
<g/>
,
und	w6723
seinem	w6724
Eheweib	w6725
Gertraud	w6726
<g/>
,
dann	w6728
ihrem	w6729
Sohn	w6730
Jakob	w6731
Bauer	w6732
<g/>
,
und	w6734
zwar	w6735
jeder	w6736
Partbey	w6737
ein	w6738
Viertel	w6739
Weingarten	w6740
auf	w6741
Leib	w6742
überlassen	w6743
worden	w6744
<g/>
.
Da	w6746
nun	w6747
aber	w6748
die	w6749
Voglerische	w6750
Eheleut	w6751
benanntli=chen	w6752
<g/>
=
<g/>
,
der	w6755
Simon	w6756
Vogler	w6757
und	w6758
dessen	w6759
Ehewirthinn	w6760
Theresia	w6761
bereits	w6762
verstorben	w6763
sind	w6764
<g/>
,
so	w6766
hätte	w6767
nun=mehro	w6768
<g/>
=
ihr	w6770
Sohn	w6771
Johann	w6772
Vogler	w6773
ihren	w6774
Theil	w6775
näm=lich	w6776
<g/>
=
ein	w6778
Viertel	w6779
Weingarten	w6780
gegen	w6781
denen	w6782
in	w6783
ob=besagten	w6784
<g/>
=
Leibgedingsbrief	w6786
enthaltenen	w6787
Beding=nussen	w6788
<g/>
=
Leibgedingsweiß	w6790
auf	w6791
sein	w6792
Lebenlang	w6793
zu	w6794
ge=nießen	w6795
<g/>
=
<g/>
.
Weilen	w6798
nun	w6799
unter	w6800
gleichbesagten	w6801
Beding=nussen	w6802
<g/>
=
auch	w6804
die	w6805
gute	w6806
Beurbarung	w6807
der	w6808
erdeckten	w6809
Leibgedingsweingarten	w6810
begriffen	w6811
<g/>
,
der	w6813
Joh	w6814
<g/>
.
Vogler	w6816
hingegen	w6817
als	w6818
der	w6819
noch	w6820
einzig	w6821
übrig	w6822
und	w6823
bey	w6824
Leben	w6825
seyn	w6826
sollende	w6827
Leib	w6828
abwesend	w6829
<g/>
,
und	w6831
unwissend	w6832
ist	w6833
<g/>
,
folglich	w6835
sich	w6836
von	w6837
selbst	w6838
eröfnet	w6839
<g/>
,
daß	w6841
diese	w6842
Beding=nuß	w6843
<g/>
=
nicht	w6845
in	w6846
Erfüllung	w6847
gebracht	w6848
werden	w6849
könne	w6850
<g/>
,
sondern	w6852
sowohl	w6853
das	w6854
ihne	w6855
betreffende	w6856
ein	w6857
Viertel	w6858
Leibgedingsweingarten	w6859
ohne	w6860
andere	w6861
Vorkehrung	w6862
in	w6863
die	w6864
Verordnung	w6865
kommen	w6866
<g/>
,
als	w6868
auch	w6869
der	w6870
jährl	w6871
<g/>
.
Leibgedingsbetrag	w6873
<g/>
,
und	w6875
was	w6876
deme	w6877
weiters	w6878
anhän=gig	w6879
<g/>
=
<g/>
,
in	w6882
Ausstand	w6883
bleiben	w6884
müßte	w6885
<g/>
,
als	w6887
erwindet	w6888
es	w6889
an	w6890
deme	w6891
<g/>
,
daß	w6893
der	w6894
noch	w6895
übrig	w6896
seyn	w6897
sollende	w6898
Leib=gedingsinnhaber	w6899
<g/>
=
Johann	w6901
Vogler	w6902
sich	w6903
bey	w6904
allhiesi=ger	w6905
<g/>
=
Herrschaft	w6907
persönlich	w6908
stelle	w6909
<g/>
,
und	w6911
mehrbesagten	w6912
Leibgedingsweingarten	w6913
nicht	w6914
allein	w6915
bey	w6916
guten	w6917
Bau	w6918
erhalte	w6919
<g/>
,
sondern	w6921
auch	w6922
die	w6923
übrige	w6924
in	w6925
dem	w6926
Leibgedingsbrief	w6927
enthaltene	w6928
Bedingnüssen	w6929
erfülle	w6930
<g/>
,
derowegen	w6932
er	w6933
Joh	w6934
<g/>
.
Vogler	w6936
dann	w6937
hiemit	w6938
ediktaliter	w6939
dergestalten	w6940
einberuffen	w6941
wird	w6942
<g/>
,
daß	w6944
er	w6945
sich	w6946
binnen	w6947
1	w6948
<g/>
.
Jahr	w6950
<g/>
,
6	w6952
<g/>
.
Wochen	w6954
und	w6955
3	w6956
<g/>
.
Täg	w6958
von	w6959
heute	w6960
unten	w6961
gesetzten	w6962
Dato	w6963
anzurechnen	w6964
alsogewiß	w6965
anhero	w6966
per=sönlich	w6967
<g/>
=
stelle	w6969
<g/>
,
und	w6971
daß	w6972
er	w6973
der	w6974
Joh	w6975
<g/>
.
Vogler	w6977
wirk=lich	w6978
<g/>
=
seye	w6980
<g/>
,
sich	w6982
rechtens	w6983
legitimire	w6984
<g/>
,
sohin	w6986
die	w6987
sam=mentliche	w6988
<g/>
=
Leibgedingsbedingnüssen	w6990
alsogewiß	w6991
in	w6992
</p>
<p id="p64">
Erfüllung	w6995
bringe	w6996
<g/>
,
wie	w6998
ansonst	w6999
nach	w7000
Verfließung	w7001
dieses	w7002
Termins	w7003
er	w7004
Johann	w7005
Vogler	w7006
pro	w7007
mortuo	w7008
gehalten	w7009
<g/>
,
und	w7011
mit	w7012
dem	w7013
Leibgedingsgrund	w7014
eine	w7015
andere	w7016
beliebige	w7017
Vorkehrung	w7018
getroffen	w7019
<g/>
,
sohin	w7021
die=ses	w7022
<g/>
=
Leibgeding	w7024
respectu	w7025
sein	w7026
Joh	w7027
<g/>
.
Voglers	w7029
annul=lirt	w7030
<g/>
=
und	w7032
caßirt	w7033
werden	w7034
solle	w7035
<g/>
.
Kloster	w7037
Zwetl	w7038
den	w7039
letzten	w7040
Decemb	w7041
<g/>
.
1771	w7043
<g/>
.
</p>
<p id="p65">
Von	w7045
der	w7046
zum	w7047
löbl	w7048
<g/>
.
Stift	w7050
heil	w7051
<g/>
.
Kreuz	w7053
eingestif=teten	w7054
<g/>
=
Herrschaft	w7056
Tromau	w7057
<g/>
,
wird	w7059
hiemit	w7060
jedermann	w7061
kund	w7062
gemacht	w7063
<g/>
;
welchergestalten	w7065
die	w7066
Nothwendig=keit	w7067
<g/>
=
erfordere	w7069
den	w7070
Schuldenstand	w7071
des	w7072
Paul	w7073
Wa=singer	w7074
<g/>
=
hiesigen	w7076
Stift	w7077
heiligen	w7078
kreuzischen	w7079
Unter=thans	w7080
<g/>
=
zu	w7082
Pfaffstetten	w7083
in	w7084
sichere	w7085
Erfahrenheit	w7086
zu	w7087
bringen	w7088
<g/>
.
Daher	w7090
alle	w7091
diejenige	w7092
<g/>
,
welche	w7094
an	w7095
ihme	w7096
Paul	w7097
Wasinger	w7098
<g/>
,
der	w7100
an	w7101
seiner	w7102
bereits	w7103
verstorbe=nen	w7104
<g/>
=
Ehewirthin	w7106
Maria	w7107
auf	w7108
dessen	w7109
Haus	w7110
<g/>
,
oder	w7112
Ueberländgrundstücken	w7113
<g/>
,
oder	w7115
sonst	w7116
auf	w7117
ausgestellte	w7118
Schuldscheine	w7119
<g/>
,
und	w7121
sowohl	w7122
baar	w7123
geliehenen	w7124
Geld	w7125
<g/>
,
oder	w7127
ihnen	w7128
abgegebenen	w7129
Effekten	w7130
<g/>
,
als	w7132
auch	w7133
unter	w7134
was	w7135
immer	w7136
für	w7137
einem	w7138
andern	w7139
Namen	w7140
einige	w7141
For=derung	w7142
<g/>
=
haben	w7144
<g/>
,
oder	w7146
zu	w7147
haben	w7148
vermeinen	w7149
<g/>
,
hiemit	w7151
auf	w7152
den	w7153
14	w7154
<g/>
.
Julii	w7156
1772	w7157
<g/>
.
in	w7159
das	w7160
Gerichthaus	w7161
zu	w7162
Pfaffstetten	w7163
frühe	w7164
um	w7165
8	w7166
<g/>
.
Uhr	w7168
pro	w7169
1mo	w7170
<g/>
,
2do	w7172
<g/>
,
<g/>
&
3tio	w7175
Termino	w7176
peremptorie	w7177
einberuffen	w7178
werden	w7179
<g/>
,
wie	w7181
im	w7182
widrigen	w7183
Falle	w7184
alle	w7185
diejenige	w7186
<g/>
,
so	w7188
an	w7189
be=meldten	w7190
<g/>
=
Tag	w7192
<g/>
,
Stund	w7194
und	w7195
Ort	w7196
nicht	w7197
selbst	w7198
<g/>
,
oder	w7200
durch	w7201
hiezu	w7202
genugsam	w7203
Bevollmächtigte	w7204
erscheinen	w7205
<g/>
,
und	w7207
ihre	w7208
Schuldforderung	w7209
behörig	w7210
liquidiren	w7211
wur=den	w7212
<g/>
=
<g/>
,
nicht	w7215
nur	w7216
nicht	w7217
mehr	w7218
angehöret	w7219
<g/>
,
sondern	w7221
ihnen	w7222
das	w7223
ewige	w7224
Stillschweigen	w7225
auferleget	w7226
werden	w7227
wurde	w7228
<g/>
.
Wornach	w7230
sich	w7231
ein	w7232
jeder	w7233
zu	w7234
richten	w7235
<g/>
,
und	w7237
vor	w7238
Schaden	w7239
zu	w7240
hütten	w7241
wissen	w7242
werden	w7243
<g/>
.
</p>
<p id="p66">
Wir	w7245
Bürgermeister	w7246
und	w7247
Rath	w7248
der	w7249
Stadt	w7250
Wien	w7251
geben	w7252
hiemit	w7253
jedermann	w7254
zu	w7255
vernehmen	w7256
<g/>
.
Es	w7258
seye	w7259
über	w7260
die	w7261
schon	w7262
ehedessen	w7263
an	w7264
geordnete	w7265
Licitations=tagsatzung	w7266
<g/>
=
verwilliget	w7268
worden	w7269
<g/>
,
das	w7271
von	w7272
Meyten=sisch	w7273
<g/>
=
auf	w7275
der	w7276
Wieden	w7277
liegende	w7278
Haus	w7279
abermals	w7280
offentlich	w7281
auszufeilen	w7282
<g/>
,
und	w7284
an	w7285
den	w7286
Meistbietenden	w7287
zu	w7288
verkaufen	w7289
<g/>
.
Da	w7291
nun	w7292
zu	w7293
diesem	w7294
Ende	w7295
der	w7296
22	w7297
Junii	w7298
dieß	w7299
Jahrs	w7300
bestimmet	w7301
ist	w7302
<g/>
.
So	w7304
haben	w7305
die=jenige	w7306
<g/>
=
<g/>
,
welche	w7309
das	w7310
gedachte	w7311
Haus	w7312
zu	w7313
kaufen	w7314
wil=lens	w7315
<g/>
=
sind	w7317
<g/>
,
an	w7319
dem	w7320
bestimmten	w7321
Tage	w7322
<g/>
,
oder	w7324
da	w7325
wir	w7326
anderer	w7327
Verhindernissen	w7328
halber	w7329
diesen	w7330
Tag	w7331
nicht	w7332
zu	w7333
Rath	w7334
sässen	w7335
<g/>
,
den	w7337
nächst	w7338
darauf	w7339
folgen=den	w7340
<g/>
=
Rathstag	w7342
fruh	w7343
um	w7344
8	w7345
<g/>
.
Uhr	w7347
vor	w7348
uns	w7349
zu	w7350
erschei=nen	w7351
<g/>
=
<g/>
,
und	w7354
sich	w7355
bey	w7356
unserem	w7357
<g/>
,
und	w7359
gemeiner	w7360
Stadt	w7361
Grundbuch	w7362
durch	w7363
den	w7364
Amtsschreiber	w7365
anmelden	w7366
zu	w7367
lassen	w7368
<g/>
,
folglich	w7370
der	w7371
weiteren	w7372
Behandlung	w7373
ab	w7374
zuwarten	w7375
<g/>
.
</p>
<p id="p67">
Zu	w7377
Wien	w7378
befinden	w7379
sich	w7380
Eheleute	w7381
<g/>
,
welche	w7383
gesin=net	w7384
<g/>
=
sind	w7386
<g/>
,
einige	w7388
Jugend	w7389
von	w7390
beyderley	w7391
Geschlechts	w7392
in	w7393
die	w7394
Erziehung	w7395
zu	w7396
nehmen	w7397
<g/>
,
diese	w7399
können	w7400
erler=nen	w7401
<g/>
=
Lesen	w7403
<g/>
,
Schreiben	w7405
<g/>
,
latein	w7407
<g/>
.
französ	w7409
<g/>
.
italien	w7411
<g/>
.
Sprache	w7413
<g/>
,
sodann	w7415
die	w7416
Musik	w7417
<g/>
,
Singen	w7419
<g/>
,
Clavier	w7421
<g/>
;
Viol	w7423
<g/>
.
Basset	w7425
<g/>
.
auch	w7427
die	w7428
Harpfen	w7429
schlagen	w7430
<g/>
,
Tanzen	w7432
</p>
<p id="p68">
und	w7433
Fechten	w7434
<g/>
;
was	w7436
das	w7437
Frauenzimmer	w7438
anbetrift	w7439
<g/>
,
Nähen	w7441
<g/>
,
Strücken	w7443
<g/>
,
Spitzglöckeln	w7445
<g/>
,
mit	w7447
Silber	w7448
und	w7449
Gold	w7450
<g/>
,
auch	w7452
mit	w7453
Farben	w7454
zu	w7455
stücken	w7456
<g/>
,
wie	w7458
auch	w7459
nach	w7460
der	w7461
Mode	w7462
zu	w7463
arbeiten	w7464
<g/>
,
hier	w7466
wird	w7467
noch	w7468
beyge=fügt	w7469
<g/>
=
<g/>
,
um	w7472
kein	w7473
Bedenken	w7474
zu	w7475
tragen	w7476
<g/>
,
daß	w7478
beyder=ley	w7479
<g/>
=
Geschlecht	w7481
eines	w7482
von	w7483
dem	w7484
andern	w7485
wird	w7486
abge=söndert	w7487
<g/>
=
seyn	w7489
<g/>
.
Jtem	w7491
die	w7492
Musikalien	w7493
und	w7494
Jnstru=menten	w7495
<g/>
=
werden	w7497
frey	w7498
darzu	w7499
gegeben	w7500
