<doc id="wr_1761-09-30" attrs="word" year="1761" month="09" day="30" corpus="2">
<head id="h2_d591e2482">
Mastricht	w1_d591e2486
verkauffet	w3_d591e20659
werden,	w5_d591e20662
derowegen	w7_d591e20665
all=die	w9_d591e20668
jent	w11_d591e20671
ge,	w1_d591e20677
welche	w3_d591e20680
so	w5_d591e20683
ein	w7_d591e20686
als	w9_d591e20689
anderes	w11_d591e20692
käuflich	w13_d591e20696
an	w15_d591e20699
sich	w17_d591e20702
zu	w19_d591e20705
bringen	w1_d591e20710
gedenken,	w3_d591e20713
an	w5_d591e20716
obbemeldtem	w7_d591e20719
Tag	w9_d591e20722
und	w11_d591e20725
Stund	w13_d591e20729
in	w1_d591e20734
der	w3_d591e20737
Amts=canzley	w5_d591e20740
der	w7_d591e20743
Hochfürstl.	w9_d591e20746
Lubomirsky.	w11_d591e20749
schen	w1_d591e20754
Herrschaft	w3_d591e20757
Neuen=lengbach	w5_d591e20760
zu	w7_d591e20763
erscheinen	w9_d591e20766
ha	w11_d591e20769
ben	w1_d591e20775
werden.	w3_d591e20778
</p>
<p id="p16_d591e20781">
Nächst=künftigen	w1_d591e20785
Freytag	w3_d591e20788
als	w5_d591e20791
den	w7_d591e20794
2.	w9_d591e20797
Octobris	w11_d591e20800
werden	w1_d591e20805
in	w3_d591e20808
Schlosser=gässel	w5_d591e20811
im	w7_d591e20814
Sperl	w9_d591e20817
im	w11_d591e20820
2.	w13_d591e20824
Stock	w15_d591e20827
verschiedene	w1_d591e20832
Verlassenschafts=effecten,	w3_d591e20835
als	w5_d591e20838
goldene	w7_d591e20841
Dosen,	w1_d591e20847
deto	w3_d591e20850
Uhr,	w5_d591e20853
ein	w7_d591e20856
golden	w9_d591e20859
emaillirtes	w11_d591e20862
Malthe	w13_d591e20866
ser=creutz,	w1_d591e20871
dann	w3_d591e20874
Silber,	w5_d591e20877
ingleichen	w7_d591e20880
Mannsklei	w9_d591e20883
der,	w1_d591e20888
deto	w3_d591e20891
Wäsch,	w5_d591e20894
Mahlereyen,	w7_d591e20897
Spiegel,	w9_d591e20900
Spal	w11_d591e20903
lier,	w1_d591e20908
Soffa,	w3_d591e20911
Sessel,	w5_d591e20914
Kästen,	w7_d591e20917
Tisch,	w9_d591e20920
und	w11_d591e20923
andere	w13_d591e20927
Fahrnussen,	w1_d591e20933
ingleichen	w3_d591e20936
ein	w5_d591e20939
mit	w7_d591e20942
rotem	w9_d591e20945
Tuch	w11_d591e20948
ge	w13_d591e20952
füterter	w1_d591e20957
Reis=schwimmer	w3_d591e20960
Vormittag	w5_d591e20963
von	w7_d591e20966
9.	w9_d591e20969
bie	w11_d591e20972
11.	w1_d591e20977
Nachmittag	w3_d591e20980
aber	w5_d591e20983
von	w7_d591e20986
3.	w9_d591e20989
bis	w11_d591e20992
6.	w13_d591e20996
Uhr	w15_d591e20999
dem	w17_d591e21002
Meist	w19_d591e21005
bietenden	w1_d591e21010
gegen	w3_d591e21013
alsogleich	w5_d591e21016
baar	w7_d591e21019
leistender	w9_d591e21022
Bezah	w11_d591e21025
lung	w1_d591e21031
licitando	w3_d591e21034
verkauffet	w5_d591e21037
werden.	w7_d591e21040
</p>
<p id="p18_d591e21043">
Den	w1_d591e21047
2.	w3_d591e21050
nächst	w5_d591e21053
künftigen	w7_d591e21056
Monats	w9_d591e21059
Octobris	w11_d591e21062
Vor	w13_d591e21066
mittag	w1_d591e21071
von	w3_d591e21074
9	w5_d591e21077
bis	w7_d591e21080
12	w9_d591e21083
Uhr	w11_d591e21086
werden	w13_d591e21090
auf	w15_d591e21093
Verordnung	w17_d591e21096
einer	w1_d591e21101
löbl.	w3_d591e21104
Universität	w5_d591e21107
in	w7_d591e21110
dem	w9_d591e21113
Mayrhoferischen	w11_d591e21116
Haus	w1_d591e21122
auf	w3_d591e21125
der	w5_d591e21128
Fischer	w7_d591e21131
stiegen	w9_d591e21134
ersten	w11_d591e21137
Stecks	w13_d591e21141
ver	w15_d591e21144
schiedene	w1_d591e21149
Verlassenschafts=effecten	w3_d591e21152
nebst	w5_d591e21155
2.	w7_d591e21158
Pferd	w9_d591e21161
stucken	w1_d591e21166
vom	w3_d591e21169
Hamilton	w5_d591e21172
licitando	w7_d591e21175
verkauffet	w9_d591e21178
werden.	w11_d591e21181
</p>
</doc>
